,QUARTER,TIME_REMAINING,LA LAKERS_ACTION,CHICAGO_ACTION,LA LAKERS_SCORE,CHICAGO_SCORE
120,2,10:25.0,,C. White makes 2-pt jump shot from 18 ft,24,37
121,2,10:18.0,Shooting foul by C. Hutchison (drawn by L. James),,24,37
122,2,10:18.0,L. James makes free throw 1 of 2,,25,37
123,2,10:18.0,L. James makes free throw 2 of 2,,26,37
124,2,10:06.0,,Shooting foul by T. Daniels (drawn by C. White),26,37
125,2,10:06.0,,C. White makes free throw 1 of 3,26,38
126,2,10:06.0,,C. White makes free throw 2 of 3,26,39
127,2,10:06.0,,W. Carter enters the game for L. Kornet,26,39
128,2,10:06.0,,C. White makes free throw 3 of 3,26,40
129,2,9:57.0,K. Kuzma misses 3-pt jump shot from 25 ft,,26,40
130,2,9:52.0,,Defensive rebound by C. Hutchison,26,40
131,2,9:42.0,,T. Young misses 2-pt jump shot from 21 ft,26,40
132,2,9:39.0,Defensive rebound by A. Caruso,,26,40
133,2,9:35.0,Turnover by K. Kuzma (lost ball; steal by T. Young),,26,40
134,2,9:35.0,Q. Cook enters the game for K. Kuzma,,26,40
135,2,9:35.0,,L. Markkanen enters the game for T. Young,26,40
136,2,9:29.0,,C. White misses 3-pt jump shot from 26 ft,26,40
137,2,9:26.0,Defensive rebound by L. James,,26,40
138,2,9:23.0,Q. Cook makes 2-pt layup from 1 ft (assist by L. James),,28,40
139,2,9:09.0,,Offensive foul by K. Dunn (drawn by A. Caruso),28,40
140,2,9:09.0,,Turnover by K. Dunn (offensive foul),28,40
141,2,9:09.0,,Z. LaVine enters the game for C. Hutchison,28,40
142,2,8:58.0,L. James makes 2-pt jump shot from 15 ft,,30,40
143,2,8:38.0,,L. Markkanen misses 2-pt jump shot from 11 ft (block by L. James),30,40
144,2,8:35.0,,Offensive rebound by W. Carter,30,40
145,2,8:34.0,,L. Markkanen misses 3-pt jump shot from 26 ft,30,40
146,2,8:31.0,Defensive rebound by Q. Cook,,30,40
147,2,8:26.0,Shooting foul by W. Carter (drawn by L. James),,30,40
148,2,8:26.0,L. James makes free throw 1 of 2,,31,40
149,2,8:26.0,L. James misses free throw 2 of 2,,31,40
150,2,8:22.0,Offensive rebound by Q. Cook,,31,40
151,2,8:13.0,L. James makes 3-pt jump shot from 27 ft,,34,40
152,2,7:52.0,,C. White makes 2-pt jump shot from 17 ft,34,42
153,2,7:40.0,A. Caruso makes 3-pt jump shot from 23 ft (assist by T. Daniels),,37,42
154,2,7:23.0,,Shooting foul by D. Howard (drawn by Z. LaVine),37,42
155,2,7:23.0,,Z. LaVine misses free throw 1 of 2,37,42
156,2,7:23.0,,Offensive rebound by Team,37,42
157,2,7:23.0,,Z. LaVine makes free throw 2 of 2,37,43
158,2,7:15.0,Personal foul by K. Dunn (drawn by D. Howard),,37,43
159,2,7:05.0,T. Daniels misses 3-pt jump shot from 26 ft,,37,43
160,2,7:00.0,,Defensive rebound by W. Carter,37,43
161,2,6:49.0,,Shooting foul by D. Howard (drawn by W. Carter),37,43
162,2,6:49.0,,W. Carter misses free throw 1 of 2,37,43
163,2,6:49.0,,Offensive rebound by Team,37,43
164,2,6:49.0,A. Davis enters the game for L. James,,37,43
165,2,6:49.0,,O. Porter enters the game for K. Dunn,37,43
166,2,6:49.0,,W. Carter makes free throw 2 of 2,37,44
167,2,6:38.0,T. Daniels makes 3-pt jump shot from 26 ft (assist by A. Davis),,40,44
168,2,6:20.0,,O. Porter makes 2-pt jump shot from 22 ft,40,46
169,2,6:07.0,T. Daniels misses 3-pt jump shot from 28 ft,,40,46
170,2,6:04.0,,Defensive rebound by Z. LaVine,40,46
171,2,6:00.0,,Z. LaVine makes 3-pt jump shot from 24 ft,40,49
172,2,5:45.0,Turnover by A. Caruso (lost ball; steal by L. Markkanen),,40,49
173,2,5:41.0,,C. White makes 3-pt jump shot from 24 ft (assist by L. Markkanen),40,52
174,2,5:41.0,LA Lakers full timeout,,40,52
175,2,5:41.0,K. Caldwell-Pope enters the game for A. Caruso,,40,52
176,2,5:23.0,A. Davis misses 2-pt jump shot from 13 ft,,40,52
177,2,5:20.0,,Defensive rebound by Z. LaVine,40,52
178,2,5:05.0,,C. White misses 3-pt jump shot from 25 ft,40,52
179,2,5:02.0,Defensive rebound by T. Daniels,,40,52
180,2,4:44.0,A. Davis misses 2-pt jump shot from 6 ft,,40,52
181,2,4:41.0,,Defensive rebound by Z. LaVine,40,52
182,2,4:27.0,,O. Porter makes 3-pt jump shot from 25 ft (assist by C. White),40,55
183,2,4:27.0,D. Green enters the game for T. Daniels,,40,55
184,2,4:27.0,,T. Satoranský enters the game for C. White,40,55
185,2,4:03.0,Turnover by K. Caldwell-Pope (traveling),,40,55
186,2,3:40.0,,Z. LaVine makes 2-pt layup from 2 ft,40,57
187,2,3:33.0,Offensive foul by A. Davis (drawn by L. Markkanen),,40,57
188,2,3:33.0,Turnover by A. Davis (offensive foul),,40,57
189,2,3:33.0,L. James enters the game for Q. Cook,,40,57
190,2,3:21.0,,T. Satoranský misses 2-pt jump shot from 12 ft (block by A. Davis),40,57
191,2,3:18.0,Defensive rebound by L. James,,40,57
192,2,3:16.0,K. Caldwell-Pope makes 2-pt layup from 1 ft (assist by L. James),,42,57
193,2,3:01.0,,O. Porter makes 2-pt jump shot from 7 ft,42,59
194,2,2:52.0,L. James misses 2-pt layup from 2 ft,,42,59
195,2,2:50.0,,Defensive rebound by L. Markkanen,42,59
196,2,2:49.0,,Shooting foul by D. Howard (drawn by Z. LaVine),42,59
197,2,2:49.0,,Z. LaVine misses free throw 1 of 2,42,59
198,2,2:49.0,,Offensive rebound by Team,42,59
199,2,2:49.0,K. Kuzma enters the game for D. Howard,,42,59
200,2,2:49.0,,Z. LaVine makes free throw 2 of 2,42,60
201,2,2:37.0,A. Davis makes 2-pt dunk from 1 ft,,44,60
202,2,2:28.0,,Personal foul by K. Kuzma (drawn by L. Markkanen),44,60
203,2,2:28.0,,L. Markkanen makes free throw 1 of 2,44,61
204,2,2:28.0,,L. Markkanen misses free throw 2 of 2,44,61
205,2,2:24.0,Defensive rebound by L. James,,44,61
206,2,2:19.0,L. James misses 2-pt layup from 2 ft,,44,61
207,2,2:15.0,,Defensive rebound by L. Markkanen,44,61
208,2,2:13.0,,O. Porter misses 3-pt jump shot from 25 ft,44,61
209,2,2:10.0,,Offensive rebound by W. Carter,44,61
210,2,2:10.0,,Shooting foul by A. Davis (drawn by W. Carter),44,61
211,2,2:10.0,,Violation by Team (delay of game),44,61
212,2,2:10.0,,W. Carter makes free throw 1 of 2,44,62
213,2,2:10.0,J. McGee enters the game for A. Davis,,44,62
214,2,2:10.0,,W. Carter makes free throw 2 of 2,44,63
215,2,1:51.0,L. James misses 3-pt jump shot from 25 ft,,44,63
216,2,1:49.0,Offensive rebound by J. McGee,,44,63
217,2,1:49.0,Personal foul by O. Porter (drawn by J. McGee),,44,63
218,2,1:38.0,K. Kuzma makes 2-pt layup from 1 ft (assist by J. McGee),,46,63
219,2,1:14.0,,Turnover by O. Porter (bad pass; steal by K. Caldwell-Pope),46,63
220,2,1:09.0,K. Kuzma misses 3-pt jump shot from 24 ft,,46,63
221,2,1:04.0,Offensive rebound by K. Caldwell-Pope,,46,63
222,2,1:02.0,K. Caldwell-Pope misses 3-pt jump shot from 25 ft,,46,63
223,2,0:59.0,,Defensive rebound by Z. LaVine,46,63
224,2,0:55.0,,Z. LaVine misses 2-pt layup from 2 ft,46,63
225,2,0:55.0,,Offensive rebound by W. Carter,46,63
226,2,0:54.0,,W. Carter makes 2-pt layup at rim,46,65
227,2,0:32.0,K. Kuzma misses 2-pt jump shot from 9 ft,,46,65
228,2,0:32.0,,Defensive rebound by Team,46,65
229,2,0:19.0,,Z. LaVine misses 3-pt jump shot from 25 ft,46,65
230,2,0:17.0,Defensive rebound by L. James,,46,65
231,2,0:00.0,L. James makes 2-pt jump shot from 20 ft,,48,65
232,2,0:00.0,Instant Replay (Request: Ruling Stands),,48,65
233,3,11:49.0,,Z. LaVine misses 2-pt layup from 2 ft (block by J. McGee),48,65
234,3,11:48.0,,Offensive rebound by Z. LaVine,48,65
235,3,11:42.0,,W. Carter makes 2-pt dunk from 1 ft (assist by Z. LaVine),48,67
236,3,11:26.0,L. James makes 3-pt jump shot from 25 ft (assist by J. McGee),,51,67
237,3,11:10.0,,W. Carter misses 2-pt jump shot from 12 ft,51,67
238,3,11:07.0,Defensive rebound by A. Davis,,51,67
239,3,10:52.0,K. Caldwell-Pope makes 2-pt layup from 1 ft (assist by J. McGee),,53,67
240,3,10:32.0,,L. Markkanen misses 2-pt jump shot from 6 ft,53,67
241,3,10:30.0,Defensive rebound by D. Green,,53,67
242,3,10:22.0,A. Davis misses 2-pt jump shot from 6 ft,,53,67
243,3,10:20.0,,Defensive rebound by T. Satoranský,53,67
244,3,10:16.0,,Z. LaVine misses 3-pt jump shot from 24 ft,53,67
245,3,10:12.0,Defensive rebound by A. Davis,,53,67
246,3,10:03.0,D. Green makes 2-pt jump shot from 7 ft (assist by L. James),,55,67
247,3,9:41.0,,O. Porter makes 2-pt jump shot from 21 ft,55,69
248,3,9:14.0,A. Davis makes 2-pt jump shot from 9 ft,,57,69
249,3,9:08.0,,Z. LaVine makes 2-pt layup from 1 ft (assist by T. Satoranský),57,71
250,3,9:08.0,,Shooting foul by D. Green (drawn by Z. LaVine),57,71
251,3,9:08.0,,Z. LaVine makes free throw 1 of 1,57,72
252,3,8:51.0,A. Davis makes 2-pt jump shot from 19 ft,,59,72
253,3,8:37.0,,W. Carter misses 3-pt jump shot from 25 ft,59,72
254,3,8:32.0,Defensive rebound by J. McGee,,59,72
255,3,8:30.0,Turnover by J. McGee (bad pass; steal by O. Porter),,59,72
256,3,8:26.0,,O. Porter makes 3-pt jump shot from 24 ft,59,75
257,3,8:13.0,L. James misses 3-pt jump shot from 26 ft,,59,75
258,3,8:13.0,,Defensive rebound by T. Satoranský,59,75
259,3,8:13.0,,Personal foul by K. Caldwell-Pope (drawn by T. Satoranský),59,75
260,3,8:01.0,,T. Satoranský makes 2-pt layup from 1 ft,59,77
261,3,7:44.0,K. Caldwell-Pope makes 3-pt jump shot from 23 ft (assist by D. Green),,62,77
262,3,7:37.0,,Personal take foul by L. James (drawn by T. Satoranský),62,77
263,3,7:37.0,T. Daniels enters the game for K. Caldwell-Pope,,62,77
264,3,7:28.0,,L. Markkanen makes 3-pt jump shot from 25 ft (assist by Z. LaVine),62,80
265,3,7:28.0,LA Lakers full timeout,,62,80
266,3,7:19.0,L. James misses 3-pt jump shot from 26 ft,,62,80
267,3,7:17.0,,Defensive rebound by Team,62,80
268,3,7:17.0,K. Caldwell-Pope enters the game for T. Daniels,,62,80
269,3,6:51.0,,O. Porter misses 2-pt jump shot from 6 ft,62,80
270,3,6:49.0,Defensive rebound by K. Caldwell-Pope,,62,80
271,3,6:41.0,J. McGee makes 2-pt dunk from 1 ft (assist by A. Davis),,64,80
272,3,6:41.0,Shooting foul by Z. LaVine (drawn by J. McGee),,64,80
273,3,6:41.0,J. McGee makes free throw 1 of 1,,65,80
274,3,6:30.0,,Personal foul by D. Green (drawn by Z. LaVine),65,80
275,3,6:24.0,,W. Carter misses 2-pt dunk from 1 ft (block by J. McGee),65,80
276,3,6:21.0,Defensive rebound by K. Caldwell-Pope,,65,80
277,3,6:16.0,D. Green misses 3-pt jump shot from 22 ft,,65,80
278,3,6:11.0,Offensive rebound by A. Davis,,65,80
279,3,6:09.0,Turnover by A. Davis (bad pass; steal by Z. LaVine),,65,80
280,3,6:05.0,,L. Markkanen misses 2-pt layup from 2 ft (block by A. Davis),65,80
281,3,6:00.0,Defensive rebound by L. James,,65,80
282,3,6:00.0,J. McGee makes 2-pt dunk at rim (assist by D. Green),,67,80
283,3,6:00.0,,Chicago full timeout,67,80
284,3,6:00.0,,L. Kornet enters the game for W. Carter,67,80
285,3,6:00.0,,T. Young enters the game for L. Markkanen,67,80
286,3,5:44.0,,Z. LaVine makes 2-pt layup at rim,67,82
287,3,5:20.0,A. Davis misses 2-pt layup from 2 ft (block by T. Young),,67,82
288,3,5:18.0,,Defensive rebound by Z. LaVine,67,82
289,3,5:10.0,,Turnover by Z. LaVine (bad pass; steal by L. James),67,82
290,3,5:06.0,K. Caldwell-Pope misses 2-pt layup from 2 ft,,67,82
291,3,5:04.0,,Defensive rebound by L. Kornet,67,82
292,3,4:59.0,,Z. LaVine misses 2-pt layup from 2 ft (block by A. Davis),67,82
293,3,4:56.0,Defensive rebound by D. Green,,67,82
294,3,4:53.0,Turnover by L. James (bad pass; steal by T. Satoranský),,67,82
295,3,4:48.0,,O. Porter makes 3-pt jump shot from 24 ft (assist by Z. LaVine),67,85
296,3,4:21.0,Turnover by Team (shot clock),,67,85
297,3,4:21.0,Q. Cook enters the game for K. Caldwell-Pope,,67,85
298,3,4:21.0,K. Kuzma enters the game for J. McGee,,67,85
299,3,4:21.0,,K. Dunn enters the game for T. Satoranský,67,85
300,3,4:12.0,,Z. LaVine misses 2-pt jump shot from 21 ft,67,85
301,3,4:10.0,Defensive rebound by D. Green,,67,85
302,3,4:05.0,L. James makes 2-pt layup from 1 ft,,69,85
303,3,4:05.0,Shooting foul by O. Porter (drawn by L. James),,69,85
304,3,4:05.0,,C. Hutchison enters the game for Z. LaVine,69,85
305,3,4:05.0,,C. White enters the game for O. Porter,69,85
306,3,4:05.0,L. James makes free throw 1 of 1,,70,85
307,3,3:43.0,,Turnover by C. White (bad pass; steal by L. James),70,85
308,3,3:42.0,Shooting foul by T. Young (drawn by L. James),,70,85
309,3,3:42.0,L. James makes free throw 1 of 2,,71,85
310,3,3:42.0,L. James makes free throw 2 of 2,,72,85
311,3,3:26.0,,Personal foul by L. James (drawn by T. Young),72,85
312,3,3:26.0,,T. Young misses free throw 1 of 2,72,85
313,3,3:26.0,,Offensive rebound by Team,72,85
314,3,3:26.0,,T. Young misses free throw 2 of 2,72,85
315,3,3:24.0,Defensive rebound by A. Davis,,72,85
316,3,3:15.0,Personal foul by K. Dunn (drawn by Q. Cook),,72,85
317,3,3:08.0,K. Kuzma makes 2-pt layup from 2 ft (assist by L. James),,74,85
318,3,2:48.0,,L. Kornet misses 2-pt hook shot from 6 ft,74,85
319,3,2:46.0,Defensive rebound by K. Kuzma,,74,85
320,3,2:45.0,Offensive foul by A. Davis (drawn by L. Kornet),,74,85
321,3,2:45.0,Turnover by A. Davis (offensive foul),,74,85
322,3,2:45.0,D. Howard enters the game for A. Davis,,74,85
323,3,2:25.0,,K. Dunn misses 2-pt layup from 2 ft (block by D. Green),74,85
324,3,2:24.0,Defensive rebound by Team,,74,85
325,3,2:10.0,K. Kuzma misses 3-pt jump shot from 30 ft,,74,85
326,3,2:06.0,,Defensive rebound by C. White,74,85
327,3,2:01.0,,K. Dunn makes 3-pt jump shot from 25 ft (assist by C. White),74,88
328,3,1:45.0,L. James makes 2-pt layup from 1 ft,,76,88
329,3,1:34.0,,L. Kornet misses 3-pt jump shot from 23 ft,76,88
330,3,1:31.0,Defensive rebound by D. Green,,76,88
331,3,1:29.0,Personal foul by K. Dunn (drawn by L. James),,76,88
332,3,1:29.0,A. Caruso enters the game for D. Green,,76,88
333,3,1:29.0,L. James makes free throw 1 of 2,,77,88
334,3,1:29.0,L. James makes free throw 2 of 2,,78,88
335,3,1:21.0,,Offensive foul by T. Young (drawn by Q. Cook),78,88
336,3,1:21.0,,Turnover by T. Young (offensive foul),78,88
337,3,1:21.0,T. Daniels enters the game for L. James,,78,88
338,3,1:00.0,A. Caruso misses 2-pt jump shot from 12 ft,,78,88
339,3,0:56.0,,Defensive rebound by C. White,78,88
340,3,0:52.0,,C. White makes 2-pt layup from 2 ft,78,90
341,3,0:42.0,Shooting foul by K. Dunn (drawn by Q. Cook),,78,90
342,3,0:42.0,Q. Cook makes free throw 1 of 2,,79,90
343,3,0:42.0,Q. Cook makes free throw 2 of 2,,80,90
344,3,0:31.0,,C. White misses 2-pt jump shot from 22 ft,80,90
345,3,0:29.0,Defensive rebound by D. Howard,,80,90
346,3,0:17.0,Q. Cook misses 2-pt jump shot from 16 ft,,80,90
347,3,0:14.0,,Defensive rebound by T. Young,80,90
348,3,0:01.0,,L. Kornet makes 3-pt jump shot from 26 ft (assist by C. White),80,93
349,3,0:01.0,A. Caruso misses 3-pt jump shot from 45 ft,,80,93
350,3,0:01.0,Offensive rebound by Team,,80,93
351,4,11:45.0,K. Kuzma makes 3-pt jump shot from 26 ft (assist by A. Caruso),,83,93
352,4,11:29.0,,Turnover by T. Young (bad pass; steal by Q. Cook),83,93
353,4,11:14.0,K. Kuzma misses 2-pt layup from 7 ft,,83,93
354,4,11:08.0,Offensive rebound by D. Howard,,83,93
355,4,11:08.0,D. Howard misses 2-pt layup at rim,,83,93
356,4,11:08.0,Offensive rebound by T. Daniels,,83,93
357,4,11:00.0,Q. Cook misses 2-pt jump shot from 21 ft,,83,93
358,4,10:58.0,,Defensive rebound by C. White,83,93
359,4,10:55.0,,L. Kornet misses 3-pt jump shot from 26 ft,83,93
360,4,10:52.0,Defensive rebound by D. Howard,,83,93
361,4,10:48.0,A. Caruso misses 2-pt jump shot from 4 ft,,83,93
362,4,10:46.0,,Defensive rebound by C. Hutchison,83,93
363,4,10:41.0,,Turnover by C. Hutchison (traveling),83,93
364,4,10:27.0,K. Kuzma makes 2-pt layup from 2 ft (assist by Q. Cook),,85,93
365,4,10:07.0,,Shooting foul by D. Howard (drawn by C. Hutchison),85,93
366,4,10:07.0,,C. Hutchison misses free throw 1 of 2,85,93
367,4,10:07.0,,Offensive rebound by Team,85,93
368,4,10:07.0,,C. Hutchison misses free throw 2 of 2,85,93
369,4,10:06.0,Defensive rebound by D. Howard,,85,93
370,4,9:58.0,T. Daniels misses 3-pt jump shot from 27 ft,,85,93
371,4,9:54.0,Offensive rebound by Q. Cook,,85,93
372,4,9:42.0,K. Kuzma makes 2-pt jump shot from 9 ft (assist by T. Daniels),,87,93
373,4,9:42.0,Shooting foul by L. Kornet (drawn by K. Kuzma),,87,93
374,4,9:42.0,K. Kuzma misses free throw 1 of 1,,87,93
375,4,9:35.0,Offensive rebound by D. Howard,,87,93
376,4,9:35.0,D. Howard makes 2-pt dunk at rim,,89,93
377,4,9:16.0,,C. White misses 2-pt layup from 3 ft (block by D. Howard),89,93
378,4,9:16.0,,Offensive rebound by Team,89,93
379,4,9:16.0,,W. Carter enters the game for K. Dunn,89,93
380,4,9:16.0,,Z. LaVine enters the game for L. Kornet,89,93
381,4,9:16.0,Violation by Team (kicked ball),,89,93
382,4,9:06.0,,C. White misses 3-pt jump shot from 26 ft,89,93
383,4,9:00.0,Defensive rebound by K. Kuzma,,89,93
384,4,8:56.0,D. Howard makes 2-pt layup from 2 ft (assist by Q. Cook),,91,93
385,4,8:56.0,Shooting foul by W. Carter (drawn by D. Howard),,91,93
386,4,8:56.0,,T. Satoranský enters the game for C. Hutchison,91,93
387,4,8:56.0,D. Howard misses free throw 1 of 1,,91,93
388,4,8:55.0,Offensive rebound by Team,,91,93
389,4,8:53.0,Q. Cook makes 3-pt jump shot from 22 ft (assist by T. Daniels),,94,93
