,QUARTER,TIME_REMAINING,NEW ORLEANS_ACTION,NEW YORK_ACTION,NEW ORLEANS_SCORE,NEW YORK_SCORE
58,1,4:58.0,Defensive rebound by J. Redick,,18,21
59,1,4:49.0,D. Favors makes 2-pt layup from 2 ft (assist by B. Ingram),,20,21
60,1,4:36.0,,E. Payton misses 2-pt jump shot from 17 ft,20,21
61,1,4:34.0,Defensive rebound by J. Redick,,20,21
62,1,4:30.0,Turnover by L. Ball (lost ball; steal by E. Payton),,20,21
63,1,4:27.0,,T. Gibson makes 2-pt dunk at rim (assist by E. Payton),20,23
64,1,4:15.0,Personal foul by E. Payton (drawn by D. Favors),,20,23
65,1,4:15.0,J. Hayes enters the game for D. Favors,,20,23
66,1,4:15.0,,K. Knox enters the game for T. Gibson,20,23
67,1,4:15.0,,F. Ntilikina enters the game for E. Payton,20,23
68,1,4:15.0,,M. Robinson enters the game for B. Portis,20,23
69,1,4:11.0,Shooting foul by K. Knox (drawn by J. Hayes),,20,23
70,1,4:11.0,N. Alexander-Walker enters the game for L. Ball,,20,23
71,1,4:11.0,J. Hayes misses free throw 1 of 2,,20,23
72,1,4:11.0,Offensive rebound by Team,,20,23
73,1,4:11.0,J. Hayes misses free throw 2 of 2,,20,23
74,1,4:09.0,,Defensive rebound by R. Barrett,20,23
75,1,3:52.0,,F. Ntilikina misses 2-pt layup from 1 ft,20,23
76,1,3:50.0,Defensive rebound by J. Hart,,20,23
77,1,3:40.0,J. Hart misses 2-pt layup from 2 ft,,20,23
78,1,3:38.0,Offensive rebound by J. Hayes,,20,23
79,1,3:38.0,J. Hayes makes 2-pt layup at rim,,22,23
80,1,3:27.0,,R. Barrett misses 2-pt layup from 11 ft (block by J. Hayes),22,23
81,1,3:26.0,,Offensive rebound by M. Robinson,22,23
82,1,3:25.0,,M. Robinson makes 2-pt layup from 1 ft,22,25
83,1,3:25.0,E. Moore enters the game for J. Redick,,22,25
84,1,3:25.0,,D. Dotson enters the game for R. Bullock,22,25
85,1,3:11.0,B. Ingram makes 3-pt jump shot from 23 ft (assist by N. Alexander-Walker),,25,25
86,1,3:00.0,,M. Robinson makes 2-pt dunk from 1 ft (assist by F. Ntilikina),25,27
87,1,2:40.0,J. Hayes makes 2-pt dunk from 1 ft (assist by J. Hart),,27,27
88,1,2:25.0,,R. Barrett misses 2-pt layup from 3 ft,27,27
89,1,2:23.0,Defensive rebound by J. Hayes,,27,27
90,1,2:03.0,N. Alexander-Walker makes 3-pt jump shot from 26 ft (assist by B. Ingram),,30,27
91,1,1:41.0,,K. Knox makes 2-pt jump shot from 11 ft (assist by F. Ntilikina),30,29
92,1,1:29.0,Shooting foul by R. Barrett (drawn by J. Hayes),,30,29
93,1,1:29.0,New Orleans full timeout,,30,29
94,1,1:29.0,,W. Ellington enters the game for R. Barrett,30,29
95,1,1:29.0,J. Hayes misses free throw 1 of 2,,30,29
96,1,1:29.0,Offensive rebound by Team,,30,29
97,1,1:29.0,J. Hayes makes free throw 2 of 2,,31,29
98,1,1:15.0,,K. Knox misses 3-pt jump shot from 25 ft,31,29
99,1,1:13.0,Defensive rebound by Team,,31,29
100,1,1:01.0,J. Hayes makes 2-pt dunk at rim (assist by B. Ingram),,33,29
101,1,0:48.0,,F. Ntilikina misses 2-pt jump shot from 16 ft,33,29
102,1,0:42.0,,Offensive rebound by K. Knox,33,29
103,1,0:36.0,,W. Ellington misses 2-pt jump shot from 17 ft,33,29
104,1,0:34.0,Defensive rebound by J. Hayes,,33,29
105,1,0:24.0,N. Alexander-Walker misses 2-pt layup from 7 ft,,33,29
106,1,0:21.0,,Defensive rebound by K. Knox,33,29
107,1,0:03.0,,M. Robinson makes 2-pt dunk from 1 ft (assist by F. Ntilikina),33,31
108,1,0:00.0,N. Alexander-Walker misses 3-pt jump shot from 40 ft,,33,31
109,1,0:00.0,Offensive rebound by Team,,33,31
110,2,11:48.0,,D. Dotson makes 3-pt jump shot from 28 ft (assist by W. Ellington),33,34
111,2,11:32.0,E. Moore makes 2-pt layup from 2 ft (assist by L. Ball),,35,34
112,2,11:05.0,,K. Knox misses 2-pt dunk from 2 ft (block by J. Hayes),35,34
113,2,11:03.0,Defensive rebound by E. Moore,,35,34
114,2,10:59.0,N. Alexander-Walker makes 3-pt jump shot from 23 ft (assist by L. Ball),,38,34
115,2,10:40.0,,F. Ntilikina makes 2-pt layup from 3 ft (assist by M. Robinson),38,36
116,2,10:27.0,E. Moore misses 2-pt jump shot from 8 ft,,38,36
117,2,10:25.0,,Defensive rebound by W. Ellington,38,36
118,2,10:16.0,,K. Knox misses 3-pt jump shot from 22 ft,38,36
119,2,10:14.0,Defensive rebound by N. Alexander-Walker,,38,36
120,2,10:03.0,Turnover by N. Alexander-Walker (bad pass; steal by F. Ntilikina),,38,36
121,2,9:55.0,,K. Knox makes 3-pt jump shot from 22 ft (assist by D. Dotson),38,39
122,2,9:44.0,Turnover by J. Hayes (bad pass; steal by M. Robinson),,38,39
123,2,9:40.0,,F. Ntilikina misses 3-pt jump shot from 25 ft,38,39
124,2,9:38.0,Defensive rebound by J. Hayes,,38,39
125,2,9:33.0,L. Ball makes 2-pt dunk from 1 ft (assist by E. Moore),,40,39
126,2,9:10.0,,Turnover by K. Knox (lost ball; steal by E. Moore),40,39
127,2,9:06.0,N. Melli makes 3-pt jump shot from 26 ft (assist by N. Alexander-Walker),,43,39
128,2,8:56.0,,New York full timeout,43,39
129,2,8:56.0,,B. Portis enters the game for K. Knox,43,39
130,2,8:47.0,,Turnover by F. Ntilikina (bad pass; steal by N. Melli),43,39
131,2,8:40.0,N. Alexander-Walker makes 3-pt jump shot from 26 ft (assist by L. Ball),,46,39
132,2,8:20.0,,W. Ellington misses 3-pt jump shot from 25 ft,46,39
133,2,8:18.0,Defensive rebound by L. Ball,,46,39
134,2,8:11.0,N. Alexander-Walker misses 3-pt jump shot from 23 ft,,46,39
135,2,8:09.0,,Defensive rebound by B. Portis,46,39
136,2,7:54.0,,B. Portis makes 2-pt jump shot from 22 ft (assist by F. Ntilikina),46,41
137,2,7:36.0,Turnover by E. Moore (bad pass; steal by W. Ellington),,46,41
138,2,7:32.0,,D. Dotson misses 2-pt layup from 2 ft,46,41
139,2,7:31.0,Defensive rebound by Team,,46,41
140,2,7:31.0,,R. Barrett enters the game for D. Dotson,46,41
141,2,7:31.0,,R. Bullock enters the game for W. Ellington,46,41
142,2,7:31.0,,E. Payton enters the game for F. Ntilikina,46,41
143,2,7:18.0,N. Melli makes 2-pt layup from 2 ft (assist by E. Moore),,48,41
144,2,7:07.0,,E. Payton misses 2-pt jump shot from 11 ft,48,41
145,2,7:05.0,,Offensive rebound by E. Payton,48,41
146,2,7:04.0,,Turnover by M. Robinson (out of bounds lost ball),48,41
147,2,7:04.0,,T. Gibson enters the game for M. Robinson,48,41
148,2,6:54.0,E. Moore makes 3-pt jump shot from 25 ft (assist by N. Alexander-Walker),,51,41
149,2,6:34.0,,R. Bullock misses 3-pt jump shot from 25 ft,51,41
150,2,6:32.0,Defensive rebound by L. Ball,,51,41
151,2,6:16.0,Turnover by N. Melli (traveling),,51,41
152,2,6:16.0,J. Redick enters the game for N. Alexander-Walker,,51,41
153,2,6:06.0,,Shooting foul by E. Moore (drawn by R. Barrett),51,41
154,2,6:06.0,D. Favors enters the game for J. Hayes,,51,41
155,2,6:06.0,B. Ingram enters the game for N. Melli,,51,41
156,2,6:06.0,,R. Barrett misses free throw 1 of 2,51,41
157,2,6:06.0,,Offensive rebound by Team,51,41
158,2,6:06.0,,R. Barrett makes free throw 2 of 2,51,42
159,2,5:55.0,E. Moore makes 2-pt jump shot from 20 ft (assist by L. Ball),,53,42
160,2,5:31.0,,B. Portis misses 2-pt jump shot from 8 ft,53,42
161,2,5:29.0,Defensive rebound by D. Favors,,53,42
162,2,5:07.0,E. Moore misses 2-pt jump shot from 8 ft,,53,42
163,2,5:05.0,,Defensive rebound by R. Barrett,53,42
164,2,5:02.0,,R. Barrett misses 2-pt layup from 2 ft,53,42
165,2,5:01.0,,Offensive rebound by Team,53,42
166,2,5:01.0,J. Hart enters the game for E. Moore,,53,42
167,2,4:55.0,,R. Barrett misses 2-pt jump shot from 17 ft,53,42
168,2,4:53.0,,Offensive rebound by T. Gibson,53,42
169,2,4:50.0,,T. Gibson makes 2-pt dunk from 1 ft,53,44
170,2,4:31.0,D. Favors misses 2-pt layup from 1 ft,,53,44
171,2,4:29.0,,Defensive rebound by R. Barrett,53,44
172,2,4:22.0,,R. Barrett misses 2-pt jump shot from 2 ft (block by D. Favors),53,44
173,2,4:20.0,Defensive rebound by D. Favors,,53,44
174,2,4:17.0,Turnover by D. Favors (bad pass; steal by E. Payton),,53,44
175,2,4:13.0,,R. Bullock makes 3-pt jump shot from 25 ft (assist by E. Payton),53,47
176,2,3:55.0,J. Hart misses 3-pt jump shot from 26 ft,,53,47
177,2,3:53.0,,Defensive rebound by E. Payton,53,47
178,2,3:47.0,,R. Bullock misses 3-pt jump shot from 29 ft,53,47
179,2,3:45.0,,Offensive rebound by T. Gibson,53,47
180,2,3:42.0,,T. Gibson makes 2-pt layup from 1 ft,53,49
181,2,3:36.0,Turnover by D. Favors (bad pass),,53,49
182,2,3:20.0,,Turnover by T. Gibson (lost ball; steal by D. Favors),53,49
183,2,3:05.0,L. Ball makes 3-pt jump shot from 24 ft (assist by B. Ingram),,56,49
184,2,2:51.0,,E. Payton misses 2-pt layup from 1 ft (block by L. Ball),56,49
185,2,2:49.0,,Offensive rebound by E. Payton,56,49
186,2,2:44.0,,Turnover by E. Payton (bad pass; steal by D. Favors),56,49
187,2,2:41.0,Turnover by D. Favors (bad pass; steal by R. Bullock),,56,49
188,2,2:38.0,,B. Portis makes 2-pt layup from 2 ft (assist by R. Bullock),56,51
189,2,2:35.0,Offensive foul by B. Ingram (drawn by R. Bullock),,56,51
190,2,2:35.0,Turnover by B. Ingram (offensive foul),,56,51
191,2,2:35.0,New Orleans full timeout,,56,51
192,2,2:35.0,J. Hayes enters the game for D. Favors,,56,51
193,2,2:21.0,,Turnover by B. Portis (lost ball; steal by B. Ingram),56,51
194,2,2:09.0,L. Ball misses 3-pt jump shot from 29 ft,,56,51
195,2,2:07.0,,Defensive rebound by B. Portis,56,51
196,2,1:53.0,,R. Barrett makes 2-pt layup at rim,56,53
197,2,1:33.0,Personal foul by B. Portis (drawn by B. Ingram),,56,53
198,2,1:33.0,N. Alexander-Walker enters the game for L. Ball,,56,53
199,2,1:31.0,Personal foul by R. Bullock (drawn by J. Redick),,56,53
200,2,1:31.0,J. Redick makes free throw 1 of 2,,57,53
201,2,1:31.0,J. Redick makes free throw 2 of 2,,58,53
202,2,1:11.0,,Shooting foul by J. Hayes (drawn by T. Gibson),58,53
203,2,1:11.0,,T. Gibson makes free throw 1 of 2,58,54
204,2,1:11.0,,T. Gibson misses free throw 2 of 2,58,54
205,2,1:09.0,Defensive rebound by J. Hart,,58,54
206,2,0:57.0,B. Ingram makes 2-pt dunk from 2 ft,,60,54
207,2,0:49.0,,R. Bullock makes 2-pt jump shot from 12 ft (assist by B. Portis),60,56
208,2,0:41.0,B. Ingram makes 3-pt jump shot from 25 ft (assist by N. Alexander-Walker),,63,56
209,2,0:36.0,,E. Payton makes 2-pt layup from 2 ft,63,58
210,2,0:32.0,J. Hayes makes 2-pt layup from 1 ft (assist by J. Hart),,65,58
211,2,0:15.0,,R. Bullock makes 3-pt jump shot from 25 ft (assist by E. Payton),65,61
212,2,0:00.0,B. Ingram makes 2-pt jump shot from 19 ft,,67,61
213,2,0:00.0,Instant Replay (Request: Ruling Stands),,67,61
214,3,11:49.0,,Shooting foul by J. Hayes (drawn by T. Gibson),67,61
215,3,11:49.0,,T. Gibson makes free throw 1 of 2,67,62
216,3,11:49.0,,T. Gibson makes free throw 2 of 2,67,63
217,3,11:28.0,J. Redick misses 2-pt jump shot from 14 ft,,67,63
218,3,11:26.0,,Defensive rebound by R. Barrett,67,63
219,3,11:21.0,,Offensive foul by R. Barrett (drawn by J. Redick),67,63
220,3,11:21.0,,Turnover by R. Barrett (offensive foul),67,63
221,3,11:15.0,Personal foul by B. Portis (drawn by J. Redick),,67,63
222,3,11:03.0,Turnover by J. Hart (bad pass; steal by R. Barrett),,67,63
223,3,11:01.0,,R. Barrett makes 2-pt dunk from 1 ft,67,65
224,3,10:46.0,B. Ingram misses 3-pt jump shot from 25 ft,,67,65
225,3,10:44.0,,Defensive rebound by T. Gibson,67,65
226,3,10:38.0,,B. Portis misses 3-pt jump shot from 25 ft,67,65
227,3,10:36.0,Defensive rebound by J. Hayes,,67,65
228,3,10:24.0,J. Hart misses 3-pt jump shot from 23 ft,,67,65
229,3,10:22.0,,Defensive rebound by E. Payton,67,65
230,3,10:20.0,,Shooting foul by L. Ball (drawn by R. Barrett),67,65
231,3,10:20.0,,R. Barrett makes free throw 1 of 2,67,66
232,3,10:20.0,,R. Barrett misses free throw 2 of 2,67,66
233,3,10:19.0,Defensive rebound by B. Ingram,,67,66
234,3,10:19.0,New Orleans full timeout,,67,66
235,3,10:09.0,L. Ball makes 2-pt layup from 2 ft,,69,66
236,3,9:54.0,,T. Gibson makes 2-pt jump shot from 15 ft (assist by R. Barrett),69,68
237,3,9:41.0,J. Redick makes 3-pt jump shot from 25 ft (assist by L. Ball),,72,68
238,3,9:24.0,,E. Payton misses 3-pt jump shot from 25 ft,72,68
239,3,9:22.0,Defensive rebound by B. Ingram,,72,68
240,3,9:06.0,L. Ball misses 3-pt jump shot from 23 ft,,72,68
241,3,9:04.0,Offensive rebound by J. Hayes,,72,68
242,3,9:03.0,J. Hayes makes 2-pt layup from 2 ft,,74,68
243,3,9:03.0,Shooting foul by B. Portis (drawn by J. Hayes),,74,68
244,3,9:03.0,J. Hayes misses free throw 1 of 1,,74,68
245,3,9:01.0,,Defensive rebound by R. Barrett,74,68
246,3,8:40.0,,B. Portis makes 2-pt layup from 2 ft (assist by R. Bullock),74,70
247,3,8:24.0,Turnover by B. Ingram (bad pass; steal by R. Bullock),,74,70
248,3,8:22.0,,R. Bullock makes 2-pt layup from 1 ft,74,72
249,3,8:14.0,J. Hayes makes 2-pt dunk from 1 ft (assist by L. Ball),,76,72
250,3,8:01.0,,E. Payton makes 2-pt layup from 1 ft (assist by B. Portis),76,74
251,3,7:49.0,B. Ingram misses 3-pt jump shot from 26 ft,,76,74
252,3,7:48.0,,Defensive rebound by Team,76,74
253,3,7:48.0,,New York full timeout,76,74
254,3,7:48.0,,Instant Replay (Challenge: Ruling Stands),76,74
255,3,7:48.0,N. Melli enters the game for J. Hart,,76,74
256,3,7:36.0,J. Redick makes 3-pt jump shot from 25 ft (assist by J. Hayes),,79,74
257,3,7:25.0,,Offensive foul by R. Barrett (drawn by N. Melli),79,74
258,3,7:25.0,,Turnover by R. Barrett (offensive foul),79,74
259,3,7:09.0,J. Redick makes 2-pt jump shot from 14 ft (assist by L. Ball),,81,74
260,3,6:51.0,,Turnover by E. Payton (bad pass; steal by J. Hayes),81,74
261,3,6:35.0,Personal foul by E. Payton (drawn by B. Ingram),,81,74
262,3,6:33.0,Turnover by L. Ball (bad pass; steal by E. Payton),,81,74
263,3,6:26.0,,E. Payton misses 2-pt layup from 2 ft,81,74
264,3,6:24.0,Defensive rebound by J. Hayes,,81,74
265,3,6:14.0,J. Redick misses 2-pt jump shot from 4 ft,,81,74
266,3,6:13.0,,Defensive rebound by R. Bullock,81,74
267,3,6:12.0,,Turnover by E. Payton (traveling),81,74
268,3,5:54.0,J. Redick misses 2-pt jump shot from 16 ft,,81,74
269,3,5:52.0,,Defensive rebound by T. Gibson,81,74
270,3,5:46.0,,R. Bullock misses 3-pt jump shot from 25 ft,81,74
271,3,5:44.0,Defensive rebound by L. Ball,,81,74
272,3,5:36.0,B. Ingram makes 2-pt layup from 1 ft,,83,74
273,3,5:36.0,,New York full timeout,83,74
274,3,5:36.0,J. Okafor enters the game for J. Hayes,,83,74
275,3,5:36.0,,M. Robinson enters the game for T. Gibson,83,74
276,3,5:19.0,,R. Barrett misses 3-pt jump shot from 25 ft,83,74
277,3,5:17.0,Defensive rebound by L. Ball,,83,74
278,3,5:12.0,N. Melli makes 2-pt dunk from 1 ft (assist by L. Ball),,85,74
279,3,4:50.0,,E. Payton makes 2-pt jump shot from 16 ft,85,76
280,3,4:32.0,B. Ingram misses 2-pt layup from 1 ft,,85,76
281,3,4:30.0,,Defensive rebound by E. Payton,85,76
282,3,4:21.0,,R. Barrett misses 3-pt jump shot from 24 ft,85,76
283,3,4:19.0,Defensive rebound by L. Ball,,85,76
284,3,3:59.0,J. Okafor makes 2-pt dunk at rim (assist by N. Melli),,87,76
285,3,3:56.0,,New York full timeout,87,76
286,3,3:56.0,N. Alexander-Walker enters the game for L. Ball,,87,76
287,3,3:56.0,E. Moore enters the game for J. Redick,,87,76
288,3,3:56.0,,D. Dotson enters the game for R. Barrett,87,76
289,3,3:56.0,,W. Ellington enters the game for R. Bullock,87,76
290,3,3:56.0,,K. Knox enters the game for E. Payton,87,76
291,3,3:56.0,,F. Ntilikina enters the game for B. Portis,87,76
292,3,3:45.0,,F. Ntilikina makes 2-pt dunk from 1 ft,87,78
293,3,3:30.0,Shooting foul by M. Robinson (drawn by J. Okafor),,87,78
294,3,3:30.0,J. Hart enters the game for B. Ingram,,87,78
295,3,3:30.0,J. Okafor misses free throw 1 of 2,,87,78
296,3,3:30.0,Offensive rebound by Team,,87,78
297,3,3:30.0,J. Okafor misses free throw 2 of 2,,87,78
298,3,3:28.0,,Defensive rebound by F. Ntilikina,87,78
299,3,3:12.0,,Turnover by F. Ntilikina (bad pass; steal by N. Melli),87,78
300,3,2:59.0,E. Moore makes 2-pt jump shot from 7 ft,,89,78
301,3,2:46.0,,M. Robinson makes 2-pt dunk from 1 ft (assist by D. Dotson),89,80
302,3,2:34.0,Offensive foul by J. Okafor (drawn by F. Ntilikina),,89,80
303,3,2:34.0,Turnover by J. Okafor (offensive foul),,89,80
304,3,2:20.0,,D. Dotson makes 2-pt jump shot from 22 ft (assist by K. Knox),89,82
305,3,2:07.0,E. Moore misses 2-pt jump shot from 20 ft,,89,82
306,3,2:05.0,,Defensive rebound by D. Dotson,89,82
307,3,1:57.0,,D. Dotson misses 2-pt jump shot from 21 ft,89,82
308,3,1:55.0,Defensive rebound by J. Hart,,89,82
309,3,1:44.0,N. Melli misses 3-pt jump shot from 26 ft,,89,82
310,3,1:42.0,,Defensive rebound by D. Dotson,89,82
311,3,1:42.0,,Personal foul by J. Okafor (drawn by D. Dotson),89,82
312,3,1:28.0,,F. Ntilikina misses 2-pt jump shot from 18 ft,89,82
313,3,1:25.0,Defensive rebound by J. Hart,,89,82
314,3,1:23.0,Personal foul by M. Robinson (drawn by J. Okafor),,89,82
315,3,1:23.0,J. Okafor makes free throw 1 of 2,,90,82
316,3,1:23.0,J. Okafor makes free throw 2 of 2,,91,82
317,3,1:08.0,,M. Robinson makes 2-pt dunk from 1 ft,91,84
318,3,0:46.0,J. Okafor makes 2-pt jump shot from 9 ft (assist by E. Moore),,93,84
319,3,0:35.0,,W. Ellington misses 2-pt jump shot from 8 ft,93,84
320,3,0:33.0,,Offensive rebound by W. Ellington,93,84
321,3,0:32.0,,K. Knox misses 2-pt jump shot from 16 ft (block by E. Moore),93,84
322,3,0:31.0,,Offensive rebound by Team,93,84
323,3,0:31.0,,Turnover by F. Ntilikina (inbound),93,84
324,3,0:13.0,J. Okafor makes 2-pt dunk from 1 ft (assist by E. Moore),,95,84
325,3,0:01.0,,D. Dotson misses 2-pt layup from 3 ft,95,84
326,3,0:00.0,,Offensive rebound by M. Robinson,95,84
327,3,0:00.0,,M. Robinson makes 2-pt layup at rim,95,86
328,3,0:00.0,N. Alexander-Walker misses 3-pt jump shot from 67 ft,,95,86
329,3,0:00.0,Offensive rebound by Team,,95,86
330,4,11:44.0,Shooting foul by M. Robinson (drawn by J. Hayes),,95,86
331,4,11:44.0,J. Hayes makes free throw 1 of 2,,96,86
332,4,11:44.0,J. Hayes makes free throw 2 of 2,,97,86
333,4,11:33.0,,Def 3 sec tech foul by Team,97,86
334,4,11:33.0,,F. Ntilikina makes technical free throw,97,87
335,4,11:29.0,,Shooting foul by L. Ball (drawn by F. Ntilikina),97,87
336,4,11:29.0,,F. Ntilikina makes free throw 1 of 2,97,88
337,4,11:29.0,,F. Ntilikina makes free throw 2 of 2,97,89
338,4,11:17.0,Shooting foul by K. Knox (drawn by B. Ingram),,97,89
339,4,11:17.0,B. Ingram makes free throw 1 of 2,,98,89
340,4,11:17.0,B. Ingram misses free throw 2 of 2,,98,89
341,4,11:15.0,,Defensive rebound by W. Ellington,98,89
342,4,10:59.0,,K. Knox misses 2-pt hook shot from 4 ft,98,89
343,4,10:57.0,Defensive rebound by J. Hart,,98,89
344,4,10:43.0,L. Ball misses 2-pt jump shot from 20 ft,,98,89
345,4,10:41.0,,Defensive rebound by D. Dotson,98,89
346,4,10:25.0,,F. Ntilikina misses 2-pt layup from 4 ft (block by E. Moore),98,89
347,4,10:23.0,,Offensive rebound by F. Ntilikina,98,89
348,4,10:21.0,,W. Ellington misses 3-pt jump shot from 26 ft,98,89
349,4,10:19.0,Defensive rebound by B. Ingram,,98,89
350,4,10:09.0,J. Hayes makes 2-pt dunk from 1 ft (assist by B. Ingram),,100,89
351,4,9:54.0,,D. Dotson misses 2-pt layup from 1 ft,100,89
352,4,9:52.0,Defensive rebound by J. Hayes,,100,89
353,4,9:46.0,E. Moore misses 3-pt jump shot from 23 ft,,100,89
354,4,9:44.0,,Defensive rebound by F. Ntilikina,100,89
355,4,9:40.0,,K. Knox misses 3-pt jump shot from 24 ft,100,89
356,4,9:38.0,Defensive rebound by L. Ball,,100,89
357,4,9:22.0,E. Moore makes 2-pt layup from 1 ft (assist by B. Ingram),,102,89
358,4,9:22.0,,New York full timeout,102,89
359,4,9:22.0,,R. Bullock enters the game for W. Ellington,102,89
360,4,9:22.0,,T. Gibson enters the game for K. Knox,102,89
361,4,9:22.0,,E. Payton enters the game for F. Ntilikina,102,89
362,4,9:22.0,,B. Portis enters the game for M. Robinson,102,89
363,4,9:13.0,,B. Portis misses 2-pt jump shot from 12 ft,102,89
364,4,9:11.0,Defensive rebound by E. Moore,,102,89
365,4,8:54.0,Turnover by E. Moore (bad pass; steal by E. Payton),,102,89
366,4,8:47.0,,E. Payton makes 2-pt layup at rim (assist by D. Dotson),102,91
367,4,8:29.0,B. Ingram misses 2-pt layup from 2 ft,,102,91
368,4,8:28.0,Offensive rebound by J. Hayes,,102,91
369,4,8:27.0,Shooting foul by T. Gibson (drawn by J. Hayes),,102,91
370,4,8:27.0,N. Alexander-Walker enters the game for E. Moore,,102,91
371,4,8:27.0,J. Hayes misses free throw 1 of 2,,102,91
372,4,8:27.0,Offensive rebound by Team,,102,91
373,4,8:27.0,J. Hayes makes free throw 2 of 2,,103,91
374,4,8:16.0,,Shooting foul by N. Alexander-Walker (drawn by R. Bullock),103,91
375,4,8:16.0,,R. Bullock misses free throw 1 of 2,103,91
376,4,8:16.0,,Offensive rebound by Team,103,91
377,4,8:16.0,,R. Bullock makes free throw 2 of 2,103,92
378,4,8:03.0,N. Alexander-Walker misses 3-pt jump shot from 26 ft,,103,92
379,4,8:01.0,,Defensive rebound by E. Payton,103,92
380,4,7:56.0,,D. Dotson misses 3-pt jump shot from 24 ft,103,92
381,4,7:54.0,Defensive rebound by J. Hayes,,103,92
