,QUARTER,TIME_REMAINING,BOSTON_ACTION,NEW ORLEANS_ACTION,BOSTON_SCORE,NEW ORLEANS_SCORE
79,1,4:04.0,Offensive rebound by Team,,16,18
80,1,4:04.0,,J. Hayes enters the game for L. Ball,16,18
81,1,4:04.0,,F. Jackson enters the game for D. Favors,16,18
82,1,3:59.0,G. Hayward misses 2-pt jump shot from 17 ft,,16,18
83,1,3:56.0,,Defensive rebound by J. Redick,16,18
84,1,3:50.0,,J. Holiday makes 3-pt jump shot from 25 ft,16,21
85,1,3:33.0,K. Walker misses 3-pt jump shot from 26 ft,,16,21
86,1,3:31.0,Offensive rebound by J. Green,,16,21
87,1,3:31.0,J. Green makes 2-pt dunk from 1 ft,,18,21
88,1,3:13.0,,J. Redick makes 3-pt jump shot from 24 ft (assist by F. Jackson),18,24
89,1,3:03.0,K. Walker misses 2-pt layup from 2 ft,,18,24
90,1,3:00.0,,Defensive rebound by J. Hayes,18,24
91,1,2:55.0,,J. Hayes makes 2-pt dunk from 1 ft (assist by J. Holiday),18,26
92,1,2:37.0,G. Hayward misses 2-pt layup from 1 ft,,18,26
93,1,2:34.0,,Defensive rebound by J. Hayes,18,26
94,1,2:29.0,,Turnover by J. Hayes (bad pass; steal by G. Hayward),18,26
95,1,2:28.0,D. Theis makes 2-pt dunk from 3 ft (assist by G. Hayward),,20,26
96,1,2:18.0,,J. Holiday misses 3-pt jump shot from 25 ft,20,26
97,1,2:18.0,Defensive rebound by K. Walker,,20,26
98,1,2:06.0,D. Theis misses 3-pt jump shot from 26 ft,,20,26
99,1,2:03.0,,Defensive rebound by J. Redick,20,26
100,1,1:52.0,,Turnover by J. Holiday (bad pass),20,26
101,1,1:52.0,,New Orleans full timeout,20,26
102,1,1:52.0,J. Brown enters the game for J. Green,,20,26
103,1,1:52.0,B. Wanamaker enters the game for D. Theis,,20,26
104,1,1:52.0,G. Williams enters the game for K. Walker,,20,26
105,1,1:34.0,Turnover by G. Williams (bad pass; steal by F. Jackson),,20,26
106,1,1:23.0,,Personal foul by B. Wanamaker (drawn by J. Redick),20,26
107,1,1:19.0,,Shooting foul by J. Brown (drawn by J. Redick),20,26
108,1,1:19.0,,J. Redick makes free throw 1 of 2,20,27
109,1,1:19.0,,J. Redick makes free throw 2 of 2,20,28
110,1,1:05.0,G. Hayward misses 2-pt jump shot from 17 ft,,20,28
111,1,1:01.0,,Defensive rebound by J. Redick,20,28
112,1,0:58.0,,Turnover by J. Holiday (bad pass),20,28
113,1,0:47.0,B. Wanamaker misses 3-pt jump shot from 27 ft,,20,28
114,1,0:43.0,,Defensive rebound by J. Redick,20,28
115,1,0:36.0,,J. Redick makes 2-pt jump shot from 22 ft,20,30
116,1,0:30.0,Offensive foul by G. Hayward (drawn by J. Hayes),,20,30
117,1,0:30.0,Turnover by G. Hayward (offensive foul),,20,30
118,1,0:10.0,,J. Holiday makes 2-pt layup from 2 ft,20,32
119,1,0:02.0,J. Brown misses 3-pt jump shot from 25 ft,,20,32
120,1,0:02.0,,Defensive rebound by J. Hart,20,32
121,2,11:51.0,J. Brown makes 2-pt jump shot from 15 ft (assist by M. Smart),,22,32
122,2,11:34.0,,L. Ball misses 3-pt jump shot from 26 ft,22,32
123,2,11:31.0,Defensive rebound by G. Williams,,22,32
124,2,11:25.0,Offensive foul by M. Smart (drawn by N. Melli),,22,32
125,2,11:25.0,Turnover by M. Smart (offensive foul),,22,32
126,2,11:09.0,,Z. Williamson makes 2-pt layup from 2 ft (assist by L. Ball),22,34
127,2,10:54.0,Turnover by B. Wanamaker (out of bounds lost ball),,22,34
128,2,10:43.0,,Z. Williamson misses 2-pt hook shot from 5 ft,22,34
129,2,10:40.0,,Offensive rebound by Z. Williamson,22,34
130,2,10:40.0,,Shooting foul by B. Wanamaker (drawn by Z. Williamson),22,34
131,2,10:40.0,,Z. Williamson misses free throw 1 of 2,22,34
132,2,10:40.0,,Offensive rebound by Team,22,34
133,2,10:40.0,K. Walker enters the game for B. Wanamaker,,22,34
134,2,10:40.0,,Z. Williamson misses free throw 2 of 2,22,34
135,2,10:36.0,Defensive rebound by G. Williams,,22,34
136,2,10:17.0,J. Brown makes 2-pt layup from 2 ft (assist by K. Walker),,24,34
137,2,9:52.0,,Turnover by J. Redick (bad pass),24,34
138,2,9:43.0,M. Smart misses 2-pt jump shot from 7 ft,,24,34
139,2,9:40.0,Offensive rebound by G. Williams,,24,34
140,2,9:33.0,M. Smart makes 2-pt layup from 2 ft (assist by K. Walker),,26,34
141,2,9:27.0,,Shooting foul by G. Williams (drawn by Z. Williamson),26,34
142,2,9:27.0,,Z. Williamson misses free throw 1 of 2,26,34
143,2,9:27.0,,Offensive rebound by Team,26,34
144,2,9:27.0,,Z. Williamson misses free throw 2 of 2,26,34
145,2,9:24.0,Defensive rebound by J. Green,,26,34
146,2,9:16.0,K. Walker misses 2-pt jump shot from 4 ft (block by L. Ball),,26,34
147,2,9:15.0,,Defensive rebound by N. Melli,26,34
148,2,9:09.0,,Turnover by L. Ball (bad pass),26,34
149,2,8:57.0,M. Smart misses 3-pt jump shot from 25 ft,,26,34
150,2,8:56.0,,Defensive rebound by N. Melli,26,34
151,2,8:42.0,,Personal foul by J. Green (drawn by B. Ingram),26,34
152,2,8:40.0,,Z. Williamson makes 2-pt dunk from 1 ft (assist by L. Ball),26,36
153,2,8:18.0,K. Walker makes 3-pt jump shot from 25 ft (assist by G. Williams),,29,36
154,2,8:02.0,,N. Melli makes 3-pt jump shot from 25 ft (assist by Z. Williamson),29,39
155,2,7:47.0,K. Walker makes 2-pt jump shot from 10 ft,,31,39
156,2,7:35.0,,Turnover by J. Redick (bad pass; steal by J. Green),31,39
157,2,7:34.0,Turnover by J. Green (out of bounds lost ball),,31,39
158,2,7:34.0,,J. Hart enters the game for J. Redick,31,39
159,2,7:23.0,,B. Ingram makes 3-pt jump shot from 27 ft (assist by Z. Williamson),31,42
160,2,7:06.0,K. Walker makes 2-pt layup from 2 ft,,33,42
161,2,6:56.0,,Shooting foul by G. Williams (drawn by B. Ingram),33,42
162,2,6:56.0,,New Orleans full timeout,33,42
163,2,6:56.0,,Violation by Team (delay of game),33,42
164,2,6:56.0,,B. Ingram makes free throw 1 of 2,33,43
165,2,6:56.0,,B. Ingram makes free throw 2 of 2,33,44
166,2,6:39.0,Shooting foul by Z. Williamson (drawn by K. Walker),,33,44
167,2,6:39.0,K. Walker makes free throw 1 of 2,,34,44
168,2,6:39.0,K. Walker makes free throw 2 of 2,,35,44
169,2,6:20.0,,N. Melli misses 2-pt dunk from 1 ft (block by G. Williams),35,44
170,2,6:17.0,Defensive rebound by K. Walker,,35,44
171,2,6:12.0,M. Smart misses 3-pt jump shot from 25 ft,,35,44
172,2,6:09.0,,Defensive rebound by N. Melli,35,44
173,2,6:09.0,G. Hayward enters the game for M. Smart,,35,44
174,2,6:09.0,D. Theis enters the game for G. Williams,,35,44
175,2,6:09.0,,D. Favors enters the game for Z. Williamson,35,44
176,2,5:54.0,,B. Ingram misses 2-pt jump shot from 19 ft,35,44
177,2,5:52.0,Defensive rebound by D. Theis,,35,44
178,2,5:39.0,J. Brown misses 2-pt layup from 2 ft,,35,44
179,2,5:37.0,,Defensive rebound by J. Hart,35,44
180,2,5:32.0,,J. Hart misses 2-pt layup from 2 ft (block by D. Theis),35,44
181,2,5:31.0,Defensive rebound by G. Hayward,,35,44
182,2,5:23.0,G. Hayward makes 2-pt layup from 2 ft,,37,44
183,2,5:13.0,,B. Ingram makes 3-pt jump shot from 24 ft (assist by L. Ball),37,47
184,2,5:00.0,K. Walker misses 3-pt jump shot from 26 ft,,37,47
185,2,4:58.0,,Defensive rebound by J. Hart,37,47
186,2,4:48.0,,D. Favors makes 2-pt layup from 1 ft (assist by N. Melli),37,49
187,2,4:45.0,Boston full timeout,,37,49
188,2,4:45.0,M. Smart enters the game for J. Green,,37,49
189,2,4:45.0,,E. Moore enters the game for N. Melli,37,49
190,2,4:31.0,J. Brown makes 2-pt hook shot from 3 ft (assist by M. Smart),,39,49
191,2,4:12.0,,Turnover by L. Ball (bad pass; steal by J. Brown),39,49
192,2,4:06.0,Turnover by K. Walker (bad pass; steal by B. Ingram),,39,49
193,2,4:00.0,,B. Ingram misses 2-pt layup from 1 ft (block by K. Walker),39,49
194,2,3:59.0,,Offensive rebound by Team,39,49
195,2,3:59.0,,Offensive foul by B. Ingram (drawn by M. Smart),39,49
196,2,3:59.0,,Turnover by B. Ingram (offensive foul),39,49
197,2,3:59.0,,J. Holiday enters the game for B. Ingram,39,49
198,2,3:42.0,J. Brown misses 3-pt jump shot from 30 ft,,39,49
199,2,3:39.0,,Defensive rebound by L. Ball,39,49
200,2,3:33.0,,E. Moore makes 3-pt jump shot from 25 ft (assist by L. Ball),39,52
201,2,3:14.0,G. Hayward makes 3-pt jump shot from 25 ft (assist by D. Theis),,42,52
202,2,3:02.0,,L. Ball misses 3-pt jump shot from 28 ft,42,52
203,2,2:59.0,,Offensive rebound by J. Hart,42,52
204,2,2:54.0,,L. Ball misses 3-pt jump shot from 25 ft,42,52
205,2,2:52.0,,Offensive rebound by Team,42,52
206,2,2:52.0,B. Wanamaker enters the game for K. Walker,,42,52
207,2,2:48.0,,J. Holiday misses 2-pt jump shot from 12 ft,42,52
208,2,2:46.0,,Offensive rebound by D. Favors,42,52
209,2,2:46.0,,D. Favors misses 2-pt layup at rim,42,52
210,2,2:43.0,,Offensive rebound by J. Hart,42,52
211,2,2:41.0,,J. Holiday misses 3-pt jump shot from 25 ft,42,52
212,2,2:39.0,,Offensive rebound by L. Ball,42,52
213,2,2:33.0,,J. Hart misses 3-pt jump shot from 25 ft,42,52
214,2,2:30.0,,Offensive rebound by J. Holiday,42,52
215,2,2:20.0,,J. Hart makes 3-pt jump shot from 24 ft (assist by J. Holiday),42,55
216,2,2:06.0,Personal foul by E. Moore (drawn by G. Hayward),,42,55
217,2,2:01.0,Personal foul by J. Hart (drawn by J. Brown),,42,55
218,2,1:54.0,Personal foul by E. Moore (drawn by M. Smart),,42,55
219,2,1:48.0,Offensive foul by G. Hayward (drawn by J. Hart),,42,55
220,2,1:48.0,Turnover by G. Hayward (offensive foul),,42,55
221,2,1:32.0,,J. Holiday makes 2-pt layup from 1 ft,42,57
222,2,1:14.0,G. Hayward misses 3-pt jump shot from 23 ft,,42,57
223,2,1:12.0,,Defensive rebound by J. Hart,42,57
224,2,1:07.0,,D. Favors makes 2-pt layup from 2 ft (assist by L. Ball),42,59
225,2,1:07.0,,Shooting foul by D. Theis (drawn by D. Favors),42,59
226,2,1:07.0,K. Walker enters the game for J. Brown,,42,59
227,2,1:07.0,,D. Favors makes free throw 1 of 1,42,60
228,2,0:57.0,Turnover by K. Walker (bad pass),,42,60
229,2,0:49.0,,E. Moore misses 3-pt jump shot from 25 ft,42,60
230,2,0:47.0,Defensive rebound by D. Theis,,42,60
231,2,0:35.0,M. Smart misses 2-pt jump shot from 8 ft,,42,60
232,2,0:32.0,,Defensive rebound by D. Favors,42,60
233,2,0:26.0,,Shooting foul by D. Theis (drawn by D. Favors),42,60
234,2,0:26.0,,F. Jackson enters the game for J. Hart,42,60
235,2,0:26.0,,D. Favors makes free throw 1 of 2,42,61
236,2,0:26.0,,D. Favors makes free throw 2 of 2,42,62
237,2,0:06.0,M. Smart misses 3-pt jump shot from 25 ft,,42,62
238,2,0:02.0,,Defensive rebound by Team,42,62
239,3,11:43.0,M. Smart misses 2-pt jump shot from 7 ft,,42,62
240,3,11:41.0,Offensive rebound by D. Theis,,42,62
241,3,11:41.0,D. Theis makes 2-pt layup at rim,,44,62
242,3,11:26.0,,J. Holiday makes 2-pt jump shot from 5 ft,44,64
243,3,11:03.0,G. Hayward misses 3-pt jump shot from 24 ft,,44,64
244,3,11:00.0,,Defensive rebound by D. Favors,44,64
245,3,10:53.0,,L. Ball misses 3-pt jump shot from 27 ft,44,64
246,3,10:52.0,,Offensive rebound by Team,44,64
247,3,10:52.0,Loose ball foul by D. Theis (drawn by D. Favors),,44,64
248,3,10:50.0,,J. Holiday makes 2-pt layup from 1 ft (assist by L. Ball),44,66
249,3,10:33.0,K. Walker misses 2-pt layup from 3 ft,,44,66
250,3,10:31.0,,Defensive rebound by D. Favors,44,66
251,3,10:21.0,,Personal foul by M. Smart (drawn by Z. Williamson),44,66
252,3,10:18.0,,Personal foul by M. Smart (drawn by J. Holiday),44,66
253,3,10:08.0,,Turnover by B. Ingram (bad pass; steal by K. Walker),44,66
254,3,10:08.0,Personal foul by B. Ingram (drawn by J. Brown),,44,66
255,3,9:56.0,K. Walker makes 2-pt layup from 2 ft,,46,66
256,3,9:44.0,,B. Ingram makes 2-pt layup from 2 ft,46,68
257,3,9:44.0,,Shooting foul by G. Hayward (drawn by B. Ingram),46,68
258,3,9:44.0,,B. Ingram makes free throw 1 of 1,46,69
259,3,9:28.0,Turnover by M. Smart (lost ball; steal by Z. Williamson),,46,69
260,3,9:24.0,,Turnover by Z. Williamson (bad pass; steal by K. Walker),46,69
261,3,9:18.0,J. Brown makes 3-pt jump shot from 23 ft (assist by M. Smart),,49,69
262,3,9:07.0,,B. Ingram misses 2-pt jump shot from 17 ft,49,69
263,3,9:04.0,,Offensive rebound by L. Ball,49,69
264,3,8:58.0,,J. Holiday makes 2-pt jump shot from 6 ft,49,71
265,3,8:50.0,J. Brown makes 2-pt layup from 2 ft,,51,71
266,3,8:40.0,,D. Favors misses 2-pt layup from 1 ft,51,71
267,3,8:37.0,Defensive rebound by G. Hayward,,51,71
268,3,8:33.0,G. Hayward makes 2-pt dunk from 1 ft,,53,71
269,3,8:25.0,,New Orleans full timeout,53,71
270,3,8:25.0,,J. Hart enters the game for B. Ingram,53,71
271,3,8:15.0,,J. Hart misses 3-pt jump shot from 25 ft,53,71
272,3,8:12.0,,Offensive rebound by D. Favors,53,71
273,3,7:56.0,,L. Ball misses 3-pt jump shot from 27 ft,53,71
274,3,7:53.0,Defensive rebound by M. Smart,,53,71
275,3,7:47.0,K. Walker misses 3-pt jump shot from 23 ft,,53,71
276,3,7:43.0,,Defensive rebound by J. Hart,53,71
277,3,7:43.0,,J. Redick enters the game for L. Ball,53,71
278,3,7:34.0,,D. Favors makes 2-pt jump shot from 7 ft (assist by J. Redick),53,73
279,3,7:17.0,K. Walker makes 2-pt layup from 2 ft,,55,73
280,3,7:05.0,,J. Holiday makes 2-pt jump shot from 10 ft,55,75
281,3,6:48.0,J. Brown makes 2-pt jump shot from 20 ft,,57,75
282,3,6:37.0,,J. Holiday misses 2-pt layup from 3 ft,57,75
283,3,6:34.0,Defensive rebound by K. Walker,,57,75
284,3,6:31.0,Shooting foul by J. Redick (drawn by J. Brown),,57,75
285,3,6:31.0,V. Poirier enters the game for D. Theis,,57,75
286,3,6:31.0,,J. Hayes enters the game for D. Favors,57,75
287,3,6:31.0,J. Brown makes free throw 1 of 2,,58,75
288,3,6:31.0,J. Brown misses free throw 2 of 2,,58,75
289,3,6:31.0,Offensive rebound by J. Brown,,58,75
290,3,6:21.0,G. Hayward misses 3-pt jump shot from 23 ft,,58,75
291,3,6:20.0,Offensive rebound by Team,,58,75
292,3,6:20.0,,Loose ball foul by J. Hayes (drawn by V. Poirier),58,75
293,3,6:17.0,K. Walker misses 2-pt layup from 2 ft,,58,75
294,3,6:16.0,,Defensive rebound by Team,58,75
295,3,6:16.0,Loose ball foul by V. Poirier (drawn by J. Hayes),,58,75
296,3,6:16.0,,J. Hayes makes free throw 1 of 2,58,76
297,3,6:16.0,,J. Hayes misses free throw 2 of 2,58,76
298,3,6:14.0,Defensive rebound by V. Poirier,,58,76
299,3,6:04.0,G. Hayward makes 2-pt jump shot from 15 ft (assist by M. Smart),,60,76
300,3,5:49.0,,J. Redick misses 3-pt jump shot from 26 ft,60,76
301,3,5:48.0,,Offensive rebound by Z. Williamson,60,76
302,3,5:48.0,,Z. Williamson makes 2-pt dunk from 1 ft,60,78
303,3,5:21.0,Turnover by J. Brown (bad pass),,60,78
304,3,5:21.0,,F. Jackson enters the game for Z. Williamson,60,78
305,3,5:09.0,,J. Redick makes 3-pt jump shot from 26 ft (assist by J. Hayes),60,81
306,3,4:58.0,K. Walker makes 3-pt jump shot from 25 ft,,63,81
307,3,4:41.0,,Turnover by J. Hayes (traveling),63,81
308,3,4:41.0,C. Edwards enters the game for J. Brown,,63,81
309,3,4:41.0,J. Green enters the game for M. Smart,,63,81
310,3,4:29.0,G. Hayward makes 3-pt jump shot from 25 ft (assist by J. Green),,66,81
311,3,4:19.0,,J. Hart misses 3-pt jump shot from 24 ft,66,81
312,3,4:16.0,,Offensive rebound by J. Holiday,66,81
313,3,4:12.0,,Personal foul by K. Walker (drawn by J. Hayes),66,81
314,3,4:12.0,,J. Hayes makes free throw 1 of 2,66,82
315,3,4:12.0,,J. Hayes makes free throw 2 of 2,66,83
316,3,4:00.0,K. Walker makes 2-pt layup from 2 ft,,68,83
317,3,3:52.0,,Personal foul by C. Edwards (drawn by J. Hayes),68,83
318,3,3:52.0,,J. Hayes makes free throw 1 of 2,68,84
319,3,3:52.0,,J. Hayes misses free throw 2 of 2,68,84
320,3,3:49.0,Defensive rebound by G. Hayward,,68,84
321,3,3:37.0,V. Poirier makes 2-pt layup from 1 ft (assist by J. Green),,70,84
322,3,3:31.0,,Personal foul by J. Green (drawn by J. Redick),70,84
323,3,3:31.0,,J. Redick makes free throw 1 of 2,70,85
324,3,3:31.0,,J. Redick makes free throw 2 of 2,70,86
325,3,3:17.0,Shooting foul by F. Jackson (drawn by K. Walker),,70,86
326,3,3:17.0,K. Walker makes free throw 1 of 2,,71,86
327,3,3:17.0,K. Walker makes free throw 2 of 2,,72,86
328,3,3:11.0,,Personal foul by J. Green (drawn by J. Holiday),72,86
329,3,3:11.0,,J. Holiday misses free throw 1 of 2,72,86
330,3,3:11.0,,Offensive rebound by Team,72,86
331,3,3:11.0,S. Ojeleye enters the game for G. Hayward,,72,86
332,3,3:11.0,,J. Holiday makes free throw 2 of 2,72,87
333,3,2:59.0,K. Walker makes 3-pt jump shot from 26 ft (assist by J. Green),,75,87
334,3,2:49.0,,Offensive foul by J. Hayes (drawn by C. Edwards),75,87
335,3,2:49.0,,Turnover by J. Hayes (offensive foul),75,87
336,3,2:49.0,Boston full timeout,,75,87
337,3,2:41.0,S. Ojeleye makes 2-pt layup from 1 ft (assist by J. Green),,77,87
338,3,2:27.0,,J. Redick misses 2-pt jump shot from 15 ft,77,87
339,3,2:23.0,Defensive rebound by J. Green,,77,87
340,3,2:10.0,S. Ojeleye misses 3-pt jump shot from 22 ft,,77,87
341,3,2:08.0,,Defensive rebound by Team,77,87
342,3,1:49.0,,J. Holiday misses 2-pt layup from 1 ft,77,87
343,3,1:48.0,,Offensive rebound by J. Holiday,77,87
344,3,1:48.0,,J. Holiday misses 2-pt layup from 1 ft,77,87
345,3,1:47.0,,Offensive rebound by J. Hayes,77,87
346,3,1:45.0,,J. Hayes misses 2-pt dunk from 3 ft (block by V. Poirier),77,87
347,3,1:44.0,Defensive rebound by Team,,77,87
348,3,1:34.0,Personal foul by J. Holiday (drawn by K. Walker),,77,87
349,3,1:34.0,K. Walker makes free throw 1 of 2,,78,87
350,3,1:34.0,K. Walker makes free throw 2 of 2,,79,87
351,3,1:17.0,,Shooting foul by K. Walker (drawn by F. Jackson),79,87
352,3,1:17.0,,F. Jackson misses free throw 1 of 2,79,87
353,3,1:17.0,,Offensive rebound by Team,79,87
354,3,1:17.0,,F. Jackson makes free throw 2 of 2,79,88
355,3,1:01.0,C. Edwards misses 2-pt layup from 2 ft,,79,88
356,3,1:01.0,Offensive rebound by Team,,79,88
357,3,0:52.0,V. Poirier misses 2-pt jump shot from 15 ft,,79,88
358,3,0:49.0,,Defensive rebound by J. Hart,79,88
359,3,0:41.0,,J. Holiday makes 3-pt jump shot from 25 ft,79,91
360,3,0:29.0,K. Walker misses 3-pt jump shot from 24 ft,,79,91
361,3,0:27.0,Offensive rebound by J. Green,,79,91
362,3,0:26.0,J. Green makes 2-pt layup at rim,,81,91
363,3,0:02.0,,Turnover by Team (shot clock),81,91
364,3,0:02.0,M. Smart enters the game for C. Edwards,,81,91
365,3,0:02.0,D. Theis enters the game for V. Poirier,,81,91
366,3,0:00.0,M. Smart misses 3-pt jump shot from 45 ft,,81,91
367,3,0:00.0,Offensive rebound by Team,,81,91
368,4,11:48.0,,J. Redick makes 2-pt jump shot from 19 ft (assist by L. Ball),81,93
369,4,11:30.0,G. Hayward makes 2-pt layup from 2 ft,,83,93
370,4,11:14.0,,B. Ingram makes 2-pt layup from 3 ft,83,95
371,4,10:55.0,G. Hayward makes 2-pt dunk at rim,,85,95
372,4,10:41.0,,Turnover by Z. Williamson (bad pass),85,95
373,4,10:29.0,J. Brown makes 2-pt dunk at rim (assist by S. Ojeleye),,87,95
374,4,10:22.0,,New Orleans full timeout,87,95
375,4,10:20.0,,Turnover by Z. Williamson (traveling),87,95
376,4,10:11.0,Shooting foul by J. Hart (drawn by D. Theis),,87,95
377,4,10:11.0,D. Theis misses free throw 1 of 2,,87,95
378,4,10:11.0,Offensive rebound by Team,,87,95
379,4,10:11.0,D. Theis misses free throw 2 of 2,,87,95
380,4,10:08.0,,Defensive rebound by Z. Williamson,87,95
381,4,9:58.0,,Turnover by Z. Williamson (bad pass; steal by S. Ojeleye),87,95
382,4,9:51.0,D. Theis makes 2-pt dunk at rim (assist by M. Smart),,89,95
383,4,9:47.0,,Personal take foul by G. Hayward (drawn by J. Hart),89,95
384,4,9:47.0,V. Poirier enters the game for D. Theis,,89,95
385,4,9:37.0,,J. Hart makes 2-pt layup from 2 ft (assist by B. Ingram),89,97
386,4,9:19.0,Turnover by G. Hayward (lost ball; steal by J. Hart),,89,97
387,4,9:15.0,,J. Hart misses 2-pt layup from 3 ft,89,97
388,4,9:13.0,Defensive rebound by V. Poirier,,89,97
389,4,9:07.0,Turnover by M. Smart (bad pass; steal by J. Hart),,89,97
390,4,9:03.0,,J. Redick misses 2-pt layup from 2 ft,89,97
391,4,9:01.0,Defensive rebound by V. Poirier,,89,97
