,QUARTER,TIME_REMAINING,MINNESOTA_ACTION,DALLAS_ACTION,MINNESOTA_SCORE,DALLAS_SCORE
90,1,1:58.0,,Defensive rebound by D. Wright,21,24
91,1,1:52.0,,L. Dončić misses 3-pt jump shot from 28 ft,21,24
92,1,1:48.0,Defensive rebound by K. Bates-Diop,,21,24
93,1,1:43.0,Personal foul by L. Dončić (drawn by G. Dieng),,21,24
94,1,1:43.0,,J. Jackson enters the game for D. Powell,21,24
95,1,1:39.0,Personal foul by D. Wright (drawn by S. Napier),,21,24
96,1,1:39.0,S. Napier makes free throw 1 of 2,,22,24
97,1,1:39.0,,Violation by Team (delay of game),22,24
98,1,1:39.0,A. Wiggins enters the game for T. Graham,,22,24
99,1,1:39.0,,J. Brunson enters the game for L. Dončić,22,24
100,1,1:39.0,S. Napier makes free throw 2 of 2,,23,24
101,1,1:27.0,,M. Kleber makes 2-pt layup from 2 ft (assist by D. Wright),23,26
102,1,1:14.0,Offensive foul by G. Dieng (drawn by S. Curry),,23,26
103,1,1:14.0,Turnover by G. Dieng (offensive foul),,23,26
104,1,1:01.0,,J. Brunson makes 2-pt jump shot from 9 ft,23,28
105,1,0:49.0,A. Wiggins makes 2-pt layup from 3 ft,,25,28
106,1,0:35.0,,D. Wright misses 2-pt layup from 6 ft,25,28
107,1,0:35.0,,Offensive rebound by M. Kleber,25,28
108,1,0:35.0,,M. Kleber makes 2-pt layup from 2 ft,25,30
109,1,0:15.0,J. Teague misses 2-pt layup from 5 ft,,25,30
110,1,0:13.0,,Defensive rebound by J. Brunson,25,30
111,2,11:47.0,A. Wiggins misses 2-pt jump shot from 14 ft,,25,30
112,2,11:43.0,,Defensive rebound by D. Wright,25,30
113,2,11:19.0,,J. Brunson misses 3-pt jump shot from 27 ft,25,30
114,2,11:15.0,Defensive rebound by A. Wiggins,,25,30
115,2,11:10.0,J. Culver misses 2-pt layup from 3 ft,,25,30
116,2,11:09.0,Offensive rebound by J. Culver,,25,30
117,2,11:09.0,Shooting foul by S. Curry (drawn by J. Culver),,25,30
118,2,11:09.0,J. Culver makes free throw 1 of 2,,26,30
119,2,11:09.0,J. Culver makes free throw 2 of 2,,27,30
120,2,10:53.0,,M. Kleber misses 3-pt jump shot from 24 ft,27,30
121,2,10:49.0,Defensive rebound by J. Culver,,27,30
122,2,10:45.0,A. Wiggins misses 3-pt jump shot from 24 ft,,27,30
123,2,10:42.0,,Defensive rebound by D. Wright,27,30
124,2,10:27.0,,D. Wright makes 2-pt jump shot from 19 ft (assist by S. Curry),27,32
125,2,10:17.0,S. Napier misses 2-pt layup from 2 ft,,27,32
126,2,10:15.0,,Defensive rebound by J. Brunson,27,32
127,2,10:10.0,,J. Jackson misses 3-pt jump shot from 25 ft,27,32
128,2,10:06.0,Defensive rebound by K. Bates-Diop,,27,32
129,2,9:58.0,A. Wiggins misses 2-pt jump shot from 5 ft,,27,32
130,2,9:54.0,Offensive rebound by A. Wiggins,,27,32
131,2,9:54.0,A. Wiggins misses 2-pt layup at rim,,27,32
132,2,9:53.0,,Defensive rebound by M. Kleber,27,32
133,2,9:38.0,,S. Curry makes 2-pt layup from 5 ft,27,34
134,2,9:18.0,S. Napier misses 3-pt jump shot from 25 ft,,27,34
135,2,9:14.0,,Defensive rebound by J. Jackson,27,34
136,2,9:10.0,,Shooting foul by G. Dieng (drawn by M. Kleber),27,34
137,2,9:10.0,,M. Kleber makes free throw 1 of 2,27,35
138,2,9:10.0,,M. Kleber makes free throw 2 of 2,27,36
139,2,8:52.0,G. Dieng misses 2-pt jump shot from 12 ft,,27,36
140,2,8:49.0,,Defensive rebound by J. Jackson,27,36
141,2,8:45.0,,S. Curry makes 2-pt jump shot from 20 ft,27,38
142,2,8:45.0,Minnesota full timeout,,27,38
143,2,8:45.0,J. Okogie enters the game for S. Napier,,27,38
144,2,8:31.0,Shooting foul by J. Jackson (drawn by A. Wiggins),,27,38
145,2,8:31.0,A. Wiggins makes free throw 1 of 2,,28,38
146,2,8:31.0,A. Wiggins makes free throw 2 of 2,,29,38
147,2,8:31.0,J. Bell enters the game for K. Bates-Diop,,29,38
148,2,8:31.0,K. Towns enters the game for G. Dieng,,29,38
149,2,8:31.0,,D. Powell enters the game for M. Kleber,29,38
150,2,8:15.0,,J. Jackson makes 2-pt jump shot from 14 ft (assist by D. Wright),29,40
151,2,8:01.0,J. Okogie misses 3-pt jump shot from 26 ft,,29,40
152,2,8:01.0,Offensive rebound by A. Wiggins,,29,40
153,2,7:54.0,J. Culver misses 3-pt jump shot from 25 ft,,29,40
154,2,7:50.0,,Defensive rebound by J. Jackson,29,40
155,2,7:30.0,,Turnover by S. Curry (bad pass; steal by J. Culver),29,40
156,2,7:20.0,J. Okogie makes 2-pt layup from 1 ft (assist by J. Culver),,31,40
157,2,7:08.0,,D. Wright misses 2-pt layup from 1 ft (block by J. Bell),31,40
158,2,7:05.0,,Offensive rebound by J. Brunson,31,40
159,2,6:58.0,,D. Powell makes 3-pt jump shot from 26 ft (assist by J. Brunson),31,43
160,2,6:45.0,Shooting foul by D. Powell (drawn by A. Wiggins),,31,43
161,2,6:45.0,A. Wiggins makes free throw 1 of 2,,32,43
162,2,6:45.0,,L. Dončić enters the game for J. Jackson,32,43
163,2,6:45.0,,K. Porziņģis enters the game for D. Wright,32,43
164,2,6:45.0,A. Wiggins misses free throw 2 of 2,,32,43
165,2,6:43.0,,Defensive rebound by L. Dončić,32,43
166,2,6:43.0,,D. Finney-Smith enters the game for J. Brunson,32,43
167,2,6:20.0,,K. Porziņģis makes 2-pt jump shot from 9 ft,32,45
168,2,6:09.0,A. Wiggins misses 2-pt layup from 4 ft (block by D. Powell),,32,45
169,2,6:09.0,Offensive rebound by Team,,32,45
170,2,6:09.0,,M. Kleber enters the game for D. Powell,32,45
171,2,6:06.0,K. Towns makes 3-pt jump shot from 23 ft (assist by J. Culver),,35,45
172,2,5:56.0,,Personal foul by K. Towns (drawn by L. Dončić),35,45
173,2,5:56.0,J. Teague enters the game for A. Wiggins,,35,45
174,2,5:43.0,,M. Kleber misses 3-pt jump shot from 26 ft,35,45
175,2,5:39.0,Defensive rebound by J. Okogie,,35,45
176,2,5:27.0,K. Towns misses 2-pt layup from 2 ft,,35,45
177,2,5:25.0,,Defensive rebound by M. Kleber,35,45
178,2,5:12.0,,L. Dončić misses 2-pt jump shot from 8 ft,35,45
179,2,5:09.0,Defensive rebound by J. Culver,,35,45
180,2,5:01.0,Shooting foul by S. Curry (drawn by J. Okogie),,35,45
181,2,5:01.0,J. Okogie makes free throw 1 of 2,,36,45
182,2,5:01.0,R. Covington enters the game for J. Culver,,36,45
183,2,5:01.0,,T. Hardaway enters the game for S. Curry,36,45
184,2,5:01.0,J. Okogie makes free throw 2 of 2,,37,45
185,2,4:43.0,,L. Dončić misses 3-pt jump shot from 28 ft,37,45
186,2,4:40.0,Defensive rebound by K. Towns,,37,45
187,2,4:28.0,K. Towns misses 2-pt hook shot from 5 ft,,37,45
188,2,4:27.0,Offensive rebound by Team,,37,45
189,2,4:27.0,,Loose ball foul by K. Porziņģis (drawn by K. Towns),37,45
190,2,4:27.0,K. Towns makes free throw 1 of 2,,38,45
191,2,4:27.0,K. Towns makes free throw 2 of 2,,39,45
192,2,4:17.0,,Turnover by L. Dončić (bad pass; steal by J. Okogie),39,45
193,2,4:02.0,Turnover by J. Teague (bad pass),,39,45
194,2,3:54.0,,L. Dončić makes 2-pt layup from 2 ft,39,47
195,2,3:41.0,Personal foul by M. Kleber (drawn by K. Towns),,39,47
196,2,3:41.0,K. Towns makes free throw 1 of 2,,40,47
197,2,3:41.0,,S. Curry enters the game for D. Finney-Smith,40,47
198,2,3:41.0,,D. Powell enters the game for M. Kleber,40,47
199,2,3:41.0,K. Towns misses free throw 2 of 2,,40,47
200,2,3:40.0,Offensive rebound by Team,,40,47
201,2,3:40.0,,Loose ball foul by K. Porziņģis (drawn by J. Bell),40,47
202,2,3:40.0,J. Bell makes free throw 1 of 2,,41,47
203,2,3:40.0,J. Bell makes free throw 2 of 2,,42,47
204,2,3:28.0,,T. Hardaway misses 2-pt jump shot from 18 ft,42,47
205,2,3:24.0,Defensive rebound by K. Towns,,42,47
206,2,3:12.0,J. Okogie misses 2-pt layup from 2 ft,,42,47
207,2,3:12.0,Offensive rebound by J. Bell,,42,47
208,2,3:12.0,J. Bell misses 2-pt layup at rim,,42,47
209,2,3:12.0,,Defensive rebound by Team,42,47
210,2,3:00.0,,Turnover by L. Dončić (bad pass),42,47
211,2,2:49.0,Offensive foul by J. Bell (drawn by T. Hardaway),,42,47
212,2,2:49.0,Turnover by J. Bell (offensive foul),,42,47
213,2,2:49.0,,Dallas full timeout,42,47
214,2,2:49.0,A. Wiggins enters the game for J. Bell,,42,47
215,2,2:49.0,,D. Finney-Smith enters the game for S. Curry,42,47
216,2,2:35.0,,L. Dončić makes 2-pt jump shot from 13 ft (assist by D. Powell),42,49
217,2,2:35.0,,Shooting foul by K. Towns (drawn by L. Dončić),42,49
218,2,2:35.0,,L. Dončić makes free throw 1 of 1,42,50
219,2,2:23.0,R. Covington makes 3-pt jump shot from 25 ft (assist by K. Towns),,45,50
220,2,2:07.0,,T. Hardaway makes 2-pt jump shot from 14 ft,45,52
221,2,1:54.0,A. Wiggins misses 3-pt jump shot from 24 ft,,45,52
222,2,1:52.0,,Defensive rebound by D. Powell,45,52
223,2,1:42.0,,D. Finney-Smith misses 3-pt jump shot from 23 ft,45,52
224,2,1:38.0,Defensive rebound by R. Covington,,45,52
225,2,1:28.0,R. Covington makes 3-pt jump shot from 27 ft (assist by J. Teague),,48,52
226,2,1:14.0,,L. Dončić misses 3-pt jump shot from 29 ft,48,52
227,2,1:09.0,Defensive rebound by R. Covington,,48,52
228,2,1:03.0,A. Wiggins makes 2-pt layup from 2 ft (assist by K. Towns),,50,52
229,2,1:03.0,Shooting foul by D. Powell (drawn by A. Wiggins),,50,52
230,2,1:03.0,T. Graham enters the game for J. Okogie,,50,52
231,2,1:03.0,,M. Kleber enters the game for D. Powell,50,52
232,2,1:03.0,A. Wiggins makes free throw 1 of 1,,51,52
233,2,0:47.0,,Shooting foul by A. Wiggins (drawn by K. Porziņģis),51,52
234,2,0:47.0,,K. Porziņģis misses free throw 1 of 2,51,52
235,2,0:47.0,,Offensive rebound by Team,51,52
236,2,0:47.0,,K. Porziņģis makes free throw 2 of 2,51,53
237,2,0:33.0,R. Covington makes 3-pt jump shot from 25 ft (assist by J. Teague),,54,53
238,2,0:22.0,,Offensive foul by L. Dončić (drawn by T. Graham),54,53
239,2,0:22.0,,Turnover by L. Dončić (offensive foul),54,53
240,2,0:03.0,Shooting foul by K. Porziņģis (drawn by J. Teague),,54,53
241,2,0:03.0,J. Teague makes free throw 1 of 2,,55,53
242,2,0:03.0,J. Bell enters the game for K. Towns,,55,53
243,2,0:03.0,J. Teague makes free throw 2 of 2,,56,53
244,2,0:00.0,,K. Porziņģis misses 3-pt jump shot from 35 ft,56,53
245,2,0:00.0,,Offensive rebound by Team,56,53
246,3,11:46.0,R. Covington misses 3-pt jump shot from 25 ft,,56,53
247,3,11:43.0,,Defensive rebound by T. Hardaway,56,53
248,3,11:31.0,,Personal foul by R. Covington (drawn by K. Porziņģis),56,53
249,3,11:23.0,,T. Hardaway misses 3-pt jump shot from 25 ft,56,53
250,3,11:20.0,Defensive rebound by J. Okogie,,56,53
251,3,11:05.0,K. Towns makes 2-pt hook shot from 7 ft,,58,53
252,3,10:49.0,,K. Porziņģis makes 2-pt jump shot from 15 ft (assist by D. Powell),58,55
253,3,10:32.0,A. Wiggins makes 3-pt jump shot from 24 ft,,61,55
254,3,10:32.0,,L. Dončić misses 2-pt layup from 4 ft (block by J. Culver),61,55
255,3,10:32.0,Defensive rebound by J. Culver,,61,55
256,3,10:15.0,J. Culver makes 3-pt jump shot from 26 ft,,64,55
257,3,10:14.0,,Dallas full timeout,64,55
258,3,9:58.0,,K. Porziņģis makes 3-pt jump shot from 26 ft (assist by L. Dončić),64,58
259,3,9:36.0,A. Wiggins misses 2-pt layup from 4 ft (block by D. Powell),,64,58
260,3,9:34.0,Offensive rebound by K. Towns,,64,58
261,3,9:33.0,K. Towns makes 2-pt layup from 2 ft,,66,58
262,3,9:19.0,,L. Dončić makes 2-pt layup from 1 ft,66,60
263,3,9:04.0,K. Towns makes 2-pt jump shot from 19 ft (assist by J. Culver),,68,60
264,3,8:42.0,,Personal foul by A. Wiggins (drawn by T. Hardaway),68,60
265,3,8:37.0,,T. Hardaway misses 2-pt jump shot from 16 ft,68,60
266,3,8:33.0,Defensive rebound by J. Culver,,68,60
267,3,8:27.0,K. Towns makes 3-pt jump shot from 27 ft (assist by J. Culver),,71,60
268,3,8:11.0,,Shooting foul by R. Covington (drawn by D. Powell),71,60
269,3,8:11.0,,D. Powell makes free throw 1 of 2,71,61
270,3,8:11.0,,D. Powell makes free throw 2 of 2,71,62
271,3,7:57.0,A. Wiggins misses 2-pt jump shot from 9 ft,,71,62
272,3,7:52.0,Offensive rebound by K. Towns,,71,62
273,3,7:52.0,K. Towns makes 2-pt layup from 1 ft,,73,62
274,3,7:39.0,,Turnover by L. Dončić (bad pass; steal by R. Covington),73,62
275,3,7:29.0,Turnover by K. Towns (bad pass),,73,62
276,3,7:11.0,,Shooting foul by J. Okogie (drawn by K. Porziņģis),73,62
277,3,7:11.0,,K. Porziņģis makes free throw 1 of 2,73,63
278,3,7:11.0,J. Teague enters the game for A. Wiggins,,73,63
279,3,7:11.0,,S. Curry enters the game for D. Finney-Smith,73,63
280,3,7:11.0,,K. Porziņģis makes free throw 2 of 2,73,64
281,3,6:56.0,Turnover by J. Okogie (bad pass; steal by S. Curry),,73,64
282,3,6:47.0,,S. Curry misses 2-pt layup from 9 ft,73,64
283,3,6:45.0,Defensive rebound by R. Covington,,73,64
284,3,6:37.0,J. Teague misses 3-pt jump shot from 25 ft,,73,64
285,3,6:33.0,Offensive rebound by J. Okogie,,73,64
286,3,6:31.0,R. Covington misses 3-pt jump shot from 25 ft,,73,64
287,3,6:27.0,,Defensive rebound by L. Dončić,73,64
288,3,6:19.0,,L. Dončić misses 2-pt layup from 10 ft (block by J. Culver),73,64
289,3,6:15.0,,Offensive rebound by K. Porziņģis,73,64
290,3,6:13.0,,Shooting foul by J. Okogie (drawn by S. Curry),73,64
291,3,6:13.0,,S. Curry makes free throw 1 of 2,73,65
292,3,6:13.0,K. Bates-Diop enters the game for R. Covington,,73,65
293,3,6:13.0,,S. Curry makes free throw 2 of 2,73,66
294,3,6:00.0,Turnover by J. Culver (traveling),,73,66
295,3,5:49.0,,L. Dončić makes 2-pt layup from 2 ft,73,68
296,3,5:49.0,Minnesota full timeout,,73,68
297,3,5:49.0,T. Graham enters the game for J. Culver,,73,68
298,3,5:49.0,S. Napier enters the game for J. Okogie,,73,68
299,3,5:34.0,T. Graham misses 3-pt jump shot from 25 ft,,73,68
300,3,5:31.0,,Defensive rebound by K. Porziņģis,73,68
301,3,5:17.0,,D. Powell makes 2-pt dunk at rim (assist by L. Dončić),73,70
302,3,4:50.0,J. Teague misses 2-pt jump shot from 13 ft,,73,70
303,3,4:47.0,,Defensive rebound by L. Dončić,73,70
304,3,4:36.0,,L. Dončić misses 2-pt jump shot from 15 ft,73,70
305,3,4:33.0,Defensive rebound by S. Napier,,73,70
306,3,4:28.0,J. Teague misses 3-pt jump shot from 26 ft,,73,70
307,3,4:24.0,,Defensive rebound by L. Dončić,73,70
308,3,4:12.0,,D. Powell makes 2-pt dunk from 1 ft (assist by S. Curry),73,72
309,3,4:00.0,K. Towns makes 3-pt jump shot from 26 ft (assist by T. Graham),,76,72
310,3,3:34.0,,S. Curry misses 3-pt jump shot from 25 ft,76,72
311,3,3:31.0,Defensive rebound by S. Napier,,76,72
312,3,3:20.0,T. Graham makes 2-pt layup from 1 ft (assist by K. Towns),,78,72
313,3,3:10.0,,K. Porziņģis misses 3-pt jump shot from 27 ft,78,72
314,3,3:08.0,,Offensive rebound by T. Hardaway,78,72
315,3,3:06.0,,T. Hardaway misses 3-pt jump shot from 26 ft,78,72
316,3,3:06.0,,Offensive rebound by K. Porziņģis,78,72
317,3,3:04.0,,K. Porziņģis makes 2-pt dunk at rim,78,74
318,3,2:51.0,T. Graham misses 3-pt jump shot from 27 ft,,78,74
319,3,2:48.0,,Defensive rebound by L. Dončić,78,74
320,3,2:40.0,,L. Dončić misses 2-pt layup from 2 ft,78,74
321,3,2:38.0,Defensive rebound by T. Graham,,78,74
322,3,2:31.0,K. Bates-Diop makes 3-pt jump shot from 23 ft (assist by J. Teague),,81,74
323,3,2:26.0,Technical foul by L. Dončić,,81,74
324,3,2:26.0,J. Teague makes technical free throw,,82,74
325,3,2:26.0,R. Covington enters the game for T. Graham,,82,74
326,3,2:26.0,G. Dieng enters the game for S. Napier,,82,74
327,3,2:26.0,A. Wiggins enters the game for K. Towns,,82,74
328,3,2:26.0,,M. Kleber enters the game for L. Dončić,82,74
329,3,2:26.0,,D. Wright enters the game for K. Porziņģis,82,74
330,3,2:12.0,,Turnover by M. Kleber (traveling),82,74
331,3,1:53.0,A. Wiggins misses 3-pt jump shot from 26 ft,,82,74
332,3,1:50.0,,Defensive rebound by T. Hardaway,82,74
333,3,1:43.0,,Shooting foul by R. Covington (drawn by D. Powell),82,74
334,3,1:43.0,,D. Powell makes free throw 1 of 2,82,75
335,3,1:43.0,J. Culver enters the game for R. Covington,,82,75
336,3,1:43.0,,D. Finney-Smith enters the game for T. Hardaway,82,75
337,3,1:43.0,,D. Powell misses free throw 2 of 2,82,75
338,3,1:40.0,Defensive rebound by G. Dieng,,82,75
339,3,1:22.0,J. Culver misses 3-pt jump shot from 26 ft,,82,75
340,3,1:19.0,,Defensive rebound by D. Powell,82,75
341,3,1:14.0,,D. Powell makes 2-pt layup from 7 ft (assist by D. Finney-Smith),82,77
342,3,1:14.0,,Shooting foul by A. Wiggins (drawn by D. Powell),82,77
343,3,1:14.0,,D. Powell makes free throw 1 of 1,82,78
344,3,1:04.0,Shooting foul by D. Finney-Smith (drawn by A. Wiggins),,82,78
345,3,1:04.0,A. Wiggins makes free throw 1 of 2,,83,78
346,3,1:04.0,,J. Jackson enters the game for D. Powell,83,78
347,3,1:04.0,A. Wiggins makes free throw 2 of 2,,84,78
348,3,0:49.0,,J. Jackson misses 2-pt layup from 8 ft,84,78
349,3,0:46.0,,Offensive rebound by J. Jackson,84,78
350,3,0:46.0,,J. Jackson misses 2-pt layup at rim,84,78
351,3,0:45.0,Defensive rebound by J. Teague,,84,78
352,3,0:40.0,J. Teague misses 2-pt jump shot from 8 ft,,84,78
353,3,0:39.0,,Defensive rebound by M. Kleber,84,78
354,3,0:31.0,,S. Curry misses 3-pt jump shot from 27 ft,84,78
355,3,0:29.0,,Offensive rebound by D. Finney-Smith,84,78
356,3,0:29.0,,D. Finney-Smith makes 2-pt dunk at rim,84,80
357,3,0:09.0,A. Wiggins misses 2-pt layup from 6 ft,,84,80
358,3,0:07.0,,Defensive rebound by S. Curry,84,80
359,3,0:00.0,,S. Curry misses 3-pt jump shot from 26 ft,84,80
360,3,0:00.0,,Offensive rebound by Team,84,80
361,4,11:46.0,,D. Finney-Smith makes 2-pt layup from 2 ft (assist by M. Kleber),84,82
362,4,11:33.0,Turnover by A. Wiggins (traveling),,84,82
363,4,11:11.0,,D. Finney-Smith misses 2-pt jump shot from 8 ft (block by A. Wiggins),84,82
364,4,11:10.0,,Offensive rebound by M. Kleber,84,82
365,4,11:09.0,,Turnover by Team (shot clock),84,82
366,4,10:52.0,A. Wiggins misses 2-pt layup from 9 ft,,84,82
367,4,10:51.0,Offensive rebound by A. Wiggins,,84,82
368,4,10:51.0,Shooting foul by D. Finney-Smith (drawn by A. Wiggins),,84,82
369,4,10:51.0,A. Wiggins makes free throw 1 of 2,,85,82
370,4,10:51.0,A. Wiggins makes free throw 2 of 2,,86,82
371,4,10:39.0,,D. Finney-Smith misses 3-pt jump shot from 25 ft (block by A. Wiggins),86,82
372,4,10:35.0,,Offensive rebound by D. Finney-Smith,86,82
373,4,10:31.0,,J. Jackson misses 2-pt jump shot from 10 ft,86,82
374,4,10:31.0,Defensive rebound by G. Dieng,,86,82
375,4,10:27.0,Offensive foul by A. Wiggins (drawn by M. Kleber),,86,82
376,4,10:27.0,Turnover by A. Wiggins (offensive foul),,86,82
377,4,10:27.0,T. Graham enters the game for J. Okogie,,86,82
378,4,10:27.0,J. Teague enters the game for A. Wiggins,,86,82
379,4,10:27.0,,J. Brunson enters the game for D. Finney-Smith,86,82
380,4,10:09.0,,D. Wright makes 2-pt jump shot from 8 ft,86,84
381,4,9:52.0,J. Culver misses 2-pt layup from 6 ft,,86,84
382,4,9:50.0,,Defensive rebound by J. Brunson,86,84
383,4,9:36.0,,J. Brunson makes 2-pt jump shot from 9 ft,86,86
384,4,9:36.0,Minnesota full timeout,,86,86
385,4,9:36.0,K. Towns enters the game for G. Dieng,,86,86
386,4,9:13.0,K. Towns misses 2-pt jump shot from 15 ft,,86,86
387,4,9:12.0,Offensive rebound by Team,,86,86
388,4,9:12.0,Turnover by Team (shot clock),,86,86
