,QUARTER,TIME_REMAINING,PORTLAND_ACTION,DALLAS_ACTION,PORTLAND_SCORE,DALLAS_SCORE
100,1,0:33.0,,M. Kleber makes 3-pt jump shot from 22 ft (assist by D. Wright),37,36
101,1,0:15.0,D. Lillard misses 2-pt jump shot from 8 ft (block by J. Jackson),,37,36
102,1,0:13.0,,Defensive rebound by J. Brunson,37,36
103,1,0:03.0,,Personal foul by G. Trent (drawn by J. Brunson),37,36
104,1,0:03.0,,J. Brunson makes free throw 1 of 2,37,37
105,1,0:03.0,,J. Brunson makes free throw 2 of 2,37,38
106,1,0:00.0,A. Simons misses 2-pt jump shot from 13 ft,,37,38
107,1,0:00.0,Offensive rebound by Team,,37,38
108,2,11:46.0,,J. Jackson misses 3-pt jump shot from 25 ft,37,38
109,2,11:42.0,Defensive rebound by A. Simons,,37,38
110,2,11:37.0,Shooting foul by J. Jackson (drawn by C. Anthony),,37,38
111,2,11:37.0,C. Anthony misses free throw 1 of 2,,37,38
112,2,11:37.0,Offensive rebound by Team,,37,38
113,2,11:37.0,C. Anthony makes free throw 2 of 2,,38,38
114,2,11:27.0,,Shooting foul by A. Tolliver (drawn by M. Kleber),38,38
115,2,11:27.0,,M. Kleber makes free throw 1 of 2,38,39
116,2,11:27.0,,M. Kleber makes free throw 2 of 2,38,40
117,2,11:07.0,C. Anthony makes 2-pt jump shot from 13 ft (assist by A. Simons),,40,40
118,2,10:48.0,,M. Kleber misses 3-pt jump shot from 26 ft,40,40
119,2,10:45.0,,Offensive rebound by J. Jackson,40,40
120,2,10:31.0,,Turnover by D. Wright (lost ball; steal by G. Trent),40,40
121,2,10:19.0,C. McCollum misses 2-pt jump shot from 17 ft,,40,40
122,2,10:14.0,,Defensive rebound by D. Wright,40,40
123,2,10:09.0,,J. Brunson makes 2-pt layup from 1 ft,40,42
124,2,9:58.0,A. Tolliver misses 3-pt jump shot from 23 ft,,40,42
125,2,9:55.0,,Defensive rebound by S. Curry,40,42
126,2,9:51.0,,S. Curry misses 3-pt jump shot from 27 ft,40,42
127,2,9:49.0,,Offensive rebound by Team,40,42
128,2,9:49.0,Loose ball foul by A. Tolliver (drawn by M. Kleber),,40,42
129,2,9:41.0,,J. Brunson misses 2-pt jump shot from 14 ft,40,42
130,2,9:39.0,,Offensive rebound by M. Kleber,40,42
131,2,9:35.0,,Turnover by S. Curry (lost ball; steal by A. Simons),40,42
132,2,9:29.0,A. Simons misses 3-pt jump shot from 23 ft,,40,42
133,2,9:26.0,,Defensive rebound by S. Curry,40,42
134,2,9:19.0,,S. Curry misses 2-pt layup from 1 ft,40,42
135,2,9:17.0,Defensive rebound by A. Tolliver,,40,42
136,2,9:13.0,A. Simons misses 2-pt layup from 5 ft (block by M. Kleber),,40,42
137,2,9:11.0,,Defensive rebound by M. Kleber,40,42
138,2,9:07.0,,S. Curry misses 3-pt jump shot from 25 ft,40,42
139,2,9:07.0,,Offensive rebound by D. Wright,40,42
140,2,8:51.0,,J. Brunson makes 2-pt jump shot from 6 ft,40,44
141,2,8:38.0,Personal foul by S. Curry (drawn by C. McCollum),,40,44
142,2,8:33.0,Offensive foul by C. Anthony (drawn by M. Kleber),,40,44
143,2,8:33.0,Turnover by C. Anthony (offensive foul),,40,44
144,2,8:21.0,,J. Brunson makes 3-pt jump shot from 25 ft,40,47
145,2,8:20.0,Portland full timeout,,40,47
146,2,8:04.0,C. McCollum misses 2-pt layup from 3 ft,,40,47
147,2,8:01.0,,Defensive rebound by M. Kleber,40,47
148,2,7:54.0,,S. Curry misses 3-pt jump shot from 25 ft,40,47
149,2,7:53.0,Defensive rebound by A. Simons,,40,47
150,2,7:53.0,Portland full timeout,,40,47
151,2,7:53.0,K. Bazemore enters the game for C. McCollum,,40,47
152,2,7:53.0,D. Lillard enters the game for G. Trent,,40,47
153,2,7:34.0,K. Bazemore misses 3-pt jump shot from 23 ft,,40,47
154,2,7:31.0,,Defensive rebound by M. Kleber,40,47
155,2,7:17.0,,J. Jackson misses 3-pt jump shot from 24 ft,40,47
156,2,7:13.0,Defensive rebound by D. Lillard,,40,47
157,2,7:10.0,Turnover by D. Lillard (bad pass),,40,47
158,2,7:00.0,,Turnover by D. Wright (bad pass),40,47
159,2,6:51.0,Shooting foul by D. Wright (drawn by D. Lillard),,40,47
160,2,6:51.0,D. Lillard makes free throw 1 of 2,,41,47
161,2,6:51.0,D. Lillard makes free throw 2 of 2,,42,47
162,2,6:45.0,,S. Curry makes 3-pt jump shot from 24 ft (assist by D. Wright),42,50
163,2,6:45.0,M. Hezonja enters the game for C. Anthony,,42,50
164,2,6:45.0,H. Whiteside enters the game for A. Tolliver,,42,50
165,2,6:45.0,,D. Finney-Smith enters the game for J. Jackson,42,50
166,2,6:45.0,,D. Powell enters the game for M. Kleber,42,50
167,2,6:26.0,Personal foul by J. Brunson (drawn by K. Bazemore),,42,50
168,2,6:17.0,H. Whiteside makes 2-pt jump shot from 8 ft (assist by D. Lillard),,44,50
169,2,6:06.0,,D. Wright misses 3-pt jump shot from 25 ft,44,50
170,2,6:00.0,Defensive rebound by A. Simons,,44,50
171,2,5:54.0,K. Bazemore misses 2-pt layup from 2 ft,,44,50
172,2,5:51.0,,Defensive rebound by S. Curry,44,50
173,2,5:45.0,,J. Brunson makes 2-pt jump shot from 6 ft (assist by S. Curry),44,52
174,2,5:23.0,Turnover by H. Whiteside (3 sec),,44,52
175,2,5:23.0,,L. Dončić enters the game for D. Wright,44,52
176,2,5:09.0,,S. Curry makes 2-pt jump shot from 16 ft (assist by L. Dončić),44,54
177,2,4:50.0,Shooting foul by D. Finney-Smith (drawn by D. Lillard),,44,54
178,2,4:50.0,D. Lillard makes free throw 1 of 2,,45,54
179,2,4:50.0,G. Trent enters the game for A. Simons,,45,54
180,2,4:50.0,D. Lillard makes free throw 2 of 2,,46,54
181,2,4:39.0,,Def 3 sec tech foul by Team,46,54
182,2,4:39.0,,S. Curry misses technical free throw,46,54
183,2,4:39.0,,Offensive rebound by Team,46,54
184,2,4:39.0,,T. Hardaway enters the game for S. Curry,46,54
185,2,4:31.0,,D. Powell makes 2-pt dunk from 1 ft (assist by L. Dončić),46,56
186,2,4:15.0,D. Lillard makes 2-pt layup from 3 ft,,48,56
187,2,3:59.0,,T. Hardaway makes 3-pt jump shot from 25 ft (assist by L. Dončić),48,59
188,2,3:47.0,Shooting foul by T. Hardaway (drawn by K. Bazemore),,48,59
189,2,3:47.0,K. Bazemore misses free throw 1 of 2,,48,59
190,2,3:47.0,Offensive rebound by Team,,48,59
191,2,3:47.0,C. Anthony enters the game for M. Hezonja,,48,59
192,2,3:47.0,K. Bazemore makes free throw 2 of 2,,49,59
193,2,3:30.0,,D. Finney-Smith misses 2-pt layup from 3 ft,49,59
194,2,3:28.0,Defensive rebound by H. Whiteside,,49,59
195,2,3:22.0,D. Lillard makes 2-pt layup from 1 ft,,51,59
196,2,3:21.0,,Dallas full timeout,51,59
197,2,3:05.0,,J. Brunson misses 2-pt jump shot from 15 ft,51,59
198,2,3:02.0,,Offensive rebound by D. Powell,51,59
199,2,3:02.0,,D. Powell misses 2-pt layup from 1 ft,51,59
200,2,3:00.0,Defensive rebound by H. Whiteside,,51,59
201,2,2:54.0,H. Whiteside makes 2-pt dunk at rim (assist by D. Lillard),,53,59
202,2,2:41.0,,T. Hardaway makes 2-pt jump shot from 18 ft,53,61
203,2,2:29.0,D. Lillard makes 2-pt layup from 1 ft,,55,61
204,2,2:22.0,,L. Dončić makes 3-pt jump shot from 26 ft,55,64
205,2,2:22.0,,Shooting foul by K. Bazemore (drawn by L. Dončić),55,64
206,2,2:22.0,,M. Kleber enters the game for D. Powell,55,64
207,2,2:22.0,,L. Dončić makes free throw 1 of 1,55,65
208,2,2:09.0,G. Trent misses 3-pt jump shot from 23 ft,,55,65
209,2,2:06.0,Offensive rebound by H. Whiteside,,55,65
210,2,1:59.0,C. Anthony makes 2-pt layup from 1 ft,,57,65
211,2,1:45.0,,M. Kleber misses 3-pt jump shot from 26 ft,57,65
212,2,1:41.0,Defensive rebound by H. Whiteside,,57,65
213,2,1:33.0,D. Lillard makes 2-pt layup from 1 ft,,59,65
214,2,1:16.0,,M. Kleber misses 3-pt jump shot from 24 ft,59,65
215,2,1:14.0,,Offensive rebound by M. Kleber,59,65
216,2,1:11.0,,Personal foul by K. Bazemore (drawn by J. Brunson),59,65
217,2,1:09.0,,Turnover by J. Brunson (bad pass; steal by D. Lillard),59,65
218,2,1:05.0,K. Bazemore makes 2-pt dunk at rim (assist by D. Lillard),,61,65
219,2,0:52.0,,L. Dončić makes 3-pt jump shot from 26 ft,61,68
220,2,0:35.0,D. Lillard makes 2-pt dunk at rim,,63,68
221,2,0:24.0,,L. Dončić makes 2-pt layup at rim,63,70
222,2,0:08.0,Turnover by D. Lillard (bad pass; steal by J. Brunson),,63,70
223,2,0:06.0,,J. Brunson makes 2-pt layup from 2 ft,63,72
224,2,0:01.0,D. Lillard misses 2-pt jump shot from 21 ft,,63,72
225,2,0:01.0,,Defensive rebound by L. Dončić,63,72
226,2,0:00.0,,L. Dončić misses 3-pt jump shot from 68 ft,63,72
227,2,0:00.0,,Offensive rebound by Team,63,72
228,3,11:48.0,,Shooting foul by M. Hezonja (drawn by L. Dončić),63,72
229,3,11:48.0,,L. Dončić misses free throw 1 of 2,63,72
230,3,11:48.0,,Offensive rebound by Team,63,72
231,3,11:48.0,,L. Dončić makes free throw 2 of 2,63,73
232,3,11:35.0,D. Lillard misses 3-pt jump shot from 25 ft,,63,73
233,3,11:31.0,,Defensive rebound by D. Powell,63,73
234,3,11:25.0,,L. Dončić misses 3-pt jump shot from 25 ft,63,73
235,3,11:22.0,Defensive rebound by H. Whiteside,,63,73
236,3,11:12.0,Personal foul by T. Hardaway (drawn by A. Simons),,63,73
237,3,11:06.0,Turnover by M. Hezonja (traveling),,63,73
238,3,10:56.0,,Turnover by L. Dončić (traveling),63,73
239,3,10:56.0,,Violation by Team (delay of game),63,73
240,3,10:41.0,Turnover by A. Simons (lost ball; steal by L. Dončić),,63,73
241,3,10:32.0,,T. Hardaway misses 3-pt jump shot from 25 ft,63,73
242,3,10:29.0,Defensive rebound by H. Whiteside,,63,73
243,3,10:23.0,D. Lillard misses 3-pt jump shot from 25 ft,,63,73
244,3,10:20.0,,Defensive rebound by T. Hardaway,63,73
245,3,10:13.0,,Turnover by M. Kleber (step out of bounds),63,73
246,3,9:55.0,H. Whiteside misses 2-pt jump shot from 11 ft,,63,73
247,3,9:51.0,Offensive rebound by M. Hezonja,,63,73
248,3,9:51.0,M. Hezonja makes 2-pt layup from 1 ft,,65,73
249,3,9:34.0,,L. Dončić makes 2-pt jump shot from 9 ft,65,75
250,3,9:08.0,C. Anthony misses 2-pt jump shot from 19 ft,,65,75
251,3,9:08.0,,Defensive rebound by L. Dončić,65,75
252,3,8:59.0,Flagrant foul type 1 by L. Dončić (drawn by H. Whiteside),,65,75
253,3,8:59.0,,Turnover by L. Dončić (turnover),65,75
254,3,8:59.0,,Instant Replay (Request: Ruling Stands),65,75
255,3,8:59.0,H. Whiteside misses flagrant free throw 1 of 2,,65,75
256,3,8:59.0,Offensive rebound by Team,,65,75
257,3,8:59.0,H. Whiteside misses flagrant free throw 2 of 2,,65,75
258,3,8:59.0,Offensive rebound by Team,,65,75
259,3,8:48.0,C. Anthony misses 2-pt jump shot from 13 ft,,65,75
260,3,8:44.0,,Defensive rebound by T. Hardaway,65,75
261,3,8:41.0,,Shooting foul by A. Simons (drawn by T. Hardaway),65,75
262,3,8:41.0,,T. Hardaway makes free throw 1 of 2,65,76
263,3,8:41.0,,T. Hardaway makes free throw 2 of 2,65,77
264,3,8:26.0,M. Hezonja misses 2-pt layup from 4 ft (block by M. Kleber),,65,77
265,3,8:24.0,Offensive rebound by M. Hezonja,,65,77
266,3,8:23.0,M. Hezonja misses 2-pt layup from 1 ft,,65,77
267,3,8:23.0,Offensive rebound by H. Whiteside,,65,77
268,3,8:23.0,Shooting foul by M. Kleber (drawn by H. Whiteside),,65,77
269,3,8:23.0,H. Whiteside makes free throw 1 of 2,,66,77
270,3,8:23.0,H. Whiteside makes free throw 2 of 2,,67,77
271,3,8:12.0,,T. Hardaway misses 2-pt jump shot from 18 ft,67,77
272,3,8:09.0,Defensive rebound by H. Whiteside,,67,77
273,3,8:06.0,Turnover by H. Whiteside (bad pass; steal by D. Finney-Smith),,67,77
274,3,7:57.0,,D. Powell makes 2-pt layup from 1 ft (assist by L. Dončić),67,79
275,3,7:35.0,D. Lillard makes 2-pt layup from 2 ft,,69,79
276,3,7:19.0,,L. Dončić misses 2-pt jump shot from 14 ft (block by H. Whiteside),69,79
277,3,7:15.0,,Offensive rebound by D. Powell,69,79
278,3,7:13.0,,T. Hardaway makes 3-pt jump shot from 25 ft (assist by D. Powell),69,82
279,3,6:54.0,C. Anthony makes 2-pt jump shot from 18 ft,,71,82
280,3,6:38.0,,T. Hardaway makes 2-pt jump shot from 21 ft (assist by D. Powell),71,84
281,3,6:37.0,Portland full timeout,,71,84
282,3,6:37.0,K. Bazemore enters the game for M. Hezonja,,71,84
283,3,6:37.0,G. Trent enters the game for A. Simons,,71,84
284,3,6:37.0,,J. Jackson enters the game for D. Powell,71,84
285,3,6:25.0,G. Trent misses 3-pt jump shot from 26 ft,,71,84
286,3,6:24.0,Offensive rebound by Team,,71,84
287,3,6:24.0,,Loose ball foul by M. Kleber (drawn by H. Whiteside),71,84
288,3,6:10.0,D. Lillard misses 3-pt jump shot from 26 ft,,71,84
289,3,6:07.0,,Defensive rebound by T. Hardaway,71,84
290,3,6:06.0,,Shooting foul by G. Trent (drawn by T. Hardaway),71,84
291,3,6:06.0,,T. Hardaway misses free throw 1 of 2,71,84
292,3,6:06.0,,Offensive rebound by Team,71,84
293,3,6:06.0,,T. Hardaway makes free throw 2 of 2,71,85
294,3,5:54.0,Personal foul by J. Jackson (drawn by D. Lillard),,71,85
295,3,5:54.0,,D. Powell enters the game for M. Kleber,71,85
296,3,5:54.0,D. Lillard makes free throw 1 of 2,,72,85
297,3,5:54.0,D. Lillard misses free throw 2 of 2,,72,85
298,3,5:52.0,,Defensive rebound by D. Finney-Smith,72,85
299,3,5:38.0,,D. Finney-Smith misses 3-pt jump shot from 25 ft,72,85
300,3,5:36.0,Defensive rebound by H. Whiteside,,72,85
301,3,5:20.0,D. Lillard makes 2-pt layup from 1 ft,,74,85
302,3,5:01.0,,D. Finney-Smith misses 3-pt jump shot from 25 ft,74,85
303,3,4:58.0,,Offensive rebound by J. Jackson,74,85
304,3,4:57.0,,T. Hardaway makes 3-pt jump shot from 26 ft (assist by J. Jackson),74,88
305,3,4:40.0,Turnover by D. Lillard (bad pass),,74,88
306,3,4:40.0,Loose ball foul by C. Anthony (drawn by T. Hardaway),,74,88
307,3,4:40.0,,S. Curry enters the game for D. Finney-Smith,74,88
308,3,4:27.0,,S. Curry makes 3-pt jump shot from 23 ft (assist by L. Dončić),74,91
309,3,4:01.0,C. Anthony misses 2-pt layup from 3 ft,,74,91
310,3,3:57.0,,Defensive rebound by L. Dončić,74,91
311,3,3:46.0,,L. Dončić misses 2-pt jump shot from 13 ft,74,91
312,3,3:44.0,Defensive rebound by H. Whiteside,,74,91
313,3,3:36.0,C. Anthony makes 2-pt jump shot from 2 ft (assist by D. Lillard),,76,91
314,3,3:36.0,,Dallas full timeout,76,91
315,3,3:36.0,M. Hezonja enters the game for C. Anthony,,76,91
316,3,3:22.0,,L. Dončić misses 2-pt jump shot from 9 ft,76,91
317,3,3:20.0,,Offensive rebound by D. Powell,76,91
318,3,3:17.0,,S. Curry misses 3-pt jump shot from 25 ft,76,91
319,3,3:16.0,Defensive rebound by Team,,76,91
320,3,3:16.0,,Loose ball foul by D. Powell (drawn by H. Whiteside),76,91
321,3,3:16.0,H. Whiteside makes free throw 1 of 2,,77,91
322,3,3:16.0,H. Whiteside misses free throw 2 of 2,,77,91
323,3,3:13.0,,Defensive rebound by J. Jackson,77,91
324,3,2:56.0,,L. Dončić makes 3-pt jump shot from 25 ft,77,94
325,3,2:30.0,H. Whiteside makes 2-pt layup from 5 ft (assist by K. Bazemore),,79,94
326,3,2:09.0,,L. Dončić misses 3-pt jump shot from 25 ft,79,94
327,3,2:06.0,Defensive rebound by K. Bazemore,,79,94
328,3,2:01.0,Turnover by G. Trent (step out of bounds),,79,94
329,3,1:50.0,,Turnover by T. Hardaway (bad pass; steal by G. Trent),79,94
330,3,1:47.0,M. Hezonja makes 2-pt layup from 6 ft (assist by G. Trent),,81,94
331,3,1:47.0,Shooting foul by L. Dončić (drawn by M. Hezonja),,81,94
332,3,1:47.0,,J. Brunson enters the game for L. Dončić,81,94
333,3,1:47.0,M. Hezonja makes free throw 1 of 1,,82,94
334,3,1:37.0,,Turnover by J. Brunson (bad pass),82,94
335,3,1:22.0,H. Whiteside makes 2-pt dunk from 2 ft (assist by K. Bazemore),,84,94
336,3,1:07.0,,T. Hardaway makes 2-pt jump shot from 10 ft (assist by J. Brunson),84,96
337,3,0:50.0,D. Lillard makes 2-pt jump shot from 2 ft,,86,96
338,3,0:50.0,Shooting foul by T. Hardaway (drawn by D. Lillard),,86,96
339,3,0:50.0,D. Lillard misses free throw 1 of 1,,86,96
340,3,0:48.0,,Defensive rebound by D. Powell,86,96
341,3,0:24.0,,J. Brunson misses 2-pt jump shot from 11 ft,86,96
342,3,0:21.0,,Offensive rebound by Team,86,96
343,3,0:09.0,,T. Hardaway makes 2-pt jump shot from 21 ft,86,98
344,3,0:00.0,K. Bazemore makes 3-pt jump shot from 26 ft (assist by D. Lillard),,89,98
345,3,0:00.0,Instant Replay (Request: Ruling Stands),,89,98
346,4,11:39.0,C. Anthony makes 2-pt jump shot from 16 ft (assist by K. Bazemore),,91,98
347,4,11:14.0,,M. Kleber misses 2-pt layup from 1 ft,91,98
348,4,11:12.0,Defensive rebound by G. Trent,,91,98
349,4,11:08.0,G. Trent misses 3-pt jump shot from 25 ft,,91,98
350,4,11:05.0,,Defensive rebound by D. Wright,91,98
351,4,10:59.0,,J. Brunson misses 2-pt jump shot from 11 ft,91,98
352,4,10:56.0,Defensive rebound by A. Simons,,91,98
353,4,10:39.0,C. Anthony misses 2-pt jump shot from 12 ft,,91,98
354,4,10:35.0,,Defensive rebound by D. Wright,91,98
355,4,10:29.0,,Shooting foul by A. Simons (drawn by D. Wright),91,98
356,4,10:29.0,,D. Wright misses free throw 1 of 2,91,98
357,4,10:29.0,,Offensive rebound by Team,91,98
358,4,10:29.0,N. Little enters the game for G. Trent,,91,98
359,4,10:29.0,,D. Wright makes free throw 2 of 2,91,99
360,4,10:15.0,C. Anthony misses 3-pt jump shot from 25 ft,,91,99
361,4,10:12.0,,Defensive rebound by J. Jackson,91,99
362,4,10:06.0,,M. Kleber makes 3-pt jump shot from 25 ft (assist by D. Wright),91,102
363,4,10:05.0,Portland full timeout,,91,102
364,4,9:48.0,C. Anthony makes 2-pt jump shot from 12 ft (assist by A. Simons),,93,102
365,4,9:27.0,Violation by Team (kicked ball),,93,102
366,4,9:21.0,,M. Kleber misses 3-pt jump shot from 25 ft,93,102
367,4,9:17.0,Defensive rebound by N. Little,,93,102
368,4,9:07.0,K. Bazemore makes 3-pt jump shot from 23 ft (assist by A. Simons),,96,102
369,4,8:44.0,,Turnover by J. Brunson (traveling),96,102
370,4,8:26.0,C. Anthony misses 2-pt jump shot from 18 ft,,96,102
371,4,8:23.0,,Defensive rebound by J. Brunson,96,102
372,4,8:11.0,,J. Brunson misses 2-pt jump shot from 6 ft,96,102
373,4,8:10.0,Defensive rebound by C. Anthony,,96,102
374,4,7:56.0,A. Simons misses 3-pt jump shot from 26 ft,,96,102
375,4,7:53.0,Offensive rebound by C. Anthony,,96,102
376,4,7:53.0,K. Bazemore misses 3-pt jump shot from 25 ft,,96,102
377,4,7:53.0,,Defensive rebound by Team,96,102
378,4,7:53.0,Loose ball foul by C. Anthony (drawn by J. Brunson),,96,102
379,4,7:53.0,D. Lillard enters the game for C. Anthony,,96,102
380,4,7:53.0,H. Whiteside enters the game for N. Little,,96,102
381,4,7:53.0,,L. Dončić enters the game for J. Brunson,96,102
382,4,7:53.0,,D. Finney-Smith enters the game for J. Jackson,96,102
383,4,7:53.0,,T. Hardaway enters the game for M. Kleber,96,102
384,4,7:53.0,,D. Powell enters the game for D. Wright,96,102
