,QUARTER,TIME_REMAINING,UTAH_ACTION,GOLDEN STATE_ACTION,UTAH_SCORE,GOLDEN STATE_SCORE
0,1,11:49.0,B. Bogdanović makes 2-pt layup from 1 ft (assist by R. O'Neale),,2,0
1,1,11:35.0,,D. Russell misses 3-pt jump shot from 28 ft,2,0
2,1,11:32.0,Defensive rebound by Team,,2,0
3,1,11:17.0,B. Bogdanović misses 2-pt jump shot from 6 ft,,2,0
4,1,11:16.0,,Defensive rebound by W. Cauley-Stein,2,0
5,1,11:09.0,,Shooting foul by R. Gobert (drawn by D. Russell),2,0
6,1,11:09.0,,D. Russell misses free throw 1 of 2,2,0
7,1,11:09.0,,Offensive rebound by Team,2,0
8,1,11:09.0,,D. Russell misses free throw 2 of 2,2,0
9,1,11:08.0,Defensive rebound by R. Gobert,,2,0
10,1,10:58.0,M. Conley misses 3-pt jump shot from 26 ft,,2,0
11,1,10:56.0,,Defensive rebound by W. Cauley-Stein,2,0
12,1,10:50.0,,Turnover by G. Robinson (out of bounds lost ball),2,0
13,1,10:33.0,R. Gobert makes 2-pt layup from 3 ft (assist by D. Mitchell),,4,0
14,1,10:33.0,Shooting foul by W. Cauley-Stein (drawn by R. Gobert),,4,0
15,1,10:33.0,R. Gobert makes free throw 1 of 1,,5,0
16,1,10:15.0,,W. Cauley-Stein makes 2-pt jump shot from 18 ft (assist by G. Robinson),5,2
17,1,9:56.0,Turnover by R. O'Neale (bad pass; steal by W. Cauley-Stein),,5,2
18,1,9:54.0,,Personal foul by B. Bogdanović (drawn by D. Green),5,2
19,1,9:46.0,,J. Poole makes 2-pt jump shot from 12 ft,5,4
20,1,9:34.0,Shooting foul by D. Green (drawn by R. Gobert),,5,4
21,1,9:34.0,R. Gobert makes free throw 1 of 2,,6,4
22,1,9:34.0,R. Gobert misses free throw 2 of 2,,6,4
23,1,9:32.0,,Defensive rebound by W. Cauley-Stein,6,4
24,1,9:23.0,,Turnover by D. Green (bad pass),6,4
25,1,9:16.0,Personal foul by J. Poole (drawn by R. O'Neale),,6,4
26,1,9:12.0,Turnover by B. Bogdanović (traveling),,6,4
27,1,8:57.0,,J. Poole makes 2-pt jump shot from 18 ft (assist by D. Russell),6,6
28,1,8:42.0,R. Gobert makes 2-pt dunk from 2 ft (assist by B. Bogdanović),,8,6
29,1,8:36.0,,Turnover by D. Russell (bad pass; steal by B. Bogdanović),8,6
30,1,8:29.0,B. Bogdanović misses 2-pt layup from 6 ft,,8,6
31,1,8:28.0,,Defensive rebound by W. Cauley-Stein,8,6
32,1,8:09.0,,G. Robinson misses 3-pt jump shot from 23 ft,8,6
33,1,8:07.0,Defensive rebound by D. Mitchell,,8,6
34,1,7:58.0,B. Bogdanović misses 3-pt jump shot from 24 ft,,8,6
35,1,7:55.0,,Defensive rebound by W. Cauley-Stein,8,6
36,1,7:45.0,,D. Russell misses 2-pt jump shot from 13 ft,8,6
37,1,7:44.0,Defensive rebound by R. O'Neale,,8,6
38,1,7:35.0,Shooting foul by D. Green (drawn by D. Mitchell),,8,6
39,1,7:35.0,D. Mitchell makes free throw 1 of 2,,9,6
40,1,7:35.0,,E. Paschall enters the game for D. Green,9,6
41,1,7:35.0,,Golden State full timeout,9,6
42,1,7:35.0,D. Mitchell makes free throw 2 of 2,,10,6
43,1,7:24.0,,D. Russell makes 2-pt jump shot from 11 ft,10,8
44,1,7:00.0,M. Conley makes 3-pt jump shot from 50 ft,,13,8
45,1,6:38.0,,D. Russell makes 2-pt jump shot from 19 ft (assist by W. Cauley-Stein),13,10
46,1,6:25.0,D. Mitchell misses 2-pt jump shot from 5 ft,,13,10
47,1,6:23.0,Offensive rebound by R. Gobert,,13,10
48,1,6:20.0,R. Gobert makes 2-pt layup from 1 ft,,15,10
49,1,6:13.0,,Personal foul by R. O'Neale (drawn by D. Russell),15,10
50,1,6:13.0,J. Ingles enters the game for D. Mitchell,,15,10
51,1,6:09.0,,Turnover by J. Poole (out of bounds lost ball),15,10
52,1,5:53.0,R. O'Neale misses 2-pt layup from 3 ft,,15,10
53,1,5:52.0,,Defensive rebound by W. Cauley-Stein,15,10
54,1,5:47.0,,D. Russell makes 3-pt jump shot from 26 ft (assist by J. Poole),15,13
55,1,5:31.0,B. Bogdanović makes 2-pt dunk from 2 ft,,17,13
56,1,5:25.0,,D. Russell makes 3-pt jump shot from 27 ft,17,16
57,1,5:08.0,M. Conley misses 3-pt jump shot from 27 ft,,17,16
58,1,5:06.0,,Defensive rebound by J. Poole,17,16
59,1,4:56.0,,D. Russell makes 3-pt jump shot from 28 ft,17,19
60,1,4:56.0,Utah full timeout,,17,19
61,1,4:56.0,,A. Burks enters the game for W. Cauley-Stein,17,19
62,1,4:56.0,,M. Chriss enters the game for J. Poole,17,19
63,1,4:39.0,Turnover by B. Bogdanović (bad pass; steal by G. Robinson),,17,19
64,1,4:32.0,,D. Russell makes 3-pt jump shot from 26 ft (assist by G. Robinson),17,22
65,1,4:22.0,R. Gobert makes 2-pt layup from 1 ft (assist by J. Ingles),,19,22
66,1,4:05.0,,D. Russell misses 3-pt jump shot from 28 ft,19,22
67,1,4:03.0,Defensive rebound by R. Gobert,,19,22
68,1,3:52.0,Personal foul by G. Robinson (drawn by J. Ingles),,19,22
69,1,3:52.0,J. Ingles makes free throw 1 of 2,,20,22
70,1,3:52.0,J. Green enters the game for B. Bogdanović,,20,22
71,1,3:52.0,E. Mudiay enters the game for M. Conley,,20,22
72,1,3:52.0,J. Ingles makes free throw 2 of 2,,21,22
73,1,3:41.0,,A. Burks misses 2-pt jump shot from 16 ft,21,22
74,1,3:39.0,Defensive rebound by J. Green,,21,22
75,1,3:31.0,J. Ingles makes 2-pt layup from 4 ft (assist by J. Green),,23,22
76,1,3:31.0,,D. Lee enters the game for G. Robinson,23,22
77,1,3:21.0,,D. Russell makes 2-pt jump shot from 16 ft (assist by A. Burks),23,24
78,1,3:03.0,Personal foul by D. Russell (drawn by E. Mudiay),,23,24
79,1,3:03.0,E. Mudiay makes free throw 1 of 2,,24,24
80,1,3:03.0,T. Bradley enters the game for R. Gobert,,24,24
81,1,3:03.0,D. Mitchell enters the game for R. O'Neale,,24,24
82,1,3:03.0,,K. Bowman enters the game for D. Russell,24,24
83,1,3:03.0,E. Mudiay makes free throw 2 of 2,,25,24
84,1,2:53.0,,E. Paschall misses 3-pt jump shot from 27 ft,25,24
85,1,2:50.0,Defensive rebound by T. Bradley,,25,24
86,1,2:43.0,E. Mudiay makes 2-pt jump shot from 12 ft,,27,24
87,1,2:27.0,,K. Bowman misses 3-pt jump shot from 27 ft,27,24
88,1,2:25.0,Defensive rebound by E. Mudiay,,27,24
89,1,2:13.0,Turnover by J. Ingles (bad pass; steal by K. Bowman),,27,24
90,1,2:07.0,,D. Lee makes 2-pt layup from 3 ft (assist by A. Burks),27,26
91,1,1:51.0,D. Mitchell makes 3-pt jump shot from 26 ft,,30,26
92,1,1:33.0,,Shooting foul by T. Bradley (drawn by A. Burks),30,26
93,1,1:33.0,,A. Burks makes free throw 1 of 2,30,27
94,1,1:33.0,,A. Burks makes free throw 2 of 2,30,28
95,1,1:22.0,Personal foul by A. Burks (drawn by J. Ingles),,30,28
96,1,1:22.0,J. Ingles makes free throw 1 of 2,,31,28
97,1,1:22.0,J. Ingles makes free throw 2 of 2,,32,28
98,1,1:07.0,,D. Lee misses 2-pt jump shot from 14 ft,32,28
99,1,1:05.0,Defensive rebound by J. Green,,32,28
100,1,1:00.0,Shooting foul by E. Paschall (drawn by J. Green),,32,28
101,1,1:00.0,J. Green makes free throw 1 of 2,,33,28
102,1,1:00.0,J. Green makes free throw 2 of 2,,34,28
103,1,0:43.0,,Turnover by K. Bowman (bad pass; steal by J. Ingles),34,28
104,1,0:37.0,T. Bradley misses 2-pt layup from 4 ft,,34,28
105,1,0:36.0,,Defensive rebound by M. Chriss,34,28
106,1,0:30.0,,E. Paschall makes 2-pt jump shot from 14 ft (assist by M. Chriss),34,30
107,1,0:06.0,D. Mitchell misses 2-pt hook shot from 10 ft,,34,30
108,1,0:05.0,,Defensive rebound by M. Chriss,34,30
109,1,0:01.0,,K. Bowman misses 3-pt jump shot from 41 ft,34,30
110,1,0:01.0,,Offensive rebound by Team,34,30
111,2,11:43.0,,D. Lee misses 2-pt jump shot from 10 ft,34,30
112,2,11:41.0,,Offensive rebound by E. Paschall,34,30
113,2,11:41.0,,E. Paschall misses 2-pt dunk at rim,34,30
114,2,11:40.0,Defensive rebound by D. Mitchell,,34,30
115,2,11:28.0,D. Mitchell misses 3-pt jump shot from 28 ft,,34,30
116,2,11:26.0,,Defensive rebound by E. Paschall,34,30
117,2,11:16.0,,A. Burks misses 3-pt jump shot from 27 ft,34,30
118,2,11:14.0,Defensive rebound by E. Mudiay,,34,30
119,2,11:06.0,E. Mudiay misses 2-pt layup from 2 ft,,34,30
120,2,11:05.0,,Defensive rebound by K. Bowman,34,30
121,2,10:53.0,,E. Paschall makes 2-pt jump shot from 21 ft,34,32
122,2,10:24.0,D. Mitchell makes 3-pt jump shot from 25 ft (assist by J. Ingles),,37,32
123,2,10:24.0,,J. Poole enters the game for A. Burks,37,32
124,2,10:08.0,,E. Paschall misses 3-pt jump shot from 26 ft,37,32
125,2,10:06.0,Defensive rebound by E. Mudiay,,37,32
126,2,9:49.0,D. Mitchell makes 2-pt layup from 3 ft,,39,32
127,2,9:30.0,,Turnover by D. Lee (traveling),39,32
128,2,9:18.0,J. Ingles misses 3-pt jump shot from 28 ft,,39,32
129,2,9:16.0,,Defensive rebound by D. Green,39,32
130,2,9:08.0,,D. Green makes 2-pt layup from 3 ft,39,34
131,2,9:02.0,Personal foul by J. Poole (drawn by J. Ingles),,39,34
132,2,8:54.0,D. Mitchell misses 2-pt hook shot from 4 ft,,39,34
133,2,8:53.0,,Defensive rebound by D. Green,39,34
134,2,8:53.0,R. O'Neale enters the game for D. Mitchell,,39,34
135,2,8:38.0,,D. Green misses 3-pt jump shot from 26 ft,39,34
136,2,8:37.0,Defensive rebound by Team,,39,34
137,2,8:37.0,R. Gobert enters the game for T. Bradley,,39,34
138,2,8:19.0,E. Mudiay makes 2-pt jump shot from 16 ft (assist by J. Ingles),,41,34
139,2,7:57.0,,D. Lee makes 2-pt layup from 2 ft,41,36
140,2,7:51.0,J. Green makes 2-pt dunk from 1 ft (assist by J. Ingles),,43,36
141,2,7:38.0,,J. Poole misses 2-pt layup from 2 ft,43,36
142,2,7:37.0,,Offensive rebound by J. Poole,43,36
143,2,7:35.0,,J. Poole misses 2-pt layup from 4 ft,43,36
144,2,7:34.0,Defensive rebound by R. Gobert,,43,36
145,2,7:22.0,J. Green misses 3-pt jump shot from 27 ft,,43,36
146,2,7:20.0,,Defensive rebound by J. Poole,43,36
147,2,7:12.0,,J. Poole makes 2-pt layup from 2 ft,43,38
148,2,7:12.0,Utah full timeout,,43,38
149,2,7:12.0,B. Bogdanović enters the game for J. Ingles,,43,38
150,2,7:12.0,M. Conley enters the game for E. Mudiay,,43,38
151,2,7:12.0,,M. Chriss enters the game for K. Bowman,43,38
