,QUARTER,TIME_REMAINING,BROOKLYN_ACTION,BOSTON_ACTION,BROOKLYN_SCORE,BOSTON_SCORE
40,1,7:03.0,,D. Theis makes 2-pt layup from 4 ft (assist by M. Smart),10,10
41,1,6:50.0,T. Prince misses 3-pt jump shot from 27 ft,,10,10
42,1,6:48.0,,Defensive rebound by D. Theis,10,10
43,1,6:37.0,,K. Walker misses 2-pt layup from 5 ft,10,10
44,1,6:35.0,Defensive rebound by D. Musa,,10,10
45,1,6:30.0,S. Dinwiddie misses 3-pt jump shot from 26 ft,,10,10
46,1,6:27.0,Offensive rebound by J. Harris,,10,10
47,1,6:18.0,J. Allen makes 2-pt dunk at rim (assist by S. Dinwiddie),,12,10
48,1,6:10.0,,Boston full timeout,12,10
49,1,5:58.0,,J. Tatum misses 2-pt layup from 3 ft,12,10
50,1,5:56.0,,Offensive rebound by D. Theis,12,10
51,1,5:55.0,,D. Theis makes 2-pt dunk at rim,12,12
52,1,5:41.0,D. Musa misses 3-pt jump shot from 23 ft,,12,12
53,1,5:39.0,,Defensive rebound by J. Brown,12,12
54,1,5:31.0,,J. Brown misses 3-pt jump shot from 26 ft,12,12
55,1,5:28.0,Defensive rebound by J. Allen,,12,12
56,1,5:18.0,S. Dinwiddie makes 2-pt layup from 2 ft,,14,12
57,1,5:03.0,,M. Smart makes 3-pt jump shot from 24 ft (assist by K. Walker),14,15
58,1,4:49.0,S. Dinwiddie misses 2-pt jump shot from 14 ft,,14,15
59,1,4:45.0,,Defensive rebound by M. Smart,14,15
60,1,4:43.0,,J. Brown makes 2-pt layup from 4 ft (assist by J. Tatum),14,17
61,1,4:43.0,Brooklyn full timeout,,14,17
62,1,4:43.0,,Technical foul by K. Atkinson,14,17
63,1,4:43.0,I. Shumpert enters the game for J. Harris,,14,17
64,1,4:43.0,,S. Ojeleye enters the game for J. Tatum,14,17
65,1,4:43.0,,R. Williams enters the game for D. Theis,14,17
66,1,4:43.0,,K. Walker makes technical free throw,14,18
67,1,4:28.0,S. Dinwiddie makes 2-pt layup from 3 ft,,16,18
68,1,4:26.0,,Technical foul by S. Dinwiddie,16,18
69,1,4:26.0,,K. Walker makes technical free throw,16,19
70,1,4:12.0,,K. Walker misses 2-pt layup from 7 ft,16,19
71,1,4:10.0,Defensive rebound by T. Prince,,16,19
72,1,4:05.0,T. Prince misses 3-pt jump shot from 25 ft,,16,19
73,1,4:03.0,,Defensive rebound by R. Williams,16,19
74,1,3:54.0,,M. Smart makes 2-pt jump shot from 17 ft,16,21
75,1,3:45.0,I. Shumpert makes 3-pt jump shot from 24 ft (assist by S. Dinwiddie),,19,21
76,1,3:33.0,,K. Walker makes 2-pt jump shot from 22 ft,19,23
77,1,3:21.0,Turnover by T. Prince (lost ball; steal by R. Williams),,19,23
78,1,3:12.0,,Turnover by J. Brown (bad pass),19,23
79,1,3:12.0,N. Claxton enters the game for J. Allen,,19,23
80,1,3:12.0,D. Nwaba enters the game for S. Dinwiddie,,19,23
81,1,3:12.0,T. Pinson enters the game for T. Prince,,19,23
82,1,3:12.0,,B. Wanamaker enters the game for K. Walker,19,23
83,1,2:58.0,D. Musa makes 2-pt jump shot from 10 ft (assist by T. Pinson),,21,23
84,1,2:41.0,,Personal foul by D. Musa (drawn by M. Smart),21,23
85,1,2:30.0,,J. Brown makes 2-pt jump shot from 14 ft,21,25
86,1,2:15.0,D. Nwaba makes 2-pt layup from 5 ft (assist by I. Shumpert),,23,25
87,1,2:00.0,,J. Brown misses 3-pt jump shot from 25 ft,23,25
88,1,1:58.0,Defensive rebound by Team,,23,25
89,1,1:43.0,I. Shumpert misses 3-pt jump shot from 23 ft,,23,25
90,1,1:41.0,,Defensive rebound by M. Smart,23,25
91,1,1:34.0,,S. Ojeleye misses 3-pt jump shot from 23 ft,23,25
92,1,1:32.0,Defensive rebound by I. Shumpert,,23,25
93,1,1:32.0,,E. Freedom enters the game for R. Williams,23,25
94,1,1:16.0,Turnover by D. Musa (bad pass; steal by E. Freedom),,23,25
95,1,1:12.0,,J. Brown makes 2-pt dunk from 2 ft (assist by B. Wanamaker),23,27
96,1,0:57.0,D. Musa misses 2-pt layup from 4 ft,,23,27
97,1,0:55.0,Offensive rebound by N. Claxton,,23,27
98,1,0:54.0,T. Pinson misses 3-pt jump shot from 27 ft,,23,27
99,1,0:51.0,,Defensive rebound by E. Freedom,23,27
100,1,0:34.0,,S. Ojeleye makes 3-pt jump shot from 25 ft (assist by J. Brown),23,30
101,1,0:22.0,T. Pinson misses 2-pt layup from 5 ft,,23,30
102,1,0:20.0,,Defensive rebound by J. Brown,23,30
103,1,0:01.0,,S. Ojeleye misses 2-pt layup from 4 ft (block by N. Claxton),23,30
104,1,0:00.0,,Offensive rebound by Team,23,30
105,2,11:41.0,,E. Freedom misses 2-pt layup from 3 ft,23,30
106,2,11:40.0,Defensive rebound by I. Shumpert,,23,30
107,2,11:32.0,Turnover by I. Shumpert (bad pass; steal by E. Freedom),,23,30
108,2,11:22.0,,J. Tatum makes 2-pt jump shot from 15 ft (assist by C. Edwards),23,32
109,2,10:57.0,G. Temple makes 3-pt jump shot from 26 ft,,26,32
110,2,10:42.0,,B. Wanamaker misses 2-pt jump shot from 13 ft,26,32
111,2,10:38.0,Defensive rebound by Team,,26,32
112,2,10:26.0,Turnover by T. Pinson (traveling),,26,32
113,2,10:08.0,,B. Wanamaker makes 3-pt jump shot from 26 ft (assist by E. Freedom),26,35
114,2,9:51.0,G. Temple makes 3-pt jump shot from 23 ft (assist by T. Pinson),,29,35
115,2,9:33.0,,J. Tatum makes 2-pt jump shot from 18 ft (assist by E. Freedom),29,37
116,2,9:24.0,Personal foul by E. Freedom (drawn by N. Claxton),,29,37
117,2,9:19.0,G. Temple makes 3-pt jump shot from 26 ft (assist by T. Pinson),,32,37
118,2,8:55.0,,C. Edwards misses 3-pt jump shot from 26 ft,32,37
119,2,8:53.0,Defensive rebound by I. Shumpert,,32,37
120,2,8:42.0,T. Pinson makes 3-pt jump shot from 24 ft (assist by G. Temple),,35,37
121,2,8:28.0,,Turnover by B. Wanamaker (bad pass; steal by I. Shumpert),35,37
122,2,8:26.0,D. Nwaba makes 2-pt dunk from 1 ft (assist by T. Pinson),,37,37
123,2,8:26.0,,Boston full timeout,37,37
124,2,8:26.0,,D. Theis enters the game for E. Freedom,37,37
125,2,8:26.0,,K. Walker enters the game for S. Ojeleye,37,37
126,2,8:26.0,,G. Williams enters the game for B. Wanamaker,37,37
127,2,8:11.0,,Offensive foul by J. Tatum (drawn by I. Shumpert),37,37
128,2,8:11.0,,Turnover by J. Tatum (offensive foul),37,37
129,2,7:59.0,G. Temple makes 2-pt jump shot from 11 ft (assist by N. Claxton),,39,37
130,2,7:46.0,,K. Walker makes 2-pt jump shot from 14 ft,39,39
131,2,7:34.0,T. Pinson misses 3-pt jump shot from 27 ft,,39,39
132,2,7:32.0,,Defensive rebound by G. Williams,39,39
133,2,7:18.0,,K. Walker misses 2-pt layup from 5 ft (block by G. Temple),39,39
134,2,7:16.0,,Offensive rebound by K. Walker,39,39
135,2,7:13.0,,Turnover by C. Edwards (bad pass; steal by D. Nwaba),39,39
136,2,7:13.0,Brooklyn full timeout,,39,39
137,2,7:01.0,G. Temple misses 3-pt jump shot from 24 ft,,39,39
138,2,6:59.0,,Defensive rebound by C. Edwards,39,39
139,2,6:50.0,,C. Edwards misses 2-pt jump shot from 22 ft,39,39
140,2,6:46.0,Defensive rebound by G. Temple,,39,39
141,2,6:42.0,D. Nwaba makes 3-pt jump shot from 23 ft (assist by I. Shumpert),,42,39
142,2,6:15.0,,C. Edwards misses 2-pt jump shot from 4 ft,42,39
143,2,6:13.0,Defensive rebound by N. Claxton,,42,39
144,2,6:07.0,T. Pinson misses 3-pt jump shot from 28 ft,,42,39
145,2,6:05.0,,Defensive rebound by Team,42,39
146,2,6:05.0,J. Allen enters the game for N. Claxton,,42,39
147,2,6:05.0,J. Harris enters the game for I. Shumpert,,42,39
148,2,5:52.0,,Shooting foul by J. Harris (drawn by J. Tatum),42,39
149,2,5:52.0,,J. Tatum makes free throw 1 of 2,42,40
150,2,5:52.0,S. Dinwiddie enters the game for T. Pinson,,42,40
151,2,5:52.0,,M. Smart enters the game for C. Edwards,42,40
152,2,5:52.0,,J. Tatum makes free throw 2 of 2,42,41
153,2,5:34.0,J. Harris makes 2-pt layup from 1 ft,,44,41
154,2,5:25.0,,K. Walker makes 3-pt jump shot from 27 ft,44,44
155,2,5:12.0,Turnover by G. Temple (bad pass; steal by J. Tatum),,44,44
156,2,5:11.0,,Personal foul by D. Nwaba (drawn by J. Tatum),44,44
157,2,5:11.0,T. Prince enters the game for D. Nwaba,,44,44
158,2,5:00.0,,D. Theis misses 2-pt layup from 5 ft (block by J. Allen),44,44
159,2,4:57.0,Defensive rebound by J. Harris,,44,44
160,2,4:51.0,G. Temple makes 2-pt layup from 2 ft (assist by J. Harris),,46,44
161,2,4:38.0,,K. Walker makes 2-pt layup from 4 ft,46,46
162,2,4:19.0,G. Temple makes 3-pt jump shot from 24 ft (assist by J. Harris),,49,46
163,2,4:01.0,,K. Walker makes 3-pt jump shot from 26 ft,49,49
164,2,3:53.0,J. Harris makes 3-pt jump shot from 25 ft (assist by S. Dinwiddie),,52,49
165,2,3:34.0,,K. Walker misses 3-pt jump shot from 25 ft,52,49
166,2,3:32.0,,Offensive rebound by J. Tatum,52,49
167,2,3:30.0,,M. Smart misses 3-pt jump shot from 27 ft,52,49
168,2,3:28.0,Defensive rebound by S. Dinwiddie,,52,49
169,2,3:14.0,S. Dinwiddie misses 3-pt jump shot from 25 ft,,52,49
170,2,3:12.0,,Defensive rebound by J. Tatum,52,49
171,2,3:05.0,,J. Tatum makes 2-pt layup from 6 ft,52,51
172,2,2:55.0,T. Prince makes 3-pt jump shot from 29 ft (assist by G. Temple),,55,51
173,2,2:44.0,,Personal foul by S. Dinwiddie (drawn by K. Walker),55,51
174,2,2:44.0,D. Musa enters the game for G. Temple,,55,51
175,2,2:44.0,,J. Brown enters the game for D. Theis,55,51
176,2,2:44.0,,R. Williams enters the game for G. Williams,55,51
177,2,2:42.0,,Personal foul by J. Harris (drawn by K. Walker),55,51
178,2,2:35.0,,R. Williams misses 2-pt layup from 2 ft,55,51
179,2,2:33.0,Defensive rebound by J. Allen,,55,51
180,2,2:27.0,S. Dinwiddie misses 2-pt layup from 1 ft,,55,51
181,2,2:25.0,Offensive rebound by J. Allen,,55,51
182,2,2:24.0,J. Allen makes 2-pt layup from 1 ft,,57,51
183,2,2:14.0,,J. Tatum misses 2-pt jump shot from 16 ft,57,51
184,2,2:12.0,Defensive rebound by J. Harris,,57,51
185,2,2:03.0,J. Harris makes 3-pt jump shot from 25 ft (assist by J. Allen),,60,51
186,2,2:02.0,,Boston full timeout,60,51
187,2,1:48.0,,J. Brown makes 3-pt jump shot from 23 ft (assist by K. Walker),60,54
188,2,1:31.0,T. Prince misses 3-pt jump shot from 26 ft,,60,54
189,2,1:28.0,,Defensive rebound by J. Tatum,60,54
190,2,1:22.0,,Turnover by R. Williams (out of bounds lost ball),60,54
191,2,1:11.0,D. Musa misses 3-pt jump shot from 23 ft,,60,54
192,2,1:09.0,,Defensive rebound by Team,60,54
193,2,0:55.0,,K. Walker makes 3-pt jump shot from 25 ft,60,57
194,2,0:47.0,Personal foul by M. Smart (drawn by S. Dinwiddie),,60,57
195,2,0:35.0,S. Dinwiddie makes 3-pt jump shot from 27 ft,,63,57
196,2,0:28.0,,K. Walker misses 2-pt jump shot from 15 ft,63,57
197,2,0:26.0,Defensive rebound by S. Dinwiddie,,63,57
198,2,0:04.0,S. Dinwiddie misses 2-pt layup from 4 ft,,63,57
199,2,0:03.0,Offensive rebound by Team,,63,57
200,2,0:03.0,,Loose ball foul by J. Brown (drawn by J. Allen),63,57
201,2,0:03.0,J. Allen misses free throw 1 of 2,,63,57
202,2,0:03.0,Offensive rebound by Team,,63,57
203,2,0:03.0,I. Shumpert enters the game for J. Harris,,63,57
204,2,0:03.0,G. Temple enters the game for D. Musa,,63,57
205,2,0:03.0,J. Allen misses free throw 2 of 2,,63,57
206,2,0:02.0,Offensive rebound by I. Shumpert,,63,57
207,3,11:43.0,,J. Tatum misses 2-pt jump shot from 17 ft,63,57
208,3,11:41.0,Defensive rebound by G. Temple,,63,57
209,3,11:34.0,J. Harris misses 3-pt jump shot from 26 ft,,63,57
210,3,11:34.0,,Defensive rebound by J. Brown,63,57
211,3,11:23.0,,D. Theis misses 2-pt layup from 2 ft,63,57
212,3,11:21.0,,Offensive rebound by D. Theis,63,57
213,3,11:14.0,,D. Theis makes 2-pt layup at rim (assist by J. Tatum),63,59
214,3,11:00.0,T. Prince makes 3-pt jump shot from 23 ft (assist by S. Dinwiddie),,66,59
215,3,10:39.0,,Personal foul by J. Harris (drawn by D. Theis),66,59
216,3,10:38.0,,Personal foul by T. Prince (drawn by J. Tatum),66,59
217,3,10:34.0,,Turnover by D. Theis (bad pass),66,59
218,3,10:23.0,S. Dinwiddie misses 2-pt layup from 3 ft (block by D. Theis),,66,59
219,3,10:20.0,,Defensive rebound by K. Walker,66,59
220,3,10:17.0,,J. Brown makes 2-pt layup from 1 ft (assist by K. Walker),66,61
221,3,10:05.0,T. Prince makes 3-pt jump shot from 23 ft (assist by J. Allen),,69,61
222,3,9:52.0,,K. Walker makes 3-pt jump shot from 26 ft,69,64
223,3,9:30.0,S. Dinwiddie misses 2-pt jump shot from 13 ft,,69,64
224,3,9:29.0,Offensive rebound by J. Allen,,69,64
225,3,9:29.0,Shooting foul by J. Brown (drawn by J. Allen),,69,64
226,3,9:29.0,J. Allen makes free throw 1 of 2,,70,64
227,3,9:29.0,J. Allen misses free throw 2 of 2,,70,64
228,3,9:29.0,,Defensive rebound by J. Tatum,70,64
229,3,9:12.0,,M. Smart misses 3-pt jump shot from 27 ft,70,64
230,3,9:10.0,Defensive rebound by Team,,70,64
231,3,8:51.0,Turnover by S. Dinwiddie (bad pass),,70,64
232,3,8:45.0,,Shooting foul by S. Dinwiddie (drawn by K. Walker),70,64
233,3,8:45.0,,K. Walker makes free throw 1 of 2,70,65
234,3,8:45.0,,K. Walker makes free throw 2 of 2,70,66
235,3,8:30.0,Turnover by T. Prince (bad pass; steal by K. Walker),,70,66
236,3,8:24.0,,J. Brown makes 2-pt jump shot from 12 ft (assist by M. Smart),70,68
237,3,8:01.0,J. Harris makes 3-pt jump shot from 26 ft (assist by S. Dinwiddie),,73,68
238,3,7:43.0,,K. Walker makes 2-pt layup from 5 ft,73,70
239,3,7:31.0,J. Harris misses 3-pt jump shot from 27 ft,,73,70
240,3,7:30.0,Offensive rebound by J. Allen,,73,70
241,3,7:30.0,Shooting foul by D. Theis (drawn by J. Allen),,73,70
242,3,7:30.0,J. Allen makes free throw 1 of 2,,74,70
243,3,7:30.0,D. Musa enters the game for G. Temple,,74,70
244,3,7:30.0,J. Allen makes free throw 2 of 2,,75,70
245,3,7:16.0,,J. Tatum misses 3-pt jump shot from 26 ft,75,70
246,3,7:13.0,,Offensive rebound by M. Smart,75,70
247,3,7:12.0,,D. Theis makes 2-pt hook shot from 8 ft (assist by M. Smart),75,72
248,3,6:57.0,S. Dinwiddie misses 2-pt layup from 3 ft,,75,72
249,3,6:54.0,,Defensive rebound by M. Smart,75,72
250,3,6:51.0,,Personal foul by T. Prince (drawn by D. Theis),75,72
251,3,6:51.0,,Boston full timeout,75,72
252,3,6:39.0,,K. Walker makes 2-pt layup from 3 ft (assist by J. Tatum),75,74
253,3,6:39.0,,Shooting foul by J. Allen (drawn by K. Walker),75,74
254,3,6:39.0,,S. Ojeleye enters the game for J. Tatum,75,74
255,3,6:39.0,,K. Walker makes free throw 1 of 1,75,75
256,3,6:28.0,J. Harris makes 3-pt jump shot from 27 ft (assist by S. Dinwiddie),,78,75
257,3,6:10.0,,K. Walker makes 3-pt jump shot from 26 ft,78,78
258,3,5:58.0,J. Harris misses 3-pt jump shot from 26 ft,,78,78
259,3,5:55.0,,Defensive rebound by D. Theis,78,78
260,3,5:49.0,,K. Walker misses 2-pt jump shot from 19 ft,78,78
261,3,5:47.0,Defensive rebound by D. Musa,,78,78
262,3,5:44.0,T. Prince misses 3-pt jump shot from 26 ft,,78,78
263,3,5:42.0,,Defensive rebound by D. Theis,78,78
264,3,5:35.0,,J. Brown misses 2-pt jump shot from 20 ft,78,78
265,3,5:34.0,,Offensive rebound by Team,78,78
266,3,5:34.0,Loose ball foul by S. Dinwiddie (drawn by D. Theis),,78,78
267,3,5:34.0,,D. Theis makes free throw 1 of 2,78,79
268,3,5:34.0,,D. Theis makes free throw 2 of 2,78,80
269,3,5:24.0,J. Allen makes 2-pt dunk from 3 ft (assist by S. Dinwiddie),,80,80
270,3,5:09.0,,Offensive foul by M. Smart (drawn by D. Musa),80,80
271,3,5:09.0,,Turnover by M. Smart (offensive foul),80,80
272,3,5:02.0,Shooting foul by J. Brown (drawn by S. Dinwiddie),,80,80
273,3,5:02.0,S. Dinwiddie misses free throw 1 of 2,,80,80
274,3,5:02.0,Offensive rebound by Team,,80,80
275,3,5:02.0,I. Shumpert enters the game for J. Harris,,80,80
276,3,5:02.0,S. Dinwiddie makes free throw 2 of 2,,81,80
277,3,4:45.0,,K. Walker misses 2-pt jump shot from 17 ft,81,80
278,3,4:43.0,Defensive rebound by Team,,81,80
279,3,4:36.0,Personal foul by M. Smart (drawn by S. Dinwiddie),,81,80
280,3,4:36.0,,B. Wanamaker enters the game for K. Walker,81,80
281,3,4:21.0,S. Dinwiddie misses 2-pt layup from 5 ft (block by D. Theis),,81,80
282,3,4:19.0,Offensive rebound by Team,,81,80
283,3,4:19.0,Turnover by Team (shot clock),,81,80
284,3,4:01.0,,S. Ojeleye misses 2-pt layup from 5 ft,81,80
285,3,3:59.0,Defensive rebound by J. Allen,,81,80
286,3,3:37.0,Turnover by Team (shot clock),,81,80
287,3,3:37.0,N. Claxton enters the game for J. Allen,,81,80
288,3,3:37.0,T. Pinson enters the game for S. Dinwiddie,,81,80
289,3,3:37.0,,E. Freedom enters the game for D. Theis,81,80
290,3,3:26.0,,J. Brown makes 2-pt jump shot from 18 ft (assist by E. Freedom),81,82
291,3,3:26.0,Brooklyn full timeout,,81,82
292,3,3:26.0,D. Nwaba enters the game for T. Prince,,81,82
293,3,3:26.0,,J. Tatum enters the game for M. Smart,81,82
294,3,3:13.0,D. Musa makes 2-pt layup from 3 ft (assist by T. Pinson),,83,82
295,3,2:56.0,,E. Freedom misses 2-pt layup from 1 ft,83,82
296,3,2:55.0,,Offensive rebound by E. Freedom,83,82
297,3,2:54.0,,E. Freedom misses 2-pt layup from 1 ft (block by D. Musa),83,82
298,3,2:54.0,,Offensive rebound by Team,83,82
299,3,2:54.0,G. Temple enters the game for D. Musa,,83,82
300,3,2:52.0,,J. Tatum misses 3-pt jump shot from 27 ft,83,82
301,3,2:50.0,,Offensive rebound by B. Wanamaker,83,82
302,3,2:48.0,,B. Wanamaker misses 2-pt jump shot from 9 ft,83,82
303,3,2:46.0,Defensive rebound by Team,,83,82
304,3,2:34.0,Turnover by N. Claxton (lost ball; steal by J. Brown),,83,82
305,3,2:30.0,,J. Brown misses 2-pt layup from 1 ft,83,82
306,3,2:28.0,,Offensive rebound by J. Brown,83,82
307,3,2:27.0,,J. Brown makes 2-pt layup from 1 ft,83,84
308,3,2:14.0,T. Pinson misses 2-pt jump shot from 15 ft,,83,84
309,3,2:14.0,,Defensive rebound by J. Brown,83,84
310,3,2:00.0,,Shooting foul by D. Nwaba (drawn by J. Tatum),83,84
311,3,2:00.0,,J. Tatum makes free throw 1 of 2,83,85
312,3,2:00.0,,J. Tatum makes free throw 2 of 2,83,86
313,3,1:51.0,G. Temple misses 3-pt jump shot from 26 ft,,83,86
314,3,1:49.0,,Defensive rebound by J. Tatum,83,86
315,3,1:39.0,,J. Tatum misses 2-pt jump shot from 14 ft,83,86
316,3,1:38.0,,Offensive rebound by J. Tatum,83,86
317,3,1:37.0,,J. Tatum misses 2-pt layup from 1 ft,83,86
318,3,1:36.0,,Offensive rebound by E. Freedom,83,86
319,3,1:36.0,,E. Freedom misses 2-pt layup from 1 ft,83,86
320,3,1:35.0,,Offensive rebound by B. Wanamaker,83,86
321,3,1:33.0,,B. Wanamaker makes 3-pt jump shot from 27 ft (assist by S. Ojeleye),83,89
322,3,1:26.0,Turnover by G. Temple (lost ball; steal by J. Brown),,83,89
323,3,1:23.0,,S. Ojeleye misses 3-pt jump shot from 26 ft,83,89
324,3,1:21.0,,Offensive rebound by S. Ojeleye,83,89
325,3,1:16.0,,J. Tatum misses 3-pt jump shot from 26 ft,83,89
326,3,1:14.0,Defensive rebound by I. Shumpert,,83,89
327,3,1:05.0,I. Shumpert misses 3-pt jump shot from 26 ft,,83,89
328,3,1:02.0,,Defensive rebound by J. Brown,83,89
329,3,0:47.0,,Shooting foul by N. Claxton (drawn by J. Tatum),83,89
330,3,0:47.0,,J. Tatum makes free throw 1 of 2,83,90
331,3,0:47.0,,J. Tatum makes free throw 2 of 2,83,91
332,3,0:31.0,I. Shumpert misses 3-pt jump shot from 26 ft,,83,91
333,3,0:29.0,,Defensive rebound by E. Freedom,83,91
334,3,0:08.0,,J. Tatum misses 2-pt jump shot from 17 ft,83,91
335,3,0:05.0,Defensive rebound by T. Pinson,,83,91
336,3,0:01.0,G. Temple makes 3-pt jump shot from 25 ft (assist by T. Pinson),,86,91
337,4,11:46.0,T. Prince misses 3-pt jump shot from 24 ft,,86,91
338,4,11:44.0,,Defensive rebound by S. Ojeleye,86,91
339,4,11:31.0,,Offensive foul by J. Tatum (drawn by N. Claxton),86,91
340,4,11:31.0,,Turnover by J. Tatum (offensive foul),86,91
341,4,11:16.0,T. Pinson misses 3-pt jump shot from 26 ft,,86,91
342,4,11:13.0,Offensive rebound by T. Pinson,,86,91
343,4,11:09.0,Turnover by T. Pinson (lost ball; steal by E. Freedom),,86,91
344,4,11:00.0,,Shooting foul by I. Shumpert (drawn by M. Smart),86,91
345,4,11:00.0,,M. Smart makes free throw 1 of 2,86,92
346,4,11:00.0,,M. Smart makes free throw 2 of 2,86,93
347,4,10:45.0,G. Temple misses 3-pt jump shot from 26 ft,,86,93
348,4,10:43.0,,Defensive rebound by S. Ojeleye,86,93
349,4,10:36.0,,E. Freedom makes 2-pt layup from 1 ft (assist by M. Smart),86,95
350,4,10:13.0,T. Prince makes 3-pt jump shot from 23 ft (assist by T. Pinson),,89,95
351,4,9:55.0,,M. Smart misses 2-pt jump shot from 13 ft,89,95
352,4,9:53.0,,Offensive rebound by E. Freedom,89,95
353,4,9:53.0,,Shooting foul by T. Pinson (drawn by E. Freedom),89,95
354,4,9:53.0,,E. Freedom makes free throw 1 of 2,89,96
355,4,9:53.0,,E. Freedom makes free throw 2 of 2,89,97
356,4,9:43.0,T. Pinson misses 2-pt layup from 5 ft (block by B. Wanamaker),,89,97
357,4,9:41.0,,Defensive rebound by B. Wanamaker,89,97
358,4,9:41.0,,Turnover by J. Tatum (out of bounds lost ball),89,97
359,4,9:23.0,Offensive foul by N. Claxton (drawn by S. Ojeleye),,89,97
360,4,9:23.0,Turnover by N. Claxton (offensive foul),,89,97
361,4,9:23.0,,Boston full timeout,89,97
362,4,9:23.0,,Instant Replay (Challenge: Ruling Stands),89,97
363,4,9:07.0,,B. Wanamaker makes 2-pt layup from 2 ft (assist by M. Smart),89,99
364,4,8:58.0,T. Prince misses 3-pt jump shot from 26 ft,,89,99
365,4,8:56.0,Offensive rebound by Team,,89,99
366,4,8:56.0,Brooklyn full timeout,,89,99
367,4,8:56.0,Instant Replay (Challenge: Ruling Stands),,89,99
368,4,8:56.0,D. Musa enters the game for T. Prince,,89,99
369,4,8:56.0,D. Nwaba enters the game for G. Temple,,89,99
370,4,8:53.0,D. Musa misses 3-pt jump shot from 22 ft,,89,99
371,4,8:50.0,Offensive rebound by T. Pinson,,89,99
372,4,8:46.0,D. Nwaba makes 3-pt jump shot from 27 ft (assist by T. Pinson),,92,99
373,4,8:18.0,,S. Ojeleye misses 3-pt jump shot from 24 ft,92,99
374,4,8:16.0,,Offensive rebound by E. Freedom,92,99
375,4,8:13.0,,M. Smart makes 3-pt jump shot from 28 ft (assist by J. Tatum),92,102
376,4,7:55.0,Turnover by D. Musa (lost ball; steal by E. Freedom),,92,102
377,4,7:51.0,,B. Wanamaker makes 2-pt layup from 2 ft,92,104
378,4,7:51.0,Brooklyn full timeout,,92,104
379,4,7:51.0,J. Allen enters the game for N. Claxton,,92,104
380,4,7:51.0,S. Dinwiddie enters the game for D. Musa,,92,104
381,4,7:51.0,J. Harris enters the game for T. Pinson,,92,104
382,4,7:51.0,G. Temple enters the game for I. Shumpert,,92,104
383,4,7:51.0,,K. Walker enters the game for M. Smart,92,104
