,QUARTER,TIME_REMAINING,DETROIT_ACTION,LA CLIPPERS_ACTION,DETROIT_SCORE,LA CLIPPERS_SCORE
67,1,4:50.0,D. Rose misses 3-pt jump shot from 27 ft,,12,12
68,1,4:47.0,Offensive rebound by S. Doumbouya,,12,12
69,1,4:41.0,T. Snell makes 2-pt jump shot from 2 ft (assist by D. Rose),,14,12
70,1,4:25.0,,L. Williams misses 2-pt jump shot from 2 ft,14,12
71,1,4:23.0,Defensive rebound by C. Wood,,14,12
72,1,4:20.0,D. Rose misses 2-pt layup from 1 ft (block by M. Harrell),,14,12
73,1,4:17.0,,Defensive rebound by K. Leonard,14,12
74,1,4:03.0,,M. Harrell misses 2-pt layup from 1 ft,14,12
75,1,4:00.0,Defensive rebound by C. Wood,,14,12
76,1,3:53.0,T. Snell misses 3-pt jump shot from 26 ft,,14,12
77,1,3:50.0,,Defensive rebound by K. Leonard,14,12
78,1,3:49.0,,Turnover by K. Leonard (bad pass),14,12
79,1,3:49.0,,J. Green enters the game for P. George,14,12
80,1,3:49.0,,R. McGruder enters the game for M. Harkless,14,12
81,1,3:37.0,S. Mykhailiuk makes 3-pt jump shot from 23 ft (assist by D. Rose),,17,12
82,1,3:22.0,,K. Leonard makes 2-pt layup from 3 ft (assist by J. Green),17,14
83,1,3:22.0,,Shooting foul by S. Doumbouya (drawn by K. Leonard),17,14
84,1,3:22.0,B. Brown enters the game for S. Mykhailiuk,,17,14
85,1,3:22.0,L. Galloway enters the game for T. Snell,,17,14
86,1,3:22.0,,K. Leonard makes free throw 1 of 1,17,15
87,1,3:07.0,C. Wood makes 2-pt layup from 3 ft (assist by D. Rose),,19,15
88,1,3:07.0,Shooting foul by M. Harrell (drawn by C. Wood),,19,15
89,1,3:07.0,C. Wood makes free throw 1 of 1,,20,15
90,1,2:56.0,,M. Harrell makes 2-pt dunk from 1 ft (assist by K. Leonard),20,17
91,1,2:56.0,,Shooting foul by S. Doumbouya (drawn by M. Harrell),20,17
92,1,2:56.0,Detroit full timeout,,20,17
93,1,2:56.0,A. Drummond enters the game for S. Doumbouya,,20,17
94,1,2:56.0,,D. Walton enters the game for K. Leonard,20,17
95,1,2:56.0,,M. Harrell makes free throw 1 of 1,20,18
96,1,2:42.0,D. Rose misses 2-pt jump shot from 11 ft,,20,18
97,1,2:38.0,,Defensive rebound by J. Green,20,18
98,1,2:30.0,,R. McGruder makes 2-pt layup at rim (assist by L. Williams),20,20
99,1,2:11.0,B. Brown makes 2-pt layup from 1 ft,,22,20
100,1,1:56.0,,L. Williams makes 3-pt jump shot from 25 ft (assist by J. Green),22,23
101,1,1:50.0,Shooting foul by R. McGruder (drawn by D. Rose),,22,23
102,1,1:50.0,D. Rose makes free throw 1 of 2,,23,23
103,1,1:50.0,D. Rose makes free throw 2 of 2,,24,23
104,1,1:33.0,,M. Harrell makes 2-pt jump shot from 1 ft (assist by J. Green),24,25
105,1,1:24.0,D. Rose makes 2-pt layup from 2 ft,,26,25
106,1,1:12.0,,Shooting foul by D. Rose (drawn by L. Williams),26,25
107,1,1:12.0,,L. Williams makes free throw 1 of 3,26,26
108,1,1:12.0,,L. Williams makes free throw 2 of 3,26,27
109,1,1:12.0,,L. Williams makes free throw 3 of 3,26,28
110,1,0:53.0,B. Brown makes 2-pt jump shot from 2 ft,,28,28
111,1,0:44.0,,Shooting foul by B. Brown (drawn by M. Harrell),28,28
112,1,0:44.0,,M. Harrell makes free throw 1 of 2,28,29
113,1,0:44.0,,M. Harrell makes free throw 2 of 2,28,30
114,1,0:29.0,D. Rose makes 2-pt layup from 2 ft,,30,30
115,1,0:11.0,,Turnover by L. Williams (bad pass; steal by A. Drummond),30,30
116,1,0:05.0,B. Brown makes 2-pt layup from 2 ft,,32,30
117,1,0:05.0,Shooting foul by J. Green (drawn by B. Brown),,32,30
118,1,0:05.0,B. Brown makes free throw 1 of 1,,33,30
119,1,0:00.0,,M. Harrell misses 3-pt jump shot from 27 ft,33,30
120,1,0:00.0,,Offensive rebound by Team,33,30
121,2,11:44.0,,M. Harrell misses 2-pt jump shot from 4 ft,33,30
122,2,11:42.0,Defensive rebound by A. Drummond,,33,30
123,2,11:21.0,B. Brown makes 2-pt jump shot from 2 ft,,35,30
124,2,11:11.0,,Shooting foul by C. Wood (drawn by L. Williams),35,30
125,2,11:11.0,,L. Williams makes free throw 1 of 2,35,31
126,2,11:11.0,,P. George enters the game for D. Walton,35,31
127,2,11:11.0,,L. Williams makes free throw 2 of 2,35,32
128,2,11:00.0,D. Rose makes 2-pt layup from 2 ft,,37,32
129,2,10:51.0,,L. Williams misses 2-pt dunk from 1 ft,37,32
130,2,10:48.0,Defensive rebound by A. Drummond,,37,32
131,2,10:42.0,L. Galloway makes 2-pt jump shot from 10 ft (assist by B. Brown),,39,32
132,2,10:27.0,,M. Harrell makes 2-pt dunk from 2 ft (assist by L. Williams),39,34
133,2,10:07.0,L. Galloway misses 3-pt jump shot from 26 ft,,39,34
134,2,10:05.0,,Defensive rebound by J. Green,39,34
135,2,10:03.0,,Turnover by L. Williams (bad pass; steal by L. Galloway),39,34
136,2,9:58.0,L. Galloway makes 2-pt layup from 1 ft,,41,34
137,2,9:44.0,,Turnover by P. George (bad pass; steal by A. Drummond),41,34
138,2,9:40.0,A. Drummond makes 2-pt dunk from 2 ft,,43,34
139,2,9:23.0,,Turnover by L. Williams (bad pass; steal by A. Drummond),43,34
140,2,9:13.0,Turnover by D. Rose (bad pass; steal by L. Williams),,43,34
141,2,9:02.0,,M. Harrell makes 2-pt hook shot from 4 ft (assist by P. George),43,36
142,2,9:02.0,,Shooting foul by A. Drummond (drawn by M. Harrell),43,36
143,2,9:02.0,T. Snell enters the game for C. Wood,,43,36
144,2,9:02.0,,L. Shamet enters the game for R. McGruder,43,36
145,2,9:02.0,,M. Harrell misses free throw 1 of 1,43,36
146,2,8:56.0,,Offensive rebound by J. Green,43,36
147,2,8:50.0,,J. Green makes 3-pt jump shot from 23 ft (assist by L. Shamet),43,39
148,2,8:34.0,D. Rose misses 2-pt jump shot from 12 ft,,43,39
149,2,8:30.0,,Defensive rebound by P. George,43,39
150,2,8:24.0,,P. George misses 2-pt jump shot from 6 ft,43,39
151,2,8:24.0,,Offensive rebound by M. Harrell,43,39
152,2,8:24.0,,Shooting foul by B. Brown (drawn by M. Harrell),43,39
153,2,8:24.0,,M. Harrell makes free throw 1 of 2,43,40
154,2,8:24.0,Defensive rebound by A. Drummond,,43,40
155,2,8:24.0,,M. Harrell misses free throw 2 of 2,43,40
156,2,8:17.0,Detroit full timeout,,43,40
157,2,8:17.0,C. Wood enters the game for A. Drummond,,43,40
158,2,8:07.0,B. Brown misses 3-pt jump shot from 24 ft,,43,40
159,2,8:05.0,,Defensive rebound by P. George,43,40
160,2,7:58.0,,P. George makes 3-pt jump shot from 28 ft,43,43
161,2,7:49.0,D. Rose makes 2-pt layup from 2 ft,,45,43
162,2,7:37.0,,P. George makes 3-pt jump shot from 25 ft (assist by L. Shamet),45,46
163,2,7:24.0,Shooting foul by L. Shamet (drawn by L. Galloway),,45,46
164,2,7:24.0,L. Galloway misses free throw 1 of 3,,45,46
165,2,7:24.0,Offensive rebound by Team,,45,46
166,2,7:24.0,L. Galloway makes free throw 2 of 3,,46,46
167,2,7:24.0,,K. Leonard enters the game for L. Williams,46,46
168,2,7:24.0,L. Galloway makes free throw 3 of 3,,47,46
169,2,7:11.0,,L. Shamet misses 3-pt jump shot from 26 ft,47,46
170,2,7:08.0,Defensive rebound by L. Galloway,,47,46
171,2,7:00.0,C. Wood makes 3-pt jump shot from 26 ft (assist by L. Galloway),,50,46
172,2,6:40.0,,K. Leonard makes 3-pt jump shot from 22 ft (assist by P. George),50,49
173,2,6:19.0,L. Galloway makes 3-pt jump shot from 24 ft (assist by T. Snell),,53,49
174,2,6:04.0,,P. George misses 2-pt jump shot from 19 ft,53,49
175,2,6:04.0,,Offensive rebound by M. Harrell,53,49
176,2,6:04.0,,M. Harrell makes 2-pt dunk from 2 ft,53,51
177,2,6:04.0,,Shooting foul by T. Snell (drawn by M. Harrell),53,51
178,2,6:04.0,S. Doumbouya enters the game for B. Brown,,53,51
179,2,6:04.0,,M. Harrell makes free throw 1 of 1,53,52
180,2,5:57.0,T. Snell misses 3-pt jump shot from 24 ft,,53,52
181,2,5:57.0,Offensive rebound by Team,,53,52
182,2,5:57.0,,Loose ball foul by J. Green (drawn by S. Doumbouya),53,52
183,2,5:57.0,B. Brown enters the game for D. Rose,,53,52
184,2,5:47.0,C. Wood makes 2-pt dunk from 2 ft (assist by B. Brown),,55,52
185,2,5:47.0,Shooting foul by K. Leonard (drawn by C. Wood),,55,52
186,2,5:47.0,C. Wood makes free throw 1 of 1,,56,52
187,2,5:36.0,,K. Leonard makes 2-pt jump shot from 3 ft,56,54
188,2,5:17.0,Personal foul by K. Leonard (drawn by L. Galloway),,56,54
189,2,5:17.0,,M. Harkless enters the game for J. Green,56,54
190,2,5:07.0,Offensive foul by C. Wood (drawn by P. George),,56,54
191,2,5:07.0,Turnover by C. Wood (offensive foul),,56,54
192,2,4:54.0,,P. George misses 3-pt jump shot from 22 ft,56,54
193,2,4:51.0,Defensive rebound by C. Wood,,56,54
194,2,4:44.0,L. Galloway misses 3-pt jump shot from 26 ft,,56,54
195,2,4:40.0,,Defensive rebound by M. Harrell,56,54
196,2,4:33.0,,K. Leonard makes 2-pt jump shot from 10 ft,56,56
197,2,4:25.0,Detroit full timeout,,56,56
198,2,4:25.0,A. Drummond enters the game for L. Galloway,,56,56
199,2,4:25.0,S. Mykhailiuk enters the game for C. Wood,,56,56
200,2,4:25.0,,L. Williams enters the game for M. Harrell,56,56
201,2,4:25.0,,I. Zubac enters the game for L. Shamet,56,56
202,2,4:16.0,B. Brown makes 2-pt jump shot from 6 ft,,58,56
203,2,4:00.0,,I. Zubac misses 2-pt layup from 2 ft (block by A. Drummond),58,56
204,2,3:56.0,,Offensive rebound by K. Leonard,58,56
205,2,3:54.0,,L. Williams misses 3-pt jump shot from 24 ft,58,56
206,2,3:52.0,Defensive rebound by A. Drummond,,58,56
207,2,3:45.0,Offensive foul by A. Drummond (drawn by L. Williams),,58,56
208,2,3:45.0,Turnover by A. Drummond (offensive foul),,58,56
209,2,3:45.0,,J. Robinson enters the game for P. George,58,56
210,2,3:34.0,,L. Williams makes 2-pt jump shot from 14 ft (assist by I. Zubac),58,58
211,2,3:16.0,A. Drummond misses 2-pt jump shot from 11 ft,,58,58
212,2,3:14.0,,Defensive rebound by M. Harkless,58,58
213,2,3:08.0,,M. Harkless makes 2-pt dunk from 1 ft,58,60
214,2,2:47.0,S. Mykhailiuk misses 3-pt jump shot from 27 ft,,58,60
215,2,2:44.0,,Defensive rebound by L. Williams,58,60
216,2,2:37.0,,L. Williams misses 2-pt jump shot from 3 ft,58,60
217,2,2:37.0,Defensive rebound by Team,,58,60
218,2,2:12.0,B. Brown misses 2-pt layup from 2 ft (block by I. Zubac),,58,60
219,2,2:09.0,,Defensive rebound by L. Williams,58,60
220,2,2:08.0,,Personal foul by S. Mykhailiuk (drawn by J. Robinson),58,60
221,2,2:08.0,,J. Robinson makes free throw 1 of 2,58,61
222,2,2:08.0,D. Rose enters the game for B. Brown,,58,61
223,2,2:08.0,C. Wood enters the game for S. Doumbouya,,58,61
224,2,2:08.0,,J. Robinson makes free throw 2 of 2,58,62
225,2,1:56.0,Turnover by A. Drummond (out of bounds lost ball),,58,62
226,2,1:45.0,,K. Leonard makes 2-pt jump shot from 18 ft,58,64
227,2,1:30.0,Turnover by A. Drummond (bad pass; steal by M. Harkless),,58,64
228,2,1:21.0,,Turnover by I. Zubac (out of bounds lost ball),58,64
229,2,1:05.0,D. Rose misses 2-pt jump shot from 17 ft,,58,64
230,2,1:02.0,,Defensive rebound by K. Leonard,58,64
231,2,1:00.0,,M. Harkless makes 2-pt layup from 2 ft (assist by K. Leonard),58,66
232,2,1:00.0,,Shooting foul by S. Mykhailiuk (drawn by M. Harkless),58,66
233,2,1:00.0,,L. Shamet enters the game for K. Leonard,58,66
234,2,1:00.0,,M. Harkless misses free throw 1 of 1,58,66
235,2,0:57.0,Defensive rebound by C. Wood,,58,66
236,2,0:45.0,T. Snell makes 2-pt jump shot from 2 ft (assist by C. Wood),,60,66
237,2,0:31.0,,L. Williams makes 3-pt jump shot from 25 ft,60,69
238,2,0:23.0,T. Snell makes 3-pt jump shot from 27 ft (assist by D. Rose),,63,69
239,2,0:23.0,,LA Clippers full timeout,63,69
240,2,0:23.0,B. Brown enters the game for S. Mykhailiuk,,63,69
241,2,0:23.0,L. Galloway enters the game for D. Rose,,63,69
242,2,0:23.0,,K. Leonard enters the game for M. Harkless,63,69
243,2,0:23.0,,D. Walton enters the game for I. Zubac,63,69
244,2,0:04.0,,K. Leonard misses 2-pt jump shot from 15 ft,63,69
245,2,0:02.0,Defensive rebound by A. Drummond,,63,69
246,2,0:00.0,A. Drummond misses 3-pt jump shot from 72 ft,,63,69
247,2,0:00.0,Offensive rebound by Team,,63,69
248,3,11:43.0,,K. Leonard makes 2-pt jump shot from 13 ft,63,71
249,3,11:19.0,T. Snell makes 2-pt jump shot from 15 ft,,65,71
250,3,11:12.0,,Personal foul by S. Doumbouya (drawn by K. Leonard),65,71
251,3,11:04.0,,K. Leonard misses 2-pt jump shot from 18 ft,65,71
252,3,11:01.0,Defensive rebound by A. Drummond,,65,71
253,3,10:49.0,S. Mykhailiuk misses 2-pt jump shot from 19 ft,,65,71
254,3,10:47.0,Offensive rebound by T. Frazier,,65,71
255,3,10:41.0,Turnover by T. Frazier (bad pass; steal by K. Leonard),,65,71
256,3,10:29.0,,I. Zubac makes 2-pt dunk from 1 ft (assist by L. Shamet),65,73
257,3,10:06.0,Turnover by A. Drummond (lost ball; steal by K. Leonard),,65,73
258,3,10:00.0,,L. Shamet misses 3-pt jump shot from 28 ft,65,73
259,3,9:59.0,,Offensive rebound by R. McGruder,65,73
260,3,9:59.0,,R. McGruder makes 2-pt layup from 1 ft,65,75
261,3,9:59.0,Detroit full timeout,,65,75
262,3,9:44.0,A. Drummond makes 2-pt dunk from 1 ft (assist by S. Mykhailiuk),,67,75
263,3,9:23.0,,K. Leonard makes 2-pt jump shot from 10 ft (assist by R. McGruder),67,77
264,3,9:12.0,Offensive foul by S. Mykhailiuk (drawn by L. Shamet),,67,77
265,3,9:12.0,Turnover by S. Mykhailiuk (offensive foul),,67,77
266,3,8:53.0,,M. Harkless misses 2-pt jump shot from 6 ft,67,77
267,3,8:49.0,Defensive rebound by A. Drummond,,67,77
268,3,8:31.0,Shooting foul by I. Zubac (drawn by A. Drummond),,67,77
269,3,8:31.0,A. Drummond makes free throw 1 of 2,,68,77
270,3,8:31.0,A. Drummond makes free throw 2 of 2,,69,77
271,3,8:21.0,,I. Zubac makes 2-pt jump shot from 3 ft (assist by K. Leonard),69,79
272,3,8:13.0,Turnover by T. Frazier (bad pass; steal by R. McGruder),,69,79
273,3,8:09.0,,M. Harkless makes 2-pt dunk from 1 ft (assist by R. McGruder),69,81
274,3,7:47.0,S. Mykhailiuk misses 3-pt jump shot from 25 ft,,69,81
275,3,7:44.0,,Defensive rebound by I. Zubac,69,81
276,3,7:39.0,,K. Leonard misses 3-pt jump shot from 26 ft,69,81
277,3,7:39.0,Defensive rebound by T. Frazier,,69,81
278,3,7:30.0,T. Frazier misses 2-pt jump shot from 4 ft (block by R. McGruder),,69,81
279,3,7:30.0,Offensive rebound by Team,,69,81
280,3,7:26.0,T. Snell misses 2-pt jump shot from 21 ft,,69,81
281,3,7:23.0,Offensive rebound by T. Frazier,,69,81
282,3,7:22.0,T. Snell makes 2-pt dunk from 1 ft (assist by T. Frazier),,71,81
283,3,7:11.0,,L. Shamet makes 2-pt jump shot from 15 ft,71,83
284,3,6:51.0,S. Doumbouya misses 3-pt jump shot from 26 ft,,71,83
285,3,6:47.0,,Defensive rebound by I. Zubac,71,83
286,3,6:38.0,,L. Shamet misses 3-pt jump shot from 26 ft,71,83
287,3,6:34.0,Defensive rebound by S. Doumbouya,,71,83
288,3,6:34.0,D. Rose enters the game for S. Doumbouya,,71,83
289,3,6:34.0,C. Wood enters the game for T. Frazier,,71,83
290,3,6:20.0,S. Mykhailiuk makes 2-pt layup from 2 ft,,73,83
291,3,6:04.0,,K. Leonard makes 2-pt jump shot from 21 ft,73,85
292,3,5:45.0,A. Drummond misses 2-pt hook shot from 4 ft,,73,85
293,3,5:42.0,,Defensive rebound by I. Zubac,73,85
294,3,5:41.0,,Personal foul by A. Drummond (drawn by I. Zubac),73,85
295,3,5:41.0,L. Galloway enters the game for S. Mykhailiuk,,73,85
296,3,5:41.0,,LA Clippers full timeout,73,85
297,3,5:33.0,,L. Shamet makes 3-pt jump shot from 24 ft (assist by M. Harkless),73,88
298,3,5:16.0,D. Rose misses 2-pt jump shot from 8 ft,,73,88
299,3,5:15.0,,Defensive rebound by K. Leonard,73,88
300,3,5:08.0,,L. Shamet makes 3-pt jump shot from 27 ft (assist by M. Harkless),73,91
301,3,4:52.0,Shooting foul by I. Zubac (drawn by A. Drummond),,73,91
302,3,4:52.0,A. Drummond makes free throw 1 of 2,,74,91
303,3,4:52.0,B. Brown enters the game for T. Snell,,74,91
304,3,4:52.0,A. Drummond misses free throw 2 of 2,,74,91
305,3,4:49.0,,Defensive rebound by I. Zubac,74,91
306,3,4:32.0,,K. Leonard misses 2-pt jump shot from 21 ft,74,91
307,3,4:30.0,Defensive rebound by D. Rose,,74,91
308,3,4:23.0,D. Rose misses 2-pt layup from 2 ft (block by M. Harkless),,74,91
309,3,4:19.0,Offensive rebound by A. Drummond,,74,91
310,3,4:19.0,A. Drummond misses 2-pt layup from 1 ft,,74,91
311,3,4:19.0,,Defensive rebound by M. Harkless,74,91
312,3,4:19.0,,M. Harkless makes 2-pt layup from 3 ft,74,93
313,3,4:19.0,,Shooting foul by B. Brown (drawn by M. Harkless),74,93
314,3,4:19.0,,M. Harrell enters the game for R. McGruder,74,93
315,3,4:19.0,,L. Williams enters the game for I. Zubac,74,93
316,3,4:19.0,,M. Harkless misses free throw 1 of 1,74,93
317,3,4:16.0,Defensive rebound by A. Drummond,,74,93
318,3,3:56.0,B. Brown misses 2-pt jump shot from 3 ft,,74,93
319,3,3:56.0,,Defensive rebound by Team,74,93
320,3,3:56.0,Loose ball foul by A. Drummond (drawn by L. Williams),,74,93
321,3,3:56.0,Violation by Team (delay of game),,74,93
322,3,3:44.0,,M. Harrell misses 2-pt layup from 1 ft,74,93
323,3,3:44.0,,Offensive rebound by Team,74,93
324,3,3:41.0,,L. Williams misses 2-pt jump shot from 7 ft,74,93
325,3,3:37.0,Defensive rebound by A. Drummond,,74,93
326,3,3:37.0,,J. Green enters the game for K. Leonard,74,93
327,3,3:18.0,D. Rose misses 2-pt jump shot from 11 ft,,74,93
328,3,3:15.0,,Defensive rebound by M. Harrell,74,93
329,3,3:00.0,,L. Williams makes 2-pt layup from 2 ft,74,95
330,3,2:42.0,L. Galloway misses 3-pt jump shot from 25 ft,,74,95
331,3,2:36.0,,Defensive rebound by L. Shamet,74,95
332,3,2:34.0,,M. Harrell makes 2-pt jump shot from 2 ft (assist by L. Shamet),74,97
333,3,2:34.0,Detroit full timeout,,74,97
334,3,2:34.0,T. Maker enters the game for A. Drummond,,74,97
335,3,2:18.0,Shooting foul by J. Green (drawn by C. Wood),,74,97
336,3,2:18.0,C. Wood makes free throw 1 of 2,,75,97
337,3,2:18.0,C. Wood makes free throw 2 of 2,,76,97
338,3,2:04.0,,L. Shamet misses 3-pt jump shot from 27 ft,76,97
339,3,1:59.0,,Offensive rebound by M. Harkless,76,97
340,3,1:56.0,,Turnover by M. Harkless (bad pass; steal by L. Galloway),76,97
341,3,1:51.0,Turnover by L. Galloway (bad pass; steal by L. Shamet),,76,97
342,3,1:47.0,,Turnover by J. Green (bad pass; steal by T. Maker),76,97
343,3,1:43.0,C. Wood misses 3-pt jump shot from 27 ft,,76,97
344,3,1:39.0,,Defensive rebound by L. Williams,76,97
345,3,1:37.0,,M. Harrell misses 2-pt layup from 2 ft,76,97
346,3,1:34.0,Defensive rebound by C. Wood,,76,97
347,3,1:30.0,T. Maker makes 2-pt dunk from 1 ft (assist by B. Brown),,78,97
348,3,1:16.0,,L. Williams makes 2-pt layup from 2 ft,78,99
349,3,1:05.0,D. Rose misses 2-pt layup from 2 ft (block by M. Harrell),,78,99
350,3,1:02.0,,Defensive rebound by M. Harkless,78,99
351,3,0:57.0,,M. Harkless makes 2-pt layup from 2 ft (assist by L. Williams),78,101
352,3,0:47.0,Shooting foul by L. Shamet (drawn by T. Maker),,78,101
353,3,0:47.0,T. Maker misses free throw 1 of 2,,78,101
354,3,0:47.0,Offensive rebound by Team,,78,101
355,3,0:47.0,,J. Robinson enters the game for M. Harrell,78,101
356,3,0:47.0,T. Maker misses free throw 2 of 2,,78,101
357,3,0:36.0,,Defensive rebound by L. Shamet,78,101
358,3,0:27.0,,L. Williams makes 3-pt jump shot from 27 ft,78,104
359,3,0:25.0,D. Rose misses 3-pt jump shot from 25 ft,,78,104
360,3,0:25.0,Offensive rebound by Team,,78,104
361,3,0:25.0,,Loose ball foul by J. Green (drawn by T. Maker),78,104
362,3,0:25.0,T. Maker makes free throw 1 of 2,,79,104
363,3,0:25.0,T. Maker misses free throw 2 of 2,,79,104
364,3,0:23.0,,Defensive rebound by M. Harkless,79,104
365,3,0:02.0,,J. Green makes 2-pt layup from 2 ft (assist by L. Williams),79,106
366,3,0:00.0,B. Brown misses 3-pt jump shot from 28 ft,,79,106
367,3,0:00.0,Offensive rebound by Team,,79,106
368,4,11:38.0,L. Galloway misses 3-pt jump shot from 28 ft,,79,106
369,4,11:36.0,,Defensive rebound by J. Green,79,106
370,4,11:20.0,,D. Walton makes 2-pt jump shot from 19 ft (assist by J. Robinson),79,108
371,4,11:01.0,L. Galloway misses 2-pt jump shot from 21 ft,,79,108
372,4,10:58.0,,Defensive rebound by J. Green,79,108
373,4,10:50.0,,M. Harrell makes 2-pt layup at rim (assist by L. Williams),79,110
374,4,10:43.0,Shooting foul by J. Robinson (drawn by D. Rose),,79,110
375,4,10:43.0,D. Rose makes free throw 1 of 2,,80,110
376,4,10:43.0,D. Rose makes free throw 2 of 2,,81,110
377,4,10:33.0,,L. Williams misses 2-pt jump shot from 21 ft,81,110
378,4,10:29.0,Defensive rebound by B. Brown,,81,110
379,4,10:21.0,C. Wood makes 2-pt layup from 1 ft (assist by B. Brown),,83,110
380,4,10:05.0,,L. Williams misses 2-pt jump shot from 20 ft,83,110
381,4,10:02.0,Defensive rebound by C. Wood,,83,110
382,4,9:50.0,C. Wood misses 3-pt jump shot from 26 ft,,83,110
383,4,9:46.0,,Defensive rebound by L. Williams,83,110
