,QUARTER,TIME_REMAINING,ORLANDO_ACTION,WASHINGTON_ACTION,ORLANDO_SCORE,WASHINGTON_SCORE
90,1,2:39.0,,Shooting foul by M. Frazier (drawn by G. Mathews),25,19
91,1,2:39.0,,G. Mathews makes free throw 1 of 2,25,20
92,1,2:39.0,E. Fournier enters the game for M. Frazier,,25,20
93,1,2:39.0,,G. Mathews makes free throw 2 of 2,25,21
94,1,2:24.0,T. Ross makes 2-pt jump shot from 17 ft,,27,21
95,1,2:09.0,,J. McRae makes 2-pt jump shot from 20 ft,27,23
96,1,1:56.0,Offensive foul by T. Ross (drawn by A. Pasečņiks),,27,23
97,1,1:56.0,Turnover by T. Ross (offensive foul),,27,23
98,1,1:42.0,,A. Pasečņiks makes 2-pt jump shot from 16 ft (assist by T. Brown),27,25
99,1,1:30.0,D. Augustin makes 2-pt layup from 3 ft,,29,25
100,1,1:22.0,,J. McRae makes 3-pt jump shot from 26 ft (assist by I. Smith),29,28
101,1,1:07.0,D. Augustin misses 2-pt layup from 6 ft,,29,28
102,1,1:05.0,Offensive rebound by K. Birch,,29,28
103,1,1:04.0,K. Birch makes 2-pt layup from 1 ft,,31,28
104,1,0:55.0,,J. McRae misses 2-pt jump shot from 15 ft,31,28
105,1,0:50.0,,Offensive rebound by A. Pasečņiks,31,28
106,1,0:50.0,,A. Pasečņiks misses 2-pt layup at rim,31,28
107,1,0:50.0,Defensive rebound by M. Bamba,,31,28
108,1,0:45.0,Turnover by E. Fournier (bad pass; steal by I. Smith),,31,28
109,1,0:44.0,,Personal foul by D. Augustin (drawn by I. Smith),31,28
110,1,0:44.0,,Instant Replay (Request: Ruling Stands),31,28
111,1,0:44.0,,I. Smith makes free throw 1 of 2,31,29
112,1,0:44.0,,I. Smith misses free throw 2 of 2,31,29
113,1,0:42.0,Defensive rebound by M. Bamba,,31,29
114,1,0:23.0,E. Fournier misses 2-pt layup from 5 ft,,31,29
115,1,0:22.0,,Defensive rebound by A. Pasečņiks,31,29
116,1,0:00.0,,A. Pasečņiks misses 3-pt jump shot from 27 ft,31,29
117,1,0:00.0,Defensive rebound by Team,,31,29
118,2,11:43.0,T. Ross makes 3-pt jump shot from 28 ft (assist by D. Augustin),,34,29
119,2,11:24.0,,A. Pasečņiks misses 2-pt jump shot from 15 ft,34,29
120,2,11:22.0,Defensive rebound by K. Birch,,34,29
121,2,11:17.0,T. Ross misses 3-pt jump shot from 27 ft,,34,29
122,2,11:14.0,,Defensive rebound by A. Pasečņiks,34,29
123,2,11:08.0,,A. Pasečņiks makes 2-pt layup from 1 ft (assist by J. McRae),34,31
124,2,10:41.0,M. Bamba misses 2-pt layup from 5 ft,,34,31
125,2,10:39.0,,Defensive rebound by A. Pasečņiks,34,31
126,2,10:29.0,,Turnover by G. Mathews (bad pass; steal by T. Ross),34,31
127,2,10:18.0,E. Fournier makes 2-pt layup from 1 ft (assist by M. Bamba),,36,31
128,2,10:02.0,,T. Brown misses 2-pt jump shot from 15 ft,36,31
129,2,9:59.0,Defensive rebound by D. Augustin,,36,31
130,2,9:53.0,M. Bamba makes 2-pt dunk from 1 ft (assist by D. Augustin),,38,31
131,2,9:53.0,,Washington full timeout,38,31
132,2,9:37.0,,J. McRae misses 3-pt jump shot from 27 ft,38,31
133,2,9:34.0,Defensive rebound by M. Bamba,,38,31
134,2,9:26.0,Personal foul by T. Brown (drawn by K. Birch),,38,31
135,2,9:15.0,Personal foul by A. Pasečņiks (drawn by K. Birch),,38,31
136,2,9:10.0,E. Fournier misses 3-pt jump shot from 26 ft,,38,31
137,2,9:07.0,,Defensive rebound by I. Smith,38,31
138,2,9:02.0,,Turnover by T. Brown (bad pass; steal by D. Augustin),38,31
139,2,8:56.0,M. Bamba misses 3-pt jump shot from 27 ft,,38,31
140,2,8:54.0,,Defensive rebound by J. McRae,38,31
141,2,8:37.0,,I. Smith makes 3-pt jump shot from 25 ft,38,34
142,2,8:19.0,E. Fournier misses 2-pt layup from 2 ft,,38,34
143,2,8:19.0,,Defensive rebound by Team,38,34
144,2,8:19.0,,B. Beal enters the game for T. Brown,38,34
145,2,8:19.0,,I. Bonga enters the game for G. Mathews,38,34
146,2,8:03.0,,B. Beal makes 2-pt jump shot from 19 ft,38,36
147,2,7:45.0,D. Augustin misses 3-pt jump shot from 29 ft,,38,36
148,2,7:42.0,,Defensive rebound by I. Smith,38,36
149,2,7:38.0,,J. McRae makes 3-pt jump shot from 26 ft (assist by I. Smith),38,39
150,2,7:14.0,Turnover by E. Fournier (bad pass; steal by I. Bonga),,38,39
151,2,7:10.0,,J. McRae misses 3-pt jump shot from 27 ft,38,39
152,2,7:06.0,Defensive rebound by E. Fournier,,38,39
153,2,6:57.0,Shooting foul by A. Pasečņiks (drawn by D. Augustin),,38,39
154,2,6:57.0,D. Augustin makes free throw 1 of 2,,39,39
155,2,6:57.0,M. Frazier enters the game for M. Bamba,,39,39
156,2,6:57.0,M. Fultz enters the game for E. Fournier,,39,39
157,2,6:57.0,N. Vučević enters the game for T. Ross,,39,39
158,2,6:57.0,D. Augustin makes free throw 2 of 2,,40,39
159,2,6:44.0,,B. Beal misses 2-pt jump shot from 14 ft,40,39
160,2,6:41.0,,Offensive rebound by B. Beal,40,39
161,2,6:35.0,,Shooting foul by M. Frazier (drawn by B. Beal),40,39
162,2,6:35.0,,B. Beal misses free throw 1 of 2,40,39
163,2,6:35.0,,Offensive rebound by Team,40,39
164,2,6:35.0,,B. Beal makes free throw 2 of 2,40,40
165,2,6:28.0,Shooting foul by I. Bonga (drawn by M. Fultz),,40,40
166,2,6:28.0,M. Fultz makes free throw 1 of 2,,41,40
167,2,6:28.0,,I. Thomas enters the game for J. McRae,41,40
168,2,6:28.0,M. Fultz makes free throw 2 of 2,,42,40
169,2,6:15.0,,B. Beal misses 2-pt jump shot from 14 ft (block by M. Frazier),42,40
170,2,6:12.0,Defensive rebound by N. Vučević,,42,40
171,2,6:08.0,D. Augustin makes 3-pt jump shot from 26 ft (assist by M. Fultz),,45,40
172,2,5:47.0,,B. Beal makes 3-pt jump shot from 23 ft (assist by I. Bonga),45,43
173,2,5:20.0,N. Vučević misses 2-pt jump shot from 18 ft,,45,43
174,2,5:19.0,Offensive rebound by M. Fultz,,45,43
175,2,5:14.0,M. Fultz makes 2-pt jump shot from 11 ft,,47,43
176,2,5:05.0,,I. Thomas misses 2-pt layup from 2 ft (block by K. Birch),47,43
177,2,5:04.0,,Offensive rebound by Team,47,43
178,2,5:04.0,,I. Mahinmi enters the game for A. Pasečņiks,47,43
179,2,5:01.0,,B. Beal makes 2-pt jump shot from 18 ft (assist by I. Smith),47,45
180,2,4:47.0,D. Augustin makes 2-pt layup from 2 ft,,49,45
181,2,4:33.0,,B. Beal misses 3-pt jump shot from 26 ft,49,45
182,2,4:26.0,,Offensive rebound by I. Smith,49,45
183,2,4:13.0,,B. Beal misses 2-pt jump shot from 13 ft,49,45
184,2,4:09.0,Defensive rebound by D. Augustin,,49,45
185,2,4:09.0,Personal foul by I. Bonga (drawn by D. Augustin),,49,45
186,2,4:09.0,D. Augustin makes free throw 1 of 2,,50,45
187,2,4:09.0,E. Fournier enters the game for K. Birch,,50,45
188,2,4:09.0,W. Iwundu enters the game for M. Frazier,,50,45
189,2,4:09.0,,J. McRae enters the game for I. Bonga,50,45
190,2,4:09.0,D. Augustin makes free throw 2 of 2,,51,45
191,2,3:55.0,,I. Thomas misses 2-pt jump shot from 15 ft,51,45
192,2,3:52.0,Defensive rebound by W. Iwundu,,51,45
193,2,3:47.0,D. Augustin misses 3-pt jump shot from 27 ft,,51,45
194,2,3:44.0,,Defensive rebound by J. McRae,51,45
195,2,3:29.0,,I. Thomas misses 3-pt jump shot from 24 ft,51,45
196,2,3:27.0,Defensive rebound by N. Vučević,,51,45
197,2,3:21.0,W. Iwundu misses 2-pt layup from 2 ft,,51,45
198,2,3:19.0,Offensive rebound by W. Iwundu,,51,45
199,2,3:19.0,W. Iwundu makes 2-pt layup from 2 ft,,53,45
200,2,3:12.0,,B. Beal makes 2-pt jump shot from 6 ft,53,47
201,2,3:12.0,,Shooting foul by M. Fultz (drawn by B. Beal),53,47
202,2,3:12.0,T. Ross enters the game for M. Fultz,,53,47
203,2,3:12.0,,B. Beal makes free throw 1 of 1,53,48
204,2,2:59.0,T. Ross misses 3-pt jump shot from 28 ft,,53,48
205,2,2:55.0,,Defensive rebound by J. McRae,53,48
206,2,2:51.0,,Shooting foul by E. Fournier (drawn by J. McRae),53,48
207,2,2:51.0,Orlando full timeout,,53,48
208,2,2:51.0,,T. Brown enters the game for I. Smith,53,48
209,2,2:51.0,,J. McRae makes free throw 1 of 2,53,49
210,2,2:51.0,,J. McRae makes free throw 2 of 2,53,50
211,2,2:38.0,N. Vučević misses 3-pt jump shot from 28 ft,,53,50
212,2,2:33.0,,Defensive rebound by J. McRae,53,50
213,2,2:24.0,,I. Mahinmi makes 2-pt layup from 4 ft (assist by B. Beal),53,52
214,2,2:11.0,,Violation by Team (kicked ball),53,52
215,2,1:57.0,N. Vučević misses 2-pt jump shot from 13 ft,,53,52
216,2,1:54.0,,Defensive rebound by T. Brown,53,52
217,2,1:44.0,,J. McRae misses 3-pt jump shot from 25 ft,53,52
218,2,1:40.0,Defensive rebound by N. Vučević,,53,52
219,2,1:36.0,E. Fournier makes 2-pt layup from 1 ft,,55,52
220,2,1:24.0,,Shooting foul by N. Vučević (drawn by B. Beal),55,52
221,2,1:24.0,,B. Beal makes free throw 1 of 2,55,53
222,2,1:24.0,,B. Beal makes free throw 2 of 2,55,54
223,2,1:12.0,T. Ross makes 3-pt jump shot from 26 ft (assist by D. Augustin),,58,54
224,2,0:54.0,,T. Brown makes 2-pt layup from 1 ft (assist by I. Thomas),58,56
225,2,0:43.0,T. Ross makes 2-pt layup from 1 ft (assist by D. Augustin),,60,56
226,2,0:36.0,,B. Beal misses 3-pt jump shot from 28 ft,60,56
227,2,0:33.0,Defensive rebound by W. Iwundu,,60,56
228,2,0:26.0,Shooting foul by I. Thomas (drawn by D. Augustin),,60,56
229,2,0:26.0,D. Augustin makes free throw 1 of 2,,61,56
230,2,0:26.0,D. Augustin makes free throw 2 of 2,,62,56
231,2,0:05.0,,Personal foul by W. Iwundu (drawn by B. Beal),62,56
232,2,0:05.0,,B. Beal makes free throw 1 of 2,62,57
233,2,0:05.0,,I. Bonga enters the game for J. McRae,62,57
234,2,0:05.0,,G. Payton enters the game for I. Thomas,62,57
235,2,0:05.0,,B. Beal makes free throw 2 of 2,62,58
236,2,0:00.0,D. Augustin misses 2-pt layup from 2 ft (block by I. Bonga),,62,58
237,2,0:00.0,,Defensive rebound by G. Payton,62,58
238,3,11:41.0,M. Fultz misses 2-pt hook shot from 7 ft,,62,58
239,3,11:40.0,Offensive rebound by A. Jefferson,,62,58
240,3,11:35.0,N. Vučević makes 3-pt jump shot from 25 ft (assist by W. Iwundu),,65,58
241,3,11:20.0,,Turnover by I. Mahinmi (lost ball; steal by N. Vučević),65,58
242,3,11:18.0,Shooting foul by I. Thomas (drawn by E. Fournier),,65,58
243,3,11:18.0,E. Fournier makes free throw 1 of 2,,66,58
244,3,11:18.0,E. Fournier makes free throw 2 of 2,,67,58
245,3,11:06.0,,B. Beal makes 2-pt layup from 1 ft,67,60
246,3,10:59.0,W. Iwundu misses 3-pt jump shot from 25 ft,,67,60
247,3,10:56.0,,Defensive rebound by G. Payton,67,60
248,3,10:51.0,,I. Thomas makes 3-pt jump shot from 27 ft,67,63
249,3,10:32.0,M. Fultz makes 3-pt jump shot from 25 ft (assist by A. Jefferson),,70,63
250,3,10:22.0,,Personal foul by E. Fournier (drawn by B. Beal),70,63
251,3,10:14.0,,Turnover by I. Mahinmi (traveling),70,63
252,3,10:02.0,N. Vučević misses 3-pt jump shot from 28 ft,,70,63
253,3,9:55.0,,Defensive rebound by B. Beal,70,63
254,3,9:53.0,,G. Payton makes 2-pt layup from 1 ft (assist by B. Beal),70,65
255,3,9:41.0,Personal foul by G. Payton (drawn by N. Vučević),,70,65
256,3,9:30.0,M. Fultz misses 3-pt jump shot from 26 ft,,70,65
257,3,9:27.0,,Defensive rebound by J. Williams,70,65
258,3,9:19.0,,Turnover by G. Payton (lost ball; steal by E. Fournier),70,65
259,3,9:11.0,M. Fultz misses 2-pt jump shot from 14 ft,,70,65
260,3,9:11.0,Offensive rebound by Team,,70,65
261,3,9:11.0,,Loose ball foul by G. Payton (drawn by W. Iwundu),70,65
262,3,9:11.0,Offensive foul by W. Iwundu (drawn by B. Beal),,70,65
263,3,9:11.0,Turnover by W. Iwundu (offensive foul),,70,65
264,3,9:02.0,,G. Payton misses 2-pt layup from 5 ft,70,65
265,3,9:00.0,Defensive rebound by A. Jefferson,,70,65
266,3,8:52.0,E. Fournier misses 3-pt jump shot from 27 ft,,70,65
267,3,8:49.0,Offensive rebound by A. Jefferson,,70,65
268,3,8:45.0,N. Vučević makes 2-pt layup at rim (assist by M. Fultz),,72,65
269,3,8:45.0,,J. McRae enters the game for G. Payton,72,65
270,3,8:30.0,,I. Thomas misses 2-pt jump shot from 12 ft,72,65
271,3,8:27.0,Defensive rebound by N. Vučević,,72,65
272,3,8:14.0,W. Iwundu makes 2-pt jump shot from 10 ft,,74,65
273,3,7:54.0,,J. McRae misses 2-pt jump shot from 9 ft,74,65
274,3,7:52.0,Defensive rebound by A. Jefferson,,74,65
275,3,7:42.0,E. Fournier makes 2-pt jump shot from 8 ft (assist by M. Fultz),,76,65
276,3,7:42.0,Shooting foul by B. Beal (drawn by E. Fournier),,76,65
277,3,7:42.0,E. Fournier misses free throw 1 of 1,,76,65
278,3,7:39.0,,Defensive rebound by B. Beal,76,65
279,3,7:27.0,,I. Thomas misses 3-pt jump shot from 27 ft,76,65
280,3,7:24.0,Defensive rebound by W. Iwundu,,76,65
281,3,7:12.0,M. Fultz makes 2-pt jump shot from 9 ft,,78,65
282,3,7:12.0,,Washington full timeout,78,65
283,3,7:12.0,M. Frazier enters the game for A. Jefferson,,78,65
284,3,7:12.0,,G. Mathews enters the game for I. Thomas,78,65
285,3,7:12.0,,I. Smith enters the game for J. Williams,78,65
286,3,7:03.0,,B. Beal misses 3-pt jump shot from 25 ft,78,65
287,3,6:59.0,Defensive rebound by E. Fournier,,78,65
288,3,6:46.0,Turnover by M. Fultz (bad pass; steal by J. McRae),,78,65
289,3,6:32.0,,I. Mahinmi misses 2-pt hook shot from 6 ft,78,65
290,3,6:31.0,Defensive rebound by N. Vučević,,78,65
291,3,6:24.0,Shooting foul by I. Mahinmi (drawn by M. Fultz),,78,65
292,3,6:24.0,M. Fultz makes free throw 1 of 2,,79,65
293,3,6:24.0,,A. Pasečņiks enters the game for I. Mahinmi,79,65
294,3,6:24.0,M. Fultz misses free throw 2 of 2,,79,65
295,3,6:21.0,,Defensive rebound by A. Pasečņiks,79,65
296,3,6:09.0,,Shooting foul by M. Frazier (drawn by G. Mathews),79,65
297,3,6:09.0,,G. Mathews makes free throw 1 of 3,79,66
298,3,6:09.0,,G. Mathews makes free throw 2 of 3,79,67
299,3,6:09.0,,G. Mathews makes free throw 3 of 3,79,68
300,3,5:45.0,W. Iwundu misses 2-pt layup from 4 ft,,79,68
301,3,5:43.0,,Defensive rebound by A. Pasečņiks,79,68
302,3,5:35.0,,B. Beal misses 3-pt jump shot from 26 ft,79,68
303,3,5:32.0,,Offensive rebound by A. Pasečņiks,79,68
304,3,5:31.0,,Turnover by A. Pasečņiks (bad pass; steal by M. Fultz),79,68
305,3,5:28.0,E. Fournier makes 2-pt dunk from 5 ft (assist by M. Fultz),,81,68
306,3,5:10.0,,I. Smith makes 2-pt layup from 3 ft,81,70
307,3,4:56.0,E. Fournier misses 2-pt layup from 3 ft,,81,70
308,3,4:56.0,Offensive rebound by Team,,81,70
309,3,4:56.0,D. Augustin enters the game for E. Fournier,,81,70
310,3,4:56.0,T. Ross enters the game for M. Fultz,,81,70
311,3,4:46.0,N. Vučević makes 2-pt jump shot from 7 ft (assist by D. Augustin),,83,70
312,3,4:35.0,,I. Smith makes 2-pt jump shot from 6 ft,83,72
313,3,4:21.0,N. Vučević misses 2-pt jump shot from 11 ft,,83,72
314,3,4:19.0,,Defensive rebound by J. McRae,83,72
315,3,4:09.0,,Turnover by J. McRae (bad pass; steal by W. Iwundu),83,72
316,3,4:09.0,Personal foul by G. Mathews (drawn by W. Iwundu),,83,72
317,3,4:09.0,W. Iwundu makes free throw 1 of 2,,84,72
318,3,4:09.0,W. Iwundu makes free throw 2 of 2,,85,72
319,3,4:02.0,,Shooting foul by W. Iwundu (drawn by B. Beal),85,72
320,3,4:02.0,,B. Beal makes free throw 1 of 2,85,73
321,3,4:02.0,,T. Brown enters the game for G. Mathews,85,73
322,3,4:02.0,,B. Beal makes free throw 2 of 2,85,74
323,3,3:44.0,M. Frazier misses 2-pt jump shot from 18 ft,,85,74
324,3,3:41.0,Offensive rebound by Team,,85,74
325,3,3:41.0,,G. Mathews enters the game for B. Beal,85,74
326,3,3:31.0,Turnover by N. Vučević (off goaltending),,85,74
327,3,3:21.0,,G. Mathews misses 3-pt jump shot from 26 ft,85,74
328,3,3:17.0,Defensive rebound by N. Vučević,,85,74
329,3,3:08.0,N. Vučević makes 2-pt jump shot from 21 ft,,87,74
330,3,2:59.0,,I. Smith misses 2-pt layup from 7 ft,87,74
331,3,2:56.0,Defensive rebound by N. Vučević,,87,74
332,3,2:40.0,Shooting foul by A. Pasečņiks (drawn by N. Vučević),,87,74
333,3,2:40.0,Orlando full timeout,,87,74
334,3,2:40.0,E. Fournier enters the game for W. Iwundu,,87,74
335,3,2:40.0,N. Vučević makes free throw 1 of 2,,88,74
336,3,2:40.0,K. Birch enters the game for M. Frazier,,88,74
337,3,2:40.0,N. Vučević misses free throw 2 of 2,,88,74
338,3,2:37.0,,Defensive rebound by I. Smith,88,74
339,3,2:17.0,,J. McRae misses 3-pt jump shot from 25 ft,88,74
340,3,2:14.0,Defensive rebound by N. Vučević,,88,74
341,3,2:05.0,N. Vučević misses 3-pt jump shot from 25 ft,,88,74
342,3,2:03.0,,Defensive rebound by T. Brown,88,74
343,3,1:53.0,,A. Pasečņiks misses 2-pt hook shot from 8 ft,88,74
344,3,1:51.0,Defensive rebound by N. Vučević,,88,74
345,3,1:41.0,T. Ross makes 2-pt dunk from 2 ft (assist by D. Augustin),,90,74
346,3,1:29.0,,G. Mathews makes 3-pt jump shot from 28 ft (assist by A. Pasečņiks),90,77
347,3,1:11.0,E. Fournier misses 2-pt jump shot from 13 ft,,90,77
348,3,1:08.0,,Defensive rebound by J. McRae,90,77
349,3,1:01.0,,J. McRae makes 2-pt layup from 3 ft,90,79
350,3,0:45.0,Shooting foul by G. Mathews (drawn by K. Birch),,90,79
351,3,0:45.0,K. Birch misses free throw 1 of 2,,90,79
352,3,0:45.0,Offensive rebound by Team,,90,79
353,3,0:45.0,M. Bamba enters the game for N. Vučević,,90,79
354,3,0:45.0,K. Birch makes free throw 2 of 2,,91,79
355,3,0:39.0,,G. Mathews misses 3-pt jump shot from 28 ft (block by T. Ross),91,79
356,3,0:38.0,,Offensive rebound by Team,91,79
357,3,0:33.0,,Shooting foul by M. Bamba (drawn by J. McRae),91,79
358,3,0:33.0,,J. McRae misses free throw 1 of 2,91,79
359,3,0:33.0,,Offensive rebound by Team,91,79
360,3,0:33.0,,J. McRae makes free throw 2 of 2,91,80
361,3,0:22.0,D. Augustin makes 2-pt layup from 1 ft,,93,80
362,3,0:22.0,Shooting foul by A. Pasečņiks (drawn by D. Augustin),,93,80
363,3,0:22.0,D. Augustin makes free throw 1 of 1,,94,80
364,3,0:03.0,,I. Smith misses 3-pt jump shot from 26 ft,94,80
365,3,0:00.0,,Offensive rebound by G. Mathews,94,80
366,3,0:00.0,,T. Brown makes 3-pt jump shot from 27 ft (assist by G. Mathews),94,83
367,3,0:00.0,,Instant Replay (Request: Ruling Stands),94,83
368,4,11:40.0,,I. Smith misses 2-pt jump shot from 13 ft,94,83
369,4,11:36.0,Defensive rebound by K. Birch,,94,83
370,4,11:27.0,D. Augustin makes 2-pt jump shot from 16 ft,,96,83
371,4,11:13.0,,J. McRae misses 2-pt jump shot from 9 ft,96,83
372,4,11:11.0,,Offensive rebound by A. Pasečņiks,96,83
373,4,11:10.0,,A. Pasečņiks misses 2-pt layup from 3 ft,96,83
374,4,11:10.0,Defensive rebound by K. Birch,,96,83
375,4,10:51.0,D. Augustin makes 2-pt layup from 4 ft,,98,83
376,4,10:39.0,,J. McRae misses 2-pt layup from 6 ft (block by M. Bamba),98,83
377,4,10:37.0,Defensive rebound by E. Fournier,,98,83
378,4,10:35.0,Shooting foul by I. Smith (drawn by D. Augustin),,98,83
379,4,10:35.0,D. Augustin misses free throw 1 of 3,,98,83
380,4,10:35.0,Offensive rebound by Team,,98,83
381,4,10:35.0,D. Augustin makes free throw 2 of 3,,99,83
382,4,10:35.0,D. Augustin makes free throw 3 of 3,,100,83
383,4,10:30.0,,I. Smith makes 2-pt layup from 5 ft,100,85
384,4,10:08.0,Turnover by E. Fournier (lost ball; steal by T. Brown),,100,85
