,QUARTER,TIME_REMAINING,MIAMI_ACTION,BOSTON_ACTION,MIAMI_SCORE,BOSTON_SCORE
0,1,11:43.0,,J. Brown misses 3-pt jump shot from 26 ft,0,0
1,1,11:40.0,Defensive rebound by K. Nunn,,0,0
2,1,11:25.0,Turnover by J. Butler (bad pass),,0,0
3,1,11:16.0,,Shooting foul by M. Leonard (drawn by D. Theis),0,0
4,1,11:16.0,,D. Theis misses free throw 1 of 2,0,0
5,1,11:16.0,,Offensive rebound by Team,0,0
6,1,11:16.0,,D. Theis misses free throw 2 of 2,0,0
7,1,11:16.0,Defensive rebound by B. Adebayo,,0,0
8,1,11:05.0,B. Adebayo misses 2-pt jump shot from 16 ft,,0,0
9,1,11:03.0,,Defensive rebound by D. Theis,0,0
10,1,10:58.0,,K. Walker misses 3-pt jump shot from 26 ft,0,0
11,1,10:56.0,Defensive rebound by M. Leonard,,0,0
12,1,10:46.0,Offensive foul by K. Nunn (drawn by G. Williams),,0,0
13,1,10:46.0,Turnover by K. Nunn (offensive foul),,0,0
14,1,10:31.0,,D. Theis makes 2-pt layup from 7 ft (assist by G. Williams),0,2
15,1,10:21.0,B. Adebayo makes 2-pt layup from 2 ft (assist by K. Nunn),,2,2
16,1,10:13.0,,K. Walker misses 2-pt jump shot from 16 ft,2,2
17,1,10:11.0,Defensive rebound by J. Butler,,2,2
18,1,9:55.0,J. Butler misses 3-pt jump shot from 25 ft,,2,2
19,1,9:52.0,,Defensive rebound by D. Theis,2,2
20,1,9:42.0,,Turnover by D. Theis (bad pass; steal by D. Robinson),2,2
21,1,9:42.0,Personal foul by G. Williams (drawn by B. Adebayo),,2,2
22,1,9:22.0,K. Nunn makes 3-pt jump shot from 25 ft (assist by B. Adebayo),,5,2
23,1,9:04.0,,J. Brown misses 2-pt layup from 3 ft (block by M. Leonard),5,2
24,1,9:03.0,,Offensive rebound by Team,5,2
25,1,8:55.0,,K. Walker makes 2-pt jump shot from 9 ft,5,4
26,1,8:39.0,D. Robinson makes 3-pt jump shot from 27 ft (assist by B. Adebayo),,8,4
27,1,8:22.0,,J. Tatum misses 2-pt jump shot from 17 ft,8,4
28,1,8:20.0,Defensive rebound by D. Robinson,,8,4
29,1,8:07.0,B. Adebayo makes 2-pt dunk from 1 ft,,10,4
30,1,7:48.0,,J. Tatum makes 2-pt layup from 1 ft,10,6
31,1,7:29.0,D. Robinson makes 2-pt layup from 5 ft (assist by J. Butler),,12,6
32,1,7:15.0,,K. Walker makes 3-pt jump shot from 26 ft,12,9
33,1,6:59.0,Turnover by B. Adebayo (lost ball; steal by K. Walker),,12,9
34,1,6:55.0,,J. Brown makes 2-pt layup from 2 ft (assist by K. Walker),12,11
35,1,6:39.0,Personal foul by J. Tatum (drawn by J. Butler),,12,11
36,1,6:39.0,,Boston full timeout,12,11
37,1,6:26.0,J. Butler makes 2-pt hook shot from 11 ft,,14,11
38,1,6:08.0,,J. Brown misses 2-pt jump shot from 15 ft,14,11
39,1,6:06.0,Defensive rebound by D. Robinson,,14,11
40,1,5:57.0,B. Adebayo makes 2-pt layup from 2 ft,,16,11
41,1,5:45.0,,J. Tatum misses 3-pt jump shot from 24 ft,16,11
42,1,5:44.0,Defensive rebound by Team,,16,11
43,1,5:44.0,,Loose ball foul by G. Williams (drawn by D. Robinson),16,11
44,1,5:44.0,J. Winslow enters the game for K. Nunn,,16,11
45,1,5:44.0,,J. Green enters the game for J. Tatum,16,11
46,1,5:44.0,,R. Williams enters the game for G. Williams,16,11
47,1,5:26.0,J. Butler misses 2-pt layup from 5 ft,,16,11
48,1,5:24.0,,Defensive rebound by D. Theis,16,11
49,1,5:20.0,,Shooting foul by D. Robinson (drawn by J. Brown),16,11
50,1,5:20.0,,J. Brown makes free throw 1 of 2,16,12
51,1,5:20.0,,J. Brown makes free throw 2 of 2,16,13
52,1,4:56.0,J. Butler makes 3-pt jump shot from 24 ft,,19,13
53,1,4:43.0,,K. Walker makes 3-pt jump shot from 26 ft,19,16
54,1,4:28.0,M. Leonard makes 3-pt jump shot from 28 ft (assist by J. Winslow),,22,16
55,1,4:16.0,,K. Walker misses 3-pt jump shot from 27 ft,22,16
56,1,4:14.0,Defensive rebound by B. Adebayo,,22,16
57,1,4:03.0,Personal foul by D. Theis (drawn by M. Leonard),,22,16
58,1,3:51.0,M. Leonard misses 2-pt jump shot from 15 ft,,22,16
59,1,3:48.0,,Defensive rebound by J. Brown,22,16
60,1,3:41.0,,J. Brown misses 3-pt jump shot from 23 ft,22,16
61,1,3:37.0,Defensive rebound by M. Leonard,,22,16
62,1,3:33.0,J. Winslow misses 3-pt jump shot from 27 ft,,22,16
63,1,3:30.0,,Defensive rebound by J. Green,22,16
64,1,3:23.0,,K. Walker misses 2-pt jump shot from 9 ft,22,16
65,1,3:20.0,Defensive rebound by M. Leonard,,22,16
66,1,3:04.0,D. Robinson misses 3-pt jump shot from 25 ft,,22,16
67,1,3:02.0,Offensive rebound by J. Butler,,22,16
68,1,2:58.0,D. Robinson misses 3-pt jump shot from 27 ft,,22,16
69,1,2:55.0,,Defensive rebound by D. Theis,22,16
70,1,2:42.0,,J. Brown misses 2-pt jump shot from 11 ft,22,16
71,1,2:37.0,Defensive rebound by B. Adebayo,,22,16
72,1,2:34.0,Miami full timeout,,22,16
73,1,2:34.0,T. Herro enters the game for M. Leonard,,22,16
74,1,2:34.0,K. Olynyk enters the game for D. Robinson,,22,16
75,1,2:34.0,,E. Freedom enters the game for D. Theis,22,16
76,1,2:34.0,,B. Wanamaker enters the game for K. Walker,22,16
77,1,2:19.0,J. Butler makes 2-pt jump shot from 17 ft,,24,16
78,1,2:03.0,,J. Brown makes 2-pt jump shot from 19 ft (assist by B. Wanamaker),24,18
79,1,1:54.0,J. Butler makes 2-pt dunk from 7 ft (assist by T. Herro),,26,18
80,1,1:54.0,Shooting foul by J. Green (drawn by J. Butler),,26,18
81,1,1:54.0,J. Butler misses free throw 1 of 1,,26,18
82,1,1:54.0,,Defensive rebound by R. Williams,26,18
83,1,1:31.0,,E. Freedom makes 2-pt hook shot from 5 ft,26,20
84,1,1:18.0,K. Olynyk misses 3-pt jump shot from 27 ft,,26,20
85,1,1:16.0,,Defensive rebound by J. Green,26,20
86,1,1:05.0,,Turnover by B. Wanamaker (bad pass; steal by J. Butler),26,20
87,1,1:00.0,J. Winslow misses 2-pt layup from 3 ft,,26,20
88,1,0:59.0,Offensive rebound by J. Butler,,26,20
89,1,0:59.0,J. Butler makes 2-pt dunk at rim,,28,20
90,1,0:48.0,,B. Wanamaker misses 2-pt layup from 5 ft,28,20
91,1,0:48.0,Defensive rebound by J. Butler,,28,20
92,1,0:40.0,T. Herro misses 3-pt jump shot from 23 ft,,28,20
93,1,0:37.0,Offensive rebound by J. Winslow,,28,20
94,1,0:35.0,K. Olynyk misses 3-pt jump shot from 26 ft,,28,20
95,1,0:32.0,,Defensive rebound by R. Williams,28,20
96,1,0:11.0,,B. Wanamaker misses 2-pt jump shot from 13 ft (block by T. Herro),28,20
97,1,0:08.0,Defensive rebound by K. Olynyk,,28,20
98,2,11:47.0,D. Jones misses 2-pt layup from 3 ft,,28,20
99,2,11:45.0,,Defensive rebound by S. Ojeleye,28,20
100,2,11:32.0,,Turnover by J. Tatum (bad pass; steal by K. Olynyk),28,20
101,2,11:32.0,Turnover by D. Jones (bad pass),,28,20
102,2,11:15.0,,Shooting foul by K. Nunn (drawn by J. Tatum),28,20
103,2,11:15.0,,J. Tatum makes free throw 1 of 2,28,21
104,2,11:15.0,,J. Tatum misses free throw 2 of 2,28,21
105,2,11:15.0,Defensive rebound by J. Winslow,,28,21
106,2,11:06.0,Personal foul by S. Ojeleye (drawn by K. Olynyk),,28,21
107,2,10:59.0,K. Nunn misses 2-pt layup from 2 ft,,28,21
108,2,10:57.0,,Defensive rebound by E. Freedom,28,21
109,2,10:41.0,,J. Tatum misses 3-pt jump shot from 25 ft,28,21
110,2,10:38.0,Defensive rebound by J. Winslow,,28,21
111,2,10:31.0,T. Herro makes 3-pt jump shot from 25 ft,,31,21
112,2,10:15.0,,S. Ojeleye misses 3-pt jump shot from 23 ft,31,21
113,2,10:14.0,Defensive rebound by K. Nunn,,31,21
114,2,10:03.0,K. Nunn misses 3-pt jump shot from 28 ft,,31,21
115,2,9:59.0,,Defensive rebound by J. Tatum,31,21
116,2,9:49.0,,C. Edwards misses 3-pt jump shot from 28 ft,31,21
117,2,9:45.0,Defensive rebound by D. Jones,,31,21
118,2,9:33.0,Turnover by T. Herro (lost ball; steal by C. Edwards),,31,21
119,2,9:29.0,,B. Wanamaker makes 3-pt jump shot from 27 ft (assist by C. Edwards),31,24
120,2,9:03.0,J. Winslow misses 2-pt layup from 4 ft,,31,24
121,2,9:00.0,Offensive rebound by D. Jones,,31,24
122,2,8:59.0,J. Winslow makes 2-pt layup from 2 ft (assist by D. Jones),,33,24
123,2,8:44.0,,B. Wanamaker misses 3-pt jump shot from 25 ft,33,24
124,2,8:41.0,Defensive rebound by J. Winslow,,33,24
125,2,8:33.0,K. Olynyk makes 2-pt layup from 2 ft (assist by J. Winslow),,35,24
126,2,8:14.0,,Turnover by J. Tatum (bad pass; steal by K. Nunn),35,24
127,2,8:10.0,T. Herro misses 3-pt jump shot from 25 ft,,35,24
128,2,8:07.0,,Defensive rebound by S. Ojeleye,35,24
129,2,8:06.0,,Personal foul by T. Herro (drawn by S. Ojeleye),35,24
130,2,8:06.0,,Boston full timeout,35,24
131,2,8:06.0,,D. Theis enters the game for E. Freedom,35,24
132,2,7:46.0,,Shooting foul by J. Winslow (drawn by J. Tatum),35,24
133,2,7:46.0,,J. Tatum makes free throw 1 of 2,35,25
134,2,7:46.0,,J. Tatum makes free throw 2 of 2,35,26
135,2,7:26.0,J. Winslow makes 2-pt jump shot from 15 ft (assist by K. Olynyk),,37,26
136,2,7:09.0,,J. Tatum makes 3-pt jump shot from 26 ft (assist by D. Theis),37,29
137,2,6:54.0,Turnover by J. Winslow (lost ball; steal by B. Wanamaker),,37,29
138,2,6:47.0,,J. Tatum makes 2-pt layup from 3 ft (assist by B. Wanamaker),37,31
139,2,6:41.0,Miami full timeout,,37,31
140,2,6:41.0,B. Adebayo enters the game for D. Jones,,37,31
141,2,6:41.0,,K. Walker enters the game for B. Wanamaker,37,31
142,2,6:26.0,T. Herro misses 2-pt jump shot from 17 ft,,37,31
143,2,6:22.0,,Defensive rebound by J. Tatum,37,31
144,2,6:12.0,,K. Walker makes 3-pt jump shot from 26 ft (assist by J. Tatum),37,34
145,2,5:57.0,J. Winslow misses 2-pt jump shot from 8 ft (block by J. Tatum),,37,34
146,2,5:56.0,,Defensive rebound by S. Ojeleye,37,34
147,2,5:49.0,,Personal foul by K. Olynyk (drawn by K. Walker),37,34
148,2,5:49.0,J. Butler enters the game for T. Herro,,37,34
149,2,5:49.0,D. Robinson enters the game for J. Winslow,,37,34
150,2,5:41.0,,D. Theis misses 2-pt hook shot from 7 ft,37,34
151,2,5:38.0,Defensive rebound by J. Butler,,37,34
