,QUARTER,TIME_REMAINING,GOLDEN STATE_ACTION,MINNESOTA_ACTION,GOLDEN STATE_SCORE,MINNESOTA_SCORE
34,1,7:00.0,,Turnover by S. Napier (bad pass; steal by D. Green),13,11
35,1,6:56.0,Turnover by A. Burks (bad pass; steal by J. Culver),,13,11
36,1,6:51.0,,K. Martin misses 3-pt jump shot from 26 ft,13,11
37,1,6:49.0,,Offensive rebound by S. Napier,13,11
38,1,6:49.0,,S. Napier makes 2-pt layup at rim,13,13
39,1,6:28.0,Offensive foul by A. Burks (drawn by G. Dieng),,13,13
40,1,6:28.0,Turnover by A. Burks (offensive foul),,13,13
41,1,6:28.0,,Minnesota full timeout,13,13
42,1,6:28.0,,J. Okogie enters the game for J. Culver,13,13
43,1,6:17.0,,S. Napier makes 2-pt layup from 1 ft,13,15
44,1,6:02.0,D. Lee misses 2-pt layup from 3 ft (block by R. Covington),,13,15
45,1,5:59.0,Offensive rebound by O. Spellman,,13,15
46,1,5:57.0,D. Green misses 3-pt jump shot from 22 ft,,13,15
47,1,5:54.0,,Defensive rebound by J. Okogie,13,15
48,1,5:42.0,,G. Dieng makes 2-pt dunk from 1 ft (assist by J. Okogie),13,17
49,1,5:26.0,Personal foul by K. Martin (drawn by A. Burks),,13,17
50,1,5:26.0,K. Bowman enters the game for A. Burks,,13,17
51,1,5:26.0,E. Paschall enters the game for O. Spellman,,13,17
52,1,5:15.0,E. Paschall misses 3-pt jump shot from 25 ft,,13,17
53,1,5:13.0,,Defensive rebound by K. Martin,13,17
54,1,5:05.0,,Shooting foul by K. Bowman (drawn by S. Napier),13,17
55,1,5:05.0,,S. Napier makes free throw 1 of 2,13,18
56,1,5:05.0,,S. Napier makes free throw 2 of 2,13,19
57,1,4:48.0,E. Paschall misses 2-pt layup from 6 ft,,13,19
58,1,4:46.0,,Defensive rebound by K. Martin,13,19
59,1,4:27.0,,J. Okogie misses 3-pt jump shot from 25 ft,13,19
60,1,4:24.0,Defensive rebound by D. Green,,13,19
61,1,4:16.0,D. Lee misses 3-pt jump shot from 25 ft,,13,19
62,1,4:13.0,Offensive rebound by E. Paschall,,13,19
63,1,3:59.0,G. Robinson misses 2-pt jump shot from 8 ft (block by J. Okogie),,13,19
64,1,3:59.0,Offensive rebound by Team,,13,19
65,1,3:59.0,Turnover by Team (shot clock),,13,19
66,1,3:59.0,,K. Bates-Diop enters the game for R. Covington,13,19
67,1,3:59.0,,N. Reid enters the game for G. Dieng,13,19
68,1,3:42.0,,K. Martin makes 3-pt jump shot from 25 ft,13,22
69,1,3:18.0,D. Green misses 3-pt jump shot from 27 ft,,13,22
70,1,3:15.0,,Defensive rebound by N. Reid,13,22
71,1,3:11.0,,K. Martin misses 2-pt jump shot from 7 ft,13,22
72,1,3:09.0,Defensive rebound by E. Paschall,,13,22
73,1,3:05.0,Turnover by E. Paschall (bad pass; steal by S. Napier),,13,22
74,1,3:01.0,,N. Reid makes 3-pt jump shot from 25 ft (assist by J. Okogie),13,25
75,1,2:58.0,Golden State full timeout,,13,25
76,1,2:58.0,M. Chriss enters the game for D. Green,,13,25
77,1,2:58.0,J. Evans enters the game for D. Lee,,13,25
78,1,2:58.0,O. Spellman enters the game for G. Robinson,,13,25
79,1,2:58.0,,J. Culver enters the game for K. Martin,13,25
80,1,2:58.0,,J. McLaughlin enters the game for S. Napier,13,25
81,1,2:43.0,J. Evans makes 2-pt jump shot from 17 ft (assist by M. Chriss),,15,25
82,1,2:27.0,,J. Okogie makes 2-pt layup from 2 ft (assist by J. McLaughlin),15,27
83,1,2:11.0,E. Paschall makes 2-pt jump shot from 15 ft (assist by M. Chriss),,17,27
84,1,1:48.0,,J. Culver misses 2-pt layup from 2 ft,17,27
85,1,1:46.0,Defensive rebound by O. Spellman,,17,27
86,1,1:32.0,E. Paschall misses 3-pt jump shot from 26 ft,,17,27
87,1,1:29.0,,Defensive rebound by N. Reid,17,27
88,1,1:24.0,,K. Bates-Diop misses 2-pt layup from 2 ft,17,27
89,1,1:21.0,,Offensive rebound by Team,17,27
90,1,1:21.0,Loose ball foul by M. Chriss (drawn by K. Bates-Diop),,17,27
91,1,1:16.0,,N. Reid misses 3-pt jump shot from 26 ft,17,27
92,1,1:12.0,Defensive rebound by M. Chriss,,17,27
93,1,1:01.0,K. Bowman misses 2-pt layup from 4 ft,,17,27
94,1,0:59.0,,Defensive rebound by K. Bates-Diop,17,27
95,1,0:53.0,,J. McLaughlin misses 2-pt layup from 3 ft (block by M. Chriss),17,27
96,1,0:50.0,,Offensive rebound by J. Okogie,17,27
97,1,0:50.0,,J. Okogie makes 2-pt layup at rim,17,29
98,1,0:38.0,E. Paschall makes 2-pt layup from 1 ft,,19,29
99,1,0:32.0,,J. Okogie makes 3-pt jump shot from 25 ft,19,32
100,1,0:21.0,Personal foul by J. Okogie (drawn by E. Paschall),,19,32
101,1,0:14.0,J. Evans misses 2-pt jump shot from 19 ft,,19,32
102,1,0:12.0,,Defensive rebound by J. Okogie,19,32
103,1,0:01.0,,K. Bates-Diop misses 2-pt layup from 2 ft,19,32
104,1,0:01.0,,Offensive rebound by Team,19,32
105,1,0:00.0,,Shooting foul by M. Chriss (drawn by K. Bates-Diop),19,32
106,1,0:00.0,,Instant Replay (Request: Ruling Stands),19,32
107,1,0:00.0,Golden State full timeout,,19,32
108,1,0:00.0,Instant Replay (Challenge: Ruling Stands),,19,32
109,1,0:00.0,,K. Bates-Diop makes free throw 1 of 3,19,33
110,1,0:00.0,,K. Bates-Diop makes free throw 2 of 3,19,34
111,1,0:00.0,,K. Bates-Diop misses free throw 3 of 3,19,34
112,1,0:00.0,Defensive rebound by O. Spellman,,19,34
113,2,11:45.0,Shooting foul by K. Bates-Diop (drawn by E. Paschall),,19,34
114,2,11:45.0,E. Paschall misses free throw 1 of 2,,19,34
115,2,11:45.0,Offensive rebound by Team,,19,34
116,2,11:45.0,E. Paschall makes free throw 2 of 2,,20,34
117,2,11:31.0,,N. Reid makes 3-pt jump shot from 25 ft (assist by J. McLaughlin),20,37
118,2,11:08.0,E. Paschall makes 2-pt dunk from 1 ft (assist by A. Smailagić),,22,37
119,2,10:53.0,,Personal foul by A. Smailagić (drawn by J. Okogie),22,37
120,2,10:46.0,,Turnover by J. McLaughlin (bad pass; steal by K. Bowman),22,37
121,2,10:31.0,Shooting foul by N. Reid (drawn by A. Smailagić),,22,37
122,2,10:31.0,A. Smailagić makes free throw 1 of 2,,23,37
123,2,10:31.0,A. Smailagić makes free throw 2 of 2,,24,37
124,2,10:21.0,,N. Reid makes 3-pt jump shot from 26 ft (assist by J. McLaughlin),24,40
125,2,10:04.0,Shooting foul by J. Culver (drawn by J. Evans),,24,40
126,2,10:04.0,J. Evans makes free throw 1 of 2,,25,40
127,2,10:04.0,J. Evans makes free throw 2 of 2,,26,40
128,2,9:50.0,,K. Bates-Diop makes 2-pt dunk from 2 ft (assist by N. Reid),26,42
129,2,9:49.0,Golden State full timeout,,26,42
130,2,9:49.0,,J. Nowell enters the game for J. Culver,26,42
131,2,9:39.0,A. Smailagić misses 3-pt jump shot from 23 ft,,26,42
132,2,9:37.0,,Defensive rebound by K. Bates-Diop,26,42
133,2,9:22.0,,J. Okogie misses 3-pt jump shot from 25 ft,26,42
134,2,9:20.0,Defensive rebound by A. Burks,,26,42
135,2,9:14.0,Personal foul by J. McLaughlin (drawn by A. Burks),,26,42
136,2,9:09.0,K. Bowman misses 2-pt jump shot from 15 ft,,26,42
137,2,9:04.0,,Defensive rebound by N. Reid,26,42
138,2,8:50.0,,K. Bates-Diop misses 2-pt hook shot from 7 ft,26,42
139,2,8:50.0,Defensive rebound by Team,,26,42
140,2,8:50.0,,Loose ball foul by J. Okogie (drawn by A. Smailagić),26,42
141,2,8:50.0,A. Smailagić misses free throw 1 of 2,,26,42
142,2,8:50.0,Offensive rebound by Team,,26,42
143,2,8:50.0,A. Smailagić makes free throw 2 of 2,,27,42
144,2,8:31.0,,J. McLaughlin misses 2-pt jump shot from 10 ft,27,42
145,2,8:30.0,Defensive rebound by A. Smailagić,,27,42
146,2,8:21.0,E. Paschall misses 2-pt layup from 3 ft,,27,42
147,2,8:19.0,,Defensive rebound by K. Bates-Diop,27,42
148,2,8:10.0,,J. Nowell misses 2-pt jump shot from 4 ft,27,42
149,2,8:08.0,Defensive rebound by A. Burks,,27,42
150,2,8:04.0,Shooting foul by K. Bates-Diop (drawn by J. Evans),,27,42
151,2,8:04.0,J. Evans makes free throw 1 of 2,,28,42
152,2,8:04.0,,K. Martin enters the game for J. McLaughlin,28,42
153,2,8:04.0,,S. Napier enters the game for J. Okogie,28,42
154,2,8:04.0,J. Evans misses free throw 2 of 2,,28,42
155,2,8:01.0,,Defensive rebound by N. Reid,28,42
156,2,7:56.0,,Personal foul by A. Smailagić (drawn by N. Reid),28,42
157,2,7:46.0,,J. Nowell misses 2-pt layup from 2 ft,28,42
158,2,7:43.0,,Offensive rebound by J. Nowell,28,42
159,2,7:41.0,,K. Martin makes 2-pt jump shot from 14 ft (assist by J. Nowell),28,44
160,2,7:30.0,Offensive foul by E. Paschall (drawn by S. Napier),,28,44
161,2,7:30.0,Turnover by E. Paschall (offensive foul),,28,44
162,2,7:30.0,M. Chriss enters the game for A. Burks,,28,44
163,2,7:30.0,D. Lee enters the game for A. Smailagić,,28,44
164,2,7:13.0,,J. Nowell misses 2-pt jump shot from 10 ft,28,44
165,2,7:11.0,Defensive rebound by J. Evans,,28,44
166,2,7:06.0,J. Evans misses 2-pt layup at rim,,28,44
167,2,7:04.0,,Defensive rebound by Team,28,44
168,2,6:50.0,,Offensive foul by S. Napier (drawn by J. Evans),28,44
169,2,6:50.0,,Turnover by S. Napier (offensive foul),28,44
170,2,6:50.0,D. Green enters the game for E. Paschall,,28,44
171,2,6:50.0,,R. Covington enters the game for K. Bates-Diop,28,44
172,2,6:50.0,,G. Dieng enters the game for N. Reid,28,44
173,2,6:36.0,Turnover by D. Green (bad pass; steal by R. Covington),,28,44
174,2,6:25.0,,R. Covington misses 3-pt jump shot from 25 ft,28,44
175,2,6:22.0,Defensive rebound by D. Green,,28,44
176,2,6:10.0,D. Lee misses 3-pt jump shot from 25 ft,,28,44
177,2,6:10.0,,Defensive rebound by Team,28,44
178,2,6:10.0,Loose ball foul by D. Green (drawn by R. Covington),,28,44
179,2,6:10.0,G. Robinson enters the game for J. Evans,,28,44
180,2,5:55.0,,R. Covington makes 3-pt jump shot from 27 ft,28,47
181,2,5:39.0,K. Bowman misses 3-pt jump shot from 26 ft,,28,47
182,2,5:35.0,,Defensive rebound by K. Martin,28,47
183,2,5:24.0,,J. Nowell misses 3-pt jump shot from 25 ft,28,47
184,2,5:21.0,Defensive rebound by G. Robinson,,28,47
185,2,5:14.0,M. Chriss makes 2-pt layup from 1 ft (assist by D. Green),,30,47
186,2,5:13.0,,Minnesota full timeout,30,47
187,2,5:13.0,,J. Culver enters the game for J. Nowell,30,47
188,2,4:53.0,,K. Martin misses 2-pt jump shot from 20 ft,30,47
189,2,4:51.0,Defensive rebound by M. Chriss,,30,47
190,2,4:38.0,D. Lee misses 3-pt jump shot from 25 ft,,30,47
191,2,4:36.0,,Defensive rebound by K. Martin,30,47
192,2,4:27.0,,R. Covington makes 2-pt dunk from 1 ft (assist by S. Napier),30,49
193,2,4:17.0,Shooting foul by G. Dieng (drawn by M. Chriss),,30,49
194,2,4:17.0,M. Chriss misses free throw 1 of 2,,30,49
195,2,4:17.0,Offensive rebound by Team,,30,49
196,2,4:17.0,A. Burks enters the game for K. Bowman,,30,49
197,2,4:17.0,M. Chriss misses free throw 2 of 2,,30,49
198,2,4:15.0,,Defensive rebound by K. Martin,30,49
199,2,4:07.0,,J. Culver misses 2-pt layup from 3 ft,30,49
200,2,4:05.0,Defensive rebound by D. Lee,,30,49
201,2,4:00.0,G. Robinson makes 2-pt jump shot from 20 ft (assist by D. Lee),,32,49
202,2,3:43.0,,R. Covington makes 2-pt layup from 3 ft (assist by S. Napier),32,51
203,2,3:23.0,M. Chriss misses 2-pt hook shot from 5 ft,,32,51
204,2,3:21.0,,Defensive rebound by R. Covington,32,51
205,2,3:09.0,,Shooting foul by A. Burks (drawn by K. Martin),32,51
206,2,3:09.0,,K. Martin makes free throw 1 of 3,32,52
207,2,3:09.0,,K. Martin makes free throw 2 of 3,32,53
208,2,3:09.0,,K. Martin makes free throw 3 of 3,32,54
209,2,2:57.0,Offensive foul by A. Burks (drawn by G. Dieng),,32,54
210,2,2:57.0,Turnover by A. Burks (offensive foul),,32,54
211,2,2:46.0,,Turnover by G. Dieng (lost ball; steal by D. Lee),32,54
212,2,2:41.0,D. Lee makes 2-pt layup from 1 ft (assist by M. Chriss),,34,54
213,2,2:26.0,,K. Martin makes 2-pt jump shot from 7 ft (assist by R. Covington),34,56
214,2,2:07.0,G. Robinson makes 3-pt jump shot from 26 ft (assist by D. Green),,37,56
215,2,1:42.0,,R. Covington makes 2-pt layup from 1 ft (assist by S. Napier),37,58
216,2,1:28.0,A. Burks makes 2-pt jump shot from 12 ft,,39,58
217,2,1:12.0,,J. Culver misses 3-pt jump shot from 26 ft,39,58
218,2,1:10.0,Defensive rebound by G. Robinson,,39,58
219,2,0:58.0,Offensive foul by D. Lee (drawn by J. Culver),,39,58
220,2,0:58.0,Turnover by D. Lee (offensive foul),,39,58
221,2,0:58.0,J. Evans enters the game for A. Burks,,39,58
222,2,0:36.0,,K. Martin misses 2-pt jump shot from 18 ft,39,58
223,2,0:30.0,,Offensive rebound by J. Culver,39,58
224,2,0:20.0,,K. Martin misses 3-pt jump shot from 23 ft,39,58
225,2,0:18.0,Defensive rebound by J. Evans,,39,58
226,2,0:03.0,Shooting foul by S. Napier (drawn by D. Lee),,39,58
227,2,0:03.0,K. Bowman enters the game for M. Chriss,,39,58
228,2,0:03.0,D. Lee makes free throw 1 of 2,,40,58
229,2,0:03.0,D. Lee makes free throw 2 of 2,,41,58
230,2,0:00.0,,G. Dieng misses 3-pt jump shot from 36 ft,41,58
231,2,0:00.0,,Offensive rebound by Team,41,58
232,3,11:50.0,D. Lee misses 3-pt jump shot from 26 ft,,41,58
233,3,11:47.0,,Defensive rebound by G. Dieng,41,58
234,3,11:33.0,,Turnover by S. Napier (bad pass; steal by D. Lee),41,58
235,3,11:24.0,Violation by Team (kicked ball),,41,58
236,3,11:15.0,,K. Martin misses 3-pt jump shot from 26 ft,41,58
237,3,11:12.0,Defensive rebound by G. Robinson,,41,58
238,3,10:58.0,M. Chriss makes 2-pt jump shot from 9 ft (assist by D. Lee),,43,58
239,3,10:46.0,,J. Culver makes 2-pt layup from 1 ft,43,60
240,3,10:34.0,G. Robinson makes 2-pt jump shot from 20 ft,,45,60
241,3,10:18.0,,K. Martin misses 2-pt layup from 2 ft,45,60
242,3,10:16.0,Defensive rebound by M. Chriss,,45,60
243,3,10:08.0,D. Lee misses 2-pt jump shot from 10 ft,,45,60
244,3,10:04.0,,Defensive rebound by R. Covington,45,60
245,3,10:01.0,,J. Culver misses 3-pt jump shot from 25 ft,45,60
246,3,9:56.0,,Offensive rebound by G. Dieng,45,60
247,3,9:55.0,,R. Covington misses 3-pt jump shot from 25 ft,45,60
248,3,9:53.0,,Offensive rebound by J. Culver,45,60
249,3,9:52.0,,J. Culver makes 2-pt layup from 1 ft,45,62
250,3,9:51.0,Golden State full timeout,,45,62
251,3,9:41.0,G. Robinson makes 2-pt jump shot from 19 ft (assist by D. Green),,47,62
252,3,9:14.0,,Turnover by Team (shot clock),47,62
253,3,9:02.0,Shooting foul by J. Culver (drawn by G. Robinson),,47,62
254,3,9:02.0,G. Robinson misses free throw 1 of 2,,47,62
255,3,9:02.0,Offensive rebound by Team,,47,62
256,3,9:02.0,G. Robinson makes free throw 2 of 2,,48,62
257,3,8:44.0,,G. Dieng makes 2-pt layup from 1 ft (assist by S. Napier),48,64
258,3,8:29.0,D. Green misses 3-pt jump shot from 26 ft,,48,64
259,3,8:27.0,,Defensive rebound by R. Covington,48,64
260,3,8:12.0,,J. Culver makes 2-pt jump shot from 14 ft,48,66
261,3,8:01.0,Turnover by A. Burks (lost ball; steal by R. Covington),,48,66
262,3,7:53.0,,R. Covington makes 3-pt jump shot from 24 ft (assist by J. Culver),48,69
263,3,7:37.0,G. Robinson makes 2-pt jump shot from 16 ft,,50,69
264,3,7:21.0,,J. Culver misses 3-pt jump shot from 25 ft,50,69
265,3,7:18.0,Defensive rebound by M. Chriss,,50,69
266,3,7:15.0,G. Robinson misses 3-pt jump shot from 25 ft,,50,69
267,3,7:11.0,,Defensive rebound by S. Napier,50,69
268,3,7:08.0,,Shooting foul by A. Burks (drawn by J. Culver),50,69
269,3,7:08.0,K. Bowman enters the game for A. Burks,,50,69
270,3,7:08.0,J. Evans enters the game for M. Chriss,,50,69
271,3,7:08.0,E. Paschall enters the game for D. Lee,,50,69
272,3,7:08.0,,J. Okogie enters the game for K. Martin,50,69
273,3,7:08.0,,J. Culver misses free throw 1 of 2,50,69
274,3,7:08.0,,Offensive rebound by Team,50,69
275,3,7:08.0,,J. Culver makes free throw 2 of 2,50,70
276,3,6:55.0,J. Evans makes 2-pt jump shot from 14 ft (assist by D. Green),,52,70
277,3,6:37.0,,J. Culver makes 3-pt jump shot from 26 ft (assist by S. Napier),52,73
278,3,6:25.0,E. Paschall misses 3-pt jump shot from 25 ft,,52,73
279,3,6:21.0,Offensive rebound by G. Robinson,,52,73
280,3,6:21.0,Turnover by G. Robinson (step out of bounds),,52,73
281,3,5:57.0,,R. Covington misses 3-pt jump shot from 26 ft,52,73
282,3,5:54.0,,Offensive rebound by G. Dieng,52,73
283,3,5:48.0,,Turnover by J. Okogie (lost ball; steal by K. Bowman),52,73
284,3,5:48.0,Personal take foul by G. Dieng (drawn by J. Evans),,52,73
285,3,5:40.0,G. Robinson misses 2-pt jump shot from 20 ft,,52,73
286,3,5:37.0,,Defensive rebound by G. Dieng,52,73
287,3,5:28.0,,Shooting foul by G. Robinson (drawn by S. Napier),52,73
288,3,5:28.0,,S. Napier makes free throw 1 of 2,52,74
289,3,5:28.0,A. Smailagić enters the game for D. Green,,52,74
290,3,5:28.0,,S. Napier misses free throw 2 of 2,52,74
291,3,5:27.0,Defensive rebound by A. Smailagić,,52,74
292,3,5:08.0,G. Robinson makes 2-pt jump shot from 12 ft (assist by J. Evans),,54,74
293,3,4:55.0,,R. Covington misses 3-pt jump shot from 25 ft,54,74
294,3,4:53.0,Defensive rebound by J. Evans,,54,74
295,3,4:42.0,E. Paschall misses 2-pt jump shot from 17 ft,,54,74
296,3,4:38.0,,Defensive rebound by R. Covington,54,74
297,3,4:30.0,,Turnover by S. Napier (bad pass; steal by K. Bowman),54,74
298,3,4:27.0,E. Paschall misses 2-pt layup from 1 ft,,54,74
299,3,4:25.0,Offensive rebound by A. Smailagić,,54,74
300,3,4:25.0,A. Smailagić misses 2-pt layup at rim,,54,74
301,3,4:24.0,,Defensive rebound by R. Covington,54,74
302,3,4:16.0,,Minnesota full timeout,54,74
303,3,4:16.0,,K. Bates-Diop enters the game for R. Covington,54,74
304,3,4:16.0,,J. McLaughlin enters the game for G. Dieng,54,74
305,3,4:16.0,,N. Reid enters the game for S. Napier,54,74
306,3,4:08.0,,Turnover by J. Culver (out of bounds lost ball),54,74
307,3,3:52.0,G. Robinson misses 3-pt jump shot from 25 ft,,54,74
308,3,3:49.0,,Defensive rebound by J. McLaughlin,54,74
309,3,3:43.0,,Personal foul by K. Bowman (drawn by J. Okogie),54,74
310,3,3:43.0,O. Spellman enters the game for G. Robinson,,54,74
311,3,3:29.0,,J. Culver misses 3-pt jump shot from 27 ft,54,74
312,3,3:24.0,Defensive rebound by E. Paschall,,54,74
313,3,3:16.0,O. Spellman makes 3-pt jump shot from 26 ft (assist by K. Bowman),,57,74
314,3,3:02.0,,K. Bates-Diop makes 3-pt jump shot from 23 ft (assist by J. Okogie),57,77
315,3,2:46.0,Turnover by O. Spellman (traveling),,57,77
316,3,2:40.0,,K. Bates-Diop makes 2-pt layup from 4 ft (assist by J. McLaughlin),57,79
317,3,2:23.0,E. Paschall makes 2-pt layup at rim (assist by K. Bowman),,59,79
318,3,2:07.0,,N. Reid misses 2-pt hook shot from 6 ft,59,79
319,3,2:05.0,Defensive rebound by K. Bowman,,59,79
320,3,1:57.0,K. Bowman makes 2-pt jump shot from 13 ft,,61,79
321,3,1:42.0,,Offensive foul by J. Culver (drawn by A. Smailagić),61,79
322,3,1:42.0,,Turnover by J. Culver (offensive foul),61,79
323,3,1:42.0,,J. Bell enters the game for J. Culver,61,79
324,3,1:27.0,Shooting foul by J. Okogie (drawn by A. Smailagić),,61,79
325,3,1:27.0,A. Smailagić makes free throw 1 of 2,,62,79
326,3,1:27.0,A. Smailagić makes free throw 2 of 2,,63,79
327,3,1:09.0,,Turnover by J. Bell (lost ball; steal by A. Smailagić),63,79
328,3,1:07.0,Turnover by A. Smailagić (bad pass; steal by J. Okogie),,63,79
329,3,1:04.0,,N. Reid misses 2-pt layup from 4 ft,63,79
330,3,1:01.0,,Offensive rebound by J. Bell,63,79
331,3,0:59.0,,J. Bell makes 2-pt dunk from 1 ft,63,81
332,3,0:48.0,E. Paschall makes 2-pt layup from 1 ft,,65,81
333,3,0:31.0,,J. Bell misses 3-pt jump shot from 23 ft,65,81
334,3,0:29.0,Defensive rebound by K. Bowman,,65,81
335,3,0:09.0,Shooting foul by K. Bates-Diop (drawn by O. Spellman),,65,81
336,3,0:09.0,O. Spellman makes free throw 1 of 2,,66,81
337,3,0:09.0,O. Spellman makes free throw 2 of 2,,67,81
338,3,0:01.0,,Shooting foul by O. Spellman (drawn by N. Reid),67,81
339,3,0:01.0,,N. Reid misses free throw 1 of 3,67,81
340,3,0:01.0,,Offensive rebound by Team,67,81
341,3,0:01.0,,N. Reid misses free throw 2 of 3,67,81
342,3,0:01.0,,Offensive rebound by Team,67,81
343,3,0:01.0,,N. Reid misses free throw 3 of 3,67,81
344,3,0:00.0,,Offensive rebound by N. Reid,67,81
345,4,11:45.0,,J. McLaughlin misses 2-pt layup from 2 ft,67,81
346,4,11:43.0,Defensive rebound by J. Evans,,67,81
347,4,11:33.0,K. Bowman makes 2-pt layup from 1 ft,,69,81
348,4,11:15.0,,N. Reid misses 3-pt jump shot from 23 ft,69,81
349,4,11:14.0,,Offensive rebound by J. Bell,69,81
350,4,11:14.0,,J. Bell misses 2-pt layup at rim,69,81
351,4,11:13.0,,Offensive rebound by J. Bell,69,81
352,4,11:13.0,,J. Bell misses 2-pt layup from 1 ft,69,81
353,4,11:12.0,Defensive rebound by E. Paschall,,69,81
354,4,11:05.0,E. Paschall makes 2-pt layup from 1 ft,,71,81
355,4,10:50.0,,J. Okogie misses 2-pt jump shot from 8 ft,71,81
356,4,10:48.0,Defensive rebound by E. Paschall,,71,81
357,4,10:37.0,Turnover by K. Bowman (lost ball; steal by J. McLaughlin),,71,81
358,4,10:36.0,,Personal foul by K. Bowman (drawn by J. McLaughlin),71,81
359,4,10:24.0,,J. McLaughlin misses 3-pt jump shot from 27 ft,71,81
360,4,10:21.0,Defensive rebound by E. Paschall,,71,81
361,4,10:15.0,Offensive foul by O. Spellman (drawn by J. McLaughlin),,71,81
362,4,10:15.0,Turnover by O. Spellman (offensive foul),,71,81
363,4,9:59.0,,Turnover by N. Reid (lost ball; steal by K. Bowman),71,81
364,4,9:50.0,A. Smailagić misses 3-pt jump shot from 25 ft,,71,81
365,4,9:47.0,,Defensive rebound by J. Bell,71,81
366,4,9:33.0,,J. Bell misses 2-pt hook shot from 3 ft,71,81
367,4,9:31.0,,Offensive rebound by J. Okogie,71,81
368,4,9:27.0,,K. Bates-Diop misses 3-pt jump shot from 26 ft,71,81
369,4,9:24.0,Defensive rebound by Team,,71,81
370,4,9:24.0,,S. Napier enters the game for J. McLaughlin,71,81
371,4,9:02.0,K. Bowman misses 2-pt jump shot from 14 ft,,71,81
372,4,8:56.0,,Defensive rebound by J. Okogie,71,81
373,4,8:44.0,,S. Napier makes 2-pt jump shot from 20 ft,71,83
374,4,8:23.0,O. Spellman makes 2-pt dunk from 1 ft,,73,83
375,4,8:23.0,Shooting foul by J. Bell (drawn by O. Spellman),,73,83
376,4,8:23.0,A. Burks enters the game for K. Bowman,,73,83
377,4,8:23.0,,R. Covington enters the game for J. Bell,73,83
378,4,8:23.0,,K. Martin enters the game for J. Okogie,73,83
379,4,8:23.0,O. Spellman makes free throw 1 of 1,,74,83
380,4,8:08.0,,Minnesota full timeout,74,83
381,4,7:59.0,,S. Napier misses 3-pt jump shot from 27 ft,74,83
382,4,7:58.0,,Offensive rebound by Team,74,83
383,4,7:58.0,Loose ball foul by A. Burks (drawn by N. Reid),,74,83
384,4,7:58.0,G. Robinson enters the game for A. Burks,,74,83
385,4,7:53.0,,S. Napier misses 3-pt jump shot from 28 ft,74,83
386,4,7:50.0,,Offensive rebound by R. Covington,74,83
387,4,7:45.0,,R. Covington makes 3-pt jump shot from 24 ft,74,86
388,4,7:19.0,A. Smailagić makes 2-pt layup from 1 ft,,76,86
