,QUARTER,TIME_REMAINING,PHILADELPHIA_ACTION,NEW YORK_ACTION,PHILADELPHIA_SCORE,NEW YORK_SCORE
34,1,7:07.0,,M. Morris misses 3-pt jump shot from 25 ft,6,15
35,1,7:05.0,Defensive rebound by J. Embiid,,6,15
36,1,6:57.0,J. Embiid misses 3-pt jump shot from 26 ft,,6,15
37,1,6:55.0,,Defensive rebound by J. Randle,6,15
38,1,6:43.0,,Turnover by J. Randle (traveling),6,15
39,1,6:43.0,T. Burke enters the game for J. Embiid,,6,15
40,1,6:43.0,N. Pelle enters the game for F. Korkmaz,,6,15
41,1,6:30.0,Offensive foul by N. Pelle (drawn by F. Ntilikina),,6,15
42,1,6:30.0,Turnover by N. Pelle (offensive foul),,6,15
43,1,6:30.0,,M. Robinson enters the game for T. Gibson,6,15
44,1,6:10.0,,J. Randle makes 2-pt dunk at rim,6,17
45,1,5:48.0,Turnover by T. Harris (lost ball; steal by J. Randle),,6,17
46,1,5:40.0,,J. Randle misses 3-pt jump shot from 25 ft,6,17
47,1,5:38.0,Defensive rebound by B. Simmons,,6,17
48,1,5:29.0,Shooting foul by R. Barrett (drawn by B. Simmons),,6,17
49,1,5:29.0,B. Simmons misses free throw 1 of 2,,6,17
50,1,5:29.0,Offensive rebound by Team,,6,17
51,1,5:29.0,B. Simmons makes free throw 2 of 2,,7,17
52,1,5:13.0,,Shooting foul by T. Harris (drawn by J. Randle),7,17
53,1,5:13.0,,J. Randle makes free throw 1 of 2,7,18
54,1,5:13.0,,J. Randle makes free throw 2 of 2,7,19
55,1,4:55.0,B. Simmons makes 2-pt dunk from 1 ft (assist by T. Harris),,9,19
56,1,4:39.0,,Turnover by J. Randle (lost ball; steal by T. Harris),9,19
57,1,4:31.0,Turnover by T. Burke (bad pass; steal by F. Ntilikina),,9,19
58,1,4:29.0,,R. Barrett makes 2-pt dunk from 1 ft (assist by F. Ntilikina),9,21
59,1,4:12.0,M. Thybulle misses 3-pt jump shot from 25 ft,,9,21
60,1,4:11.0,,Defensive rebound by R. Barrett,9,21
61,1,4:02.0,,R. Barrett makes 2-pt layup from 1 ft,9,23
62,1,3:41.0,B. Simmons misses 2-pt layup from 3 ft (block by M. Robinson),,9,23
63,1,3:40.0,Offensive rebound by Team,,9,23
64,1,3:40.0,J. Ennis enters the game for T. Harris,,9,23
65,1,3:40.0,M. Scott enters the game for M. Thybulle,,9,23
66,1,3:40.0,,D. Smith enters the game for M. Morris,9,23
67,1,3:35.0,T. Burke makes 3-pt jump shot from 28 ft (assist by N. Pelle),,12,23
68,1,3:26.0,,F. Ntilikina misses 2-pt dunk from 2 ft (block by N. Pelle),12,23
69,1,3:24.0,,Offensive rebound by Team,12,23
70,1,3:24.0,J. Embiid enters the game for N. Pelle,,12,23
71,1,3:11.0,,F. Ntilikina makes 2-pt jump shot from 22 ft (assist by D. Smith),12,25
72,1,2:58.0,J. Embiid makes 2-pt layup from 2 ft,,14,25
73,1,2:58.0,Shooting foul by M. Robinson (drawn by J. Embiid),,14,25
74,1,2:58.0,F. Korkmaz enters the game for T. Burke,,14,25
75,1,2:58.0,R. Neto enters the game for B. Simmons,,14,25
76,1,2:58.0,,B. Portis enters the game for J. Randle,14,25
77,1,2:58.0,J. Embiid misses free throw 1 of 1,,14,25
78,1,2:56.0,,Defensive rebound by Team,14,25
79,1,2:40.0,,F. Ntilikina misses 2-pt jump shot from 19 ft,14,25
80,1,2:38.0,,Offensive rebound by M. Robinson,14,25
81,1,2:36.0,,M. Robinson misses 2-pt layup from 3 ft (block by J. Embiid),14,25
82,1,2:34.0,Defensive rebound by F. Korkmaz,,14,25
83,1,2:31.0,Personal foul by M. Robinson (drawn by J. Embiid),,14,25
84,1,2:31.0,J. Embiid makes free throw 1 of 2,,15,25
85,1,2:31.0,J. Embiid makes free throw 2 of 2,,16,25
86,1,2:15.0,,Personal foul by J. Embiid (drawn by M. Robinson),16,25
87,1,2:15.0,,W. Ellington enters the game for F. Ntilikina,16,25
88,1,2:02.0,,B. Portis misses 2-pt hook shot from 10 ft,16,25
89,1,2:00.0,Defensive rebound by J. Ennis,,16,25
90,1,1:43.0,M. Scott misses 3-pt jump shot from 23 ft,,16,25
91,1,1:41.0,Offensive rebound by J. Ennis,,16,25
92,1,1:34.0,Shooting foul by D. Smith (drawn by J. Embiid),,16,25
93,1,1:34.0,J. Embiid makes free throw 1 of 2,,17,25
94,1,1:34.0,J. Embiid makes free throw 2 of 2,,18,25
95,1,1:21.0,,R. Barrett misses 2-pt layup from 3 ft (block by J. Ennis),18,25
96,1,1:19.0,Defensive rebound by J. Ennis,,18,25
97,1,1:09.0,F. Korkmaz misses 3-pt jump shot from 26 ft,,18,25
98,1,1:07.0,,Defensive rebound by W. Ellington,18,25
99,1,0:49.0,,R. Barrett makes 2-pt jump shot from 8 ft,18,27
100,1,0:49.0,,Shooting foul by F. Korkmaz (drawn by R. Barrett),18,27
101,1,0:49.0,,R. Barrett makes free throw 1 of 1,18,28
102,1,0:25.0,F. Korkmaz misses 3-pt jump shot from 27 ft,,18,28
103,1,0:23.0,Offensive rebound by Team,,18,28
104,1,0:23.0,,D. Dotson enters the game for R. Barrett,18,28
105,1,0:13.0,J. Embiid misses 2-pt jump shot from 11 ft,,18,28
106,1,0:11.0,,Defensive rebound by D. Smith,18,28
107,1,0:03.0,,D. Dotson makes 3-pt jump shot from 23 ft (assist by W. Ellington),18,31
108,1,0:00.0,R. Neto misses 3-pt jump shot from 49 ft,,18,31
109,1,0:00.0,Offensive rebound by Team,,18,31
110,2,12:00.0,Violation by Team (delay of game),,18,31
111,2,12:00.0,T. Harris enters the game for M. Scott,,18,31
112,2,11:54.0,,Turnover by D. Smith (palming),18,31
113,2,11:43.0,T. Harris misses 2-pt layup from 3 ft (block by M. Robinson),,18,31
114,2,11:41.0,,Defensive rebound by D. Smith,18,31
115,2,11:32.0,,Shooting foul by J. Embiid (drawn by B. Portis),18,31
116,2,11:32.0,,B. Portis misses free throw 1 of 2,18,31
117,2,11:32.0,,Offensive rebound by Team,18,31
118,2,11:32.0,,B. Portis misses free throw 2 of 2,18,31
119,2,11:30.0,Defensive rebound by J. Embiid,,18,31
120,2,11:12.0,Turnover by T. Harris (out of bounds lost ball),,18,31
121,2,11:00.0,,B. Portis misses 3-pt jump shot from 25 ft,18,31
122,2,10:58.0,Defensive rebound by F. Korkmaz,,18,31
123,2,10:45.0,R. Neto makes 3-pt jump shot from 26 ft (assist by F. Korkmaz),,21,31
124,2,10:36.0,,D. Smith makes 2-pt layup from 1 ft,21,33
125,2,10:36.0,,Shooting foul by R. Neto (drawn by D. Smith),21,33
126,2,10:36.0,,D. Smith makes free throw 1 of 1,21,34
127,2,10:17.0,R. Neto misses 3-pt jump shot from 24 ft,,21,34
128,2,10:15.0,,Defensive rebound by B. Portis,21,34
129,2,10:09.0,,M. Robinson misses 2-pt dunk from 1 ft,21,34
130,2,10:07.0,Defensive rebound by J. Embiid,,21,34
131,2,9:58.0,Shooting foul by B. Portis (drawn by J. Embiid),,21,34
132,2,9:58.0,J. Embiid makes free throw 1 of 2,,22,34
133,2,9:58.0,,T. Gibson enters the game for M. Robinson,22,34
134,2,9:58.0,J. Embiid makes free throw 2 of 2,,23,34
135,2,9:44.0,,T. Gibson makes 2-pt layup from 2 ft,23,36
136,2,9:23.0,J. Ennis makes 2-pt layup at rim (assist by R. Neto),,25,36
137,2,9:17.0,,Offensive foul by T. Gibson (drawn by J. Ennis),25,36
138,2,9:17.0,,Turnover by T. Gibson (offensive foul),25,36
139,2,8:55.0,T. Harris makes 2-pt jump shot from 18 ft (assist by J. Embiid),,27,36
140,2,8:53.0,,New York full timeout,27,36
141,2,8:53.0,T. Burke enters the game for J. Embiid,,27,36
142,2,8:53.0,N. Pelle enters the game for F. Korkmaz,,27,36
143,2,8:53.0,B. Simmons enters the game for R. Neto,,27,36
144,2,8:38.0,,W. Ellington misses 3-pt jump shot from 26 ft,27,36
145,2,8:36.0,,Offensive rebound by T. Gibson,27,36
146,2,8:28.0,,T. Gibson misses 2-pt layup from 1 ft,27,36
147,2,8:26.0,Defensive rebound by N. Pelle,,27,36
148,2,8:17.0,Personal foul by D. Smith (drawn by B. Simmons),,27,36
149,2,8:17.0,,M. Morris enters the game for W. Ellington,27,36
150,2,8:17.0,,J. Randle enters the game for B. Portis,27,36
151,2,8:03.0,J. Ennis misses 3-pt jump shot from 26 ft,,27,36
152,2,8:01.0,,Defensive rebound by J. Randle,27,36
153,2,7:50.0,,J. Randle makes 2-pt jump shot from 17 ft (assist by D. Smith),27,38
154,2,7:23.0,T. Harris makes 2-pt jump shot from 10 ft (assist by B. Simmons),,29,38
155,2,7:16.0,,Turnover by D. Smith (lost ball; steal by T. Burke),29,38
156,2,7:15.0,Personal foul by M. Morris (drawn by B. Simmons),,29,38
157,2,7:15.0,Instant Replay (Request: Ruling Stands),,29,38
158,2,6:58.0,B. Simmons misses 2-pt layup from 1 ft,,29,38
159,2,6:56.0,,Defensive rebound by M. Morris,29,38
160,2,6:53.0,,Personal foul by B. Simmons (drawn by T. Gibson),29,38
161,2,6:53.0,M. Scott enters the game for J. Ennis,,29,38
162,2,6:53.0,,F. Ntilikina enters the game for D. Smith,29,38
163,2,6:44.0,,J. Randle misses 2-pt dunk from 2 ft (block by N. Pelle),29,38
164,2,6:42.0,,Offensive rebound by Team,29,38
165,2,6:37.0,,D. Dotson makes 3-pt jump shot from 28 ft,29,41
166,2,6:18.0,T. Harris makes 2-pt layup from 2 ft (assist by T. Burke),,31,41
167,2,6:02.0,,J. Randle misses 2-pt jump shot from 12 ft,31,41
168,2,6:00.0,Defensive rebound by M. Scott,,31,41
169,2,5:54.0,Shooting foul by D. Dotson (drawn by N. Pelle),,31,41
170,2,5:54.0,N. Pelle misses free throw 1 of 2,,31,41
171,2,5:54.0,Offensive rebound by Team,,31,41
172,2,5:54.0,,R. Barrett enters the game for D. Dotson,31,41
173,2,5:54.0,,M. Robinson enters the game for T. Gibson,31,41
174,2,5:54.0,N. Pelle makes free throw 2 of 2,,32,41
175,2,5:38.0,,Shooting foul by N. Pelle (drawn by M. Robinson),32,41
176,2,5:38.0,,M. Robinson misses free throw 1 of 2,32,41
177,2,5:38.0,,Offensive rebound by Team,32,41
178,2,5:38.0,,M. Robinson misses free throw 2 of 2,32,41
179,2,5:36.0,Defensive rebound by B. Simmons,,32,41
180,2,5:28.0,B. Simmons misses 2-pt jump shot from 7 ft,,32,41
181,2,5:26.0,,Defensive rebound by M. Morris,32,41
182,2,5:13.0,,J. Randle makes 2-pt hook shot from 4 ft,32,43
183,2,5:13.0,Philadelphia full timeout,,32,43
184,2,5:13.0,J. Embiid enters the game for N. Pelle,,32,43
185,2,4:55.0,J. Embiid makes 2-pt layup from 2 ft (assist by B. Simmons),,34,43
186,2,4:55.0,Shooting foul by R. Barrett (drawn by J. Embiid),,34,43
187,2,4:55.0,J. Embiid makes free throw 1 of 1,,35,43
188,2,4:34.0,,M. Morris makes 2-pt jump shot from 11 ft (assist by J. Randle),35,45
189,2,4:13.0,Turnover by J. Embiid (out of bounds lost ball),,35,45
190,2,3:55.0,,M. Morris makes 3-pt jump shot from 24 ft (assist by R. Barrett),35,48
191,2,3:34.0,T. Burke misses 3-pt jump shot from 25 ft,,35,48
192,2,3:31.0,,Defensive rebound by M. Robinson,35,48
193,2,3:22.0,,F. Ntilikina misses 2-pt layup at rim,35,48
194,2,3:20.0,Defensive rebound by J. Embiid,,35,48
195,2,3:12.0,M. Scott misses 3-pt jump shot from 23 ft,,35,48
196,2,3:09.0,,Defensive rebound by M. Morris,35,48
197,2,2:57.0,,M. Morris misses 2-pt jump shot from 13 ft,35,48
198,2,2:55.0,,Offensive rebound by M. Morris,35,48
199,2,2:53.0,,M. Morris misses 2-pt jump shot from 14 ft,35,48
200,2,2:52.0,Defensive rebound by J. Embiid,,35,48
201,2,2:42.0,M. Scott misses 3-pt jump shot from 22 ft,,35,48
202,2,2:39.0,,Defensive rebound by J. Randle,35,48
203,2,2:36.0,,Personal foul by B. Simmons (drawn by J. Randle),35,48
204,2,2:36.0,,Technical foul by B. Brown,35,48
205,2,2:36.0,F. Korkmaz enters the game for T. Burke,,35,48
206,2,2:36.0,M. Thybulle enters the game for T. Harris,,35,48
207,2,2:36.0,,M. Morris makes technical free throw,35,49
208,2,2:36.0,,J. Randle makes free throw 1 of 2,35,50
209,2,2:36.0,,J. Randle makes free throw 2 of 2,35,51
210,2,2:14.0,Turnover by B. Simmons (bad pass),,35,51
211,2,1:57.0,,M. Morris misses 2-pt layup from 3 ft (block by J. Embiid),35,51
212,2,1:55.0,Defensive rebound by B. Simmons,,35,51
213,2,1:53.0,F. Korkmaz misses 2-pt layup from 1 ft,,35,51
214,2,1:51.0,,Defensive rebound by M. Morris,35,51
215,2,1:40.0,,Turnover by J. Randle (lost ball; steal by M. Thybulle),35,51
216,2,1:36.0,M. Scott misses 3-pt jump shot from 25 ft,,35,51
217,2,1:34.0,Offensive rebound by M. Scott,,35,51
218,2,1:28.0,J. Embiid misses 3-pt jump shot from 26 ft,,35,51
219,2,1:26.0,,Defensive rebound by F. Ntilikina,35,51
220,2,1:26.0,,D. Dotson enters the game for M. Morris,35,51
221,2,1:26.0,,T. Gibson enters the game for M. Robinson,35,51
222,2,1:03.0,,R. Barrett misses 2-pt jump shot from 10 ft,35,51
223,2,1:02.0,Defensive rebound by J. Embiid,,35,51
224,2,0:56.0,Personal foul by R. Barrett (drawn by B. Simmons),,35,51
225,2,0:56.0,B. Simmons makes free throw 1 of 2,,36,51
226,2,0:56.0,,D. Smith enters the game for R. Barrett,36,51
227,2,0:56.0,B. Simmons makes free throw 2 of 2,,37,51
228,2,0:45.0,,F. Ntilikina misses 2-pt jump shot from 17 ft,37,51
229,2,0:43.0,Defensive rebound by M. Scott,,37,51
230,2,0:34.0,Shooting foul by F. Ntilikina (drawn by B. Simmons),,37,51
231,2,0:34.0,B. Simmons misses free throw 1 of 2,,37,51
232,2,0:34.0,Offensive rebound by Team,,37,51
233,2,0:34.0,N. Pelle enters the game for J. Embiid,,37,51
234,2,0:34.0,B. Simmons misses free throw 2 of 2,,37,51
235,2,0:33.0,,Defensive rebound by T. Gibson,37,51
236,2,0:11.0,,Shooting foul by M. Thybulle (drawn by D. Smith),37,51
237,2,0:11.0,J. Embiid enters the game for N. Pelle,,37,51
238,2,0:11.0,,W. Ellington enters the game for F. Ntilikina,37,51
239,2,0:11.0,,D. Smith misses free throw 1 of 2,37,51
240,2,0:11.0,,Offensive rebound by Team,37,51
241,2,0:11.0,,D. Smith misses free throw 2 of 2,37,51
242,2,0:09.0,Defensive rebound by F. Korkmaz,,37,51
243,2,0:00.0,F. Korkmaz makes 2-pt layup at rim (assist by B. Simmons),,39,51
244,3,11:39.0,,J. Randle misses 3-pt jump shot from 25 ft,39,51
245,3,11:37.0,Defensive rebound by M. Thybulle,,39,51
246,3,11:29.0,T. Harris makes 2-pt layup from 1 ft (assist by M. Thybulle),,41,51
247,3,11:16.0,,R. Barrett misses 2-pt jump shot from 12 ft,41,51
248,3,11:14.0,Defensive rebound by T. Harris,,41,51
249,3,11:05.0,T. Harris makes 3-pt jump shot from 22 ft (assist by B. Simmons),,44,51
250,3,10:47.0,,T. Gibson misses 2-pt layup from 1 ft,44,51
251,3,10:45.0,Defensive rebound by T. Harris,,44,51
252,3,10:42.0,Turnover by B. Simmons (traveling),,44,51
253,3,10:29.0,,M. Morris makes 2-pt jump shot from 18 ft (assist by J. Randle),44,53
254,3,10:10.0,Shooting foul by T. Gibson (drawn by J. Embiid),,44,53
255,3,10:10.0,J. Embiid makes free throw 1 of 2,,45,53
256,3,10:10.0,J. Embiid makes free throw 2 of 2,,46,53
257,3,10:00.0,,F. Ntilikina makes 2-pt jump shot from 17 ft,46,55
258,3,9:43.0,F. Korkmaz misses 3-pt jump shot from 25 ft,,46,55
259,3,9:41.0,Offensive rebound by B. Simmons,,46,55
260,3,9:38.0,B. Simmons misses 2-pt layup from 1 ft,,46,55
261,3,9:36.0,,Defensive rebound by R. Barrett,46,55
262,3,9:31.0,,F. Ntilikina misses 2-pt jump shot from 22 ft,46,55
263,3,9:29.0,Defensive rebound by J. Embiid,,46,55
264,3,9:22.0,Turnover by T. Harris (traveling),,46,55
265,3,9:11.0,,J. Randle misses 2-pt layup from 6 ft (block by T. Harris),46,55
266,3,9:09.0,,Offensive rebound by J. Randle,46,55
267,3,9:07.0,,Shooting foul by T. Harris (drawn by J. Randle),46,55
268,3,9:07.0,,J. Randle misses free throw 1 of 2,46,55
269,3,9:07.0,,Offensive rebound by Team,46,55
270,3,9:07.0,,J. Randle makes free throw 2 of 2,46,56
271,3,9:01.0,B. Simmons makes 2-pt layup from 1 ft,,48,56
272,3,8:48.0,,M. Morris misses 2-pt jump shot from 17 ft,48,56
273,3,8:46.0,Defensive rebound by J. Embiid,,48,56
274,3,8:43.0,Personal foul by R. Barrett (drawn by M. Thybulle),,48,56
275,3,8:43.0,,D. Dotson enters the game for R. Barrett,48,56
276,3,8:34.0,Personal foul by T. Gibson (drawn by M. Thybulle),,48,56
277,3,8:21.0,T. Harris misses 2-pt jump shot from 10 ft,,48,56
278,3,8:19.0,Offensive rebound by J. Embiid,,48,56
279,3,8:18.0,J. Embiid makes 2-pt layup from 1 ft,,50,56
280,3,8:05.0,,Turnover by J. Randle (bad pass; steal by B. Simmons),50,56
281,3,8:03.0,B. Simmons makes 2-pt dunk from 1 ft,,52,56
282,3,7:37.0,,D. Dotson misses 3-pt jump shot from 23 ft,52,56
283,3,7:35.0,Defensive rebound by J. Embiid,,52,56
284,3,7:23.0,J. Embiid misses 2-pt layup from 1 ft (block by T. Gibson),,52,56
285,3,7:22.0,Offensive rebound by T. Harris,,52,56
286,3,7:21.0,,Violation by Team (kicked ball),52,56
287,3,7:18.0,J. Embiid misses 2-pt jump shot from 14 ft,,52,56
288,3,7:16.0,,Defensive rebound by J. Randle,52,56
289,3,7:05.0,,J. Randle makes 3-pt jump shot from 25 ft (assist by D. Dotson),52,59
290,3,6:37.0,T. Harris misses 2-pt jump shot from 12 ft,,52,59
291,3,6:35.0,,Defensive rebound by M. Morris,52,59
292,3,6:33.0,,Offensive foul by M. Morris (drawn by B. Simmons),52,59
293,3,6:33.0,,Turnover by M. Morris (offensive foul),52,59
294,3,6:33.0,,New York full timeout,52,59
295,3,6:33.0,,M. Robinson enters the game for T. Gibson,52,59
296,3,6:22.0,T. Harris makes 2-pt jump shot from 4 ft (assist by B. Simmons),,54,59
297,3,6:06.0,,F. Ntilikina makes 2-pt jump shot from 8 ft,54,61
298,3,5:52.0,F. Korkmaz makes 3-pt jump shot from 26 ft (assist by B. Simmons),,57,61
299,3,5:38.0,,Shooting foul by M. Thybulle (drawn by D. Dotson),57,61
300,3,5:38.0,N. Pelle enters the game for J. Embiid,,57,61
301,3,5:38.0,,D. Dotson makes free throw 1 of 2,57,62
302,3,5:38.0,,D. Dotson makes free throw 2 of 2,57,63
303,3,5:27.0,T. Harris misses 2-pt layup from 3 ft (block by M. Morris),,57,63
304,3,5:26.0,Offensive rebound by Team,,57,63
305,3,5:26.0,,Technical foul by B. Simmons,57,63
306,3,5:26.0,,M. Morris makes technical free throw,57,64
307,3,5:24.0,Shooting foul by F. Ntilikina (drawn by N. Pelle),,57,64
308,3,5:24.0,N. Pelle makes free throw 1 of 2,,58,64
309,3,5:24.0,N. Pelle makes free throw 2 of 2,,59,64
310,3,5:10.0,,F. Ntilikina misses 2-pt jump shot from 19 ft,59,64
311,3,5:08.0,Defensive rebound by N. Pelle,,59,64
312,3,4:58.0,T. Harris makes 2-pt jump shot from 10 ft,,61,64
313,3,4:34.0,,J. Randle misses 2-pt jump shot from 9 ft,61,64
314,3,4:32.0,Defensive rebound by T. Harris,,61,64
315,3,4:25.0,Turnover by B. Simmons (bad pass; steal by D. Dotson),,61,64
316,3,4:22.0,,D. Dotson misses 2-pt layup from 3 ft (block by T. Harris),61,64
317,3,4:21.0,,Offensive rebound by Team,61,64
318,3,4:21.0,J. Ennis enters the game for M. Thybulle,,61,64
319,3,4:21.0,,D. Smith enters the game for M. Morris,61,64
320,3,4:08.0,,Shooting foul by N. Pelle (drawn by J. Randle),61,64
321,3,4:08.0,,J. Randle makes free throw 1 of 2,61,65
322,3,4:08.0,,J. Randle makes free throw 2 of 2,61,66
323,3,3:54.0,Shooting foul by D. Dotson (drawn by J. Ennis),,61,66
324,3,3:54.0,M. Scott enters the game for T. Harris,,61,66
325,3,3:54.0,J. Ennis makes free throw 1 of 2,,62,66
326,3,3:54.0,J. Ennis makes free throw 2 of 2,,63,66
327,3,3:34.0,,M. Robinson misses 2-pt hook shot from 3 ft,63,66
328,3,3:33.0,,Offensive rebound by M. Robinson,63,66
329,3,3:31.0,,M. Robinson misses 2-pt layup from 2 ft (block by N. Pelle),63,66
330,3,3:30.0,,Offensive rebound by D. Smith,63,66
331,3,3:25.0,,D. Dotson misses 2-pt layup from 2 ft (block by N. Pelle),63,66
332,3,3:24.0,,Offensive rebound by M. Robinson,63,66
333,3,3:24.0,,Shooting foul by J. Ennis (drawn by M. Robinson),63,66
334,3,3:24.0,,W. Ellington enters the game for F. Ntilikina,63,66
335,3,3:24.0,,B. Portis enters the game for J. Randle,63,66
336,3,3:24.0,,M. Robinson misses free throw 1 of 2,63,66
337,3,3:24.0,,Offensive rebound by Team,63,66
338,3,3:24.0,,M. Robinson misses free throw 2 of 2,63,66
339,3,3:22.0,Defensive rebound by M. Scott,,63,66
340,3,3:15.0,Offensive foul by B. Simmons (drawn by D. Smith),,63,66
341,3,3:15.0,Turnover by B. Simmons (offensive foul),,63,66
342,3,3:15.0,T. Burke enters the game for F. Korkmaz,,63,66
343,3,3:00.0,,Turnover by B. Portis (traveling),63,66
344,3,3:00.0,,Violation by Team (delay of game),63,66
345,3,2:44.0,Turnover by T. Burke (bad pass; steal by B. Portis),,63,66
346,3,2:39.0,,B. Portis misses 3-pt jump shot from 26 ft,63,66
347,3,2:37.0,Defensive rebound by J. Ennis,,63,66
348,3,2:30.0,T. Burke misses 3-pt jump shot from 25 ft,,63,66
349,3,2:28.0,Offensive rebound by M. Scott,,63,66
350,3,2:28.0,Philadelphia full timeout,,63,66
351,3,2:28.0,J. Embiid enters the game for N. Pelle,,63,66
352,3,2:21.0,J. Ennis makes 3-pt jump shot from 23 ft (assist by T. Burke),,66,66
353,3,1:58.0,,Turnover by D. Smith (out of bounds lost ball),66,66
354,3,1:49.0,Offensive foul by J. Embiid (drawn by W. Ellington),,66,66
355,3,1:49.0,Turnover by J. Embiid (offensive foul),,66,66
356,3,1:33.0,,D. Dotson misses 2-pt jump shot from 19 ft,66,66
357,3,1:31.0,Defensive rebound by B. Simmons,,66,66
358,3,1:25.0,Personal foul by M. Robinson (drawn by J. Embiid),,66,66
359,3,1:25.0,J. Embiid misses free throw 1 of 2,,66,66
360,3,1:25.0,Offensive rebound by Team,,66,66
361,3,1:25.0,J. Embiid makes free throw 2 of 2,,67,66
362,3,1:01.0,,D. Dotson misses 3-pt jump shot from 25 ft,67,66
363,3,0:58.0,,Offensive rebound by B. Portis,67,66
364,3,0:57.0,,B. Portis makes 2-pt layup from 2 ft,67,68
365,3,0:38.0,J. Ennis makes 3-pt jump shot from 26 ft (assist by T. Burke),,70,68
366,3,0:22.0,,W. Ellington misses 3-pt jump shot from 27 ft,70,68
367,3,0:20.0,Defensive rebound by J. Embiid,,70,68
368,3,0:01.0,J. Embiid misses 2-pt layup from 2 ft,,70,68
369,3,0:01.0,Offensive rebound by Team,,70,68
370,4,11:44.0,Personal foul by W. Ellington (drawn by F. Korkmaz),,70,68
371,4,11:38.0,F. Korkmaz misses 2-pt jump shot from 17 ft,,70,68
372,4,11:36.0,,Defensive rebound by M. Robinson,70,68
373,4,11:20.0,,D. Dotson makes 2-pt jump shot from 18 ft,70,70
374,4,10:54.0,J. Embiid makes 2-pt hook shot from 9 ft,,72,70
375,4,10:36.0,,Offensive foul by F. Ntilikina (drawn by J. Ennis),72,70
376,4,10:36.0,,Turnover by F. Ntilikina (offensive foul),72,70
377,4,10:36.0,,M. Morris enters the game for W. Ellington,72,70
378,4,10:14.0,J. Ennis makes 3-pt jump shot from 23 ft (assist by M. Scott),,75,70
379,4,9:54.0,,M. Morris makes 2-pt jump shot from 6 ft,75,72
380,4,9:35.0,J. Embiid makes 2-pt jump shot from 9 ft (assist by J. Ennis),,77,72
381,4,9:16.0,,Shooting foul by M. Scott (drawn by M. Morris),77,72
382,4,9:16.0,,M. Morris misses free throw 1 of 2,77,72
383,4,9:16.0,,Offensive rebound by Team,77,72
384,4,9:16.0,T. Harris enters the game for J. Ennis,,77,72
385,4,9:16.0,,R. Barrett enters the game for D. Dotson,77,72
386,4,9:16.0,,J. Randle enters the game for B. Portis,77,72
387,4,9:16.0,,M. Morris makes free throw 2 of 2,77,73
388,4,9:06.0,T. Burke makes 2-pt jump shot from 17 ft (assist by J. Embiid),,79,73
389,4,8:38.0,,Offensive foul by R. Barrett (drawn by F. Korkmaz),79,73
390,4,8:38.0,,Turnover by R. Barrett (offensive foul),79,73
