,QUARTER,TIME_REMAINING,LA LAKERS_ACTION,ATLANTA_ACTION,LA LAKERS_SCORE,ATLANTA_SCORE
44,1,7:26.0,,Turnover by D. Hunter (traveling),7,7
45,1,7:15.0,K. Caldwell-Pope makes 2-pt layup from 1 ft (assist by A. Davis),,9,7
46,1,7:02.0,,D. Jones makes 2-pt layup from 2 ft (assist by T. Young),9,9
47,1,6:41.0,A. Davis makes 2-pt jump shot from 16 ft,,11,9
48,1,6:32.0,,T. Young misses 3-pt jump shot from 27 ft,11,9
49,1,6:27.0,Defensive rebound by L. James,,11,9
50,1,6:25.0,,Atlanta full timeout,11,9
51,1,6:25.0,,V. Carter enters the game for D. Jones,11,9
52,1,6:25.0,,A. Len enters the game for J. Parker,11,9
53,1,6:13.0,L. James misses 2-pt jump shot from 13 ft,,11,9
54,1,6:10.0,Offensive rebound by J. McGee,,11,9
55,1,6:08.0,Turnover by J. McGee (bad pass; steal by T. Young),,11,9
56,1,6:05.0,,V. Carter misses 3-pt jump shot from 26 ft,11,9
57,1,6:01.0,,Offensive rebound by A. Len,11,9
58,1,5:50.0,,A. Len misses 3-pt jump shot from 26 ft,11,9
59,1,5:49.0,,Offensive rebound by Team,11,9
60,1,5:49.0,,Turnover by Team (shot clock),11,9
61,1,5:49.0,A. Bradley enters the game for D. Green,,11,9
62,1,5:49.0,,C. Reddish enters the game for K. Huerter,11,9
63,1,5:39.0,Turnover by A. Bradley (bad pass; steal by V. Carter),,11,9
64,1,5:23.0,,Turnover by C. Reddish (lost ball; steal by A. Bradley),11,9
65,1,5:18.0,K. Caldwell-Pope makes 2-pt dunk from 1 ft (assist by A. Bradley),,13,9
66,1,5:05.0,,Personal foul by A. Bradley (drawn by T. Young),13,9
67,1,4:55.0,,A. Len misses 2-pt jump shot from 13 ft,13,9
68,1,4:51.0,Defensive rebound by J. McGee,,13,9
69,1,4:46.0,L. James misses 2-pt layup from 1 ft,,13,9
70,1,4:44.0,,Defensive rebound by A. Len,13,9
71,1,4:37.0,,V. Carter misses 2-pt jump shot from 14 ft,13,9
72,1,4:33.0,Defensive rebound by L. James,,13,9
73,1,4:25.0,L. James makes 2-pt layup from 1 ft,,15,9
74,1,4:11.0,,V. Carter makes 3-pt jump shot from 26 ft (assist by T. Young),15,12
75,1,3:56.0,A. Davis misses 3-pt jump shot from 25 ft,,15,12
76,1,3:53.0,Offensive rebound by J. McGee,,15,12
77,1,3:51.0,A. Bradley misses 3-pt jump shot from 25 ft,,15,12
78,1,3:48.0,Offensive rebound by A. Davis,,15,12
79,1,3:40.0,Turnover by A. Davis (bad pass; steal by D. Hunter),,15,12
80,1,3:36.0,,D. Hunter makes 3-pt jump shot from 26 ft,15,15
81,1,3:36.0,LA Lakers full timeout,,15,15
82,1,3:36.0,A. Caruso enters the game for K. Caldwell-Pope,,15,15
83,1,3:36.0,J. Dudley enters the game for L. James,,15,15
84,1,3:36.0,R. Rondo enters the game for J. McGee,,15,15
85,1,3:36.0,,A. Crabbe enters the game for D. Hunter,15,15
86,1,3:36.0,,K. Huerter enters the game for T. Young,15,15
87,1,3:15.0,Shooting foul by K. Huerter (drawn by A. Bradley),,15,15
88,1,3:15.0,A. Bradley misses free throw 1 of 2,,15,15
89,1,3:15.0,Offensive rebound by Team,,15,15
90,1,3:15.0,A. Bradley makes free throw 2 of 2,,16,15
91,1,2:56.0,,C. Reddish misses 3-pt jump shot from 26 ft,16,15
92,1,2:52.0,Defensive rebound by A. Davis,,16,15
93,1,2:41.0,A. Davis makes 2-pt dunk from 1 ft (assist by R. Rondo),,18,15
94,1,2:27.0,,A. Len makes 3-pt jump shot from 26 ft (assist by K. Huerter),18,18
95,1,2:08.0,A. Caruso misses 3-pt jump shot from 23 ft,,18,18
96,1,2:05.0,Offensive rebound by A. Caruso,,18,18
97,1,2:01.0,A. Bradley misses 2-pt jump shot from 18 ft,,18,18
98,1,2:00.0,,Defensive rebound by C. Reddish,18,18
99,1,1:53.0,Violation by Team (kicked ball),,18,18
100,1,1:49.0,,Personal foul by R. Rondo (drawn by C. Reddish),18,18
101,1,1:45.0,,A. Crabbe misses 3-pt jump shot from 26 ft,18,18
102,1,1:41.0,Defensive rebound by A. Davis,,18,18
103,1,1:34.0,A. Davis makes 2-pt layup from 2 ft,,20,18
104,1,1:21.0,,C. Reddish makes 2-pt jump shot from 5 ft (assist by K. Huerter),20,20
105,1,1:09.0,R. Rondo makes 2-pt layup from 2 ft,,22,20
106,1,0:56.0,,K. Huerter makes 3-pt jump shot from 27 ft (assist by A. Len),22,23
107,1,0:36.0,A. Davis makes 2-pt jump shot from 17 ft,,24,23
108,1,0:27.0,,Shooting foul by J. Dudley (drawn by C. Reddish),24,23
109,1,0:27.0,,C. Reddish makes free throw 1 of 2,24,24
110,1,0:27.0,,C. Reddish makes free throw 2 of 2,24,25
111,1,0:03.0,Turnover by A. Bradley (off goaltending),,24,25
112,1,0:03.0,,T. Young enters the game for C. Reddish,24,25
113,1,0:01.0,,Turnover by K. Huerter (bad pass; steal by A. Caruso),24,25
114,1,0:00.0,A. Davis misses 3-pt jump shot from 43 ft,,24,25
115,1,0:00.0,Offensive rebound by Team,,24,25
116,2,11:48.0,,A. Crabbe misses 3-pt jump shot from 26 ft,24,25
117,2,11:44.0,Defensive rebound by L. James,,24,25
118,2,11:34.0,Def 3 sec tech foul by Team,,24,25
119,2,11:34.0,L. James makes technical free throw,,25,25
120,2,11:22.0,Turnover by L. James (bad pass),,25,25
121,2,10:57.0,,D. Jones misses 2-pt layup from 3 ft (block by D. Howard),25,25
122,2,10:53.0,Defensive rebound by R. Rondo,,25,25
123,2,10:53.0,Technical foul by L. Pierce,,25,25
124,2,10:53.0,L. James makes technical free throw,,26,25
125,2,10:42.0,L. James misses 3-pt jump shot from 25 ft,,26,25
126,2,10:38.0,Offensive rebound by D. Howard,,26,25
127,2,10:36.0,Offensive foul by L. James (drawn by J. Parker),,26,25
128,2,10:36.0,Turnover by L. James (offensive foul),,26,25
129,2,10:20.0,,J. Parker misses 2-pt layup from 1 ft (block by D. Howard),26,25
130,2,10:16.0,Defensive rebound by R. Rondo,,26,25
131,2,10:15.0,L. James makes 2-pt dunk from 2 ft (assist by R. Rondo),,28,25
132,2,10:15.0,,Atlanta full timeout,28,25
133,2,10:15.0,,D. Hunter enters the game for A. Crabbe,28,25
134,2,10:15.0,,C. Reddish enters the game for K. Huerter,28,25
135,2,9:57.0,,Turnover by T. Young (lost ball; steal by D. Howard),28,25
136,2,9:53.0,Shooting foul by D. Jones (drawn by L. James),,28,25
137,2,9:53.0,L. James makes free throw 1 of 2,,29,25
138,2,9:53.0,L. James misses free throw 2 of 2,,29,25
139,2,9:51.0,,Defensive rebound by D. Jones,29,25
140,2,9:34.0,,C. Reddish misses 3-pt jump shot from 26 ft,29,25
141,2,9:31.0,Defensive rebound by R. Rondo,,29,25
142,2,9:15.0,Turnover by A. Bradley (lost ball; steal by C. Reddish),,29,25
143,2,9:09.0,,T. Young misses 3-pt jump shot from 26 ft,29,25
144,2,9:07.0,Defensive rebound by R. Rondo,,29,25
145,2,9:05.0,R. Rondo makes 2-pt layup from 1 ft,,31,25
146,2,8:44.0,,J. Parker makes 3-pt jump shot from 23 ft (assist by D. Hunter),31,28
147,2,8:33.0,R. Rondo misses 3-pt jump shot from 24 ft,,31,28
148,2,8:33.0,,Defensive rebound by Team,31,28
149,2,8:33.0,Loose ball foul by D. Howard (drawn by D. Jones),,31,28
150,2,8:14.0,,D. Hunter misses 3-pt jump shot from 26 ft,31,28
151,2,8:12.0,Defensive rebound by R. Rondo,,31,28
152,2,8:01.0,R. Rondo makes 2-pt layup from 1 ft,,33,28
153,2,7:47.0,,D. Jones makes 2-pt dunk from 1 ft (assist by T. Young),33,30
154,2,7:32.0,A. Bradley misses 2-pt jump shot from 17 ft,,33,30
155,2,7:30.0,,Defensive rebound by J. Parker,33,30
156,2,7:22.0,,Shooting foul by J. Dudley (drawn by D. Jones),33,30
157,2,7:22.0,,D. Jones makes free throw 1 of 2,33,31
158,2,7:22.0,D. Green enters the game for R. Rondo,,33,31
159,2,7:22.0,,D. Jones makes free throw 2 of 2,33,32
160,2,7:11.0,Offensive foul by D. Howard (drawn by D. Jones),,33,32
161,2,7:11.0,Turnover by D. Howard (offensive foul),,33,32
162,2,7:08.0,,C. Reddish misses 3-pt jump shot from 23 ft,33,32
163,2,7:04.0,Defensive rebound by L. James,,33,32
164,2,6:40.0,L. James makes 3-pt jump shot from 26 ft,,36,32
165,2,6:40.0,,Personal foul by A. Bradley (drawn by T. Young),36,32
166,2,6:40.0,K. Caldwell-Pope enters the game for A. Bradley,,36,32
167,2,6:40.0,A. Davis enters the game for J. Dudley,,36,32
168,2,6:40.0,,V. Carter enters the game for D. Jones,36,32
169,2,6:40.0,,A. Len enters the game for J. Parker,36,32
170,2,6:34.0,,V. Carter misses 3-pt jump shot from 26 ft,36,32
171,2,6:28.0,Defensive rebound by D. Howard,,36,32
172,2,6:22.0,L. James makes 2-pt dunk from 1 ft,,38,32
173,2,6:21.0,,Atlanta full timeout,38,32
174,2,6:21.0,R. Rondo enters the game for L. James,,38,32
175,2,6:21.0,,B. Fernando enters the game for A. Len,38,32
176,2,6:05.0,,V. Carter makes 2-pt layup from 1 ft (assist by T. Young),38,34
177,2,5:48.0,D. Green misses 3-pt jump shot from 26 ft,,38,34
178,2,5:45.0,,Defensive rebound by B. Fernando,38,34
179,2,5:42.0,,Personal foul by D. Green (drawn by T. Young),38,34
180,2,5:42.0,,K. Huerter enters the game for T. Young,38,34
181,2,5:31.0,,Turnover by D. Hunter (lost ball; steal by D. Green),38,34
182,2,5:27.0,D. Green makes 2-pt dunk from 2 ft (assist by K. Caldwell-Pope),,40,34
183,2,5:09.0,,Turnover by C. Reddish (lost ball; steal by R. Rondo),40,34
184,2,5:04.0,Shooting foul by C. Reddish (drawn by R. Rondo),,40,34
185,2,5:04.0,R. Rondo makes free throw 1 of 2,,41,34
186,2,5:04.0,,A. Crabbe enters the game for D. Hunter,41,34
187,2,5:04.0,R. Rondo makes free throw 2 of 2,,42,34
188,2,4:56.0,,V. Carter misses 3-pt jump shot from 26 ft,42,34
189,2,4:54.0,,Offensive rebound by Team,42,34
190,2,4:54.0,Loose ball foul by A. Davis (drawn by B. Fernando),,42,34
191,2,4:54.0,,B. Fernando makes free throw 1 of 2,42,35
192,2,4:54.0,,B. Fernando makes free throw 2 of 2,42,36
193,2,4:43.0,A. Davis misses 2-pt jump shot from 12 ft,,42,36
194,2,4:39.0,Offensive rebound by D. Green,,42,36
195,2,4:32.0,Personal foul by C. Reddish (drawn by A. Davis),,42,36
196,2,4:26.0,Turnover by D. Howard (out of bounds lost ball),,42,36
197,2,4:08.0,,K. Huerter misses 2-pt jump shot from 7 ft,42,36
198,2,4:05.0,Defensive rebound by D. Howard,,42,36
199,2,3:59.0,Personal foul by C. Reddish (drawn by D. Green),,42,36
200,2,3:59.0,,D. Hunter enters the game for C. Reddish,42,36
201,2,3:51.0,Def 3 sec tech foul by Team,,42,36
202,2,3:51.0,,T. Young enters the game for K. Huerter,42,36
203,2,3:51.0,A. Davis makes technical free throw,,43,36
204,2,3:44.0,K. Caldwell-Pope misses 2-pt dunk from 2 ft,,43,36
205,2,3:41.0,,Defensive rebound by B. Fernando,43,36
206,2,3:39.0,,A. Crabbe misses 3-pt jump shot from 25 ft,43,36
207,2,3:35.0,Defensive rebound by D. Howard,,43,36
208,2,3:30.0,K. Caldwell-Pope misses 3-pt jump shot from 26 ft,,43,36
209,2,3:30.0,,Defensive rebound by B. Fernando,43,36
210,2,3:19.0,,Turnover by T. Young (bad pass; steal by D. Green),43,36
211,2,3:12.0,R. Rondo misses 3-pt jump shot from 26 ft,,43,36
212,2,3:07.0,,Defensive rebound by D. Hunter,43,36
213,2,2:59.0,,D. Hunter misses 3-pt jump shot from 26 ft,43,36
214,2,2:57.0,,Offensive rebound by Team,43,36
215,2,2:57.0,L. James enters the game for R. Rondo,,43,36
216,2,2:57.0,,A. Len enters the game for B. Fernando,43,36
217,2,2:51.0,,Shooting foul by A. Davis (drawn by T. Young),43,36
218,2,2:51.0,,T. Young makes free throw 1 of 2,43,37
219,2,2:51.0,,J. Parker enters the game for V. Carter,43,37
220,2,2:51.0,,T. Young misses free throw 2 of 2,43,37
221,2,2:49.0,Defensive rebound by L. James,,43,37
222,2,2:45.0,Turnover by A. Davis (traveling),,43,37
223,2,2:32.0,,T. Young makes 2-pt jump shot from 9 ft,43,39
224,2,2:26.0,Shooting foul by A. Crabbe (drawn by K. Caldwell-Pope),,43,39
225,2,2:26.0,K. Caldwell-Pope makes free throw 1 of 2,,44,39
226,2,2:26.0,K. Caldwell-Pope makes free throw 2 of 2,,45,39
227,2,2:08.0,,D. Hunter misses 2-pt layup from 1 ft,45,39
228,2,2:05.0,Defensive rebound by D. Howard,,45,39
229,2,2:01.0,D. Howard makes 2-pt dunk from 1 ft (assist by L. James),,47,39
230,2,1:50.0,,Shooting foul by A. Davis (drawn by T. Young),47,39
231,2,1:50.0,,Technical foul by R. Rondo,47,39
232,2,1:50.0,,T. Young makes technical free throw,47,40
233,2,1:50.0,,T. Young makes free throw 1 of 2,47,41
234,2,1:50.0,A. Caruso enters the game for A. Davis,,47,41
235,2,1:50.0,,T. Young makes free throw 2 of 2,47,42
236,2,1:36.0,L. James makes 2-pt jump shot from 12 ft,,49,42
237,2,1:20.0,,J. Parker makes 3-pt jump shot from 24 ft (assist by A. Crabbe),49,45
238,2,1:13.0,L. James makes 2-pt layup from 1 ft,,51,45
239,2,1:13.0,Shooting foul by J. Parker (drawn by L. James),,51,45
240,2,1:13.0,,V. Carter enters the game for J. Parker,51,45
241,2,1:13.0,L. James misses free throw 1 of 1,,51,45
242,2,1:09.0,Offensive rebound by K. Caldwell-Pope,,51,45
243,2,1:07.0,Shooting foul by A. Len (drawn by K. Caldwell-Pope),,51,45
244,2,1:07.0,K. Caldwell-Pope makes free throw 1 of 2,,52,45
245,2,1:07.0,K. Caldwell-Pope misses free throw 2 of 2,,52,45
246,2,1:05.0,,Defensive rebound by A. Len,52,45
247,2,0:55.0,,T. Young misses 2-pt layup from 1 ft,52,45
248,2,0:53.0,Defensive rebound by L. James,,52,45
249,2,0:49.0,D. Green misses 3-pt jump shot from 24 ft,,52,45
250,2,0:46.0,,Defensive rebound by A. Crabbe,52,45
251,2,0:27.0,,V. Carter misses 2-pt layup from 1 ft,52,45
252,2,0:24.0,Defensive rebound by D. Green,,52,45
253,2,0:20.0,Turnover by L. James (bad pass; steal by T. Young),,52,45
254,2,0:17.0,,T. Young makes 2-pt layup from 1 ft,52,47
255,2,0:17.0,Violation by Team (def goaltending),,52,47
256,2,0:17.0,,Shooting foul by A. Caruso (drawn by T. Young),52,47
257,2,0:17.0,,C. Reddish enters the game for V. Carter,52,47
258,2,0:17.0,,T. Young makes free throw 1 of 1,52,48
259,2,0:02.0,L. James makes 3-pt jump shot from 27 ft,,55,48
260,3,11:49.0,,D. Jones makes 2-pt dunk from 1 ft (assist by T. Young),55,50
261,3,11:35.0,Turnover by J. McGee (bad pass),,55,50
262,3,11:16.0,,J. Parker makes 2-pt dunk from 1 ft (assist by D. Hunter),55,52
263,3,10:58.0,Turnover by J. McGee (traveling),,55,52
264,3,10:48.0,,T. Young misses 2-pt jump shot from 15 ft,55,52
265,3,10:45.0,Defensive rebound by L. James,,55,52
266,3,10:42.0,L. James misses 3-pt jump shot from 25 ft,,55,52
267,3,10:35.0,Offensive rebound by K. Caldwell-Pope,,55,52
268,3,10:34.0,D. Green misses 3-pt jump shot from 25 ft,,55,52
269,3,10:34.0,,Defensive rebound by J. Parker,55,52
270,3,10:21.0,,D. Hunter misses 3-pt jump shot from 23 ft,55,52
271,3,10:17.0,Defensive rebound by A. Davis,,55,52
272,3,10:07.0,Turnover by A. Davis (bad pass; steal by J. Parker),,55,52
273,3,10:02.0,,T. Young makes 3-pt jump shot from 27 ft (assist by J. Parker),55,55
274,3,10:01.0,LA Lakers full timeout,,55,55
275,3,9:48.0,K. Caldwell-Pope makes 2-pt layup from 4 ft (assist by J. McGee),,57,55
276,3,9:31.0,,T. Young makes 2-pt jump shot from 10 ft,57,57
277,3,9:19.0,Turnover by J. McGee (traveling),,57,57
278,3,9:15.0,,T. Young misses 3-pt jump shot from 30 ft,57,57
279,3,9:12.0,Defensive rebound by D. Green,,57,57
280,3,9:07.0,A. Davis makes 2-pt jump shot from 19 ft (assist by L. James),,59,57
281,3,8:44.0,,J. Parker misses 3-pt jump shot from 24 ft,59,57
282,3,8:40.0,Defensive rebound by A. Davis,,59,57
283,3,8:30.0,J. McGee makes 2-pt dunk from 1 ft (assist by L. James),,61,57
284,3,8:16.0,,T. Young misses 2-pt jump shot from 8 ft,61,57
285,3,8:16.0,Defensive rebound by Team,,61,57
286,3,8:16.0,,Loose ball foul by T. Young (drawn by K. Caldwell-Pope),61,57
287,3,8:16.0,A. Caruso enters the game for D. Green,,61,57
288,3,8:16.0,,C. Reddish enters the game for K. Huerter,61,57
289,3,8:09.0,K. Caldwell-Pope makes 2-pt layup from 1 ft (assist by L. James),,63,57
290,3,8:09.0,Shooting foul by J. Parker (drawn by K. Caldwell-Pope),,63,57
291,3,8:09.0,K. Caldwell-Pope misses free throw 1 of 1,,63,57
292,3,8:06.0,,Defensive rebound by J. Parker,63,57
293,3,7:51.0,,J. Parker misses 2-pt hook shot from 11 ft (block by J. McGee),63,57
294,3,7:48.0,,Offensive rebound by J. Parker,63,57
295,3,7:47.0,,Turnover by T. Young (bad pass),63,57
296,3,7:39.0,K. Caldwell-Pope misses 2-pt jump shot from 13 ft,,63,57
297,3,7:34.0,,Defensive rebound by D. Jones,63,57
298,3,7:25.0,,J. Parker misses 2-pt layup from 4 ft (block by L. James),63,57
299,3,7:24.0,,Offensive rebound by C. Reddish,63,57
300,3,7:24.0,,C. Reddish misses 2-pt layup from 3 ft (block by L. James),63,57
301,3,7:24.0,,Offensive rebound by Team,63,57
302,3,7:23.0,,Shooting foul by A. Caruso (drawn by C. Reddish),63,57
303,3,7:23.0,,C. Reddish makes free throw 1 of 2,63,58
304,3,7:23.0,,C. Reddish misses free throw 2 of 2,63,58
305,3,7:21.0,Defensive rebound by L. James,,63,58
306,3,7:11.0,A. Davis makes 2-pt jump shot from 21 ft (assist by L. James),,65,58
307,3,6:55.0,,Turnover by T. Young (bad pass),65,58
308,3,6:49.0,L. James makes 3-pt jump shot from 36 ft (assist by A. Caruso),,68,58
309,3,6:48.0,,Atlanta full timeout,68,58
310,3,6:48.0,,V. Carter enters the game for D. Jones,68,58
311,3,6:48.0,,A. Len enters the game for J. Parker,68,58
312,3,6:27.0,,V. Carter misses 2-pt jump shot from 9 ft,68,58
313,3,6:25.0,Defensive rebound by A. Davis,,68,58
314,3,6:21.0,A. Caruso misses 3-pt jump shot from 26 ft,,68,58
315,3,6:16.0,,Defensive rebound by A. Len,68,58
316,3,6:10.0,,C. Reddish misses 3-pt jump shot from 24 ft,68,58
317,3,6:07.0,Defensive rebound by A. Davis,,68,58
318,3,6:03.0,L. James misses 3-pt jump shot from 34 ft,,68,58
319,3,5:59.0,,Defensive rebound by D. Hunter,68,58
320,3,5:53.0,,Turnover by A. Len (bad pass; steal by K. Caldwell-Pope),68,58
321,3,5:50.0,Personal take foul by V. Carter (drawn by A. Davis),,68,58
322,3,5:50.0,,A. Crabbe enters the game for D. Hunter,68,58
323,3,5:40.0,Shooting foul by V. Carter (drawn by J. McGee),,68,58
324,3,5:40.0,J. McGee misses free throw 1 of 2,,68,58
325,3,5:40.0,Offensive rebound by Team,,68,58
326,3,5:40.0,J. McGee makes free throw 2 of 2,,69,58
327,3,5:28.0,,A. Len makes 2-pt dunk from 1 ft (assist by V. Carter),69,60
328,3,5:09.0,J. McGee misses 2-pt jump shot from 11 ft,,69,60
329,3,5:06.0,,Defensive rebound by T. Young,69,60
330,3,5:01.0,,T. Young makes 2-pt layup from 1 ft,69,62
331,3,5:01.0,LA Lakers full timeout,,69,62
332,3,5:01.0,A. Bradley enters the game for J. McGee,,69,62
333,3,4:42.0,A. Davis misses 2-pt layup from 2 ft,,69,62
334,3,4:39.0,,Defensive rebound by V. Carter,69,62
335,3,4:36.0,,A. Len makes 2-pt dunk from 2 ft (assist by T. Young),69,64
336,3,4:26.0,Personal foul by A. Crabbe (drawn by A. Caruso),,69,64
337,3,4:26.0,A. Caruso makes free throw 1 of 2,,70,64
338,3,4:26.0,R. Rondo enters the game for K. Caldwell-Pope,,70,64
339,3,4:26.0,A. Caruso makes free throw 2 of 2,,71,64
340,3,4:20.0,,Shooting foul by A. Bradley (drawn by T. Young),71,64
341,3,4:20.0,,T. Young makes free throw 1 of 3,71,65
342,3,4:20.0,,T. Young makes free throw 2 of 3,71,66
343,3,4:20.0,,T. Young misses free throw 3 of 3,71,66
344,3,4:18.0,Defensive rebound by L. James,,71,66
345,3,4:03.0,A. Bradley misses 3-pt jump shot from 26 ft,,71,66
346,3,4:00.0,Offensive rebound by L. James,,71,66
347,3,3:55.0,R. Rondo misses 2-pt layup from 1 ft,,71,66
348,3,3:53.0,Offensive rebound by A. Davis,,71,66
349,3,3:52.0,A. Davis makes 2-pt dunk at rim,,73,66
350,3,3:37.0,,A. Crabbe makes 3-pt jump shot from 24 ft (assist by A. Len),73,69
351,3,3:20.0,A. Davis makes 2-pt layup from 1 ft (assist by R. Rondo),,75,69
352,3,3:04.0,,A. Crabbe misses 3-pt jump shot from 23 ft,75,69
353,3,3:02.0,Defensive rebound by R. Rondo,,75,69
354,3,2:55.0,A. Davis misses 3-pt jump shot from 26 ft,,75,69
355,3,2:53.0,,Defensive rebound by A. Crabbe,75,69
356,3,2:35.0,,T. Young misses 3-pt jump shot from 26 ft,75,69
357,3,2:31.0,Defensive rebound by L. James,,75,69
358,3,2:30.0,A. Davis makes 2-pt dunk from 1 ft (assist by L. James),,77,69
359,3,2:30.0,Shooting foul by T. Young (drawn by A. Davis),,77,69
360,3,2:30.0,J. Dudley enters the game for L. James,,77,69
361,3,2:30.0,,K. Huerter enters the game for T. Young,77,69
362,3,2:30.0,A. Davis makes free throw 1 of 1,,78,69
363,3,2:12.0,,A. Len makes 2-pt jump shot from 3 ft,78,71
364,3,1:58.0,A. Davis misses 2-pt jump shot from 21 ft,,78,71
365,3,1:55.0,,Defensive rebound by K. Huerter,78,71
366,3,1:50.0,,C. Reddish makes 3-pt jump shot from 25 ft (assist by V. Carter),78,74
367,3,1:36.0,R. Rondo misses 2-pt layup from 1 ft (block by C. Reddish),,78,74
368,3,1:33.0,,Defensive rebound by A. Len,78,74
369,3,1:27.0,,Turnover by K. Huerter (bad pass; steal by A. Bradley),78,74
370,3,1:20.0,Turnover by R. Rondo (bad pass; steal by A. Crabbe),,78,74
371,3,1:07.0,,V. Carter makes 2-pt jump shot from 11 ft (assist by A. Len),78,76
372,3,1:06.0,LA Lakers full timeout,,78,76
373,3,1:06.0,,D. Hunter enters the game for V. Carter,78,76
374,3,1:06.0,,J. Parker enters the game for A. Crabbe,78,76
375,3,0:57.0,A. Bradley makes 2-pt jump shot from 7 ft (assist by A. Davis),,80,76
376,3,0:45.0,,D. Hunter misses 2-pt layup from 6 ft,80,76
377,3,0:42.0,Defensive rebound by A. Davis,,80,76
378,3,0:36.0,A. Davis misses 3-pt jump shot from 25 ft,,80,76
379,3,0:33.0,,Defensive rebound by C. Reddish,80,76
380,3,0:18.0,,Shooting foul by J. Dudley (drawn by J. Parker),80,76
381,3,0:18.0,,J. Parker makes free throw 1 of 2,80,77
382,3,0:18.0,,J. Parker makes free throw 2 of 2,80,78
383,3,0:00.0,A. Davis makes 2-pt jump shot from 14 ft (assist by R. Rondo),,82,78
384,4,11:43.0,L. James misses 3-pt jump shot from 26 ft,,82,78
385,4,11:39.0,,Defensive rebound by D. Hunter,82,78
386,4,11:29.0,,Personal foul by A. Bradley (drawn by C. Reddish),82,78
387,4,11:15.0,,K. Huerter misses 3-pt jump shot from 27 ft,82,78
388,4,11:10.0,,Offensive rebound by C. Reddish,82,78
389,4,11:08.0,,A. Len misses 2-pt dunk from 2 ft (block by D. Howard),82,78
390,4,11:04.0,,Offensive rebound by K. Huerter,82,78
391,4,11:03.0,,K. Huerter makes 2-pt layup from 5 ft,82,80
392,4,10:41.0,L. James misses 2-pt jump shot from 21 ft,,82,80
393,4,10:39.0,,Defensive rebound by K. Huerter,82,80
