,QUARTER,TIME_REMAINING,MEMPHIS_ACTION,OKLAHOMA CITY_ACTION,MEMPHIS_SCORE,OKLAHOMA CITY_SCORE
0,1,11:39.0,J. Morant misses 2-pt layup from 9 ft,,0,0
1,1,11:37.0,,Defensive rebound by S. Adams,0,0
2,1,11:22.0,,S. Adams misses 2-pt hook shot from 10 ft,0,0
3,1,11:19.0,Defensive rebound by J. Morant,,0,0
4,1,11:09.0,D. Brooks misses 2-pt layup from 8 ft,,0,0
5,1,11:05.0,Offensive rebound by J. Valančiūnas,,0,0
6,1,11:03.0,J. Valančiūnas misses 2-pt layup from 7 ft,,0,0
7,1,11:01.0,,Defensive rebound by C. Paul,0,0
8,1,10:57.0,,D. Gallinari misses 3-pt jump shot from 25 ft,0,0
9,1,10:54.0,Defensive rebound by D. Brooks,,0,0
10,1,10:45.0,J. Crowder misses 2-pt jump shot from 4 ft,,0,0
11,1,10:41.0,Offensive rebound by J. Valančiūnas,,0,0
12,1,10:40.0,J. Valančiūnas makes 2-pt layup at rim,,2,0
13,1,10:26.0,,Shooting foul by J. Valančiūnas (drawn by S. Adams),2,0
14,1,10:26.0,,S. Adams misses free throw 1 of 2,2,0
15,1,10:26.0,,Offensive rebound by Team,2,0
16,1,10:26.0,,S. Adams makes free throw 2 of 2,2,1
17,1,10:10.0,J. Valančiūnas misses 3-pt jump shot from 25 ft,,2,1
18,1,10:05.0,,Defensive rebound by S. Adams,2,1
19,1,9:52.0,,S. Adams makes 2-pt hook shot from 4 ft (assist by D. Gallinari),2,3
20,1,9:41.0,J. Jackson makes 2-pt layup from 11 ft,,4,3
21,1,9:27.0,,S. Gilgeous-Alexander makes 2-pt layup from 8 ft,4,5
22,1,9:15.0,Shooting foul by T. Ferguson (drawn by D. Brooks),,4,5
23,1,9:15.0,D. Brooks misses free throw 1 of 2,,4,5
24,1,9:15.0,Offensive rebound by Team,,4,5
25,1,9:15.0,D. Brooks makes free throw 2 of 2,,5,5
26,1,8:52.0,,Turnover by S. Adams (lost ball; steal by J. Jackson),5,5
27,1,8:41.0,J. Valančiūnas makes 2-pt layup from 8 ft (assist by J. Morant),,7,5
28,1,8:33.0,,T. Ferguson misses 3-pt jump shot from 27 ft,7,5
29,1,8:33.0,,Offensive rebound by S. Adams,7,5
30,1,8:29.0,,S. Adams makes 2-pt layup from 3 ft,7,7
31,1,8:11.0,J. Morant makes 2-pt jump shot from 10 ft,,9,7
32,1,7:56.0,,D. Gallinari makes 2-pt jump shot from 19 ft,9,9
33,1,7:42.0,Shooting foul by T. Ferguson (drawn by D. Brooks),,9,9
34,1,7:42.0,D. Brooks makes free throw 1 of 2,,10,9
35,1,7:42.0,,Oklahoma City full timeout,10,9
36,1,7:42.0,D. Brooks makes free throw 2 of 2,,11,9
37,1,7:33.0,,C. Paul misses 2-pt jump shot from 8 ft,11,9
38,1,7:30.0,Defensive rebound by D. Brooks,,11,9
39,1,7:20.0,J. Valančiūnas makes 2-pt layup from 8 ft,,13,9
40,1,7:10.0,,Personal foul by J. Jackson (drawn by D. Gallinari),13,9
41,1,7:10.0,,A. Nader enters the game for T. Ferguson,13,9
42,1,7:03.0,,D. Gallinari misses 2-pt jump shot from 13 ft,13,9
43,1,7:01.0,Defensive rebound by J. Crowder,,13,9
44,1,6:51.0,J. Jackson misses 2-pt layup from 8 ft,,13,9
45,1,6:42.0,Offensive rebound by J. Valančiūnas,,13,9
46,1,6:42.0,J. Valančiūnas misses 2-pt layup at rim,,13,9
47,1,6:41.0,,Defensive rebound by S. Adams,13,9
48,1,6:37.0,,S. Adams makes 2-pt layup from 5 ft (assist by D. Gallinari),13,11
49,1,6:22.0,J. Valančiūnas makes 3-pt jump shot from 25 ft (assist by J. Morant),,16,11
50,1,6:12.0,,C. Paul misses 2-pt jump shot from 6 ft,16,11
51,1,6:09.0,Defensive rebound by J. Valančiūnas,,16,11
52,1,5:59.0,D. Brooks misses 2-pt jump shot from 15 ft,,16,11
53,1,5:56.0,,Defensive rebound by C. Paul,16,11
54,1,5:53.0,,S. Gilgeous-Alexander misses 3-pt jump shot from 26 ft,16,11
55,1,5:49.0,Defensive rebound by D. Brooks,,16,11
56,1,5:36.0,J. Jackson misses 3-pt jump shot from 27 ft,,16,11
57,1,5:32.0,,Defensive rebound by S. Gilgeous-Alexander,16,11
58,1,5:26.0,,Turnover by S. Adams (traveling),16,11
59,1,5:26.0,B. Clarke enters the game for D. Brooks,,16,11
60,1,5:26.0,T. Jones enters the game for J. Morant,,16,11
61,1,5:26.0,D. Melton enters the game for J. Valančiūnas,,16,11
62,1,5:26.0,,N. Noel enters the game for S. Adams,16,11
63,1,5:26.0,,D. Schröder enters the game for C. Paul,16,11
64,1,5:26.0,,Violation by Team (delay of game),16,11
65,1,5:12.0,B. Clarke misses 3-pt jump shot from 23 ft,,16,11
66,1,5:09.0,,Defensive rebound by D. Gallinari,16,11
67,1,4:58.0,,D. Gallinari makes 2-pt dunk from 1 ft (assist by N. Noel),16,13
68,1,4:50.0,Offensive foul by J. Jackson (drawn by D. Gallinari),,16,13
69,1,4:50.0,Turnover by J. Jackson (offensive foul),,16,13
70,1,4:50.0,S. Hill enters the game for J. Jackson,,16,13
71,1,4:34.0,,N. Noel makes 2-pt dunk from 3 ft (assist by D. Schröder),16,15
72,1,4:34.0,Memphis full timeout,,16,15
73,1,4:10.0,S. Hill misses 3-pt jump shot from 30 ft,,16,15
74,1,4:09.0,Offensive rebound by Team,,16,15
75,1,4:09.0,Turnover by Team (shot clock),,16,15
76,1,3:58.0,,Turnover by D. Schröder (lost ball; steal by T. Jones),16,15
77,1,3:52.0,B. Clarke makes 2-pt layup from 1 ft (assist by T. Jones),,18,15
78,1,3:43.0,,Shooting foul by D. Melton (drawn by S. Gilgeous-Alexander),18,15
79,1,3:43.0,,S. Gilgeous-Alexander makes free throw 1 of 2,18,16
80,1,3:43.0,K. Anderson enters the game for J. Crowder,,18,16
81,1,3:43.0,,D. Bazley enters the game for D. Gallinari,18,16
82,1,3:43.0,,S. Gilgeous-Alexander makes free throw 2 of 2,18,17
83,1,3:31.0,B. Clarke makes 2-pt layup from 1 ft (assist by T. Jones),,20,17
84,1,3:22.0,,D. Schröder makes 2-pt jump shot from 7 ft,20,19
85,1,3:22.0,,Shooting foul by T. Jones (drawn by D. Schröder),20,19
86,1,3:22.0,,D. Schröder misses free throw 1 of 1,20,19
87,1,3:19.0,Defensive rebound by K. Anderson,,20,19
88,1,3:06.0,D. Melton misses 2-pt jump shot from 5 ft,,20,19
89,1,3:03.0,,Defensive rebound by D. Bazley,20,19
90,1,2:54.0,,Turnover by D. Schröder (bad pass),20,19
91,1,2:43.0,B. Clarke makes 2-pt layup from 3 ft (assist by D. Melton),,22,19
92,1,2:43.0,Shooting foul by N. Noel (drawn by B. Clarke),,22,19
93,1,2:43.0,B. Clarke makes free throw 1 of 1,,23,19
94,1,2:30.0,,Shooting foul by D. Melton (drawn by S. Gilgeous-Alexander),23,19
95,1,2:30.0,,S. Gilgeous-Alexander makes free throw 1 of 2,23,20
96,1,2:30.0,,S. Gilgeous-Alexander makes free throw 2 of 2,23,21
97,1,2:14.0,B. Clarke makes 2-pt jump shot from 11 ft (assist by D. Melton),,25,21
98,1,2:14.0,,M. Muscala enters the game for S. Gilgeous-Alexander,25,21
99,1,1:49.0,,N. Noel makes 2-pt dunk from 1 ft (assist by D. Schröder),25,23
100,1,1:28.0,D. Melton makes 2-pt hook shot from 5 ft,,27,23
101,1,1:10.0,,D. Bazley makes 2-pt dunk from 1 ft (assist by A. Nader),27,25
102,1,1:03.0,D. Melton makes 3-pt jump shot from 24 ft (assist by T. Jones),,30,25
103,1,0:41.0,,D. Schröder misses 3-pt jump shot from 26 ft,30,25
104,1,0:39.0,Defensive rebound by K. Anderson,,30,25
105,1,0:31.0,K. Anderson makes 2-pt jump shot from 10 ft,,32,25
106,1,0:27.0,,D. Schröder makes 2-pt jump shot from 17 ft,32,27
107,1,0:05.0,B. Clarke misses 2-pt jump shot from 4 ft (block by D. Bazley),,32,27
108,1,0:02.0,Offensive rebound by B. Clarke,,32,27
109,1,0:02.0,Turnover by Team (shot clock),,32,27
110,1,0:00.0,,D. Schröder misses 3-pt jump shot from 25 ft,32,27
111,1,0:00.0,,Offensive rebound by Team,32,27
112,2,11:37.0,,Offensive foul by S. Adams (drawn by J. Valančiūnas),32,27
113,2,11:37.0,,Turnover by S. Adams (offensive foul),32,27
114,2,11:20.0,J. Valančiūnas misses 2-pt jump shot from 10 ft,,32,27
115,2,11:19.0,,Defensive rebound by C. Paul,32,27
116,2,11:15.0,,Personal foul by J. Valančiūnas (drawn by S. Adams),32,27
117,2,11:03.0,,Shooting foul by D. Brooks (drawn by D. Schröder),32,27
118,2,11:03.0,,D. Schröder makes free throw 1 of 2,32,28
119,2,11:03.0,,D. Schröder makes free throw 2 of 2,32,29
120,2,10:44.0,J. Morant makes 3-pt jump shot from 27 ft (assist by J. Valančiūnas),,35,29
121,2,10:28.0,,D. Schröder misses 2-pt jump shot from 8 ft,35,29
122,2,10:25.0,Defensive rebound by J. Valančiūnas,,35,29
123,2,10:21.0,Turnover by D. Brooks (traveling),,35,29
124,2,10:12.0,,D. Bazley misses 3-pt jump shot from 26 ft,35,29
125,2,10:08.0,Defensive rebound by S. Hill,,35,29
126,2,10:01.0,Shooting foul by D. Schröder (drawn by K. Anderson),,35,29
127,2,10:01.0,K. Anderson makes free throw 1 of 2,,36,29
128,2,10:01.0,K. Anderson makes free throw 2 of 2,,37,29
129,2,9:52.0,,C. Paul misses 2-pt jump shot from 14 ft,37,29
130,2,9:50.0,Defensive rebound by J. Valančiūnas,,37,29
131,2,9:43.0,D. Brooks makes 3-pt jump shot from 25 ft (assist by J. Valančiūnas),,40,29
132,2,9:30.0,,D. Schröder makes 3-pt jump shot from 25 ft (assist by S. Adams),40,32
133,2,9:13.0,D. Brooks misses 2-pt layup from 2 ft (block by D. Bazley),,40,32
134,2,9:10.0,,Defensive rebound by D. Schröder,40,32
135,2,9:06.0,,A. Nader makes 2-pt layup from 2 ft (assist by D. Schröder),40,34
136,2,8:50.0,J. Morant makes 2-pt jump shot from 5 ft,,42,34
137,2,8:50.0,J. Jackson enters the game for S. Hill,,42,34
138,2,8:50.0,,N. Noel enters the game for S. Adams,42,34
139,2,8:27.0,,A. Nader makes 2-pt layup from 8 ft (assist by D. Schröder),42,36
140,2,8:27.0,Memphis full timeout,,42,36
141,2,8:11.0,J. Jackson makes 2-pt hook shot from 9 ft,,44,36
