,QUARTER,TIME_REMAINING,MINNESOTA_ACTION,MILWAUKEE_ACTION,MINNESOTA_SCORE,MILWAUKEE_SCORE
50,1,5:53.0,,D. DiVincenzo makes 2-pt layup from 3 ft (assist by E. İlyasova),13,6
51,1,5:53.0,,G. Hill enters the game for D. DiVincenzo,13,6
52,1,5:27.0,N. Reid misses 3-pt jump shot from 23 ft,,13,6
53,1,5:23.0,,Defensive rebound by P. Connaughton,13,6
54,1,5:20.0,,Turnover by P. Connaughton (lost ball; steal by J. Okogie),13,6
55,1,5:18.0,Turnover by K. Martin (traveling),,13,6
56,1,5:06.0,,B. Lopez misses 2-pt layup from 3 ft (block by K. Martin),13,6
57,1,5:01.0,,Offensive rebound by K. Middleton,13,6
58,1,5:00.0,,K. Middleton makes 2-pt layup from 3 ft,13,8
59,1,4:52.0,K. Martin misses 3-pt jump shot from 27 ft,,13,8
60,1,4:49.0,,Defensive rebound by K. Middleton,13,8
61,1,4:33.0,,E. İlyasova misses 2-pt layup from 4 ft,13,8
62,1,4:31.0,Defensive rebound by J. Okogie,,13,8
63,1,4:28.0,S. Napier makes 2-pt layup from 2 ft,,15,8
64,1,4:28.0,Shooting foul by K. Middleton (drawn by S. Napier),,15,8
65,1,4:28.0,K. Bates-Diop enters the game for K. Martin,,15,8
66,1,4:28.0,,K. Korver enters the game for B. Lopez,15,8
67,1,4:28.0,,R. Lopez enters the game for K. Middleton,15,8
68,1,4:28.0,S. Napier makes free throw 1 of 1,,16,8
69,1,4:11.0,,R. Lopez makes 2-pt hook shot from 8 ft,16,10
70,1,4:02.0,N. Reid misses 3-pt jump shot from 27 ft,,16,10
71,1,3:58.0,,Defensive rebound by E. İlyasova,16,10
72,1,3:50.0,,R. Lopez makes 2-pt hook shot from 6 ft,16,12
73,1,3:50.0,,Shooting foul by N. Reid (drawn by R. Lopez),16,12
74,1,3:50.0,,R. Lopez misses free throw 1 of 1,16,12
75,1,3:47.0,Defensive rebound by R. Covington,,16,12
76,1,3:36.0,K. Bates-Diop misses 3-pt jump shot from 28 ft,,16,12
77,1,3:31.0,,Defensive rebound by R. Lopez,16,12
78,1,3:21.0,,Personal foul by R. Covington (drawn by K. Korver),16,12
79,1,3:21.0,J. Bell enters the game for R. Covington,,16,12
80,1,3:14.0,,G. Hill misses 3-pt jump shot from 26 ft,16,12
81,1,3:12.0,Defensive rebound by S. Napier,,16,12
82,1,3:07.0,J. Okogie misses 3-pt jump shot from 28 ft,,16,12
83,1,3:04.0,,Defensive rebound by K. Korver,16,12
84,1,2:52.0,,P. Connaughton makes 2-pt layup from 1 ft (assist by K. Korver),16,14
85,1,2:46.0,Minnesota full timeout,,16,14
86,1,2:46.0,J. Culver enters the game for S. Napier,,16,14
87,1,2:39.0,J. Bell makes 2-pt dunk from 2 ft (assist by J. Culver),,18,14
88,1,2:23.0,,E. İlyasova makes 2-pt layup from 1 ft (assist by G. Hill),18,16
89,1,2:23.0,,Shooting foul by N. Reid (drawn by E. İlyasova),18,16
90,1,2:23.0,,E. İlyasova makes free throw 1 of 1,18,17
91,1,2:12.0,J. Culver misses 3-pt jump shot from 26 ft,,18,17
92,1,2:09.0,,Defensive rebound by P. Connaughton,18,17
93,1,1:46.0,,G. Hill misses 2-pt jump shot from 9 ft,18,17
94,1,1:42.0,Defensive rebound by J. Culver,,18,17
95,1,1:36.0,N. Reid makes 2-pt layup from 3 ft (assist by J. Bell),,20,17
96,1,1:23.0,,K. Korver misses 3-pt jump shot from 28 ft,20,17
97,1,1:20.0,Defensive rebound by K. Bates-Diop,,20,17
98,1,1:16.0,Shooting foul by P. Connaughton (drawn by K. Bates-Diop),,20,17
99,1,1:16.0,G. Dieng enters the game for N. Reid,,20,17
100,1,1:16.0,,G. Antetokounmpo enters the game for P. Connaughton,20,17
101,1,1:16.0,,E. Bledsoe enters the game for E. İlyasova,20,17
102,1,1:16.0,K. Bates-Diop makes free throw 1 of 2,,21,17
103,1,1:16.0,K. Bates-Diop makes free throw 2 of 2,,22,17
104,1,1:03.0,,G. Hill makes 2-pt jump shot from 12 ft,22,19
105,1,0:54.0,Personal foul by K. Korver (drawn by J. Okogie),,22,19
106,1,0:54.0,J. Okogie misses free throw 1 of 2,,22,19
107,1,0:54.0,Offensive rebound by Team,,22,19
108,1,0:54.0,J. Okogie makes free throw 2 of 2,,23,19
109,1,0:34.0,,Turnover by E. Bledsoe (lost ball; steal by J. Okogie),23,19
110,1,0:14.0,J. Culver misses 2-pt jump shot from 15 ft,,23,19
111,1,0:13.0,Offensive rebound by G. Dieng,,23,19
112,1,0:13.0,Turnover by Team (shot clock),,23,19
113,1,0:13.0,,E. İlyasova enters the game for R. Lopez,23,19
114,1,0:00.0,,E. İlyasova misses 3-pt jump shot from 24 ft,23,19
115,1,0:00.0,Defensive rebound by J. Bell,,23,19
116,2,11:46.0,K. Bates-Diop makes 3-pt jump shot from 23 ft (assist by J. Culver),,26,19
117,2,11:35.0,,E. Bledsoe misses 2-pt layup from 2 ft,26,19
118,2,11:35.0,Defensive rebound by J. Bell,,26,19
119,2,11:20.0,Turnover by J. Nowell (bad pass),,26,19
120,2,11:00.0,,B. Lopez makes 2-pt jump shot from 10 ft (assist by G. Antetokounmpo),26,21
121,2,10:45.0,J. Culver misses 3-pt jump shot from 27 ft,,26,21
122,2,10:41.0,,Defensive rebound by G. Antetokounmpo,26,21
123,2,10:39.0,,G. Antetokounmpo makes 2-pt layup from 2 ft,26,23
124,2,10:39.0,,Shooting foul by G. Dieng (drawn by G. Antetokounmpo),26,23
125,2,10:39.0,,G. Antetokounmpo misses free throw 1 of 1,26,23
126,2,10:36.0,Defensive rebound by K. Bates-Diop,,26,23
127,2,10:26.0,J. Culver misses 2-pt layup from 3 ft (block by E. Bledsoe),,26,23
128,2,10:26.0,Offensive rebound by Team,,26,23
129,2,10:14.0,G. Dieng misses 2-pt jump shot from 17 ft,,26,23
130,2,10:14.0,Offensive rebound by Team,,26,23
131,2,10:06.0,K. Bates-Diop makes 3-pt jump shot from 28 ft (assist by G. Dieng),,29,23
132,2,9:52.0,,B. Lopez misses 3-pt jump shot from 27 ft,29,23
133,2,9:50.0,Defensive rebound by J. Culver,,29,23
134,2,9:43.0,G. Dieng misses 2-pt layup from 4 ft (block by B. Lopez),,29,23
135,2,9:40.0,,Defensive rebound by K. Middleton,29,23
136,2,9:39.0,,G. Antetokounmpo makes 2-pt layup from 7 ft (assist by K. Middleton),29,25
137,2,9:39.0,,Shooting foul by J. Culver (drawn by G. Antetokounmpo),29,25
138,2,9:39.0,,D. DiVincenzo enters the game for E. Bledsoe,29,25
139,2,9:39.0,,G. Antetokounmpo makes free throw 1 of 1,29,26
140,2,9:26.0,J. Nowell misses 3-pt jump shot from 27 ft,,29,26
141,2,9:24.0,,Defensive rebound by B. Lopez,29,26
142,2,9:14.0,,D. DiVincenzo makes 2-pt layup from 2 ft (assist by B. Lopez),29,28
143,2,9:08.0,Minnesota full timeout,,29,28
144,2,9:08.0,R. Covington enters the game for J. Bell,,29,28
145,2,8:52.0,J. Culver misses 2-pt layup from 2 ft,,29,28
146,2,8:49.0,Offensive rebound by G. Dieng,,29,28
147,2,8:49.0,G. Dieng misses 2-pt layup from 1 ft,,29,28
148,2,8:48.0,,Defensive rebound by K. Middleton,29,28
149,2,8:47.0,,B. Lopez makes 2-pt layup from 2 ft (assist by G. Antetokounmpo),29,30
150,2,8:47.0,,Shooting foul by J. Nowell (drawn by B. Lopez),29,30
151,2,8:47.0,,B. Lopez makes free throw 1 of 1,29,31
152,2,8:33.0,K. Bates-Diop misses 2-pt layup from 2 ft (block by B. Lopez),,29,31
153,2,8:30.0,,Defensive rebound by D. DiVincenzo,29,31
154,2,8:29.0,,Turnover by K. Middleton (bad pass),29,31
155,2,8:18.0,J. Nowell makes 2-pt jump shot from 9 ft,,31,31
156,2,8:05.0,,G. Antetokounmpo makes 3-pt jump shot from 29 ft (assist by B. Lopez),31,34
157,2,7:46.0,G. Dieng makes 3-pt jump shot from 23 ft (assist by J. Culver),,34,34
158,2,7:32.0,,D. DiVincenzo misses 3-pt jump shot from 28 ft,34,34
159,2,7:30.0,Defensive rebound by G. Dieng,,34,34
160,2,7:16.0,J. Nowell misses 3-pt jump shot from 25 ft,,34,34
161,2,7:13.0,,Defensive rebound by D. DiVincenzo,34,34
162,2,7:11.0,,Personal foul by J. Culver (drawn by G. Antetokounmpo),34,34
163,2,7:11.0,K. Martin enters the game for K. Bates-Diop,,34,34
164,2,7:11.0,S. Napier enters the game for J. Culver,,34,34
165,2,7:11.0,,P. Connaughton enters the game for G. Antetokounmpo,34,34
166,2,7:11.0,,E. İlyasova enters the game for K. Korver,34,34
167,2,7:07.0,,B. Lopez misses 3-pt jump shot from 28 ft,34,34
168,2,7:05.0,Defensive rebound by S. Napier,,34,34
169,2,7:01.0,J. Nowell misses 3-pt jump shot from 23 ft,,34,34
170,2,6:57.0,,Defensive rebound by P. Connaughton,34,34
171,2,6:46.0,,K. Middleton misses 2-pt layup from 1 ft (block by G. Dieng),34,34
172,2,6:43.0,Defensive rebound by R. Covington,,34,34
173,2,6:42.0,Turnover by R. Covington (lost ball; steal by K. Middleton),,34,34
174,2,6:31.0,,K. Middleton makes 3-pt jump shot from 28 ft (assist by E. İlyasova),34,37
175,2,6:26.0,G. Dieng makes 3-pt jump shot from 26 ft (assist by S. Napier),,37,37
176,2,6:08.0,,K. Middleton makes 2-pt jump shot from 14 ft,37,39
177,2,5:57.0,J. Nowell misses 3-pt jump shot from 23 ft,,37,39
178,2,5:53.0,Offensive rebound by J. Nowell,,37,39
179,2,5:46.0,G. Dieng misses 3-pt jump shot from 24 ft,,37,39
180,2,5:44.0,,Defensive rebound by K. Middleton,37,39
181,2,5:33.0,,Personal foul by S. Napier (drawn by E. İlyasova),37,39
182,2,5:33.0,,E. İlyasova makes free throw 1 of 2,37,40
183,2,5:33.0,J. Okogie enters the game for G. Dieng,,37,40
184,2,5:33.0,N. Reid enters the game for J. Nowell,,37,40
185,2,5:33.0,,G. Hill enters the game for K. Middleton,37,40
186,2,5:33.0,,E. İlyasova makes free throw 2 of 2,37,41
187,2,5:18.0,Shooting foul by B. Lopez (drawn by J. Okogie),,37,41
188,2,5:18.0,J. Okogie makes free throw 1 of 2,,38,41
189,2,5:18.0,J. Okogie makes free throw 2 of 2,,39,41
190,2,5:12.0,,Personal foul by S. Napier (drawn by D. DiVincenzo),39,41
191,2,5:12.0,,D. DiVincenzo makes free throw 1 of 2,39,42
192,2,5:12.0,,R. Lopez enters the game for B. Lopez,39,42
193,2,5:12.0,,D. DiVincenzo makes free throw 2 of 2,39,43
194,2,5:02.0,Personal foul by P. Connaughton (drawn by S. Napier),,39,43
195,2,4:55.0,N. Reid makes 3-pt jump shot from 27 ft (assist by R. Covington),,42,43
196,2,4:44.0,,P. Connaughton misses 3-pt jump shot from 28 ft,42,43
197,2,4:43.0,,Offensive rebound by E. İlyasova,42,43
198,2,4:40.0,,E. İlyasova misses 2-pt jump shot from 7 ft (block by R. Covington),42,43
199,2,4:37.0,Defensive rebound by S. Napier,,42,43
200,2,4:30.0,K. Martin makes 3-pt jump shot from 25 ft (assist by J. Okogie),,45,43
201,2,4:16.0,,R. Lopez misses 2-pt hook shot from 8 ft,45,43
202,2,4:10.0,Defensive rebound by R. Covington,,45,43
203,2,4:04.0,K. Martin misses 3-pt jump shot from 23 ft,,45,43
204,2,4:00.0,,Defensive rebound by D. DiVincenzo,45,43
205,2,3:47.0,,G. Hill misses 3-pt jump shot from 26 ft,45,43
206,2,3:42.0,Defensive rebound by J. Okogie,,45,43
207,2,3:24.0,K. Martin misses 2-pt layup from 5 ft (block by E. İlyasova),,45,43
208,2,3:24.0,Offensive rebound by Team,,45,43
209,2,3:22.0,N. Reid misses 3-pt jump shot from 27 ft,,45,43
210,2,3:18.0,,Defensive rebound by D. DiVincenzo,45,43
211,2,3:12.0,,R. Lopez makes 3-pt jump shot from 27 ft (assist by E. İlyasova),45,46
212,2,3:00.0,Shooting foul by E. İlyasova (drawn by N. Reid),,45,46
213,2,3:00.0,N. Reid makes free throw 1 of 2,,46,46
214,2,3:00.0,,Milwaukee full timeout,46,46
215,2,3:00.0,,E. Bledsoe enters the game for D. DiVincenzo,46,46
216,2,3:00.0,N. Reid misses free throw 2 of 2,,46,46
217,2,2:58.0,,Defensive rebound by E. İlyasova,46,46
218,2,2:36.0,,E. Bledsoe makes 2-pt jump shot from 8 ft,46,48
219,2,2:28.0,S. Napier makes 3-pt jump shot from 27 ft (assist by K. Martin),,49,48
220,2,2:18.0,,Turnover by E. Bledsoe (lost ball; steal by R. Covington),49,48
221,2,2:07.0,S. Napier misses 3-pt jump shot from 29 ft,,49,48
222,2,2:03.0,,Defensive rebound by E. Bledsoe,49,48
223,2,2:00.0,,E. Bledsoe misses 2-pt layup from 2 ft (block by K. Martin),49,48
224,2,2:00.0,Defensive rebound by N. Reid,,49,48
225,2,1:58.0,Turnover by N. Reid (bad pass),,49,48
226,2,1:58.0,J. Culver enters the game for K. Martin,,49,48
227,2,1:58.0,G. Dieng enters the game for N. Reid,,49,48
228,2,1:58.0,,G. Antetokounmpo enters the game for E. İlyasova,49,48
229,2,1:49.0,,E. Bledsoe misses 2-pt jump shot from 6 ft (block by S. Napier),49,48
230,2,1:48.0,Defensive rebound by J. Culver,,49,48
231,2,1:45.0,J. Okogie misses 2-pt layup from 5 ft,,49,48
232,2,1:44.0,,Defensive rebound by P. Connaughton,49,48
233,2,1:39.0,,Shooting foul by G. Dieng (drawn by G. Antetokounmpo),49,48
234,2,1:39.0,,G. Antetokounmpo makes free throw 1 of 2,49,49
235,2,1:39.0,,G. Antetokounmpo misses free throw 2 of 2,49,49
236,2,1:35.0,,Offensive rebound by E. Bledsoe,49,49
237,2,1:27.0,,Shooting foul by J. Okogie (drawn by G. Hill),49,49
238,2,1:27.0,,G. Hill misses free throw 1 of 2,49,49
239,2,1:27.0,,Offensive rebound by Team,49,49
240,2,1:27.0,,G. Hill makes free throw 2 of 2,49,50
241,2,1:11.0,Shooting foul by G. Antetokounmpo (drawn by G. Dieng),,49,50
242,2,1:11.0,G. Dieng makes free throw 1 of 2,,50,50
243,2,1:11.0,,K. Middleton enters the game for P. Connaughton,50,50
244,2,1:11.0,G. Dieng makes free throw 2 of 2,,51,50
245,2,0:51.0,,K. Middleton misses 2-pt jump shot from 16 ft,51,50
246,2,0:49.0,Defensive rebound by S. Napier,,51,50
247,2,0:30.0,J. Okogie misses 2-pt jump shot from 13 ft (block by E. Bledsoe),,51,50
248,2,0:29.0,,Defensive rebound by E. Bledsoe,51,50
249,2,0:16.0,,G. Antetokounmpo misses 2-pt hook shot from 7 ft,51,50
250,2,0:16.0,,Offensive rebound by G. Antetokounmpo,51,50
251,2,0:14.0,,G. Antetokounmpo makes 2-pt dunk from 2 ft,51,52
252,2,0:00.0,J. Culver misses 3-pt jump shot from 24 ft,,51,52
253,2,0:00.0,Offensive rebound by Team,,51,52
254,3,11:44.0,G. Dieng misses 2-pt jump shot from 23 ft,,51,52
255,3,11:41.0,,Defensive rebound by G. Antetokounmpo,51,52
256,3,11:28.0,,Turnover by G. Antetokounmpo (lost ball),51,52
257,3,11:28.0,,Loose ball foul by G. Antetokounmpo (drawn by J. Culver),51,52
258,3,11:11.0,J. Culver misses 2-pt jump shot from 7 ft,,51,52
259,3,11:09.0,,Defensive rebound by G. Antetokounmpo,51,52
260,3,11:04.0,,Shooting foul by G. Dieng (drawn by E. Bledsoe),51,52
261,3,11:04.0,,E. Bledsoe makes free throw 1 of 2,51,53
262,3,11:04.0,,E. Bledsoe makes free throw 2 of 2,51,54
263,3,10:51.0,S. Napier misses 3-pt jump shot from 27 ft,,51,54
264,3,10:47.0,,Defensive rebound by K. Middleton,51,54
265,3,10:42.0,,E. Bledsoe makes 2-pt layup from 1 ft (assist by K. Middleton),51,56
266,3,10:13.0,J. Culver makes 2-pt layup from 2 ft,,53,56
267,3,9:59.0,,K. Middleton misses 2-pt jump shot from 18 ft,53,56
268,3,9:56.0,Defensive rebound by R. Covington,,53,56
269,3,9:44.0,G. Dieng makes 2-pt jump shot from 23 ft (assist by J. Culver),,55,56
270,3,9:35.0,,G. Antetokounmpo makes 2-pt layup from 1 ft (assist by E. Bledsoe),55,58
271,3,9:35.0,,Shooting foul by G. Dieng (drawn by G. Antetokounmpo),55,58
272,3,9:35.0,J. Bell enters the game for G. Dieng,,55,58
273,3,9:35.0,,G. Antetokounmpo misses free throw 1 of 1,55,58
274,3,9:31.0,,Offensive rebound by G. Antetokounmpo,55,58
275,3,9:28.0,,K. Middleton misses 3-pt jump shot from 24 ft,55,58
276,3,9:25.0,Defensive rebound by R. Covington,,55,58
277,3,9:19.0,S. Napier misses 2-pt layup from 2 ft,,55,58
278,3,9:17.0,,Defensive rebound by E. Bledsoe,55,58
279,3,9:09.0,,B. Lopez makes 2-pt layup from 2 ft (assist by E. Bledsoe),55,60
280,3,8:57.0,K. Martin misses 3-pt jump shot from 27 ft,,55,60
281,3,8:54.0,,Defensive rebound by E. Bledsoe,55,60
282,3,8:48.0,,Personal foul by K. Martin (drawn by G. Antetokounmpo),55,60
283,3,8:45.0,,E. Bledsoe makes 2-pt layup from 1 ft (assist by K. Middleton),55,62
284,3,8:45.0,Minnesota full timeout,,55,62
285,3,8:31.0,R. Covington misses 2-pt jump shot from 9 ft,,55,62
286,3,8:28.0,,Defensive rebound by B. Lopez,55,62
287,3,8:19.0,,Turnover by B. Lopez (lost ball; steal by R. Covington),55,62
288,3,8:16.0,J. Culver makes 2-pt dunk from 2 ft (assist by R. Covington),,57,62
289,3,8:16.0,Shooting foul by E. Bledsoe (drawn by J. Culver),,57,62
290,3,8:16.0,J. Culver misses free throw 1 of 1,,57,62
291,3,8:14.0,,Defensive rebound by G. Antetokounmpo,57,62
292,3,8:00.0,,Personal foul by R. Covington (drawn by B. Lopez),57,62
293,3,8:00.0,,P. Connaughton enters the game for E. Bledsoe,57,62
294,3,7:52.0,,K. Middleton misses 2-pt jump shot from 19 ft,57,62
295,3,7:49.0,,Offensive rebound by D. DiVincenzo,57,62
296,3,7:47.0,,G. Antetokounmpo misses 3-pt jump shot from 27 ft,57,62
297,3,7:44.0,Defensive rebound by R. Covington,,57,62
298,3,7:32.0,K. Martin misses 2-pt jump shot from 17 ft,,57,62
299,3,7:28.0,,Defensive rebound by G. Antetokounmpo,57,62
300,3,7:15.0,,G. Antetokounmpo makes 2-pt jump shot from 7 ft,57,64
301,3,7:02.0,J. Culver misses 3-pt jump shot from 24 ft,,57,64
302,3,6:59.0,,Defensive rebound by G. Antetokounmpo,57,64
303,3,6:54.0,,G. Antetokounmpo makes 3-pt jump shot from 27 ft,57,67
304,3,6:54.0,Minnesota full timeout,,57,67
305,3,6:54.0,K. Bates-Diop enters the game for J. Culver,,57,67
306,3,6:54.0,J. Okogie enters the game for K. Martin,,57,67
307,3,6:43.0,Turnover by S. Napier (out of bounds lost ball),,57,67
308,3,6:34.0,,Offensive foul by K. Middleton (drawn by S. Napier),57,67
309,3,6:34.0,,Turnover by K. Middleton (offensive foul),57,67
310,3,6:20.0,K. Bates-Diop misses 3-pt jump shot from 26 ft,,57,67
311,3,6:17.0,,Defensive rebound by D. DiVincenzo,57,67
312,3,6:07.0,,Offensive foul by K. Middleton (drawn by S. Napier),57,67
313,3,6:07.0,,Turnover by K. Middleton (offensive foul),57,67
314,3,6:07.0,,E. İlyasova enters the game for G. Antetokounmpo,57,67
315,3,6:07.0,,Violation by Team (delay of game),57,67
316,3,5:53.0,S. Napier makes 3-pt jump shot from 27 ft,,60,67
317,3,5:38.0,,Turnover by B. Lopez (bad pass),60,67
318,3,5:38.0,,G. Hill enters the game for D. DiVincenzo,60,67
319,3,5:24.0,K. Bates-Diop misses 2-pt jump shot from 6 ft,,60,67
320,3,5:22.0,,Defensive rebound by E. İlyasova,60,67
321,3,5:06.0,,K. Middleton misses 3-pt jump shot from 27 ft,60,67
322,3,5:03.0,Defensive rebound by S. Napier,,60,67
323,3,4:53.0,J. Okogie makes 3-pt jump shot from 23 ft (assist by K. Bates-Diop),,63,67
324,3,4:33.0,,B. Lopez misses 3-pt jump shot from 26 ft,63,67
325,3,4:30.0,Defensive rebound by J. Bell,,63,67
326,3,4:23.0,J. Okogie misses 3-pt jump shot from 26 ft,,63,67
327,3,4:19.0,,Defensive rebound by E. İlyasova,63,67
328,3,4:15.0,,Personal foul by S. Napier (drawn by E. İlyasova),63,67
329,3,4:15.0,,K. Korver enters the game for B. Lopez,63,67
330,3,4:15.0,,R. Lopez enters the game for K. Middleton,63,67
331,3,4:15.0,,E. İlyasova makes free throw 1 of 2,63,68
332,3,4:15.0,J. Culver enters the game for S. Napier,,63,68
333,3,4:15.0,,E. İlyasova makes free throw 2 of 2,63,69
334,3,4:02.0,J. Okogie misses 2-pt layup from 4 ft,,63,69
335,3,4:00.0,,Defensive rebound by K. Korver,63,69
336,3,3:43.0,,P. Connaughton misses 2-pt hook shot from 4 ft,63,69
337,3,3:40.0,Defensive rebound by R. Covington,,63,69
338,3,3:40.0,N. Reid enters the game for R. Covington,,63,69
339,3,3:12.0,,K. Korver makes 3-pt jump shot from 27 ft (assist by R. Lopez),63,72
340,3,2:58.0,K. Bates-Diop makes 2-pt layup from 1 ft (assist by J. Culver),,65,72
341,3,2:46.0,,E. İlyasova misses 3-pt jump shot from 27 ft,65,72
342,3,2:43.0,Defensive rebound by J. Culver,,65,72
343,3,2:37.0,J. Culver makes 2-pt layup from 1 ft,,67,72
344,3,2:20.0,,R. Lopez misses 3-pt jump shot from 27 ft,67,72
345,3,2:17.0,Defensive rebound by J. Okogie,,67,72
346,3,2:04.0,N. Reid misses 3-pt jump shot from 23 ft,,67,72
347,3,2:01.0,,Defensive rebound by P. Connaughton,67,72
348,3,1:52.0,,G. Hill makes 2-pt layup from 2 ft,67,74
349,3,1:37.0,N. Reid makes 2-pt layup from 2 ft,,69,74
350,3,1:34.0,,Milwaukee full timeout,69,74
351,3,1:34.0,J. Nowell enters the game for J. Bell,,69,74
352,3,1:34.0,,G. Antetokounmpo enters the game for P. Connaughton,69,74
353,3,1:34.0,,E. Bledsoe enters the game for E. İlyasova,69,74
354,3,1:19.0,,K. Korver misses 3-pt jump shot from 28 ft,69,74
355,3,1:17.0,,Offensive rebound by E. Bledsoe,69,74
356,3,1:07.0,,E. Bledsoe misses 3-pt jump shot from 28 ft,69,74
357,3,1:06.0,,Offensive rebound by G. Hill,69,74
358,3,1:06.0,,Personal foul by J. Culver (drawn by K. Korver),69,74
359,3,1:06.0,,K. Korver makes free throw 1 of 2,69,75
360,3,1:06.0,,K. Korver makes free throw 2 of 2,69,76
361,3,0:57.0,J. Culver misses 3-pt jump shot from 26 ft,,69,76
362,3,0:53.0,,Defensive rebound by G. Antetokounmpo,69,76
363,3,0:49.0,,Turnover by G. Antetokounmpo (lost ball; steal by J. Culver),69,76
364,3,0:45.0,J. Nowell misses 2-pt layup from 2 ft,,69,76
365,3,0:42.0,Offensive rebound by J. Okogie,,69,76
366,3,0:42.0,J. Okogie makes 2-pt layup at rim,,71,76
367,3,0:29.0,,Milwaukee full timeout,71,76
368,3,0:26.0,,Shooting foul by N. Reid (drawn by G. Antetokounmpo),71,76
369,3,0:26.0,Minnesota full timeout,,71,76
370,3,0:26.0,Instant Replay (Challenge: Stands),,71,76
371,3,0:26.0,,G. Antetokounmpo makes free throw 1 of 2,71,77
372,3,0:26.0,,G. Antetokounmpo misses free throw 2 of 2,71,77
373,3,0:23.0,,Offensive rebound by K. Korver,71,77
374,3,0:08.0,,E. Bledsoe misses 2-pt jump shot from 14 ft,71,77
375,3,0:05.0,Defensive rebound by J. Culver,,71,77
376,3,0:00.0,K. Bates-Diop misses 2-pt jump shot from 21 ft (block by K. Korver),,71,77
377,3,0:00.0,Offensive rebound by Team,,71,77
378,4,11:39.0,,Turnover by K. Korver (bad pass; steal by K. Bates-Diop),71,77
