,QUARTER,TIME_REMAINING,PHOENIX_ACTION,PORTLAND_ACTION,PHOENIX_SCORE,PORTLAND_SCORE
0,1,11:48.0,,Turnover by C. Anthony (bad pass; steal by A. Baynes),0,0
1,1,11:41.0,M. Bridges makes 2-pt layup from 1 ft (assist by R. Rubio),,2,0
2,1,11:30.0,,T. Ariza makes 3-pt jump shot from 23 ft (assist by C. McCollum),2,3
3,1,11:08.0,Shooting foul by C. Anthony (drawn by D. Šarić),,2,3
4,1,11:08.0,D. Šarić makes free throw 1 of 2,,3,3
5,1,11:08.0,D. Šarić makes free throw 2 of 2,,4,3
6,1,10:52.0,,C. McCollum makes 2-pt layup from 3 ft,4,5
7,1,10:36.0,Turnover by D. Booker (bad pass; steal by T. Ariza),,4,5
8,1,10:25.0,,C. McCollum misses 3-pt jump shot from 24 ft,4,5
9,1,10:23.0,Defensive rebound by D. Šarić,,4,5
10,1,10:13.0,D. Booker misses 3-pt jump shot from 25 ft,,4,5
11,1,10:10.0,Offensive rebound by M. Bridges,,4,5
12,1,10:08.0,M. Bridges makes 2-pt layup from 1 ft,,6,5
13,1,9:53.0,,D. Lillard misses 2-pt jump shot from 22 ft,6,5
14,1,9:51.0,Defensive rebound by D. Šarić,,6,5
15,1,9:43.0,Personal foul by C. McCollum (drawn by D. Šarić),,6,5
16,1,9:27.0,R. Rubio misses 3-pt jump shot from 27 ft,,6,5
17,1,9:25.0,,Defensive rebound by T. Ariza,6,5
18,1,9:16.0,,D. Lillard makes 2-pt layup at rim,6,7
19,1,9:11.0,Turnover by R. Rubio (out of bounds lost ball),,6,7
20,1,9:04.0,,Turnover by T. Ariza (step out of bounds),6,7
21,1,8:56.0,D. Booker makes 2-pt layup from 1 ft (assist by R. Rubio),,8,7
22,1,8:40.0,,C. Anthony makes 3-pt jump shot from 25 ft (assist by D. Lillard),8,10
23,1,8:16.0,D. Booker misses 2-pt jump shot from 14 ft,,8,10
24,1,8:12.0,,Defensive rebound by T. Ariza,8,10
25,1,7:58.0,,D. Lillard misses 2-pt layup from 2 ft,8,10
26,1,7:55.0,,Offensive rebound by H. Whiteside,8,10
27,1,7:55.0,,H. Whiteside makes 2-pt layup at rim,8,12
28,1,7:49.0,D. Šarić makes 3-pt jump shot from 25 ft (assist by R. Rubio),,11,12
29,1,7:32.0,,H. Whiteside makes 2-pt layup from 2 ft (assist by C. McCollum),11,14
30,1,7:16.0,R. Rubio misses 2-pt layup from 2 ft (block by D. Lillard),,11,14
31,1,7:16.0,Offensive rebound by Team,,11,14
32,1,7:09.0,A. Baynes misses 3-pt jump shot from 23 ft,,11,14
33,1,7:07.0,Offensive rebound by Team,,11,14
34,1,7:05.0,D. Šarić makes 2-pt jump shot from 15 ft (assist by D. Booker),,13,14
35,1,6:51.0,,C. Anthony misses 2-pt jump shot from 17 ft,13,14
36,1,6:49.0,Defensive rebound by R. Rubio,,13,14
37,1,6:42.0,Turnover by R. Rubio (bad pass; steal by C. Anthony),,13,14
38,1,6:35.0,,C. Anthony makes 2-pt jump shot from 15 ft,13,16
39,1,6:21.0,Shooting foul by D. Lillard (drawn by R. Rubio),,13,16
40,1,6:21.0,,Portland full timeout,13,16
41,1,6:21.0,R. Rubio makes free throw 1 of 2,,14,16
42,1,6:21.0,R. Rubio makes free throw 2 of 2,,15,16
43,1,6:03.0,,D. Lillard makes 3-pt jump shot from 26 ft (assist by C. Anthony),15,19
44,1,5:48.0,A. Baynes misses 3-pt jump shot from 24 ft,,15,19
45,1,5:46.0,,Defensive rebound by T. Ariza,15,19
46,1,5:36.0,,C. Anthony makes 2-pt jump shot from 20 ft,15,21
47,1,5:20.0,A. Baynes misses 2-pt jump shot from 12 ft,,15,21
48,1,5:17.0,,Defensive rebound by H. Whiteside,15,21
49,1,5:07.0,,T. Ariza makes 3-pt jump shot from 25 ft (assist by D. Lillard),15,24
50,1,4:55.0,D. Šarić misses 2-pt jump shot from 18 ft,,15,24
51,1,4:53.0,,Defensive rebound by H. Whiteside,15,24
52,1,4:46.0,,C. Anthony makes 2-pt jump shot from 19 ft,15,26
53,1,4:43.0,Phoenix full timeout,,15,26
54,1,4:43.0,J. Carter enters the game for A. Baynes,,15,26
55,1,4:43.0,C. Diallo enters the game for R. Rubio,,15,26
56,1,4:23.0,J. Carter misses 2-pt jump shot from 10 ft,,15,26
57,1,4:22.0,Offensive rebound by C. Diallo,,15,26
58,1,4:20.0,C. Diallo makes 2-pt layup from 1 ft,,17,26
59,1,3:58.0,,Shooting foul by C. Diallo (drawn by C. Anthony),17,26
60,1,3:58.0,,C. Anthony misses free throw 1 of 2,17,26
61,1,3:58.0,,Offensive rebound by Team,17,26
62,1,3:58.0,,C. Anthony makes free throw 2 of 2,17,27
63,1,3:47.0,D. Booker misses 3-pt jump shot from 25 ft,,17,27
64,1,3:44.0,,Defensive rebound by D. Lillard,17,27
65,1,3:30.0,,C. Anthony makes 2-pt jump shot from 12 ft,17,29
66,1,3:10.0,D. Šarić makes 2-pt layup at rim (assist by D. Booker),,19,29
