,QUARTER,TIME_REMAINING,NEW ORLEANS_ACTION,PHILADELPHIA_ACTION,NEW ORLEANS_SCORE,PHILADELPHIA_SCORE
99,1,1:30.0,Shooting foul by R. Neto (drawn by L. Ball),,22,34
100,1,1:30.0,L. Ball misses free throw 1 of 2,,22,34
101,1,1:30.0,Offensive rebound by Team,,22,34
102,1,1:30.0,L. Ball makes free throw 2 of 2,,23,34
103,1,1:15.0,,R. Neto makes 3-pt jump shot from 26 ft (assist by J. Embiid),23,37
104,1,0:57.0,J. Okafor misses 2-pt jump shot from 7 ft,,23,37
105,1,0:55.0,,Defensive rebound by J. Embiid,23,37
106,1,0:39.0,,J. Embiid misses 2-pt jump shot from 11 ft,23,37
107,1,0:37.0,Defensive rebound by B. Ingram,,23,37
108,1,0:31.0,B. Ingram misses 2-pt jump shot from 11 ft,,23,37
109,1,0:28.0,,Defensive rebound by R. Neto,23,37
110,1,0:16.0,,J. Richardson makes 2-pt jump shot from 17 ft,23,39
111,1,0:02.0,B. Ingram makes 2-pt jump shot from 12 ft (assist by L. Ball),,25,39
112,1,0:00.0,,R. Neto misses 3-pt jump shot from 56 ft,25,39
113,1,0:00.0,,Offensive rebound by Team,25,39
114,2,11:41.0,N. Alexander-Walker misses 2-pt jump shot from 10 ft,,25,39
115,2,11:37.0,Offensive rebound by J. Okafor,,25,39
116,2,11:35.0,N. Alexander-Walker misses 3-pt jump shot from 27 ft,,25,39
117,2,11:32.0,,Defensive rebound by F. Korkmaz,25,39
118,2,11:17.0,,J. Embiid misses 2-pt jump shot from 19 ft,25,39
119,2,11:15.0,Defensive rebound by J. Hart,,25,39
120,2,11:06.0,L. Ball makes 3-pt jump shot from 26 ft,,28,39
121,2,10:46.0,,Personal foul by J. Okafor (drawn by J. Embiid),28,39
122,2,10:46.0,D. Favors enters the game for J. Okafor,,28,39
123,2,10:34.0,,Turnover by J. Embiid (bad pass; steal by N. Alexander-Walker),28,39
124,2,10:26.0,D. Favors makes 2-pt jump shot from 6 ft (assist by N. Alexander-Walker),,30,39
125,2,10:12.0,,J. Richardson misses 2-pt jump shot from 7 ft,30,39
126,2,10:10.0,Defensive rebound by L. Ball,,30,39
127,2,10:02.0,L. Ball misses 2-pt jump shot from 14 ft,,30,39
128,2,9:59.0,,Defensive rebound by J. Embiid,30,39
129,2,9:50.0,,Turnover by F. Korkmaz (lost ball; steal by N. Alexander-Walker),30,39
130,2,9:50.0,Personal foul by F. Korkmaz (drawn by N. Alexander-Walker),,30,39
131,2,9:50.0,,T. Harris enters the game for J. Richardson,30,39
132,2,9:50.0,,M. Thybulle enters the game for M. Scott,30,39
133,2,9:35.0,D. Favors makes 2-pt layup from 1 ft (assist by L. Ball),,32,39
134,2,9:35.0,Shooting foul by J. Embiid (drawn by D. Favors),,32,39
135,2,9:35.0,D. Favors misses free throw 1 of 1,,32,39
136,2,9:32.0,,Defensive rebound by J. Embiid,32,39
137,2,9:21.0,,J. Embiid misses 2-pt hook shot from 2 ft,32,39
138,2,9:18.0,Defensive rebound by N. Alexander-Walker,,32,39
139,2,9:09.0,L. Ball misses 2-pt jump shot from 10 ft,,32,39
140,2,9:07.0,,Defensive rebound by J. Embiid,32,39
141,2,8:55.0,,R. Neto misses 2-pt layup from 2 ft,32,39
142,2,8:53.0,Defensive rebound by D. Favors,,32,39
143,2,8:42.0,J. Hart misses 2-pt jump shot from 9 ft,,32,39
144,2,8:39.0,Offensive rebound by J. Hart,,32,39
145,2,8:38.0,Turnover by J. Hart (lost ball; steal by R. Neto),,32,39
146,2,8:25.0,,F. Korkmaz makes 2-pt layup from 3 ft (assist by J. Embiid),32,41
147,2,8:17.0,Offensive foul by L. Ball (drawn by R. Neto),,32,41
148,2,8:17.0,Turnover by L. Ball (offensive foul),,32,41
149,2,8:17.0,J. Hayes enters the game for N. Alexander-Walker,,32,41
150,2,8:17.0,J. Holiday enters the game for D. Favors,,32,41
151,2,8:17.0,,J. Ennis enters the game for J. Embiid,32,41
152,2,8:17.0,,N. Pelle enters the game for F. Korkmaz,32,41
153,2,8:17.0,,B. Simmons enters the game for R. Neto,32,41
154,2,8:06.0,,T. Harris makes 2-pt layup from 2 ft (assist by B. Simmons),32,43
155,2,8:06.0,,Shooting foul by K. Williams (drawn by T. Harris),32,43
156,2,8:06.0,,T. Harris makes free throw 1 of 1,32,44
157,2,7:51.0,J. Holiday misses 2-pt jump shot from 6 ft,,32,44
158,2,7:49.0,,Defensive rebound by N. Pelle,32,44
159,2,7:37.0,,Shooting foul by K. Williams (drawn by T. Harris),32,44
160,2,7:37.0,,T. Harris makes free throw 1 of 2,32,45
161,2,7:37.0,J. Redick enters the game for K. Williams,,32,45
162,2,7:37.0,,T. Harris misses free throw 2 of 2,32,45
163,2,7:34.0,Defensive rebound by J. Hart,,32,45
164,2,7:27.0,J. Redick misses 2-pt layup from 3 ft (block by N. Pelle),,32,45
165,2,7:24.0,,Defensive rebound by T. Harris,32,45
166,2,7:21.0,,Offensive foul by N. Pelle (drawn by J. Holiday),32,45
167,2,7:21.0,,Turnover by N. Pelle (offensive foul),32,45
168,2,7:07.0,Def 3 sec tech foul by Team,,32,45
169,2,7:07.0,J. Redick makes technical free throw,,33,45
170,2,7:07.0,,K. O'Quinn enters the game for N. Pelle,33,45
171,2,7:00.0,J. Hart makes 3-pt jump shot from 27 ft (assist by J. Redick),,36,45
172,2,6:59.0,,Philadelphia full timeout,36,45
173,2,6:44.0,,B. Simmons misses 2-pt layup from 2 ft,36,45
174,2,6:42.0,Defensive rebound by J. Hayes,,36,45
175,2,6:41.0,Shooting foul by J. Ennis (drawn by J. Hart),,36,45
176,2,6:41.0,J. Hart makes free throw 1 of 2,,37,45
177,2,6:41.0,J. Hart makes free throw 2 of 2,,38,45
178,2,6:19.0,,T. Harris misses 2-pt jump shot from 2 ft,38,45
179,2,6:16.0,Defensive rebound by J. Holiday,,38,45
180,2,6:07.0,J. Hayes makes 2-pt dunk at rim (assist by J. Hart),,40,45
181,2,5:58.0,,J. Ennis makes 2-pt dunk from 2 ft (assist by B. Simmons),40,47
182,2,5:38.0,Personal foul by J. Ennis (drawn by J. Hayes),,40,47
183,2,5:38.0,B. Ingram enters the game for J. Hart,,40,47
184,2,5:38.0,,F. Korkmaz enters the game for J. Ennis,40,47
185,2,5:33.0,Personal foul by F. Korkmaz (drawn by J. Redick),,40,47
186,2,5:33.0,J. Redick makes free throw 1 of 2,,41,47
187,2,5:33.0,J. Redick misses free throw 2 of 2,,41,47
188,2,5:31.0,,Defensive rebound by T. Harris,41,47
189,2,5:11.0,,T. Harris makes 2-pt jump shot from 4 ft,41,49
190,2,4:52.0,L. Ball misses 3-pt jump shot from 24 ft,,41,49
191,2,4:49.0,,Defensive rebound by K. O'Quinn,41,49
192,2,4:40.0,,B. Simmons makes 2-pt jump shot from 6 ft,41,51
193,2,4:40.0,Violation by Team (def goaltending),,41,51
194,2,4:31.0,J. Holiday misses 3-pt jump shot from 27 ft,,41,51
195,2,4:28.0,,Defensive rebound by K. O'Quinn,41,51
196,2,4:21.0,,F. Korkmaz misses 3-pt jump shot from 23 ft,41,51
197,2,4:19.0,Defensive rebound by J. Hayes,,41,51
198,2,4:12.0,B. Ingram misses 3-pt jump shot from 25 ft,,41,51
199,2,4:08.0,Offensive rebound by L. Ball,,41,51
200,2,4:03.0,J. Redick misses 2-pt layup from 4 ft (block by K. O'Quinn),,41,51
201,2,4:00.0,,Defensive rebound by K. O'Quinn,41,51
202,2,3:45.0,,T. Harris makes 2-pt hook shot from 1 ft (assist by M. Thybulle),41,53
203,2,3:45.0,,Violation by Team (delay of game),41,53
204,2,3:26.0,B. Ingram misses 2-pt jump shot from 12 ft,,41,53
205,2,3:24.0,,Defensive rebound by Team,41,53
206,2,3:24.0,J. Hart enters the game for L. Ball,,41,53
207,2,3:14.0,,Personal foul by B. Ingram (drawn by T. Harris),41,53
208,2,2:59.0,,Turnover by Team (shot clock),41,53
209,2,2:49.0,J. Redick makes 2-pt layup from 2 ft (assist by J. Holiday),,43,53
210,2,2:34.0,,B. Simmons misses 2-pt layup from 1 ft,43,53
211,2,2:32.0,Defensive rebound by J. Holiday,,43,53
212,2,2:22.0,J. Hart makes 2-pt layup from 1 ft (assist by J. Holiday),,45,53
213,2,2:06.0,,Shooting foul by J. Hart (drawn by T. Harris),45,53
214,2,2:06.0,N. Alexander-Walker enters the game for B. Ingram,,45,53
215,2,2:06.0,,J. Embiid enters the game for K. O'Quinn,45,53
216,2,2:06.0,New Orleans full timeout,,45,53
217,2,2:06.0,,T. Harris makes free throw 1 of 2,45,54
218,2,2:06.0,,T. Harris makes free throw 2 of 2,45,55
219,2,1:54.0,J. Redick makes 3-pt jump shot from 26 ft (assist by J. Holiday),,48,55
220,2,1:25.0,,M. Thybulle misses 2-pt jump shot from 15 ft,48,55
221,2,1:24.0,,Offensive rebound by Team,48,55
222,2,1:16.0,,T. Harris makes 2-pt hook shot from 5 ft (assist by J. Embiid),48,57
223,2,1:10.0,J. Hayes makes 2-pt dunk at rim (assist by J. Holiday),,50,57
224,2,0:59.0,,B. Simmons makes 2-pt layup from 2 ft,50,59
225,2,0:59.0,Turnover by N. Alexander-Walker (inbound),,50,59
226,2,0:57.0,,J. Embiid makes 2-pt jump shot from 13 ft (assist by B. Simmons),50,61
227,2,0:57.0,,Shooting foul by J. Hayes (drawn by J. Embiid),50,61
228,2,0:57.0,,J. Embiid makes free throw 1 of 1,50,62
229,2,0:41.0,J. Holiday makes 2-pt dunk from 2 ft (assist by J. Hart),,52,62
230,2,0:31.0,,T. Harris misses 2-pt jump shot from 14 ft,52,62
231,2,0:28.0,Defensive rebound by J. Hayes,,52,62
232,2,0:20.0,J. Redick makes 3-pt jump shot from 27 ft,,55,62
233,2,0:08.0,,F. Korkmaz misses 3-pt jump shot from 26 ft,55,62
234,2,0:05.0,Defensive rebound by J. Hart,,55,62
235,2,0:01.0,J. Holiday makes 2-pt dunk at rim (assist by J. Hart),,57,62
236,2,0:00.0,,M. Thybulle misses 3-pt jump shot from 57 ft,57,62
237,2,0:00.0,,Offensive rebound by Team,57,62
238,3,11:40.0,Turnover by J. Redick (lost ball; steal by B. Simmons),,57,62
239,3,11:40.0,,Personal foul by B. Ingram (drawn by B. Simmons),57,62
240,3,11:20.0,,J. Embiid makes 2-pt jump shot from 12 ft,57,64
241,3,11:05.0,D. Favors misses 2-pt jump shot from 16 ft,,57,64
242,3,11:01.0,,Defensive rebound by J. Embiid,57,64
243,3,10:56.0,,J. Embiid misses 3-pt jump shot from 25 ft,57,64
244,3,10:53.0,Defensive rebound by J. Redick,,57,64
245,3,10:42.0,J. Redick misses 2-pt layup from 2 ft,,57,64
246,3,10:40.0,,Defensive rebound by T. Harris,57,64
247,3,10:35.0,,Personal foul by J. Redick (drawn by M. Scott),57,64
248,3,10:24.0,,J. Embiid misses 2-pt jump shot from 11 ft,57,64
249,3,10:20.0,Defensive rebound by K. Williams,,57,64
250,3,10:16.0,Shooting foul by J. Richardson (drawn by J. Holiday),,57,64
251,3,10:16.0,J. Holiday makes free throw 1 of 2,,58,64
252,3,10:16.0,J. Holiday makes free throw 2 of 2,,59,64
253,3,9:51.0,,M. Scott misses 2-pt jump shot from 10 ft,59,64
254,3,9:48.0,Defensive rebound by B. Ingram,,59,64
255,3,9:42.0,B. Ingram makes 2-pt dunk at rim,,61,64
256,3,9:22.0,,Personal foul by B. Ingram (drawn by T. Harris),61,64
257,3,9:13.0,,B. Simmons makes 2-pt hook shot from 2 ft,61,66
258,3,9:00.0,D. Favors misses 2-pt layup from 4 ft (block by B. Simmons),,61,66
259,3,9:00.0,,Defensive rebound by Team,61,66
260,3,8:40.0,,T. Harris makes 2-pt jump shot from 6 ft,61,68
261,3,8:35.0,J. Redick makes 3-pt jump shot from 26 ft (assist by J. Holiday),,64,68
262,3,8:18.0,,J. Richardson misses 2-pt jump shot from 17 ft,64,68
263,3,8:15.0,Defensive rebound by D. Favors,,64,68
264,3,8:08.0,B. Ingram makes 2-pt jump shot from 14 ft,,66,68
265,3,7:54.0,,Offensive foul by J. Richardson (drawn by J. Redick),66,68
266,3,7:54.0,,Turnover by J. Richardson (offensive foul),66,68
267,3,7:42.0,D. Favors makes 2-pt jump shot from 7 ft (assist by J. Holiday),,68,68
268,3,7:41.0,,Philadelphia full timeout,68,68
269,3,7:20.0,,J. Embiid misses 2-pt hook shot from 9 ft,68,68
270,3,7:19.0,,Offensive rebound by M. Scott,68,68
271,3,7:14.0,,T. Harris misses 3-pt jump shot from 26 ft,68,68
272,3,7:10.0,Defensive rebound by J. Redick,,68,68
273,3,7:06.0,B. Ingram misses 3-pt jump shot from 26 ft,,68,68
274,3,7:03.0,,Defensive rebound by M. Scott,68,68
275,3,6:48.0,,M. Scott misses 3-pt jump shot from 26 ft,68,68
276,3,6:46.0,Defensive rebound by D. Favors,,68,68
277,3,6:35.0,J. Holiday misses 3-pt jump shot from 25 ft,,68,68
278,3,6:32.0,,Defensive rebound by J. Embiid,68,68
279,3,6:22.0,,B. Simmons makes 2-pt layup from 2 ft (assist by T. Harris),68,70
280,3,6:09.0,D. Favors misses 2-pt jump shot from 8 ft,,68,70
281,3,6:08.0,Offensive rebound by D. Favors,,68,70
282,3,6:08.0,D. Favors misses 2-pt layup from 3 ft,,68,70
283,3,6:07.0,Offensive rebound by D. Favors,,68,70
284,3,6:07.0,D. Favors misses 2-pt layup at rim,,68,70
285,3,6:05.0,Offensive rebound by K. Williams,,68,70
286,3,5:59.0,K. Williams makes 3-pt jump shot from 23 ft (assist by J. Holiday),,71,70
287,3,5:39.0,,T. Harris makes 3-pt jump shot from 24 ft (assist by J. Embiid),71,73
288,3,5:31.0,J. Holiday misses 3-pt jump shot from 25 ft,,71,73
289,3,5:29.0,,Defensive rebound by M. Scott,71,73
290,3,5:29.0,J. Okafor enters the game for D. Favors,,71,73
291,3,5:29.0,,J. Ennis enters the game for J. Embiid,71,73
292,3,5:29.0,,N. Pelle enters the game for J. Richardson,71,73
293,3,5:29.0,,M. Thybulle enters the game for M. Scott,71,73
294,3,5:20.0,,M. Thybulle misses 2-pt layup from 3 ft,71,73
295,3,5:16.0,,Offensive rebound by N. Pelle,71,73
296,3,5:16.0,,N. Pelle makes 2-pt dunk from 1 ft,71,75
297,3,5:04.0,J. Redick misses 2-pt jump shot from 19 ft,,71,75
298,3,5:02.0,Offensive rebound by J. Holiday,,71,75
299,3,4:57.0,J. Holiday misses 2-pt jump shot from 4 ft,,71,75
300,3,4:53.0,Offensive rebound by J. Holiday,,71,75
301,3,4:51.0,J. Holiday misses 2-pt layup from 2 ft (block by B. Simmons),,71,75
302,3,4:51.0,,Defensive rebound by M. Thybulle,71,75
303,3,4:41.0,,B. Simmons misses 2-pt layup from 3 ft,71,75
304,3,4:38.0,,Offensive rebound by J. Ennis,71,75
305,3,4:36.0,,T. Harris makes 2-pt jump shot from 16 ft (assist by J. Ennis),71,77
306,3,4:36.0,New Orleans full timeout,,71,77
307,3,4:36.0,L. Ball enters the game for J. Holiday,,71,77
308,3,4:36.0,J. Hart enters the game for K. Williams,,71,77
309,3,4:16.0,J. Okafor misses 2-pt layup from 3 ft (block by J. Ennis),,71,77
310,3,4:13.0,,Defensive rebound by M. Thybulle,71,77
311,3,4:10.0,,N. Pelle makes 2-pt dunk from 2 ft (assist by B. Simmons),71,79
312,3,3:54.0,J. Okafor makes 2-pt dunk from 1 ft (assist by J. Redick),,73,79
313,3,3:36.0,,M. Thybulle makes 3-pt jump shot from 26 ft (assist by B. Simmons),73,82
314,3,3:27.0,Personal foul by B. Simmons (drawn by B. Ingram),,73,82
315,3,3:19.0,B. Ingram makes 2-pt jump shot from 18 ft,,75,82
316,3,3:04.0,,T. Harris misses 2-pt jump shot from 7 ft,75,82
317,3,3:04.0,,Offensive rebound by Team,75,82
318,3,2:57.0,,T. Harris makes 2-pt jump shot from 10 ft,75,84
319,3,2:36.0,B. Ingram misses 2-pt jump shot from 7 ft,,75,84
320,3,2:32.0,,Defensive rebound by N. Pelle,75,84
321,3,2:23.0,,Shooting foul by L. Ball (drawn by B. Simmons),75,84
322,3,2:23.0,,B. Simmons makes free throw 1 of 2,75,85
323,3,2:23.0,K. Williams enters the game for B. Ingram,,75,85
324,3,2:23.0,,J. Embiid enters the game for N. Pelle,75,85
325,3,2:23.0,,B. Simmons misses free throw 2 of 2,75,85
326,3,2:21.0,Defensive rebound by K. Williams,,75,85
327,3,2:06.0,L. Ball makes 2-pt jump shot from 12 ft (assist by J. Redick),,77,85
328,3,1:40.0,,J. Ennis misses 2-pt layup from 3 ft (block by J. Hart),77,85
329,3,1:38.0,Defensive rebound by J. Okafor,,77,85
330,3,1:23.0,Turnover by J. Hart (lost ball; steal by B. Simmons),,77,85
331,3,1:19.0,,J. Ennis makes 2-pt dunk from 2 ft (assist by B. Simmons),77,87
332,3,0:59.0,J. Hart makes 3-pt jump shot from 26 ft (assist by K. Williams),,80,87
333,3,0:43.0,,B. Simmons makes 2-pt jump shot from 4 ft,80,89
334,3,0:34.0,J. Redick makes 2-pt jump shot from 16 ft (assist by J. Okafor),,82,89
335,3,0:17.0,,J. Embiid misses 2-pt jump shot from 15 ft,82,89
336,3,0:15.0,,Offensive rebound by Team,82,89
337,3,0:03.0,,J. Ennis makes 3-pt jump shot from 25 ft (assist by T. Harris),82,92
338,3,0:00.0,J. Redick misses 3-pt jump shot from 43 ft,,82,92
339,3,0:00.0,Offensive rebound by Team,,82,92
340,4,11:36.0,,J. Richardson misses 3-pt jump shot from 26 ft,82,92
341,4,11:32.0,Defensive rebound by K. Williams,,82,92
342,4,11:15.0,Shooting foul by J. Embiid (drawn by J. Hayes),,82,92
343,4,11:15.0,J. Hayes misses free throw 1 of 2,,82,92
344,4,11:15.0,Offensive rebound by Team,,82,92
345,4,11:15.0,J. Hayes makes free throw 2 of 2,,83,92
346,4,10:59.0,,Turnover by J. Embiid (back court),83,92
347,4,10:36.0,J. Holiday misses 2-pt layup from 3 ft (block by J. Embiid),,83,92
348,4,10:34.0,,Defensive rebound by Team,83,92
349,4,10:19.0,,Shooting foul by K. Williams (drawn by J. Embiid),83,92
350,4,10:19.0,,J. Embiid makes free throw 1 of 2,83,93
351,4,10:19.0,,J. Embiid makes free throw 2 of 2,83,94
352,4,10:17.0,Personal foul by R. Neto (drawn by L. Ball),,83,94
353,4,9:58.0,J. Hayes misses 2-pt jump shot from 13 ft,,83,94
354,4,9:55.0,Offensive rebound by J. Hayes,,83,94
355,4,9:53.0,J. Holiday misses 3-pt jump shot from 25 ft,,83,94
356,4,9:52.0,,Defensive rebound by M. Scott,83,94
357,4,9:41.0,,Personal foul by J. Hayes (drawn by J. Embiid),83,94
358,4,9:27.0,,Turnover by Team (shot clock),83,94
359,4,9:20.0,L. Ball misses 3-pt jump shot from 25 ft,,83,94
360,4,9:17.0,,Defensive rebound by M. Scott,83,94
361,4,9:08.0,,J. Richardson makes 2-pt layup from 2 ft,83,96
362,4,8:58.0,Turnover by J. Holiday (bad pass; steal by M. Scott),,83,96
363,4,8:41.0,,J. Embiid misses 2-pt layup from 2 ft,83,96
364,4,8:41.0,Defensive rebound by Team,,83,96
365,4,8:41.0,New Orleans full timeout,,83,96
366,4,8:41.0,B. Ingram enters the game for K. Williams,,83,96
367,4,8:41.0,,N. Pelle enters the game for J. Embiid,83,96
368,4,8:30.0,B. Ingram makes 2-pt layup from 1 ft (assist by J. Hayes),,85,96
369,4,8:09.0,,J. Richardson misses 2-pt jump shot from 12 ft,85,96
370,4,8:06.0,,Offensive rebound by J. Richardson,85,96
371,4,7:55.0,,N. Pelle misses 2-pt jump shot from 6 ft,85,96
372,4,7:51.0,Defensive rebound by J. Hart,,85,96
373,4,7:33.0,B. Ingram misses 2-pt jump shot from 15 ft,,85,96
374,4,7:33.0,Offensive rebound by Team,,85,96
375,4,7:33.0,,B. Simmons enters the game for R. Neto,85,96
376,4,7:33.0,,M. Thybulle enters the game for J. Richardson,85,96
377,4,7:25.0,Shooting foul by N. Pelle (drawn by B. Ingram),,85,96
378,4,7:25.0,B. Ingram misses free throw 1 of 2,,85,96
379,4,7:25.0,Offensive rebound by Team,,85,96
380,4,7:25.0,J. Redick enters the game for J. Holiday,,85,96
381,4,7:25.0,,J. Ennis enters the game for F. Korkmaz,85,96
382,4,7:25.0,,T. Harris enters the game for M. Scott,85,96
383,4,7:25.0,B. Ingram makes free throw 2 of 2,,86,96
