,QUARTER,TIME_REMAINING,INDIANA_ACTION,PORTLAND_ACTION,INDIANA_SCORE,PORTLAND_SCORE
378,4,5:25.0,D. McDermott makes 3-pt jump shot from 23 ft (assist by D. Sabonis),,114,121
379,4,5:11.0,,Flagrant foul type 1 by T. Warren (drawn by D. Lillard),114,121
380,4,5:11.0,,Instant Replay (Request: Ruling Stands),114,121
381,4,5:11.0,,D. Lillard makes flagrant free throw 1 of 2,114,122
382,4,5:11.0,,D. Lillard makes flagrant free throw 2 of 2,114,123
383,4,5:05.0,,D. Lillard makes 3-pt jump shot from 27 ft (assist by H. Whiteside),114,126
384,4,4:45.0,Personal foul by T. Ariza (drawn by D. McDermott),,114,126
385,4,4:34.0,T. McConnell misses 2-pt layup from 1 ft (block by H. Whiteside),,114,126
386,4,4:34.0,,Defensive rebound by Team,114,126
387,4,4:22.0,,D. Lillard makes 3-pt jump shot from 32 ft,114,129
388,4,4:07.0,Shooting foul by H. Whiteside (drawn by J. Lamb),,114,129
389,4,4:07.0,,Portland full timeout,114,129
390,4,4:07.0,A. Holiday enters the game for T. McConnell,,114,129
391,4,4:07.0,,C. Anthony enters the game for G. Trent,114,129
392,4,4:07.0,J. Lamb makes free throw 1 of 2,,115,129
393,4,4:07.0,J. Lamb makes free throw 2 of 2,,116,129
394,4,3:51.0,,C. Anthony misses 3-pt jump shot from 23 ft,116,129
395,4,3:49.0,,Offensive rebound by H. Whiteside,116,129
396,4,3:48.0,,H. Whiteside makes 2-pt dunk from 1 ft,116,131
397,4,3:30.0,A. Holiday makes 3-pt jump shot from 25 ft,,119,131
398,4,3:16.0,,Shooting foul by D. Sabonis (drawn by D. Lillard),119,131
399,4,3:16.0,,D. Lillard makes free throw 1 of 2,119,132
400,4,3:16.0,,D. Lillard misses free throw 2 of 2,119,132
401,4,3:14.0,Defensive rebound by D. Sabonis,,119,132
402,4,3:03.0,D. McDermott misses 2-pt jump shot from 13 ft,,119,132
403,4,2:59.0,,Defensive rebound by H. Whiteside,119,132
404,4,2:40.0,,T. Ariza misses 3-pt jump shot from 24 ft,119,132
405,4,2:37.0,,Offensive rebound by H. Whiteside,119,132
406,4,2:33.0,,C. McCollum misses 3-pt jump shot from 28 ft,119,132
407,4,2:30.0,Defensive rebound by D. Sabonis,,119,132
408,4,2:24.0,J. Lamb makes 3-pt jump shot from 28 ft (assist by A. Holiday),,122,132
409,4,2:08.0,,D. Lillard misses 2-pt jump shot from 8 ft,122,132
410,4,2:06.0,Defensive rebound by J. Lamb,,122,132
411,4,2:00.0,Shooting foul by C. Anthony (drawn by T. Warren),,122,132
412,4,2:00.0,T. Warren makes free throw 1 of 2,,123,132
413,4,2:00.0,T. Warren makes free throw 2 of 2,,124,132
414,4,1:41.0,,C. Anthony makes 3-pt jump shot from 26 ft (assist by C. McCollum),124,135
415,4,1:35.0,Shooting foul by C. McCollum (drawn by J. Lamb),,124,135
416,4,1:35.0,J. Lamb makes free throw 1 of 2,,125,135
417,4,1:35.0,J. Lamb makes free throw 2 of 2,,126,135
418,4,1:26.0,,Personal foul by A. Holiday (drawn by D. Lillard),126,135
419,4,1:26.0,,D. Lillard makes free throw 1 of 2,126,136
420,4,1:26.0,,D. Lillard makes free throw 2 of 2,126,137
421,4,1:17.0,A. Holiday misses 3-pt jump shot from 27 ft,,126,137
422,4,1:14.0,,Defensive rebound by C. McCollum,126,137
423,4,1:01.0,,T. Ariza misses 3-pt jump shot from 22 ft,126,137
424,4,0:59.0,,Offensive rebound by H. Whiteside,126,137
425,4,0:57.0,,Turnover by H. Whiteside (lost ball; steal by J. Lamb),126,137
426,4,0:51.0,T. Warren misses 2-pt jump shot from 14 ft,,126,137
427,4,0:48.0,,Defensive rebound by T. Ariza,126,137
428,4,0:35.0,,H. Whiteside makes 2-pt jump shot from 5 ft (assist by D. Lillard),126,139
429,4,0:26.0,A. Holiday makes 3-pt jump shot from 22 ft (assist by D. Sabonis),,129,139
430,4,0:02.0,,Turnover by Team (shot clock),129,139
