,QUARTER,TIME_REMAINING,UTAH_ACTION,BROOKLYN_ACTION,UTAH_SCORE,BROOKLYN_SCORE
192,2,2:02.0,,Defensive rebound by T. Luwawu-Cabarrot,51,45
193,2,1:53.0,,J. Allen misses 2-pt hook shot from 6 ft,51,45
194,2,1:51.0,Defensive rebound by R. Gobert,,51,45
195,2,1:37.0,Offensive foul by D. Mitchell (drawn by T. Prince),,51,45
196,2,1:37.0,Turnover by D. Mitchell (offensive foul),,51,45
197,2,1:25.0,,J. Allen misses 2-pt layup from 3 ft,51,45
198,2,1:23.0,Defensive rebound by J. Ingles,,51,45
199,2,1:19.0,J. Ingles makes 3-pt jump shot from 25 ft,,54,45
200,2,1:03.0,,S. Dinwiddie misses 2-pt jump shot from 13 ft,54,45
201,2,0:59.0,,Offensive rebound by S. Dinwiddie,54,45
202,2,0:57.0,,S. Dinwiddie misses 3-pt jump shot from 23 ft,54,45
203,2,0:57.0,Defensive rebound by R. O'Neale,,54,45
204,2,0:50.0,J. Ingles makes 3-pt jump shot from 25 ft (assist by R. O'Neale),,57,45
205,2,0:38.0,,J. Harris misses 2-pt jump shot from 13 ft (block by R. O'Neale),57,45
206,2,0:34.0,,Offensive rebound by J. Harris,57,45
207,2,0:27.0,,Turnover by S. Dinwiddie (bad pass; steal by R. Gobert),57,45
208,2,0:24.0,B. Bogdanović makes 2-pt layup from 2 ft (assist by R. Gobert),,59,45
209,2,0:03.0,,T. Prince misses 2-pt layup from 2 ft,59,45
210,2,0:01.0,Defensive rebound by B. Bogdanović,,59,45
211,2,0:00.0,B. Bogdanović misses 3-pt jump shot from 42 ft,,59,45
212,2,0:00.0,Offensive rebound by Team,,59,45
213,3,11:48.0,D. Mitchell makes 3-pt jump shot from 25 ft (assist by J. Ingles),,62,45
214,3,11:33.0,,T. Prince misses 2-pt jump shot from 14 ft,62,45
215,3,11:31.0,Defensive rebound by R. Gobert,,62,45
216,3,11:22.0,Personal foul by S. Dinwiddie (drawn by R. Gobert),,62,45
217,3,11:22.0,Technical foul by K. Atkinson,,62,45
218,3,11:22.0,D. Mitchell makes technical free throw,,63,45
219,3,11:09.0,D. Mitchell misses 2-pt jump shot from 21 ft,,63,45
220,3,11:05.0,,Defensive rebound by J. Allen,63,45
221,3,10:55.0,,J. Allen makes 2-pt dunk from 1 ft (assist by K. Irving),63,47
222,3,10:31.0,B. Bogdanović makes 3-pt jump shot from 25 ft (assist by R. O'Neale),,66,47
223,3,10:19.0,,S. Dinwiddie makes 3-pt jump shot from 25 ft (assist by K. Irving),66,50
224,3,9:58.0,B. Bogdanović makes 2-pt jump shot from 18 ft,,68,50
225,3,9:45.0,,K. Irving makes 2-pt jump shot from 18 ft,68,52
226,3,9:31.0,D. Mitchell makes 3-pt jump shot from 25 ft,,71,52
227,3,9:19.0,,Shooting foul by R. Gobert (drawn by K. Irving),71,52
228,3,9:19.0,,K. Irving makes free throw 1 of 2,71,53
229,3,9:19.0,,K. Irving misses free throw 2 of 2,71,53
230,3,9:16.0,Defensive rebound by R. Gobert,,71,53
231,3,9:02.0,Turnover by D. Mitchell (out of bounds lost ball),,71,53
232,3,8:53.0,,S. Dinwiddie makes 3-pt jump shot from 26 ft (assist by K. Irving),71,56
233,3,8:33.0,J. Ingles makes 2-pt jump shot from 5 ft,,73,56
234,3,8:16.0,,T. Prince misses 3-pt jump shot from 25 ft,73,56
235,3,8:10.0,Defensive rebound by R. O'Neale,,73,56
236,3,8:02.0,J. Ingles makes 3-pt jump shot from 25 ft,,76,56
237,3,7:58.0,,Brooklyn full timeout,76,56
238,3,7:44.0,,T. Prince makes 2-pt layup from 2 ft (assist by K. Irving),76,58
239,3,7:22.0,R. O'Neale misses 2-pt layup from 3 ft,,76,58
240,3,7:20.0,,Defensive rebound by J. Allen,76,58
241,3,7:13.0,,T. Prince misses 3-pt jump shot from 23 ft,76,58
242,3,7:10.0,,Offensive rebound by Team,76,58
243,3,7:10.0,J. Clarkson enters the game for D. Mitchell,,76,58
244,3,7:07.0,,Shooting foul by R. Gobert (drawn by J. Harris),76,58
245,3,7:07.0,,J. Harris makes free throw 1 of 2,76,59
246,3,7:07.0,,C. LeVert enters the game for S. Dinwiddie,76,59
247,3,7:07.0,,J. Harris makes free throw 2 of 2,76,60
248,3,6:56.0,B. Bogdanović makes 2-pt jump shot from 13 ft,,78,60
249,3,6:41.0,,J. Allen misses 2-pt hook shot from 2 ft,78,60
250,3,6:39.0,Defensive rebound by R. Gobert,,78,60
251,3,6:29.0,R. Gobert makes 2-pt layup from 5 ft (assist by J. Ingles),,80,60
252,3,6:20.0,,K. Irving makes 3-pt jump shot from 25 ft,80,63
253,3,5:53.0,R. O'Neale misses 2-pt jump shot from 20 ft,,80,63
254,3,5:50.0,,Defensive rebound by K. Irving,80,63
255,3,5:35.0,,C. LeVert makes 2-pt dunk at rim (assist by T. Prince),80,65
256,3,5:16.0,B. Bogdanović misses 2-pt jump shot from 11 ft,,80,65
257,3,5:14.0,,Defensive rebound by K. Irving,80,65
258,3,5:12.0,,Shooting foul by R. O'Neale (drawn by K. Irving),80,65
259,3,5:12.0,,K. Irving makes free throw 1 of 2,80,66
260,3,5:12.0,,D. Jordan enters the game for J. Allen,80,66
261,3,5:12.0,,K. Irving makes free throw 2 of 2,80,67
262,3,5:02.0,R. Gobert makes 2-pt dunk from 1 ft (assist by R. O'Neale),,82,67
263,3,4:39.0,,T. Prince misses 3-pt jump shot from 23 ft,82,67
264,3,4:36.0,,Offensive rebound by D. Jordan,82,67
265,3,4:31.0,,C. LeVert misses 2-pt layup from 2 ft,82,67
266,3,4:28.0,Defensive rebound by R. Gobert,,82,67
267,3,4:12.0,Turnover by B. Bogdanović (bad pass; steal by K. Irving),,82,67
268,3,4:08.0,,J. Harris makes 2-pt layup from 1 ft (assist by K. Irving),82,69
269,3,4:08.0,Utah full timeout,,82,69
270,3,4:08.0,E. Mudiay enters the game for J. Ingles,,82,69
271,3,4:08.0,G. Niang enters the game for R. O'Neale,,82,69
272,3,4:08.0,,R. Kurucs enters the game for K. Irving,82,69
273,3,4:08.0,,T. Luwawu-Cabarrot enters the game for T. Prince,82,69
274,3,3:46.0,B. Bogdanović misses 3-pt jump shot from 25 ft,,82,69
275,3,3:43.0,,Defensive rebound by T. Luwawu-Cabarrot,82,69
276,3,3:41.0,Loose ball foul by J. Clarkson (drawn by D. Jordan),,82,69
277,3,3:41.0,D. Mitchell enters the game for B. Bogdanović,,82,69
278,3,3:34.0,,C. LeVert misses 2-pt layup from 2 ft,82,69
279,3,3:31.0,,Offensive rebound by D. Jordan,82,69
280,3,3:31.0,,D. Jordan misses 2-pt layup from 1 ft,82,69
281,3,3:29.0,Defensive rebound by R. Gobert,,82,69
282,3,3:24.0,Shooting foul by J. Harris (drawn by R. Gobert),,82,69
283,3,3:24.0,R. Gobert misses free throw 1 of 2,,82,69
284,3,3:24.0,Offensive rebound by Team,,82,69
285,3,3:24.0,,S. Dinwiddie enters the game for J. Harris,82,69
286,3,3:24.0,R. Gobert makes free throw 2 of 2,,83,69
287,3,3:10.0,,R. Kurucs makes 3-pt jump shot from 25 ft (assist by S. Dinwiddie),83,72
288,3,2:50.0,R. Gobert misses 2-pt layup from 1 ft,,83,72
289,3,2:48.0,,Defensive rebound by D. Jordan,83,72
290,3,2:34.0,,C. LeVert misses 3-pt jump shot from 25 ft,83,72
291,3,2:30.0,Defensive rebound by J. Clarkson,,83,72
292,3,2:24.0,J. Clarkson misses 2-pt layup from 6 ft (block by C. LeVert),,83,72
293,3,2:23.0,Offensive rebound by R. Gobert,,83,72
294,3,2:23.0,Shooting foul by D. Jordan (drawn by R. Gobert),,83,72
295,3,2:23.0,R. Gobert misses free throw 1 of 2,,83,72
296,3,2:23.0,Offensive rebound by Team,,83,72
297,3,2:23.0,R. Gobert makes free throw 2 of 2,,84,72
298,3,2:13.0,,Turnover by D. Jordan (bad pass),84,72
299,3,2:13.0,T. Bradley enters the game for R. Gobert,,84,72
300,3,1:57.0,E. Mudiay makes 2-pt jump shot from 15 ft,,86,72
301,3,1:46.0,,T. Luwawu-Cabarrot misses 3-pt jump shot from 25 ft,86,72
302,3,1:43.0,Defensive rebound by T. Bradley,,86,72
303,3,1:27.0,J. Clarkson misses 2-pt jump shot from 10 ft,,86,72
304,3,1:21.0,Offensive rebound by G. Niang,,86,72
305,3,1:21.0,G. Niang makes 2-pt hook shot at rim,,88,72
306,3,0:57.0,,S. Dinwiddie misses 2-pt jump shot from 5 ft,88,72
307,3,0:55.0,Defensive rebound by T. Bradley,,88,72
308,3,0:50.0,D. Mitchell misses 2-pt dunk from 1 ft,,88,72
309,3,0:48.0,,Defensive rebound by C. LeVert,88,72
310,3,0:45.0,,S. Dinwiddie makes 2-pt layup from 1 ft (assist by C. LeVert),88,74
311,3,0:32.0,D. Mitchell misses 2-pt jump shot from 13 ft,,88,74
312,3,0:29.0,,Defensive rebound by D. Jordan,88,74
313,3,0:19.0,,Turnover by S. Dinwiddie (bad pass; steal by T. Bradley),88,74
314,3,0:04.0,D. Mitchell misses 3-pt jump shot from 25 ft,,88,74
315,3,0:00.0,,Defensive rebound by T. Luwawu-Cabarrot,88,74
316,3,0:00.0,,T. Luwawu-Cabarrot misses 3-pt jump shot from 47 ft,88,74
317,3,0:00.0,,Offensive rebound by Team,88,74
318,4,11:40.0,,D. Jordan makes 2-pt layup from 1 ft (assist by C. LeVert),88,76
319,4,11:16.0,J. Clarkson misses 3-pt jump shot from 25 ft,,88,76
320,4,11:12.0,,Defensive rebound by R. Kurucs,88,76
321,4,11:04.0,,C. LeVert misses 3-pt jump shot from 25 ft,88,76
322,4,11:02.0,Defensive rebound by T. Bradley,,88,76
323,4,10:54.0,J. Ingles makes 2-pt jump shot from 12 ft,,90,76
324,4,10:45.0,,S. Dinwiddie makes 2-pt layup from 2 ft,90,78
325,4,10:45.0,,Shooting foul by J. Clarkson (drawn by S. Dinwiddie),90,78
326,4,10:45.0,,T. Prince enters the game for C. LeVert,90,78
327,4,10:45.0,,S. Dinwiddie makes free throw 1 of 1,90,79
328,4,10:33.0,J. Ingles misses 2-pt layup from 4 ft,,90,79
329,4,10:32.0,,Defensive rebound by Team,90,79
330,4,10:20.0,,S. Dinwiddie makes 2-pt layup from 1 ft,90,81
331,4,10:06.0,J. Clarkson makes 2-pt jump shot from 9 ft,,92,81
332,4,9:50.0,,Turnover by S. Dinwiddie (bad pass; steal by J. Ingles),92,81
333,4,9:46.0,J. Clarkson misses 3-pt jump shot from 23 ft,,92,81
334,4,9:42.0,,Defensive rebound by R. Kurucs,92,81
335,4,9:30.0,,Personal foul by T. Bradley (drawn by D. Jordan),92,81
336,4,9:30.0,R. Gobert enters the game for T. Bradley,,92,81
337,4,9:30.0,,K. Irving enters the game for S. Dinwiddie,92,81
338,4,9:22.0,,K. Irving misses 2-pt jump shot from 8 ft,92,81
339,4,9:17.0,Defensive rebound by R. Gobert,,92,81
340,4,9:10.0,J. Ingles makes 3-pt jump shot from 25 ft,,95,81
341,4,8:52.0,,K. Irving makes 2-pt jump shot from 14 ft,95,83
342,4,8:38.0,Personal foul by T. Luwawu-Cabarrot (drawn by R. Gobert),,95,83
343,4,8:38.0,E. Mudiay enters the game for D. Mitchell,,95,83
344,4,8:38.0,,J. Harris enters the game for R. Kurucs,95,83
345,4,8:26.0,R. Gobert makes 2-pt layup from 1 ft (assist by J. Ingles),,97,83
346,4,8:06.0,,K. Irving makes 2-pt jump shot from 11 ft,97,85
347,4,7:46.0,J. Ingles makes 2-pt jump shot from 5 ft,,99,85
348,4,7:45.0,,Brooklyn full timeout,99,85
349,4,7:45.0,B. Bogdanović enters the game for E. Mudiay,,99,85
350,4,7:45.0,R. O'Neale enters the game for G. Niang,,99,85
351,4,7:45.0,,S. Dinwiddie enters the game for T. Luwawu-Cabarrot,99,85
352,4,7:31.0,,J. Harris makes 3-pt jump shot from 26 ft (assist by K. Irving),99,88
353,4,7:31.0,E. Mudiay enters the game for J. Clarkson,,99,88
354,4,7:04.0,B. Bogdanović misses 2-pt layup from 8 ft (block by D. Jordan),,99,88
355,4,7:04.0,Offensive rebound by Team,,99,88
356,4,7:04.0,,Technical foul by B. Bogdanović,99,88
357,4,7:04.0,,K. Irving makes technical free throw,99,89
358,4,7:02.0,R. Gobert misses 2-pt jump shot from 10 ft,,99,89
359,4,6:58.0,,Defensive rebound by D. Jordan,99,89
360,4,6:50.0,,K. Irving misses 2-pt layup from 6 ft (block by R. Gobert),99,89
361,4,6:47.0,,Offensive rebound by K. Irving,99,89
362,4,6:46.0,,K. Irving makes 2-pt jump shot from 4 ft,99,91
363,4,6:35.0,R. Gobert makes 2-pt dunk from 2 ft (assist by J. Ingles),,101,91
364,4,6:35.0,Shooting foul by S. Dinwiddie (drawn by R. Gobert),,101,91
365,4,6:35.0,D. Mitchell enters the game for J. Ingles,,101,91
366,4,6:35.0,R. Gobert makes free throw 1 of 1,,102,91
367,4,6:19.0,,S. Dinwiddie misses 2-pt jump shot from 13 ft,102,91
368,4,6:16.0,Defensive rebound by R. Gobert,,102,91
369,4,6:03.0,D. Mitchell makes 3-pt jump shot from 25 ft,,105,91
370,4,5:50.0,,Shooting foul by R. Gobert (drawn by D. Jordan),105,91
371,4,5:50.0,,D. Jordan makes free throw 1 of 2,105,92
372,4,5:50.0,,D. Jordan misses free throw 2 of 2,105,92
373,4,5:45.0,Defensive rebound by R. O'Neale,,105,92
374,4,5:29.0,D. Mitchell makes 2-pt layup from 1 ft,,107,92
375,4,5:05.0,,D. Jordan makes 2-pt dunk from 1 ft (assist by K. Irving),107,94
