,QUARTER,TIME_REMAINING,HOUSTON_ACTION,BOSTON_ACTION,HOUSTON_SCORE,BOSTON_SCORE
0,1,11:46.0,,J. Brown makes 2-pt layup from 4 ft (assist by J. Tatum),0,2
1,1,11:33.0,Turnover by R. Westbrook (bad pass; steal by G. Hayward),,0,2
2,1,11:30.0,,J. Brown misses 3-pt jump shot from 25 ft,0,2
3,1,11:28.0,Defensive rebound by R. Westbrook,,0,2
4,1,11:15.0,R. Westbrook misses 2-pt layup from 5 ft (block by J. Tatum),,0,2
5,1,11:14.0,Offensive rebound by Team,,0,2
6,1,11:07.0,J. Harden misses 2-pt layup from 4 ft,,0,2
7,1,11:05.0,,Defensive rebound by D. Theis,0,2
8,1,11:00.0,,J. Tatum misses 2-pt jump shot from 7 ft,0,2
9,1,10:58.0,Defensive rebound by P. Tucker,,0,2
10,1,10:50.0,Turnover by R. Covington (bad pass; steal by M. Smart),,0,2
11,1,10:42.0,,M. Smart misses 3-pt jump shot from 26 ft,0,2
12,1,10:40.0,Defensive rebound by R. Covington,,0,2
13,1,10:29.0,R. Westbrook misses 2-pt jump shot from 20 ft,,0,2
14,1,10:27.0,,Defensive rebound by G. Hayward,0,2
15,1,10:10.0,,J. Tatum misses 2-pt layup from 4 ft,0,2
16,1,10:09.0,,Offensive rebound by M. Smart,0,2
17,1,10:05.0,,D. Theis makes 2-pt jump shot from 13 ft (assist by M. Smart),0,4
18,1,9:50.0,D. House misses 3-pt jump shot from 26 ft,,0,4
19,1,9:48.0,,Defensive rebound by G. Hayward,0,4
20,1,9:38.0,,M. Smart misses 3-pt jump shot from 22 ft,0,4
21,1,9:36.0,Defensive rebound by R. Covington,,0,4
22,1,9:28.0,R. Westbrook makes 2-pt layup from 1 ft,,2,4
23,1,9:12.0,,D. Theis misses 2-pt layup from 4 ft (block by P. Tucker),2,4
24,1,9:10.0,Defensive rebound by R. Covington,,2,4
25,1,9:01.0,J. Harden misses 3-pt jump shot from 28 ft,,2,4
26,1,8:59.0,,Defensive rebound by D. Theis,2,4
27,1,8:55.0,,G. Hayward makes 2-pt layup at rim (assist by M. Smart),2,6
28,1,8:41.0,R. Westbrook misses 3-pt jump shot from 24 ft,,2,6
29,1,8:39.0,,Defensive rebound by J. Tatum,2,6
30,1,8:30.0,,J. Tatum misses 2-pt layup from 6 ft,2,6
31,1,8:28.0,Defensive rebound by P. Tucker,,2,6
32,1,8:23.0,Turnover by R. Covington (lost ball; steal by M. Smart),,2,6
33,1,8:19.0,,Personal foul by P. Tucker (drawn by D. Theis),2,6
34,1,8:02.0,,Shooting foul by D. House (drawn by J. Tatum),2,6
35,1,8:02.0,,J. Tatum makes free throw 1 of 2,2,7
36,1,8:02.0,,J. Tatum makes free throw 2 of 2,2,8
37,1,7:40.0,J. Harden makes 3-pt jump shot from 24 ft (assist by R. Westbrook),,5,8
38,1,7:24.0,,M. Smart makes 3-pt jump shot from 27 ft (assist by D. Theis),5,11
39,1,7:12.0,J. Harden makes 2-pt layup from 5 ft,,7,11
40,1,7:12.0,,Violation by Team (def goaltending),7,11
41,1,7:12.0,,Violation by Team (delay of game),7,11
42,1,7:01.0,,J. Tatum misses 3-pt jump shot from 24 ft,7,11
43,1,6:59.0,Defensive rebound by P. Tucker,,7,11
44,1,6:48.0,D. House misses 3-pt jump shot from 27 ft,,7,11
45,1,6:45.0,Offensive rebound by R. Westbrook,,7,11
46,1,6:38.0,R. Westbrook makes 2-pt layup from 2 ft,,9,11
47,1,6:36.0,,Boston full timeout,9,11
48,1,6:36.0,E. Gordon enters the game for D. House,,9,11
49,1,6:23.0,,Turnover by J. Tatum (lost ball; steal by R. Westbrook),9,11
50,1,6:12.0,R. Westbrook makes 2-pt layup from 2 ft,,11,11
51,1,6:12.0,,Violation by Team (def goaltending),11,11
52,1,5:59.0,,J. Brown makes 2-pt jump shot from 15 ft (assist by G. Hayward),11,13
53,1,5:46.0,Turnover by R. Covington (bad pass),,11,13
54,1,5:35.0,,J. Brown makes 2-pt layup from 2 ft (assist by M. Smart),11,15
55,1,5:17.0,R. Westbrook makes 3-pt jump shot from 25 ft (assist by E. Gordon),,14,15
56,1,5:03.0,,J. Brown misses 2-pt jump shot from 8 ft,14,15
57,1,5:02.0,,Offensive rebound by Team,14,15
58,1,5:02.0,B. McLemore enters the game for R. Covington,,14,15
59,1,5:02.0,A. Rivers enters the game for R. Westbrook,,14,15
60,1,5:02.0,,R. Langford enters the game for J. Tatum,14,15
61,1,4:54.0,,M. Smart misses 3-pt jump shot from 27 ft,14,15
62,1,4:53.0,,Offensive rebound by Team,14,15
63,1,4:53.0,Loose ball foul by B. McLemore (drawn by D. Theis),,14,15
64,1,4:46.0,,M. Smart misses 2-pt layup from 12 ft (block by P. Tucker),14,15
65,1,4:44.0,Defensive rebound by Team,,14,15
66,1,4:25.0,P. Tucker misses 3-pt jump shot from 22 ft,,14,15
67,1,4:23.0,,Defensive rebound by M. Smart,14,15
68,1,4:12.0,,M. Smart makes 2-pt layup from 4 ft,14,17
69,1,3:53.0,J. Harden misses 3-pt jump shot from 27 ft,,14,17
70,1,3:50.0,Offensive rebound by E. Gordon,,14,17
71,1,3:50.0,E. Gordon misses 3-pt jump shot from 29 ft,,14,17
72,1,3:48.0,,Defensive rebound by D. Theis,14,17
73,1,3:34.0,,G. Hayward makes 2-pt layup from 4 ft (assist by M. Smart),14,19
74,1,3:23.0,E. Gordon misses 2-pt layup from 3 ft,,14,19
75,1,3:21.0,,Defensive rebound by R. Langford,14,19
76,1,3:19.0,,Turnover by M. Smart (bad pass),14,19
77,1,3:01.0,Turnover by J. Harden (bad pass),,14,19
78,1,3:01.0,Houston full timeout,,14,19
79,1,3:01.0,J. Green enters the game for J. Harden,,14,19
80,1,3:01.0,R. Westbrook enters the game for P. Tucker,,14,19
81,1,3:01.0,,B. Wanamaker enters the game for J. Brown,14,19
82,1,3:01.0,,G. Williams enters the game for D. Theis,14,19
83,1,2:49.0,,G. Hayward makes 2-pt layup from 2 ft,14,21
84,1,2:34.0,R. Westbrook misses 2-pt layup from 3 ft,,14,21
85,1,2:32.0,,Defensive rebound by G. Williams,14,21
86,1,2:25.0,,G. Hayward misses 2-pt layup from 5 ft,14,21
87,1,2:23.0,Defensive rebound by R. Westbrook,,14,21
88,1,2:11.0,A. Rivers makes 2-pt layup from 8 ft,,16,21
89,1,1:58.0,,Personal foul by B. McLemore (drawn by R. Langford),16,21
90,1,1:50.0,,M. Smart makes 2-pt layup from 6 ft,16,23
91,1,1:43.0,Turnover by R. Westbrook (bad pass),,16,23
92,1,1:31.0,,G. Hayward misses 2-pt jump shot from 16 ft,16,23
93,1,1:29.0,Defensive rebound by R. Westbrook,,16,23
94,1,1:16.0,E. Gordon misses 3-pt jump shot from 27 ft,,16,23
95,1,1:14.0,,Defensive rebound by Team,16,23
