,QUARTER,TIME_REMAINING,WASHINGTON_ACTION,PHOENIX_ACTION,WASHINGTON_SCORE,PHOENIX_SCORE
377,4,5:00.0,,C. Johnson enters the game for K. Oubre,124,116
378,4,4:45.0,,R. Rubio misses 2-pt jump shot from 21 ft,124,116
379,4,4:41.0,Defensive rebound by J. McRae,,124,116
380,4,4:25.0,B. Beal misses 2-pt jump shot from 7 ft (block by C. Johnson),,124,116
381,4,4:25.0,,Defensive rebound by Team,124,116
382,4,4:11.0,,Offensive foul by T. Johnson (drawn by I. Thomas),124,116
383,4,4:11.0,,Turnover by T. Johnson (offensive foul),124,116
384,4,4:00.0,J. McRae misses 3-pt jump shot from 23 ft,,124,116
385,4,3:56.0,,Defensive rebound by C. Johnson,124,116
386,4,3:49.0,,D. Šarić makes 2-pt layup from 1 ft (assist by D. Booker),124,118
387,4,3:25.0,I. Thomas misses 2-pt jump shot from 9 ft (block by D. Šarić),,124,118
388,4,3:25.0,Offensive rebound by Team,,124,118
389,4,3:24.0,Turnover by Team (shot clock),,124,118
390,4,3:24.0,,Phoenix full timeout,124,118
391,4,3:14.0,,C. Johnson misses 3-pt jump shot from 26 ft,124,118
392,4,3:10.0,,Offensive rebound by R. Rubio,124,118
393,4,3:08.0,,D. Booker misses 2-pt jump shot from 20 ft,124,118
394,4,3:08.0,,Offensive rebound by C. Johnson,124,118
395,4,3:08.0,,Shooting foul by D. Bertāns (drawn by C. Johnson),124,118
396,4,3:08.0,,C. Johnson makes free throw 1 of 2,124,119
397,4,3:08.0,Washington full timeout,,124,119
398,4,3:08.0,,C. Johnson makes free throw 2 of 2,124,120
399,4,2:49.0,Shooting foul by T. Johnson (drawn by B. Beal),,124,120
400,4,2:49.0,B. Beal makes free throw 1 of 2,,125,120
401,4,2:49.0,B. Beal makes free throw 2 of 2,,126,120
402,4,2:36.0,,Turnover by D. Šarić (bad pass; steal by J. McRae),126,120
403,4,2:16.0,I. Thomas makes 3-pt jump shot from 25 ft,,129,120
404,4,2:07.0,,Shooting foul by I. Thomas (drawn by R. Rubio),129,120
405,4,2:07.0,,R. Rubio makes free throw 1 of 2,129,121
406,4,2:07.0,,R. Rubio makes free throw 2 of 2,129,122
407,4,1:52.0,T. Bryant makes 3-pt jump shot from 26 ft (assist by I. Thomas),,132,122
408,4,1:44.0,,R. Rubio misses 3-pt jump shot from 25 ft,132,122
409,4,1:41.0,,Offensive rebound by T. Johnson,132,122
410,4,1:37.0,,T. Johnson misses 3-pt jump shot from 25 ft,132,122
411,4,1:36.0,Defensive rebound by Team,,132,122
412,4,1:36.0,,Loose ball foul by D. Šarić (drawn by B. Beal),132,122
413,4,1:36.0,B. Beal makes free throw 1 of 2,,133,122
414,4,1:36.0,B. Beal makes free throw 2 of 2,,134,122
415,4,1:36.0,,Phoenix full timeout,134,122
416,4,1:25.0,,D. Šarić makes 3-pt jump shot from 25 ft (assist by T. Johnson),134,125
417,4,1:12.0,Offensive foul by I. Thomas (drawn by R. Rubio),,134,125
418,4,1:12.0,Turnover by I. Thomas (offensive foul),,134,125
419,4,1:05.0,,D. Booker makes 2-pt layup at rim (assist by R. Rubio),134,127
420,4,1:05.0,Offensive foul by I. Thomas (drawn by R. Rubio),,134,127
421,4,1:05.0,Turnover by I. Thomas (offensive foul),,134,127
422,4,0:55.0,,D. Booker misses 2-pt layup from 1 ft,134,127
423,4,0:52.0,Defensive rebound by D. Bertāns,,134,127
424,4,0:49.0,T. Bryant makes 2-pt dunk at rim (assist by D. Bertāns),,136,127
425,4,0:44.0,,R. Rubio makes 3-pt jump shot from 27 ft,136,130
426,4,0:43.0,Washington full timeout,,136,130
427,4,0:39.0,Washington full timeout,,136,130
428,4,0:35.0,Personal take foul by D. Šarić (drawn by B. Beal),,136,130
429,4,0:35.0,B. Beal makes free throw 1 of 2,,137,130
430,4,0:35.0,R. Hachimura enters the game for I. Thomas,,137,130
431,4,0:35.0,B. Beal makes free throw 2 of 2,,138,130
432,4,0:31.0,,D. Booker misses 3-pt jump shot from 29 ft,138,130
433,4,0:28.0,Defensive rebound by R. Hachimura,,138,130
434,4,0:28.0,Personal take foul by R. Rubio (drawn by R. Hachimura),,138,130
435,4,0:28.0,R. Hachimura makes free throw 1 of 2,,139,130
436,4,0:28.0,R. Hachimura makes free throw 2 of 2,,140,130
437,4,0:28.0,,Phoenix full timeout,140,130
438,4,0:25.0,,D. Booker makes 2-pt hook shot from 6 ft (assist by R. Rubio),140,132
439,4,0:01.0,Turnover by Team (shot clock),,140,132
