,QUARTER,TIME_REMAINING,PORTLAND_ACTION,WASHINGTON_ACTION,PORTLAND_SCORE,WASHINGTON_SCORE
51,1,5:33.0,,J. McRae makes 2-pt jump shot from 19 ft,19,13
52,1,5:09.0,Turnover by D. Lillard (bad pass; steal by I. Mahinmi),,19,13
53,1,5:03.0,,I. Smith makes 3-pt jump shot from 23 ft (assist by G. Payton),19,16
54,1,4:51.0,A. Simons misses 2-pt jump shot from 12 ft,,19,16
55,1,4:49.0,,Defensive rebound by T. Brown,19,16
56,1,4:41.0,,I. Smith makes 2-pt layup at rim,19,18
57,1,4:26.0,D. Lillard makes 2-pt layup from 4 ft,,21,18
58,1,4:13.0,,T. Brown misses 3-pt jump shot from 26 ft,21,18
59,1,4:10.0,Defensive rebound by H. Whiteside,,21,18
60,1,3:55.0,C. Anthony misses 2-pt dunk from 4 ft,,21,18
61,1,3:53.0,,Defensive rebound by J. McRae,21,18
62,1,3:48.0,,J. McRae misses 3-pt jump shot from 27 ft,21,18
63,1,3:44.0,Defensive rebound by C. Anthony,,21,18
64,1,3:39.0,C. Anthony makes 2-pt layup from 3 ft,,23,18
65,1,3:22.0,,T. Brown misses 2-pt jump shot from 21 ft,23,18
66,1,3:19.0,Defensive rebound by H. Whiteside,,23,18
67,1,3:17.0,Portland full timeout,,23,18
68,1,3:17.0,M. Hezonja enters the game for C. Anthony,,23,18
69,1,3:17.0,C. McCollum enters the game for K. Bazemore,,23,18
70,1,3:17.0,A. Tolliver enters the game for D. Lillard,,23,18
71,1,3:17.0,G. Trent enters the game for H. Whiteside,,23,18
72,1,3:17.0,,I. Bonga enters the game for T. Brown,23,18
73,1,3:17.0,,A. Pasečņiks enters the game for I. Mahinmi,23,18
74,1,3:02.0,Turnover by A. Simons (bad pass; steal by G. Payton),,23,18
75,1,2:57.0,,G. Payton makes 2-pt layup from 1 ft,23,20
76,1,2:41.0,G. Trent makes 2-pt jump shot from 11 ft,,25,20
77,1,2:25.0,,G. Payton misses 3-pt jump shot from 26 ft,25,20
78,1,2:21.0,,Offensive rebound by J. McRae,25,20
79,1,2:18.0,,J. McRae makes 2-pt jump shot from 10 ft,25,22
80,1,1:56.0,M. Hezonja makes 2-pt layup from 7 ft,,27,22
81,1,1:46.0,,Offensive foul by A. Pasečņiks (drawn by M. Hezonja),27,22
82,1,1:46.0,,Turnover by A. Pasečņiks (offensive foul),27,22
83,1,1:46.0,,G. Mathews enters the game for G. Payton,27,22
84,1,1:29.0,M. Hezonja misses 3-pt jump shot from 25 ft,,27,22
85,1,1:26.0,,Defensive rebound by I. Smith,27,22
86,1,1:22.0,,I. Smith makes 2-pt layup from 3 ft,27,24
87,1,1:04.0,C. McCollum misses 2-pt layup from 4 ft,,27,24
88,1,1:02.0,,Defensive rebound by I. Smith,27,24
89,1,0:58.0,,G. Mathews makes 3-pt jump shot from 28 ft (assist by I. Smith),27,27
90,1,0:49.0,C. McCollum misses 2-pt jump shot from 4 ft,,27,27
91,1,0:48.0,,Defensive rebound by A. Pasečņiks,27,27
92,1,0:43.0,,Shooting foul by M. Hezonja (drawn by J. McRae),27,27
93,1,0:43.0,,J. McRae makes free throw 1 of 2,27,28
94,1,0:43.0,,J. McRae makes free throw 2 of 2,27,29
95,1,0:31.0,Turnover by C. McCollum (traveling),,27,29
96,1,0:08.0,,J. McRae misses 3-pt jump shot from 30 ft,27,29
97,1,0:05.0,,Offensive rebound by A. Pasečņiks,27,29
98,1,0:05.0,,A. Pasečņiks makes 2-pt layup from 2 ft,27,31
99,1,0:00.0,M. Hezonja misses 3-pt jump shot from 30 ft,,27,31
100,1,0:00.0,Offensive rebound by Team,,27,31
101,2,11:49.0,G. Trent makes 2-pt jump shot from 15 ft (assist by C. McCollum),,29,31
102,2,11:32.0,,J. McRae makes 2-pt jump shot from 14 ft,29,33
103,2,11:21.0,G. Trent misses 3-pt jump shot from 28 ft,,29,33
104,2,11:18.0,,Defensive rebound by I. Bonga,29,33
105,2,11:07.0,,J. McRae misses 3-pt jump shot from 25 ft,29,33
106,2,11:05.0,Defensive rebound by Team,,29,33
107,2,10:46.0,C. McCollum makes 3-pt jump shot from 26 ft,,32,33
108,2,10:36.0,,A. Pasečņiks misses 2-pt layup from 1 ft,32,33
109,2,10:35.0,,Offensive rebound by A. Pasečņiks,32,33
110,2,10:33.0,,A. Pasečņiks misses 2-pt layup from 2 ft,32,33
111,2,10:30.0,,Offensive rebound by Team,32,33
112,2,10:27.0,,G. Mathews makes 3-pt jump shot from 30 ft (assist by J. McRae),32,36
113,2,10:27.0,,Shooting foul by C. McCollum (drawn by G. Mathews),32,36
114,2,10:27.0,,G. Mathews makes free throw 1 of 1,32,37
115,2,10:05.0,Shooting foul by I. Bonga (drawn by K. Bazemore),,32,37
116,2,10:05.0,K. Bazemore misses free throw 1 of 2,,32,37
117,2,10:05.0,Offensive rebound by Team,,32,37
118,2,10:05.0,K. Bazemore misses free throw 2 of 2,,32,37
119,2,10:02.0,,Defensive rebound by A. Pasečņiks,32,37
120,2,9:55.0,,A. Pasečņiks misses 2-pt layup from 1 ft,32,37
121,2,9:55.0,Defensive rebound by A. Tolliver,,32,37
122,2,9:51.0,M. Hezonja makes 2-pt layup from 3 ft,,34,37
123,2,9:51.0,Shooting foul by G. Mathews (drawn by M. Hezonja),,34,37
124,2,9:51.0,M. Hezonja makes free throw 1 of 1,,35,37
125,2,9:33.0,,Personal foul by A. Tolliver (drawn by J. McRae),35,37
126,2,9:33.0,,T. Brown enters the game for I. Smith,35,37
127,2,9:21.0,,J. McRae misses 2-pt jump shot from 16 ft,35,37
128,2,9:16.0,Defensive rebound by K. Bazemore,,35,37
129,2,9:10.0,K. Bazemore misses 3-pt jump shot from 28 ft,,35,37
130,2,9:07.0,,Defensive rebound by G. Mathews,35,37
131,2,8:53.0,,Turnover by J. McRae (bad pass; steal by M. Hezonja),35,37
132,2,8:44.0,M. Hezonja makes 2-pt layup from 4 ft,,37,37
133,2,8:33.0,,T. Brown makes 2-pt layup from 1 ft (assist by A. Pasečņiks),37,39
134,2,8:24.0,C. McCollum makes 2-pt jump shot from 9 ft,,39,39
135,2,8:10.0,,J. McRae misses 2-pt layup from 2 ft,39,39
136,2,8:08.0,Defensive rebound by K. Bazemore,,39,39
137,2,8:03.0,Personal take foul by A. Pasečņiks (drawn by M. Hezonja),,39,39
138,2,8:03.0,D. Lillard enters the game for C. McCollum,,39,39
139,2,8:03.0,A. Simons enters the game for G. Trent,,39,39
140,2,8:03.0,,A. Schofield enters the game for I. Bonga,39,39
141,2,7:54.0,D. Lillard makes 2-pt layup from 3 ft,,41,39
142,2,7:42.0,,J. McRae misses 2-pt layup from 1 ft,41,39
143,2,7:41.0,,Offensive rebound by J. McRae,41,39
144,2,7:41.0,,Shooting foul by K. Bazemore (drawn by J. McRae),41,39
145,2,7:41.0,,J. McRae makes free throw 1 of 2,41,40
146,2,7:41.0,,J. McRae makes free throw 2 of 2,41,41
147,2,7:20.0,M. Hezonja misses 3-pt jump shot from 28 ft,,41,41
148,2,7:17.0,Offensive rebound by A. Simons,,41,41
149,2,7:15.0,K. Bazemore makes 3-pt jump shot from 28 ft (assist by A. Simons),,44,41
150,2,7:13.0,,Washington full timeout,44,41
151,2,7:02.0,,Offensive foul by A. Pasečņiks (drawn by K. Bazemore),44,41
152,2,7:02.0,,Turnover by A. Pasečņiks (offensive foul),44,41
153,2,7:02.0,,I. Mahinmi enters the game for A. Pasečņiks,44,41
154,2,6:49.0,Personal foul by T. Brown (drawn by K. Bazemore),,44,41
155,2,6:49.0,C. Anthony enters the game for K. Bazemore,,44,41
156,2,6:49.0,H. Whiteside enters the game for A. Tolliver,,44,41
157,2,6:38.0,D. Lillard misses 2-pt layup from 3 ft (block by I. Mahinmi),,44,41
158,2,6:38.0,Offensive rebound by Team,,44,41
159,2,6:36.0,H. Whiteside misses 2-pt jump shot from 11 ft,,44,41
160,2,6:33.0,,Defensive rebound by I. Mahinmi,44,41
161,2,6:23.0,,I. Mahinmi makes 2-pt layup from 1 ft (assist by J. McRae),44,43
162,2,6:13.0,D. Lillard misses 3-pt jump shot from 27 ft,,44,43
163,2,6:11.0,Offensive rebound by Team,,44,43
164,2,6:11.0,,Loose ball foul by I. Mahinmi (drawn by H. Whiteside),44,43
165,2,6:11.0,H. Whiteside makes free throw 1 of 2,,45,43
166,2,6:11.0,H. Whiteside makes free throw 2 of 2,,46,43
167,2,5:54.0,,J. McRae makes 2-pt jump shot from 6 ft (assist by I. Mahinmi),46,45
168,2,5:42.0,D. Lillard misses 2-pt layup from 3 ft (block by I. Mahinmi),,46,45
169,2,5:42.0,Offensive rebound by H. Whiteside,,46,45
170,2,5:42.0,Personal foul by J. McRae (drawn by H. Whiteside),,46,45
171,2,5:42.0,H. Whiteside misses free throw 1 of 2,,46,45
172,2,5:42.0,Offensive rebound by Team,,46,45
173,2,5:42.0,H. Whiteside makes free throw 2 of 2,,47,45
174,2,5:30.0,,Personal foul by M. Hezonja (drawn by G. Mathews),47,45
175,2,5:28.0,,G. Mathews makes 3-pt jump shot from 29 ft (assist by J. McRae),47,48
176,2,5:10.0,D. Lillard makes 3-pt jump shot from 29 ft,,50,48
177,2,5:10.0,K. Bazemore enters the game for M. Hezonja,,50,48
178,2,5:10.0,,I. Smith enters the game for A. Schofield,50,48
179,2,4:45.0,,Personal foul by H. Whiteside (drawn by I. Smith),50,48
180,2,4:45.0,,I. Smith makes free throw 1 of 2,50,49
181,2,4:45.0,,I. Smith makes free throw 2 of 2,50,50
182,2,4:33.0,A. Simons misses 3-pt jump shot from 28 ft,,50,50
183,2,4:31.0,Offensive rebound by Team,,50,50
184,2,4:31.0,,Loose ball foul by I. Smith (drawn by D. Lillard),50,50
185,2,4:31.0,D. Lillard makes free throw 1 of 2,,51,50
186,2,4:31.0,D. Lillard makes free throw 2 of 2,,52,50
187,2,4:13.0,,J. McRae misses 2-pt layup from 2 ft (block by H. Whiteside),52,50
188,2,4:13.0,,Offensive rebound by Team,52,50
189,2,4:13.0,C. McCollum enters the game for A. Simons,,52,50
190,2,4:13.0,,G. Payton enters the game for J. McRae,52,50
191,2,4:11.0,,G. Mathews makes 3-pt jump shot from 23 ft (assist by G. Payton),52,53
192,2,3:52.0,Shooting foul by T. Brown (drawn by C. Anthony),,52,53
193,2,3:52.0,C. Anthony makes free throw 1 of 2,,53,53
194,2,3:52.0,C. Anthony misses free throw 2 of 2,,53,53
195,2,3:49.0,,Defensive rebound by T. Brown,53,53
196,2,3:28.0,,G. Mathews misses 3-pt jump shot from 23 ft (block by K. Bazemore),53,53
197,2,3:28.0,,Offensive rebound by Team,53,53
198,2,3:28.0,,Turnover by Team (shot clock),53,53
199,2,3:28.0,Portland full timeout,,53,53
200,2,3:28.0,Technical foul by S. Brooks,,53,53
201,2,3:28.0,D. Lillard makes technical free throw,,54,53
202,2,3:15.0,D. Lillard makes 2-pt jump shot from 14 ft,,56,53
203,2,2:50.0,,T. Brown misses 2-pt jump shot from 7 ft,56,53
204,2,2:48.0,Defensive rebound by H. Whiteside,,56,53
205,2,2:39.0,D. Lillard misses 2-pt layup from 3 ft,,56,53
206,2,2:37.0,Offensive rebound by H. Whiteside,,56,53
207,2,2:37.0,H. Whiteside makes 2-pt layup from 2 ft,,58,53
208,2,2:37.0,Shooting foul by G. Payton (drawn by H. Whiteside),,58,53
209,2,2:37.0,,J. McRae enters the game for G. Mathews,58,53
210,2,2:37.0,H. Whiteside makes free throw 1 of 1,,59,53
211,2,2:24.0,,J. McRae misses 3-pt jump shot from 26 ft (block by K. Bazemore),59,53
212,2,2:21.0,Defensive rebound by H. Whiteside,,59,53
213,2,2:18.0,Turnover by H. Whiteside (bad pass; steal by T. Brown),,59,53
214,2,2:09.0,,G. Payton makes 2-pt dunk from 1 ft (assist by I. Smith),59,55
215,2,1:51.0,D. Lillard makes 2-pt dunk from 2 ft (assist by C. Anthony),,61,55
216,2,1:34.0,,Shooting foul by K. Bazemore (drawn by J. McRae),61,55
217,2,1:34.0,,J. McRae misses free throw 1 of 2,61,55
218,2,1:34.0,,Offensive rebound by Team,61,55
219,2,1:34.0,G. Trent enters the game for K. Bazemore,,61,55
220,2,1:34.0,,J. McRae makes free throw 2 of 2,61,56
221,2,1:18.0,Shooting foul by I. Mahinmi (drawn by D. Lillard),,61,56
222,2,1:18.0,D. Lillard misses free throw 1 of 2,,61,56
223,2,1:18.0,Offensive rebound by Team,,61,56
224,2,1:18.0,,J. Williams enters the game for I. Mahinmi,61,56
225,2,1:18.0,D. Lillard makes free throw 2 of 2,,62,56
226,2,1:02.0,,I. Smith misses 2-pt jump shot from 14 ft,62,56
227,2,0:58.0,Defensive rebound by D. Lillard,,62,56
228,2,0:38.0,C. Anthony makes 2-pt hook shot from 3 ft,,64,56
229,2,0:33.0,,I. Smith makes 2-pt layup from 2 ft,64,58
230,2,0:25.0,C. Anthony makes 2-pt jump shot from 14 ft (assist by C. McCollum),,66,58
231,2,0:01.0,,I. Smith misses 3-pt jump shot from 23 ft,66,58
232,2,0:01.0,,Offensive rebound by Team,66,58
233,3,11:41.0,D. Lillard misses 3-pt jump shot from 25 ft,,66,58
234,3,11:39.0,,Defensive rebound by T. Brown,66,58
235,3,11:20.0,,Turnover by T. Brown (lost ball; steal by D. Lillard),66,58
236,3,11:17.0,Shooting foul by G. Payton (drawn by C. McCollum),,66,58
237,3,11:17.0,C. McCollum makes free throw 1 of 2,,67,58
238,3,11:17.0,C. McCollum makes free throw 2 of 2,,68,58
239,3,11:01.0,,I. Smith misses 2-pt jump shot from 15 ft,68,58
240,3,10:58.0,Defensive rebound by C. Anthony,,68,58
241,3,10:52.0,Turnover by C. Anthony (traveling),,68,58
242,3,10:42.0,,T. Brown makes 2-pt jump shot from 14 ft,68,60
243,3,10:33.0,C. McCollum misses 3-pt jump shot from 26 ft,,68,60
244,3,10:29.0,,Defensive rebound by J. Williams,68,60
245,3,10:19.0,,J. Williams makes 2-pt jump shot from 9 ft (assist by I. Smith),68,62
246,3,9:55.0,K. Bazemore misses 2-pt jump shot from 16 ft,,68,62
247,3,9:50.0,,Defensive rebound by J. Williams,68,62
248,3,9:47.0,,I. Smith misses 2-pt jump shot from 17 ft,68,62
249,3,9:43.0,Defensive rebound by H. Whiteside,,68,62
250,3,9:42.0,Personal foul by G. Payton (drawn by D. Lillard),,68,62
251,3,9:23.0,C. McCollum misses 3-pt jump shot from 25 ft,,68,62
252,3,9:20.0,,Defensive rebound by T. Brown,68,62
253,3,9:16.0,,I. Smith misses 2-pt layup from 4 ft,68,62
254,3,9:15.0,,Offensive rebound by J. Williams,68,62
255,3,9:15.0,,J. Williams makes 2-pt layup from 1 ft,68,64
256,3,9:01.0,C. McCollum makes 2-pt jump shot from 13 ft,,70,64
257,3,8:50.0,,I. Mahinmi misses 3-pt jump shot from 27 ft,70,64
258,3,8:47.0,Defensive rebound by H. Whiteside,,70,64
259,3,8:41.0,D. Lillard misses 3-pt jump shot from 26 ft,,70,64
260,3,8:38.0,,Defensive rebound by T. Brown,70,64
261,3,8:28.0,,G. Payton misses 2-pt layup from 8 ft (block by H. Whiteside),70,64
262,3,8:28.0,,Offensive rebound by Team,70,64
263,3,8:19.0,,Turnover by I. Smith (bad pass; steal by C. Anthony),70,64
264,3,8:05.0,K. Bazemore misses 3-pt jump shot from 25 ft,,70,64
265,3,8:01.0,,Defensive rebound by T. Brown,70,64
266,3,7:51.0,,T. Brown misses 3-pt jump shot from 27 ft,70,64
267,3,7:46.0,,Offensive rebound by I. Mahinmi,70,64
268,3,7:46.0,,I. Mahinmi misses 2-pt layup from 1 ft,70,64
269,3,7:45.0,Defensive rebound by H. Whiteside,,70,64
270,3,7:43.0,C. McCollum makes 3-pt jump shot from 23 ft (assist by K. Bazemore),,73,64
271,3,7:40.0,,Washington full timeout,73,64
272,3,7:24.0,,G. Payton misses 3-pt jump shot from 26 ft,73,64
273,3,7:21.0,,Offensive rebound by Team,73,64
274,3,7:19.0,,T. Brown misses 2-pt jump shot from 19 ft,73,64
275,3,7:18.0,,Offensive rebound by J. Williams,73,64
276,3,7:18.0,,Shooting foul by H. Whiteside (drawn by J. Williams),73,64
277,3,7:18.0,,J. Williams misses free throw 1 of 2,73,64
278,3,7:18.0,,Offensive rebound by Team,73,64
279,3,7:18.0,,J. Williams misses free throw 2 of 2,73,64
280,3,7:15.0,Defensive rebound by H. Whiteside,,73,64
281,3,7:04.0,K. Bazemore misses 2-pt layup from 3 ft,,73,64
282,3,7:03.0,Offensive rebound by H. Whiteside,,73,64
283,3,7:03.0,H. Whiteside makes 2-pt layup at rim,,75,64
284,3,6:50.0,,I. Smith misses 3-pt jump shot from 26 ft,75,64
285,3,6:47.0,Defensive rebound by C. Anthony,,75,64
286,3,6:38.0,H. Whiteside makes 2-pt layup from 1 ft (assist by D. Lillard),,77,64
287,3,6:38.0,,Technical foul by H. Whiteside,77,64
288,3,6:38.0,,T. Brown makes technical free throw,77,65
289,3,6:38.0,,J. McRae enters the game for G. Payton,77,65
290,3,6:22.0,,Turnover by I. Mahinmi (bad pass),77,65
291,3,6:07.0,C. McCollum misses 3-pt jump shot from 26 ft,,77,65
292,3,6:04.0,,Defensive rebound by J. Williams,77,65
293,3,5:49.0,,J. Williams misses 2-pt jump shot from 15 ft,77,65
294,3,5:46.0,Defensive rebound by H. Whiteside,,77,65
295,3,5:39.0,Shooting foul by J. McRae (drawn by D. Lillard),,77,65
296,3,5:39.0,D. Lillard makes free throw 1 of 2,,78,65
297,3,5:39.0,A. Simons enters the game for K. Bazemore,,78,65
298,3,5:39.0,G. Trent enters the game for C. McCollum,,78,65
299,3,5:39.0,,G. Mathews enters the game for T. Brown,78,65
300,3,5:39.0,D. Lillard makes free throw 2 of 2,,79,65
301,3,5:28.0,,G. Mathews makes 3-pt jump shot from 26 ft (assist by I. Mahinmi),79,68
302,3,5:04.0,Turnover by C. Anthony (lost ball; steal by J. Williams),,79,68
303,3,4:53.0,,J. McRae misses 2-pt layup from 3 ft (block by H. Whiteside),79,68
304,3,4:49.0,Defensive rebound by H. Whiteside,,79,68
305,3,4:40.0,D. Lillard misses 3-pt jump shot from 26 ft,,79,68
306,3,4:38.0,,Defensive rebound by Team,79,68
307,3,4:38.0,Loose ball foul by H. Whiteside (drawn by J. Williams),,79,68
308,3,4:38.0,M. Hezonja enters the game for C. Anthony,,79,68
309,3,4:27.0,,G. Mathews misses 2-pt jump shot from 15 ft,79,68
310,3,4:22.0,Defensive rebound by A. Simons,,79,68
311,3,4:19.0,A. Simons misses 2-pt layup from 2 ft (block by J. McRae),,79,68
312,3,4:19.0,Offensive rebound by Team,,79,68
313,3,4:19.0,,A. Pasečņiks enters the game for I. Mahinmi,79,68
314,3,4:01.0,G. Trent misses 3-pt jump shot from 23 ft,,79,68
315,3,3:54.0,,Defensive rebound by A. Pasečņiks,79,68
316,3,3:49.0,,J. McRae misses 3-pt jump shot from 27 ft,79,68
317,3,3:46.0,,Offensive rebound by A. Pasečņiks,79,68
318,3,3:44.0,,Turnover by A. Pasečņiks (bad pass),79,68
319,3,3:35.0,Personal foul by A. Pasečņiks (drawn by H. Whiteside),,79,68
320,3,3:35.0,,A. Schofield enters the game for J. Williams,79,68
321,3,3:29.0,D. Lillard makes 2-pt layup from 1 ft,,81,68
322,3,3:16.0,,J. McRae misses 2-pt jump shot from 15 ft,81,68
323,3,3:13.0,Defensive rebound by D. Lillard,,81,68
324,3,3:06.0,Personal foul by J. McRae (drawn by D. Lillard),,81,68
325,3,3:06.0,D. Lillard makes free throw 1 of 2,,82,68
326,3,3:06.0,A. Tolliver enters the game for H. Whiteside,,82,68
327,3,3:06.0,D. Lillard makes free throw 2 of 2,,83,68
328,3,2:57.0,,Shooting foul by D. Lillard (drawn by J. McRae),83,68
329,3,2:57.0,Portland full timeout,,83,68
330,3,2:57.0,C. McCollum enters the game for D. Lillard,,83,68
331,3,2:57.0,,G. Payton enters the game for I. Smith,83,68
332,3,2:57.0,,J. McRae makes free throw 1 of 2,83,69
333,3,2:57.0,,J. McRae makes free throw 2 of 2,83,70
334,3,2:35.0,C. McCollum makes 2-pt jump shot from 20 ft,,85,70
335,3,2:21.0,,Personal foul by M. Hezonja (drawn by J. McRae),85,70
336,3,2:11.0,,G. Mathews misses 3-pt jump shot from 24 ft,85,70
337,3,2:08.0,Defensive rebound by C. McCollum,,85,70
338,3,2:04.0,Shooting foul by G. Mathews (drawn by M. Hezonja),,85,70
339,3,2:04.0,M. Hezonja misses free throw 1 of 2,,85,70
340,3,2:04.0,Offensive rebound by Team,,85,70
341,3,2:04.0,M. Hezonja makes free throw 2 of 2,,86,70
342,3,1:57.0,,A. Schofield misses 3-pt jump shot from 24 ft,86,70
343,3,1:55.0,,Offensive rebound by A. Pasečņiks,86,70
344,3,1:48.0,,J. McRae misses 2-pt layup from 3 ft,86,70
345,3,1:46.0,,Offensive rebound by J. McRae,86,70
346,3,1:46.0,,J. McRae makes 2-pt layup from 1 ft,86,72
347,3,1:28.0,C. McCollum makes 2-pt jump shot from 3 ft,,88,72
348,3,1:13.0,,Personal foul by M. Hezonja (drawn by A. Schofield),88,72
349,3,1:13.0,,A. Schofield misses free throw 1 of 2,88,72
350,3,1:13.0,,Offensive rebound by Team,88,72
351,3,1:13.0,,A. Schofield makes free throw 2 of 2,88,73
352,3,0:55.0,Shooting foul by A. Schofield (drawn by A. Tolliver),,88,73
353,3,0:55.0,A. Tolliver makes free throw 1 of 2,,89,73
354,3,0:55.0,A. Tolliver misses free throw 2 of 2,,89,73
355,3,0:52.0,,Defensive rebound by A. Schofield,89,73
356,3,0:40.0,,J. McRae makes 2-pt jump shot from 15 ft (assist by G. Payton),89,75
357,3,0:40.0,,Shooting foul by C. McCollum (drawn by J. McRae),89,75
358,3,0:40.0,,J. McRae misses free throw 1 of 1,89,75
359,3,0:35.0,,Offensive rebound by A. Pasečņiks,89,75
360,3,0:35.0,,A. Pasečņiks misses 2-pt layup from 1 ft,89,75
361,3,0:35.0,Defensive rebound by A. Tolliver,,89,75
362,3,0:30.0,A. Tolliver misses 3-pt jump shot from 23 ft,,89,75
363,3,0:27.0,,Defensive rebound by G. Mathews,89,75
364,3,0:08.0,,J. McRae makes 3-pt jump shot from 28 ft,89,78
365,3,0:02.0,A. Simons makes 2-pt layup from 3 ft,,91,78
366,3,0:00.0,,J. McRae misses 3-pt jump shot from 37 ft,91,78
367,3,0:00.0,,Offensive rebound by Team,91,78
368,4,11:42.0,,J. McRae makes 3-pt jump shot from 26 ft,91,81
369,4,11:24.0,G. Trent misses 2-pt jump shot from 7 ft,,91,81
370,4,11:20.0,,Defensive rebound by J. McRae,91,81
371,4,11:11.0,,A. Schofield misses 3-pt jump shot from 26 ft,91,81
372,4,11:05.0,,Offensive rebound by G. Payton,91,81
373,4,11:04.0,,G. Mathews makes 2-pt jump shot from 6 ft,91,83
374,4,10:48.0,M. Hezonja makes 2-pt dunk at rim (assist by C. McCollum),,93,83
375,4,10:34.0,,J. McRae makes 2-pt dunk from 2 ft,93,85
376,4,10:07.0,C. McCollum misses 2-pt jump shot from 13 ft,,93,85
377,4,10:05.0,Offensive rebound by C. McCollum,,93,85
378,4,10:05.0,C. McCollum makes 2-pt layup from 1 ft,,95,85
379,4,9:50.0,,A. Pasečņiks misses 2-pt hook shot from 7 ft,95,85
380,4,9:48.0,Defensive rebound by C. McCollum,,95,85
381,4,9:38.0,K. Bazemore misses 3-pt jump shot from 24 ft,,95,85
382,4,9:36.0,,Defensive rebound by A. Pasečņiks,95,85
383,4,9:19.0,,A. Pasečņiks makes 2-pt hook shot from 2 ft (assist by J. McRae),95,87
384,4,9:19.0,Portland full timeout,,95,87
385,4,9:19.0,C. Anthony enters the game for M. Hezonja,,95,87
386,4,9:19.0,D. Lillard enters the game for C. McCollum,,95,87
387,4,9:19.0,H. Whiteside enters the game for A. Tolliver,,95,87
