,QUARTER,TIME_REMAINING,PHILADELPHIA_ACTION,MIAMI_ACTION,PHILADELPHIA_SCORE,MIAMI_SCORE
0,1,11:40.0,,B. Adebayo makes 2-pt dunk from 1 ft (assist by J. Butler),0,2
1,1,11:13.0,J. Embiid makes 2-pt jump shot from 16 ft,,2,2
2,1,10:54.0,,K. Nunn makes 2-pt layup from 1 ft,2,4
3,1,10:34.0,T. Harris misses 2-pt jump shot from 10 ft,,2,4
4,1,10:32.0,Offensive rebound by A. Horford,,2,4
5,1,10:28.0,B. Simmons misses 2-pt jump shot from 5 ft,,2,4
6,1,10:26.0,,Defensive rebound by J. Butler,2,4
7,1,10:15.0,,D. Robinson misses 3-pt jump shot from 26 ft,2,4
8,1,10:13.0,Defensive rebound by B. Simmons,,2,4
9,1,10:07.0,S. Milton makes 2-pt layup from 2 ft (assist by B. Simmons),,4,4
10,1,9:51.0,,Turnover by K. Nunn (bad pass; steal by J. Embiid),4,4
11,1,9:47.0,B. Simmons makes 2-pt layup from 1 ft,,6,4
12,1,9:33.0,,J. Butler makes 2-pt jump shot from 4 ft,6,6
13,1,9:10.0,J. Embiid makes 2-pt jump shot from 16 ft,,8,6
14,1,8:59.0,,B. Adebayo makes 2-pt layup from 1 ft (assist by D. Robinson),8,8
15,1,8:59.0,,Shooting foul by T. Harris (drawn by B. Adebayo),8,8
16,1,8:59.0,,B. Adebayo makes free throw 1 of 1,8,9
17,1,8:43.0,J. Embiid makes 2-pt dunk from 3 ft (assist by A. Horford),,10,9
18,1,8:26.0,,B. Adebayo misses 2-pt jump shot from 13 ft,10,9
19,1,8:24.0,Defensive rebound by J. Embiid,,10,9
20,1,8:12.0,S. Milton makes 2-pt layup from 2 ft,,12,9
21,1,7:57.0,,B. Adebayo makes 2-pt jump shot from 14 ft,12,11
22,1,7:45.0,J. Embiid misses 2-pt jump shot from 18 ft,,12,11
23,1,7:43.0,,Defensive rebound by B. Adebayo,12,11
24,1,7:34.0,,J. Butler misses 2-pt jump shot from 11 ft,12,11
25,1,7:32.0,Defensive rebound by B. Simmons,,12,11
26,1,7:28.0,Personal foul by M. Leonard (drawn by J. Embiid),,12,11
27,1,7:10.0,T. Harris misses 3-pt jump shot from 23 ft,,12,11
28,1,7:06.0,,Defensive rebound by M. Leonard,12,11
29,1,6:55.0,,M. Leonard makes 3-pt jump shot from 26 ft (assist by K. Nunn),12,14
30,1,6:33.0,J. Embiid makes 2-pt jump shot from 8 ft,,14,14
31,1,6:08.0,,B. Adebayo misses 2-pt jump shot from 16 ft,14,14
32,1,6:05.0,Defensive rebound by J. Embiid,,14,14
33,1,6:01.0,J. Embiid makes 3-pt jump shot from 26 ft (assist by B. Simmons),,17,14
34,1,6:00.0,,Miami full timeout,17,14
35,1,6:00.0,F. Korkmaz enters the game for J. Embiid,,17,14
36,1,6:00.0,M. Thybulle enters the game for S. Milton,,17,14
37,1,6:00.0,,D. Jones enters the game for B. Adebayo,17,14
38,1,5:41.0,,J. Butler makes 2-pt layup from 2 ft,17,16
39,1,5:18.0,T. Harris makes 2-pt layup from 2 ft (assist by F. Korkmaz),,19,16
40,1,5:02.0,,K. Nunn misses 3-pt jump shot from 23 ft,19,16
41,1,4:59.0,,Offensive rebound by J. Butler,19,16
42,1,4:54.0,,J. Butler misses 2-pt jump shot from 2 ft,19,16
43,1,4:52.0,Defensive rebound by F. Korkmaz,,19,16
44,1,4:47.0,T. Harris misses 3-pt jump shot from 26 ft,,19,16
45,1,4:43.0,,Defensive rebound by M. Leonard,19,16
46,1,4:37.0,,Shooting foul by F. Korkmaz (drawn by J. Butler),19,16
47,1,4:37.0,,J. Butler makes free throw 1 of 2,19,17
48,1,4:37.0,,G. Dragić enters the game for K. Nunn,19,17
49,1,4:37.0,,J. Butler makes free throw 2 of 2,19,18
50,1,4:15.0,A. Horford misses 2-pt hook shot from 9 ft,,19,18
51,1,4:13.0,,Defensive rebound by M. Leonard,19,18
52,1,4:03.0,,M. Leonard misses 3-pt jump shot from 27 ft,19,18
53,1,3:59.0,Defensive rebound by B. Simmons,,19,18
54,1,3:50.0,T. Harris misses 2-pt jump shot from 18 ft,,19,18
55,1,3:48.0,,Defensive rebound by M. Leonard,19,18
56,1,3:29.0,,J. Butler misses 2-pt jump shot from 11 ft,19,18
57,1,3:26.0,Defensive rebound by B. Simmons,,19,18
58,1,3:25.0,Shooting foul by D. Jones (drawn by B. Simmons),,19,18
59,1,3:25.0,B. Simmons makes free throw 1 of 2,,20,18
60,1,3:25.0,J. Embiid enters the game for T. Harris,,20,18
61,1,3:25.0,S. Milton enters the game for A. Horford,,20,18
62,1,3:25.0,M. Scott enters the game for F. Korkmaz,,20,18
63,1,3:25.0,,B. Adebayo enters the game for M. Leonard,20,18
64,1,3:25.0,,T. Herro enters the game for D. Robinson,20,18
65,1,3:25.0,B. Simmons makes free throw 2 of 2,,21,18
66,1,3:11.0,,T. Herro makes 2-pt jump shot from 18 ft (assist by G. Dragić),21,20
67,1,3:11.0,Philadelphia full timeout,,21,20
68,1,2:58.0,S. Milton misses 3-pt jump shot from 25 ft,,21,20
69,1,2:56.0,,Defensive rebound by B. Adebayo,21,20
70,1,2:49.0,,G. Dragić misses 3-pt jump shot from 24 ft,21,20
71,1,2:46.0,Defensive rebound by M. Scott,,21,20
72,1,2:23.0,M. Thybulle makes 3-pt jump shot from 25 ft (assist by B. Simmons),,24,20
73,1,1:56.0,,B. Adebayo misses 2-pt jump shot from 8 ft,24,20
74,1,1:54.0,Defensive rebound by J. Embiid,,24,20
75,1,1:35.0,J. Embiid misses 2-pt hook shot from 8 ft,,24,20
76,1,1:33.0,,Defensive rebound by D. Jones,24,20
77,1,1:33.0,,K. Olynyk enters the game for J. Butler,24,20
