,QUARTER,TIME_REMAINING,DETROIT_ACTION,DENVER_ACTION,DETROIT_SCORE,DENVER_SCORE
96,1,1:25.0,L. Galloway misses 3-pt jump shot from 25 ft,,23,25
97,1,1:22.0,,Defensive rebound by M. Porter,23,25
98,1,1:01.0,,M. Morris makes 2-pt jump shot from 4 ft,23,27
99,1,0:37.0,T. Maker misses 2-pt jump shot from 16 ft,,23,27
100,1,0:35.0,,Defensive rebound by M. Porter,23,27
101,1,0:28.0,,Turnover by M. Porter (bad pass; steal by T. Maker),23,27
102,1,0:24.0,D. Walton misses 3-pt jump shot from 25 ft,,23,27
103,1,0:22.0,,Defensive rebound by Team,23,27
104,1,0:00.0,,J. Murray makes 2-pt jump shot from 22 ft,23,29
105,1,0:00.0,,Instant Replay (Request: Ruling Stands),23,29
106,2,11:42.0,T. Maker misses 2-pt layup from 3 ft,,23,29
107,2,11:39.0,,Defensive rebound by J. Grant,23,29
108,2,11:31.0,,M. Plumlee makes 2-pt dunk at rim (assist by J. Murray),23,31
109,2,11:15.0,D. Rose makes 3-pt jump shot from 23 ft (assist by S. Mykhailiuk),,26,31
110,2,10:55.0,,Personal foul by S. Mykhailiuk (drawn by J. Grant),26,31
111,2,10:55.0,C. Wood enters the game for T. Maker,,26,31
112,2,10:46.0,,M. Porter makes 2-pt layup from 1 ft,26,33
113,2,10:25.0,S. Mykhailiuk misses 3-pt jump shot from 23 ft,,26,33
114,2,10:21.0,Offensive rebound by C. Wood,,26,33
115,2,10:20.0,C. Wood misses 2-pt layup from 3 ft (block by M. Plumlee),,26,33
116,2,10:20.0,,Defensive rebound by M. Plumlee,26,33
117,2,10:13.0,,M. Morris makes 2-pt layup from 1 ft (assist by M. Plumlee),26,35
118,2,10:00.0,C. Wood misses 2-pt layup from 1 ft,,26,35
119,2,9:57.0,,Defensive rebound by M. Porter,26,35
120,2,9:45.0,,Personal foul by D. Rose (drawn by M. Porter),26,35
121,2,9:45.0,K. Thomas enters the game for S. Mykhailiuk,,26,35
122,2,9:42.0,,Personal foul by S. Doumbouya (drawn by J. Grant),26,35
123,2,9:34.0,,M. Porter makes 2-pt jump shot from 15 ft,26,37
124,2,9:19.0,D. Rose makes 2-pt layup from 1 ft,,28,37
125,2,9:03.0,,Turnover by M. Plumlee (3 sec),28,37
126,2,8:48.0,Turnover by D. Rose (bad pass; steal by M. Morris),,28,37
127,2,8:39.0,,J. Grant makes 2-pt dunk at rim (assist by M. Porter),28,39
128,2,8:39.0,Detroit full timeout,,28,39
129,2,8:39.0,T. Snell enters the game for B. Knight,,28,39
130,2,8:39.0,,G. Harris enters the game for J. Murray,28,39
131,2,8:20.0,S. Doumbouya misses 2-pt jump shot from 16 ft,,28,39
132,2,8:17.0,,Defensive rebound by M. Plumlee,28,39
133,2,8:03.0,,M. Porter makes 2-pt dunk from 1 ft (assist by G. Harris),28,41
134,2,7:47.0,D. Rose misses 2-pt jump shot from 11 ft,,28,41
135,2,7:44.0,Offensive rebound by C. Wood,,28,41
136,2,7:44.0,Shooting foul by M. Porter (drawn by C. Wood),,28,41
137,2,7:44.0,C. Wood makes free throw 1 of 2,,29,41
138,2,7:44.0,C. Wood makes free throw 2 of 2,,30,41
139,2,7:22.0,,Personal foul by T. Snell (drawn by G. Harris),30,41
140,2,7:14.0,,Turnover by M. Morris (bad pass; steal by D. Rose),30,41
141,2,7:10.0,C. Wood makes 2-pt dunk from 1 ft (assist by D. Rose),,32,41
142,2,6:55.0,,Turnover by M. Porter (step out of bounds),32,41
143,2,6:55.0,,W. Barton enters the game for M. Porter,32,41
144,2,6:36.0,T. Snell makes 2-pt jump shot from 22 ft (assist by D. Rose),,34,41
145,2,6:19.0,,J. Grant makes 2-pt layup from 2 ft (assist by M. Morris),34,43
146,2,6:06.0,D. Rose makes 2-pt layup from 2 ft,,36,43
147,2,5:53.0,,Personal foul by C. Wood (drawn by M. Plumlee),36,43
148,2,5:53.0,,M. Plumlee misses free throw 1 of 2,36,43
149,2,5:53.0,,Offensive rebound by Team,36,43
150,2,5:53.0,D. Hall enters the game for S. Doumbouya,,36,43
151,2,5:53.0,,P. Millsap enters the game for J. Grant,36,43
152,2,5:53.0,,J. Murray enters the game for M. Morris,36,43
153,2,5:53.0,,M. Plumlee makes free throw 2 of 2,36,44
154,2,5:39.0,D. Rose misses 2-pt jump shot from 15 ft,,36,44
155,2,5:36.0,,Defensive rebound by M. Plumlee,36,44
156,2,5:30.0,,Turnover by W. Barton (traveling),36,44
157,2,5:30.0,,N. Jokić enters the game for M. Plumlee,36,44
158,2,5:21.0,,Violation by Team (kicked ball),36,44
159,2,5:08.0,Turnover by K. Thomas (bad pass),,36,44
160,2,4:57.0,,G. Harris misses 2-pt layup from 3 ft,36,44
161,2,4:56.0,Defensive rebound by D. Hall,,36,44
162,2,4:50.0,D. Rose makes 2-pt layup from 2 ft,,38,44
163,2,4:32.0,,N. Jokić makes 2-pt hook shot from 4 ft (assist by J. Murray),38,46
164,2,4:32.0,,Shooting foul by D. Rose (drawn by N. Jokić),38,46
165,2,4:32.0,,N. Jokić makes free throw 1 of 1,38,47
166,2,4:16.0,D. Rose misses 3-pt jump shot from 25 ft,,38,47
167,2,4:12.0,Offensive rebound by D. Hall,,38,47
168,2,4:10.0,K. Thomas misses 3-pt jump shot from 24 ft,,38,47
169,2,4:06.0,Offensive rebound by D. Rose,,38,47
170,2,3:57.0,Offensive foul by C. Wood (drawn by N. Jokić),,38,47
171,2,3:57.0,Turnover by C. Wood (offensive foul),,38,47
172,2,3:57.0,L. Galloway enters the game for K. Thomas,,38,47
173,2,3:57.0,T. Maker enters the game for C. Wood,,38,47
174,2,3:57.0,Detroit full timeout,,38,47
175,2,3:57.0,K. Thomas enters the game for L. Galloway,,38,47
176,2,3:57.0,C. Wood enters the game for T. Maker,,38,47
177,2,3:57.0,Instant Replay (Challenge: Stands),,38,47
178,2,3:57.0,L. Galloway enters the game for D. Rose,,38,47
179,2,3:57.0,B. Knight enters the game for K. Thomas,,38,47
180,2,3:57.0,S. Mykhailiuk enters the game for C. Wood,,38,47
181,2,3:48.0,,J. Murray misses 2-pt layup from 4 ft,38,47
182,2,3:46.0,Defensive rebound by B. Knight,,38,47
183,2,3:39.0,S. Mykhailiuk makes 3-pt jump shot from 24 ft (assist by B. Knight),,41,47
184,2,3:18.0,,Turnover by N. Jokić (lost ball; steal by T. Snell),41,47
185,2,3:13.0,Turnover by B. Knight (lost ball; steal by W. Barton),,41,47
186,2,3:11.0,,Turnover by W. Barton (bad pass),41,47
187,2,2:57.0,Turnover by D. Hall (bad pass; steal by G. Harris),,41,47
188,2,2:52.0,,G. Harris makes 2-pt dunk from 1 ft,41,49
189,2,2:46.0,S. Mykhailiuk misses 3-pt jump shot from 25 ft,,41,49
190,2,2:42.0,,Defensive rebound by J. Murray,41,49
191,2,2:36.0,,Personal foul by T. Snell (drawn by N. Jokić),41,49
192,2,2:36.0,,N. Jokić makes free throw 1 of 2,41,50
193,2,2:36.0,,N. Jokić makes free throw 2 of 2,41,51
194,2,2:13.0,T. Snell misses 3-pt jump shot from 23 ft,,41,51
195,2,2:11.0,Offensive rebound by T. Snell,,41,51
196,2,2:09.0,B. Knight makes 3-pt jump shot from 25 ft (assist by T. Snell),,44,51
197,2,1:54.0,,Offensive foul by P. Millsap (drawn by B. Knight),44,51
198,2,1:54.0,,Turnover by P. Millsap (offensive foul),44,51
199,2,1:40.0,S. Mykhailiuk misses 3-pt jump shot from 22 ft,,44,51
200,2,1:37.0,,Defensive rebound by P. Millsap,44,51
201,2,1:31.0,,Shooting foul by D. Hall (drawn by W. Barton),44,51
202,2,1:31.0,,W. Barton makes free throw 1 of 2,44,52
203,2,1:31.0,,W. Barton makes free throw 2 of 2,44,53
204,2,1:18.0,Turnover by S. Mykhailiuk (bad pass; steal by N. Jokić),,44,53
205,2,1:12.0,,Shooting foul by S. Mykhailiuk (drawn by N. Jokić),44,53
206,2,1:12.0,,N. Jokić makes free throw 1 of 2,44,54
207,2,1:12.0,,J. Grant enters the game for P. Millsap,44,54
208,2,1:12.0,,N. Jokić makes free throw 2 of 2,44,55
209,2,1:02.0,B. Knight misses 3-pt jump shot from 25 ft,,44,55
210,2,0:58.0,,Defensive rebound by N. Jokić,44,55
211,2,0:52.0,,J. Grant makes 2-pt layup from 3 ft (assist by N. Jokić),44,57
212,2,0:36.0,Shooting foul by N. Jokić (drawn by D. Hall),,44,57
213,2,0:36.0,D. Hall makes free throw 1 of 2,,45,57
214,2,0:36.0,D. Hall makes free throw 2 of 2,,46,57
215,2,0:23.0,,Personal foul by D. Hall (drawn by J. Murray),46,57
216,2,0:23.0,,J. Murray makes free throw 1 of 2,46,58
217,2,0:23.0,,M. Plumlee enters the game for N. Jokić,46,58
218,2,0:23.0,,J. Murray makes free throw 2 of 2,46,59
219,2,0:00.0,T. Snell misses 3-pt jump shot from 23 ft,,46,59
220,2,0:00.0,Offensive rebound by Team,,46,59
221,3,11:37.0,Shooting foul by N. Jokić (drawn by D. Rose),,46,59
222,3,11:37.0,D. Rose makes free throw 1 of 2,,47,59
223,3,11:37.0,D. Rose makes free throw 2 of 2,,48,59
224,3,11:14.0,,N. Jokić makes 2-pt jump shot from 7 ft,48,61
225,3,10:58.0,D. Rose misses 2-pt jump shot from 16 ft,,48,61
226,3,10:54.0,,Defensive rebound by J. Murray,48,61
227,3,10:43.0,,J. Murray misses 2-pt layup from 2 ft,48,61
228,3,10:40.0,,Offensive rebound by N. Jokić,48,61
229,3,10:40.0,,N. Jokić misses 2-pt layup at rim,48,61
230,3,10:39.0,Defensive rebound by C. Wood,,48,61
231,3,10:38.0,Turnover by C. Wood (bad pass; steal by N. Jokić),,48,61
232,3,10:30.0,,P. Millsap makes 2-pt layup from 2 ft (assist by W. Barton),48,63
233,3,10:05.0,J. Henson misses 2-pt hook shot from 3 ft,,48,63
234,3,10:03.0,,Defensive rebound by W. Barton,48,63
235,3,9:53.0,,Personal foul by J. Henson (drawn by N. Jokić),48,63
236,3,9:41.0,,J. Murray misses 3-pt jump shot from 24 ft,48,63
237,3,9:38.0,,Offensive rebound by N. Jokić,48,63
238,3,9:31.0,,P. Millsap misses 2-pt layup from 3 ft (block by C. Wood),48,63
239,3,9:28.0,,Offensive rebound by P. Millsap,48,63
240,3,9:25.0,,Turnover by N. Jokić (bad pass; steal by S. Mykhailiuk),48,63
241,3,9:25.0,,Technical foul by S. Sweeney,48,63
242,3,9:25.0,,J. Murray misses technical free throw,48,63
243,3,9:25.0,Defensive rebound by Team,,48,63
244,3,9:15.0,Turnover by J. Henson (bad pass),,48,63
245,3,8:58.0,,J. Murray misses 2-pt jump shot from 12 ft,48,63
246,3,8:52.0,,Offensive rebound by G. Harris,48,63
247,3,8:52.0,,G. Harris misses 2-pt layup at rim,48,63
248,3,8:51.0,Defensive rebound by J. Henson,,48,63
249,3,8:40.0,C. Wood makes 2-pt layup from 3 ft (assist by D. Rose),,50,63
250,3,8:27.0,,P. Millsap misses 3-pt jump shot from 23 ft,50,63
251,3,8:25.0,,Offensive rebound by Team,50,63
252,3,8:25.0,Loose ball foul by J. Henson (drawn by N. Jokić),,50,63
253,3,8:19.0,,P. Millsap makes 2-pt dunk from 1 ft (assist by J. Murray),50,65
254,3,8:03.0,D. Rose makes 2-pt layup from 2 ft,,52,65
255,3,8:03.0,,Denver full timeout,52,65
256,3,7:39.0,,N. Jokić misses 2-pt jump shot from 18 ft,52,65
257,3,7:35.0,Defensive rebound by T. Snell,,52,65
258,3,7:20.0,S. Mykhailiuk makes 3-pt jump shot from 25 ft (assist by C. Wood),,55,65
259,3,7:05.0,,Turnover by P. Millsap (traveling),55,65
260,3,6:53.0,Shooting foul by W. Barton (drawn by D. Rose),,55,65
261,3,6:53.0,D. Rose makes free throw 1 of 3,,56,65
262,3,6:53.0,D. Rose makes free throw 2 of 3,,57,65
263,3,6:53.0,D. Rose makes free throw 3 of 3,,58,65
264,3,6:33.0,,Turnover by N. Jokić (bad pass; steal by D. Rose),58,65
265,3,6:30.0,Turnover by D. Rose (lost ball; steal by J. Murray),,58,65
266,3,6:25.0,,P. Millsap misses 3-pt jump shot from 25 ft,58,65
267,3,6:24.0,Defensive rebound by Team,,58,65
268,3,6:10.0,S. Mykhailiuk misses 3-pt jump shot from 27 ft,,58,65
269,3,6:07.0,,Defensive rebound by Team,58,65
270,3,6:07.0,,M. Morris enters the game for J. Murray,58,65
271,3,5:57.0,,P. Millsap misses 2-pt jump shot from 9 ft,58,65
272,3,5:55.0,Defensive rebound by J. Henson,,58,65
273,3,5:47.0,Shooting foul by P. Millsap (drawn by C. Wood),,58,65
274,3,5:47.0,C. Wood makes free throw 1 of 2,,59,65
275,3,5:47.0,L. Galloway enters the game for S. Mykhailiuk,,59,65
276,3,5:47.0,C. Wood misses free throw 2 of 2,,59,65
277,3,5:44.0,,Defensive rebound by W. Barton,59,65
278,3,5:34.0,,G. Harris misses 2-pt jump shot from 6 ft,59,65
279,3,5:29.0,,Offensive rebound by P. Millsap,59,65
280,3,5:29.0,,P. Millsap makes 2-pt layup at rim,59,67
281,3,5:16.0,Turnover by C. Wood (lost ball; steal by M. Morris),,59,67
282,3,5:08.0,,G. Harris makes 3-pt jump shot from 23 ft (assist by M. Morris),59,70
283,3,5:06.0,Detroit full timeout,,59,70
284,3,5:06.0,D. Hall enters the game for J. Henson,,59,70
285,3,5:06.0,B. Knight enters the game for D. Rose,,59,70
286,3,5:06.0,,J. Grant enters the game for P. Millsap,59,70
287,3,4:51.0,Personal foul by N. Jokić (drawn by L. Galloway),,59,70
288,3,4:40.0,Turnover by C. Wood (bad pass; steal by M. Morris),,59,70
289,3,4:37.0,,Personal foul by T. Snell (drawn by J. Grant),59,70
290,3,4:26.0,,N. Jokić misses 2-pt hook shot from 5 ft,59,70
291,3,4:24.0,Defensive rebound by C. Wood,,59,70
292,3,4:14.0,C. Wood makes 2-pt jump shot from 16 ft (assist by T. Snell),,61,70
293,3,4:00.0,,J. Grant makes 2-pt dunk from 1 ft (assist by N. Jokić),61,72
294,3,3:36.0,B. Knight makes 3-pt jump shot from 27 ft (assist by T. Snell),,64,72
295,3,3:18.0,,J. Grant makes 3-pt jump shot from 23 ft (assist by G. Harris),64,75
296,3,2:59.0,Turnover by B. Knight (bad pass),,64,75
297,3,2:59.0,,M. Porter enters the game for G. Harris,64,75
298,3,2:50.0,,Turnover by N. Jokić (bad pass; steal by C. Wood),64,75
299,3,2:36.0,C. Wood misses 2-pt jump shot from 6 ft,,64,75
300,3,2:33.0,,Defensive rebound by W. Barton,64,75
301,3,2:27.0,,Personal foul by B. Knight (drawn by J. Grant),64,75
302,3,2:27.0,S. Doumbouya enters the game for T. Snell,,64,75
303,3,2:27.0,K. Thomas enters the game for C. Wood,,64,75
304,3,2:27.0,,J. Murray enters the game for W. Barton,64,75
305,3,2:27.0,,M. Plumlee enters the game for N. Jokić,64,75
306,3,2:19.0,,M. Plumlee makes 2-pt dunk from 1 ft (assist by J. Murray),64,77
307,3,2:19.0,,Shooting foul by K. Thomas (drawn by M. Plumlee),64,77
308,3,2:19.0,,M. Plumlee misses free throw 1 of 1,64,77
309,3,2:17.0,Defensive rebound by B. Knight,,64,77
310,3,2:06.0,B. Knight makes 3-pt jump shot from 22 ft (assist by K. Thomas),,67,77
311,3,1:47.0,,Personal foul by L. Galloway (drawn by J. Grant),67,77
312,3,1:47.0,,J. Grant makes free throw 1 of 2,67,78
313,3,1:47.0,,J. Grant makes free throw 2 of 2,67,79
314,3,1:26.0,B. Knight misses 3-pt jump shot from 26 ft,,67,79
315,3,1:23.0,,Defensive rebound by J. Grant,67,79
316,3,1:16.0,,Turnover by M. Plumlee (traveling),67,79
317,3,1:16.0,,Violation by Team (delay of game),67,79
318,3,1:01.0,L. Galloway makes 3-pt jump shot from 25 ft (assist by B. Knight),,70,79
319,3,1:00.0,,Denver full timeout,70,79
320,3,0:46.0,,Personal foul by B. Knight (drawn by M. Plumlee),70,79
321,3,0:46.0,,M. Plumlee makes free throw 1 of 2,70,80
322,3,0:46.0,,M. Plumlee misses free throw 2 of 2,70,80
323,3,0:44.0,Defensive rebound by L. Galloway,,70,80
324,3,0:29.0,K. Thomas misses 2-pt jump shot from 14 ft,,70,80
325,3,0:26.0,,Defensive rebound by M. Plumlee,70,80
326,3,0:05.0,,M. Morris makes 2-pt jump shot from 12 ft,70,82
327,3,0:02.0,Personal foul by M. Plumlee (drawn by B. Knight),,70,82
328,3,0:02.0,B. Knight makes free throw 1 of 2,,71,82
329,3,0:02.0,B. Knight makes free throw 2 of 2,,72,82
330,4,11:45.0,,Shooting foul by K. Thomas (drawn by M. Plumlee),72,82
331,4,11:45.0,,M. Plumlee makes free throw 1 of 2,72,83
332,4,11:45.0,,M. Plumlee makes free throw 2 of 2,72,84
333,4,11:29.0,S. Doumbouya makes 3-pt jump shot from 24 ft (assist by D. Rose),,75,84
334,4,11:04.0,,M. Morris misses 2-pt jump shot from 12 ft,75,84
335,4,11:00.0,Defensive rebound by L. Galloway,,75,84
336,4,10:56.0,K. Thomas misses 3-pt jump shot from 26 ft,,75,84
337,4,10:51.0,Offensive rebound by D. Hall,,75,84
338,4,10:51.0,D. Hall misses 2-pt dunk from 1 ft,,75,84
339,4,10:49.0,,Defensive rebound by J. Murray,75,84
340,4,10:44.0,,Turnover by J. Murray (bad pass),75,84
341,4,10:32.0,D. Rose misses 3-pt jump shot from 25 ft,,75,84
342,4,10:27.0,,Defensive rebound by M. Plumlee,75,84
343,4,10:20.0,,Personal foul by L. Galloway (drawn by M. Plumlee),75,84
344,4,10:13.0,,M. Porter makes 3-pt jump shot from 22 ft (assist by M. Morris),75,87
345,4,9:58.0,S. Doumbouya misses 3-pt jump shot from 25 ft,,75,87
346,4,9:56.0,,Defensive rebound by J. Murray,75,87
347,4,9:47.0,,J. Grant makes 2-pt dunk from 1 ft (assist by J. Murray),75,89
348,4,9:47.0,Detroit full timeout,,75,89
349,4,9:47.0,C. Wood enters the game for D. Hall,,75,89
350,4,9:35.0,L. Galloway misses 3-pt jump shot from 25 ft,,75,89
351,4,9:31.0,,Defensive rebound by J. Murray,75,89
352,4,9:21.0,,J. Grant makes 2-pt dunk at rim (assist by M. Plumlee),75,91
353,4,9:04.0,D. Rose misses 2-pt jump shot from 16 ft,,75,91
354,4,9:01.0,,Defensive rebound by M. Porter,75,91
355,4,8:56.0,,M. Porter makes 2-pt jump shot from 20 ft,75,93
356,4,8:36.0,C. Wood makes 2-pt jump shot from 12 ft (assist by D. Rose),,77,93
357,4,8:14.0,,Shooting foul by C. Wood (drawn by J. Murray),77,93
358,4,8:14.0,,J. Murray makes free throw 1 of 2,77,94
359,4,8:14.0,J. Henson enters the game for C. Wood,,77,94
360,4,8:14.0,,J. Murray makes free throw 2 of 2,77,95
361,4,8:05.0,Personal foul by J. Murray (drawn by L. Galloway),,77,95
362,4,8:05.0,T. Snell enters the game for K. Thomas,,77,95
363,4,8:05.0,,G. Harris enters the game for J. Murray,77,95
364,4,7:53.0,L. Galloway misses 2-pt jump shot from 14 ft,,77,95
365,4,7:51.0,,Defensive rebound by J. Grant,77,95
366,4,7:35.0,,J. Grant misses 2-pt layup from 3 ft,77,95
367,4,7:32.0,,Offensive rebound by M. Porter,77,95
368,4,7:32.0,,M. Porter misses 2-pt layup at rim,77,95
369,4,7:31.0,Defensive rebound by J. Henson,,77,95
370,4,7:31.0,Personal take foul by M. Plumlee (drawn by T. Snell),,77,95
371,4,7:31.0,B. Knight enters the game for S. Doumbouya,,77,95
372,4,7:31.0,C. Wood enters the game for D. Rose,,77,95
373,4,7:24.0,L. Galloway makes 3-pt jump shot from 25 ft (assist by T. Snell),,80,95
374,4,7:03.0,,J. Grant makes 2-pt jump shot from 19 ft,80,97
375,4,6:48.0,L. Galloway misses 3-pt jump shot from 23 ft,,80,97
376,4,6:46.0,,Defensive rebound by M. Morris,80,97
377,4,6:32.0,,M. Porter makes 2-pt layup from 1 ft (assist by M. Plumlee),80,99
378,4,6:12.0,Personal foul by G. Harris (drawn by C. Wood),,80,99
379,4,6:12.0,,N. Jokić enters the game for M. Plumlee,80,99
380,4,6:07.0,Personal foul by N. Jokić (drawn by T. Snell),,80,99
381,4,6:00.0,B. Knight misses 3-pt jump shot from 27 ft,,80,99
382,4,5:56.0,,Defensive rebound by M. Porter,80,99
383,4,5:36.0,,Offensive foul by G. Harris (drawn by B. Knight),80,99
384,4,5:36.0,,Turnover by G. Harris (offensive foul),80,99
385,4,5:15.0,T. Snell makes 2-pt layup from 1 ft (assist by B. Knight),,82,99
386,4,5:02.0,,J. Grant misses 3-pt jump shot from 23 ft,82,99
387,4,5:00.0,,Offensive rebound by M. Porter,82,99
388,4,4:54.0,,G. Harris misses 2-pt layup from 6 ft,82,99
389,4,4:51.0,,Offensive rebound by G. Harris,82,99
