,QUARTER,TIME_REMAINING,BOSTON_ACTION,TORONTO_ACTION,BOSTON_SCORE,TORONTO_SCORE
84,1,1:45.0,,Shooting foul by G. Williams (drawn by T. Davis),22,14
85,1,1:45.0,,T. Davis makes free throw 1 of 2,22,15
86,1,1:45.0,,K. Lowry enters the game for F. VanVleet,22,15
87,1,1:45.0,,T. Davis makes free throw 2 of 2,22,16
88,1,1:32.0,E. Freedom makes 2-pt layup from 1 ft (assist by B. Wanamaker),,24,16
89,1,1:22.0,,Shooting foul by G. Williams (drawn by C. Boucher),24,16
90,1,1:22.0,,C. Boucher misses free throw 1 of 2,24,16
91,1,1:22.0,,Offensive rebound by Team,24,16
92,1,1:22.0,J. Brown enters the game for R. Langford,,24,16
93,1,1:22.0,J. Tatum enters the game for K. Walker,,24,16
94,1,1:22.0,,C. Boucher makes free throw 2 of 2,24,17
95,1,1:04.0,J. Brown makes 2-pt jump shot from 9 ft (assist by J. Tatum),,26,17
96,1,0:52.0,,C. Boucher makes 2-pt layup from 2 ft (assist by K. Lowry),26,19
97,1,0:39.0,E. Freedom makes 2-pt hook shot from 5 ft (assist by J. Brown),,28,19
98,1,0:23.0,,Turnover by P. McCaw (traveling),28,19
99,1,0:07.0,J. Tatum misses 3-pt jump shot from 25 ft,,28,19
100,1,0:05.0,,Defensive rebound by T. Davis,28,19
101,1,0:02.0,,T. Davis misses 3-pt jump shot from 27 ft,28,19
102,1,0:02.0,,Offensive rebound by R. Hollis-Jefferson,28,19
103,1,0:00.0,,R. Hollis-Jefferson misses 2-pt layup from 14 ft,28,19
104,1,0:00.0,,Offensive rebound by Team,28,19
105,2,11:44.0,E. Freedom misses 2-pt hook shot from 3 ft (block by R. Hollis-Jefferson),,28,19
106,2,11:42.0,,Defensive rebound by T. Davis,28,19
107,2,11:38.0,,Turnover by T. Davis (dbl dribble),28,19
108,2,11:28.0,,Violation by Team (kicked ball),28,19
109,2,11:28.0,S. Ojeleye enters the game for G. Williams,,28,19
110,2,11:16.0,E. Freedom makes 2-pt layup from 2 ft (assist by S. Ojeleye),,30,19
111,2,10:58.0,,C. Boucher makes 2-pt layup from 5 ft (assist by K. Lowry),30,21
112,2,10:45.0,J. Tatum misses 2-pt jump shot from 15 ft,,30,21
113,2,10:43.0,Offensive rebound by E. Freedom,,30,21
114,2,10:41.0,E. Freedom makes 2-pt layup from 1 ft,,32,21
115,2,10:30.0,,C. Boucher makes 3-pt jump shot from 26 ft (assist by K. Lowry),32,24
116,2,10:07.0,Turnover by E. Freedom (bad pass; steal by R. Hollis-Jefferson),,32,24
117,2,10:00.0,,R. Hollis-Jefferson makes 2-pt layup from 1 ft (assist by K. Lowry),32,26
118,2,9:48.0,Personal foul by M. Miller (drawn by J. Tatum),,32,26
119,2,9:36.0,J. Tatum misses 2-pt layup from 2 ft,,32,26
120,2,9:34.0,,Defensive rebound by C. Boucher,32,26
121,2,9:28.0,,K. Lowry misses 3-pt jump shot from 27 ft,32,26
122,2,9:25.0,Defensive rebound by E. Freedom,,32,26
123,2,9:17.0,B. Wanamaker misses 2-pt jump shot from 19 ft,,32,26
124,2,9:15.0,,Defensive rebound by K. Lowry,32,26
125,2,9:12.0,,Personal foul by B. Wanamaker (drawn by K. Lowry),32,26
126,2,9:12.0,D. Theis enters the game for E. Freedom,,32,26
127,2,9:02.0,,Shooting foul by D. Theis (drawn by R. Hollis-Jefferson),32,26
128,2,9:02.0,,R. Hollis-Jefferson misses free throw 1 of 2,32,26
129,2,9:02.0,,Offensive rebound by Team,32,26
130,2,9:02.0,,R. Hollis-Jefferson makes free throw 2 of 2,32,27
131,2,8:52.0,J. Brown makes 3-pt jump shot from 26 ft (assist by J. Tatum),,35,27
132,2,8:35.0,,R. Hollis-Jefferson makes 2-pt jump shot from 6 ft (assist by K. Lowry),35,29
133,2,8:35.0,,Shooting foul by D. Theis (drawn by R. Hollis-Jefferson),35,29
134,2,8:35.0,,F. VanVleet enters the game for T. Davis,35,29
135,2,8:35.0,,R. Hollis-Jefferson makes free throw 1 of 1,35,30
136,2,8:14.0,B. Wanamaker misses 2-pt layup from 3 ft,,35,30
137,2,8:14.0,,Defensive rebound by Team,35,30
138,2,8:01.0,,K. Lowry misses 2-pt layup from 5 ft,35,30
139,2,7:57.0,,Offensive rebound by R. Hollis-Jefferson,35,30
140,2,7:57.0,,R. Hollis-Jefferson misses 2-pt layup at rim,35,30
141,2,7:56.0,,Offensive rebound by K. Lowry,35,30
142,2,7:43.0,,F. VanVleet misses 2-pt layup from 2 ft,35,30
143,2,7:41.0,Defensive rebound by D. Theis,,35,30
144,2,7:41.0,G. Hayward enters the game for J. Tatum,,35,30
145,2,7:33.0,Turnover by B. Wanamaker (bad pass; steal by R. Hollis-Jefferson),,35,30
146,2,7:28.0,,R. Hollis-Jefferson misses 2-pt layup from 3 ft,35,30
147,2,7:27.0,,Offensive rebound by C. Boucher,35,30
148,2,7:27.0,,C. Boucher makes 2-pt dunk at rim,35,32
149,2,7:27.0,Boston full timeout,,35,32
150,2,7:27.0,R. Langford enters the game for J. Brown,,35,32
151,2,7:27.0,K. Walker enters the game for S. Ojeleye,,35,32
152,2,7:05.0,K. Walker makes 2-pt jump shot from 13 ft,,37,32
153,2,6:52.0,,F. VanVleet makes 2-pt layup from 3 ft,37,34
154,2,6:39.0,G. Hayward misses 3-pt jump shot from 27 ft,,37,34
155,2,6:36.0,Offensive rebound by D. Theis,,37,34
156,2,6:34.0,D. Theis makes 2-pt layup from 2 ft,,39,34
157,2,6:07.0,,K. Lowry misses 2-pt jump shot from 17 ft,39,34
158,2,6:03.0,Defensive rebound by R. Langford,,39,34
159,2,5:52.0,D. Theis makes 3-pt jump shot from 27 ft (assist by G. Hayward),,42,34
160,2,5:37.0,,C. Boucher makes 3-pt jump shot from 27 ft (assist by M. Miller),42,37
161,2,5:21.0,K. Walker makes 3-pt jump shot from 26 ft,,45,37
162,2,5:08.0,,F. VanVleet makes 2-pt layup from 2 ft,45,39
163,2,4:45.0,B. Wanamaker misses 3-pt jump shot from 25 ft,,45,39
164,2,4:43.0,Offensive rebound by R. Langford,,45,39
165,2,4:41.0,R. Langford makes 2-pt hook shot from 5 ft,,47,39
166,2,4:25.0,,R. Hollis-Jefferson misses 2-pt layup from 2 ft,47,39
167,2,4:24.0,Defensive rebound by D. Theis,,47,39
168,2,4:14.0,Turnover by K. Walker (bad pass; steal by K. Lowry),,47,39
169,2,4:13.0,,Personal take foul by G. Hayward (drawn by F. VanVleet),47,39
170,2,4:13.0,,Toronto full timeout,47,39
171,2,4:13.0,J. Brown enters the game for R. Langford,,47,39
172,2,4:13.0,E. Freedom enters the game for D. Theis,,47,39
173,2,4:13.0,J. Tatum enters the game for B. Wanamaker,,47,39
174,2,4:13.0,,O. Anunoby enters the game for R. Hollis-Jefferson,47,39
175,2,4:13.0,,S. Ibaka enters the game for K. Lowry,47,39
176,2,4:13.0,,P. McCaw enters the game for M. Miller,47,39
177,2,4:04.0,,O. Anunoby misses 3-pt jump shot from 26 ft,47,39
178,2,4:02.0,Defensive rebound by G. Hayward,,47,39
179,2,3:56.0,Shooting foul by C. Boucher (drawn by J. Brown),,47,39
180,2,3:56.0,J. Brown makes free throw 1 of 2,,48,39
181,2,3:56.0,J. Brown makes free throw 2 of 2,,49,39
182,2,3:44.0,,F. VanVleet makes 2-pt jump shot from 14 ft,49,41
183,2,3:29.0,K. Walker misses 3-pt jump shot from 26 ft,,49,41
184,2,3:25.0,,Defensive rebound by S. Ibaka,49,41
185,2,3:05.0,,P. McCaw misses 3-pt jump shot from 26 ft,49,41
186,2,3:05.0,Defensive rebound by G. Hayward,,49,41
187,2,3:00.0,J. Brown makes 2-pt dunk from 1 ft (assist by K. Walker),,51,41
188,2,2:41.0,,S. Ibaka makes 2-pt jump shot from 21 ft (assist by F. VanVleet),51,43
189,2,2:27.0,Turnover by K. Walker (lost ball; steal by F. VanVleet),,51,43
190,2,2:16.0,,F. VanVleet makes 2-pt jump shot from 3 ft,51,45
191,2,1:54.0,G. Hayward makes 2-pt jump shot from 7 ft,,53,45
192,2,1:33.0,,Offensive foul by F. VanVleet (drawn by K. Walker),53,45
193,2,1:33.0,,Turnover by F. VanVleet (offensive foul),53,45
194,2,1:33.0,,K. Lowry enters the game for C. Boucher,53,45
195,2,1:12.0,G. Hayward misses 2-pt jump shot from 15 ft,,53,45
196,2,1:08.0,,Defensive rebound by S. Ibaka,53,45
197,2,0:56.0,,Turnover by S. Ibaka (traveling),53,45
198,2,0:46.0,Offensive foul by G. Hayward (drawn by O. Anunoby),,53,45
199,2,0:46.0,Turnover by G. Hayward (offensive foul),,53,45
200,2,0:46.0,G. Williams enters the game for G. Hayward,,53,45
201,2,0:31.0,,F. VanVleet makes 2-pt layup from 2 ft,53,47
202,2,0:08.0,E. Freedom makes 2-pt layup from 1 ft (assist by J. Brown),,55,47
203,2,0:00.0,,F. VanVleet misses 2-pt jump shot from 8 ft,55,47
204,2,0:00.0,Defensive rebound by E. Freedom,,55,47
205,3,11:47.0,J. Tatum makes 3-pt jump shot from 27 ft (assist by G. Hayward),,58,47
206,3,11:33.0,,K. Lowry makes 2-pt jump shot from 17 ft (assist by F. VanVleet),58,49
207,3,11:17.0,K. Walker misses 3-pt jump shot from 26 ft,,58,49
208,3,11:14.0,,Defensive rebound by S. Ibaka,58,49
209,3,11:09.0,,Turnover by K. Lowry (out of bounds lost ball),58,49
210,3,10:54.0,D. Theis makes 2-pt jump shot from 9 ft (assist by G. Hayward),,60,49
211,3,10:30.0,,S. Ibaka makes 2-pt layup from 1 ft (assist by F. VanVleet),60,51
212,3,10:17.0,J. Tatum misses 2-pt jump shot from 14 ft,,60,51
213,3,10:15.0,,Defensive rebound by F. VanVleet,60,51
214,3,10:09.0,,F. VanVleet misses 2-pt layup from 1 ft,60,51
215,3,10:07.0,Defensive rebound by J. Brown,,60,51
216,3,10:06.0,Turnover by D. Theis (lost ball; steal by K. Lowry),,60,51
217,3,10:04.0,,Personal foul by D. Theis (drawn by K. Lowry),60,51
218,3,9:52.0,,Turnover by F. VanVleet (bad pass),60,51
219,3,9:39.0,G. Hayward makes 3-pt jump shot from 25 ft (assist by D. Theis),,63,51
220,3,9:10.0,,Turnover by K. Lowry (bad pass; steal by J. Tatum),63,51
221,3,9:07.0,Turnover by J. Brown (bad pass),,63,51
222,3,8:48.0,,F. VanVleet makes 3-pt jump shot from 25 ft,63,54
223,3,8:37.0,K. Walker makes 3-pt jump shot from 26 ft,,66,54
224,3,8:26.0,,Shooting foul by K. Walker (drawn by O. Anunoby),66,54
225,3,8:26.0,,O. Anunoby makes free throw 1 of 2,66,55
226,3,8:26.0,,O. Anunoby misses free throw 2 of 2,66,55
227,3,8:24.0,Defensive rebound by J. Tatum,,66,55
228,3,8:11.0,Def 3 sec tech foul by Team,,66,55
229,3,8:11.0,K. Walker makes technical free throw,,67,55
230,3,8:00.0,Offensive foul by J. Tatum (drawn by O. Anunoby),,67,55
231,3,8:00.0,Turnover by J. Tatum (offensive foul),,67,55
232,3,7:51.0,,Personal foul by G. Hayward (drawn by K. Lowry),67,55
233,3,7:42.0,,S. Ibaka makes 2-pt layup from 2 ft (assist by K. Lowry),67,57
234,3,7:25.0,J. Brown makes 3-pt jump shot from 24 ft (assist by G. Hayward),,70,57
235,3,7:00.0,,F. VanVleet makes 2-pt layup from 1 ft,70,59
236,3,6:48.0,K. Walker makes 3-pt jump shot from 27 ft,,73,59
237,3,6:29.0,,P. McCaw misses 2-pt jump shot from 6 ft,73,59
238,3,6:29.0,Defensive rebound by Team,,73,59
239,3,6:29.0,,Toronto full timeout,73,59
240,3,6:29.0,,T. Davis enters the game for P. McCaw,73,59
241,3,6:15.0,K. Walker misses 3-pt jump shot from 26 ft,,73,59
242,3,6:12.0,,Defensive rebound by T. Davis,73,59
243,3,6:03.0,,O. Anunoby makes 2-pt layup from 2 ft,73,61
244,3,5:49.0,J. Brown makes 3-pt jump shot from 27 ft (assist by K. Walker),,76,61
245,3,5:22.0,,F. VanVleet misses 2-pt jump shot from 19 ft,76,61
246,3,5:20.0,Defensive rebound by J. Tatum,,76,61
247,3,5:14.0,Turnover by J. Tatum (lost ball; steal by F. VanVleet),,76,61
248,3,5:14.0,E. Freedom enters the game for G. Hayward,,76,61
249,3,5:14.0,R. Langford enters the game for J. Tatum,,76,61
250,3,5:14.0,G. Williams enters the game for D. Theis,,76,61
251,3,4:58.0,,T. Davis misses 3-pt jump shot from 23 ft,76,61
252,3,4:55.0,Defensive rebound by E. Freedom,,76,61
253,3,4:40.0,E. Freedom misses 2-pt layup from 2 ft (block by O. Anunoby),,76,61
254,3,4:38.0,,Defensive rebound by K. Lowry,76,61
255,3,4:35.0,,O. Anunoby misses 2-pt layup from 1 ft,76,61
256,3,4:33.0,Defensive rebound by J. Brown,,76,61
257,3,4:28.0,Shooting foul by S. Ibaka (drawn by J. Brown),,76,61
258,3,4:28.0,J. Brown makes free throw 1 of 2,,77,61
259,3,4:28.0,J. Brown makes free throw 2 of 2,,78,61
260,3,4:14.0,,K. Lowry makes 3-pt jump shot from 25 ft (assist by F. VanVleet),78,64
261,3,3:58.0,K. Walker misses 2-pt layup from 4 ft (block by O. Anunoby),,78,64
262,3,3:53.0,Offensive rebound by K. Walker,,78,64
263,3,3:53.0,Turnover by K. Walker (bad pass; steal by S. Ibaka),,78,64
264,3,3:53.0,,Turnover by K. Lowry (traveling),78,64
265,3,3:36.0,K. Walker misses 3-pt jump shot from 26 ft,,78,64
266,3,3:35.0,Offensive rebound by Team,,78,64
267,3,3:35.0,,Loose ball foul by S. Ibaka (drawn by E. Freedom),78,64
268,3,3:23.0,E. Freedom misses 2-pt dunk from 1 ft,,78,64
269,3,3:20.0,Offensive rebound by E. Freedom,,78,64
270,3,3:20.0,E. Freedom misses 2-pt layup at rim,,78,64
271,3,3:18.0,Offensive rebound by E. Freedom,,78,64
272,3,3:18.0,E. Freedom misses 2-pt layup at rim,,78,64
273,3,3:18.0,,Defensive rebound by F. VanVleet,78,64
274,3,3:17.0,,Shooting foul by G. Williams (drawn by K. Lowry),78,64
275,3,3:17.0,,K. Lowry makes free throw 1 of 2,78,65
276,3,3:17.0,J. Tatum enters the game for K. Walker,,78,65
277,3,3:17.0,B. Wanamaker enters the game for G. Williams,,78,65
278,3,3:17.0,,R. Hollis-Jefferson enters the game for F. VanVleet,78,65
279,3,3:17.0,,K. Lowry misses free throw 2 of 2,78,65
280,3,3:14.0,Defensive rebound by J. Brown,,78,65
281,3,3:00.0,Turnover by E. Freedom (lost ball; steal by T. Davis),,78,65
282,3,2:54.0,Boston full timeout,,78,65
283,3,2:54.0,,C. Boucher enters the game for S. Ibaka,78,65
284,3,2:49.0,,K. Lowry misses 3-pt jump shot from 24 ft,78,65
285,3,2:47.0,Defensive rebound by E. Freedom,,78,65
286,3,2:38.0,Shooting foul by R. Hollis-Jefferson (drawn by J. Brown),,78,65
287,3,2:38.0,J. Brown makes free throw 1 of 2,,79,65
288,3,2:38.0,J. Brown misses free throw 2 of 2,,79,65
289,3,2:36.0,,Defensive rebound by O. Anunoby,79,65
290,3,2:20.0,,O. Anunoby misses 3-pt jump shot from 25 ft,79,65
291,3,2:16.0,Defensive rebound by J. Brown,,79,65
292,3,2:10.0,J. Tatum misses 2-pt layup from 5 ft (block by C. Boucher),,79,65
293,3,2:09.0,Offensive rebound by Team,,79,65
294,3,1:56.0,J. Brown makes 3-pt jump shot from 27 ft (assist by J. Tatum),,82,65
295,3,1:42.0,,Shooting foul by J. Tatum (drawn by C. Boucher),82,65
296,3,1:42.0,,C. Boucher makes free throw 1 of 2,82,66
297,3,1:42.0,,P. McCaw enters the game for O. Anunoby,82,66
298,3,1:42.0,,C. Boucher makes free throw 2 of 2,82,67
299,3,1:26.0,J. Tatum misses 3-pt jump shot from 27 ft,,82,67
300,3,1:26.0,Offensive rebound by Team,,82,67
301,3,1:26.0,,Loose ball foul by C. Boucher (drawn by E. Freedom),82,67
302,3,1:18.0,J. Brown makes 2-pt jump shot from 20 ft,,84,67
303,3,1:06.0,,K. Lowry misses 3-pt jump shot from 27 ft,84,67
304,3,1:03.0,Defensive rebound by E. Freedom,,84,67
305,3,0:57.0,J. Tatum makes 2-pt layup from 2 ft (assist by B. Wanamaker),,86,67
306,3,0:46.0,,C. Boucher misses 3-pt jump shot from 27 ft,86,67
307,3,0:43.0,Defensive rebound by J. Tatum,,86,67
308,3,0:31.0,J. Tatum misses 2-pt jump shot from 16 ft,,86,67
309,3,0:29.0,,Defensive rebound by Team,86,67
310,3,0:29.0,Loose ball foul by J. Tatum (drawn by K. Lowry),,86,67
311,3,0:29.0,,K. Lowry makes free throw 1 of 2,86,68
312,3,0:29.0,K. Walker enters the game for J. Tatum,,86,68
313,3,0:29.0,,K. Lowry makes free throw 2 of 2,86,69
314,3,0:05.0,J. Brown makes 2-pt jump shot from 16 ft,,88,69
315,3,0:00.0,,Turnover by K. Lowry (lost ball; steal by R. Langford),88,69
316,4,11:47.0,,C. Boucher makes 3-pt jump shot from 27 ft (assist by F. VanVleet),88,72
317,4,11:32.0,R. Langford misses 3-pt jump shot from 22 ft,,88,72
318,4,11:30.0,,Defensive rebound by F. VanVleet,88,72
319,4,11:25.0,,F. VanVleet makes 2-pt layup from 3 ft,88,74
320,4,11:08.0,Turnover by B. Wanamaker (bad pass; steal by T. Davis),,88,74
321,4,11:02.0,,P. McCaw misses 2-pt layup from 1 ft,88,74
322,4,11:01.0,Defensive rebound by B. Wanamaker,,88,74
323,4,10:56.0,Shooting foul by P. McCaw (drawn by B. Wanamaker),,88,74
324,4,10:56.0,B. Wanamaker makes free throw 1 of 2,,89,74
325,4,10:56.0,G. Williams enters the game for E. Freedom,,89,74
326,4,10:56.0,B. Wanamaker makes free throw 2 of 2,,90,74
327,4,10:43.0,,R. Hollis-Jefferson misses 2-pt layup at rim,90,74
328,4,10:40.0,Defensive rebound by J. Tatum,,90,74
329,4,10:21.0,J. Tatum makes 2-pt layup from 2 ft,,92,74
330,4,10:13.0,,Turnover by F. VanVleet (lost ball; steal by B. Wanamaker),92,74
331,4,10:10.0,B. Wanamaker makes 2-pt layup from 1 ft,,94,74
332,4,10:10.0,,Toronto full timeout,94,74
333,4,9:57.0,,Shooting foul by G. Williams (drawn by C. Boucher),94,74
334,4,9:57.0,,C. Boucher makes free throw 1 of 2,94,75
335,4,9:57.0,,C. Boucher makes free throw 2 of 2,94,76
336,4,9:37.0,B. Wanamaker misses 3-pt jump shot from 26 ft,,94,76
337,4,9:34.0,,Defensive rebound by R. Hollis-Jefferson,94,76
338,4,9:19.0,,Personal foul by B. Wanamaker (drawn by P. McCaw),94,76
339,4,9:11.0,,F. VanVleet misses 3-pt jump shot from 27 ft,94,76
340,4,9:08.0,Defensive rebound by J. Tatum,,94,76
341,4,8:52.0,J. Tatum makes 2-pt dunk from 2 ft (assist by K. Walker),,96,76
342,4,8:52.0,,Violation by Team (def goaltending),96,76
343,4,8:52.0,Boston full timeout,,96,76
344,4,8:52.0,Instant Replay (Challenge: Ruling Stands),,96,76
345,4,8:52.0,,K. Lowry enters the game for R. Hollis-Jefferson,96,76
346,4,8:41.0,,F. VanVleet misses 2-pt layup from 2 ft,96,76
347,4,8:39.0,Defensive rebound by G. Williams,,96,76
348,4,8:33.0,Shooting foul by C. Boucher (drawn by G. Williams),,96,76
349,4,8:33.0,G. Williams makes free throw 1 of 2,,97,76
350,4,8:33.0,J. Brown enters the game for J. Tatum,,97,76
351,4,8:33.0,G. Hayward enters the game for K. Walker,,97,76
352,4,8:33.0,G. Williams makes free throw 2 of 2,,98,76
353,4,8:19.0,,P. McCaw makes 2-pt layup at rim (assist by K. Lowry),98,78
354,4,7:55.0,G. Williams misses 2-pt layup from 4 ft (block by C. Boucher),,98,78
355,4,7:51.0,,Defensive rebound by P. McCaw,98,78
356,4,7:48.0,,K. Lowry misses 2-pt jump shot from 9 ft (block by G. Williams),98,78
357,4,7:44.0,Defensive rebound by J. Brown,,98,78
358,4,7:42.0,G. Hayward makes 2-pt layup from 1 ft (assist by J. Brown),,100,78
359,4,7:19.0,,F. VanVleet makes 2-pt layup from 6 ft,100,80
360,4,7:19.0,,Shooting foul by G. Williams (drawn by F. VanVleet),100,80
361,4,7:19.0,,F. VanVleet makes free throw 1 of 1,100,81
362,4,7:08.0,B. Wanamaker makes 2-pt layup from 1 ft,,102,81
363,4,6:42.0,,K. Lowry misses 2-pt jump shot from 6 ft,102,81
364,4,6:41.0,Defensive rebound by G. Williams,,102,81
365,4,6:41.0,Boston full timeout,,102,81
366,4,6:41.0,D. Theis enters the game for G. Williams,,102,81
367,4,6:41.0,,O. Anunoby enters the game for T. Davis,102,81
368,4,6:24.0,J. Brown misses 3-pt jump shot from 26 ft,,102,81
369,4,6:21.0,,Defensive rebound by F. VanVleet,102,81
370,4,6:18.0,,F. VanVleet makes 3-pt jump shot from 28 ft,102,84
371,4,5:56.0,R. Langford misses 3-pt jump shot from 23 ft,,102,84
372,4,5:55.0,Offensive rebound by Team,,102,84
373,4,5:50.0,G. Hayward makes 3-pt jump shot from 26 ft (assist by B. Wanamaker),,105,84
374,4,5:20.0,,F. VanVleet misses 2-pt jump shot from 9 ft,105,84
375,4,5:17.0,,Offensive rebound by C. Boucher,105,84
376,4,5:17.0,,C. Boucher misses 2-pt layup from 1 ft,105,84
377,4,5:15.0,,Offensive rebound by C. Boucher,105,84
378,4,5:15.0,,C. Boucher misses 2-pt layup from 1 ft,105,84
379,4,5:14.0,Defensive rebound by G. Hayward,,105,84
