,QUARTER,TIME_REMAINING,NEW YORK_ACTION,CLEVELAND_ACTION,NEW YORK_SCORE,CLEVELAND_SCORE
0,1,11:37.0,,D. Garland makes 3-pt jump shot from 24 ft (assist by C. Sexton),0,3
1,1,11:18.0,Shooting foul by C. Osman (drawn by M. Morris),,0,3
2,1,11:18.0,M. Morris makes free throw 1 of 2,,1,3
3,1,11:18.0,M. Morris makes free throw 2 of 2,,2,3
4,1,11:08.0,,L. Nance misses 3-pt jump shot from 26 ft,2,3
5,1,11:04.0,Defensive rebound by R. Bullock,,2,3
6,1,10:53.0,J. Randle misses 2-pt jump shot from 21 ft,,2,3
7,1,10:51.0,,Defensive rebound by Team,2,3
8,1,10:37.0,,C. Sexton makes 2-pt layup from 2 ft (assist by L. Nance),2,5
9,1,10:18.0,E. Payton makes 2-pt jump shot from 6 ft (assist by T. Gibson),,4,5
10,1,10:04.0,,C. Osman makes 2-pt jump shot from 1 ft (assist by K. Love),4,7
11,1,9:53.0,T. Gibson makes 2-pt jump shot from 21 ft (assist by E. Payton),,6,7
12,1,9:37.0,,K. Love makes 3-pt jump shot from 26 ft (assist by D. Garland),6,10
13,1,9:23.0,R. Bullock misses 3-pt jump shot from 24 ft,,6,10
14,1,9:21.0,,Defensive rebound by K. Love,6,10
15,1,9:14.0,,Shooting foul by R. Bullock (drawn by C. Sexton),6,10
16,1,9:14.0,,C. Sexton makes free throw 1 of 2,6,11
17,1,9:14.0,,C. Sexton makes free throw 2 of 2,6,12
18,1,9:02.0,E. Payton makes 2-pt jump shot from 8 ft,,8,12
19,1,8:46.0,,L. Nance misses 3-pt jump shot from 24 ft (block by T. Gibson),8,12
20,1,8:43.0,Defensive rebound by E. Payton,,8,12
21,1,8:42.0,Turnover by E. Payton (traveling),,8,12
22,1,8:32.0,,Turnover by C. Sexton (bad pass; steal by J. Randle),8,12
23,1,8:28.0,Offensive foul by J. Randle (drawn by K. Love),,8,12
24,1,8:28.0,Turnover by J. Randle (offensive foul),,8,12
25,1,8:22.0,,K. Love misses 3-pt jump shot from 28 ft,8,12
26,1,8:20.0,Defensive rebound by T. Gibson,,8,12
27,1,8:10.0,M. Morris makes 2-pt jump shot from 21 ft,,10,12
28,1,7:56.0,,L. Nance makes 2-pt dunk at rim (assist by D. Garland),10,14
29,1,7:50.0,New York full timeout,,10,14
30,1,7:38.0,R. Bullock misses 3-pt jump shot from 26 ft,,10,14
31,1,7:36.0,,Defensive rebound by K. Love,10,14
32,1,7:20.0,,C. Sexton makes 2-pt jump shot from 17 ft,10,16
33,1,7:02.0,T. Gibson makes 2-pt layup from 2 ft (assist by E. Payton),,12,16
34,1,6:44.0,,C. Osman makes 3-pt jump shot from 27 ft,12,19
35,1,6:30.0,J. Randle misses 2-pt jump shot from 17 ft,,12,19
36,1,6:27.0,,Defensive rebound by C. Osman,12,19
37,1,6:14.0,,K. Love makes 3-pt jump shot from 25 ft (assist by L. Nance),12,22
38,1,5:49.0,R. Bullock makes 2-pt layup from 1 ft (assist by E. Payton),,14,22
39,1,5:38.0,,K. Love misses 3-pt jump shot from 25 ft,14,22
40,1,5:36.0,Defensive rebound by J. Randle,,14,22
41,1,5:16.0,E. Payton makes 2-pt layup from 2 ft,,16,22
42,1,5:00.0,,C. Sexton makes 2-pt jump shot from 9 ft (assist by L. Nance),16,24
43,1,4:44.0,E. Payton misses 2-pt layup from 2 ft,,16,24
44,1,4:42.0,,Defensive rebound by K. Love,16,24
45,1,4:41.0,,Turnover by K. Love (bad pass; steal by J. Randle),16,24
46,1,4:36.0,R. Bullock makes 3-pt jump shot from 23 ft (assist by E. Payton),,19,24
47,1,4:23.0,,D. Garland misses 2-pt jump shot from 19 ft,19,24
48,1,4:21.0,Defensive rebound by J. Randle,,19,24
49,1,4:11.0,J. Randle makes 2-pt layup from 2 ft,,21,24
50,1,3:53.0,,K. Love makes 2-pt jump shot from 23 ft,21,26
51,1,3:40.0,J. Randle makes 2-pt dunk from 2 ft (assist by R. Bullock),,23,26
52,1,3:40.0,,Cleveland full timeout,23,26
53,1,3:40.0,D. Dotson enters the game for R. Bullock,,23,26
54,1,3:40.0,B. Portis enters the game for T. Gibson,,23,26
55,1,3:40.0,D. Smith enters the game for E. Payton,,23,26
56,1,3:40.0,,M. Dellavedova enters the game for D. Garland,23,26
57,1,3:40.0,,J. Henson enters the game for L. Nance,23,26
58,1,3:40.0,,K. Porter enters the game for C. Osman,23,26
59,1,3:26.0,,C. Sexton makes 2-pt jump shot from 3 ft,23,28
60,1,3:16.0,Shooting foul by J. Henson (drawn by D. Smith),,23,28
61,1,3:16.0,D. Smith misses free throw 1 of 2,,23,28
62,1,3:16.0,Offensive rebound by Team,,23,28
63,1,3:16.0,D. Smith misses free throw 2 of 2,,23,28
64,1,3:14.0,,Defensive rebound by J. Henson,23,28
65,1,3:04.0,,C. Sexton misses 2-pt layup from 1 ft,23,28
66,1,3:00.0,Defensive rebound by D. Dotson,,23,28
67,1,2:43.0,J. Randle makes 2-pt jump shot from 7 ft (assist by M. Morris),,25,28
68,1,2:35.0,,K. Love misses 3-pt jump shot from 31 ft,25,28
69,1,2:34.0,Defensive rebound by D. Smith,,25,28
70,1,2:15.0,M. Morris misses 2-pt jump shot from 16 ft,,25,28
71,1,2:10.0,,Defensive rebound by K. Love,25,28
72,1,2:05.0,,M. Dellavedova misses 3-pt jump shot from 25 ft,25,28
73,1,2:00.0,Defensive rebound by J. Randle,,25,28
74,1,1:54.0,B. Portis makes 3-pt jump shot from 23 ft (assist by D. Smith),,28,28
75,1,1:42.0,,K. Love makes 2-pt layup from 1 ft (assist by J. Henson),28,30
76,1,1:42.0,,Shooting foul by D. Dotson (drawn by K. Love),28,30
77,1,1:42.0,K. Knox enters the game for M. Morris,,28,30
78,1,1:42.0,M. Robinson enters the game for J. Randle,,28,30
79,1,1:42.0,,D. Garland enters the game for C. Sexton,28,30
80,1,1:42.0,,K. Love makes free throw 1 of 1,28,31
81,1,1:32.0,D. Dotson misses 2-pt jump shot from 19 ft,,28,31
82,1,1:31.0,Offensive rebound by Team,,28,31
83,1,1:31.0,Turnover by M. Robinson (off goaltending),,28,31
84,1,1:17.0,,Personal foul by B. Portis (drawn by K. Love),28,31
85,1,1:17.0,,K. Love makes free throw 1 of 2,28,32
86,1,1:17.0,,K. Love makes free throw 2 of 2,28,33
87,1,1:06.0,K. Knox misses 2-pt layup from 3 ft,,28,33
88,1,1:03.0,,Defensive rebound by K. Love,28,33
89,1,0:57.0,,K. Love makes 2-pt jump shot from 12 ft,28,35
90,1,0:47.0,B. Portis makes 3-pt jump shot from 26 ft (assist by D. Smith),,31,35
91,1,0:39.0,,Turnover by M. Dellavedova (bad pass; steal by D. Dotson),31,35
92,1,0:39.0,Personal take foul by K. Love (drawn by D. Smith),,31,35
93,1,0:32.0,B. Portis makes 2-pt jump shot from 22 ft (assist by D. Smith),,33,35
94,1,0:11.0,,K. Porter misses 2-pt layup at rim,33,35
95,1,0:09.0,,Offensive rebound by K. Love,33,35
96,1,0:09.0,,K. Love makes 2-pt layup from 1 ft,33,37
97,1,0:01.0,D. Smith misses 2-pt jump shot from 21 ft,,33,37
98,1,0:01.0,Offensive rebound by Team,,33,37
99,2,11:45.0,Offensive foul by K. Knox (drawn by L. Nance),,33,37
100,2,11:45.0,Turnover by K. Knox (offensive foul),,33,37
101,2,11:34.0,,K. Porter makes 3-pt jump shot from 23 ft (assist by L. Nance),33,40
102,2,11:19.0,K. Knox makes 3-pt jump shot from 27 ft (assist by D. Smith),,36,40
103,2,11:00.0,,D. Garland misses 3-pt jump shot from 25 ft,36,40
104,2,10:57.0,Defensive rebound by M. Robinson,,36,40
105,2,10:50.0,Turnover by D. Smith (bad pass; steal by J. Henson),,36,40
106,2,10:44.0,,Turnover by K. Porter (lost ball; steal by D. Smith),36,40
107,2,10:44.0,Personal foul by K. Porter (drawn by D. Smith),,36,40
108,2,10:35.0,Personal foul by J. Henson (drawn by D. Dotson),,36,40
109,2,10:26.0,D. Dotson misses 3-pt jump shot from 25 ft,,36,40
110,2,10:21.0,,Defensive rebound by L. Nance,36,40
111,2,10:02.0,,J. Henson makes 2-pt hook shot from 5 ft (assist by K. Porter),36,42
112,2,9:50.0,Turnover by B. Portis (out of bounds lost ball),,36,42
113,2,9:50.0,,D. Exum enters the game for M. Dellavedova,36,42
114,2,9:36.0,,K. Porter misses 2-pt jump shot from 21 ft,36,42
115,2,9:33.0,,Offensive rebound by D. Exum,36,42
116,2,9:31.0,,D. Garland makes 3-pt jump shot from 27 ft (assist by D. Exum),36,45
117,2,9:24.0,New York full timeout,,36,45
118,2,9:14.0,B. Portis makes 2-pt jump shot from 23 ft (assist by D. Dotson),,38,45
119,2,9:03.0,,Turnover by D. Garland (lost ball; steal by D. Smith),38,45
120,2,9:00.0,D. Smith makes 2-pt dunk from 1 ft,,40,45
121,2,8:41.0,,Turnover by J. Henson (traveling),40,45
122,2,8:41.0,F. Ntilikina enters the game for D. Dotson,,40,45
123,2,8:29.0,M. Robinson makes 2-pt dunk from 1 ft (assist by K. Knox),,42,45
124,2,8:11.0,,Shooting foul by M. Robinson (drawn by K. Porter),42,45
125,2,8:11.0,,K. Porter misses free throw 1 of 2,42,45
126,2,8:11.0,,Offensive rebound by Team,42,45
127,2,8:11.0,,K. Porter makes free throw 2 of 2,42,46
128,2,7:57.0,Shooting foul by D. Garland (drawn by D. Smith),,42,46
129,2,7:57.0,,Technical foul by D. Smith,42,46
130,2,7:57.0,Technical foul by D. Garland,,42,46
131,2,7:57.0,D. Smith misses free throw 1 of 2,,42,46
132,2,7:57.0,Offensive rebound by Team,,42,46
133,2,7:57.0,D. Smith makes free throw 2 of 2,,43,46
134,2,7:35.0,,Turnover by L. Nance (bad pass; steal by D. Smith),43,46
135,2,7:33.0,D. Smith makes 2-pt dunk at rim,,45,46
136,2,7:33.0,,Cleveland full timeout,45,46
137,2,7:33.0,,K. Love enters the game for D. Garland,45,46
138,2,7:33.0,,C. Sexton enters the game for J. Henson,45,46
139,2,7:18.0,,C. Sexton misses 2-pt jump shot from 10 ft,45,46
140,2,7:15.0,Defensive rebound by K. Knox,,45,46
141,2,7:01.0,K. Knox makes 2-pt layup from 2 ft (assist by F. Ntilikina),,47,46
142,2,6:41.0,,Personal foul by F. Ntilikina (drawn by K. Love),47,46
143,2,6:34.0,,K. Love misses 3-pt jump shot from 25 ft,47,46
144,2,6:31.0,Defensive rebound by D. Smith,,47,46
145,2,6:25.0,D. Smith makes 2-pt dunk from 1 ft,,49,46
146,2,6:25.0,J. Randle enters the game for M. Robinson,,49,46
147,2,6:25.0,,C. Osman enters the game for K. Porter,49,46
148,2,6:03.0,,C. Sexton makes 3-pt jump shot from 23 ft,49,49
149,2,5:42.0,D. Smith misses 2-pt jump shot from 11 ft,,49,49
150,2,5:39.0,,Defensive rebound by C. Osman,49,49
151,2,5:28.0,,Personal foul by D. Smith (drawn by C. Sexton),49,49
152,2,5:28.0,E. Payton enters the game for D. Smith,,49,49
153,2,5:22.0,,Turnover by C. Sexton (bad pass; steal by B. Portis),49,49
154,2,5:16.0,Turnover by F. Ntilikina (lost ball; steal by C. Sexton),,49,49
155,2,5:10.0,,C. Sexton misses 2-pt layup from 1 ft,49,49
156,2,5:07.0,Defensive rebound by F. Ntilikina,,49,49
157,2,5:05.0,K. Knox makes 3-pt jump shot from 26 ft (assist by F. Ntilikina),,52,49
158,2,4:50.0,,Turnover by C. Osman (traveling),52,49
159,2,4:50.0,M. Morris enters the game for K. Knox,,52,49
160,2,4:35.0,B. Portis misses 3-pt jump shot from 25 ft,,52,49
161,2,4:33.0,,Defensive rebound by L. Nance,52,49
162,2,4:19.0,,K. Love makes 2-pt layup from 1 ft (assist by C. Sexton),52,51
163,2,4:06.0,J. Randle makes 2-pt jump shot from 10 ft,,54,51
164,2,3:54.0,,L. Nance makes 2-pt dunk from 2 ft (assist by D. Exum),54,53
165,2,3:33.0,E. Payton misses 2-pt jump shot from 6 ft,,54,53
166,2,3:33.0,Offensive rebound by Team,,54,53
167,2,3:33.0,,D. Garland enters the game for D. Exum,54,53
168,2,3:30.0,F. Ntilikina makes 2-pt layup from 2 ft (assist by E. Payton),,56,53
169,2,3:20.0,,C. Sexton misses 3-pt jump shot from 25 ft,56,53
170,2,3:17.0,Defensive rebound by M. Morris,,56,53
171,2,3:11.0,M. Morris misses 3-pt jump shot from 26 ft,,56,53
172,2,3:09.0,,Defensive rebound by Team,56,53
173,2,3:09.0,R. Bullock enters the game for B. Portis,,56,53
174,2,2:52.0,,Turnover by C. Osman (lost ball; steal by R. Bullock),56,53
175,2,2:47.0,F. Ntilikina makes 2-pt layup from 1 ft,,58,53
176,2,2:33.0,,D. Garland misses 3-pt jump shot from 23 ft,58,53
177,2,2:30.0,Defensive rebound by F. Ntilikina,,58,53
178,2,2:28.0,F. Ntilikina misses 2-pt jump shot from 17 ft,,58,53
179,2,2:21.0,Offensive rebound by E. Payton,,58,53
180,2,2:21.0,E. Payton misses 2-pt layup at rim,,58,53
