,QUARTER,TIME_REMAINING,CHARLOTTE_ACTION,MEMPHIS_ACTION,CHARLOTTE_SCORE,MEMPHIS_SCORE
57,1,5:47.0,Defensive rebound by C. Zeller,,7,17
58,1,5:44.0,Shooting foul by B. Clarke (drawn by M. Monk),,7,17
59,1,5:44.0,M. Monk misses free throw 1 of 2,,7,17
60,1,5:44.0,Offensive rebound by Team,,7,17
61,1,5:44.0,C. Martin enters the game for M. Bridges,,7,17
62,1,5:44.0,,T. Jones enters the game for J. Morant,7,17
63,1,5:44.0,M. Monk makes free throw 2 of 2,,8,17
64,1,5:33.0,,B. Clarke makes 3-pt jump shot from 22 ft (assist by T. Jones),8,20
65,1,5:16.0,T. Rozier makes 2-pt jump shot from 22 ft (assist by P. Washington),,10,20
66,1,4:57.0,,B. Clarke misses 2-pt layup from 3 ft,10,20
67,1,4:55.0,,Offensive rebound by B. Clarke,10,20
68,1,4:53.0,,B. Clarke makes 2-pt hook shot from 1 ft,10,22
69,1,4:40.0,M. Monk misses 2-pt layup from 2 ft (block by B. Clarke),,10,22
70,1,4:38.0,,Defensive rebound by J. Jackson,10,22
71,1,4:34.0,,T. Jones misses 3-pt jump shot from 22 ft,10,22
72,1,4:29.0,Defensive rebound by C. Martin,,10,22
73,1,4:19.0,C. Zeller misses 2-pt jump shot from 8 ft,,10,22
74,1,4:19.0,M. Williams enters the game for P. Washington,,10,22
75,1,4:19.0,,G. Allen enters the game for K. Anderson,10,22
76,1,4:17.0,,Defensive rebound by Team,10,22
77,1,4:09.0,,J. Jackson misses 3-pt jump shot from 27 ft,10,22
78,1,4:05.0,Defensive rebound by M. Monk,,10,22
79,1,4:00.0,M. Monk misses 2-pt layup from 2 ft (block by B. Clarke),,10,22
80,1,3:55.0,,Defensive rebound by G. Allen,10,22
81,1,3:53.0,,D. Melton misses 3-pt jump shot from 28 ft,10,22
82,1,3:50.0,Defensive rebound by T. Rozier,,10,22
83,1,3:32.0,Turnover by T. Rozier (bad pass; steal by D. Melton),,10,22
84,1,3:29.0,,B. Clarke makes 2-pt jump shot from 12 ft (assist by T. Jones),10,24
85,1,3:14.0,C. Martin misses 3-pt jump shot from 26 ft,,10,24
86,1,3:12.0,,Defensive rebound by J. Jackson,10,24
87,1,3:06.0,,Turnover by B. Clarke (lost ball; steal by T. Rozier),10,24
88,1,2:58.0,Shooting foul by J. Jackson (drawn by C. Martin),,10,24
89,1,2:58.0,,Memphis full timeout,10,24
90,1,2:58.0,D. Graham enters the game for T. Rozier,,10,24
91,1,2:58.0,,S. Hill enters the game for J. Jackson,10,24
92,1,2:58.0,C. Martin misses free throw 1 of 2,,10,24
93,1,2:58.0,Offensive rebound by Team,,10,24
94,1,2:58.0,C. Martin makes free throw 2 of 2,,11,24
95,1,2:39.0,,D. Melton misses 2-pt layup from 1 ft (block by M. Monk),11,24
96,1,2:34.0,Defensive rebound by C. Zeller,,11,24
97,1,2:33.0,Offensive foul by M. Williams (drawn by S. Hill),,11,24
98,1,2:33.0,Turnover by M. Williams (offensive foul),,11,24
99,1,2:15.0,,T. Jones makes 2-pt layup from 1 ft (assist by B. Clarke),11,26
100,1,1:51.0,C. Zeller makes 2-pt layup from 4 ft (assist by D. Graham),,13,26
101,1,1:38.0,,S. Hill misses 3-pt jump shot from 26 ft,13,26
102,1,1:36.0,Defensive rebound by C. Martin,,13,26
103,1,1:29.0,C. Zeller makes 2-pt jump shot from 9 ft,,15,26
104,1,1:17.0,,G. Allen makes 3-pt jump shot from 25 ft (assist by D. Melton),15,29
105,1,0:57.0,C. Martin misses 2-pt layup from 3 ft (block by B. Clarke),,15,29
106,1,0:54.0,Offensive rebound by C. Martin,,15,29
107,1,0:51.0,M. Williams misses 3-pt jump shot from 25 ft,,15,29
108,1,0:49.0,,Defensive rebound by T. Jones,15,29
109,1,0:44.0,,Turnover by T. Jones (bad pass; steal by M. Williams),15,29
110,1,0:39.0,M. Monk makes 3-pt jump shot from 26 ft (assist by D. Graham),,18,29
111,1,0:31.0,,Turnover by S. Hill (bad pass; steal by M. Monk),18,29
112,1,0:24.0,M. Monk makes 2-pt layup from 1 ft,,20,29
113,1,0:06.0,,T. Jones makes 2-pt jump shot from 11 ft,20,31
114,1,0:01.0,D. Graham misses 3-pt jump shot from 26 ft,,20,31
115,1,0:00.0,Instant Replay (Request: Ruling Stands),,20,31
116,1,0:01.0,Offensive rebound by Team,,20,31
117,2,11:38.0,,J. Valančiūnas makes 2-pt jump shot from 7 ft,20,33
118,2,11:16.0,C. Zeller misses 3-pt jump shot from 26 ft,,20,33
119,2,11:11.0,,Defensive rebound by J. Morant,20,33
120,2,11:03.0,,J. Morant makes 2-pt layup from 1 ft (assist by J. Valančiūnas),20,35
121,2,10:53.0,Offensive foul by C. Martin (drawn by D. Melton),,20,35
122,2,10:53.0,Turnover by C. Martin (offensive foul),,20,35
123,2,10:49.0,,J. Morant misses 2-pt layup from 1 ft,20,35
124,2,10:45.0,,Offensive rebound by J. Valančiūnas,20,35
125,2,10:45.0,,J. Valančiūnas makes 2-pt hook shot from 2 ft,20,37
126,2,10:45.0,Charlotte full timeout,,20,37
127,2,10:45.0,M. Bridges enters the game for C. Martin,,20,37
128,2,10:45.0,T. Rozier enters the game for M. Monk,,20,37
129,2,10:30.0,Shooting foul by J. Valančiūnas (drawn by C. Zeller),,20,37
130,2,10:30.0,C. Zeller makes free throw 1 of 2,,21,37
131,2,10:30.0,C. Zeller makes free throw 2 of 2,,22,37
132,2,10:19.0,,S. Hill misses 3-pt jump shot from 23 ft,22,37
133,2,10:16.0,Defensive rebound by M. Bridges,,22,37
134,2,10:05.0,M. Bridges misses 3-pt jump shot from 25 ft,,22,37
135,2,10:04.0,,Defensive rebound by G. Allen,22,37
136,2,9:57.0,,S. Hill makes 3-pt jump shot from 25 ft (assist by J. Morant),22,40
137,2,9:41.0,M. Bridges makes 2-pt layup at rim (assist by T. Rozier),,24,40
138,2,9:17.0,,G. Allen makes 3-pt jump shot from 24 ft (assist by J. Morant),24,43
139,2,9:00.0,Turnover by M. Bridges (bad pass),,24,43
140,2,9:00.0,,K. Anderson enters the game for G. Allen,24,43
141,2,9:00.0,,D. Brooks enters the game for D. Melton,24,43
142,2,8:49.0,,Turnover by J. Morant (bad pass; steal by C. Zeller),24,43
143,2,8:39.0,M. Williams misses 3-pt jump shot from 25 ft,,24,43
144,2,8:36.0,Offensive rebound by D. Graham,,24,43
145,2,8:36.0,P. Washington enters the game for M. Williams,,24,43
146,2,8:32.0,D. Graham misses 3-pt jump shot from 23 ft,,24,43
147,2,8:30.0,,Defensive rebound by K. Anderson,24,43
148,2,8:18.0,,Turnover by K. Anderson (traveling),24,43
149,2,8:18.0,B. Biyombo enters the game for C. Zeller,,24,43
150,2,7:56.0,Shooting foul by S. Hill (drawn by P. Washington),,24,43
151,2,7:56.0,P. Washington makes free throw 1 of 3,,25,43
152,2,7:56.0,P. Washington misses free throw 2 of 3,,25,43
153,2,7:56.0,Offensive rebound by Team,,25,43
154,2,7:56.0,P. Washington misses free throw 3 of 3,,25,43
155,2,7:54.0,,Defensive rebound by J. Valančiūnas,25,43
156,2,7:39.0,,D. Brooks misses 3-pt jump shot from 25 ft,25,43
157,2,7:36.0,,Offensive rebound by Team,25,43
158,2,7:25.0,,D. Brooks misses 2-pt jump shot from 21 ft,25,43
159,2,7:23.0,,Offensive rebound by J. Valančiūnas,25,43
160,2,7:21.0,,J. Valančiūnas makes 2-pt jump shot from 7 ft,25,45
161,2,7:04.0,B. Biyombo makes 2-pt jump shot from 12 ft (assist by D. Graham),,27,45
162,2,6:50.0,,J. Morant misses 2-pt jump shot from 8 ft,27,45
163,2,6:48.0,Defensive rebound by B. Biyombo,,27,45
164,2,6:42.0,Shooting foul by K. Anderson (drawn by B. Biyombo),,27,45
165,2,6:42.0,B. Biyombo makes free throw 1 of 2,,28,45
166,2,6:42.0,,B. Clarke enters the game for S. Hill,28,45
167,2,6:42.0,,J. Jackson enters the game for J. Morant,28,45
168,2,6:42.0,,T. Jones enters the game for J. Valančiūnas,28,45
169,2,6:42.0,B. Biyombo misses free throw 2 of 2,,28,45
170,2,6:40.0,,Defensive rebound by J. Jackson,28,45
171,2,6:30.0,,B. Clarke misses 3-pt jump shot from 23 ft,28,45
172,2,6:26.0,Defensive rebound by M. Bridges,,28,45
173,2,6:16.0,Turnover by M. Bridges (traveling),,28,45
174,2,6:10.0,,K. Anderson misses 3-pt jump shot from 23 ft,28,45
175,2,6:06.0,Defensive rebound by P. Washington,,28,45
176,2,6:01.0,Turnover by T. Rozier (lost ball; steal by T. Jones),,28,45
177,2,5:56.0,,Turnover by J. Jackson (lost ball; steal by D. Graham),28,45
178,2,5:50.0,Shooting foul by J. Jackson (drawn by B. Biyombo),,28,45
179,2,5:50.0,B. Biyombo makes free throw 1 of 2,,29,45
180,2,5:50.0,M. Kidd-Gilchrist enters the game for M. Bridges,,29,45
181,2,5:50.0,,S. Hill enters the game for J. Jackson,29,45
182,2,5:50.0,Violation by Team (delay of game),,29,45
183,2,5:50.0,B. Biyombo makes free throw 2 of 2,,30,45
184,2,5:33.0,,Shooting foul by D. Graham (drawn by D. Brooks),30,45
185,2,5:33.0,,D. Brooks makes free throw 1 of 2,30,46
186,2,5:33.0,,D. Brooks makes free throw 2 of 2,30,47
187,2,5:09.0,D. Graham makes 3-pt jump shot from 41 ft,,33,47
188,2,5:00.0,,Memphis full timeout,33,47
189,2,4:51.0,,D. Brooks misses 3-pt jump shot from 26 ft,33,47
190,2,4:47.0,Defensive rebound by B. Biyombo,,33,47
191,2,4:36.0,Turnover by D. Graham (bad pass),,33,47
192,2,4:36.0,,G. Allen enters the game for K. Anderson,33,47
193,2,4:25.0,,G. Allen misses 3-pt jump shot from 25 ft,33,47
194,2,4:22.0,Defensive rebound by B. Biyombo,,33,47
195,2,4:14.0,D. Graham makes 2-pt jump shot from 13 ft,,35,47
196,2,3:59.0,,D. Brooks makes 2-pt jump shot from 11 ft (assist by G. Allen),35,49
197,2,3:31.0,B. Biyombo misses 2-pt jump shot from 11 ft,,35,49
198,2,3:28.0,Offensive rebound by M. Kidd-Gilchrist,,35,49
199,2,3:25.0,M. Kidd-Gilchrist makes 2-pt hook shot from 7 ft,,37,49
200,2,3:11.0,,B. Clarke makes 2-pt layup from 1 ft (assist by T. Jones),37,51
201,2,2:58.0,D. Graham misses 2-pt layup from 4 ft,,37,51
202,2,2:57.0,Offensive rebound by B. Biyombo,,37,51
203,2,2:57.0,Shooting foul by D. Brooks (drawn by B. Biyombo),,37,51
204,2,2:57.0,B. Biyombo misses free throw 1 of 2,,37,51
205,2,2:57.0,Offensive rebound by Team,,37,51
206,2,2:57.0,M. Monk enters the game for D. Graham,,37,51
207,2,2:57.0,M. Williams enters the game for P. Washington,,37,51
208,2,2:57.0,,D. Melton enters the game for D. Brooks,37,51
209,2,2:57.0,B. Biyombo makes free throw 2 of 2,,38,51
210,2,2:37.0,,T. Jones misses 2-pt jump shot from 9 ft,38,51
211,2,2:34.0,Defensive rebound by M. Kidd-Gilchrist,,38,51
212,2,2:31.0,Turnover by M. Kidd-Gilchrist (lost ball; steal by T. Jones),,38,51
213,2,2:25.0,,G. Allen misses 3-pt jump shot from 25 ft,38,51
214,2,2:21.0,Defensive rebound by M. Williams,,38,51
215,2,2:13.0,M. Monk misses 2-pt jump shot from 12 ft,,38,51
216,2,2:11.0,Offensive rebound by B. Biyombo,,38,51
217,2,2:02.0,M. Kidd-Gilchrist misses 2-pt jump shot from 23 ft,,38,51
218,2,2:00.0,,Defensive rebound by S. Hill,38,51
219,2,1:41.0,,S. Hill misses 3-pt jump shot from 25 ft,38,51
220,2,1:38.0,Defensive rebound by M. Kidd-Gilchrist,,38,51
221,2,1:38.0,,J. Valančiūnas enters the game for S. Hill,38,51
222,2,1:33.0,M. Williams makes 2-pt layup from 1 ft (assist by T. Rozier),,40,51
223,2,1:14.0,,Shooting foul by M. Kidd-Gilchrist (drawn by J. Valančiūnas),40,51
224,2,1:14.0,,J. Valančiūnas makes free throw 1 of 2,40,52
225,2,1:14.0,D. Graham enters the game for M. Kidd-Gilchrist,,40,52
226,2,1:14.0,,J. Morant enters the game for T. Jones,40,52
227,2,1:14.0,,J. Valančiūnas makes free throw 2 of 2,40,53
228,2,1:00.0,B. Biyombo makes 2-pt hook shot from 6 ft (assist by D. Graham),,42,53
229,2,0:44.0,,J. Morant misses 2-pt layup from 4 ft (block by B. Biyombo),42,53
230,2,0:42.0,Defensive rebound by M. Williams,,42,53
231,2,0:39.0,M. Monk misses 3-pt jump shot from 26 ft,,42,53
232,2,0:36.0,,Defensive rebound by D. Melton,42,53
233,2,0:33.0,,D. Melton makes 2-pt layup from 2 ft (assist by J. Morant),42,55
234,2,0:10.0,Shooting foul by D. Melton (drawn by D. Graham),,42,55
235,2,0:10.0,Violation by Team (delay of game),,42,55
236,2,0:10.0,Violation by Team (delay of game),,42,55
237,2,0:10.0,,G. Allen makes technical free throw,42,56
238,2,0:10.0,D. Graham makes free throw 1 of 3,,43,56
239,2,0:10.0,D. Graham makes free throw 2 of 3,,44,56
240,2,0:10.0,M. Bridges enters the game for M. Monk,,44,56
241,2,0:10.0,C. Martin enters the game for T. Rozier,,44,56
242,2,0:10.0,D. Graham makes free throw 3 of 3,,45,56
243,2,0:10.0,Flagrant foul type 1 by J. Valančiūnas (drawn by M. Williams),,45,56
244,2,0:10.0,Instant Replay (Request: Ruling Stands),,45,56
245,2,0:10.0,,S. Hill enters the game for J. Valančiūnas,45,56
246,2,0:10.0,M. Williams misses flagrant free throw 1 of 2,,45,56
247,2,0:10.0,Offensive rebound by Team,,45,56
248,2,0:10.0,M. Williams makes flagrant free throw 2 of 2,,46,56
249,2,0:10.0,T. Rozier enters the game for C. Martin,,46,56
250,2,0:03.0,D. Graham misses 3-pt jump shot from 25 ft,,46,56
251,2,0:00.0,Offensive rebound by M. Bridges,,46,56
252,2,0:00.0,M. Bridges misses 2-pt jump shot from 12 ft,,46,56
253,2,0:00.0,Offensive rebound by Team,,46,56
254,3,11:42.0,,D. Brooks makes 3-pt jump shot from 25 ft (assist by J. Valančiūnas),46,59
255,3,11:21.0,B. Biyombo makes 2-pt layup from 1 ft (assist by D. Graham),,48,59
256,3,11:10.0,,Turnover by J. Morant (lost ball; steal by D. Graham),48,59
257,3,11:06.0,T. Rozier makes 2-pt layup at rim (assist by D. Graham),,50,59
258,3,10:51.0,,J. Jackson misses 2-pt layup from 4 ft,50,59
259,3,10:48.0,Defensive rebound by M. Bridges,,50,59
260,3,10:44.0,P. Washington misses 2-pt layup from 1 ft (block by J. Jackson),,50,59
261,3,10:42.0,,Defensive rebound by K. Anderson,50,59
262,3,10:42.0,,Personal take foul by D. Graham (drawn by K. Anderson),50,59
263,3,10:33.0,,Turnover by D. Brooks (palming),50,59
264,3,10:19.0,Offensive foul by M. Bridges (drawn by K. Anderson),,50,59
265,3,10:19.0,Turnover by M. Bridges (offensive foul),,50,59
266,3,9:55.0,,J. Valančiūnas makes 2-pt jump shot from 8 ft,50,61
267,3,9:33.0,P. Washington makes 3-pt jump shot from 26 ft (assist by M. Bridges),,53,61
268,3,9:23.0,,Turnover by J. Valančiūnas (traveling),53,61
269,3,9:06.0,Turnover by T. Rozier (bad pass),,53,61
270,3,8:51.0,,K. Anderson misses 3-pt jump shot from 23 ft,53,61
271,3,8:48.0,Defensive rebound by D. Graham,,53,61
272,3,8:45.0,T. Rozier misses 2-pt layup from 1 ft,,53,61
273,3,8:44.0,,Defensive rebound by K. Anderson,53,61
274,3,8:44.0,,Personal foul by D. Graham (drawn by K. Anderson),53,61
275,3,8:28.0,,D. Brooks misses 3-pt jump shot from 27 ft,53,61
276,3,8:25.0,Defensive rebound by P. Washington,,53,61
277,3,8:15.0,P. Washington makes 3-pt jump shot from 26 ft (assist by D. Graham),,56,61
278,3,8:14.0,,Memphis full timeout,56,61
279,3,7:58.0,,J. Jackson makes 2-pt hook shot from 7 ft,56,63
280,3,7:35.0,T. Rozier misses 3-pt jump shot from 25 ft,,56,63
281,3,7:34.0,,Defensive rebound by J. Valančiūnas,56,63
282,3,7:21.0,,J. Jackson makes 3-pt jump shot from 22 ft (assist by J. Morant),56,66
283,3,7:01.0,M. Bridges misses 3-pt jump shot from 23 ft,,56,66
284,3,6:58.0,,Defensive rebound by J. Morant,56,66
285,3,6:46.0,,Turnover by J. Valančiūnas (traveling),56,66
286,3,6:25.0,D. Graham misses 3-pt jump shot from 27 ft,,56,66
287,3,6:22.0,Offensive rebound by M. Bridges,,56,66
288,3,6:18.0,Turnover by T. Rozier (bad pass; steal by K. Anderson),,56,66
289,3,6:10.0,,D. Brooks makes 2-pt jump shot from 16 ft (assist by K. Anderson),56,68
290,3,6:10.0,Charlotte full timeout,,56,68
291,3,6:10.0,M. Monk enters the game for T. Rozier,,56,68
292,3,6:10.0,,B. Clarke enters the game for K. Anderson,56,68
293,3,6:10.0,,D. Melton enters the game for J. Valančiūnas,56,68
294,3,5:54.0,D. Graham makes 3-pt jump shot from 28 ft,,59,68
295,3,5:43.0,,J. Jackson misses 2-pt jump shot from 7 ft (block by B. Biyombo),59,68
296,3,5:39.0,Defensive rebound by P. Washington,,59,68
297,3,5:36.0,B. Biyombo misses 2-pt layup from 1 ft,,59,68
298,3,5:32.0,,Defensive rebound by J. Jackson,59,68
299,3,5:28.0,,J. Jackson makes 2-pt dunk at rim (assist by J. Morant),59,70
300,3,5:16.0,Personal foul by D. Brooks (drawn by D. Graham),,59,70
301,3,5:16.0,M. Williams enters the game for B. Biyombo,,59,70
302,3,5:16.0,,G. Allen enters the game for D. Brooks,59,70
303,3,5:07.0,P. Washington makes 2-pt dunk at rim (assist by D. Graham),,61,70
304,3,4:43.0,,Shooting foul by P. Washington (drawn by B. Clarke),61,70
305,3,4:43.0,,B. Clarke makes free throw 1 of 2,61,71
306,3,4:43.0,,B. Clarke makes free throw 2 of 2,61,72
307,3,4:25.0,M. Williams makes 3-pt jump shot from 23 ft (assist by D. Graham),,64,72
308,3,4:12.0,,J. Morant misses 2-pt layup from 2 ft (block by P. Washington),64,72
309,3,4:08.0,Defensive rebound by D. Graham,,64,72
310,3,4:05.0,D. Graham makes 3-pt jump shot from 25 ft,,67,72
311,3,3:51.0,,G. Allen makes 3-pt jump shot from 27 ft (assist by J. Morant),67,75
312,3,3:31.0,P. Washington misses 3-pt jump shot from 27 ft,,67,75
313,3,3:27.0,,Defensive rebound by J. Jackson,67,75
314,3,3:21.0,,B. Clarke misses 2-pt jump shot from 7 ft,67,75
315,3,3:16.0,,Offensive rebound by B. Clarke,67,75
316,3,3:16.0,,B. Clarke makes 2-pt layup from 1 ft,67,77
317,3,3:02.0,D. Graham misses 3-pt jump shot from 26 ft,,67,77
318,3,3:00.0,,Defensive rebound by B. Clarke,67,77
319,3,2:55.0,,J. Jackson misses 3-pt jump shot from 26 ft,67,77
320,3,2:52.0,Defensive rebound by M. Williams,,67,77
321,3,2:44.0,M. Monk misses 3-pt jump shot from 25 ft,,67,77
322,3,2:41.0,,Defensive rebound by G. Allen,67,77
323,3,2:32.0,,Personal foul by D. Graham (drawn by B. Clarke),67,77
324,3,2:32.0,C. Martin enters the game for M. Bridges,,67,77
325,3,2:32.0,T. Rozier enters the game for D. Graham,,67,77
326,3,2:32.0,,S. Hill enters the game for J. Jackson,67,77
327,3,2:32.0,,T. Jones enters the game for J. Morant,67,77
328,3,2:24.0,,T. Jones misses 3-pt jump shot from 26 ft,67,77
329,3,2:23.0,,Offensive rebound by S. Hill,67,77
330,3,2:23.0,,Personal foul by M. Williams (drawn by S. Hill),67,77
331,3,2:23.0,,S. Hill makes free throw 1 of 2,67,78
332,3,2:23.0,C. Zeller enters the game for P. Washington,,67,78
333,3,2:23.0,,S. Hill makes free throw 2 of 2,67,79
334,3,2:05.0,M. Monk makes 2-pt layup from 2 ft (assist by C. Zeller),,69,79
335,3,1:54.0,,G. Allen misses 3-pt jump shot from 22 ft,69,79
336,3,1:51.0,Defensive rebound by M. Monk,,69,79
337,3,1:43.0,Turnover by T. Rozier (bad pass; steal by B. Clarke),,69,79
338,3,1:39.0,,D. Melton makes 2-pt dunk from 1 ft (assist by T. Jones),69,81
339,3,1:23.0,M. Monk makes 2-pt jump shot from 5 ft (assist by T. Rozier),,71,81
340,3,1:08.0,,Personal foul by M. Williams (drawn by S. Hill),71,81
341,3,1:08.0,,S. Hill makes free throw 1 of 2,71,82
342,3,1:08.0,,S. Hill makes free throw 2 of 2,71,83
343,3,0:56.0,C. Zeller makes 2-pt jump shot from 5 ft (assist by T. Rozier),,73,83
344,3,0:45.0,,B. Clarke misses 3-pt jump shot from 24 ft,73,83
345,3,0:42.0,Defensive rebound by M. Monk,,73,83
346,3,0:37.0,M. Monk misses 2-pt layup from 1 ft,,73,83
347,3,0:35.0,Offensive rebound by M. Monk,,73,83
348,3,0:34.0,M. Monk makes 2-pt layup at rim,,75,83
349,3,0:17.0,,D. Melton makes 3-pt jump shot from 26 ft (assist by T. Jones),75,86
350,3,0:02.0,Offensive foul by C. Zeller (drawn by B. Clarke),,75,86
351,3,0:02.0,Turnover by C. Zeller (offensive foul),,75,86
352,3,0:00.0,,G. Allen misses 3-pt jump shot from 26 ft,75,86
353,3,0:00.0,,Offensive rebound by Team,75,86
354,4,11:40.0,M. Williams misses 2-pt jump shot from 9 ft,,75,86
355,4,11:36.0,Offensive rebound by C. Zeller,,75,86
356,4,11:36.0,C. Zeller misses 2-pt layup at rim,,75,86
357,4,11:34.0,,Defensive rebound by J. Valančiūnas,75,86
358,4,11:25.0,,G. Allen makes 2-pt layup from 1 ft (assist by J. Valančiūnas),75,88
359,4,11:25.0,,Shooting foul by T. Rozier (drawn by G. Allen),75,88
360,4,11:25.0,,G. Allen makes free throw 1 of 1,75,89
361,4,11:14.0,M. Monk makes 2-pt jump shot from 9 ft (assist by T. Rozier),,77,89
362,4,11:09.0,,Turnover by K. Anderson (out of bounds lost ball),77,89
363,4,10:58.0,M. Monk makes 2-pt jump shot from 10 ft,,79,89
364,4,10:42.0,,Shooting foul by M. Williams (drawn by G. Allen),79,89
365,4,10:42.0,,G. Allen makes free throw 1 of 2,79,90
366,4,10:42.0,,G. Allen makes free throw 2 of 2,79,91
367,4,10:29.0,M. Monk makes 2-pt layup from 2 ft (assist by T. Rozier),,81,91
368,4,10:13.0,,J. Valančiūnas makes 2-pt hook shot from 4 ft (assist by S. Hill),81,93
369,4,9:54.0,C. Zeller makes 2-pt jump shot from 12 ft,,83,93
370,4,9:43.0,,T. Jones makes 2-pt jump shot from 13 ft,83,95
371,4,9:29.0,C. Zeller makes 2-pt jump shot from 3 ft (assist by T. Rozier),,85,95
372,4,9:29.0,Shooting foul by J. Valančiūnas (drawn by C. Zeller),,85,95
373,4,9:29.0,C. Zeller makes free throw 1 of 1,,86,95
374,4,9:17.0,,G. Allen misses 3-pt jump shot from 27 ft,86,95
375,4,9:14.0,Defensive rebound by M. Williams,,86,95
376,4,9:08.0,M. Monk misses 3-pt jump shot from 25 ft,,86,95
377,4,9:05.0,,Defensive rebound by T. Jones,86,95
378,4,8:59.0,,S. Hill makes 2-pt dunk at rim (assist by T. Jones),86,97
379,4,8:41.0,Def 3 sec tech foul by Team,,86,97
380,4,8:41.0,T. Rozier makes technical free throw,,87,97
381,4,8:41.0,D. Graham enters the game for C. Martin,,87,97
382,4,8:38.0,Offensive foul by M. Monk (drawn by K. Anderson),,87,97
383,4,8:38.0,Turnover by M. Monk (offensive foul),,87,97
