,QUARTER,TIME_REMAINING,CLEVELAND_ACTION,LA LAKERS_ACTION,CLEVELAND_SCORE,LA LAKERS_SCORE
46,1,5:18.0,Turnover by T. Thompson (offensive foul),,12,9
47,1,5:07.0,,A. Bradley makes 2-pt layup from 1 ft (assist by J. McGee),12,11
48,1,4:44.0,C. Osman makes 2-pt jump shot from 19 ft,,14,11
49,1,4:44.0,Shooting foul by K. Kuzma (drawn by C. Osman),,14,11
50,1,4:44.0,D. Garland enters the game for C. Sexton,,14,11
51,1,4:44.0,,D. Howard enters the game for J. McGee,14,11
52,1,4:44.0,C. Osman makes free throw 1 of 1,,15,11
53,1,4:28.0,,A. Bradley makes 2-pt layup from 4 ft (assist by D. Howard),15,13
54,1,4:23.0,Personal foul by K. Caldwell-Pope (drawn by B. Knight),,15,13
55,1,4:23.0,A. McKinnie enters the game for C. Osman,,15,13
56,1,4:11.0,A. McKinnie misses 2-pt jump shot from 18 ft,,15,13
57,1,4:07.0,,Defensive rebound by D. Howard,15,13
58,1,3:55.0,,K. Kuzma misses 2-pt jump shot from 17 ft,15,13
59,1,3:53.0,Defensive rebound by K. Love,,15,13
60,1,3:48.0,K. Love makes 3-pt jump shot from 26 ft (assist by B. Knight),,18,13
61,1,3:33.0,,D. Howard makes 2-pt dunk from 4 ft (assist by K. Caldwell-Pope),18,15
62,1,3:12.0,K. Love makes 2-pt jump shot from 14 ft (assist by T. Thompson),,20,15
63,1,3:12.0,,LA Lakers full timeout,20,15
64,1,3:12.0,,A. Caruso enters the game for A. Bradley,20,15
65,1,3:12.0,,Q. Cook enters the game for L. James,20,15
66,1,2:59.0,,K. Kuzma misses 2-pt jump shot from 8 ft,20,15
67,1,2:57.0,Defensive rebound by T. Thompson,,20,15
68,1,2:42.0,D. Garland makes 2-pt jump shot from 21 ft (assist by K. Love),,22,15
69,1,2:42.0,Instant Replay (Request: Ruling Stands),,22,15
70,1,2:28.0,,D. Howard makes 2-pt layup from 2 ft (assist by A. Caruso),22,17
71,1,2:07.0,K. Love misses 2-pt jump shot from 10 ft,,22,17
72,1,2:03.0,,Defensive rebound by D. Howard,22,17
73,1,1:51.0,,Q. Cook misses 3-pt jump shot from 28 ft,22,17
74,1,1:48.0,Defensive rebound by K. Love,,22,17
75,1,1:37.0,T. Thompson makes 2-pt layup from 2 ft,,24,17
76,1,1:28.0,,Personal foul by A. McKinnie (drawn by K. Kuzma),24,17
77,1,1:28.0,J. Henson enters the game for K. Love,,24,17
78,1,1:28.0,C. Osman enters the game for T. Thompson,,24,17
79,1,1:12.0,,K. Kuzma misses 2-pt jump shot from 4 ft,24,17
80,1,1:08.0,Defensive rebound by D. Garland,,24,17
81,1,1:01.0,C. Osman makes 3-pt jump shot from 24 ft (assist by A. McKinnie),,27,17
82,1,0:56.0,,Personal foul by D. Garland (drawn by A. Caruso),27,17
83,1,0:56.0,,A. Caruso makes free throw 1 of 2,27,18
84,1,0:56.0,,J. Dudley enters the game for K. Kuzma,27,18
85,1,0:56.0,,A. Caruso makes free throw 2 of 2,27,19
86,1,0:38.0,B. Knight misses 2-pt jump shot from 20 ft,,27,19
87,1,0:35.0,,Defensive rebound by K. Caldwell-Pope,27,19
88,1,0:29.0,,K. Caldwell-Pope misses 3-pt jump shot from 28 ft,27,19
89,1,0:26.0,Defensive rebound by A. McKinnie,,27,19
90,1,0:10.0,D. Garland misses 3-pt jump shot from 27 ft,,27,19
91,1,0:10.0,,Defensive rebound by Team,27,19
92,1,0:10.0,,K. Kuzma enters the game for J. Dudley,27,19
93,1,0:00.0,,K. Kuzma makes 2-pt jump shot from 20 ft (assist by A. Caruso),27,21
94,1,0:00.0,,Instant Replay (Request: Stands),27,21
95,2,11:30.0,D. Garland misses 3-pt jump shot from 27 ft,,27,21
96,2,11:28.0,,Defensive rebound by D. Howard,27,21
97,2,11:23.0,,J. Dudley misses 3-pt jump shot from 27 ft,27,21
98,2,11:18.0,Defensive rebound by D. Exum,,27,21
99,2,11:12.0,C. Osman makes 3-pt jump shot from 26 ft (assist by D. Garland),,30,21
100,2,10:56.0,,Offensive foul by L. James (drawn by C. Osman),30,21
101,2,10:56.0,,Turnover by L. James (offensive foul),30,21
102,2,10:35.0,C. Osman misses 2-pt jump shot from 4 ft,,30,21
103,2,10:34.0,Offensive rebound by Team,,30,21
104,2,10:34.0,,Loose ball foul by J. Dudley (drawn by C. Osman),30,21
105,2,10:26.0,J. Henson makes 2-pt dunk from 3 ft (assist by D. Garland),,32,21
106,2,10:12.0,,L. James misses 2-pt jump shot from 10 ft,32,21
107,2,10:11.0,,Offensive rebound by D. Howard,32,21
108,2,10:11.0,,D. Howard misses 2-pt layup at rim,32,21
109,2,10:10.0,,Offensive rebound by D. Howard,32,21
110,2,10:08.0,,D. Howard misses 2-pt layup from 5 ft (block by A. McKinnie),32,21
111,2,10:07.0,,Offensive rebound by D. Howard,32,21
112,2,10:04.0,,Offensive foul by D. Howard (drawn by J. Henson),32,21
113,2,10:04.0,,Turnover by D. Howard (offensive foul),32,21
114,2,9:54.0,D. Garland makes 2-pt jump shot from 12 ft,,34,21
115,2,9:54.0,,LA Lakers full timeout,34,21
116,2,9:42.0,,Turnover by L. James (lost ball; steal by D. Garland),34,21
117,2,9:37.0,Turnover by D. Garland (step out of bounds),,34,21
118,2,9:29.0,,Personal foul by A. McKinnie (drawn by L. James),34,21
119,2,9:19.0,,D. Howard makes 2-pt dunk from 3 ft (assist by L. James),34,23
120,2,9:16.0,Turnover by J. Henson (inbound),,34,23
121,2,9:16.0,K. Love enters the game for J. Henson,,34,23
122,2,9:16.0,T. Thompson enters the game for A. McKinnie,,34,23
123,2,9:09.0,,K. Caldwell-Pope misses 2-pt jump shot from 18 ft,34,23
124,2,9:07.0,Defensive rebound by C. Osman,,34,23
125,2,8:56.0,K. Love misses 2-pt jump shot from 18 ft,,34,23
126,2,8:53.0,,Defensive rebound by D. Howard,34,23
127,2,8:49.0,,Q. Cook misses 3-pt jump shot from 26 ft,34,23
128,2,8:44.0,Defensive rebound by C. Osman,,34,23
129,2,8:25.0,Shooting foul by K. Caldwell-Pope (drawn by K. Love),,34,23
130,2,8:25.0,K. Love makes free throw 1 of 3,,35,23
131,2,8:25.0,K. Love makes free throw 2 of 3,,36,23
132,2,8:25.0,C. Sexton enters the game for D. Garland,,36,23
133,2,8:25.0,K. Love makes free throw 3 of 3,,37,23
134,2,8:08.0,,K. Caldwell-Pope makes 2-pt layup from 1 ft (assist by J. Dudley),37,25
135,2,7:49.0,Personal foul by L. James (drawn by D. Exum),,37,25
136,2,7:49.0,,A. Caruso enters the game for Q. Cook,37,25
137,2,7:42.0,Turnover by C. Sexton (traveling),,37,25
138,2,7:30.0,,A. Caruso makes 2-pt jump shot from 16 ft (assist by J. Dudley),37,27
139,2,7:05.0,C. Osman misses 2-pt jump shot from 6 ft,,37,27
140,2,7:05.0,Offensive rebound by T. Thompson,,37,27
141,2,7:02.0,T. Thompson makes 2-pt layup from 1 ft,,39,27
142,2,6:48.0,,J. Dudley makes 3-pt jump shot from 26 ft (assist by K. Caldwell-Pope),39,30
143,2,6:23.0,C. Sexton misses 3-pt jump shot from 25 ft,,39,30
144,2,6:22.0,,Defensive rebound by A. Caruso,39,30
145,2,5:58.0,,J. Dudley makes 2-pt jump shot from 4 ft (assist by L. James),39,32
146,2,5:58.0,Cleveland full timeout,,39,32
147,2,5:58.0,A. McKinnie enters the game for C. Osman,,39,32
148,2,5:58.0,,A. Bradley enters the game for K. Caldwell-Pope,39,32
149,2,5:58.0,,D. Green enters the game for L. James,39,32
150,2,5:37.0,Turnover by T. Thompson (traveling),,39,32
151,2,5:23.0,,D. Howard makes 2-pt dunk from 3 ft (assist by A. Caruso),39,34
152,2,5:14.0,Personal foul by A. Bradley (drawn by C. Sexton),,39,34
153,2,5:02.0,C. Sexton makes 2-pt hook shot from 5 ft,,41,34
154,2,4:42.0,,J. Dudley misses 3-pt jump shot from 27 ft,41,34
155,2,4:38.0,,Offensive rebound by D. Howard,41,34
156,2,4:32.0,,D. Green makes 2-pt layup from 3 ft (assist by A. Caruso),41,36
157,2,4:22.0,K. Love misses 3-pt jump shot from 27 ft,,41,36
158,2,4:20.0,,Defensive rebound by D. Howard,41,36
159,2,4:12.0,,A. Bradley misses 2-pt jump shot from 19 ft,41,36
160,2,4:10.0,Defensive rebound by A. McKinnie,,41,36
161,2,3:59.0,Personal foul by J. Dudley (drawn by C. Sexton),,41,36
162,2,3:59.0,C. Sexton makes free throw 1 of 2,,42,36
163,2,3:59.0,D. Garland enters the game for D. Exum,,42,36
164,2,3:59.0,,K. Kuzma enters the game for J. Dudley,42,36
165,2,3:59.0,C. Sexton makes free throw 2 of 2,,43,36
166,2,3:47.0,,Shooting foul by A. McKinnie (drawn by D. Green),43,36
167,2,3:47.0,,D. Green makes free throw 1 of 2,43,37
168,2,3:47.0,,J. McGee enters the game for D. Howard,43,37
169,2,3:47.0,,D. Green misses free throw 2 of 2,43,37
170,2,3:43.0,Defensive rebound by T. Thompson,,43,37
171,2,3:27.0,K. Love misses 2-pt hook shot from 3 ft,,43,37
172,2,3:26.0,Offensive rebound by K. Love,,43,37
173,2,3:23.0,A. McKinnie misses 3-pt jump shot from 27 ft,,43,37
174,2,3:19.0,,Defensive rebound by A. Bradley,43,37
175,2,3:15.0,,K. Kuzma makes 2-pt jump shot from 9 ft,43,39
176,2,2:58.0,D. Garland misses 2-pt layup from 3 ft,,43,39
177,2,2:57.0,Offensive rebound by T. Thompson,,43,39
178,2,2:57.0,T. Thompson makes 2-pt layup from 1 ft,,45,39
179,2,2:54.0,,Turnover by A. Caruso (bad pass; steal by D. Garland),45,39
180,2,2:45.0,Turnover by K. Love (bad pass),,45,39
181,2,2:45.0,C. Osman enters the game for A. McKinnie,,45,39
182,2,2:45.0,,L. James enters the game for A. Caruso,45,39
183,2,2:37.0,,L. James makes 2-pt layup from 2 ft,45,41
184,2,2:16.0,C. Osman misses 2-pt layup from 7 ft,,45,41
185,2,2:16.0,Offensive rebound by Team,,45,41
186,2,2:16.0,,Loose ball foul by A. Bradley (drawn by T. Thompson),45,41
187,2,2:16.0,T. Thompson misses free throw 1 of 2,,45,41
188,2,2:16.0,Offensive rebound by Team,,45,41
189,2,2:16.0,T. Thompson makes free throw 2 of 2,,46,41
190,2,2:10.0,,Shooting foul by K. Love (drawn by L. James),46,41
191,2,2:10.0,,L. James makes free throw 1 of 2,46,42
192,2,2:10.0,,L. James makes free throw 2 of 2,46,43
193,2,1:58.0,C. Sexton misses 2-pt layup from 2 ft (block by K. Kuzma),,46,43
194,2,1:55.0,,Defensive rebound by J. McGee,46,43
195,2,1:51.0,,A. Bradley misses 3-pt jump shot from 23 ft,46,43
196,2,1:46.0,,Offensive rebound by D. Green,46,43
197,2,1:42.0,,D. Green misses 3-pt jump shot from 23 ft,46,43
198,2,1:35.0,,Offensive rebound by K. Kuzma,46,43
199,2,1:34.0,,K. Kuzma makes 2-pt layup from 3 ft,46,45
200,2,1:18.0,T. Thompson makes 2-pt dunk from 1 ft (assist by D. Garland),,48,45
201,2,1:00.0,,Shooting foul by D. Garland (drawn by D. Green),48,45
202,2,1:00.0,,D. Green misses free throw 1 of 2,48,45
203,2,1:00.0,,Offensive rebound by Team,48,45
204,2,1:00.0,,K. Caldwell-Pope enters the game for A. Bradley,48,45
205,2,1:00.0,,D. Green makes free throw 2 of 2,48,46
206,2,0:38.0,C. Sexton misses 2-pt jump shot from 15 ft,,48,46
207,2,0:36.0,Offensive rebound by T. Thompson,,48,46
208,2,0:36.0,Turnover by Team (shot clock),,48,46
209,2,0:32.0,,K. Kuzma misses 3-pt jump shot from 27 ft,48,46
210,2,0:29.0,Defensive rebound by C. Sexton,,48,46
211,2,0:06.0,Turnover by T. Thompson (lost ball; steal by D. Green),,48,46
212,2,0:04.0,,Personal foul by C. Sexton (drawn by K. Kuzma),48,46
213,2,0:04.0,,K. Kuzma misses free throw 1 of 2,48,46
214,2,0:04.0,,Offensive rebound by Team,48,46
215,2,0:04.0,,A. Caruso enters the game for L. James,48,46
216,2,0:04.0,,K. Kuzma makes free throw 2 of 2,48,47
217,2,0:01.0,C. Sexton misses 3-pt jump shot from 29 ft,,48,47
218,2,0:00.0,Offensive rebound by Team,,48,47
219,3,11:40.0,Turnover by K. Love (bad pass; steal by J. McGee),,48,47
220,3,11:32.0,,D. Green makes 2-pt jump shot from 8 ft,48,49
221,3,11:07.0,C. Sexton misses 2-pt layup from 3 ft,,48,49
222,3,11:05.0,,Defensive rebound by J. McGee,48,49
223,3,11:01.0,,D. Green misses 3-pt jump shot from 26 ft,48,49
224,3,10:58.0,Defensive rebound by C. Osman,,48,49
225,3,10:55.0,Turnover by C. Osman (bad pass; steal by D. Green),,48,49
226,3,10:52.0,,L. James makes 2-pt dunk at rim (assist by D. Green),48,51
227,3,10:35.0,K. Love makes 2-pt jump shot from 6 ft (assist by T. Thompson),,50,51
228,3,10:19.0,,J. McGee misses 2-pt jump shot from 12 ft,50,51
229,3,10:16.0,Defensive rebound by C. Sexton,,50,51
230,3,10:07.0,C. Sexton misses 2-pt layup from 3 ft (block by J. McGee),,50,51
231,3,10:04.0,,Defensive rebound by A. Bradley,50,51
232,3,9:49.0,,K. Kuzma makes 2-pt jump shot from 8 ft (assist by L. James),50,53
233,3,9:31.0,D. Garland makes 2-pt layup from 3 ft,,52,53
234,3,9:23.0,,D. Green makes 2-pt layup from 3 ft (assist by L. James),52,55
235,3,9:06.0,K. Love misses 2-pt jump shot from 9 ft,,52,55
236,3,9:05.0,Offensive rebound by Team,,52,55
237,3,8:58.0,K. Love misses 2-pt layup from 3 ft,,52,55
238,3,8:54.0,Offensive rebound by T. Thompson,,52,55
239,3,8:54.0,T. Thompson makes 2-pt layup at rim,,54,55
240,3,8:48.0,,Offensive foul by K. Kuzma (drawn by K. Love),54,55
241,3,8:48.0,,Turnover by K. Kuzma (offensive foul),54,55
242,3,8:38.0,Personal foul by K. Kuzma (drawn by K. Love),,54,55
243,3,8:25.0,D. Garland makes 2-pt layup from 2 ft,,56,55
244,3,8:06.0,,D. Green misses 2-pt dunk from 3 ft,56,55
245,3,8:03.0,Defensive rebound by D. Garland,,56,55
246,3,7:59.0,D. Garland misses 3-pt jump shot from 26 ft,,56,55
247,3,7:59.0,Offensive rebound by Team,,56,55
248,3,7:59.0,,Loose ball foul by J. McGee (drawn by T. Thompson),56,55
249,3,7:48.0,C. Sexton misses 2-pt jump shot from 15 ft,,56,55
250,3,7:45.0,,Defensive rebound by L. James,56,55
251,3,7:38.0,,A. Bradley makes 3-pt jump shot from 24 ft (assist by L. James),56,58
252,3,7:09.0,Turnover by K. Love (lost ball; steal by D. Green),,56,58
253,3,7:04.0,,D. Green misses 2-pt jump shot from 17 ft,56,58
254,3,7:00.0,,Offensive rebound by J. McGee,56,58
255,3,7:00.0,,Shooting foul by T. Thompson (drawn by J. McGee),56,58
256,3,7:00.0,,J. McGee makes free throw 1 of 2,56,59
257,3,7:00.0,Defensive rebound by K. Love,,56,59
258,3,7:00.0,B. Knight enters the game for C. Sexton,,56,59
259,3,7:00.0,,J. McGee misses free throw 2 of 2,56,59
260,3,6:40.0,B. Knight misses 3-pt jump shot from 28 ft,,56,59
261,3,6:38.0,,Defensive rebound by K. Kuzma,56,59
262,3,6:30.0,,K. Kuzma makes 2-pt layup from 1 ft (assist by L. James),56,61
263,3,6:20.0,,LA Lakers full timeout,56,61
264,3,6:05.0,T. Thompson misses 2-pt hook shot from 3 ft,,56,61
265,3,6:03.0,,Defensive rebound by D. Green,56,61
266,3,5:58.0,,A. Bradley misses 3-pt jump shot from 23 ft,56,61
267,3,5:54.0,,Offensive rebound by J. McGee,56,61
268,3,5:48.0,,L. James makes 2-pt layup from 2 ft,56,63
269,3,5:48.0,,Shooting foul by T. Thompson (drawn by L. James),56,63
270,3,5:48.0,A. McKinnie enters the game for C. Osman,,56,63
271,3,5:48.0,,L. James makes free throw 1 of 1,56,64
272,3,5:31.0,Turnover by B. Knight (bad pass; steal by D. Green),,56,64
273,3,5:29.0,,D. Green makes 2-pt layup from 1 ft,56,66
274,3,5:29.0,Cleveland full timeout,,56,66
275,3,5:27.0,Turnover by A. McKinnie (step out of bounds),,56,66
276,3,5:18.0,,Personal foul by D. Garland (drawn by J. McGee),56,66
277,3,5:18.0,C. Sexton enters the game for D. Garland,,56,66
278,3,5:10.0,,J. McGee makes 2-pt jump shot from 11 ft (assist by L. James),56,68
279,3,4:52.0,Shooting foul by K. Kuzma (drawn by K. Love),,56,68
280,3,4:52.0,K. Love makes free throw 1 of 2,,57,68
281,3,4:52.0,,K. Caldwell-Pope enters the game for A. Bradley,57,68
282,3,4:52.0,,J. Dudley enters the game for K. Kuzma,57,68
283,3,4:52.0,K. Love makes free throw 2 of 2,,58,68
284,3,4:45.0,,L. James makes 2-pt layup from 1 ft,58,70
285,3,4:45.0,,Shooting foul by A. McKinnie (drawn by L. James),58,70
286,3,4:45.0,,L. James misses free throw 1 of 1,58,70
287,3,4:43.0,Defensive rebound by Team,,58,70
288,3,4:43.0,,Loose ball foul by J. Dudley (drawn by K. Love),58,70
289,3,4:31.0,C. Sexton makes 2-pt jump shot from 10 ft,,60,70
290,3,4:31.0,,Violation by Team (def goaltending),60,70
291,3,4:20.0,,J. Dudley misses 3-pt jump shot from 27 ft,60,70
292,3,4:18.0,Defensive rebound by T. Thompson,,60,70
293,3,4:12.0,Turnover by T. Thompson (bad pass; steal by L. James),,60,70
294,3,4:05.0,,L. James makes 2-pt dunk from 1 ft (assist by J. McGee),60,72
295,3,3:37.0,K. Love makes 2-pt hook shot from 5 ft,,62,72
296,3,3:16.0,,K. Caldwell-Pope misses 3-pt jump shot from 22 ft,62,72
297,3,3:16.0,Defensive rebound by B. Knight,,62,72
298,3,3:16.0,Personal foul by D. Green (drawn by B. Knight),,62,72
299,3,3:16.0,B. Knight misses free throw 1 of 2,,62,72
300,3,3:16.0,Offensive rebound by Team,,62,72
301,3,3:16.0,C. Osman enters the game for K. Love,,62,72
302,3,3:16.0,,A. Caruso enters the game for D. Green,62,72
303,3,3:16.0,,Q. Cook enters the game for L. James,62,72
304,3,3:16.0,,D. Howard enters the game for J. McGee,62,72
305,3,3:16.0,B. Knight misses free throw 2 of 2,,62,72
306,3,3:13.0,,Defensive rebound by D. Howard,62,72
307,3,3:01.0,,D. Howard makes 2-pt dunk from 1 ft (assist by K. Caldwell-Pope),62,74
308,3,2:46.0,Personal foul by Q. Cook (drawn by B. Knight),,62,74
309,3,2:46.0,B. Knight makes free throw 1 of 2,,63,74
310,3,2:46.0,J. Henson enters the game for T. Thompson,,63,74
311,3,2:46.0,B. Knight misses free throw 2 of 2,,63,74
312,3,2:43.0,,Defensive rebound by D. Howard,63,74
313,3,2:29.0,,Q. Cook makes 3-pt jump shot from 25 ft (assist by K. Caldwell-Pope),63,77
314,3,2:11.0,B. Knight misses 3-pt jump shot from 27 ft,,63,77
315,3,2:10.0,Offensive rebound by A. McKinnie,,63,77
316,3,2:10.0,Turnover by A. McKinnie (traveling),,63,77
317,3,2:10.0,D. Exum enters the game for B. Knight,,63,77
318,3,1:58.0,,Turnover by K. Caldwell-Pope (bad pass),63,77
319,3,1:43.0,A. McKinnie makes 2-pt jump shot from 5 ft (assist by D. Exum),,65,77
320,3,1:43.0,Shooting foul by J. Dudley (drawn by A. McKinnie),,65,77
321,3,1:43.0,A. McKinnie misses free throw 1 of 1,,65,77
322,3,1:41.0,,Defensive rebound by D. Howard,65,77
323,3,1:29.0,,Shooting foul by A. McKinnie (drawn by K. Caldwell-Pope),65,77
324,3,1:29.0,,K. Caldwell-Pope makes free throw 1 of 2,65,78
325,3,1:29.0,D. Garland enters the game for A. McKinnie,,65,78
326,3,1:29.0,,K. Caldwell-Pope makes free throw 2 of 2,65,79
327,3,1:04.0,J. Henson misses 2-pt hook shot from 8 ft,,65,79
328,3,1:00.0,Offensive rebound by C. Sexton,,65,79
329,3,1:00.0,C. Sexton makes 2-pt layup at rim,,67,79
330,3,0:58.0,,Shooting foul by C. Osman (drawn by K. Caldwell-Pope),67,79
331,3,0:58.0,,K. Caldwell-Pope makes free throw 1 of 2,67,80
332,3,0:58.0,,K. Caldwell-Pope makes free throw 2 of 2,67,81
333,3,0:49.0,J. Henson makes 2-pt layup from 2 ft (assist by D. Exum),,69,81
334,3,0:49.0,Shooting foul by A. Caruso (drawn by J. Henson),,69,81
335,3,0:49.0,J. Henson makes free throw 1 of 1,,70,81
336,3,0:29.0,,A. Caruso misses 2-pt layup from 6 ft,70,81
337,3,0:29.0,Defensive rebound by J. Henson,,70,81
338,3,0:08.0,C. Sexton misses 2-pt jump shot from 10 ft,,70,81
339,3,0:06.0,,Defensive rebound by J. Dudley,70,81
340,3,0:01.0,,A. Caruso makes 3-pt jump shot from 27 ft,70,84
341,3,0:00.0,J. Henson misses 3-pt jump shot from 79 ft,,70,84
342,3,0:00.0,Offensive rebound by Team,,70,84
343,4,11:48.0,,Shooting foul by J. Henson (drawn by D. Howard),70,84
344,4,11:48.0,,D. Howard misses free throw 1 of 2,70,84
345,4,11:48.0,,Offensive rebound by Team,70,84
346,4,11:48.0,,D. Howard makes free throw 2 of 2,70,85
347,4,11:35.0,C. Osman makes 3-pt jump shot from 26 ft (assist by C. Sexton),,73,85
348,4,11:20.0,,A. Caruso misses 2-pt layup from 1 ft,73,85
349,4,11:20.0,,Offensive rebound by D. Howard,73,85
350,4,11:20.0,,D. Howard makes 2-pt dunk from 1 ft,73,87
351,4,11:20.0,,Shooting foul by D. Exum (drawn by D. Howard),73,87
352,4,11:20.0,,D. Howard makes free throw 1 of 1,73,88
353,4,11:04.0,Turnover by D. Garland (bad pass; steal by Q. Cook),,73,88
354,4,10:47.0,,D. Howard makes 2-pt dunk from 2 ft (assist by L. James),73,90
355,4,10:24.0,D. Garland misses 3-pt jump shot from 24 ft,,73,90
356,4,10:24.0,,Defensive rebound by L. James,73,90
357,4,10:23.0,,Turnover by A. Caruso (out of bounds lost ball),73,90
358,4,10:08.0,J. Henson makes 2-pt hook shot from 12 ft (assist by C. Sexton),,75,90
359,4,9:57.0,,Personal foul by C. Osman (drawn by L. James),75,90
360,4,9:57.0,K. Love enters the game for D. Garland,,75,90
361,4,9:57.0,A. McKinnie enters the game for J. Henson,,75,90
362,4,9:57.0,T. Thompson enters the game for C. Osman,,75,90
363,4,9:51.0,,K. Caldwell-Pope misses 2-pt jump shot from 11 ft,75,90
364,4,9:49.0,Defensive rebound by D. Exum,,75,90
365,4,9:46.0,C. Sexton makes 2-pt dunk at rim (assist by D. Exum),,77,90
366,4,9:36.0,,Personal foul by K. Love (drawn by D. Howard),77,90
367,4,9:29.0,,Q. Cook misses 3-pt jump shot from 26 ft,77,90
368,4,9:26.0,Defensive rebound by K. Love,,77,90
369,4,9:13.0,T. Thompson makes 2-pt layup from 2 ft (assist by C. Sexton),,79,90
370,4,8:54.0,,L. James makes 2-pt layup from 3 ft,79,92
371,4,8:41.0,C. Sexton misses 2-pt layup from 2 ft,,79,92
372,4,8:37.0,Offensive rebound by T. Thompson,,79,92
373,4,8:31.0,K. Love misses 3-pt jump shot from 28 ft,,79,92
374,4,8:29.0,,Defensive rebound by Q. Cook,79,92
375,4,8:23.0,,Shooting foul by T. Thompson (drawn by L. James),79,92
376,4,8:23.0,,L. James makes free throw 1 of 2,79,93
377,4,8:23.0,,L. James makes free throw 2 of 2,79,94
378,4,8:05.0,Turnover by K. Love (3 sec),,79,94
379,4,8:05.0,Cleveland full timeout,,79,94
380,4,7:53.0,,L. James makes 3-pt jump shot from 26 ft (assist by A. Caruso),79,97
381,4,7:26.0,K. Love makes 2-pt jump shot from 21 ft,,81,97
382,4,7:10.0,,L. James makes 2-pt jump shot from 15 ft (assist by A. Caruso),81,99
383,4,6:58.0,Turnover by C. Sexton (bad pass; steal by K. Caldwell-Pope),,81,99
384,4,6:54.0,,K. Caldwell-Pope misses 2-pt jump shot from 4 ft,81,99
385,4,6:52.0,,Offensive rebound by Q. Cook,81,99
386,4,6:51.0,,Q. Cook makes 2-pt layup from 1 ft,81,101
387,4,6:43.0,K. Love misses 3-pt jump shot from 27 ft,,81,101
388,4,6:43.0,,Defensive rebound by D. Howard,81,101
389,4,6:36.0,,L. James misses 3-pt jump shot from 30 ft,81,101
390,4,6:36.0,Defensive rebound by D. Exum,,81,101
