,QUARTER,TIME_REMAINING,DETROIT_ACTION,PHOENIX_ACTION,DETROIT_SCORE,PHOENIX_SCORE
0,1,11:35.0,S. Mykhailiuk makes 2-pt layup from 1 ft (assist by C. Wood),,2,0
1,1,11:12.0,,M. Bridges misses 2-pt jump shot from 6 ft,2,0
2,1,11:10.0,,Offensive rebound by D. Ayton,2,0
3,1,11:10.0,,D. Ayton makes 2-pt layup from 1 ft,2,2
4,1,10:49.0,Shooting foul by M. Bridges (drawn by T. Snell),,2,2
5,1,10:49.0,T. Snell makes free throw 1 of 3,,3,2
6,1,10:49.0,T. Snell makes free throw 2 of 3,,4,2
7,1,10:49.0,T. Snell makes free throw 3 of 3,,5,2
8,1,10:28.0,,D. Šarić misses 2-pt layup from 2 ft (block by J. Henson),5,2
9,1,10:27.0,Defensive rebound by Team,,5,2
10,1,10:13.0,D. Rose makes 2-pt layup from 1 ft (assist by T. Snell),,7,2
11,1,9:56.0,,R. Rubio misses 2-pt layup from 2 ft,7,2
12,1,9:51.0,,Offensive rebound by Team,7,2
13,1,9:40.0,,Turnover by D. Šarić (bad pass; steal by J. Henson),7,2
14,1,9:25.0,T. Snell misses 2-pt layup at rim,,7,2
15,1,9:23.0,,Defensive rebound by D. Ayton,7,2
16,1,9:22.0,,Turnover by D. Ayton (bad pass; steal by S. Mykhailiuk),7,2
17,1,9:14.0,C. Wood makes 2-pt dunk from 1 ft (assist by T. Snell),,9,2
18,1,8:59.0,,M. Bridges makes 3-pt jump shot from 23 ft (assist by R. Rubio),9,5
19,1,8:41.0,D. Rose makes 2-pt jump shot from 15 ft,,11,5
20,1,8:33.0,,Turnover by R. Rubio (bad pass; steal by C. Wood),11,5
21,1,8:21.0,C. Wood misses 2-pt jump shot from 12 ft,,11,5
22,1,8:19.0,,Defensive rebound by R. Rubio,11,5
23,1,8:14.0,,D. Šarić makes 2-pt layup from 1 ft (assist by R. Rubio),11,7
24,1,7:55.0,S. Mykhailiuk misses 2-pt jump shot from 3 ft,,11,7
25,1,7:54.0,,Defensive rebound by D. Ayton,11,7
26,1,7:54.0,,Personal foul by S. Mykhailiuk (drawn by D. Ayton),11,7
27,1,7:39.0,,D. Booker misses 2-pt layup from 2 ft,11,7
28,1,7:37.0,Defensive rebound by C. Wood,,11,7
29,1,7:25.0,Turnover by D. Rose (bad pass; steal by M. Bridges),,11,7
30,1,7:21.0,,D. Ayton makes 2-pt dunk from 1 ft (assist by M. Bridges),11,9
31,1,7:10.0,D. Rose makes 2-pt jump shot from 12 ft,,13,9
32,1,6:48.0,,D. Šarić misses 2-pt layup from 2 ft,13,9
33,1,6:47.0,Defensive rebound by J. Henson,,13,9
34,1,6:40.0,T. Snell misses 3-pt jump shot from 23 ft,,13,9
35,1,6:37.0,,Defensive rebound by R. Rubio,13,9
36,1,6:28.0,,D. Ayton makes 2-pt jump shot from 8 ft (assist by M. Bridges),13,11
37,1,6:23.0,Detroit full timeout,,13,11
38,1,6:13.0,D. Rose misses 2-pt jump shot from 18 ft,,13,11
39,1,6:11.0,,Defensive rebound by D. Booker,13,11
40,1,5:57.0,,D. Šarić makes 2-pt hook shot from 2 ft (assist by D. Ayton),13,13
41,1,5:40.0,C. Wood misses 2-pt jump shot from 11 ft,,13,13
42,1,5:38.0,,Defensive rebound by Team,13,13
43,1,5:38.0,B. Knight enters the game for D. Rose,,13,13
44,1,5:38.0,,C. Johnson enters the game for R. Rubio,13,13
45,1,5:38.0,,E. Okobo enters the game for D. Šarić,13,13
46,1,5:22.0,,D. Booker makes 2-pt jump shot from 3 ft,13,15
47,1,5:12.0,T. Snell misses 3-pt jump shot from 25 ft,,13,15
48,1,5:09.0,,Defensive rebound by M. Bridges,13,15
49,1,5:01.0,,M. Bridges misses 3-pt jump shot from 25 ft,13,15
50,1,4:59.0,Defensive rebound by C. Wood,,13,15
51,1,4:55.0,S. Mykhailiuk makes 3-pt jump shot from 27 ft (assist by C. Wood),,16,15
52,1,4:38.0,,D. Booker misses 2-pt jump shot from 2 ft,16,15
53,1,4:38.0,Defensive rebound by Team,,16,15
54,1,4:38.0,,Loose ball foul by D. Ayton (drawn by J. Henson),16,15
55,1,4:38.0,S. Doumbouya enters the game for J. Henson,,16,15
56,1,4:38.0,,A. Baynes enters the game for D. Ayton,16,15
57,1,4:38.0,,J. Carter enters the game for M. Bridges,16,15
58,1,4:15.0,S. Mykhailiuk misses 3-pt jump shot from 26 ft,,16,15
59,1,4:11.0,,Defensive rebound by E. Okobo,16,15
60,1,4:03.0,,A. Baynes misses 3-pt jump shot from 25 ft,16,15
61,1,4:00.0,Defensive rebound by B. Knight,,16,15
62,1,3:51.0,S. Mykhailiuk makes 3-pt jump shot from 27 ft (assist by B. Knight),,19,15
63,1,3:37.0,,C. Johnson misses 3-pt jump shot from 27 ft,19,15
64,1,3:33.0,Defensive rebound by C. Wood,,19,15
65,1,3:28.0,Personal foul by E. Okobo (drawn by B. Knight),,19,15
66,1,3:28.0,L. Galloway enters the game for T. Snell,,19,15
67,1,3:23.0,Shooting foul by C. Johnson (drawn by C. Wood),,19,15
68,1,3:23.0,C. Wood makes free throw 1 of 2,,20,15
69,1,3:23.0,C. Wood makes free throw 2 of 2,,21,15
70,1,3:09.0,,D. Booker makes 2-pt layup from 1 ft,21,17
71,1,2:50.0,B. Knight misses 3-pt jump shot from 25 ft,,21,17
72,1,2:47.0,,Defensive rebound by A. Baynes,21,17
73,1,2:39.0,,Phoenix full timeout,21,17
74,1,2:39.0,D. Walton enters the game for S. Mykhailiuk,,21,17
75,1,2:39.0,,D. Šarić enters the game for C. Johnson,21,17
76,1,2:35.0,,J. Carter misses 2-pt layup from 1 ft,21,17
77,1,2:33.0,Defensive rebound by Team,,21,17
78,1,2:17.0,Shooting foul by D. Šarić (drawn by C. Wood),,21,17
79,1,2:17.0,C. Wood makes free throw 1 of 2,,22,17
80,1,2:17.0,C. Wood makes free throw 2 of 2,,23,17
81,1,2:07.0,,A. Baynes makes 2-pt dunk at rim (assist by D. Booker),23,19
82,1,1:44.0,C. Wood misses 2-pt jump shot from 22 ft,,23,19
83,1,1:41.0,,Defensive rebound by D. Booker,23,19
84,1,1:34.0,,Shooting foul by C. Wood (drawn by D. Booker),23,19
85,1,1:34.0,,D. Booker misses free throw 1 of 2,23,19
86,1,1:34.0,,Offensive rebound by Team,23,19
87,1,1:34.0,,D. Booker makes free throw 2 of 2,23,20
88,1,1:16.0,B. Knight makes 2-pt jump shot from 11 ft,,25,20
89,1,0:57.0,,A. Baynes makes 2-pt layup from 1 ft (assist by D. Booker),25,22
90,1,0:41.0,C. Wood makes 2-pt jump shot from 7 ft (assist by B. Knight),,27,22
91,1,0:32.0,,D. Booker misses 3-pt jump shot from 26 ft,27,22
92,1,0:29.0,Defensive rebound by S. Doumbouya,,27,22
93,1,0:23.0,S. Doumbouya misses 2-pt layup from 1 ft,,27,22
94,1,0:21.0,Offensive rebound by S. Doumbouya,,27,22
95,1,0:21.0,S. Doumbouya misses 2-pt layup at rim,,27,22
96,1,0:21.0,Offensive rebound by S. Doumbouya,,27,22
97,1,0:21.0,S. Doumbouya makes 2-pt layup at rim,,29,22
98,1,0:00.0,,Shooting foul by L. Galloway (drawn by D. Booker),29,22
99,1,0:00.0,,D. Booker makes free throw 1 of 2,29,23
100,1,0:00.0,,D. Booker makes free throw 2 of 2,29,24
101,2,11:45.0,,R. Rubio misses 2-pt jump shot from 8 ft,29,24
102,2,11:41.0,Defensive rebound by D. Walton,,29,24
103,2,11:24.0,L. Galloway misses 3-pt jump shot from 26 ft,,29,24
104,2,11:21.0,,Defensive rebound by R. Rubio,29,24
105,2,11:11.0,,D. Šarić misses 2-pt jump shot from 18 ft,29,24
106,2,11:08.0,Defensive rebound by L. Galloway,,29,24
107,2,10:51.0,B. Knight misses 2-pt jump shot from 14 ft,,29,24
108,2,10:46.0,Offensive rebound by Team,,29,24
109,2,10:33.0,S. Doumbouya misses 2-pt jump shot from 23 ft,,29,24
110,2,10:31.0,,Defensive rebound by R. Rubio,29,24
111,2,10:20.0,,D. Šarić makes 2-pt layup at rim (assist by R. Rubio),29,26
112,2,10:05.0,B. Knight makes 3-pt jump shot from 25 ft (assist by D. Walton),,32,26
113,2,9:54.0,,D. Ayton makes 2-pt hook shot from 12 ft (assist by R. Rubio),32,28
114,2,9:45.0,Turnover by B. Knight (lost ball; steal by J. Carter),,32,28
115,2,9:42.0,,Personal foul by S. Doumbouya (drawn by J. Carter),32,28
116,2,9:32.0,,J. Carter makes 3-pt jump shot from 25 ft (assist by M. Bridges),32,31
117,2,9:11.0,B. Knight misses 3-pt jump shot from 26 ft,,32,31
118,2,9:09.0,Offensive rebound by T. Maker,,32,31
119,2,9:05.0,S. Doumbouya makes 2-pt layup from 1 ft (assist by D. Walton),,34,31
120,2,8:51.0,,M. Bridges makes 2-pt jump shot from 4 ft (assist by R. Rubio),34,33
121,2,8:30.0,D. Walton misses 3-pt jump shot from 24 ft,,34,33
122,2,8:29.0,,Defensive rebound by D. Ayton,34,33
123,2,8:27.0,,Turnover by D. Ayton (bad pass; steal by L. Galloway),34,33
124,2,8:26.0,L. Galloway makes 2-pt layup from 1 ft,,36,33
125,2,8:08.0,,D. Šarić makes 2-pt layup from 1 ft (assist by R. Rubio),36,35
126,2,7:50.0,Turnover by B. Knight (bad pass; steal by R. Rubio),,36,35
127,2,7:44.0,,D. Ayton makes 2-pt layup at rim (assist by R. Rubio),36,37
128,2,7:36.0,Detroit full timeout,,36,37
129,2,7:36.0,D. Rose enters the game for B. Knight,,36,37
130,2,7:36.0,T. Snell enters the game for D. Walton,,36,37
131,2,7:24.0,L. Galloway makes 2-pt jump shot from 4 ft (assist by D. Rose),,38,37
132,2,7:11.0,,R. Rubio misses 2-pt jump shot from 20 ft,38,37
133,2,7:09.0,Defensive rebound by T. Maker,,38,37
134,2,7:01.0,Turnover by D. Rose (lost ball; steal by R. Rubio),,38,37
135,2,6:58.0,,D. Ayton makes 2-pt layup from 2 ft (assist by R. Rubio),38,39
136,2,6:58.0,,Shooting foul by T. Maker (drawn by D. Ayton),38,39
137,2,6:58.0,,D. Booker enters the game for M. Bridges,38,39
138,2,6:58.0,,E. Okobo enters the game for R. Rubio,38,39
139,2,6:58.0,,D. Ayton misses free throw 1 of 1,38,39
140,2,6:53.0,Defensive rebound by T. Maker,,38,39
141,2,6:33.0,L. Galloway misses 2-pt layup from 7 ft,,38,39
142,2,6:32.0,,Defensive rebound by D. Ayton,38,39
143,2,6:20.0,,J. Carter misses 3-pt jump shot from 22 ft,38,39
144,2,6:18.0,Defensive rebound by T. Maker,,38,39
145,2,6:09.0,Personal foul by D. Šarić (drawn by T. Maker),,38,39
146,2,6:09.0,C. Wood enters the game for S. Doumbouya,,38,39
147,2,6:09.0,,A. Baynes enters the game for D. Ayton,38,39
148,2,6:00.0,D. Rose misses 2-pt layup from 2 ft,,38,39
149,2,5:58.0,,Defensive rebound by A. Baynes,38,39
150,2,5:45.0,,E. Okobo makes 2-pt jump shot from 13 ft (assist by D. Šarić),38,41
151,2,5:25.0,T. Snell makes 2-pt jump shot from 12 ft (assist by T. Maker),,40,41
152,2,5:13.0,,Personal foul by T. Maker (drawn by D. Booker),40,41
153,2,5:13.0,S. Mykhailiuk enters the game for L. Galloway,,40,41
154,2,5:13.0,,M. Bridges enters the game for D. Šarić,40,41
155,2,5:10.0,,Personal foul by T. Snell (drawn by D. Booker),40,41
156,2,4:56.0,,M. Bridges makes 2-pt jump shot from 10 ft (assist by J. Carter),40,43
157,2,4:30.0,C. Wood misses 2-pt layup from 3 ft,,40,43
158,2,4:28.0,,Defensive rebound by A. Baynes,40,43
159,2,4:21.0,,E. Okobo makes 2-pt layup from 1 ft,40,45
160,2,4:05.0,Turnover by D. Rose (lost ball; steal by J. Carter),,40,45
161,2,4:02.0,,E. Okobo makes 2-pt layup from 1 ft (assist by D. Booker),40,47
162,2,3:52.0,D. Rose makes 2-pt layup at rim,,42,47
163,2,3:52.0,,Phoenix full timeout,42,47
164,2,3:52.0,J. Henson enters the game for T. Maker,,42,47
165,2,3:52.0,,C. Johnson enters the game for J. Carter,42,47
166,2,3:35.0,,A. Baynes misses 3-pt jump shot from 25 ft,42,47
167,2,3:31.0,,Offensive rebound by C. Johnson,42,47
168,2,3:21.0,,Turnover by E. Okobo (bad pass; steal by D. Rose),42,47
169,2,3:02.0,J. Henson misses 2-pt layup from 1 ft,,42,47
170,2,3:00.0,,Defensive rebound by E. Okobo,42,47
171,2,2:51.0,,Turnover by A. Baynes (off goaltending),42,47
172,2,2:51.0,,Phoenix full timeout,42,47
173,2,2:51.0,,Instant Replay (Challenge: Ruling Stands),42,47
174,2,2:51.0,,D. Ayton enters the game for A. Baynes,42,47
175,2,2:51.0,,R. Rubio enters the game for E. Okobo,42,47
176,2,2:38.0,D. Rose misses 3-pt jump shot from 22 ft (block by D. Ayton),,42,47
177,2,2:36.0,Offensive rebound by D. Rose,,42,47
178,2,2:35.0,S. Mykhailiuk makes 3-pt jump shot from 25 ft (assist by D. Rose),,45,47
179,2,2:14.0,,D. Ayton makes 2-pt hook shot from 4 ft (assist by D. Booker),45,49
180,2,2:00.0,D. Rose makes 2-pt jump shot from 14 ft,,47,49
181,2,1:42.0,,D. Booker misses 2-pt jump shot from 10 ft,47,49
182,2,1:39.0,Defensive rebound by C. Wood,,47,49
183,2,1:31.0,C. Wood misses 2-pt jump shot from 17 ft,,47,49
184,2,1:29.0,,Defensive rebound by R. Rubio,47,49
185,2,1:22.0,,M. Bridges misses 3-pt jump shot from 23 ft,47,49
186,2,1:20.0,,Offensive rebound by D. Ayton,47,49
187,2,1:16.0,,C. Johnson misses 2-pt layup from 4 ft (block by C. Wood),47,49
188,2,1:15.0,Defensive rebound by T. Snell,,47,49
189,2,1:09.0,Personal foul by D. Booker (drawn by C. Wood),,47,49
190,2,1:00.0,D. Rose makes 2-pt layup from 1 ft (assist by T. Snell),,49,49
191,2,0:49.0,,R. Rubio makes 2-pt layup from 1 ft,49,51
192,2,0:29.0,J. Henson makes 2-pt dunk from 1 ft (assist by S. Mykhailiuk),,51,51
193,2,0:16.0,,D. Booker makes 2-pt jump shot from 12 ft (assist by R. Rubio),51,53
194,2,0:03.0,Personal foul by R. Rubio (drawn by C. Wood),,51,53
195,2,0:03.0,J. Henson misses free throw 1 of 2,,51,53
196,2,0:03.0,Offensive rebound by Team,,51,53
197,2,0:03.0,J. Henson makes free throw 2 of 2,,52,53
198,2,0:00.0,,C. Johnson misses 3-pt jump shot from 27 ft,52,53
199,2,0:00.0,,Offensive rebound by Team,52,53
200,3,11:43.0,,Turnover by D. Booker (bad pass; steal by C. Wood),52,53
201,3,11:24.0,D. Rose misses 2-pt jump shot from 10 ft,,52,53
202,3,11:24.0,,Defensive rebound by Team,52,53
203,3,11:24.0,Loose ball foul by J. Henson (drawn by M. Bridges),,52,53
204,3,11:14.0,,Turnover by D. Booker (bad pass),52,53
205,3,10:49.0,D. Rose misses 2-pt jump shot from 11 ft,,52,53
206,3,10:47.0,,Defensive rebound by D. Booker,52,53
207,3,10:45.0,,D. Booker misses 2-pt layup from 2 ft,52,53
208,3,10:43.0,Defensive rebound by J. Henson,,52,53
209,3,10:38.0,S. Mykhailiuk misses 2-pt layup from 1 ft,,52,53
210,3,10:37.0,Offensive rebound by C. Wood,,52,53
211,3,10:37.0,C. Wood makes 2-pt layup from 1 ft,,54,53
212,3,10:37.0,Shooting foul by D. Šarić (drawn by C. Wood),,54,53
213,3,10:37.0,C. Wood makes free throw 1 of 1,,55,53
214,3,10:25.0,,Personal foul by J. Henson (drawn by D. Ayton),55,53
215,3,10:17.0,,D. Ayton makes 2-pt jump shot from 12 ft (assist by D. Šarić),55,55
216,3,9:58.0,S. Mykhailiuk misses 3-pt jump shot from 25 ft,,55,55
217,3,9:56.0,,Defensive rebound by D. Ayton,55,55
218,3,9:46.0,,D. Šarić makes 3-pt jump shot from 25 ft (assist by M. Bridges),55,58
219,3,9:28.0,J. Henson makes 3-pt jump shot from 23 ft (assist by T. Snell),,58,58
220,3,9:10.0,,D. Ayton misses 2-pt jump shot from 11 ft,58,58
221,3,9:08.0,Defensive rebound by C. Wood,,58,58
222,3,8:56.0,C. Wood misses 3-pt jump shot from 25 ft,,58,58
223,3,8:53.0,,Defensive rebound by D. Booker,58,58
224,3,8:47.0,,M. Bridges makes 3-pt jump shot from 23 ft (assist by D. Booker),58,61
225,3,8:30.0,D. Rose misses 2-pt layup from 1 ft (block by M. Bridges),,58,61
226,3,8:29.0,Offensive rebound by Team,,58,61
227,3,8:27.0,Turnover by S. Mykhailiuk (bad pass; steal by D. Booker),,58,61
228,3,8:24.0,,D. Booker makes 2-pt layup from 1 ft,58,63
229,3,8:22.0,Detroit full timeout,,58,63
230,3,8:01.0,S. Mykhailiuk misses 2-pt layup from 1 ft,,58,63
231,3,8:00.0,,Defensive rebound by D. Ayton,58,63
232,3,7:44.0,,R. Rubio misses 3-pt jump shot from 24 ft,58,63
233,3,7:42.0,Defensive rebound by J. Henson,,58,63
234,3,7:38.0,Personal foul by R. Rubio (drawn by C. Wood),,58,63
235,3,7:32.0,T. Snell makes 2-pt layup from 1 ft (assist by S. Mykhailiuk),,60,63
236,3,7:12.0,,Personal foul by J. Henson (drawn by D. Booker),60,63
237,3,7:10.0,,Turnover by M. Bridges (bad pass; steal by D. Rose),60,63
238,3,7:08.0,D. Rose misses 2-pt jump shot from 2 ft (block by M. Bridges),,60,63
239,3,7:07.0,Offensive rebound by D. Rose,,60,63
240,3,7:06.0,D. Rose makes 2-pt layup from 1 ft,,62,63
241,3,7:04.0,,Technical foul by D. Rose,62,63
242,3,7:04.0,,D. Booker makes technical free throw,62,64
243,3,6:53.0,,D. Booker makes 2-pt jump shot from 12 ft (assist by R. Rubio),62,66
244,3,6:35.0,C. Wood makes 2-pt layup from 1 ft (assist by D. Rose),,64,66
245,3,6:21.0,,D. Ayton makes 2-pt jump shot from 10 ft,64,68
246,3,6:06.0,D. Rose makes 2-pt layup at rim,,66,68
247,3,5:56.0,,Shooting foul by J. Henson (drawn by R. Rubio),66,68
248,3,5:56.0,,R. Rubio makes free throw 1 of 2,66,69
249,3,5:56.0,,R. Rubio makes free throw 2 of 2,66,70
250,3,5:39.0,Turnover by C. Wood (bad pass; steal by D. Booker),,66,70
251,3,5:36.0,,D. Booker makes 2-pt dunk from 2 ft,66,72
252,3,5:16.0,D. Rose makes 2-pt layup from 1 ft,,68,72
253,3,5:03.0,,Turnover by D. Booker (bad pass; steal by J. Henson),68,72
254,3,4:55.0,Shooting foul by D. Ayton (drawn by J. Henson),,68,72
255,3,4:55.0,J. Henson makes free throw 1 of 2,,69,72
256,3,4:55.0,B. Knight enters the game for D. Rose,,69,72
257,3,4:55.0,,C. Johnson enters the game for R. Rubio,69,72
