,QUARTER,TIME_REMAINING,DETROIT_ACTION,PHOENIX_ACTION,DETROIT_SCORE,PHOENIX_SCORE
258,3,4:55.0,,E. Okobo enters the game for D. Šarić,69,72
259,3,4:55.0,J. Henson misses free throw 2 of 2,,69,72
260,3,4:51.0,Offensive rebound by C. Wood,,69,72
261,3,4:45.0,S. Mykhailiuk makes 2-pt layup from 1 ft (assist by C. Wood),,71,72
262,3,4:24.0,,D. Booker misses 3-pt jump shot from 27 ft,71,72
263,3,4:22.0,Defensive rebound by J. Henson,,71,72
264,3,4:22.0,S. Doumbouya enters the game for J. Henson,,71,72
265,3,4:22.0,,J. Carter enters the game for M. Bridges,71,72
266,3,3:59.0,S. Mykhailiuk misses 3-pt jump shot from 27 ft,,71,72
267,3,3:57.0,,Defensive rebound by D. Booker,71,72
268,3,3:49.0,,Turnover by D. Booker (bad pass; steal by C. Wood),71,72
269,3,3:43.0,S. Doumbouya makes 2-pt layup from 1 ft (assist by C. Wood),,73,72
270,3,3:35.0,,Personal foul by T. Snell (drawn by D. Booker),73,72
271,3,3:35.0,,D. Booker misses free throw 1 of 2,73,72
272,3,3:35.0,,Offensive rebound by Team,73,72
273,3,3:35.0,L. Galloway enters the game for T. Snell,,73,72
274,3,3:35.0,,A. Baynes enters the game for D. Ayton,73,72
275,3,3:35.0,,D. Booker makes free throw 2 of 2,73,73
276,3,3:14.0,C. Wood makes 2-pt dunk from 1 ft (assist by L. Galloway),,75,73
277,3,3:04.0,,Personal foul by B. Knight (drawn by A. Baynes),75,73
278,3,3:04.0,,A. Baynes misses free throw 1 of 2,75,73
279,3,3:04.0,,Offensive rebound by Team,75,73
280,3,3:04.0,,A. Baynes makes free throw 2 of 2,75,74
281,3,2:50.0,S. Doumbouya misses 3-pt jump shot from 25 ft,,75,74
282,3,2:48.0,,Defensive rebound by J. Carter,75,74
283,3,2:39.0,,J. Carter misses 3-pt jump shot from 23 ft,75,74
284,3,2:35.0,Defensive rebound by B. Knight,,75,74
285,3,2:24.0,C. Wood makes 3-pt jump shot from 26 ft (assist by S. Mykhailiuk),,78,74
286,3,2:01.0,,Personal foul by C. Wood (drawn by A. Baynes),78,74
287,3,2:01.0,,Phoenix full timeout,78,74
288,3,2:01.0,D. Hall enters the game for S. Mykhailiuk,,78,74
289,3,2:01.0,K. Thomas enters the game for C. Wood,,78,74
290,3,2:01.0,,A. Baynes makes free throw 1 of 2,78,75
291,3,2:01.0,,A. Baynes makes free throw 2 of 2,78,76
292,3,1:40.0,B. Knight makes 3-pt jump shot from 25 ft,,81,76
293,3,1:19.0,,Turnover by E. Okobo (out of bounds lost ball),81,76
294,3,1:00.0,K. Thomas makes 3-pt jump shot from 26 ft (assist by B. Knight),,84,76
295,3,0:42.0,,Turnover by D. Booker (lost ball; steal by S. Doumbouya),84,76
296,3,0:26.0,S. Doumbouya misses 2-pt jump shot from 17 ft,,84,76
297,3,0:22.0,,Defensive rebound by A. Baynes,84,76
298,3,0:07.0,,D. Booker makes 3-pt jump shot from 29 ft,84,79
299,3,0:00.0,B. Knight misses 3-pt jump shot from 27 ft,,84,79
300,3,0:00.0,Offensive rebound by Team,,84,79
301,4,11:43.0,D. Rose makes 3-pt jump shot from 26 ft (assist by B. Knight),,87,79
302,4,11:24.0,,Turnover by D. Šarić (bad pass; steal by D. Hall),87,79
303,4,11:22.0,Turnover by L. Galloway (bad pass; steal by J. Carter),,87,79
304,4,11:17.0,,Personal foul by S. Doumbouya (drawn by R. Rubio),87,79
305,4,11:09.0,,R. Rubio makes 2-pt layup from 1 ft,87,81
306,4,10:50.0,L. Galloway misses 3-pt jump shot from 25 ft,,87,81
307,4,10:46.0,,Defensive rebound by D. Šarić,87,81
308,4,10:28.0,,Turnover by D. Ayton (3 sec),87,81
309,4,10:13.0,D. Rose makes 2-pt jump shot from 7 ft,,89,81
310,4,9:54.0,,R. Rubio makes 3-pt jump shot from 25 ft (assist by D. Ayton),89,84
311,4,9:26.0,D. Rose makes 2-pt jump shot from 21 ft (assist by D. Hall),,91,84
312,4,9:13.0,,R. Rubio misses 3-pt jump shot from 26 ft,91,84
313,4,9:10.0,Defensive rebound by D. Hall,,91,84
314,4,8:54.0,L. Galloway makes 3-pt jump shot from 23 ft (assist by S. Doumbouya),,94,84
315,4,8:53.0,,Phoenix full timeout,94,84
316,4,8:53.0,S. Mykhailiuk enters the game for B. Knight,,94,84
317,4,8:53.0,,D. Booker enters the game for J. Carter,94,84
318,4,8:34.0,,D. Ayton misses 2-pt jump shot from 14 ft,94,84
319,4,8:32.0,Defensive rebound by D. Hall,,94,84
320,4,8:16.0,D. Rose misses 2-pt jump shot from 13 ft,,94,84
321,4,8:13.0,,Defensive rebound by D. Šarić,94,84
322,4,7:57.0,,D. Šarić misses 2-pt jump shot from 2 ft (block by D. Rose),94,84
323,4,7:54.0,,Offensive rebound by D. Šarić,94,84
324,4,7:53.0,,Turnover by D. Šarić (bad pass; steal by S. Mykhailiuk),94,84
325,4,7:51.0,S. Mykhailiuk misses 2-pt layup from 1 ft (block by D. Ayton),,94,84
326,4,7:51.0,Offensive rebound by Team,,94,84
327,4,7:51.0,,C. Johnson enters the game for D. Šarić,94,84
328,4,7:37.0,S. Mykhailiuk misses 2-pt jump shot from 6 ft (block by M. Bridges),,94,84
329,4,7:35.0,,Defensive rebound by D. Booker,94,84
330,4,7:21.0,,R. Rubio misses 3-pt jump shot from 25 ft,94,84
331,4,7:17.0,Defensive rebound by D. Rose,,94,84
332,4,7:10.0,L. Galloway misses 2-pt layup from 2 ft,,94,84
333,4,7:08.0,,Defensive rebound by C. Johnson,94,84
334,4,7:07.0,,Turnover by C. Johnson (bad pass; steal by S. Mykhailiuk),94,84
335,4,7:06.0,L. Galloway misses 3-pt jump shot from 22 ft,,94,84
336,4,7:02.0,,Defensive rebound by C. Johnson,94,84
337,4,6:53.0,,D. Ayton makes 2-pt hook shot from 1 ft (assist by R. Rubio),94,86
338,4,6:53.0,Detroit full timeout,,94,86
339,4,6:53.0,B. Knight enters the game for S. Doumbouya,,94,86
340,4,6:53.0,C. Wood enters the game for D. Rose,,94,86
341,4,6:33.0,Shooting foul by R. Rubio (drawn by D. Hall),,94,86
342,4,6:33.0,D. Hall makes free throw 1 of 2,,95,86
343,4,6:33.0,D. Hall misses free throw 2 of 2,,95,86
344,4,6:31.0,,Defensive rebound by D. Ayton,95,86
345,4,6:18.0,,R. Rubio makes 2-pt layup from 1 ft,95,88
346,4,5:54.0,B. Knight misses 3-pt jump shot from 26 ft,,95,88
347,4,5:50.0,Offensive rebound by D. Hall,,95,88
348,4,5:45.0,S. Mykhailiuk misses 3-pt jump shot from 24 ft,,95,88
349,4,5:42.0,Offensive rebound by C. Wood,,95,88
350,4,5:29.0,B. Knight makes 3-pt jump shot from 26 ft (assist by S. Mykhailiuk),,98,88
351,4,5:18.0,,Personal foul by L. Galloway (drawn by D. Booker),98,88
352,4,5:18.0,T. Snell enters the game for L. Galloway,,98,88
353,4,5:18.0,,A. Baynes enters the game for D. Ayton,98,88
354,4,5:18.0,,J. Carter enters the game for R. Rubio,98,88
355,4,5:12.0,,D. Booker makes 2-pt jump shot from 10 ft (assist by J. Carter),98,90
356,4,4:45.0,B. Knight makes 3-pt jump shot from 23 ft,,101,90
357,4,4:35.0,,Turnover by D. Booker (lost ball; steal by B. Knight),101,90
358,4,4:14.0,Shooting foul by A. Baynes (drawn by C. Wood),,101,90
359,4,4:14.0,C. Wood makes free throw 1 of 2,,102,90
360,4,4:14.0,,D. Ayton enters the game for A. Baynes,102,90
361,4,4:14.0,,R. Rubio enters the game for J. Carter,102,90
362,4,4:14.0,C. Wood misses free throw 2 of 2,,102,90
363,4,4:12.0,,Defensive rebound by C. Johnson,102,90
364,4,4:03.0,,C. Johnson makes 3-pt jump shot from 23 ft (assist by D. Booker),102,93
365,4,3:59.0,Detroit full timeout,,102,93
366,4,3:59.0,D. Rose enters the game for S. Mykhailiuk,,102,93
367,4,3:46.0,B. Knight makes 2-pt jump shot from 6 ft (assist by D. Rose),,104,93
368,4,3:33.0,,R. Rubio makes 2-pt jump shot from 16 ft,104,95
369,4,3:21.0,Personal foul by D. Booker (drawn by B. Knight),,104,95
370,4,3:10.0,D. Rose makes 2-pt jump shot from 6 ft,,106,95
371,4,3:05.0,,M. Bridges makes 2-pt layup from 1 ft (assist by R. Rubio),106,97
372,4,3:05.0,,Shooting foul by D. Hall (drawn by M. Bridges),106,97
373,4,3:05.0,,M. Bridges makes free throw 1 of 1,106,98
374,4,2:42.0,B. Knight misses 3-pt jump shot from 27 ft,,106,98
375,4,2:39.0,Offensive rebound by C. Wood,,106,98
376,4,2:37.0,B. Knight makes 3-pt jump shot from 27 ft (assist by C. Wood),,109,98
377,4,2:25.0,,C. Johnson makes 3-pt jump shot from 23 ft (assist by M. Bridges),109,101
378,4,1:59.0,D. Rose misses 2-pt jump shot from 19 ft,,109,101
