,QUARTER,TIME_REMAINING,PORTLAND_ACTION,UTAH_ACTION,PORTLAND_SCORE,UTAH_SCORE
0,1,11:37.0,,Turnover by J. Ingles (bad pass),0,0
1,1,11:13.0,Turnover by D. Lillard (bad pass; steal by M. Conley),,0,0
2,1,11:11.0,,M. Conley makes 2-pt layup from 2 ft,0,2
3,1,10:56.0,D. Lillard makes 3-pt jump shot from 28 ft,,3,2
4,1,10:40.0,,Shooting foul by C. McCollum (drawn by D. Mitchell),3,2
5,1,10:40.0,,D. Mitchell misses free throw 1 of 2,3,2
6,1,10:40.0,,Offensive rebound by Team,3,2
7,1,10:40.0,,D. Mitchell makes free throw 2 of 2,3,3
8,1,10:24.0,C. McCollum makes 2-pt jump shot from 3 ft,,5,3
9,1,9:59.0,,M. Conley misses 3-pt jump shot from 24 ft,5,3
10,1,9:56.0,Defensive rebound by D. Lillard,,5,3
11,1,9:47.0,Personal foul by J. Ingles (drawn by D. Lillard),,5,3
12,1,9:40.0,C. Anthony misses 3-pt jump shot from 23 ft,,5,3
13,1,9:38.0,,Defensive rebound by D. Mitchell,5,3
14,1,9:32.0,,Shooting foul by C. Swanigan (drawn by R. Gobert),5,3
15,1,9:32.0,,R. Gobert misses free throw 1 of 2,5,3
16,1,9:32.0,,Offensive rebound by Team,5,3
17,1,9:32.0,,R. Gobert makes free throw 2 of 2,5,4
18,1,9:22.0,D. Lillard makes 3-pt jump shot from 31 ft,,8,4
19,1,9:09.0,,Turnover by J. Ingles (bad pass; steal by D. Lillard),8,4
20,1,9:00.0,C. McCollum makes 2-pt jump shot from 13 ft (assist by C. Swanigan),,10,4
21,1,8:56.0,,Utah full timeout,10,4
22,1,8:43.0,,D. Mitchell makes 2-pt layup from 3 ft (assist by R. Gobert),10,6
23,1,8:20.0,T. Ariza makes 2-pt hook shot from 7 ft,,12,6
24,1,8:06.0,,Offensive foul by J. Ingles (drawn by T. Ariza),12,6
25,1,8:06.0,,Turnover by J. Ingles (offensive foul),12,6
26,1,8:06.0,,R. O'Neale enters the game for J. Ingles,12,6
27,1,7:49.0,C. Anthony misses 2-pt jump shot from 20 ft,,12,6
28,1,7:46.0,,Defensive rebound by D. Mitchell,12,6
29,1,7:37.0,,D. Mitchell misses 2-pt jump shot from 11 ft,12,6
30,1,7:34.0,Defensive rebound by C. Swanigan,,12,6
31,1,7:27.0,C. McCollum misses 3-pt jump shot from 34 ft,,12,6
32,1,7:25.0,,Defensive rebound by D. Mitchell,12,6
33,1,7:18.0,,R. Gobert makes 2-pt dunk from 2 ft,12,8
34,1,7:03.0,C. McCollum makes 3-pt jump shot from 26 ft (assist by D. Lillard),,15,8
35,1,6:34.0,,D. Mitchell makes 2-pt jump shot from 18 ft,15,10
36,1,6:21.0,D. Lillard makes 3-pt jump shot from 29 ft,,18,10
37,1,6:07.0,,R. Gobert makes 2-pt dunk from 2 ft (assist by B. Bogdanović),18,12
38,1,5:46.0,D. Lillard makes 3-pt jump shot from 25 ft,,21,12
39,1,5:34.0,,Shooting foul by C. McCollum (drawn by D. Mitchell),21,12
40,1,5:34.0,,D. Mitchell makes free throw 1 of 2,21,13
41,1,5:34.0,G. Trent enters the game for C. McCollum,,21,13
42,1,5:34.0,,J. Clarkson enters the game for M. Conley,21,13
43,1,5:34.0,,D. Mitchell makes free throw 2 of 2,21,14
44,1,5:20.0,G. Trent makes 2-pt jump shot from 19 ft,,23,14
45,1,5:01.0,,J. Clarkson misses 2-pt jump shot from 8 ft,23,14
46,1,4:59.0,Defensive rebound by C. Swanigan,,23,14
47,1,4:51.0,Turnover by D. Lillard (bad pass; steal by B. Bogdanović),,23,14
48,1,4:47.0,,J. Clarkson misses 3-pt jump shot from 23 ft,23,14
49,1,4:43.0,,Offensive rebound by R. Gobert,23,14
50,1,4:42.0,,R. Gobert misses 2-pt layup from 2 ft (block by C. Swanigan),23,14
51,1,4:42.0,Defensive rebound by C. Swanigan,,23,14
