,QUARTER,TIME_REMAINING,CHARLOTTE_ACTION,MINNESOTA_ACTION,CHARLOTTE_SCORE,MINNESOTA_SCORE
383,4,8:47.0,W. Hernangómez makes 2-pt layup at rim (assist by C. Martin),,93,89
384,4,8:47.0,,Minnesota full timeout,93,89
385,4,8:47.0,,D. Russell enters the game for J. McLaughlin,93,89
386,4,8:29.0,,D. Russell makes 2-pt jump shot from 13 ft,93,91
387,4,8:15.0,M. Monk misses 3-pt jump shot from 25 ft,,93,91
388,4,8:14.0,,Defensive rebound by Team,93,91
389,4,8:06.0,,Personal foul by C. Martin (drawn by D. Russell),93,91
390,4,8:04.0,,Personal foul by C. Martin (drawn by D. Russell),93,91
391,4,7:56.0,,D. Russell misses 2-pt jump shot from 17 ft,93,91
392,4,7:55.0,Defensive rebound by Team,,93,91
393,4,7:35.0,W. Hernangómez misses 2-pt jump shot from 10 ft,,93,91
394,4,7:33.0,Offensive rebound by D. Bacon,,93,91
395,4,7:32.0,Turnover by D. Bacon (bad pass; steal by N. Reid),,93,91
396,4,7:27.0,,J. Okogie misses 2-pt layup from 2 ft,93,91
397,4,7:25.0,,Offensive rebound by M. Beasley,93,91
398,4,7:25.0,,M. Beasley makes 2-pt layup from 1 ft,93,93
399,4,7:13.0,M. Monk misses 2-pt jump shot from 6 ft,,93,93
400,4,7:13.0,,Defensive rebound by J. Hernangómez,93,93
401,4,6:58.0,,D. Russell misses 2-pt jump shot from 9 ft,93,93
402,4,6:56.0,Defensive rebound by D. Bacon,,93,93
403,4,6:37.0,M. Bridges makes 2-pt dunk from 1 ft,,95,93
404,4,6:21.0,,N. Reid misses 2-pt layup from 5 ft,95,93
405,4,6:19.0,Defensive rebound by M. Monk,,95,93
406,4,6:15.0,Turnover by M. Monk (bad pass),,95,93
407,4,6:15.0,B. Biyombo enters the game for D. Bacon,,95,93
408,4,6:15.0,D. Graham enters the game for M. Bridges,,95,93
409,4,6:15.0,J. McDaniels enters the game for W. Hernangómez,,95,93
410,4,6:15.0,P. Washington enters the game for C. Martin,,95,93
411,4,5:56.0,,J. Okogie misses 3-pt jump shot from 26 ft,95,93
412,4,5:53.0,Defensive rebound by J. McDaniels,,95,93
413,4,5:35.0,P. Washington misses 2-pt jump shot from 6 ft,,95,93
414,4,5:35.0,Offensive rebound by B. Biyombo,,95,93
415,4,5:35.0,Shooting foul by N. Reid (drawn by B. Biyombo),,95,93
416,4,5:35.0,B. Biyombo misses free throw 1 of 2,,95,93
417,4,5:35.0,Offensive rebound by Team,,95,93
418,4,5:35.0,,J. Johnson enters the game for J. Hernangómez,95,93
419,4,5:35.0,B. Biyombo makes free throw 2 of 2,,96,93
420,4,5:18.0,,D. Russell makes 2-pt layup from 1 ft,96,95
421,4,5:04.0,D. Graham misses 2-pt jump shot from 20 ft,,96,95
422,4,5:01.0,,Defensive rebound by M. Beasley,96,95
423,4,4:56.0,,D. Russell makes 3-pt jump shot from 27 ft (assist by M. Beasley),96,98
424,4,4:54.0,Charlotte full timeout,,96,98
425,4,4:54.0,M. Bridges enters the game for J. McDaniels,,96,98
426,4,4:35.0,D. Graham makes 3-pt jump shot from 25 ft,,99,98
427,4,4:19.0,,M. Beasley makes 2-pt jump shot from 10 ft (assist by D. Russell),99,100
428,4,4:00.0,M. Monk makes 2-pt jump shot from 6 ft,,101,100
429,4,3:44.0,,J. Johnson misses 3-pt jump shot from 23 ft,101,100
430,4,3:42.0,,Offensive rebound by J. Okogie,101,100
431,4,3:41.0,,M. Beasley misses 3-pt jump shot from 26 ft,101,100
432,4,3:40.0,,Offensive rebound by J. Johnson,101,100
433,4,3:40.0,,J. Johnson misses 2-pt layup from 1 ft,101,100
434,4,3:37.0,,Offensive rebound by J. Okogie,101,100
435,4,3:37.0,,J. Okogie misses 2-pt layup from 1 ft,101,100
436,4,3:36.0,,Offensive rebound by Team,101,100
437,4,3:36.0,,J. Hernangómez enters the game for N. Reid,101,100
438,4,3:36.0,,Minnesota full timeout,101,100
439,4,3:31.0,,D. Russell misses 3-pt jump shot from 28 ft,101,100
440,4,3:28.0,Defensive rebound by P. Washington,,101,100
441,4,3:24.0,,Violation by Team (kicked ball),101,100
442,4,3:16.0,D. Graham misses 3-pt jump shot from 23 ft,,101,100
443,4,3:13.0,,Defensive rebound by J. Okogie,101,100
444,4,2:54.0,,J. Hernangómez misses 3-pt jump shot from 25 ft,101,100
445,4,2:52.0,Defensive rebound by D. Graham,,101,100
446,4,2:27.0,M. Bridges makes 3-pt jump shot from 26 ft (assist by P. Washington),,104,100
447,4,2:09.0,,M. Beasley misses 3-pt jump shot from 26 ft,104,100
448,4,2:07.0,,Offensive rebound by J. Hernangómez,104,100
449,4,2:07.0,,J. Hernangómez makes 2-pt layup from 1 ft,104,102
450,4,1:43.0,Shooting foul by D. Russell (drawn by M. Bridges),,104,102
451,4,1:43.0,M. Bridges misses free throw 1 of 3,,104,102
452,4,1:43.0,Offensive rebound by Team,,104,102
453,4,1:43.0,M. Bridges makes free throw 2 of 3,,105,102
454,4,1:43.0,M. Bridges makes free throw 3 of 3,,106,102
455,4,1:22.0,,M. Beasley misses 2-pt jump shot from 11 ft (block by M. Monk),106,102
456,4,1:20.0,,Offensive rebound by M. Beasley,106,102
457,4,1:19.0,,J. Hernangómez misses 2-pt layup from 2 ft (block by M. Monk),106,102
458,4,1:18.0,,Offensive rebound by J. Hernangómez,106,102
459,4,1:16.0,,J. Hernangómez misses 2-pt layup from 2 ft,106,102
460,4,1:14.0,Defensive rebound by P. Washington,,106,102
461,4,0:54.0,D. Graham makes 3-pt jump shot from 27 ft,,109,102
462,4,0:54.0,,Minnesota full timeout,109,102
463,4,0:54.0,,A. Crabbe enters the game for J. Okogie,109,102
464,4,0:52.0,,D. Russell misses 3-pt jump shot from 33 ft,109,102
465,4,0:49.0,,Offensive rebound by A. Crabbe,109,102
466,4,0:45.0,,Turnover by D. Russell (lost ball; steal by P. Washington),109,102
467,4,0:26.0,M. Monk makes 2-pt layup from 1 ft,,111,102
468,4,0:26.0,,Minnesota full timeout,111,102
469,4,0:23.0,,J. Hernangómez makes 3-pt jump shot from 29 ft (assist by J. Johnson),111,105
470,4,0:23.0,Charlotte full timeout,,111,105
471,4,0:23.0,C. Martin enters the game for B. Biyombo,,111,105
472,4,0:23.0,,J. Okogie enters the game for A. Crabbe,111,105
473,4,0:23.0,,J. Vanderbilt enters the game for D. Russell,111,105
474,4,0:21.0,Personal take foul by J. Okogie (drawn by D. Graham),,111,105
475,4,0:21.0,D. Graham makes free throw 1 of 2,,112,105
476,4,0:21.0,B. Biyombo enters the game for C. Martin,,112,105
477,4,0:21.0,,J. McLaughlin enters the game for J. Okogie,112,105
478,4,0:21.0,,D. Russell enters the game for J. Vanderbilt,112,105
479,4,0:21.0,D. Graham makes free throw 2 of 2,,113,105
480,4,0:15.0,,D. Russell misses 3-pt jump shot from 23 ft (block by M. Bridges),113,105
481,4,0:14.0,,Offensive rebound by Team,113,105
482,4,0:11.0,,M. Beasley makes 3-pt jump shot from 26 ft (assist by J. McLaughlin),113,108
483,4,0:10.0,Charlotte full timeout,,113,108
484,4,0:10.0,C. Martin enters the game for B. Biyombo,,113,108
485,4,0:09.0,Personal take foul by M. Beasley (drawn by M. Bridges),,113,108
486,4,0:09.0,M. Bridges makes free throw 1 of 2,,114,108
487,4,0:09.0,M. Bridges makes free throw 2 of 2,,115,108
488,4,0:05.0,,J. Hernangómez misses 3-pt jump shot from 24 ft,115,108
489,4,0:01.0,Defensive rebound by P. Washington,,115,108
