,QUARTER,TIME_REMAINING,LA LAKERS_ACTION,PHILADELPHIA_ACTION,LA LAKERS_SCORE,PHILADELPHIA_SCORE
50,1,5:44.0,Defensive rebound by A. Davis,,16,14
51,1,5:42.0,Turnover by A. Davis (lost ball; steal by B. Simmons),,16,14
52,1,5:32.0,,M. Thybulle makes 3-pt jump shot from 24 ft (assist by S. Milton),16,17
53,1,5:19.0,Turnover by L. James (bad pass; steal by B. Simmons),,16,17
54,1,5:15.0,,Turnover by T. Harris (step out of bounds),16,17
55,1,5:15.0,K. Caldwell-Pope enters the game for D. Green,,16,17
56,1,5:15.0,K. Kuzma enters the game for D. Howard,,16,17
57,1,5:15.0,,F. Korkmaz enters the game for S. Milton,16,17
58,1,5:15.0,,R. Neto enters the game for B. Simmons,16,17
59,1,4:58.0,A. Davis misses 2-pt hook shot from 3 ft,,16,17
60,1,4:56.0,,Defensive rebound by T. Harris,16,17
61,1,4:51.0,,T. Harris misses 2-pt hook shot from 6 ft,16,17
62,1,4:48.0,Defensive rebound by A. Davis,,16,17
63,1,4:43.0,A. Davis misses 2-pt layup from 2 ft,,16,17
64,1,4:41.0,,Defensive rebound by T. Harris,16,17
65,1,4:36.0,,Philadelphia full timeout,16,17
66,1,4:28.0,,T. Harris makes 3-pt jump shot from 24 ft (assist by R. Neto),16,20
67,1,4:05.0,L. James makes 2-pt layup from 2 ft,,18,20
68,1,3:42.0,,R. Neto makes 3-pt jump shot from 26 ft (assist by T. Harris),18,23
69,1,3:27.0,Turnover by A. Davis (bad pass; steal by M. Thybulle),,18,23
70,1,3:13.0,,A. Horford makes 2-pt jump shot from 17 ft,18,25
71,1,2:58.0,Turnover by L. James (bad pass),,18,25
72,1,2:58.0,A. Caruso enters the game for A. Bradley,,18,25
73,1,2:58.0,R. Rondo enters the game for L. James,,18,25
74,1,2:58.0,,M. Scott enters the game for T. Harris,18,25
75,1,2:58.0,,B. Simmons enters the game for A. Horford,18,25
76,1,2:58.0,,Z. Smith enters the game for M. Thybulle,18,25
77,1,2:48.0,,B. Simmons makes 2-pt layup from 1 ft,18,27
78,1,2:33.0,Offensive foul by A. Davis (drawn by R. Neto),,18,27
79,1,2:33.0,Turnover by A. Davis (offensive foul),,18,27
80,1,2:20.0,,F. Korkmaz makes 3-pt jump shot from 26 ft (assist by R. Neto),18,30
81,1,2:18.0,LA Lakers full timeout,,18,30
82,1,2:00.0,A. Davis makes 2-pt jump shot from 5 ft (assist by R. Rondo),,20,30
83,1,2:00.0,Shooting foul by M. Scott (drawn by A. Davis),,20,30
84,1,2:00.0,A. Davis makes free throw 1 of 1,,21,30
85,1,1:42.0,,Offensive foul by B. Simmons (drawn by A. Caruso),21,30
86,1,1:42.0,,Turnover by B. Simmons (offensive foul),21,30
87,1,1:29.0,R. Rondo makes 2-pt layup from 2 ft,,23,30
88,1,1:08.0,,Turnover by R. Neto (lost ball; steal by A. Caruso),23,30
89,1,1:00.0,A. Davis makes 2-pt dunk at rim (assist by K. Kuzma),,25,30
90,1,0:38.0,,F. Korkmaz makes 3-pt jump shot from 26 ft (assist by Z. Smith),25,33
91,1,0:31.0,A. Caruso misses 3-pt jump shot from 25 ft,,25,33
92,1,0:29.0,,Defensive rebound by Team,25,33
93,1,0:29.0,Loose ball foul by K. Kuzma (drawn by B. Simmons),,25,33
94,1,0:07.0,,B. Simmons misses 2-pt layup from 2 ft,25,33
95,1,0:06.0,,Offensive rebound by M. Scott,25,33
96,1,0:05.0,,M. Scott makes 2-pt layup at rim,25,35
97,2,11:39.0,,R. Neto misses 3-pt jump shot from 26 ft,25,35
98,2,11:35.0,Defensive rebound by L. James,,25,35
99,2,11:30.0,L. James makes 2-pt layup from 1 ft,,27,35
100,2,11:14.0,,T. Harris makes 2-pt jump shot from 5 ft,27,37
101,2,10:52.0,Shooting foul by S. Milton (drawn by L. James),,27,37
102,2,10:52.0,L. James makes free throw 1 of 2,,28,37
103,2,10:52.0,L. James makes free throw 2 of 2,,29,37
104,2,10:40.0,,T. Harris misses 2-pt jump shot from 11 ft,29,37
105,2,10:38.0,Defensive rebound by L. James,,29,37
106,2,10:37.0,Personal take foul by R. Neto (drawn by L. James),,29,37
107,2,10:29.0,K. Kuzma misses 3-pt jump shot from 25 ft,,29,37
108,2,10:26.0,,Defensive rebound by J. Ennis,29,37
109,2,10:11.0,,J. Ennis misses 3-pt jump shot from 25 ft,29,37
110,2,10:06.0,Defensive rebound by J. Dudley,,29,37
111,2,10:02.0,Shooting foul by J. Ennis (drawn by L. James),,29,37
112,2,10:02.0,L. James makes free throw 1 of 2,,30,37
113,2,10:02.0,L. James makes free throw 2 of 2,,31,37
114,2,9:53.0,,Personal foul by L. James (drawn by S. Milton),31,37
115,2,9:37.0,,S. Milton misses 3-pt jump shot from 26 ft,31,37
116,2,9:34.0,,Offensive rebound by T. Harris,31,37
117,2,9:34.0,,Shooting foul by L. James (drawn by T. Harris),31,37
118,2,9:34.0,,T. Harris makes free throw 1 of 2,31,38
119,2,9:34.0,,T. Harris makes free throw 2 of 2,31,39
120,2,9:12.0,R. Rondo misses 3-pt jump shot from 26 ft,,31,39
121,2,9:09.0,,Defensive rebound by B. Simmons,31,39
122,2,8:56.0,,S. Milton misses 3-pt jump shot from 26 ft,31,39
123,2,8:53.0,Defensive rebound by K. Caldwell-Pope,,31,39
124,2,8:46.0,K. Kuzma makes 2-pt jump shot from 3 ft (assist by R. Rondo),,33,39
125,2,8:22.0,,J. Ennis misses 2-pt layup from 3 ft,33,39
126,2,8:19.0,Defensive rebound by L. James,,33,39
127,2,8:14.0,L. James misses 2-pt layup from 3 ft,,33,39
128,2,8:12.0,,Defensive rebound by R. Neto,33,39
129,2,8:03.0,,J. Ennis makes 2-pt layup from 3 ft (assist by R. Neto),33,41
130,2,8:01.0,LA Lakers full timeout,,33,41
131,2,8:01.0,,Technical foul by K. Caldwell-Pope,33,41
132,2,8:01.0,,A. Horford enters the game for J. Ennis,33,41
133,2,8:01.0,,M. Thybulle enters the game for R. Neto,33,41
134,2,8:01.0,,T. Harris makes technical free throw,33,42
135,2,7:46.0,J. Dudley makes 3-pt jump shot from 24 ft (assist by L. James),,36,42
136,2,7:26.0,,B. Simmons misses 2-pt layup from 1 ft,36,42
137,2,7:24.0,Defensive rebound by L. James,,36,42
138,2,7:06.0,K. Kuzma misses 3-pt jump shot from 25 ft,,36,42
139,2,7:03.0,,Defensive rebound by S. Milton,36,42
140,2,6:46.0,,A. Horford makes 2-pt layup from 2 ft,36,44
141,2,6:37.0,J. Dudley misses 3-pt jump shot from 27 ft,,36,44
142,2,6:33.0,,Defensive rebound by S. Milton,36,44
143,2,6:18.0,,T. Harris makes 2-pt jump shot from 10 ft,36,46
144,2,6:05.0,R. Rondo misses 3-pt jump shot from 26 ft,,36,46
145,2,6:02.0,,Defensive rebound by S. Milton,36,46
146,2,5:59.0,,Personal foul by J. Dudley (drawn by B. Simmons),36,46
147,2,5:59.0,A. Caruso enters the game for J. Dudley,,36,46
148,2,5:59.0,A. Davis enters the game for L. James,,36,46
149,2,5:59.0,D. Green enters the game for K. Kuzma,,36,46
150,2,5:59.0,D. Howard enters the game for R. Rondo,,36,46
151,2,5:59.0,,F. Korkmaz enters the game for S. Milton,36,46
152,2,5:49.0,,Turnover by M. Thybulle (lost ball; steal by A. Caruso),36,46
153,2,5:45.0,Shooting foul by T. Harris (drawn by A. Caruso),,36,46
154,2,5:45.0,A. Caruso makes free throw 1 of 2,,37,46
155,2,5:45.0,A. Caruso makes free throw 2 of 2,,38,46
156,2,5:35.0,,A. Horford misses 3-pt jump shot from 27 ft,38,46
157,2,5:32.0,Defensive rebound by D. Howard,,38,46
158,2,5:17.0,K. Caldwell-Pope misses 3-pt jump shot from 23 ft,,38,46
159,2,5:15.0,,Defensive rebound by Team,38,46
160,2,5:15.0,Loose ball foul by A. Davis (drawn by A. Horford),,38,46
161,2,5:15.0,,R. Neto enters the game for B. Simmons,38,46
162,2,5:03.0,,Turnover by R. Neto (bad pass; steal by D. Green),38,46
163,2,4:58.0,D. Green makes 2-pt layup from 2 ft (assist by A. Caruso),,40,46
164,2,4:38.0,,Personal foul by D. Green (drawn by R. Neto),40,46
165,2,4:38.0,,R. Neto misses free throw 1 of 2,40,46
166,2,4:38.0,,Offensive rebound by Team,40,46
167,2,4:38.0,A. Bradley enters the game for K. Caldwell-Pope,,40,46
168,2,4:38.0,,R. Neto makes free throw 2 of 2,40,47
169,2,4:29.0,A. Davis makes 2-pt jump shot from 10 ft,,42,47
170,2,4:09.0,,Turnover by F. Korkmaz (bad pass; steal by A. Davis),42,47
171,2,3:58.0,A. Davis makes 2-pt jump shot from 5 ft (assist by A. Bradley),,44,47
172,2,3:58.0,,Philadelphia full timeout,44,47
173,2,3:58.0,,M. Scott enters the game for T. Harris,44,47
174,2,3:40.0,,A. Horford makes 3-pt jump shot from 27 ft (assist by F. Korkmaz),44,50
175,2,3:35.0,Personal take foul by R. Neto (drawn by D. Howard),,44,50
176,2,3:35.0,D. Howard misses free throw 1 of 2,,44,50
177,2,3:35.0,Offensive rebound by Team,,44,50
178,2,3:35.0,D. Howard misses free throw 2 of 2,,44,50
179,2,3:32.0,,Defensive rebound by M. Scott,44,50
180,2,3:14.0,,Turnover by M. Scott (out of bounds lost ball),44,50
181,2,3:12.0,Personal take foul by M. Scott (drawn by D. Howard),,44,50
182,2,3:12.0,D. Howard misses free throw 1 of 2,,44,50
183,2,3:12.0,Offensive rebound by Team,,44,50
184,2,3:12.0,L. James enters the game for A. Caruso,,44,50
185,2,3:12.0,,B. Simmons enters the game for R. Neto,44,50
186,2,3:12.0,D. Howard misses free throw 2 of 2,,44,50
187,2,3:10.0,,Defensive rebound by B. Simmons,44,50
188,2,2:56.0,,F. Korkmaz misses 3-pt jump shot from 27 ft,44,50
189,2,2:52.0,Defensive rebound by A. Davis,,44,50
190,2,2:51.0,Turnover by A. Davis (bad pass; steal by M. Thybulle),,44,50
191,2,2:46.0,,M. Scott misses 3-pt jump shot from 26 ft,44,50
192,2,2:43.0,,Offensive rebound by B. Simmons,44,50
193,2,2:41.0,,F. Korkmaz misses 3-pt jump shot from 26 ft,44,50
194,2,2:38.0,,Offensive rebound by B. Simmons,44,50
195,2,2:36.0,,M. Scott misses 3-pt jump shot from 23 ft,44,50
196,2,2:34.0,Defensive rebound by Team,,44,50
197,2,2:34.0,,Loose ball foul by B. Simmons (drawn by L. James),44,50
198,2,2:34.0,L. James makes free throw 1 of 2,,45,50
199,2,2:34.0,K. Kuzma enters the game for D. Howard,,45,50
200,2,2:34.0,L. James misses free throw 2 of 2,,45,50
201,2,2:31.0,,Defensive rebound by M. Scott,45,50
202,2,2:20.0,,Turnover by F. Korkmaz (traveling),45,50
203,2,2:08.0,A. Davis makes 2-pt dunk from 1 ft (assist by L. James),,47,50
204,2,2:01.0,,Personal foul by A. Davis (drawn by B. Simmons),47,50
205,2,2:01.0,,B. Simmons makes free throw 1 of 2,47,51
206,2,2:01.0,D. Howard enters the game for A. Davis,,47,51
207,2,2:01.0,,B. Simmons misses free throw 2 of 2,47,51
208,2,1:59.0,Defensive rebound by L. James,,47,51
209,2,1:59.0,Away from play foul by F. Korkmaz (drawn by D. Howard),,47,51
210,2,1:59.0,L. James makes free throw 1 of 1,,48,51
211,2,1:47.0,L. James misses 3-pt jump shot from 26 ft,,48,51
212,2,1:43.0,Offensive rebound by D. Howard,,48,51
213,2,1:34.0,A. Bradley misses 3-pt jump shot from 25 ft,,48,51
214,2,1:34.0,,Defensive rebound by Team,48,51
215,2,1:33.0,Loose ball foul by D. Howard (drawn by B. Simmons),,48,51
216,2,1:33.0,,B. Simmons makes free throw 1 of 2,48,52
217,2,1:33.0,,B. Simmons makes free throw 2 of 2,48,53
218,2,1:23.0,Turnover by D. Green (out of bounds lost ball),,48,53
219,2,1:09.0,,F. Korkmaz makes 3-pt jump shot from 27 ft (assist by A. Horford),48,56
220,2,1:01.0,Offensive foul by L. James (drawn by F. Korkmaz),,48,56
221,2,1:01.0,Turnover by L. James (offensive foul),,48,56
222,2,1:01.0,A. Caruso enters the game for L. James,,48,56
223,2,0:50.0,,F. Korkmaz misses 3-pt jump shot from 25 ft,48,56
224,2,0:47.0,Defensive rebound by D. Howard,,48,56
225,2,0:41.0,A. Bradley makes 2-pt layup from 1 ft (assist by A. Caruso),,50,56
226,2,0:28.0,,M. Thybulle makes 3-pt jump shot from 25 ft (assist by B. Simmons),50,59
227,2,0:18.0,K. Kuzma misses 3-pt jump shot from 25 ft,,50,59
228,2,0:15.0,,Defensive rebound by M. Scott,50,59
229,2,0:01.0,,F. Korkmaz misses 3-pt jump shot from 24 ft,50,59
230,2,0:01.0,Defensive rebound by K. Kuzma,,50,59
231,3,11:43.0,,T. Harris misses 2-pt jump shot from 15 ft,50,59
232,3,11:40.0,Defensive rebound by A. Davis,,50,59
233,3,11:30.0,L. James misses 2-pt jump shot from 20 ft,,50,59
234,3,11:27.0,,Defensive rebound by A. Horford,50,59
235,3,11:21.0,,T. Harris misses 3-pt jump shot from 27 ft,50,59
236,3,11:18.0,,Offensive rebound by S. Milton,50,59
237,3,11:18.0,,B. Simmons makes 2-pt layup from 1 ft (assist by S. Milton),50,61
238,3,11:18.0,,Shooting foul by A. Bradley (drawn by B. Simmons),50,61
239,3,11:18.0,,B. Simmons makes free throw 1 of 1,50,62
240,3,11:09.0,A. Davis misses 2-pt jump shot from 15 ft,,50,62
241,3,11:07.0,,Defensive rebound by B. Simmons,50,62
242,3,11:04.0,,Turnover by B. Simmons (traveling),50,62
243,3,10:47.0,L. James makes 2-pt layup from 1 ft (assist by A. Davis),,52,62
244,3,10:39.0,,S. Milton makes 3-pt jump shot from 26 ft (assist by B. Simmons),52,65
245,3,10:12.0,A. Davis misses 2-pt jump shot from 3 ft,,52,65
246,3,10:12.0,Offensive rebound by D. Green,,52,65
247,3,10:12.0,Turnover by Team (shot clock),,52,65
248,3,9:53.0,,T. Harris misses 2-pt jump shot from 8 ft,52,65
249,3,9:51.0,Defensive rebound by A. Davis,,52,65
250,3,9:42.0,L. James misses 3-pt jump shot from 26 ft,,52,65
251,3,9:39.0,,Defensive rebound by A. Horford,52,65
252,3,9:34.0,,T. Harris makes 3-pt jump shot from 26 ft (assist by B. Simmons),52,68
253,3,9:32.0,LA Lakers full timeout,,52,68
254,3,9:09.0,L. James misses 2-pt jump shot from 20 ft,,52,68
255,3,9:05.0,Offensive rebound by D. Howard,,52,68
256,3,9:04.0,A. Davis misses 3-pt jump shot from 26 ft,,52,68
257,3,9:01.0,,Defensive rebound by B. Simmons,52,68
258,3,8:46.0,,B. Simmons makes 2-pt hook shot from 3 ft,52,70
259,3,8:39.0,D. Green misses 3-pt jump shot from 26 ft,,52,70
260,3,8:36.0,,Defensive rebound by A. Horford,52,70
261,3,8:24.0,,T. Harris makes 2-pt jump shot from 14 ft,52,72
262,3,8:08.0,D. Green misses 2-pt jump shot from 16 ft,,52,72
263,3,8:05.0,,Defensive rebound by S. Milton,52,72
264,3,8:04.0,,Shooting foul by A. Bradley (drawn by S. Milton),52,72
265,3,8:04.0,,S. Milton misses free throw 1 of 2,52,72
266,3,8:04.0,,Offensive rebound by Team,52,72
267,3,8:04.0,K. Caldwell-Pope enters the game for A. Bradley,,52,72
268,3,8:04.0,K. Kuzma enters the game for D. Howard,,52,72
269,3,8:04.0,,S. Milton misses free throw 2 of 2,52,72
270,3,8:01.0,Defensive rebound by D. Green,,52,72
271,3,7:48.0,D. Green misses 3-pt jump shot from 26 ft,,52,72
272,3,7:44.0,,Defensive rebound by S. Milton,52,72
273,3,7:35.0,,T. Harris makes 2-pt dunk at rim,52,74
274,3,7:35.0,LA Lakers full timeout,,52,74
275,3,7:22.0,L. James makes 2-pt layup from 1 ft (assist by A. Davis),,54,74
276,3,7:05.0,,M. Thybulle misses 3-pt jump shot from 26 ft,54,74
277,3,7:02.0,Defensive rebound by L. James,,54,74
278,3,6:56.0,A. Davis makes 2-pt layup from 1 ft (assist by L. James),,56,74
279,3,6:56.0,,Philadelphia full timeout,56,74
280,3,6:39.0,,T. Harris makes 2-pt layup from 2 ft,56,76
281,3,6:19.0,Offensive foul by K. Kuzma (drawn by T. Harris),,56,76
282,3,6:19.0,Turnover by K. Kuzma (offensive foul),,56,76
283,3,6:00.0,,T. Harris misses 3-pt jump shot from 28 ft,56,76
284,3,5:57.0,Defensive rebound by K. Kuzma,,56,76
285,3,5:44.0,Turnover by L. James (back court),,56,76
286,3,5:44.0,,F. Korkmaz enters the game for S. Milton,56,76
287,3,5:33.0,,B. Simmons makes 2-pt jump shot from 2 ft,56,78
288,3,5:20.0,A. Davis makes 3-pt jump shot from 26 ft (assist by L. James),,59,78
289,3,4:56.0,,F. Korkmaz misses 3-pt jump shot from 26 ft,59,78
290,3,4:54.0,Defensive rebound by K. Kuzma,,59,78
291,3,4:37.0,K. Caldwell-Pope makes 2-pt jump shot from 20 ft (assist by L. James),,61,78
292,3,4:08.0,,Turnover by Team (shot clock),61,78
293,3,3:47.0,A. Davis makes 3-pt jump shot from 24 ft (assist by L. James),,64,78
294,3,3:27.0,,B. Simmons makes 2-pt layup from 1 ft,64,80
295,3,3:24.0,Technical foul by B. Simmons,,64,80
296,3,3:24.0,A. Caruso enters the game for D. Green,,64,80
297,3,3:24.0,R. Rondo enters the game for L. James,,64,80
298,3,3:24.0,,R. Neto enters the game for B. Simmons,64,80
299,3,3:24.0,A. Davis misses technical free throw,,64,80
300,3,3:24.0,Offensive rebound by Team,,64,80
301,3,3:15.0,Turnover by A. Davis (step out of bounds),,64,80
302,3,2:52.0,,Turnover by A. Horford (bad pass; steal by A. Davis),64,80
303,3,2:47.0,K. Kuzma misses 2-pt layup from 1 ft,,64,80
304,3,2:42.0,,Defensive rebound by T. Harris,64,80
305,3,2:42.0,,Offensive foul by F. Korkmaz (drawn by A. Davis),64,80
306,3,2:42.0,,Turnover by F. Korkmaz (offensive foul),64,80
307,3,2:30.0,A. Davis makes 2-pt dunk from 2 ft (assist by R. Rondo),,66,80
308,3,2:16.0,,A. Horford misses 3-pt jump shot from 27 ft,66,80
309,3,2:13.0,Defensive rebound by K. Kuzma,,66,80
310,3,2:08.0,K. Kuzma makes 2-pt layup from 1 ft (assist by R. Rondo),,68,80
311,3,1:54.0,,Turnover by A. Horford (bad pass; steal by A. Caruso),68,80
312,3,1:53.0,Personal take foul by R. Neto (drawn by A. Caruso),,68,80
313,3,1:53.0,,M. Scott enters the game for T. Harris,68,80
314,3,1:53.0,,B. Simmons enters the game for A. Horford,68,80
315,3,1:44.0,R. Rondo misses 2-pt layup from 1 ft,,68,80
316,3,1:40.0,,Defensive rebound by B. Simmons,68,80
317,3,1:36.0,,R. Neto makes 3-pt jump shot from 26 ft (assist by B. Simmons),68,83
318,3,1:21.0,A. Davis misses 3-pt jump shot from 26 ft,,68,83
319,3,1:21.0,,Defensive rebound by Team,68,83
320,3,1:00.0,,F. Korkmaz misses 2-pt jump shot from 4 ft,68,83
321,3,0:59.0,Defensive rebound by K. Caldwell-Pope,,68,83
322,3,0:53.0,Turnover by R. Rondo (bad pass),,68,83
323,3,0:34.0,,R. Neto misses 2-pt jump shot from 16 ft (block by A. Davis),68,83
324,3,0:34.0,Defensive rebound by Team,,68,83
325,3,0:29.0,Turnover by A. Caruso (bad pass; steal by B. Simmons),,68,83
326,3,0:25.0,,B. Simmons makes 2-pt dunk from 2 ft,68,85
327,3,0:23.0,A. Davis makes 2-pt layup at rim (assist by K. Caldwell-Pope),,70,85
328,3,0:23.0,Shooting foul by R. Neto (drawn by A. Davis),,70,85
329,3,0:23.0,A. Davis makes free throw 1 of 1,,71,85
330,3,0:06.0,,F. Korkmaz misses 2-pt jump shot from 5 ft,71,85
331,3,0:03.0,,Offensive rebound by R. Neto,71,85
332,3,0:02.0,,Turnover by R. Neto (bad pass; steal by A. Caruso),71,85
333,3,0:00.0,A. Caruso makes 2-pt layup from 1 ft,,73,85
334,4,11:39.0,R. Rondo misses 3-pt jump shot from 26 ft,,73,85
335,4,11:35.0,,Defensive rebound by B. Simmons,73,85
336,4,11:11.0,,T. Harris misses 3-pt jump shot from 26 ft,73,85
337,4,11:08.0,Defensive rebound by K. Kuzma,,73,85
338,4,10:54.0,R. Rondo misses 2-pt layup from 3 ft (block by R. Neto),,73,85
339,4,10:53.0,Offensive rebound by R. Rondo,,73,85
340,4,10:52.0,Turnover by R. Rondo (bad pass; steal by S. Milton),,73,85
341,4,10:47.0,,Shooting foul by K. Caldwell-Pope (drawn by T. Harris),73,85
342,4,10:47.0,,T. Harris makes free throw 1 of 2,73,86
343,4,10:47.0,,T. Harris makes free throw 2 of 2,73,87
344,4,10:29.0,L. James makes 2-pt dunk from 1 ft,,75,87
345,4,10:04.0,,B. Simmons misses 2-pt layup from 1 ft,75,87
346,4,10:00.0,Defensive rebound by A. Davis,,75,87
347,4,9:46.0,Turnover by K. Caldwell-Pope (bad pass; steal by R. Neto),,75,87
348,4,9:44.0,,Turnover by J. Ennis (out of bounds lost ball),75,87
349,4,9:44.0,A. Caruso enters the game for K. Kuzma,,75,87
350,4,9:44.0,D. Green enters the game for R. Rondo,,75,87
351,4,9:34.0,A. Caruso misses 2-pt jump shot from 21 ft,,75,87
352,4,9:31.0,,Defensive rebound by Team,75,87
353,4,9:18.0,,S. Milton makes 2-pt layup from 1 ft (assist by B. Simmons),75,89
354,4,8:54.0,L. James misses 2-pt jump shot from 4 ft,,75,89
355,4,8:51.0,,Defensive rebound by B. Simmons,75,89
356,4,8:42.0,,Turnover by B. Simmons (bad pass; steal by A. Caruso),75,89
357,4,8:37.0,Personal foul by B. Simmons (drawn by L. James),,75,89
358,4,8:37.0,,A. Horford enters the game for R. Neto,75,89
359,4,8:28.0,A. Davis makes 2-pt jump shot from 20 ft,,77,89
360,4,8:11.0,,B. Simmons makes 2-pt dunk at rim,77,91
361,4,7:45.0,A. Caruso misses 2-pt jump shot from 1 ft (block by T. Harris),,77,91
362,4,7:41.0,,Defensive rebound by T. Harris,77,91
363,4,7:35.0,,J. Ennis misses 2-pt dunk from 2 ft,77,91
364,4,7:32.0,Defensive rebound by A. Caruso,,77,91
365,4,7:27.0,Technical foul by J. Ennis,,77,91
366,4,7:27.0,L. James makes technical free throw,,78,91
367,4,7:27.0,Shooting foul by T. Harris (drawn by L. James),,78,91
368,4,7:27.0,L. James makes free throw 1 of 2,,79,91
369,4,7:27.0,,M. Thybulle enters the game for J. Ennis,79,91
370,4,7:27.0,L. James misses free throw 2 of 2,,79,91
371,4,7:25.0,,Defensive rebound by A. Horford,79,91
372,4,7:00.0,,Turnover by M. Thybulle (lost ball; steal by K. Caldwell-Pope),79,91
373,4,6:57.0,L. James makes 2-pt dunk from 1 ft (assist by K. Caldwell-Pope),,81,91
374,4,6:57.0,,Philadelphia full timeout,81,91
375,4,6:57.0,,F. Korkmaz enters the game for S. Milton,81,91
376,4,6:45.0,,Turnover by B. Simmons (bad pass; steal by A. Caruso),81,91
377,4,6:41.0,L. James makes 2-pt dunk at rim (assist by A. Caruso),,83,91
378,4,6:41.0,K. Kuzma enters the game for L. James,,83,91
379,4,6:18.0,,B. Simmons makes 2-pt jump shot from 2 ft,83,93
380,4,5:58.0,K. Caldwell-Pope makes 3-pt jump shot from 28 ft (assist by D. Green),,86,93
381,4,5:32.0,,Turnover by T. Harris (lost ball; steal by D. Green),86,93
382,4,5:21.0,K. Caldwell-Pope makes 2-pt jump shot from 21 ft (assist by K. Kuzma),,88,93
383,4,5:19.0,,Philadelphia full timeout,88,93
384,4,5:19.0,L. James enters the game for K. Kuzma,,88,93
385,4,4:57.0,,F. Korkmaz misses 3-pt jump shot from 27 ft,88,93
386,4,4:55.0,,Offensive rebound by Team,88,93
387,4,4:55.0,,Turnover by Team (shot clock),88,93
388,4,4:44.0,L. James misses 3-pt jump shot from 27 ft,,88,93
389,4,4:41.0,,Defensive rebound by T. Harris,88,93
390,4,4:27.0,,A. Horford makes 2-pt jump shot from 13 ft (assist by B. Simmons),88,95
391,4,4:04.0,A. Caruso misses 3-pt jump shot from 26 ft,,88,95
