,QUARTER,TIME_REMAINING,PHOENIX_ACTION,OKLAHOMA CITY_ACTION,PHOENIX_SCORE,OKLAHOMA CITY_SCORE
0,1,11:41.0,,Turnover by S. Adams (lost ball; steal by R. Rubio),0,0
1,1,11:36.0,D. Booker makes 2-pt jump shot from 10 ft,,2,0
2,1,11:14.0,,S. Gilgeous-Alexander misses 2-pt jump shot from 13 ft,2,0
3,1,11:11.0,Defensive rebound by A. Baynes,,2,0
4,1,10:55.0,K. Oubre makes 3-pt jump shot from 25 ft (assist by R. Rubio),,5,0
5,1,10:35.0,,S. Adams makes 2-pt jump shot from 7 ft (assist by D. Gallinari),5,2
6,1,10:18.0,K. Oubre misses 3-pt jump shot from 25 ft,,5,2
7,1,10:15.0,,Defensive rebound by S. Adams,5,2
8,1,10:06.0,,D. Gallinari makes 3-pt jump shot from 27 ft (assist by T. Ferguson),5,5
9,1,9:49.0,D. Booker misses 2-pt jump shot from 18 ft,,5,5
10,1,9:46.0,,Defensive rebound by D. Gallinari,5,5
11,1,9:42.0,,S. Gilgeous-Alexander makes 2-pt layup from 5 ft,5,7
12,1,9:42.0,,Shooting foul by R. Rubio (drawn by S. Gilgeous-Alexander),5,7
13,1,9:42.0,,S. Gilgeous-Alexander makes free throw 1 of 1,5,8
14,1,9:32.0,R. Rubio makes 2-pt jump shot from 14 ft (assist by D. Šarić),,7,8
15,1,9:14.0,,D. Gallinari misses 3-pt jump shot from 26 ft,7,8
16,1,9:11.0,Defensive rebound by D. Booker,,7,8
17,1,9:05.0,D. Booker misses 2-pt jump shot from 20 ft,,7,8
18,1,9:03.0,,Defensive rebound by C. Paul,7,8
19,1,8:57.0,,C. Paul misses 3-pt jump shot from 25 ft,7,8
20,1,8:54.0,Defensive rebound by K. Oubre,,7,8
21,1,8:48.0,D. Šarić makes 3-pt jump shot from 26 ft (assist by A. Baynes),,10,8
22,1,8:33.0,,S. Gilgeous-Alexander makes 2-pt jump shot from 12 ft,10,10
23,1,8:19.0,R. Rubio makes 2-pt jump shot from 11 ft (assist by A. Baynes),,12,10
24,1,8:08.0,,S. Adams makes 2-pt layup from 4 ft (assist by S. Gilgeous-Alexander),12,12
25,1,7:48.0,Offensive foul by D. Šarić (drawn by S. Gilgeous-Alexander),,12,12
26,1,7:48.0,Turnover by D. Šarić (offensive foul),,12,12
27,1,7:34.0,,D. Gallinari misses 2-pt jump shot from 17 ft,12,12
28,1,7:32.0,,Offensive rebound by S. Adams,12,12
29,1,7:24.0,,S. Gilgeous-Alexander makes 3-pt jump shot from 27 ft (assist by C. Paul),12,15
30,1,7:11.0,R. Rubio misses 3-pt jump shot from 26 ft,,12,15
31,1,7:09.0,,Defensive rebound by D. Gallinari,12,15
32,1,6:58.0,,Personal foul by K. Oubre (drawn by D. Gallinari),12,15
33,1,6:58.0,,Oklahoma City full timeout,12,15
34,1,6:44.0,,S. Gilgeous-Alexander misses 2-pt jump shot from 13 ft,12,15
35,1,6:41.0,Defensive rebound by A. Baynes,,12,15
36,1,6:27.0,A. Baynes makes 2-pt jump shot from 6 ft (assist by R. Rubio),,14,15
37,1,6:10.0,,T. Ferguson misses 3-pt jump shot from 23 ft,14,15
38,1,6:07.0,Defensive rebound by D. Šarić,,14,15
39,1,6:01.0,Shooting foul by S. Adams (drawn by K. Oubre),,14,15
40,1,6:01.0,K. Oubre misses free throw 1 of 2,,14,15
41,1,6:01.0,Offensive rebound by Team,,14,15
42,1,6:01.0,C. Johnson enters the game for A. Baynes,,14,15
43,1,6:01.0,F. Kaminsky enters the game for D. Booker,,14,15
44,1,6:01.0,,N. Noel enters the game for S. Adams,14,15
45,1,6:01.0,,D. Schröder enters the game for C. Paul,14,15
46,1,6:01.0,K. Oubre makes free throw 2 of 2,,15,15
47,1,5:40.0,,N. Noel misses 2-pt jump shot from 15 ft,15,15
48,1,5:35.0,Defensive rebound by F. Kaminsky,,15,15
49,1,5:28.0,F. Kaminsky misses 3-pt jump shot from 25 ft,,15,15
50,1,5:26.0,,Defensive rebound by D. Gallinari,15,15
51,1,5:19.0,,N. Noel makes 2-pt dunk from 1 ft (assist by D. Schröder),15,17
52,1,5:10.0,K. Oubre misses 2-pt jump shot from 14 ft,,15,17
53,1,5:07.0,,Defensive rebound by D. Gallinari,15,17
54,1,4:59.0,,Offensive foul by D. Gallinari (drawn by K. Oubre),15,17
55,1,4:59.0,,Turnover by D. Gallinari (offensive foul),15,17
56,1,4:59.0,E. Okobo enters the game for R. Rubio,,15,17
57,1,4:49.0,F. Kaminsky misses 3-pt jump shot from 26 ft,,15,17
58,1,4:45.0,,Defensive rebound by N. Noel,15,17
59,1,4:42.0,,Shooting foul by F. Kaminsky (drawn by D. Gallinari),15,17
60,1,4:42.0,,D. Gallinari makes free throw 1 of 2,15,18
61,1,4:42.0,,D. Gallinari misses free throw 2 of 2,15,18
62,1,4:39.0,Defensive rebound by C. Johnson,,15,18
63,1,4:24.0,Turnover by C. Johnson (lost ball; steal by N. Noel),,15,18
64,1,4:16.0,,D. Schröder makes 2-pt layup from 6 ft,15,20
65,1,3:58.0,D. Šarić makes 3-pt jump shot from 23 ft (assist by K. Oubre),,18,20
66,1,3:41.0,,D. Gallinari makes 2-pt dunk from 2 ft (assist by D. Schröder),18,22
67,1,3:41.0,Phoenix full timeout,,18,22
68,1,3:41.0,M. Bridges enters the game for D. Šarić,,18,22
69,1,3:41.0,,D. Bazley enters the game for T. Ferguson,18,22
70,1,3:41.0,,A. Nader enters the game for D. Gallinari,18,22
71,1,3:24.0,C. Johnson misses 3-pt jump shot from 29 ft,,18,22
72,1,3:20.0,,Defensive rebound by S. Gilgeous-Alexander,18,22
73,1,3:08.0,,D. Schröder misses 3-pt jump shot from 25 ft,18,22
74,1,3:04.0,Defensive rebound by F. Kaminsky,,18,22
75,1,2:58.0,Turnover by E. Okobo (out of bounds lost ball),,18,22
76,1,2:43.0,,D. Schröder misses 2-pt layup from 6 ft (block by E. Okobo),18,22
77,1,2:43.0,,Offensive rebound by Team,18,22
78,1,2:43.0,J. Carter enters the game for K. Oubre,,18,22
79,1,2:41.0,,D. Schröder misses 2-pt jump shot from 16 ft,18,22
80,1,2:37.0,,Offensive rebound by N. Noel,18,22
81,1,2:32.0,,D. Bazley misses 2-pt jump shot from 6 ft,18,22
82,1,2:30.0,Defensive rebound by M. Bridges,,18,22
83,1,2:22.0,F. Kaminsky makes 2-pt jump shot from 3 ft,,20,22
84,1,2:22.0,Shooting foul by D. Bazley (drawn by F. Kaminsky),,20,22
85,1,2:22.0,F. Kaminsky makes free throw 1 of 1,,21,22
86,1,2:03.0,,D. Schröder makes 2-pt layup from 3 ft (assist by N. Noel),21,24
87,1,1:55.0,Turnover by M. Bridges (bad pass; steal by N. Noel),,21,24
88,1,1:49.0,,D. Bazley misses 2-pt jump shot from 6 ft (block by M. Bridges),21,24
89,1,1:46.0,,Offensive rebound by D. Bazley,21,24
90,1,1:39.0,,S. Gilgeous-Alexander makes 2-pt layup from 6 ft,21,26
91,1,1:15.0,Personal foul by D. Schröder (drawn by E. Okobo),,21,26
92,1,1:15.0,,C. Paul enters the game for S. Gilgeous-Alexander,21,26
93,1,1:02.0,F. Kaminsky misses 2-pt jump shot from 20 ft,,21,26
94,1,0:58.0,,Defensive rebound by D. Schröder,21,26
95,1,0:51.0,,D. Bazley misses 3-pt jump shot from 23 ft,21,26
96,1,0:49.0,,Offensive rebound by A. Nader,21,26
97,1,0:37.0,,Turnover by D. Schröder (lost ball; steal by E. Okobo),21,26
98,1,0:32.0,F. Kaminsky misses 2-pt layup from 2 ft,,21,26
99,1,0:30.0,,Defensive rebound by A. Nader,21,26
100,1,0:27.0,,Turnover by A. Nader (lost ball; steal by J. Carter),21,26
101,1,0:06.0,E. Okobo makes 2-pt layup from 2 ft,,23,26
102,1,0:05.0,,Personal foul by E. Okobo (drawn by C. Paul),23,26
103,1,0:00.0,,D. Schröder misses 3-pt jump shot from 25 ft,23,26
104,1,0:00.0,,Offensive rebound by Team,23,26
105,2,11:47.0,J. Carter misses 3-pt jump shot from 24 ft,,23,26
106,2,11:45.0,,Defensive rebound by D. Schröder,23,26
107,2,11:35.0,,C. Paul makes 2-pt jump shot from 17 ft,23,28
108,2,11:21.0,D. Booker makes 2-pt layup from 5 ft (assist by F. Kaminsky),,25,28
109,2,11:02.0,,S. Adams misses 2-pt layup from 6 ft (block by J. Carter),25,28
110,2,11:02.0,,Offensive rebound by Team,25,28
111,2,11:02.0,A. Baynes enters the game for F. Kaminsky,,25,28
112,2,11:00.0,,D. Schröder makes 2-pt jump shot from 17 ft (assist by C. Paul),25,30
113,2,10:43.0,Shooting foul by D. Bazley (drawn by R. Rubio),,25,30
114,2,10:43.0,R. Rubio makes free throw 1 of 2,,26,30
115,2,10:43.0,R. Rubio makes free throw 2 of 2,,27,30
116,2,10:27.0,,A. Nader misses 3-pt jump shot from 25 ft,27,30
117,2,10:25.0,Defensive rebound by J. Carter,,27,30
