,QUARTER,TIME_REMAINING,UTAH_ACTION,LA CLIPPERS_ACTION,UTAH_SCORE,LA CLIPPERS_SCORE
0,1,11:43.0,Turnover by D. Mitchell (bad pass; steal by M. Harkless),,0,0
1,1,11:31.0,,P. Beverley makes 2-pt jump shot from 8 ft,0,2
2,1,11:07.0,D. Mitchell makes 2-pt jump shot from 19 ft,,2,2
3,1,10:50.0,,Turnover by P. Beverley (bad pass; steal by D. Mitchell),2,2
4,1,10:46.0,J. Ingles makes 3-pt jump shot from 26 ft (assist by B. Bogdanović),,5,2
5,1,10:28.0,,P. George misses 2-pt jump shot from 15 ft,5,2
6,1,10:25.0,Defensive rebound by R. O'Neale,,5,2
7,1,10:21.0,R. Gobert makes 2-pt dunk at rim (assist by D. Mitchell),,7,2
8,1,10:06.0,,K. Leonard misses 2-pt jump shot from 16 ft,7,2
9,1,10:03.0,Defensive rebound by D. Mitchell,,7,2
10,1,9:56.0,D. Mitchell misses 2-pt layup from 3 ft,,7,2
11,1,9:55.0,,Defensive rebound by P. George,7,2
12,1,9:49.0,,P. George makes 3-pt jump shot from 26 ft,7,5
13,1,9:29.0,D. Mitchell misses 3-pt jump shot from 26 ft,,7,5
14,1,9:29.0,,Defensive rebound by P. George,7,5
15,1,9:21.0,,I. Zubac makes 2-pt hook shot from 7 ft (assist by P. George),7,7
16,1,9:03.0,R. Gobert misses 2-pt layup from 5 ft,,7,7
17,1,9:00.0,,Defensive rebound by P. George,7,7
18,1,8:56.0,,P. Beverley makes 2-pt jump shot from 9 ft (assist by P. George),7,9
19,1,8:41.0,Personal foul by M. Harkless (drawn by D. Mitchell),,7,9
20,1,8:32.0,R. O'Neale makes 2-pt layup from 4 ft (assist by D. Mitchell),,9,9
21,1,8:22.0,Violation by Team (kicked ball),,9,9
22,1,8:14.0,,P. George misses 2-pt jump shot from 12 ft,9,9
23,1,8:12.0,,Offensive rebound by I. Zubac,9,9
24,1,8:12.0,,Shooting foul by B. Bogdanović (drawn by I. Zubac),9,9
25,1,8:12.0,,I. Zubac makes free throw 1 of 2,9,10
26,1,8:12.0,,I. Zubac makes free throw 2 of 2,9,11
27,1,7:59.0,B. Bogdanović misses 2-pt layup from 3 ft,,9,11
28,1,7:55.0,,Defensive rebound by P. George,9,11
29,1,7:52.0,,Personal foul by B. Bogdanović (drawn by P. George),9,11
30,1,7:43.0,,I. Zubac misses 2-pt layup from 2 ft,9,11
31,1,7:41.0,,Offensive rebound by P. George,9,11
32,1,7:36.0,,Personal foul by J. Ingles (drawn by P. Beverley),9,11
33,1,7:31.0,,K. Leonard misses 2-pt jump shot from 15 ft,9,11
34,1,7:28.0,,Offensive rebound by P. Beverley,9,11
35,1,7:28.0,,P. Beverley makes 2-pt layup at rim,9,13
36,1,7:08.0,J. Ingles makes 3-pt jump shot from 30 ft,,12,13
37,1,6:54.0,,K. Leonard misses 2-pt layup from 3 ft,12,13
38,1,6:52.0,,Offensive rebound by P. Beverley,12,13
39,1,6:47.0,,I. Zubac makes 2-pt layup from 1 ft (assist by K. Leonard),12,15
40,1,6:29.0,B. Bogdanović misses 2-pt jump shot from 18 ft,,12,15
41,1,6:25.0,,Defensive rebound by M. Harkless,12,15
42,1,6:11.0,,P. George misses 3-pt jump shot from 25 ft,12,15
43,1,6:08.0,Defensive rebound by R. Gobert,,12,15
44,1,6:01.0,J. Ingles makes 3-pt jump shot from 26 ft,,15,15
45,1,5:37.0,,K. Leonard misses 2-pt jump shot from 6 ft,15,15
46,1,5:35.0,,Offensive rebound by I. Zubac,15,15
47,1,5:34.0,,K. Leonard misses 3-pt jump shot from 24 ft,15,15
48,1,5:31.0,Defensive rebound by B. Bogdanović,,15,15
49,1,5:24.0,Personal foul by P. George (drawn by B. Bogdanović),,15,15
50,1,5:24.0,,LA Clippers full timeout,15,15
51,1,5:24.0,E. Mudiay enters the game for B. Bogdanović,,15,15
52,1,5:24.0,G. Niang enters the game for D. Mitchell,,15,15
53,1,5:09.0,G. Niang misses 3-pt jump shot from 27 ft,,15,15
54,1,5:05.0,Offensive rebound by R. Gobert,,15,15
55,1,5:03.0,R. Gobert misses 2-pt layup from 2 ft,,15,15
56,1,5:03.0,,Defensive rebound by P. George,15,15
57,1,4:48.0,,P. Beverley makes 2-pt jump shot from 2 ft,15,17
58,1,4:48.0,,Shooting foul by E. Mudiay (drawn by P. Beverley),15,17
59,1,4:48.0,,P. Beverley makes free throw 1 of 1,15,18
60,1,4:35.0,J. Ingles misses 3-pt jump shot from 26 ft,,15,18
61,1,4:31.0,,Defensive rebound by M. Harkless,15,18
62,1,4:24.0,,P. Beverley misses 2-pt jump shot from 7 ft,15,18
63,1,4:23.0,,Offensive rebound by I. Zubac,15,18
64,1,4:23.0,,Shooting foul by G. Niang (drawn by I. Zubac),15,18
65,1,4:23.0,,I. Zubac makes free throw 1 of 2,15,19
66,1,4:23.0,J. Clarkson enters the game for J. Ingles,,15,19
67,1,4:23.0,,L. Williams enters the game for K. Leonard,15,19
68,1,4:23.0,,I. Zubac makes free throw 2 of 2,15,20
69,1,4:10.0,G. Niang misses 3-pt jump shot from 22 ft,,15,20
70,1,4:06.0,,Defensive rebound by M. Harkless,15,20
71,1,3:57.0,,P. Beverley misses 2-pt layup from 4 ft,15,20
72,1,3:54.0,,Offensive rebound by I. Zubac,15,20
73,1,3:54.0,,I. Zubac makes 2-pt layup at rim,15,22
74,1,3:40.0,Personal foul by M. Harkless (drawn by E. Mudiay),,15,22
75,1,3:40.0,,L. Shamet enters the game for M. Harkless,15,22
76,1,3:32.0,J. Clarkson makes 2-pt hook shot from 4 ft,,17,22
77,1,3:20.0,,I. Zubac makes 2-pt hook shot from 7 ft (assist by L. Williams),17,24
78,1,3:07.0,J. Clarkson misses 3-pt jump shot from 27 ft,,17,24
79,1,3:04.0,,Defensive rebound by I. Zubac,17,24
80,1,2:57.0,,P. George misses 2-pt jump shot from 9 ft,17,24
81,1,2:53.0,,Offensive rebound by I. Zubac,17,24
82,1,2:53.0,,I. Zubac misses 2-pt layup at rim,17,24
83,1,2:53.0,,Offensive rebound by I. Zubac,17,24
84,1,2:43.0,,P. George misses 2-pt jump shot from 16 ft (block by R. O'Neale),17,24
85,1,2:40.0,Defensive rebound by R. O'Neale,,17,24
