,QUARTER,TIME_REMAINING,TORONTO_ACTION,BROOKLYN_ACTION,TORONTO_SCORE,BROOKLYN_SCORE
139,2,8:41.0,,C. LeVert makes 2-pt jump shot from 10 ft,24,32
140,2,8:23.0,R. Hollis-Jefferson makes 2-pt dunk from 1 ft (assist by F. VanVleet),,26,32
141,2,8:10.0,,Turnover by C. LeVert (lost ball; steal by P. McCaw),26,32
142,2,8:10.0,Personal take foul by D. Jordan (drawn by T. Davis),,26,32
143,2,7:50.0,F. VanVleet misses 3-pt jump shot from 25 ft,,26,32
144,2,7:48.0,,Defensive rebound by C. LeVert,26,32
145,2,7:39.0,,W. Chandler makes 2-pt layup from 1 ft (assist by C. LeVert),26,34
146,2,7:20.0,T. Davis misses 3-pt jump shot from 25 ft,,26,34
147,2,7:17.0,,Defensive rebound by D. Jordan,26,34
148,2,7:01.0,,C. LeVert misses 2-pt jump shot from 9 ft,26,34
149,2,6:59.0,Defensive rebound by T. Davis,,26,34
150,2,6:56.0,Shooting foul by T. Luwawu-Cabarrot (drawn by T. Davis),,26,34
151,2,6:56.0,T. Davis misses free throw 1 of 2,,26,34
152,2,6:56.0,Offensive rebound by Team,,26,34
153,2,6:56.0,O. Anunoby enters the game for R. Hollis-Jefferson,,26,34
154,2,6:56.0,K. Lowry enters the game for P. McCaw,,26,34
155,2,6:56.0,P. Siakam enters the game for F. VanVleet,,26,34
156,2,6:56.0,,S. Dinwiddie enters the game for C. LeVert,26,34
157,2,6:56.0,,T. Prince enters the game for T. Luwawu-Cabarrot,26,34
158,2,6:56.0,T. Davis makes free throw 2 of 2,,27,34
159,2,6:48.0,,W. Chandler misses 2-pt jump shot from 11 ft,27,34
160,2,6:46.0,Defensive rebound by P. Siakam,,27,34
161,2,6:35.0,S. Ibaka makes 3-pt jump shot from 25 ft (assist by P. Siakam),,30,34
162,2,6:18.0,,G. Temple misses 3-pt jump shot from 25 ft,30,34
163,2,6:15.0,Defensive rebound by K. Lowry,,30,34
164,2,6:09.0,Turnover by O. Anunoby (lost ball; steal by T. Prince),,30,34
165,2,6:01.0,,Turnover by W. Chandler (step out of bounds),30,34
166,2,6:01.0,,J. Allen enters the game for D. Jordan,30,34
167,2,6:01.0,,J. Harris enters the game for G. Temple,30,34
168,2,5:56.0,P. Siakam misses 3-pt jump shot from 25 ft,,30,34
169,2,5:54.0,,Defensive rebound by Team,30,34
170,2,5:39.0,,W. Chandler misses 2-pt jump shot from 6 ft,30,34
171,2,5:38.0,,Offensive rebound by J. Allen,30,34
172,2,5:37.0,,J. Allen misses 2-pt layup from 2 ft (block by S. Ibaka),30,34
173,2,5:36.0,Defensive rebound by P. Siakam,,30,34
174,2,5:30.0,T. Davis misses 3-pt jump shot from 23 ft,,30,34
175,2,5:30.0,,Defensive rebound by T. Prince,30,34
176,2,5:20.0,,S. Dinwiddie misses 2-pt jump shot from 12 ft,30,34
177,2,5:20.0,Defensive rebound by Team,,30,34
178,2,5:20.0,,Loose ball foul by J. Allen (drawn by K. Lowry),30,34
179,2,5:11.0,T. Davis misses 2-pt layup from 3 ft,,30,34
180,2,5:11.0,,Defensive rebound by Team,30,34
181,2,5:11.0,Loose ball foul by S. Ibaka (drawn by T. Prince),,30,34
182,2,4:53.0,,Shooting foul by O. Anunoby (drawn by J. Allen),30,34
183,2,4:53.0,,J. Allen makes free throw 1 of 2,30,35
184,2,4:53.0,,J. Allen makes free throw 2 of 2,30,36
185,2,4:39.0,O. Anunoby misses 2-pt hook shot from 6 ft,,30,36
186,2,4:37.0,,Defensive rebound by J. Allen,30,36
187,2,4:22.0,,Turnover by T. Prince (lost ball; steal by K. Lowry),30,36
188,2,4:17.0,P. Siakam makes 2-pt layup from 1 ft,,32,36
189,2,4:08.0,,J. Allen makes 2-pt layup from 2 ft (assist by S. Dinwiddie),32,38
190,2,4:08.0,,Shooting foul by P. Siakam (drawn by J. Allen),32,38
191,2,4:08.0,C. Boucher enters the game for S. Ibaka,,32,38
192,2,4:08.0,,C. LeVert enters the game for W. Chandler,32,38
193,2,4:08.0,,J. Allen makes free throw 1 of 1,32,39
194,2,3:53.0,P. Siakam misses 2-pt jump shot from 22 ft,,32,39
195,2,3:48.0,,Defensive rebound by J. Allen,32,39
196,2,3:39.0,,S. Dinwiddie makes 2-pt jump shot from 8 ft,32,41
197,2,3:31.0,Personal foul by S. Dinwiddie (drawn by K. Lowry),,32,41
198,2,3:31.0,F. VanVleet enters the game for T. Davis,,32,41
199,2,3:24.0,O. Anunoby misses 3-pt jump shot from 22 ft,,32,41
200,2,3:20.0,,Defensive rebound by J. Allen,32,41
201,2,3:09.0,,S. Dinwiddie misses 2-pt layup from 2 ft,32,41
202,2,3:08.0,,Offensive rebound by J. Allen,32,41
203,2,3:06.0,,Shooting foul by C. Boucher (drawn by T. Prince),32,41
204,2,3:06.0,,T. Prince makes free throw 1 of 2,32,42
205,2,3:06.0,Toronto full timeout,,32,42
206,2,3:06.0,,T. Prince makes free throw 2 of 2,32,43
207,2,2:53.0,K. Lowry misses 2-pt layup from 4 ft,,32,43
208,2,2:48.0,,Defensive rebound by C. LeVert,32,43
209,2,2:45.0,,C. LeVert makes 2-pt layup at rim,32,45
210,2,2:31.0,P. Siakam makes 2-pt hook shot from 3 ft,,34,45
211,2,2:09.0,,Shooting foul by O. Anunoby (drawn by S. Dinwiddie),34,45
212,2,2:09.0,,S. Dinwiddie makes free throw 1 of 2,34,46
213,2,2:09.0,,S. Dinwiddie misses free throw 2 of 2,34,46
214,2,2:05.0,Defensive rebound by P. Siakam,,34,46
215,2,1:57.0,P. Siakam makes 2-pt hook shot from 6 ft,,36,46
216,2,1:46.0,,Turnover by T. Prince (traveling),36,46
217,2,1:37.0,P. Siakam misses 3-pt jump shot from 25 ft,,36,46
218,2,1:35.0,Offensive rebound by C. Boucher,,36,46
219,2,1:31.0,Personal foul by T. Prince (drawn by P. Siakam),,36,46
220,2,1:31.0,P. Siakam makes free throw 1 of 2,,37,46
221,2,1:31.0,P. Siakam makes free throw 2 of 2,,38,46
222,2,1:08.0,,Turnover by C. LeVert (bad pass; steal by O. Anunoby),38,46
223,2,1:04.0,C. Boucher makes 2-pt dunk from 1 ft (assist by K. Lowry),,40,46
224,2,0:50.0,,Shooting foul by K. Lowry (drawn by J. Harris),40,46
225,2,0:50.0,,J. Harris makes free throw 1 of 3,40,47
226,2,0:50.0,,J. Harris makes free throw 2 of 3,40,48
227,2,0:50.0,,J. Harris makes free throw 3 of 3,40,49
228,2,0:31.0,Turnover by K. Lowry (bad pass; steal by C. LeVert),,40,49
229,2,0:23.0,,J. Harris makes 3-pt jump shot from 24 ft (assist by S. Dinwiddie),40,52
230,2,0:01.0,K. Lowry misses 2-pt layup from 2 ft,,40,52
231,2,0:01.0,,Defensive rebound by T. Prince,40,52
232,2,0:00.0,,T. Prince misses 3-pt jump shot from 73 ft,40,52
233,2,0:00.0,,Offensive rebound by Team,40,52
234,3,11:36.0,,S. Dinwiddie misses 3-pt jump shot from 23 ft,40,52
235,3,11:33.0,Defensive rebound by S. Ibaka,,40,52
236,3,11:25.0,K. Lowry misses 2-pt layup from 1 ft (block by J. Allen),,40,52
237,3,11:23.0,,Defensive rebound by C. LeVert,40,52
238,3,11:19.0,,T. Prince misses 3-pt jump shot from 23 ft,40,52
239,3,11:19.0,,Offensive rebound by J. Allen,40,52
240,3,11:01.0,,T. Prince misses 2-pt layup from 1 ft,40,52
241,3,10:58.0,,Offensive rebound by J. Allen,40,52
242,3,10:58.0,,J. Allen misses 2-pt layup at rim,40,52
243,3,10:56.0,Defensive rebound by P. Siakam,,40,52
244,3,10:54.0,Turnover by P. Siakam (lost ball; steal by C. LeVert),,40,52
245,3,10:49.0,,T. Prince misses 2-pt layup from 1 ft,40,52
246,3,10:44.0,Defensive rebound by F. VanVleet,,40,52
247,3,10:40.0,Turnover by F. VanVleet (bad pass),,40,52
248,3,10:30.0,,Personal foul by O. Anunoby (drawn by S. Dinwiddie),40,52
249,3,10:15.0,,Turnover by Team (shot clock),40,52
250,3,10:01.0,F. VanVleet misses 2-pt jump shot from 22 ft,,40,52
251,3,9:58.0,,Defensive rebound by J. Allen,40,52
252,3,9:40.0,,S. Dinwiddie misses 3-pt jump shot from 25 ft,40,52
253,3,9:36.0,Defensive rebound by S. Ibaka,,40,52
254,3,9:23.0,S. Ibaka misses 3-pt jump shot from 26 ft,,40,52
255,3,9:19.0,,Defensive rebound by T. Prince,40,52
256,3,9:11.0,,C. LeVert misses 3-pt jump shot from 23 ft,40,52
257,3,9:06.0,Defensive rebound by S. Ibaka,,40,52
258,3,9:01.0,Turnover by O. Anunoby (back court),,40,52
259,3,8:50.0,,J. Harris makes 2-pt jump shot from 17 ft (assist by S. Dinwiddie),40,54
260,3,8:37.0,S. Ibaka makes 2-pt jump shot from 5 ft (assist by K. Lowry),,42,54
261,3,8:23.0,,J. Allen makes 2-pt layup from 3 ft (assist by S. Dinwiddie),42,56
262,3,8:23.0,,Shooting foul by K. Lowry (drawn by J. Allen),42,56
263,3,8:23.0,,J. Allen misses free throw 1 of 1,42,56
264,3,8:20.0,Defensive rebound by S. Ibaka,,42,56
265,3,8:11.0,S. Ibaka makes 2-pt jump shot from 10 ft (assist by K. Lowry),,44,56
266,3,7:59.0,,J. Allen makes 2-pt layup at rim (assist by S. Dinwiddie),44,58
267,3,7:59.0,,Shooting foul by F. VanVleet (drawn by J. Allen),44,58
268,3,7:59.0,,J. Allen makes free throw 1 of 1,44,59
269,3,7:51.0,Personal foul by S. Dinwiddie (drawn by S. Ibaka),,44,59
270,3,7:38.0,S. Ibaka misses 2-pt hook shot from 4 ft,,44,59
271,3,7:37.0,Offensive rebound by S. Ibaka,,44,59
272,3,7:35.0,S. Ibaka makes 2-pt layup from 4 ft,,46,59
273,3,7:16.0,,Shooting foul by P. Siakam (drawn by T. Prince),46,59
274,3,7:16.0,,T. Prince makes free throw 1 of 2,46,60
275,3,7:16.0,,T. Prince misses free throw 2 of 2,46,60
276,3,7:13.0,Defensive rebound by P. Siakam,,46,60
277,3,6:55.0,F. VanVleet misses 3-pt jump shot from 24 ft,,46,60
278,3,6:52.0,,Defensive rebound by C. LeVert,46,60
279,3,6:32.0,,C. LeVert misses 2-pt hook shot from 5 ft (block by S. Ibaka),46,60
280,3,6:29.0,Defensive rebound by K. Lowry,,46,60
281,3,6:29.0,P. Siakam makes 2-pt dunk from 1 ft (assist by K. Lowry),,48,60
282,3,6:29.0,Shooting foul by T. Prince (drawn by P. Siakam),,48,60
283,3,6:29.0,,Brooklyn full timeout,48,60
284,3,6:29.0,,G. Temple enters the game for C. LeVert,48,60
285,3,6:29.0,P. Siakam makes free throw 1 of 1,,49,60
286,3,6:09.0,,J. Harris makes 2-pt layup from 2 ft (assist by J. Allen),49,62
287,3,5:52.0,S. Ibaka misses 3-pt jump shot from 23 ft,,49,62
288,3,5:50.0,Offensive rebound by P. Siakam,,49,62
289,3,5:49.0,K. Lowry makes 3-pt jump shot from 25 ft (assist by P. Siakam),,52,62
290,3,5:30.0,,G. Temple misses 3-pt jump shot from 23 ft,52,62
291,3,5:26.0,Defensive rebound by P. Siakam,,52,62
292,3,5:06.0,P. Siakam misses 2-pt jump shot from 9 ft,,52,62
293,3,5:05.0,Offensive rebound by P. Siakam,,52,62
294,3,5:05.0,P. Siakam misses 2-pt layup from 1 ft,,52,62
295,3,5:04.0,,Defensive rebound by S. Dinwiddie,52,62
296,3,4:49.0,,Shooting foul by S. Ibaka (drawn by S. Dinwiddie),52,62
297,3,4:49.0,,W. Chandler enters the game for J. Allen,52,62
298,3,4:49.0,,D. Jordan enters the game for T. Prince,52,62
299,3,4:49.0,,S. Dinwiddie makes free throw 1 of 3,52,63
300,3,4:49.0,,S. Dinwiddie misses free throw 2 of 3,52,63
301,3,4:49.0,,Offensive rebound by Team,52,63
302,3,4:49.0,,S. Dinwiddie makes free throw 3 of 3,52,64
303,3,4:41.0,K. Lowry makes 2-pt layup from 7 ft,,54,64
304,3,4:24.0,,S. Dinwiddie makes 3-pt jump shot from 23 ft (assist by J. Harris),54,67
305,3,4:15.0,S. Ibaka makes 3-pt jump shot from 25 ft (assist by K. Lowry),,57,67
306,3,3:53.0,,Turnover by D. Jordan (lost ball; steal by S. Ibaka),57,67
307,3,3:48.0,K. Lowry misses 2-pt layup from 2 ft (block by J. Harris),,57,67
308,3,3:48.0,Offensive rebound by Team,,57,67
309,3,3:48.0,,Technical foul by K. Lowry,57,67
310,3,3:48.0,,S. Dinwiddie makes technical free throw,57,68
311,3,3:48.0,R. Hollis-Jefferson enters the game for O. Anunoby,,57,68
312,3,3:48.0,P. McCaw enters the game for F. VanVleet,,57,68
313,3,3:43.0,Offensive foul by K. Lowry (drawn by D. Jordan),,57,68
314,3,3:43.0,Turnover by K. Lowry (offensive foul),,57,68
315,3,3:31.0,,J. Harris misses 3-pt jump shot from 25 ft,57,68
316,3,3:26.0,Defensive rebound by K. Lowry,,57,68
317,3,3:20.0,S. Ibaka misses 3-pt jump shot from 25 ft,,57,68
318,3,3:16.0,,Defensive rebound by W. Chandler,57,68
319,3,3:01.0,,D. Jordan misses 2-pt layup from 2 ft,57,68
320,3,3:01.0,Defensive rebound by R. Hollis-Jefferson,,57,68
321,3,2:55.0,Turnover by R. Hollis-Jefferson (out of bounds lost ball),,57,68
322,3,2:55.0,T. Davis enters the game for S. Ibaka,,57,68
323,3,2:55.0,,C. LeVert enters the game for S. Dinwiddie,57,68
324,3,2:55.0,,T. Luwawu-Cabarrot enters the game for J. Harris,57,68
325,3,2:55.0,Toronto full timeout,,57,68
326,3,2:36.0,,T. Luwawu-Cabarrot misses 3-pt jump shot from 25 ft,57,68
327,3,2:33.0,Defensive rebound by K. Lowry,,57,68
328,3,2:30.0,P. McCaw misses 2-pt layup from 1 ft (block by C. LeVert),,57,68
329,3,2:30.0,,Defensive rebound by T. Luwawu-Cabarrot,57,68
330,3,2:28.0,,Personal foul by K. Lowry (drawn by T. Luwawu-Cabarrot),57,68
331,3,2:28.0,Toronto full timeout,,57,68
332,3,2:28.0,Instant Replay (Challenge: Ruling Stands),,57,68
333,3,2:28.0,,T. Luwawu-Cabarrot makes free throw 1 of 2,57,69
334,3,2:28.0,,T. Luwawu-Cabarrot makes free throw 2 of 2,57,70
335,3,2:07.0,K. Lowry makes 3-pt jump shot from 26 ft,,60,70
336,3,1:46.0,,C. LeVert misses 2-pt jump shot from 13 ft,60,70
337,3,1:45.0,,Offensive rebound by Team,60,70
338,3,1:36.0,,W. Chandler makes 3-pt jump shot from 27 ft (assist by G. Temple),60,73
339,3,1:21.0,P. McCaw misses 3-pt jump shot from 23 ft,,60,73
340,3,1:16.0,Offensive rebound by P. McCaw,,60,73
341,3,1:15.0,P. McCaw makes 2-pt layup from 3 ft,,62,73
342,3,1:03.0,,Personal foul by K. Lowry (drawn by G. Temple),62,73
343,3,1:03.0,,G. Temple makes free throw 1 of 2,62,74
344,3,1:03.0,M. Thomas enters the game for K. Lowry,,62,74
345,3,1:03.0,,G. Temple makes free throw 2 of 2,62,75
346,3,0:53.0,P. Siakam misses 3-pt jump shot from 25 ft,,62,75
347,3,0:50.0,,Defensive rebound by D. Jordan,62,75
348,3,0:31.0,,Turnover by C. LeVert (bad pass),62,75
349,3,0:24.0,P. McCaw misses 2-pt layup from 2 ft,,62,75
350,3,0:22.0,,Defensive rebound by D. Jordan,62,75
351,3,0:03.0,,Turnover by D. Jordan (off goaltending),62,75
352,3,0:00.0,P. Siakam makes 3-pt jump shot from 26 ft (assist by R. Hollis-Jefferson),,65,75
353,3,0:00.0,Instant Replay (Request: Ruling Stands),,65,75
354,4,11:46.0,F. VanVleet misses 3-pt jump shot from 26 ft,,65,75
355,4,11:43.0,,Defensive rebound by Team,65,75
356,4,11:32.0,,D. Jordan makes 2-pt layup from 1 ft,65,77
357,4,11:32.0,,Shooting foul by R. Hollis-Jefferson (drawn by D. Jordan),65,77
358,4,11:32.0,,D. Jordan makes free throw 1 of 1,65,78
359,4,11:19.0,M. Thomas misses 2-pt layup from 9 ft (block by D. Jordan),,65,78
360,4,11:15.0,Offensive rebound by T. Davis,,65,78
361,4,11:13.0,T. Davis misses 3-pt jump shot from 25 ft,,65,78
362,4,11:11.0,,Defensive rebound by D. Jordan,65,78
363,4,10:58.0,,C. LeVert misses 3-pt jump shot from 25 ft,65,78
364,4,10:55.0,,Offensive rebound by D. Jordan,65,78
365,4,10:54.0,,D. Jordan misses 2-pt layup from 1 ft,65,78
366,4,10:54.0,,Offensive rebound by W. Chandler,65,78
367,4,10:51.0,,W. Chandler misses 2-pt layup at rim,65,78
368,4,10:50.0,Defensive rebound by M. Thomas,,65,78
369,4,10:44.0,Turnover by F. VanVleet (bad pass),,65,78
370,4,10:44.0,,J. Harris enters the game for T. Luwawu-Cabarrot,65,78
371,4,10:31.0,,G. Temple makes 2-pt layup from 1 ft (assist by D. Jordan),65,80
372,4,10:31.0,,Shooting foul by M. Thomas (drawn by G. Temple),65,80
373,4,10:31.0,S. Ibaka enters the game for M. Thomas,,65,80
374,4,10:31.0,,G. Temple misses free throw 1 of 1,65,80
375,4,10:28.0,Defensive rebound by S. Ibaka,,65,80
376,4,10:12.0,F. VanVleet makes 3-pt jump shot from 25 ft (assist by R. Hollis-Jefferson),,68,80
377,4,9:51.0,,C. LeVert makes 2-pt layup from 1 ft (assist by D. Jordan),68,82
378,4,9:33.0,T. Davis misses 3-pt jump shot from 25 ft,,68,82
379,4,9:28.0,,Defensive rebound by J. Harris,68,82
