,QUARTER,TIME_REMAINING,BOSTON_ACTION,CHARLOTTE_ACTION,BOSTON_SCORE,CHARLOTTE_SCORE
68,1,4:07.0,G. Hayward makes 2-pt layup from 1 ft (assist by M. Smart),,20,11
69,1,4:05.0,,Charlotte full timeout,20,11
70,1,4:05.0,,B. Biyombo enters the game for P. Washington,20,11
71,1,3:50.0,,B. Biyombo misses 2-pt layup from 2 ft,20,11
72,1,3:46.0,,Offensive rebound by M. Bridges,20,11
73,1,3:46.0,,M. Bridges makes 2-pt layup at rim,20,13
74,1,3:34.0,Shooting foul by M. Williams (drawn by K. Walker),,20,13
75,1,3:34.0,K. Walker makes free throw 1 of 3,,21,13
76,1,3:34.0,K. Walker makes free throw 2 of 3,,22,13
77,1,3:34.0,K. Walker makes free throw 3 of 3,,23,13
78,1,3:25.0,,D. Graham misses 2-pt jump shot from 10 ft,23,13
79,1,3:22.0,Defensive rebound by M. Smart,,23,13
80,1,3:22.0,,M. Monk enters the game for T. Rozier,23,13
81,1,3:10.0,G. Hayward makes 2-pt layup from 2 ft (assist by M. Smart),,25,13
82,1,2:49.0,,M. Bridges misses 3-pt jump shot from 23 ft,25,13
83,1,2:46.0,Defensive rebound by G. Hayward,,25,13
84,1,2:40.0,G. Hayward misses 3-pt jump shot from 26 ft,,25,13
85,1,2:37.0,,Defensive rebound by M. Williams,25,13
86,1,2:23.0,,M. Williams misses 2-pt jump shot from 13 ft,25,13
87,1,2:21.0,,Offensive rebound by M. Bridges,25,13
88,1,2:21.0,,M. Bridges misses 2-pt layup at rim,25,13
89,1,2:19.0,Turnover by R. Williams (lost ball; steal by M. Williams),,25,13
90,1,2:19.0,Defensive rebound by R. Williams,,25,13
91,1,2:18.0,,M. Williams makes 2-pt layup at rim,25,15
92,1,1:56.0,G. Hayward makes 3-pt jump shot from 25 ft (assist by K. Walker),,28,15
93,1,1:43.0,,Turnover by D. Graham (bad pass; steal by R. Williams),28,15
94,1,1:43.0,Personal foul by D. Graham (drawn by R. Williams),,28,15
95,1,1:43.0,Instant Replay (Request: Ruling Stands),,28,15
96,1,1:43.0,R. Williams misses free throw 1 of 2,,28,15
97,1,1:43.0,Offensive rebound by Team,,28,15
98,1,1:43.0,J. Brown enters the game for G. Hayward,,28,15
99,1,1:43.0,J. Tatum enters the game for K. Walker,,28,15
100,1,1:43.0,,D. Bacon enters the game for M. Bridges,28,15
101,1,1:43.0,R. Williams misses free throw 2 of 2,,28,15
102,1,1:43.0,,Defensive rebound by Team,28,15
103,1,1:42.0,Loose ball foul by G. Williams (drawn by B. Biyombo),,28,15
104,1,1:21.0,,D. Bacon misses 3-pt jump shot from 23 ft,28,15
105,1,1:18.0,Defensive rebound by G. Williams,,28,15
106,1,1:04.0,J. Tatum misses 2-pt jump shot from 11 ft,,28,15
107,1,1:02.0,,Defensive rebound by D. Graham,28,15
108,1,0:48.0,,B. Biyombo makes 2-pt hook shot from 4 ft (assist by D. Graham),28,17
109,1,0:48.0,Violation by Team (def goaltending),,28,17
110,1,0:37.0,M. Smart misses 2-pt jump shot from 10 ft,,28,17
111,1,0:35.0,,Defensive rebound by M. Williams,28,17
112,1,0:29.0,,D. Graham makes 2-pt layup from 1 ft,28,19
113,1,0:29.0,,Shooting foul by M. Smart (drawn by D. Graham),28,19
114,1,0:29.0,C. Edwards enters the game for R. Williams,,28,19
115,1,0:29.0,,D. Graham makes free throw 1 of 1,28,20
116,1,0:07.0,J. Tatum makes 2-pt jump shot from 6 ft (assist by G. Williams),,30,20
117,1,0:07.0,Shooting foul by M. Monk (drawn by J. Tatum),,30,20
118,1,0:07.0,J. Tatum misses free throw 1 of 1,,30,20
119,1,0:04.0,,Defensive rebound by D. Bacon,30,20
120,1,0:00.0,,D. Graham misses 3-pt jump shot from 23 ft (block by C. Edwards),30,20
121,1,0:00.0,,Offensive rebound by Team,30,20
122,2,11:46.0,,M. Monk misses 3-pt jump shot from 25 ft,30,20
123,2,11:43.0,Defensive rebound by J. Tatum,,30,20
124,2,11:32.0,J. Tatum misses 2-pt layup from 3 ft (block by B. Biyombo),,30,20
125,2,11:31.0,,Defensive rebound by B. Biyombo,30,20
126,2,11:30.0,,Turnover by B. Biyombo (bad pass; steal by M. Smart),30,20
127,2,11:23.0,C. Edwards misses 3-pt jump shot from 28 ft,,30,20
128,2,11:19.0,,Defensive rebound by B. Biyombo,30,20
129,2,11:05.0,,Turnover by D. Bacon (traveling),30,20
130,2,10:53.0,J. Tatum makes 2-pt jump shot from 18 ft (assist by M. Smart),,32,20
131,2,10:42.0,,Shooting foul by G. Williams (drawn by D. Graham),32,20
132,2,10:42.0,,D. Graham misses free throw 1 of 2,32,20
133,2,10:42.0,,Offensive rebound by Team,32,20
134,2,10:42.0,,D. Graham misses free throw 2 of 2,32,20
135,2,10:40.0,Defensive rebound by J. Tatum,,32,20
136,2,10:24.0,Shooting foul by B. Biyombo (drawn by J. Brown),,32,20
137,2,10:24.0,J. Brown makes free throw 1 of 2,,33,20
138,2,10:24.0,J. Brown makes free throw 2 of 2,,34,20
139,2,10:10.0,,M. Williams makes 2-pt layup from 1 ft (assist by D. Graham),34,22
140,2,9:52.0,Turnover by J. Tatum (bad pass; steal by D. Bacon),,34,22
141,2,9:47.0,,M. Williams misses 3-pt jump shot from 25 ft,34,22
142,2,9:45.0,Defensive rebound by J. Brown,,34,22
143,2,9:34.0,C. Edwards misses 2-pt layup from 3 ft (block by D. Bacon),,34,22
144,2,9:34.0,,Defensive rebound by Team,34,22
145,2,9:13.0,,Turnover by D. Bacon (lost ball; steal by G. Williams),34,22
146,2,9:04.0,J. Brown makes 2-pt layup from 1 ft,,36,22
147,2,9:03.0,,Charlotte full timeout,36,22
148,2,9:03.0,,T. Rozier enters the game for D. Bacon,36,22
149,2,9:03.0,,P. Washington enters the game for B. Biyombo,36,22
150,2,8:43.0,,P. Washington makes 2-pt hook shot from 8 ft (assist by D. Graham),36,24
151,2,8:43.0,,Shooting foul by M. Smart (drawn by P. Washington),36,24
152,2,8:43.0,,M. Bridges enters the game for D. Graham,36,24
153,2,8:43.0,,C. Zeller enters the game for M. Williams,36,24
154,2,8:43.0,,P. Washington makes free throw 1 of 1,36,25
155,2,8:26.0,J. Tatum makes 2-pt layup from 1 ft,,38,25
156,2,8:08.0,,T. Rozier misses 2-pt jump shot from 8 ft,38,25
157,2,8:05.0,Defensive rebound by C. Edwards,,38,25
158,2,8:01.0,G. Williams misses 3-pt jump shot from 26 ft,,38,25
159,2,7:59.0,,Defensive rebound by C. Zeller,38,25
160,2,7:36.0,,C. Zeller makes 2-pt layup from 2 ft (assist by T. Rozier),38,27
161,2,7:21.0,G. Williams misses 2-pt dunk from 3 ft (block by P. Washington),,38,27
162,2,7:19.0,Offensive rebound by G. Williams,,38,27
163,2,7:12.0,J. Brown misses 3-pt jump shot from 23 ft,,38,27
164,2,7:09.0,,Defensive rebound by M. Bridges,38,27
165,2,7:05.0,,T. Rozier misses 2-pt jump shot from 2 ft,38,27
166,2,7:03.0,Defensive rebound by J. Tatum,,38,27
167,2,7:01.0,J. Tatum misses 2-pt layup from 3 ft,,38,27
168,2,7:00.0,Offensive rebound by J. Tatum,,38,27
169,2,7:00.0,J. Tatum misses 2-pt layup from 1 ft,,38,27
170,2,6:59.0,,Defensive rebound by P. Washington,38,27
171,2,6:54.0,,Offensive foul by T. Rozier (drawn by C. Edwards),38,27
172,2,6:54.0,,Turnover by T. Rozier (offensive foul),38,27
173,2,6:54.0,G. Hayward enters the game for M. Smart,,38,27
174,2,6:54.0,D. Theis enters the game for J. Tatum,,38,27
175,2,6:54.0,K. Walker enters the game for G. Williams,,38,27
176,2,6:37.0,G. Hayward misses 2-pt jump shot from 18 ft,,38,27
177,2,6:34.0,,Defensive rebound by P. Washington,38,27
178,2,6:27.0,,M. Bridges makes 2-pt hook shot from 9 ft,38,29
179,2,6:25.0,Boston full timeout,,38,29
180,2,6:25.0,,D. Graham enters the game for M. Monk,38,29
181,2,6:13.0,D. Theis misses 2-pt jump shot from 18 ft,,38,29
182,2,6:10.0,,Defensive rebound by M. Bridges,38,29
183,2,5:51.0,,D. Graham makes 3-pt jump shot from 26 ft,38,32
184,2,5:39.0,Turnover by C. Edwards (bad pass; steal by T. Rozier),,38,32
185,2,5:34.0,,D. Graham misses 3-pt jump shot from 26 ft,38,32
186,2,5:32.0,Defensive rebound by C. Edwards,,38,32
187,2,5:24.0,Personal foul by T. Rozier (drawn by G. Hayward),,38,32
188,2,5:24.0,M. Smart enters the game for C. Edwards,,38,32
189,2,5:22.0,K. Walker misses 2-pt layup from 2 ft,,38,32
190,2,5:20.0,Offensive rebound by D. Theis,,38,32
191,2,5:19.0,Shooting foul by C. Zeller (drawn by D. Theis),,38,32
192,2,5:19.0,D. Theis makes free throw 1 of 2,,39,32
193,2,5:19.0,D. Theis misses free throw 2 of 2,,39,32
194,2,5:15.0,,Defensive rebound by P. Washington,39,32
195,2,5:04.0,,T. Rozier misses 2-pt layup from 3 ft,39,32
196,2,5:02.0,Defensive rebound by G. Hayward,,39,32
197,2,4:57.0,J. Brown makes 2-pt layup from 2 ft (assist by K. Walker),,41,32
198,2,4:42.0,,Personal foul by M. Smart (drawn by C. Zeller),41,32
199,2,4:29.0,,Offensive foul by D. Graham (drawn by M. Smart),41,32
200,2,4:29.0,,Turnover by D. Graham (offensive foul),41,32
201,2,4:18.0,K. Walker misses 3-pt jump shot from 25 ft,,41,32
202,2,4:14.0,,Defensive rebound by P. Washington,41,32
203,2,4:02.0,,M. Bridges makes 3-pt jump shot from 25 ft (assist by T. Rozier),41,35
204,2,3:51.0,J. Brown misses 2-pt dunk from 3 ft (block by P. Washington),,41,35
205,2,3:49.0,,Defensive rebound by C. Zeller,41,35
206,2,3:43.0,,M. Bridges makes 2-pt dunk from 1 ft (assist by D. Graham),41,37
207,2,3:43.0,Boston full timeout,,41,37
208,2,3:43.0,J. Tatum enters the game for J. Brown,,41,37
209,2,3:43.0,R. Williams enters the game for D. Theis,,41,37
210,2,3:23.0,M. Smart misses 2-pt layup from 2 ft,,41,37
211,2,3:20.0,,Defensive rebound by M. Bridges,41,37
212,2,3:12.0,,C. Zeller misses 2-pt layup from 1 ft,41,37
213,2,3:10.0,Defensive rebound by R. Williams,,41,37
214,2,3:07.0,Shooting foul by T. Rozier (drawn by R. Williams),,41,37
215,2,3:07.0,R. Williams makes free throw 1 of 2,,42,37
216,2,3:07.0,R. Williams makes free throw 2 of 2,,43,37
217,2,3:07.0,J. Brown enters the game for M. Smart,,43,37
218,2,2:51.0,,C. Zeller misses 2-pt jump shot from 10 ft,43,37
219,2,2:48.0,Defensive rebound by K. Walker,,43,37
220,2,2:36.0,J. Brown makes 2-pt layup from 2 ft (assist by G. Hayward),,45,37
221,2,2:12.0,,D. Graham misses 3-pt jump shot from 25 ft,45,37
222,2,2:08.0,Defensive rebound by G. Hayward,,45,37
223,2,2:08.0,,C. Martin enters the game for T. Rozier,45,37
224,2,1:52.0,G. Hayward makes 2-pt jump shot from 20 ft,,47,37
225,2,1:37.0,,M. Bridges misses 3-pt jump shot from 27 ft,47,37
226,2,1:35.0,Defensive rebound by J. Tatum,,47,37
227,2,1:25.0,J. Tatum makes 3-pt jump shot from 27 ft (assist by J. Brown),,50,37
228,2,1:05.0,,D. Graham misses 3-pt jump shot from 25 ft,50,37
229,2,1:03.0,Defensive rebound by J. Tatum,,50,37
230,2,1:03.0,Personal take foul by P. Washington (drawn by J. Tatum),,50,37
231,2,1:03.0,J. Tatum makes free throw 1 of 2,,51,37
232,2,1:03.0,,D. Bacon enters the game for C. Zeller,51,37
233,2,1:03.0,J. Tatum makes free throw 2 of 2,,52,37
234,2,0:51.0,,C. Martin makes 2-pt dunk from 1 ft (assist by P. Washington),52,39
235,2,0:51.0,,Shooting foul by R. Williams (drawn by C. Martin),52,39
236,2,0:51.0,,C. Martin makes free throw 1 of 1,52,40
237,2,0:35.0,K. Walker misses 3-pt jump shot from 28 ft,,52,40
238,2,0:32.0,,Defensive rebound by P. Washington,52,40
239,2,0:12.0,,D. Bacon misses 2-pt layup from 2 ft,52,40
240,2,0:10.0,Defensive rebound by R. Williams,,52,40
241,2,0:09.0,Turnover by R. Williams (bad pass; steal by D. Graham),,52,40
242,2,0:07.0,,D. Graham makes 3-pt jump shot from 26 ft,52,43
243,2,0:00.0,K. Walker misses 3-pt jump shot from 25 ft (block by M. Bridges),,52,43
244,2,0:00.0,Offensive rebound by Team,,52,43
245,3,11:38.0,,T. Rozier makes 2-pt jump shot from 11 ft,52,45
246,3,11:20.0,J. Tatum misses 3-pt jump shot from 27 ft,,52,45
247,3,11:17.0,,Defensive rebound by M. Bridges,52,45
248,3,11:15.0,,D. Bacon misses 3-pt jump shot from 26 ft,52,45
249,3,11:13.0,Defensive rebound by J. Brown,,52,45
250,3,11:04.0,G. Hayward makes 2-pt jump shot from 11 ft,,54,45
251,3,10:49.0,,Personal foul by J. Brown (drawn by P. Washington),54,45
252,3,10:39.0,,T. Rozier misses 2-pt hook shot from 3 ft,54,45
253,3,10:35.0,,Offensive rebound by C. Zeller,54,45
254,3,10:35.0,,C. Zeller misses 2-pt layup from 1 ft,54,45
255,3,10:33.0,Defensive rebound by J. Brown,,54,45
256,3,10:22.0,G. Hayward misses 3-pt jump shot from 26 ft,,54,45
257,3,10:19.0,,Defensive rebound by C. Zeller,54,45
258,3,10:13.0,,M. Bridges misses 3-pt jump shot from 23 ft,54,45
259,3,10:11.0,Defensive rebound by D. Theis,,54,45
260,3,10:02.0,G. Hayward makes 2-pt layup from 3 ft,,56,45
261,3,9:42.0,,M. Bridges misses 2-pt layup from 3 ft (block by J. Tatum),56,45
262,3,9:39.0,Defensive rebound by J. Tatum,,56,45
263,3,9:33.0,J. Tatum makes 3-pt jump shot from 24 ft,,59,45
264,3,9:21.0,,Shooting foul by D. Theis (drawn by C. Zeller),59,45
265,3,9:21.0,,C. Zeller makes free throw 1 of 2,59,46
266,3,9:21.0,,C. Zeller misses free throw 2 of 2,59,46
267,3,9:18.0,Defensive rebound by G. Hayward,,59,46
268,3,9:08.0,K. Walker makes 2-pt layup from 1 ft,,61,46
269,3,8:44.0,,Turnover by T. Rozier (back court),61,46
270,3,8:37.0,K. Walker misses 3-pt jump shot from 26 ft,,61,46
271,3,8:33.0,,Defensive rebound by C. Zeller,61,46
272,3,8:26.0,,P. Washington misses 2-pt layup from 2 ft,61,46
273,3,8:25.0,,Offensive rebound by P. Washington,61,46
274,3,8:22.0,,T. Rozier misses 2-pt layup from 3 ft,61,46
275,3,8:18.0,Defensive rebound by G. Hayward,,61,46
276,3,8:15.0,J. Brown makes 2-pt layup from 1 ft (assist by K. Walker),,63,46
277,3,8:10.0,,Charlotte full timeout,63,46
278,3,8:10.0,,D. Graham enters the game for D. Bacon,63,46
279,3,8:10.0,,C. Martin enters the game for M. Bridges,63,46
280,3,8:10.0,,M. Williams enters the game for C. Zeller,63,46
281,3,7:59.0,,P. Washington misses 2-pt jump shot from 7 ft,63,46
282,3,7:55.0,,Offensive rebound by Team,63,46
283,3,7:50.0,,P. Washington misses 2-pt hook shot from 3 ft,63,46
284,3,7:48.0,Defensive rebound by J. Tatum,,63,46
285,3,7:34.0,Turnover by J. Brown (bad pass; steal by C. Martin),,63,46
286,3,7:27.0,,D. Graham makes 2-pt layup from 1 ft,63,48
287,3,7:27.0,Violation by Team (def goaltending),,63,48
288,3,7:15.0,K. Walker makes 3-pt jump shot from 26 ft (assist by J. Tatum),,66,48
289,3,7:04.0,,M. Williams makes 2-pt jump shot from 4 ft,66,50
290,3,7:04.0,,Shooting foul by G. Hayward (drawn by M. Williams),66,50
291,3,7:04.0,M. Smart enters the game for J. Brown,,66,50
292,3,7:04.0,,M. Williams makes free throw 1 of 1,66,51
293,3,6:55.0,J. Tatum misses 2-pt layup from 2 ft (block by P. Washington),,66,51
294,3,6:55.0,Offensive rebound by Team,,66,51
295,3,6:55.0,,Technical foul by J. Tatum,66,51
296,3,6:55.0,,T. Rozier makes technical free throw,66,52
297,3,6:45.0,G. Hayward misses 2-pt layup from 6 ft (block by P. Washington),,66,52
298,3,6:43.0,Offensive rebound by G. Hayward,,66,52
299,3,6:42.0,M. Smart misses 3-pt jump shot from 26 ft,,66,52
300,3,6:38.0,,Defensive rebound by D. Graham,66,52
301,3,6:34.0,,T. Rozier misses 3-pt jump shot from 26 ft,66,52
302,3,6:31.0,Defensive rebound by Team,,66,52
303,3,6:16.0,G. Hayward misses 3-pt jump shot from 25 ft,,66,52
304,3,6:15.0,,Defensive rebound by M. Williams,66,52
305,3,6:08.0,,Shooting foul by M. Smart (drawn by D. Graham),66,52
306,3,6:08.0,,D. Graham makes free throw 1 of 2,66,53
307,3,6:08.0,G. Williams enters the game for D. Theis,,66,53
308,3,6:08.0,,D. Graham makes free throw 2 of 2,66,54
309,3,5:57.0,Offensive foul by M. Smart (drawn by T. Rozier),,66,54
310,3,5:57.0,Turnover by M. Smart (offensive foul),,66,54
311,3,5:57.0,J. Brown enters the game for M. Smart,,66,54
312,3,5:40.0,,D. Graham misses 3-pt jump shot from 26 ft,66,54
313,3,5:37.0,Defensive rebound by Team,,66,54
314,3,5:24.0,J. Tatum makes 3-pt jump shot from 25 ft (assist by G. Hayward),,69,54
315,3,5:05.0,,Turnover by T. Rozier (traveling),69,54
316,3,4:44.0,Turnover by K. Walker (out of bounds lost ball),,69,54
317,3,4:31.0,,M. Williams makes 2-pt jump shot from 3 ft (assist by D. Graham),69,56
318,3,4:18.0,K. Walker makes 3-pt jump shot from 26 ft (assist by G. Hayward),,72,56
319,3,4:03.0,,Shooting foul by G. Williams (drawn by P. Washington),72,56
320,3,4:03.0,,P. Washington makes free throw 1 of 2,72,57
321,3,4:03.0,B. Wanamaker enters the game for J. Tatum,,72,57
322,3,4:03.0,,M. Monk enters the game for T. Rozier,72,57
323,3,4:03.0,,P. Washington misses free throw 2 of 2,72,57
324,3,4:00.0,Defensive rebound by K. Walker,,72,57
325,3,3:51.0,Turnover by J. Brown (lost ball; steal by C. Martin),,72,57
326,3,3:49.0,,D. Graham makes 2-pt layup from 2 ft (assist by C. Martin),72,59
327,3,3:31.0,Turnover by K. Walker (traveling),,72,59
328,3,3:31.0,,B. Biyombo enters the game for P. Washington,72,59
329,3,3:19.0,,M. Williams misses 3-pt jump shot from 25 ft,72,59
330,3,3:16.0,Defensive rebound by G. Hayward,,72,59
331,3,3:08.0,B. Wanamaker misses 2-pt layup from 4 ft,,72,59
332,3,3:06.0,,Defensive rebound by C. Martin,72,59
333,3,3:00.0,,D. Graham misses 3-pt jump shot from 29 ft,72,59
334,3,2:56.0,Defensive rebound by B. Wanamaker,,72,59
335,3,2:51.0,K. Walker makes 3-pt jump shot from 25 ft (assist by B. Wanamaker),,75,59
336,3,2:37.0,,M. Monk misses 3-pt jump shot from 27 ft,75,59
337,3,2:33.0,,Offensive rebound by D. Graham,75,59
338,3,2:21.0,,Turnover by Team (shot clock),75,59
339,3,2:21.0,Boston full timeout,,75,59
340,3,2:21.0,J. Green enters the game for J. Brown,,75,59
341,3,2:21.0,R. Williams enters the game for G. Williams,,75,59
342,3,1:57.0,J. Green makes 2-pt jump shot from 7 ft (assist by K. Walker),,77,59
343,3,1:48.0,,Personal foul by B. Wanamaker (drawn by M. Monk),77,59
344,3,1:48.0,,M. Monk makes free throw 1 of 2,77,60
345,3,1:48.0,,M. Monk makes free throw 2 of 2,77,61
346,3,1:30.0,G. Hayward misses 3-pt jump shot from 25 ft,,77,61
347,3,1:27.0,Offensive rebound by R. Williams,,77,61
348,3,1:26.0,B. Wanamaker makes 3-pt jump shot from 25 ft (assist by R. Williams),,80,61
349,3,1:07.0,,M. Monk makes 2-pt jump shot from 9 ft,80,63
350,3,0:55.0,R. Williams makes 2-pt layup from 2 ft (assist by K. Walker),,82,63
351,3,0:43.0,,B. Biyombo makes 2-pt hook shot from 3 ft (assist by M. Monk),82,65
352,3,0:33.0,K. Walker misses 3-pt jump shot from 30 ft,,82,65
353,3,0:30.0,,Defensive rebound by C. Martin,82,65
354,3,0:13.0,,Turnover by M. Monk (bad pass; steal by R. Williams),82,65
355,3,0:11.0,Personal foul by M. Monk (drawn by G. Hayward),,82,65
356,3,0:11.0,J. Tatum enters the game for J. Green,,82,65
357,3,0:11.0,,M. Bridges enters the game for M. Monk,82,65
358,3,0:04.0,J. Tatum makes 3-pt jump shot from 26 ft (assist by K. Walker),,85,65
359,3,0:00.0,,C. Martin makes 2-pt dunk from 1 ft (assist by D. Graham),85,67
360,4,11:52.0,Shooting foul by B. Biyombo (drawn by R. Williams),,85,67
361,4,11:52.0,R. Williams misses free throw 1 of 2,,85,67
362,4,11:52.0,Offensive rebound by Team,,85,67
363,4,11:52.0,R. Williams makes free throw 2 of 2,,86,67
364,4,11:39.0,,Turnover by M. Bridges (lost ball; steal by J. Tatum),86,67
365,4,11:32.0,J. Tatum misses 3-pt jump shot from 25 ft,,86,67
366,4,11:29.0,,Defensive rebound by D. Bacon,86,67
367,4,11:17.0,,Turnover by M. Bridges (lost ball; steal by J. Tatum),86,67
368,4,11:17.0,Personal take foul by D. Graham (drawn by B. Wanamaker),,86,67
369,4,11:06.0,Turnover by R. Williams (bad pass; steal by D. Graham),,86,67
370,4,11:04.0,,Shooting foul by B. Wanamaker (drawn by D. Bacon),86,67
371,4,11:04.0,,D. Bacon misses free throw 1 of 2,86,67
372,4,11:04.0,,Offensive rebound by Team,86,67
373,4,11:04.0,,D. Bacon makes free throw 2 of 2,86,68
374,4,10:55.0,J. Green misses 2-pt layup from 3 ft,,86,68
375,4,10:52.0,,Defensive rebound by D. Graham,86,68
376,4,10:50.0,,D. Bacon misses 2-pt layup from 5 ft,86,68
377,4,10:47.0,,Offensive rebound by D. Bacon,86,68
378,4,10:47.0,,D. Bacon misses 2-pt layup from 1 ft,86,68
379,4,10:46.0,Defensive rebound by R. Williams,,86,68
380,4,10:33.0,R. Williams makes 2-pt dunk from 2 ft (assist by M. Smart),,88,68
381,4,10:19.0,,B. Biyombo makes 2-pt layup from 2 ft (assist by D. Graham),88,70
382,4,10:01.0,J. Tatum misses 2-pt layup from 2 ft,,88,70
383,4,9:59.0,,Defensive rebound by D. Bacon,88,70
384,4,9:56.0,,M. Bridges makes 2-pt layup from 2 ft (assist by D. Bacon),88,72
385,4,9:39.0,B. Wanamaker makes 2-pt jump shot from 10 ft,,90,72
386,4,9:21.0,,B. Biyombo makes 2-pt layup from 4 ft (assist by M. Bridges),90,74
387,4,8:52.0,J. Green misses 3-pt jump shot from 23 ft,,90,74
388,4,8:50.0,,Defensive rebound by Team,90,74
389,4,8:50.0,Technical foul by M. Bridges,,90,74
