,QUARTER,TIME_REMAINING,NEW ORLEANS_ACTION,GOLDEN STATE_ACTION,NEW ORLEANS_SCORE,GOLDEN STATE_SCORE
0,1,11:42.0,,G. Robinson makes 3-pt jump shot from 22 ft (assist by D. Green),0,3
1,1,11:19.0,Turnover by J. Holiday (bad pass; steal by D. Green),,0,3
2,1,11:12.0,,G. Robinson misses 3-pt jump shot from 27 ft,0,3
3,1,11:10.0,Defensive rebound by J. Holiday,,0,3
4,1,10:54.0,B. Ingram makes 2-pt jump shot from 12 ft,,2,3
5,1,10:28.0,,D. Russell makes 3-pt jump shot from 27 ft (assist by D. Lee),2,6
6,1,10:06.0,D. Favors makes 2-pt hook shot from 9 ft (assist by B. Ingram),,4,6
7,1,9:45.0,,D. Russell misses 3-pt jump shot from 27 ft,4,6
8,1,9:43.0,Defensive rebound by K. Williams,,4,6
9,1,9:30.0,Personal foul by D. Lee (drawn by J. Redick),,4,6
10,1,9:20.0,B. Ingram misses 2-pt jump shot from 14 ft,,4,6
11,1,9:18.0,,Defensive rebound by G. Robinson,4,6
12,1,9:12.0,,G. Robinson makes 2-pt jump shot from 17 ft (assist by D. Russell),4,8
13,1,8:58.0,J. Holiday misses 3-pt jump shot from 29 ft,,4,8
14,1,8:56.0,,Defensive rebound by D. Green,4,8
15,1,8:45.0,,Turnover by D. Green (out of bounds lost ball),4,8
16,1,8:33.0,Turnover by D. Favors (bad pass),,4,8
17,1,8:22.0,,D. Russell makes 3-pt jump shot from 27 ft (assist by D. Green),4,11
18,1,8:09.0,Turnover by J. Holiday (lost ball; steal by D. Russell),,4,11
19,1,8:04.0,,G. Robinson makes 2-pt dunk from 2 ft (assist by D. Russell),4,13
20,1,7:56.0,New Orleans full timeout,,4,13
21,1,7:45.0,J. Redick misses 3-pt jump shot from 26 ft (block by W. Cauley-Stein),,4,13
22,1,7:43.0,,Defensive rebound by D. Lee,4,13
23,1,7:39.0,,D. Russell misses 3-pt jump shot from 29 ft,4,13
24,1,7:37.0,,Offensive rebound by D. Green,4,13
25,1,7:31.0,,G. Robinson misses 3-pt jump shot from 25 ft,4,13
26,1,7:29.0,,Offensive rebound by D. Russell,4,13
27,1,7:27.0,,G. Robinson misses 2-pt layup from 7 ft (block by D. Favors),4,13
28,1,7:25.0,Defensive rebound by J. Holiday,,4,13
29,1,7:16.0,K. Williams misses 2-pt layup from 5 ft,,4,13
30,1,7:15.0,,Defensive rebound by D. Lee,4,13
31,1,7:09.0,,W. Cauley-Stein makes 2-pt dunk from 1 ft (assist by D. Green),4,15
32,1,6:47.0,D. Favors misses 2-pt hook shot from 4 ft,,4,15
33,1,6:45.0,,Defensive rebound by D. Green,4,15
34,1,6:41.0,,Turnover by D. Green (bad pass; steal by B. Ingram),4,15
35,1,6:33.0,J. Redick misses 3-pt jump shot from 25 ft,,4,15
36,1,6:32.0,Offensive rebound by Team,,4,15
37,1,6:32.0,,Loose ball foul by D. Green (drawn by D. Favors),4,15
38,1,6:32.0,J. Hart enters the game for K. Williams,,4,15
39,1,6:27.0,Personal foul by D. Russell (drawn by J. Holiday),,4,15
40,1,6:20.0,B. Ingram makes 2-pt jump shot from 6 ft,,6,15
41,1,6:00.0,,W. Cauley-Stein misses 2-pt jump shot from 8 ft,6,15
42,1,5:59.0,Defensive rebound by J. Hart,,6,15
43,1,5:55.0,Turnover by J. Hart (bad pass; steal by D. Russell),,6,15
44,1,5:46.0,,D. Lee makes 2-pt layup from 4 ft (assist by D. Green),6,17
45,1,5:30.0,B. Ingram makes 2-pt jump shot from 18 ft (assist by D. Favors),,8,17
46,1,5:09.0,,Turnover by G. Robinson (traveling),8,17
47,1,5:09.0,L. Ball enters the game for J. Holiday,,8,17
48,1,5:09.0,J. Hayes enters the game for J. Redick,,8,17
49,1,5:09.0,,A. Burks enters the game for G. Robinson,8,17
50,1,5:09.0,,J. Evans enters the game for D. Russell,8,17
51,1,5:00.0,Turnover by L. Ball (bad pass; steal by J. Evans),,8,17
52,1,4:54.0,,D. Lee makes 3-pt jump shot from 24 ft (assist by W. Cauley-Stein),8,20
53,1,4:42.0,Turnover by L. Ball (bad pass; steal by A. Burks),,8,20
54,1,4:38.0,,D. Lee makes 2-pt layup from 1 ft (assist by A. Burks),8,22
55,1,4:33.0,New Orleans full timeout,,8,22
56,1,4:33.0,J. Redick enters the game for D. Favors,,8,22
57,1,4:33.0,,E. Paschall enters the game for W. Cauley-Stein,8,22
58,1,4:23.0,J. Redick misses 3-pt jump shot from 27 ft,,8,22
59,1,4:21.0,,Defensive rebound by A. Burks,8,22
60,1,4:10.0,,D. Lee misses 3-pt jump shot from 26 ft,8,22
61,1,4:08.0,Defensive rebound by J. Hart,,8,22
62,1,3:56.0,Turnover by B. Ingram (step out of bounds),,8,22
63,1,3:49.0,,J. Evans misses 3-pt jump shot from 25 ft,8,22
64,1,3:48.0,Defensive rebound by Team,,8,22
65,1,3:44.0,New Orleans full timeout,,8,22
66,1,3:31.0,B. Ingram misses 2-pt jump shot from 11 ft,,8,22
67,1,3:30.0,,Defensive rebound by A. Burks,8,22
68,1,3:19.0,,A. Burks makes 2-pt jump shot from 20 ft (assist by E. Paschall),8,24
69,1,3:04.0,B. Ingram misses 3-pt jump shot from 23 ft,,8,24
70,1,3:02.0,,Defensive rebound by A. Burks,8,24
71,1,2:56.0,,D. Lee makes 3-pt jump shot from 23 ft (assist by D. Green),8,27
72,1,2:40.0,L. Ball misses 3-pt jump shot from 26 ft,,8,27
73,1,2:38.0,,Defensive rebound by E. Paschall,8,27
74,1,2:27.0,,E. Paschall misses 2-pt jump shot from 7 ft,8,27
75,1,2:26.0,Defensive rebound by L. Ball,,8,27
76,1,2:19.0,L. Ball makes 3-pt jump shot from 29 ft (assist by B. Ingram),,11,27
77,1,2:19.0,Away from play foul by E. Paschall (drawn by J. Redick),,11,27
78,1,2:19.0,Instant Replay (Request: Ruling Stands),,11,27
79,1,2:19.0,,M. Chriss enters the game for D. Green,11,27
80,1,2:19.0,,J. Poole enters the game for D. Lee,11,27
81,1,2:19.0,J. Redick makes free throw 1 of 1,,12,27
82,1,1:59.0,,A. Burks makes 2-pt jump shot from 21 ft,12,29
83,1,1:50.0,L. Ball makes 2-pt jump shot from 8 ft,,14,29
84,1,1:40.0,,M. Chriss misses 2-pt layup from 1 ft,14,29
85,1,1:39.0,Defensive rebound by J. Hayes,,14,29
86,1,1:25.0,L. Ball misses 2-pt layup from 9 ft,,14,29
87,1,1:22.0,,Defensive rebound by J. Evans,14,29
88,1,1:22.0,J. Holiday enters the game for B. Ingram,,14,29
89,1,1:18.0,,J. Poole misses 3-pt jump shot from 28 ft,14,29
90,1,1:16.0,Defensive rebound by J. Hart,,14,29
91,1,1:11.0,J. Redick misses 2-pt jump shot from 19 ft,,14,29
92,1,1:05.0,,Defensive rebound by M. Chriss,14,29
93,1,1:02.0,,Personal foul by J. Redick (drawn by E. Paschall),14,29
94,1,1:02.0,E. Moore enters the game for J. Redick,,14,29
