,QUARTER,TIME_REMAINING,SACRAMENTO_ACTION,NEW YORK_ACTION,SACRAMENTO_SCORE,NEW YORK_SCORE
386,4,7:58.0,,Defensive rebound by A. Trier,95,75
387,4,7:40.0,,M. Robinson makes 2-pt dunk from 1 ft (assist by A. Trier),95,77
388,4,7:25.0,B. Hield makes 2-pt jump shot from 17 ft (assist by D. Fox),,97,77
389,4,7:09.0,,A. Trier makes 3-pt jump shot from 26 ft,97,80
390,4,6:58.0,Personal foul by M. Robinson (drawn by B. Hield),,97,80
391,4,6:58.0,B. Hield makes free throw 1 of 2,,98,80
392,4,6:58.0,B. Hield misses free throw 2 of 2,,98,80
393,4,6:56.0,,Defensive rebound by M. Morris,98,80
394,4,6:45.0,,R. Barrett misses 2-pt jump shot from 8 ft,98,80
395,4,6:43.0,Defensive rebound by T. Ariza,,98,80
396,4,6:27.0,H. Barnes misses 3-pt jump shot from 23 ft,,98,80
397,4,6:25.0,,Defensive rebound by Team,98,80
398,4,6:13.0,,Turnover by A. Trier (bad pass),98,80
399,4,6:03.0,Shooting foul by A. Trier (drawn by D. Fox),,98,80
400,4,6:03.0,D. Fox misses free throw 1 of 2,,98,80
401,4,6:03.0,Offensive rebound by Team,,98,80
402,4,6:03.0,D. Fox makes free throw 2 of 2,,99,80
403,4,5:54.0,,R. Barrett misses 2-pt layup from 2 ft,99,80
404,4,5:53.0,,Offensive rebound by M. Robinson,99,80
405,4,5:53.0,,M. Robinson makes 2-pt layup at rim,99,82
406,4,5:53.0,,Shooting foul by B. Hield (drawn by M. Robinson),99,82
407,4,5:53.0,,M. Robinson makes free throw 1 of 1,99,83
408,4,5:38.0,D. Fox misses 2-pt jump shot from 4 ft (block by M. Robinson),,99,83
409,4,5:38.0,Offensive rebound by Team,,99,83
410,4,5:36.0,B. Hield misses 2-pt jump shot from 17 ft,,99,83
411,4,5:34.0,,Defensive rebound by W. Ellington,99,83
412,4,5:26.0,,A. Trier misses 2-pt dunk from 1 ft (block by D. Fox),99,83
413,4,5:24.0,Defensive rebound by Team,,99,83
414,4,5:21.0,Personal foul by A. Trier (drawn by D. Fox),,99,83
415,4,5:21.0,D. Fox misses free throw 1 of 2,,99,83
416,4,5:21.0,Offensive rebound by Team,,99,83
417,4,5:21.0,D. Fox makes free throw 2 of 2,,100,83
418,4,5:00.0,,R. Barrett misses 3-pt jump shot from 23 ft,100,83
419,4,4:58.0,Defensive rebound by D. Fox,,100,83
420,4,4:53.0,Shooting foul by W. Ellington (drawn by R. Holmes),,100,83
421,4,4:53.0,R. Holmes makes free throw 1 of 2,,101,83
422,4,4:53.0,R. Holmes makes free throw 2 of 2,,102,83
423,4,4:33.0,,Personal foul by B. Hield (drawn by A. Trier),102,83
424,4,4:33.0,,A. Trier makes free throw 1 of 2,102,84
425,4,4:33.0,,A. Trier makes free throw 2 of 2,102,85
426,4,4:11.0,Shooting foul by M. Morris (drawn by H. Barnes),,102,85
427,4,4:11.0,H. Barnes makes free throw 1 of 2,,103,85
428,4,4:11.0,,I. Brazdeikis enters the game for W. Ellington,103,85
429,4,4:11.0,,D. Dotson enters the game for M. Morris,103,85
430,4,4:11.0,H. Barnes makes free throw 2 of 2,,104,85
431,4,3:56.0,,Shooting foul by D. Fox (drawn by I. Brazdeikis),104,85
432,4,3:56.0,,I. Brazdeikis makes free throw 1 of 2,104,86
433,4,3:56.0,,I. Brazdeikis makes free throw 2 of 2,104,87
434,4,3:35.0,Offensive foul by D. Fox (drawn by A. Trier),,104,87
435,4,3:35.0,Turnover by D. Fox (offensive foul),,104,87
436,4,3:27.0,,Turnover by R. Barrett (lost ball; steal by D. Fox),104,87
437,4,3:22.0,D. Fox makes 2-pt dunk from 2 ft,,106,87
438,4,3:01.0,,R. Barrett makes 2-pt layup from 2 ft (assist by I. Brazdeikis),106,89
439,4,2:45.0,R. Holmes misses 2-pt layup from 1 ft,,106,89
440,4,2:43.0,Offensive rebound by R. Holmes,,106,89
441,4,2:43.0,R. Holmes makes 2-pt dunk from 1 ft,,108,89
442,4,2:26.0,,D. Dotson misses 3-pt jump shot from 23 ft,108,89
443,4,2:24.0,Defensive rebound by R. Holmes,,108,89
444,4,2:10.0,H. Barnes makes 3-pt jump shot from 23 ft,,111,89
445,4,1:57.0,,A. Trier misses 3-pt jump shot from 26 ft,111,89
446,4,1:56.0,Defensive rebound by R. Holmes,,111,89
447,4,1:56.0,Sacramento full timeout,,111,89
448,4,1:56.0,B. Bogdanović enters the game for T. Ariza,,111,89
449,4,1:56.0,Y. Ferrell enters the game for H. Barnes,,111,89
450,4,1:56.0,W. Gabriel enters the game for D. Fox,,111,89
451,4,1:56.0,J. James enters the game for B. Hield,,111,89
452,4,1:56.0,C. Swanigan enters the game for R. Holmes,,111,89
453,4,1:56.0,,K. Knox enters the game for R. Barrett,111,89
454,4,1:39.0,Turnover by C. Swanigan (bad pass),,111,89
455,4,1:22.0,,I. Brazdeikis makes 2-pt layup from 1 ft,111,91
456,4,1:14.0,Turnover by C. Swanigan (bad pass),,111,91
457,4,1:00.0,,Turnover by D. Dotson (traveling),111,91
458,4,0:51.0,Shooting foul by M. Robinson (drawn by J. James),,111,91
459,4,0:51.0,J. James misses free throw 1 of 2,,111,91
460,4,0:51.0,Offensive rebound by Team,,111,91
461,4,0:51.0,J. James misses free throw 2 of 2,,111,91
462,4,0:49.0,,Defensive rebound by A. Trier,111,91
463,4,0:38.0,,Turnover by I. Brazdeikis (bad pass; steal by J. James),111,91
464,4,0:32.0,C. Swanigan makes 2-pt layup from 1 ft (assist by J. James),,113,91
465,4,0:13.0,,I. Brazdeikis misses 3-pt jump shot from 26 ft,113,91
466,4,0:11.0,,Offensive rebound by M. Robinson,113,91
467,4,0:10.0,,Shooting foul by C. Swanigan (drawn by M. Robinson),113,91
468,4,0:10.0,,M. Robinson makes free throw 1 of 2,113,92
469,4,0:10.0,,M. Robinson misses free throw 2 of 2,113,92
470,4,0:08.0,Defensive rebound by J. James,,113,92
