,QUARTER,TIME_REMAINING,PORTLAND_ACTION,PHOENIX_ACTION,PORTLAND_SCORE,PHOENIX_SCORE
35,1,7:04.0,C. Anthony misses 2-pt layup from 7 ft (block by D. Šarić),,5,17
36,1,7:04.0,Offensive rebound by Team,,5,17
37,1,7:02.0,C. McCollum makes 2-pt layup from 2 ft (assist by T. Ariza),,7,17
38,1,6:43.0,,Turnover by D. Booker (lost ball; steal by T. Ariza),7,17
39,1,6:43.0,Personal foul by D. Booker (drawn by T. Ariza),,7,17
40,1,6:29.0,D. Lillard misses 3-pt jump shot from 32 ft,,7,17
41,1,6:26.0,,Defensive rebound by R. Rubio,7,17
42,1,6:18.0,,Turnover by D. Booker (lost ball; steal by C. McCollum),7,17
43,1,6:10.0,C. McCollum misses 2-pt jump shot from 18 ft,,7,17
44,1,6:06.0,Offensive rebound by C. McCollum,,7,17
45,1,6:04.0,H. Whiteside makes 2-pt hook shot from 1 ft (assist by C. McCollum),,9,17
46,1,5:51.0,,M. Bridges misses 2-pt jump shot from 12 ft,9,17
47,1,5:49.0,Defensive rebound by H. Whiteside,,9,17
48,1,5:39.0,D. Lillard misses 2-pt layup from 2 ft,,9,17
49,1,5:39.0,Offensive rebound by H. Whiteside,,9,17
50,1,5:39.0,H. Whiteside misses 2-pt layup from 1 ft,,9,17
51,1,5:39.0,Offensive rebound by H. Whiteside,,9,17
52,1,5:39.0,Shooting foul by R. Rubio (drawn by H. Whiteside),,9,17
53,1,5:39.0,H. Whiteside misses free throw 1 of 2,,9,17
54,1,5:39.0,Offensive rebound by Team,,9,17
55,1,5:39.0,G. Trent enters the game for C. McCollum,,9,17
56,1,5:39.0,,C. Diallo enters the game for R. Rubio,9,17
57,1,5:39.0,,E. Okobo enters the game for D. Šarić,9,17
58,1,5:39.0,H. Whiteside misses free throw 2 of 2,,9,17
59,1,5:37.0,,Defensive rebound by D. Booker,9,17
60,1,5:19.0,,E. Okobo misses 3-pt jump shot from 27 ft,9,17
61,1,5:15.0,,Offensive rebound by C. Diallo,9,17
62,1,5:12.0,,D. Booker misses 3-pt jump shot from 30 ft,9,17
63,1,5:08.0,,Offensive rebound by A. Baynes,9,17
64,1,5:07.0,,A. Baynes misses 2-pt jump shot from 14 ft,9,17
65,1,5:04.0,Defensive rebound by D. Lillard,,9,17
66,1,4:58.0,C. Anthony misses 2-pt jump shot from 20 ft,,9,17
67,1,4:56.0,,Defensive rebound by C. Diallo,9,17
68,1,4:43.0,,E. Okobo misses 2-pt jump shot from 3 ft,9,17
69,1,4:39.0,Defensive rebound by T. Ariza,,9,17
70,1,4:34.0,G. Trent misses 3-pt jump shot from 26 ft,,9,17
71,1,4:29.0,,Defensive rebound by C. Diallo,9,17
72,1,4:23.0,,Shooting foul by G. Trent (drawn by A. Baynes),9,17
73,1,4:23.0,,A. Baynes makes free throw 1 of 2,9,18
74,1,4:23.0,,A. Baynes makes free throw 2 of 2,9,19
75,1,4:07.0,D. Lillard misses 3-pt jump shot from 28 ft,,9,19
76,1,4:05.0,,Defensive rebound by A. Baynes,9,19
77,1,3:53.0,,A. Baynes makes 3-pt jump shot from 26 ft (assist by E. Okobo),9,22
78,1,3:43.0,Shooting foul by A. Baynes (drawn by D. Lillard),,9,22
79,1,3:43.0,D. Lillard makes free throw 1 of 2,,10,22
80,1,3:43.0,M. Hezonja enters the game for C. Anthony,,10,22
81,1,3:43.0,,J. Carter enters the game for M. Bridges,10,22
82,1,3:43.0,D. Lillard makes free throw 2 of 2,,11,22
83,1,3:32.0,,A. Baynes makes 3-pt jump shot from 26 ft (assist by E. Okobo),11,25
84,1,3:20.0,Offensive foul by T. Ariza (drawn by A. Baynes),,11,25
85,1,3:20.0,Turnover by T. Ariza (offensive foul),,11,25
86,1,3:02.0,,D. Booker makes 2-pt jump shot from 15 ft,11,27
87,1,2:56.0,Turnover by D. Lillard (bad pass),,11,27
88,1,2:56.0,,Phoenix full timeout,11,27
89,1,2:56.0,C. McCollum enters the game for D. Lillard,,11,27
90,1,2:45.0,,C. Diallo misses 2-pt jump shot from 9 ft,11,27
91,1,2:43.0,Defensive rebound by H. Whiteside,,11,27
92,1,2:27.0,C. McCollum makes 2-pt jump shot from 16 ft,,13,27
93,1,2:04.0,,C. Diallo makes 2-pt layup from 5 ft (assist by D. Booker),13,29
94,1,1:55.0,H. Whiteside makes 3-pt jump shot from 26 ft (assist by M. Hezonja),,16,29
95,1,1:43.0,,A. Baynes makes 3-pt jump shot from 28 ft (assist by E. Okobo),16,32
96,1,1:26.0,Personal foul by J. Carter (drawn by C. McCollum),,16,32
97,1,1:26.0,C. McCollum makes free throw 1 of 2,,17,32
98,1,1:26.0,W. Gabriel enters the game for H. Whiteside,,17,32
99,1,1:26.0,,T. Jerome enters the game for A. Baynes,17,32
100,1,1:26.0,,D. Šarić enters the game for D. Booker,17,32
101,1,1:26.0,C. McCollum makes free throw 2 of 2,,18,32
102,1,1:06.0,,J. Carter misses 3-pt jump shot from 26 ft (block by C. McCollum),18,32
103,1,1:01.0,,Offensive rebound by J. Carter,18,32
104,1,1:00.0,,J. Carter makes 2-pt jump shot from 13 ft,18,34
105,1,0:50.0,,Violation by Team (kicked ball),18,34
106,1,0:50.0,A. Simons enters the game for T. Ariza,,18,34
107,1,0:39.0,Shooting foul by E. Okobo (drawn by W. Gabriel),,18,34
108,1,0:39.0,W. Gabriel makes free throw 1 of 2,,19,34
109,1,0:39.0,W. Gabriel makes free throw 2 of 2,,20,34
110,1,0:25.0,,Turnover by J. Carter (bad pass; steal by G. Trent),20,34
111,1,0:21.0,G. Trent makes 2-pt layup from 2 ft,,22,34
112,1,0:21.0,Shooting foul by D. Šarić (drawn by G. Trent),,22,34
113,1,0:21.0,G. Trent misses free throw 1 of 1,,22,34
114,1,0:20.0,,Defensive rebound by J. Carter,22,34
115,1,0:07.0,,Personal foul by W. Gabriel (drawn by J. Carter),22,34
116,1,0:07.0,T. Ariza enters the game for A. Simons,,22,34
117,1,0:07.0,,D. Booker enters the game for E. Okobo,22,34
118,1,0:04.0,,Turnover by C. Diallo (bad pass; steal by W. Gabriel),22,34
119,1,0:00.0,G. Trent misses 3-pt jump shot from 24 ft,,22,34
120,1,0:00.0,Offensive rebound by Team,,22,34
121,2,11:45.0,,Personal foul by W. Gabriel (drawn by D. Šarić),22,34
122,2,11:32.0,,D. Šarić makes 2-pt layup at rim,22,36
123,2,11:16.0,C. McCollum makes 2-pt layup from 1 ft (assist by M. Hezonja),,24,36
124,2,11:03.0,,M. Bridges makes 2-pt layup from 2 ft (assist by R. Rubio),24,38
125,2,10:49.0,A. Simons misses 3-pt jump shot from 26 ft,,24,38
126,2,10:45.0,Offensive rebound by W. Gabriel,,24,38
127,2,10:40.0,G. Trent misses 3-pt jump shot from 26 ft,,24,38
128,2,10:38.0,,Defensive rebound by Team,24,38
129,2,10:16.0,,R. Rubio misses 2-pt jump shot from 4 ft (block by M. Hezonja),24,38
130,2,10:14.0,Defensive rebound by W. Gabriel,,24,38
131,2,9:58.0,M. Hezonja misses 2-pt jump shot from 2 ft,,24,38
132,2,9:56.0,,Defensive rebound by D. Šarić,24,38
133,2,9:52.0,,M. Bridges makes 2-pt dunk from 1 ft (assist by C. Diallo),24,40
134,2,9:37.0,C. McCollum misses 3-pt jump shot from 26 ft,,24,40
135,2,9:34.0,,Defensive rebound by C. Diallo,24,40
136,2,9:24.0,,D. Šarić makes 3-pt jump shot from 27 ft (assist by R. Rubio),24,43
137,2,9:24.0,Portland full timeout,,24,43
138,2,9:24.0,C. Anthony enters the game for W. Gabriel,,24,43
139,2,9:24.0,D. Lillard enters the game for M. Hezonja,,24,43
140,2,9:24.0,H. Whiteside enters the game for C. McCollum,,24,43
141,2,9:04.0,Turnover by D. Lillard (out of bounds lost ball),,24,43
142,2,8:52.0,,D. Šarić makes 2-pt hook shot from 10 ft (assist by R. Rubio),24,45
143,2,8:38.0,C. Anthony makes 3-pt jump shot from 26 ft (assist by D. Lillard),,27,45
144,2,8:19.0,,T. Jerome makes 3-pt jump shot from 27 ft (assist by M. Bridges),27,48
145,2,8:03.0,G. Trent makes 2-pt jump shot from 11 ft (assist by D. Lillard),,29,48
146,2,7:53.0,,M. Bridges makes 2-pt layup from 2 ft (assist by R. Rubio),29,50
147,2,7:37.0,A. Simons makes 2-pt layup from 2 ft (assist by H. Whiteside),,31,50
148,2,7:37.0,,Violation by Team (def goaltending),31,50
149,2,7:26.0,,R. Rubio misses 2-pt jump shot from 13 ft,31,50
150,2,7:23.0,Defensive rebound by H. Whiteside,,31,50
151,2,7:16.0,D. Lillard makes 2-pt layup at rim,,33,50
152,2,6:58.0,,D. Šarić makes 2-pt hook shot from 7 ft,33,52
153,2,6:50.0,C. Anthony misses 2-pt jump shot from 18 ft,,33,52
154,2,6:46.0,,Defensive rebound by C. Diallo,33,52
155,2,6:37.0,,C. Diallo misses 2-pt layup from 7 ft (block by H. Whiteside),33,52
156,2,6:33.0,Defensive rebound by D. Lillard,,33,52
157,2,6:30.0,G. Trent misses 2-pt layup from 16 ft,,33,52
158,2,6:27.0,,Defensive rebound by R. Rubio,33,52
159,2,6:24.0,,Shooting foul by A. Simons (drawn by D. Šarić),33,52
160,2,6:24.0,,D. Šarić makes free throw 1 of 2,33,53
161,2,6:24.0,T. Ariza enters the game for A. Simons,,33,53
162,2,6:24.0,C. McCollum enters the game for G. Trent,,33,53
163,2,6:24.0,,A. Baynes enters the game for C. Diallo,33,53
164,2,6:24.0,,D. Šarić makes free throw 2 of 2,33,54
165,2,6:08.0,D. Lillard misses 2-pt layup from 5 ft,,33,54
166,2,6:06.0,,Defensive rebound by M. Bridges,33,54
167,2,6:05.0,,Shooting foul by T. Ariza (drawn by M. Bridges),33,54
168,2,6:05.0,,M. Bridges makes free throw 1 of 2,33,55
169,2,6:05.0,,D. Booker enters the game for R. Rubio,33,55
170,2,6:05.0,,M. Bridges makes free throw 2 of 2,33,56
171,2,5:54.0,D. Lillard makes 3-pt jump shot from 26 ft (assist by C. McCollum),,36,56
172,2,5:43.0,,T. Jerome misses 3-pt jump shot from 29 ft,36,56
173,2,5:42.0,,Offensive rebound by D. Šarić,36,56
174,2,5:33.0,,D. Booker makes 3-pt jump shot from 28 ft,36,59
175,2,5:13.0,T. Ariza makes 2-pt layup from 3 ft (assist by C. Anthony),,38,59
176,2,5:05.0,,D. Booker misses 2-pt jump shot from 9 ft,38,59
177,2,5:02.0,Defensive rebound by H. Whiteside,,38,59
178,2,4:54.0,Personal foul by T. Jerome (drawn by D. Lillard),,38,59
179,2,4:54.0,,J. Carter enters the game for M. Bridges,38,59
180,2,4:54.0,,E. Okobo enters the game for T. Jerome,38,59
181,2,4:42.0,T. Ariza makes 3-pt jump shot from 23 ft (assist by C. McCollum),,41,59
182,2,4:26.0,,A. Baynes misses 3-pt jump shot from 27 ft,41,59
183,2,4:23.0,Defensive rebound by C. Anthony,,41,59
184,2,4:16.0,C. Anthony misses 2-pt layup from 4 ft (block by A. Baynes),,41,59
185,2,4:16.0,Offensive rebound by Team,,41,59
186,2,4:14.0,C. McCollum makes 3-pt jump shot from 27 ft (assist by T. Ariza),,44,59
187,2,3:59.0,,D. Booker misses 2-pt layup from 1 ft (block by H. Whiteside),44,59
188,2,3:55.0,Defensive rebound by C. Anthony,,44,59
189,2,3:54.0,Shooting foul by D. Booker (drawn by T. Ariza),,44,59
190,2,3:54.0,T. Ariza makes free throw 1 of 3,,45,59
191,2,3:54.0,T. Ariza makes free throw 2 of 3,,46,59
192,2,3:54.0,T. Ariza makes free throw 3 of 3,,47,59
193,2,3:48.0,,Personal foul by C. Anthony (drawn by D. Šarić),47,59
194,2,3:39.0,,D. Šarić misses 2-pt layup from 8 ft (block by H. Whiteside),47,59
195,2,3:39.0,,Offensive rebound by Team,47,59
196,2,3:30.0,,D. Booker misses 3-pt jump shot from 29 ft,47,59
197,2,3:29.0,,Offensive rebound by E. Okobo,47,59
198,2,3:27.0,,J. Carter misses 3-pt jump shot from 26 ft,47,59
199,2,3:27.0,,Offensive rebound by A. Baynes,47,59
200,2,3:24.0,,A. Baynes misses 2-pt layup at rim,47,59
201,2,3:23.0,,Offensive rebound by A. Baynes,47,59
202,2,3:23.0,,A. Baynes misses 2-pt layup from 2 ft,47,59
203,2,3:20.0,Defensive rebound by H. Whiteside,,47,59
204,2,3:10.0,C. McCollum makes 3-pt jump shot from 24 ft (assist by D. Lillard),,50,59
205,2,3:10.0,,Phoenix full timeout,50,59
206,2,3:10.0,,M. Bridges enters the game for J. Carter,50,59
207,2,3:10.0,,R. Rubio enters the game for E. Okobo,50,59
208,2,3:00.0,,Offensive foul by A. Baynes (drawn by T. Ariza),50,59
209,2,3:00.0,,Turnover by A. Baynes (offensive foul),50,59
210,2,3:00.0,,Phoenix full timeout,50,59
211,2,3:00.0,,Instant Replay (Challenge: Stands),50,59
212,2,2:37.0,C. Anthony makes 2-pt jump shot from 19 ft,,52,59
213,2,2:23.0,,R. Rubio misses 2-pt jump shot from 19 ft,52,59
214,2,2:21.0,Defensive rebound by H. Whiteside,,52,59
215,2,2:16.0,Personal foul by R. Rubio (drawn by T. Ariza),,52,59
216,2,2:16.0,,E. Okobo enters the game for R. Rubio,52,59
217,2,2:05.0,D. Lillard makes 2-pt layup from 2 ft,,54,59
218,2,1:51.0,,D. Šarić misses 2-pt jump shot from 9 ft,54,59
219,2,1:47.0,Defensive rebound by H. Whiteside,,54,59
220,2,1:43.0,Personal foul by M. Bridges (drawn by C. McCollum),,54,59
221,2,1:32.0,C. Anthony makes 2-pt jump shot from 13 ft,,56,59
222,2,1:17.0,,D. Booker makes 2-pt layup from 2 ft,56,61
223,2,1:02.0,T. Ariza misses 3-pt jump shot from 24 ft,,56,61
224,2,0:59.0,,Defensive rebound by A. Baynes,56,61
225,2,0:40.0,,A. Baynes makes 3-pt jump shot from 23 ft (assist by D. Booker),56,64
226,2,0:28.0,H. Whiteside makes 2-pt layup from 3 ft (assist by C. McCollum),,58,64
227,2,0:07.0,,M. Bridges makes 3-pt jump shot from 25 ft (assist by D. Booker),58,67
228,2,0:01.0,C. McCollum misses 2-pt jump shot from 15 ft,,58,67
229,2,0:01.0,Offensive rebound by Team,,58,67
230,3,11:36.0,,A. Baynes misses 2-pt layup from 4 ft (block by H. Whiteside),58,67
231,3,11:30.0,Defensive rebound by T. Ariza,,58,67
232,3,11:30.0,Turnover by T. Ariza (bad pass; steal by M. Bridges),,58,67
233,3,11:24.0,,D. Booker misses 3-pt jump shot from 27 ft,58,67
234,3,11:21.0,Defensive rebound by H. Whiteside,,58,67
235,3,11:18.0,T. Ariza misses 3-pt jump shot from 28 ft,,58,67
236,3,11:15.0,,Defensive rebound by A. Baynes,58,67
237,3,11:06.0,,Violation by Team (kicked ball),58,67
238,3,10:53.0,C. McCollum misses 2-pt jump shot from 12 ft,,58,67
239,3,10:47.0,Offensive rebound by T. Ariza,,58,67
240,3,10:47.0,T. Ariza misses 2-pt layup from 1 ft,,58,67
241,3,10:47.0,,Defensive rebound by M. Bridges,58,67
242,3,10:43.0,,D. Booker makes 2-pt layup from 3 ft (assist by M. Bridges),58,69
243,3,10:30.0,H. Whiteside misses 2-pt hook shot from 1 ft,,58,69
244,3,10:28.0,,Defensive rebound by D. Booker,58,69
245,3,10:19.0,,Turnover by D. Šarić (traveling),58,69
246,3,10:08.0,Turnover by D. Lillard (bad pass; steal by D. Šarić),,58,69
247,3,10:01.0,,D. Booker makes 2-pt layup from 1 ft (assist by R. Rubio),58,71
248,3,9:41.0,H. Whiteside makes 2-pt layup from 1 ft (assist by C. McCollum),,60,71
249,3,9:41.0,Shooting foul by A. Baynes (drawn by H. Whiteside),,60,71
250,3,9:41.0,H. Whiteside misses free throw 1 of 1,,60,71
251,3,9:41.0,Offensive rebound by T. Ariza,,60,71
252,3,9:40.0,T. Ariza makes 2-pt layup from 2 ft,,62,71
253,3,9:27.0,,Personal foul by H. Whiteside (drawn by A. Baynes),62,71
254,3,9:22.0,,Personal foul by T. Ariza (drawn by A. Baynes),62,71
255,3,9:15.0,,D. Booker misses 3-pt jump shot from 26 ft,62,71
256,3,9:12.0,,Offensive rebound by D. Šarić,62,71
257,3,9:05.0,,M. Bridges makes 3-pt jump shot from 24 ft (assist by D. Booker),62,74
258,3,8:45.0,Turnover by H. Whiteside (bad pass; steal by A. Baynes),,62,74
259,3,8:42.0,,M. Bridges makes 2-pt dunk at rim (assist by R. Rubio),62,76
260,3,8:42.0,Portland full timeout,,62,76
261,3,8:22.0,Turnover by C. Anthony (lost ball; steal by M. Bridges),,62,76
262,3,8:19.0,,M. Bridges makes 2-pt layup from 1 ft,62,78
263,3,8:07.0,D. Lillard misses 2-pt layup from 3 ft (block by A. Baynes),,62,78
264,3,8:05.0,,Defensive rebound by D. Šarić,62,78
265,3,8:03.0,,Personal foul by C. McCollum (drawn by D. Booker),62,78
266,3,7:54.0,,A. Baynes makes 3-pt jump shot from 27 ft (assist by R. Rubio),62,81
267,3,7:28.0,Turnover by C. Anthony (lost ball; steal by R. Rubio),,62,81
268,3,7:23.0,,D. Šarić makes 2-pt layup from 1 ft (assist by D. Booker),62,83
269,3,6:58.0,C. Anthony misses 2-pt jump shot from 11 ft,,62,83
270,3,6:54.0,,Defensive rebound by A. Baynes,62,83
271,3,6:50.0,,D. Booker makes 3-pt jump shot from 28 ft,62,86
272,3,6:47.0,Portland full timeout,,62,86
273,3,6:27.0,Turnover by C. McCollum (bad pass; steal by D. Šarić),,62,86
274,3,6:17.0,,D. Šarić misses 3-pt jump shot from 27 ft,62,86
275,3,6:13.0,Defensive rebound by D. Lillard,,62,86
276,3,6:04.0,C. McCollum misses 3-pt jump shot from 27 ft,,62,86
277,3,6:01.0,Offensive rebound by H. Whiteside,,62,86
278,3,6:01.0,H. Whiteside misses 2-pt layup from 1 ft,,62,86
279,3,5:57.0,,Defensive rebound by D. Šarić,62,86
280,3,5:55.0,,Shooting foul by C. McCollum (drawn by R. Rubio),62,86
281,3,5:55.0,,R. Rubio makes free throw 1 of 2,62,87
282,3,5:55.0,G. Trent enters the game for C. McCollum,,62,87
283,3,5:55.0,,R. Rubio makes free throw 2 of 2,62,88
284,3,5:34.0,Turnover by H. Whiteside (lost ball; steal by D. Šarić),,62,88
285,3,5:26.0,,A. Baynes misses 3-pt jump shot from 26 ft,62,88
286,3,5:22.0,,Offensive rebound by M. Bridges,62,88
287,3,5:14.0,,R. Rubio misses 3-pt jump shot from 26 ft,62,88
288,3,5:11.0,Defensive rebound by G. Trent,,62,88
289,3,5:05.0,Personal foul by D. Šarić (drawn by T. Ariza),,62,88
290,3,5:05.0,,E. Okobo enters the game for R. Rubio,62,88
291,3,4:56.0,D. Lillard makes 2-pt layup from 1 ft,,64,88
292,3,4:56.0,Shooting foul by E. Okobo (drawn by D. Lillard),,64,88
293,3,4:56.0,D. Lillard makes free throw 1 of 1,,65,88
294,3,4:39.0,,Shooting foul by T. Ariza (drawn by D. Booker),65,88
295,3,4:39.0,,D. Booker makes free throw 1 of 2,65,89
296,3,4:39.0,,C. Diallo enters the game for D. Šarić,65,89
297,3,4:39.0,,D. Booker makes free throw 2 of 2,65,90
298,3,4:26.0,G. Trent misses 3-pt jump shot from 26 ft,,65,90
299,3,4:23.0,,Defensive rebound by D. Booker,65,90
300,3,4:10.0,,Offensive foul by A. Baynes (drawn by G. Trent),65,90
301,3,4:10.0,,Turnover by A. Baynes (offensive foul),65,90
302,3,4:10.0,Technical foul by A. Baynes,,65,90
303,3,4:10.0,D. Lillard makes technical free throw,,66,90
304,3,4:10.0,M. Hezonja enters the game for C. Anthony,,66,90
305,3,4:10.0,,D. Šarić enters the game for A. Baynes,66,90
306,3,4:00.0,D. Lillard misses 2-pt layup from 5 ft (block by M. Bridges),,66,90
307,3,3:59.0,Offensive rebound by Team,,66,90
308,3,3:54.0,H. Whiteside makes 2-pt jump shot from 1 ft (assist by M. Hezonja),,68,90
309,3,3:37.0,,E. Okobo misses 3-pt jump shot from 22 ft,68,90
310,3,3:34.0,Defensive rebound by H. Whiteside,,68,90
311,3,3:28.0,Shooting foul by E. Okobo (drawn by D. Lillard),,68,90
312,3,3:28.0,D. Lillard misses free throw 1 of 3,,68,90
313,3,3:28.0,Offensive rebound by Team,,68,90
314,3,3:28.0,D. Lillard makes free throw 2 of 3,,69,90
315,3,3:28.0,C. McCollum enters the game for T. Ariza,,69,90
316,3,3:28.0,D. Lillard makes free throw 3 of 3,,70,90
317,3,3:17.0,,Turnover by E. Okobo (lost ball; steal by G. Trent),70,90
318,3,3:15.0,G. Trent makes 2-pt layup from 2 ft,,72,90
319,3,3:15.0,Shooting foul by E. Okobo (drawn by G. Trent),,72,90
320,3,3:15.0,,J. Carter enters the game for E. Okobo,72,90
321,3,3:15.0,G. Trent makes free throw 1 of 1,,73,90
322,3,3:01.0,,M. Bridges misses 3-pt jump shot from 25 ft,73,90
323,3,2:58.0,,Offensive rebound by D. Šarić,73,90
324,3,2:51.0,,C. Diallo misses 2-pt hook shot from 4 ft,73,90
325,3,2:47.0,Defensive rebound by H. Whiteside,,73,90
326,3,2:44.0,C. McCollum makes 2-pt layup from 1 ft (assist by D. Lillard),,75,90
327,3,2:20.0,,J. Carter misses 3-pt jump shot from 26 ft,75,90
328,3,2:16.0,Defensive rebound by C. McCollum,,75,90
329,3,2:09.0,D. Lillard misses 2-pt jump shot from 8 ft,,75,90
330,3,2:07.0,Offensive rebound by H. Whiteside,,75,90
331,3,2:06.0,H. Whiteside makes 2-pt dunk from 1 ft,,77,90
332,3,1:52.0,,Personal foul by G. Trent (drawn by J. Carter),77,90
333,3,1:52.0,,J. Carter makes free throw 1 of 2,77,91
334,3,1:52.0,T. Ariza enters the game for D. Lillard,,77,91
335,3,1:52.0,,R. Rubio enters the game for C. Diallo,77,91
336,3,1:52.0,,J. Carter makes free throw 2 of 2,77,92
337,3,1:38.0,Turnover by H. Whiteside (off goaltending),,77,92
338,3,1:16.0,,R. Rubio makes 3-pt jump shot from 23 ft (assist by D. Booker),77,95
339,3,0:55.0,H. Whiteside makes 2-pt hook shot from 3 ft (assist by C. McCollum),,79,95
340,3,0:37.0,,R. Rubio misses 2-pt layup from 2 ft,79,95
341,3,0:34.0,Defensive rebound by H. Whiteside,,79,95
342,3,0:30.0,M. Hezonja makes 3-pt jump shot from 27 ft,,82,95
343,3,0:08.0,,D. Booker misses 2-pt jump shot from 15 ft,82,95
344,3,0:05.0,Defensive rebound by C. McCollum,,82,95
345,3,0:01.0,G. Trent misses 3-pt jump shot from 25 ft,,82,95
346,3,0:01.0,,Defensive rebound by D. Booker,82,95
347,4,11:58.0,Turnover by G. Trent (back court),,82,95
348,4,11:45.0,,A. Baynes makes 3-pt jump shot from 26 ft (assist by R. Rubio),82,98
349,4,11:27.0,C. McCollum misses 3-pt jump shot from 27 ft,,82,98
350,4,11:22.0,,Defensive rebound by M. Bridges,82,98
351,4,11:02.0,,J. Carter makes 3-pt jump shot from 26 ft (assist by A. Baynes),82,101
352,4,10:46.0,G. Trent makes 2-pt jump shot from 15 ft (assist by C. Swanigan),,84,101
353,4,10:33.0,,A. Baynes misses 3-pt jump shot from 25 ft,84,101
354,4,10:33.0,,Offensive rebound by M. Bridges,84,101
355,4,10:26.0,,Turnover by M. Bridges (bad pass; steal by A. Simons),84,101
356,4,10:26.0,Personal foul by R. Rubio (drawn by G. Trent),,84,101
357,4,10:26.0,D. Lillard enters the game for M. Hezonja,,84,101
358,4,10:15.0,A. Simons makes 2-pt layup from 3 ft (assist by C. Swanigan),,86,101
359,4,10:02.0,,A. Baynes misses 2-pt dunk from 3 ft,86,101
360,4,10:00.0,Defensive rebound by C. Swanigan,,86,101
361,4,9:59.0,Turnover by C. Swanigan (bad pass; steal by R. Rubio),,86,101
362,4,9:57.0,,R. Rubio makes 2-pt jump shot from 22 ft,86,103
363,4,9:57.0,Portland full timeout,,86,103
364,4,9:57.0,,D. Booker enters the game for M. Bridges,86,103
365,4,9:46.0,D. Lillard misses 3-pt jump shot from 26 ft,,86,103
366,4,9:41.0,,Defensive rebound by T. Jerome,86,103
367,4,9:21.0,,D. Booker misses 3-pt jump shot from 25 ft,86,103
368,4,9:15.0,,Offensive rebound by A. Baynes,86,103
369,4,9:15.0,,A. Baynes misses 2-pt layup at rim,86,103
370,4,9:15.0,,Offensive rebound by A. Baynes,86,103
371,4,9:12.0,,A. Baynes makes 2-pt layup at rim,86,105
372,4,9:07.0,C. McCollum misses 2-pt jump shot from 12 ft,,86,105
373,4,9:04.0,,Defensive rebound by A. Baynes,86,105
374,4,9:04.0,C. Anthony enters the game for A. Simons,,86,105
375,4,9:04.0,T. Ariza enters the game for C. Swanigan,,86,105
376,4,9:04.0,H. Whiteside enters the game for G. Trent,,86,105
377,4,8:53.0,,Shooting foul by C. McCollum (drawn by A. Baynes),86,105
378,4,8:53.0,,Instant Replay (Request: Ruling Stands),86,105
379,4,8:53.0,,A. Baynes makes free throw 1 of 2,86,106
380,4,8:53.0,,A. Baynes makes free throw 2 of 2,86,107
381,4,8:39.0,C. Anthony misses 3-pt jump shot from 29 ft,,86,107
