,QUARTER,TIME_REMAINING,SAN ANTONIO_ACTION,ATLANTA_ACTION,SAN ANTONIO_SCORE,ATLANTA_SCORE
391,4,7:26.0,,V. Carter enters the game for J. Parker,87,86
392,4,7:26.0,,D. Jones enters the game for T. Young,87,86
393,4,7:24.0,Turnover by D. Murray (bad pass; steal by K. Huerter),,87,86
394,4,7:20.0,,K. Huerter makes 2-pt dunk from 1 ft,87,88
395,4,7:07.0,D. DeRozan misses 2-pt jump shot from 11 ft,,87,88
396,4,7:04.0,,Defensive rebound by D. Bembry,87,88
397,4,6:55.0,,V. Carter makes 2-pt jump shot from 19 ft,87,90
398,4,6:55.0,,Shooting foul by M. Belinelli (drawn by V. Carter),87,90
399,4,6:55.0,,Atlanta full timeout,87,90
400,4,6:55.0,,V. Carter makes free throw 1 of 1,87,91
401,4,6:37.0,D. Murray misses 2-pt layup from 2 ft,,87,91
402,4,6:34.0,,Defensive rebound by D. Jones,87,91
403,4,6:22.0,,Turnover by D. Bembry (bad pass; steal by D. DeRozan),87,91
404,4,6:16.0,M. Belinelli misses 3-pt jump shot from 23 ft,,87,91
405,4,6:11.0,Offensive rebound by D. Murray,,87,91
406,4,6:09.0,M. Belinelli misses 2-pt layup from 1 ft,,87,91
407,4,6:07.0,,Defensive rebound by D. Jones,87,91
408,4,5:53.0,,D. Hunter makes 2-pt jump shot from 15 ft (assist by D. Bembry),87,93
409,4,5:40.0,Shooting foul by D. Jones (drawn by D. Murray),,87,93
410,4,5:40.0,D. Murray makes free throw 1 of 2,,88,93
411,4,5:40.0,P. Mills enters the game for M. Belinelli,,88,93
412,4,5:40.0,,C. Reddish enters the game for D. Hunter,88,93
413,4,5:40.0,D. Murray misses free throw 2 of 2,,88,93
414,4,5:36.0,,Defensive rebound by V. Carter,88,93
415,4,5:24.0,,V. Carter misses 3-pt jump shot from 25 ft,88,93
416,4,5:21.0,Defensive rebound by D. DeRozan,,88,93
417,4,5:14.0,Turnover by D. Murray (bad pass; steal by D. Jones),,88,93
418,4,5:14.0,,T. Young enters the game for K. Huerter,88,93
419,4,5:06.0,,T. Young misses 2-pt jump shot from 14 ft,88,93
420,4,5:03.0,Defensive rebound by D. DeRozan,,88,93
421,4,4:59.0,Turnover by D. DeRozan (lost ball; steal by T. Young),,88,93
422,4,4:52.0,,D. Bembry makes 2-pt dunk from 1 ft (assist by T. Young),88,95
423,4,4:40.0,Personal foul by D. Jones (drawn by L. Aldridge),,88,95
424,4,4:30.0,Shooting foul by D. Jones (drawn by P. Mills),,88,95
425,4,4:30.0,P. Mills makes free throw 1 of 2,,89,95
426,4,4:30.0,P. Mills makes free throw 2 of 2,,90,95
427,4,4:15.0,Instant Replay (Request: Ruling Stands),,90,95
428,4,4:15.0,,V. Carter makes 2-pt jump shot from 23 ft (assist by T. Young),90,97
429,4,4:15.0,San Antonio full timeout,,90,97
430,4,4:15.0,B. Forbes enters the game for T. Lyles,,90,97
431,4,4:15.0,R. Gay enters the game for D. Murray,,90,97
432,4,4:15.0,,D. Hunter enters the game for C. Reddish,90,97
433,4,4:05.0,D. DeRozan makes 2-pt layup from 2 ft,,92,97
434,4,4:05.0,Shooting foul by D. Jones (drawn by D. DeRozan),,92,97
435,4,4:05.0,,B. Fernando enters the game for D. Jones,92,97
436,4,4:05.0,D. DeRozan makes free throw 1 of 1,,93,97
437,4,3:47.0,,T. Young makes 3-pt jump shot from 26 ft (assist by B. Fernando),93,100
438,4,3:36.0,Turnover by D. DeRozan (traveling),,93,100
439,4,3:36.0,,Atlanta full timeout,93,100
440,4,3:36.0,,J. Parker enters the game for D. Bembry,93,100
441,4,3:36.0,,C. Reddish enters the game for V. Carter,93,100
442,4,3:16.0,,D. Hunter misses 3-pt jump shot from 23 ft,93,100
443,4,3:11.0,Defensive rebound by R. Gay,,93,100
444,4,3:06.0,R. Gay misses 3-pt jump shot from 25 ft,,93,100
445,4,3:03.0,,Defensive rebound by C. Reddish,93,100
446,4,2:48.0,,Shooting foul by R. Gay (drawn by J. Parker),93,100
447,4,2:48.0,,J. Parker makes free throw 1 of 2,93,101
448,4,2:48.0,,J. Parker misses free throw 2 of 2,93,101
449,4,2:45.0,Defensive rebound by R. Gay,,93,101
450,4,2:39.0,B. Forbes makes 3-pt jump shot from 25 ft (assist by R. Gay),,96,101
451,4,2:14.0,,B. Fernando misses 2-pt layup from 4 ft (block by D. DeRozan),96,101
452,4,2:14.0,,Offensive rebound by Team,96,101
453,4,2:11.0,,T. Young makes 3-pt jump shot from 23 ft (assist by D. Hunter),96,104
454,4,1:57.0,Offensive foul by L. Aldridge (drawn by D. Hunter),,96,104
455,4,1:57.0,Turnover by L. Aldridge (offensive foul),,96,104
456,4,1:35.0,,T. Young makes 2-pt layup from 1 ft,96,106
457,4,1:26.0,B. Forbes misses 3-pt jump shot from 25 ft,,96,106
458,4,1:23.0,,Defensive rebound by J. Parker,96,106
459,4,1:06.0,,T. Young misses 3-pt jump shot from 32 ft,96,106
460,4,1:05.0,Defensive rebound by Team,,96,106
461,4,0:57.0,B. Forbes makes 2-pt layup from 1 ft,,98,106
462,4,0:57.0,,Violation by Team (def goaltending),98,106
463,4,0:41.0,,Personal foul by D. DeRozan (drawn by T. Young),98,106
464,4,0:41.0,,T. Young makes free throw 1 of 2,98,107
465,4,0:41.0,,D. Bembry enters the game for J. Parker,98,107
466,4,0:41.0,,T. Young makes free throw 2 of 2,98,108
467,4,0:36.0,B. Forbes makes 2-pt layup from 1 ft,,100,108
468,4,0:28.0,,Turnover by T. Young (bad pass; steal by P. Mills),100,108
469,4,0:24.0,P. Mills misses 3-pt jump shot from 27 ft,,100,108
470,4,0:20.0,Offensive rebound by Team,,100,108
471,4,0:20.0,,Atlanta full timeout,100,108
472,4,0:20.0,,V. Carter enters the game for B. Fernando,100,108
473,4,0:20.0,,K. Huerter enters the game for T. Young,100,108
474,4,0:20.0,San Antonio full timeout,,100,108
475,4,0:15.0,B. Forbes misses 2-pt layup from 2 ft (block by D. Bembry),,100,108
476,4,0:15.0,,Defensive rebound by Team,100,108
477,4,0:15.0,,Instant Replay (Request: Ruling Stands),100,108
