,QUARTER,TIME_REMAINING,WASHINGTON_ACTION,ATLANTA_ACTION,WASHINGTON_SCORE,ATLANTA_SCORE
0,1,11:51.0,,Turnover by (8 sec),0,0
1,1,11:39.0,Turnover by Team (shot clock),,0,0
2,1,11:27.0,,Atlanta full timeout,0,0
3,1,11:10.0,,K. Huerter misses 3-pt jump shot from 23 ft,0,0
4,1,11:05.0,Defensive rebound by I. Thomas,,0,0
5,1,11:02.0,I. Thomas misses 3-pt jump shot from 26 ft,,0,0
6,1,10:59.0,,Defensive rebound by K. Huerter,0,0
7,1,10:49.0,,Shooting foul by I. Thomas (drawn by D. Hunter),0,0
8,1,10:49.0,,D. Hunter makes free throw 1 of 2,0,1
9,1,10:49.0,,D. Hunter makes free throw 2 of 2,0,2
10,1,10:29.0,I. Mahinmi misses 2-pt layup from 2 ft,,0,2
11,1,10:27.0,,Defensive rebound by B. Fernando,0,2
12,1,10:22.0,,B. Fernando misses 2-pt dunk from 1 ft,0,2
13,1,10:20.0,,Offensive rebound by J. Collins,0,2
14,1,10:19.0,,Personal foul by G. Payton (drawn by T. Young),0,2
15,1,10:16.0,,J. Collins misses 3-pt jump shot from 26 ft,0,2
16,1,10:12.0,Defensive rebound by T. Bryant,,0,2
17,1,10:02.0,T. Bryant makes 3-pt jump shot from 26 ft (assist by G. Payton),,3,2
18,1,9:50.0,,T. Young misses 2-pt jump shot from 15 ft,3,2
19,1,9:47.0,,Offensive rebound by T. Young,3,2
20,1,9:47.0,,Turnover by B. Fernando (out of bounds lost ball),3,2
21,1,9:35.0,B. Beal misses 2-pt jump shot from 14 ft,,3,2
22,1,9:30.0,,Defensive rebound by B. Fernando,3,2
23,1,9:25.0,,Personal foul by I. Mahinmi (drawn by T. Young),3,2
24,1,9:16.0,,T. Young misses 2-pt jump shot from 12 ft,3,2
25,1,9:12.0,Defensive rebound by I. Mahinmi,,3,2
26,1,9:03.0,T. Bryant makes 2-pt hook shot from 4 ft (assist by B. Beal),,5,2
27,1,8:51.0,,J. Collins misses 3-pt jump shot from 26 ft,5,2
28,1,8:48.0,Defensive rebound by T. Bryant,,5,2
29,1,8:37.0,T. Bryant misses 3-pt jump shot from 26 ft,,5,2
30,1,8:33.0,,Defensive rebound by J. Collins,5,2
31,1,8:31.0,,B. Fernando makes 2-pt dunk from 1 ft (assist by T. Young),5,4
32,1,8:16.0,Personal foul by D. Hunter (drawn by I. Thomas),,5,4
33,1,8:11.0,I. Thomas misses 2-pt jump shot from 20 ft,,5,4
34,1,8:08.0,,Defensive rebound by B. Fernando,5,4
35,1,7:59.0,,T. Young makes 3-pt jump shot from 27 ft,5,7
36,1,7:44.0,I. Thomas makes 3-pt jump shot from 25 ft (assist by B. Beal),,8,7
37,1,7:23.0,,D. Hunter makes 2-pt jump shot from 22 ft (assist by J. Collins),8,9
38,1,7:17.0,I. Mahinmi makes 2-pt dunk from 1 ft (assist by I. Thomas),,10,9
39,1,7:06.0,,T. Young misses 3-pt jump shot from 26 ft,10,9
40,1,7:03.0,Defensive rebound by T. Bryant,,10,9
41,1,6:57.0,I. Thomas misses 2-pt jump shot from 17 ft,,10,9
42,1,6:54.0,,Defensive rebound by B. Fernando,10,9
43,1,6:46.0,,K. Huerter makes 2-pt layup from 1 ft (assist by T. Young),10,11
44,1,6:30.0,Turnover by B. Beal (out of bounds lost ball),,10,11
45,1,6:30.0,D. Bertāns enters the game for T. Bryant,,10,11
46,1,6:10.0,,D. Hunter misses 2-pt jump shot from 21 ft,10,11
47,1,6:05.0,Defensive rebound by B. Beal,,10,11
48,1,6:03.0,B. Beal makes 2-pt layup from 1 ft,,12,11
49,1,6:03.0,Shooting foul by K. Huerter (drawn by B. Beal),,12,11
50,1,6:03.0,B. Beal makes free throw 1 of 1,,13,11
51,1,5:53.0,,D. Hunter makes 2-pt jump shot from 8 ft (assist by T. Young),13,13
52,1,5:36.0,B. Beal makes 2-pt jump shot from 18 ft,,15,13
53,1,5:10.0,,B. Fernando makes 2-pt dunk from 2 ft (assist by T. Young),15,15
54,1,4:53.0,B. Beal misses 2-pt layup from 2 ft,,15,15
55,1,4:53.0,Offensive rebound by I. Mahinmi,,15,15
56,1,4:53.0,Shooting foul by B. Fernando (drawn by I. Mahinmi),,15,15
57,1,4:53.0,I. Mahinmi makes free throw 1 of 2,,16,15
58,1,4:53.0,J. McRae enters the game for G. Payton,,16,15
59,1,4:53.0,,C. Reddish enters the game for B. Fernando,16,15
60,1,4:53.0,I. Mahinmi makes free throw 2 of 2,,17,15
61,1,4:43.0,,J. Collins makes 2-pt dunk from 1 ft (assist by T. Young),17,17
62,1,4:31.0,D. Bertāns misses 3-pt jump shot from 27 ft,,17,17
63,1,4:28.0,,Defensive rebound by J. Collins,17,17
64,1,4:16.0,,J. Collins misses 2-pt dunk from 1 ft,17,17
65,1,4:13.0,Defensive rebound by I. Thomas,,17,17
66,1,4:02.0,Shooting foul by J. Collins (drawn by I. Mahinmi),,17,17
67,1,4:02.0,I. Mahinmi makes free throw 1 of 2,,18,17
68,1,4:02.0,T. Brown enters the game for B. Beal,,18,17
69,1,4:02.0,I. Mahinmi makes free throw 2 of 2,,19,17
70,1,3:55.0,,T. Young misses 3-pt jump shot from 30 ft,19,17
71,1,3:48.0,Defensive rebound by T. Brown,,19,17
72,1,3:42.0,I. Thomas misses 2-pt jump shot from 22 ft,,19,17
73,1,3:38.0,,Defensive rebound by T. Young,19,17
74,1,3:35.0,,T. Young makes 2-pt jump shot from 16 ft,19,19
75,1,3:35.0,,Shooting foul by I. Thomas (drawn by T. Young),19,19
76,1,3:35.0,I. Smith enters the game for I. Thomas,,19,19
77,1,3:35.0,,V. Carter enters the game for K. Huerter,19,19
78,1,3:35.0,,J. Teague enters the game for D. Hunter,19,19
79,1,3:35.0,,T. Young makes free throw 1 of 1,19,20
80,1,3:21.0,J. McRae makes 2-pt jump shot from 22 ft,,21,20
81,1,3:05.0,,C. Reddish misses 3-pt jump shot from 27 ft,21,20
82,1,3:00.0,Defensive rebound by J. McRae,,21,20
83,1,2:53.0,Washington full timeout,,21,20
84,1,2:53.0,A. Pasečņiks enters the game for I. Mahinmi,,21,20
85,1,2:53.0,,B. Goodwin enters the game for J. Collins,21,20
86,1,2:53.0,,D. Jones enters the game for T. Young,21,20
87,1,2:48.0,Personal foul by B. Goodwin (drawn by D. Bertāns),,21,20
88,1,2:48.0,D. Bertāns makes free throw 1 of 2,,22,20
89,1,2:48.0,D. Bertāns makes free throw 2 of 2,,23,20
90,1,2:37.0,,C. Reddish makes 3-pt jump shot from 26 ft (assist by V. Carter),23,23
91,1,2:26.0,I. Smith makes 2-pt layup from 1 ft,,25,23
92,1,2:20.0,,V. Carter makes 2-pt dunk from 1 ft (assist by B. Goodwin),25,25
93,1,2:11.0,D. Bertāns misses 2-pt layup from 13 ft (block by V. Carter),,25,25
94,1,2:08.0,Offensive rebound by A. Pasečņiks,,25,25
95,1,2:01.0,J. McRae misses 3-pt jump shot from 26 ft,,25,25
96,1,1:57.0,,Defensive rebound by V. Carter,25,25
97,1,1:39.0,,B. Goodwin makes 2-pt jump shot from 21 ft (assist by J. Teague),25,27
98,1,1:27.0,Turnover by I. Smith (bad pass; steal by D. Jones),,25,27
99,1,1:20.0,,B. Goodwin misses 3-pt jump shot from 26 ft,25,27
100,1,1:20.0,Defensive rebound by Team,,25,27
101,1,1:03.0,J. McRae makes 2-pt jump shot from 18 ft,,27,27
102,1,0:48.0,,C. Reddish misses 2-pt layup from 3 ft (block by A. Pasečņiks),27,27
103,1,0:47.0,,Offensive rebound by C. Reddish,27,27
104,1,0:46.0,,C. Reddish makes 2-pt layup at rim,27,29
105,1,0:42.0,J. McRae misses 2-pt jump shot from 6 ft,,27,29
106,1,0:38.0,Offensive rebound by D. Bertāns,,27,29
107,1,0:38.0,D. Bertāns makes 2-pt layup at rim,,29,29
108,1,0:32.0,,J. Teague makes 2-pt layup from 1 ft (assist by V. Carter),29,31
109,1,0:20.0,Shooting foul by D. Jones (drawn by I. Smith),,29,31
110,1,0:20.0,I. Smith makes free throw 1 of 2,,30,31
111,1,0:20.0,I. Smith makes free throw 2 of 2,,31,31
112,1,0:06.0,,C. Reddish misses 3-pt jump shot from 26 ft,31,31
113,1,0:01.0,Defensive rebound by J. McRae,,31,31
114,1,0:01.0,Personal foul by V. Carter (drawn by J. McRae),,31,31
115,1,0:01.0,J. McRae makes free throw 1 of 2,,32,31
116,1,0:01.0,J. McRae makes free throw 2 of 2,,33,31
117,2,11:46.0,A. Pasečņiks makes 2-pt layup from 2 ft (assist by J. McRae),,35,31
118,2,11:46.0,Shooting foul by D. Jones (drawn by A. Pasečņiks),,35,31
119,2,11:46.0,A. Pasečņiks makes free throw 1 of 1,,36,31
120,2,11:36.0,,Personal foul by D. Bertāns (drawn by D. Hunter),36,31
121,2,11:27.0,,D. Hunter makes 2-pt layup from 2 ft,36,33
122,2,11:11.0,Turnover by J. McRae (lost ball; steal by K. Huerter),,36,33
123,2,11:11.0,,Personal foul by J. McRae (drawn by K. Huerter),36,33
124,2,11:11.0,,B. Fernando enters the game for D. Jones,36,33
125,2,10:52.0,,K. Huerter misses 3-pt jump shot from 26 ft,36,33
126,2,10:45.0,,Offensive rebound by B. Goodwin,36,33
127,2,10:45.0,,B. Goodwin misses 2-pt layup from 1 ft,36,33
128,2,10:41.0,,Offensive rebound by B. Goodwin,36,33
129,2,10:41.0,,B. Goodwin makes 2-pt layup from 1 ft,36,35
130,2,10:36.0,T. Brown misses 2-pt layup from 9 ft,,36,35
131,2,10:32.0,,Defensive rebound by B. Fernando,36,35
132,2,10:28.0,,B. Fernando makes 2-pt dunk at rim (assist by K. Huerter),36,37
133,2,10:26.0,Washington full timeout,,36,37
134,2,10:26.0,,T. Young enters the game for B. Goodwin,36,37
135,2,10:18.0,Shooting foul by B. Fernando (drawn by J. McRae),,36,37
136,2,10:18.0,J. McRae makes free throw 1 of 2,,37,37
137,2,10:18.0,J. McRae makes free throw 2 of 2,,38,37
138,2,10:04.0,,Turnover by T. Young (bad pass; steal by D. Bertāns),38,37
139,2,9:54.0,I. Smith makes 2-pt jump shot from 12 ft,,40,37
140,2,9:40.0,,T. Young makes 2-pt layup from 5 ft,40,39
141,2,9:33.0,I. Smith misses 2-pt layup from 1 ft,,40,39
142,2,9:30.0,,Defensive rebound by B. Fernando,40,39
143,2,9:26.0,,D. Hunter makes 3-pt jump shot from 24 ft (assist by J. Teague),40,42
144,2,9:09.0,D. Bertāns misses 3-pt jump shot from 26 ft,,40,42
145,2,9:06.0,,Defensive rebound by J. Teague,40,42
146,2,9:02.0,,J. Teague misses 2-pt jump shot from 10 ft,40,42
147,2,8:58.0,,Offensive rebound by J. Teague,40,42
148,2,8:56.0,,K. Huerter makes 3-pt jump shot from 23 ft (assist by J. Teague),40,45
149,2,8:45.0,J. McRae makes 2-pt jump shot from 19 ft,,42,45
150,2,8:45.0,,Loose ball foul by D. Hunter (drawn by A. Pasečņiks),42,45
151,2,8:45.0,,J. Collins enters the game for B. Fernando,42,45
152,2,8:45.0,,C. Reddish enters the game for D. Hunter,42,45
153,2,8:45.0,A. Pasečņiks misses free throw 1 of 1,,42,45
154,2,8:42.0,,Defensive rebound by J. Collins,42,45
155,2,8:23.0,,T. Young makes 2-pt layup from 1 ft,42,47
156,2,8:23.0,,Shooting foul by A. Pasečņiks (drawn by T. Young),42,47
157,2,8:23.0,B. Beal enters the game for T. Brown,,42,47
158,2,8:23.0,T. Bryant enters the game for A. Pasečņiks,,42,47
159,2,8:23.0,,T. Young misses free throw 1 of 1,42,47
160,2,8:16.0,Defensive rebound by J. McRae,,42,47
161,2,8:07.0,B. Beal misses 2-pt jump shot from 20 ft,,42,47
162,2,8:03.0,,Defensive rebound by J. Teague,42,47
163,2,8:00.0,,J. Teague misses 2-pt layup from 2 ft,42,47
164,2,7:58.0,Defensive rebound by J. McRae,,42,47
165,2,7:51.0,J. McRae makes 2-pt layup from 2 ft,,44,47
166,2,7:41.0,,J. Collins makes 2-pt layup from 1 ft (assist by T. Young),44,49
167,2,7:41.0,,Shooting foul by I. Smith (drawn by J. Collins),44,49
168,2,7:41.0,,J. Collins makes free throw 1 of 1,44,50
169,2,7:23.0,Personal foul by J. Collins (drawn by B. Beal),,44,50
170,2,7:09.0,J. McRae misses 3-pt jump shot from 28 ft,,44,50
171,2,7:06.0,,Defensive rebound by T. Young,44,50
172,2,7:02.0,,T. Young makes 2-pt layup from 2 ft,44,52
173,2,6:50.0,I. Smith makes 2-pt layup from 1 ft,,46,52
174,2,6:43.0,,Shooting foul by D. Bertāns (drawn by T. Young),46,52
175,2,6:43.0,,T. Young misses free throw 1 of 2,46,52
176,2,6:43.0,,Offensive rebound by Team,46,52
177,2,6:43.0,I. Bonga enters the game for D. Bertāns,,46,52
178,2,6:43.0,,V. Carter enters the game for J. Teague,46,52
179,2,6:43.0,,T. Young makes free throw 2 of 2,46,53
180,2,6:31.0,B. Beal makes 2-pt jump shot from 17 ft,,48,53
181,2,6:14.0,,J. Collins misses 2-pt dunk from 1 ft (block by J. McRae),48,53
182,2,6:10.0,Defensive rebound by T. Bryant,,48,53
183,2,6:09.0,B. Beal misses 3-pt jump shot from 26 ft,,48,53
184,2,6:06.0,Offensive rebound by I. Bonga,,48,53
185,2,6:04.0,B. Beal makes 2-pt layup from 1 ft (assist by I. Bonga),,50,53
186,2,6:04.0,,Atlanta full timeout,50,53
187,2,6:04.0,,D. Jones enters the game for J. Collins,50,53
188,2,5:47.0,,K. Huerter makes 3-pt jump shot from 28 ft (assist by T. Young),50,56
189,2,5:30.0,B. Beal makes 3-pt jump shot from 25 ft,,53,56
190,2,5:16.0,,D. Jones makes 2-pt dunk at rim (assist by T. Young),53,58
191,2,4:57.0,Shooting foul by V. Carter (drawn by B. Beal),,53,58
192,2,4:57.0,B. Beal makes free throw 1 of 2,,54,58
193,2,4:57.0,I. Thomas enters the game for I. Smith,,54,58
194,2,4:57.0,B. Beal makes free throw 2 of 2,,55,58
195,2,4:44.0,,Personal foul by T. Bryant (drawn by T. Young),55,58
196,2,4:44.0,,T. Young makes free throw 1 of 2,55,59
197,2,4:44.0,,T. Young makes free throw 2 of 2,55,60
198,2,4:26.0,I. Bonga misses 3-pt jump shot from 23 ft,,55,60
199,2,4:24.0,Offensive rebound by T. Bryant,,55,60
200,2,4:24.0,T. Bryant makes 2-pt layup from 2 ft,,57,60
201,2,4:24.0,Shooting foul by V. Carter (drawn by T. Bryant),,57,60
202,2,4:24.0,T. Bryant makes free throw 1 of 1,,58,60
203,2,4:16.0,,Personal foul by I. Thomas (drawn by C. Reddish),58,60
204,2,4:16.0,,C. Reddish makes free throw 1 of 2,58,61
205,2,4:16.0,,D. Hunter enters the game for V. Carter,58,61
206,2,4:16.0,,C. Reddish makes free throw 2 of 2,58,62
207,2,4:04.0,J. McRae misses 3-pt jump shot from 23 ft,,58,62
208,2,4:02.0,,Defensive rebound by D. Jones,58,62
209,2,3:55.0,,D. Hunter makes 2-pt layup from 3 ft (assist by T. Young),58,64
210,2,3:43.0,J. McRae misses 2-pt jump shot from 21 ft,,58,64
211,2,3:40.0,,Defensive rebound by Team,58,64
212,2,3:40.0,Loose ball foul by I. Bonga (drawn by D. Hunter),,58,64
213,2,3:40.0,,D. Hunter makes free throw 1 of 2,58,65
214,2,3:40.0,T. Brown enters the game for J. McRae,,58,65
215,2,3:40.0,,D. Hunter misses free throw 2 of 2,58,65
216,2,3:38.0,Defensive rebound by B. Beal,,58,65
217,2,3:28.0,Personal foul by C. Reddish (drawn by B. Beal),,58,65
218,2,3:28.0,B. Beal misses free throw 1 of 2,,58,65
219,2,3:28.0,Offensive rebound by Team,,58,65
220,2,3:28.0,B. Beal makes free throw 2 of 2,,59,65
221,2,3:20.0,,Shooting foul by T. Bryant (drawn by C. Reddish),59,65
222,2,3:20.0,,C. Reddish makes free throw 1 of 2,59,66
223,2,3:20.0,,C. Reddish makes free throw 2 of 2,59,67
224,2,3:00.0,T. Brown makes 2-pt jump shot from 12 ft,,61,67
225,2,2:46.0,,C. Reddish makes 2-pt layup from 2 ft (assist by T. Young),61,69
226,2,2:42.0,Turnover by T. Bryant (bad pass; steal by K. Huerter),,61,69
227,2,2:38.0,,K. Huerter makes 2-pt layup from 2 ft,61,71
228,2,2:33.0,Personal foul by C. Reddish (drawn by I. Thomas),,61,71
229,2,2:33.0,I. Thomas makes free throw 1 of 2,,62,71
230,2,2:33.0,I. Mahinmi enters the game for T. Bryant,,62,71
231,2,2:33.0,,J. Teague enters the game for C. Reddish,62,71
232,2,2:33.0,I. Thomas makes free throw 2 of 2,,63,71
233,2,2:13.0,,Turnover by D. Hunter (lost ball; steal by B. Beal),63,71
234,2,2:05.0,Personal foul by K. Huerter (drawn by T. Brown),,63,71
235,2,2:05.0,D. Bertāns enters the game for I. Bonga,,63,71
236,2,2:05.0,T. Brown makes free throw 1 of 2,,64,71
237,2,2:05.0,,T. Graham enters the game for D. Hunter,64,71
238,2,2:05.0,T. Brown makes free throw 2 of 2,,65,71
239,2,1:52.0,,T. Young makes 3-pt jump shot from 29 ft,65,74
240,2,1:36.0,I. Thomas makes 2-pt jump shot from 11 ft (assist by I. Mahinmi),,67,74
241,2,1:25.0,,Turnover by T. Young (traveling),67,74
242,2,1:25.0,,B. Goodwin enters the game for K. Huerter,67,74
243,2,1:13.0,Turnover by B. Beal (lost ball; steal by B. Goodwin),,67,74
244,2,1:01.0,,D. Jones misses 2-pt dunk from 1 ft (block by D. Bertāns),67,74
245,2,0:59.0,Defensive rebound by I. Thomas,,67,74
246,2,0:53.0,Personal foul by T. Graham (drawn by I. Mahinmi),,67,74
247,2,0:53.0,I. Mahinmi makes free throw 1 of 2,,68,74
248,2,0:53.0,I. Mahinmi makes free throw 2 of 2,,69,74
249,2,0:32.0,,T. Young misses 2-pt layup from 3 ft (block by I. Mahinmi),69,74
250,2,0:29.0,Defensive rebound by I. Mahinmi,,69,74
251,2,0:26.0,I. Thomas makes 3-pt jump shot from 25 ft (assist by B. Beal),,72,74
252,2,0:03.0,,Shooting foul by D. Bertāns (drawn by D. Jones),72,74
253,2,0:03.0,,D. Jones misses free throw 1 of 2,72,74
254,2,0:03.0,,Offensive rebound by Team,72,74
255,2,0:03.0,,D. Jones makes free throw 2 of 2,72,75
256,2,0:02.0,Turnover by D. Bertāns (bad pass; steal by T. Young),,72,75
257,2,0:00.0,,T. Young makes 3-pt jump shot from 42 ft,72,78
258,2,0:00.0,,Instant Replay (Request: Ruling Stands),72,78
259,3,11:48.0,Personal foul by D. Hunter (drawn by I. Mahinmi),,72,78
260,3,11:42.0,B. Beal makes 2-pt jump shot from 21 ft,,74,78
261,3,11:25.0,,K. Huerter makes 3-pt jump shot from 25 ft (assist by T. Young),74,81
262,3,11:03.0,G. Payton misses 3-pt jump shot from 23 ft,,74,81
263,3,10:59.0,,Defensive rebound by K. Huerter,74,81
264,3,10:56.0,,B. Fernando makes 2-pt dunk from 1 ft (assist by J. Collins),74,83
265,3,10:42.0,B. Beal misses 2-pt jump shot from 16 ft,,74,83
