,QUARTER,TIME_REMAINING,MEMPHIS_ACTION,PHOENIX_ACTION,MEMPHIS_SCORE,PHOENIX_SCORE
205,2,0:00.0,Offensive rebound by Team,,62,57
206,3,11:50.0,Turnover by J. Jackson (traveling),,62,57
207,3,11:26.0,,R. Rubio misses 2-pt jump shot from 10 ft,62,57
208,3,11:23.0,,Offensive rebound by D. Ayton,62,57
209,3,11:17.0,,D. Ayton misses 2-pt hook shot from 7 ft,62,57
210,3,11:14.0,Defensive rebound by J. Valančiūnas,,62,57
211,3,11:01.0,J. Valančiūnas misses 2-pt layup from 2 ft,,62,57
212,3,10:57.0,,Defensive rebound by D. Ayton,62,57
213,3,10:53.0,,A. Baynes makes 2-pt dunk from 1 ft (assist by R. Rubio),62,59
214,3,10:34.0,J. Valančiūnas makes 2-pt layup from 2 ft (assist by J. Morant),,64,59
215,3,10:34.0,Shooting foul by D. Booker (drawn by J. Valančiūnas),,64,59
216,3,10:34.0,J. Valančiūnas misses free throw 1 of 1,,64,59
217,3,10:30.0,,Defensive rebound by K. Oubre,64,59
218,3,10:11.0,,D. Ayton misses 2-pt jump shot from 10 ft,64,59
219,3,10:07.0,Defensive rebound by J. Jackson,,64,59
220,3,10:04.0,J. Morant misses 2-pt layup from 1 ft (block by D. Ayton),,64,59
221,3,10:03.0,Offensive rebound by Team,,64,59
222,3,9:56.0,J. Valančiūnas makes 2-pt layup from 2 ft (assist by J. Jackson),,66,59
223,3,9:54.0,,Technical foul by J. Valančiūnas,66,59
224,3,9:54.0,,D. Booker makes technical free throw,66,60
225,3,9:31.0,,D. Booker misses 3-pt jump shot from 26 ft,66,60
226,3,9:27.0,Defensive rebound by J. Jackson,,66,60
227,3,9:13.0,Shooting foul by D. Ayton (drawn by J. Valančiūnas),,66,60
228,3,9:13.0,J. Valančiūnas makes free throw 1 of 2,,67,60
229,3,9:13.0,J. Valančiūnas makes free throw 2 of 2,,68,60
230,3,9:01.0,,K. Oubre misses 2-pt layup from 7 ft (block by J. Valančiūnas),68,60
231,3,8:59.0,Defensive rebound by J. Crowder,,68,60
232,3,8:54.0,J. Crowder makes 3-pt jump shot from 26 ft (assist by J. Morant),,71,60
233,3,8:53.0,,Phoenix full timeout,71,60
234,3,8:31.0,,A. Baynes makes 3-pt jump shot from 26 ft (assist by D. Booker),71,63
235,3,8:23.0,Personal foul by R. Rubio (drawn by J. Crowder),,71,63
236,3,8:17.0,Shooting foul by D. Ayton (drawn by J. Morant),,71,63
237,3,8:17.0,J. Morant makes free throw 1 of 2,,72,63
238,3,8:17.0,,D. Šarić enters the game for D. Ayton,72,63
239,3,8:17.0,J. Morant makes free throw 2 of 2,,73,63
240,3,8:06.0,,A. Baynes misses 3-pt jump shot from 26 ft,73,63
241,3,8:03.0,Defensive rebound by J. Jackson,,73,63
242,3,7:56.0,J. Jackson makes 3-pt jump shot from 29 ft (assist by J. Morant),,76,63
243,3,7:37.0,,K. Oubre makes 2-pt layup from 3 ft,76,65
244,3,7:12.0,J. Valančiūnas misses 2-pt jump shot from 7 ft,,76,65
245,3,7:09.0,,Defensive rebound by D. Šarić,76,65
246,3,7:00.0,,Shooting foul by J. Valančiūnas (drawn by K. Oubre),76,65
247,3,7:00.0,,K. Oubre makes free throw 1 of 2,76,66
248,3,7:00.0,,K. Oubre makes free throw 2 of 2,76,67
249,3,6:47.0,J. Jackson misses 2-pt hook shot from 7 ft,,76,67
250,3,6:45.0,Offensive rebound by J. Jackson,,76,67
251,3,6:44.0,J. Jackson misses 2-pt layup from 1 ft (block by D. Šarić),,76,67
252,3,6:44.0,Offensive rebound by J. Valančiūnas,,76,67
253,3,6:38.0,J. Valančiūnas makes 2-pt layup from 1 ft,,78,67
254,3,6:29.0,,R. Rubio misses 2-pt jump shot from 17 ft,78,67
255,3,6:25.0,Defensive rebound by J. Crowder,,78,67
256,3,6:19.0,J. Crowder misses 3-pt jump shot from 27 ft,,78,67
257,3,6:17.0,,Defensive rebound by K. Oubre,78,67
258,3,6:09.0,,K. Oubre makes 2-pt jump shot from 1 ft (assist by D. Booker),78,69
259,3,5:56.0,J. Morant makes 2-pt jump shot from 8 ft,,80,69
260,3,5:49.0,,Personal foul by D. Brooks (drawn by D. Booker),80,69
261,3,5:49.0,B. Clarke enters the game for D. Brooks,,80,69
262,3,5:49.0,D. Melton enters the game for J. Valančiūnas,,80,69
263,3,5:49.0,,E. Okobo enters the game for R. Rubio,80,69
264,3,5:42.0,,K. Oubre misses 2-pt layup from 1 ft,80,69
265,3,5:38.0,,Offensive rebound by A. Baynes,80,69
266,3,5:38.0,,A. Baynes misses 2-pt layup from 1 ft (block by D. Melton),80,69
267,3,5:36.0,Defensive rebound by B. Clarke,,80,69
268,3,5:34.0,D. Melton misses 3-pt jump shot from 25 ft,,80,69
269,3,5:34.0,,Defensive rebound by Team,80,69
270,3,5:34.0,Loose ball foul by J. Morant (drawn by E. Okobo),,80,69
271,3,5:34.0,,M. Bridges enters the game for A. Baynes,80,69
272,3,5:27.0,,Offensive foul by D. Booker (drawn by D. Melton),80,69
273,3,5:27.0,,Turnover by D. Booker (offensive foul),80,69
274,3,5:10.0,J. Morant misses 3-pt jump shot from 29 ft,,80,69
275,3,5:07.0,,Defensive rebound by D. Booker,80,69
276,3,5:03.0,,Turnover by D. Booker (bad pass),80,69
277,3,4:50.0,D. Melton makes 2-pt jump shot from 16 ft,,82,69
278,3,4:38.0,,D. Šarić makes 2-pt layup from 3 ft (assist by M. Bridges),82,71
279,3,4:38.0,,Shooting foul by J. Jackson (drawn by D. Šarić),82,71
280,3,4:38.0,K. Anderson enters the game for J. Crowder,,82,71
281,3,4:38.0,T. Jones enters the game for J. Morant,,82,71
282,3,4:38.0,,D. Šarić misses free throw 1 of 1,82,71
283,3,4:34.0,Defensive rebound by D. Melton,,82,71
284,3,4:28.0,B. Clarke misses 3-pt jump shot from 23 ft,,82,71
285,3,4:26.0,,Defensive rebound by Team,82,71
286,3,4:26.0,,C. Johnson enters the game for K. Oubre,82,71
287,3,4:13.0,,Turnover by M. Bridges (lost ball; steal by J. Jackson),82,71
288,3,4:09.0,J. Jackson makes 2-pt layup from 3 ft,,84,71
289,3,4:00.0,,D. Booker makes 2-pt dunk from 3 ft (assist by E. Okobo),84,73
290,3,3:45.0,J. Jackson makes 3-pt jump shot from 28 ft (assist by T. Jones),,87,73
291,3,3:36.0,,D. Booker makes 2-pt layup from 2 ft,87,75
292,3,3:16.0,T. Jones makes 2-pt layup from 3 ft (assist by K. Anderson),,89,75
293,3,3:01.0,,D. Booker misses 2-pt jump shot from 13 ft,89,75
294,3,2:58.0,Defensive rebound by B. Clarke,,89,75
295,3,2:43.0,Def 3 sec tech foul by Team,,89,75
296,3,2:43.0,Memphis full timeout,,89,75
297,3,2:43.0,S. Hill enters the game for J. Jackson,,89,75
298,3,2:43.0,,A. Baynes enters the game for D. Booker,89,75
299,3,2:43.0,,T. Johnson enters the game for E. Okobo,89,75
300,3,2:43.0,,R. Rubio enters the game for D. Šarić,89,75
301,3,2:43.0,D. Melton makes technical free throw,,90,75
302,3,2:38.0,Shooting foul by C. Johnson (drawn by K. Anderson),,90,75
303,3,2:38.0,K. Anderson makes free throw 1 of 2,,91,75
304,3,2:38.0,K. Anderson misses free throw 2 of 2,,91,75
305,3,2:36.0,,Defensive rebound by M. Bridges,91,75
306,3,2:15.0,,C. Johnson misses 3-pt jump shot from 23 ft,91,75
307,3,2:13.0,Defensive rebound by D. Melton,,91,75
308,3,1:57.0,B. Clarke makes 2-pt dunk from 1 ft (assist by S. Hill),,93,75
309,3,1:46.0,,C. Johnson misses 2-pt jump shot from 21 ft,93,75
310,3,1:44.0,,Offensive rebound by A. Baynes,93,75
311,3,1:41.0,,A. Baynes misses 2-pt layup from 3 ft (block by B. Clarke),93,75
312,3,1:41.0,,Offensive rebound by A. Baynes,93,75
313,3,1:40.0,,A. Baynes misses 2-pt layup from 1 ft,93,75
314,3,1:39.0,Defensive rebound by Team,,93,75
315,3,1:21.0,Turnover by D. Melton (traveling),,93,75
316,3,1:05.0,,Turnover by C. Johnson (step out of bounds),93,75
317,3,0:48.0,S. Hill makes 3-pt jump shot from 25 ft (assist by T. Jones),,96,75
318,3,0:37.0,,Turnover by A. Baynes (lost ball; steal by K. Anderson),96,75
319,3,0:32.0,S. Hill misses 3-pt jump shot from 23 ft,,96,75
320,3,0:29.0,,Defensive rebound by R. Rubio,96,75
321,3,0:26.0,,T. Johnson misses 2-pt layup from 2 ft (block by D. Melton),96,75
322,3,0:23.0,,Offensive rebound by T. Johnson,96,75
323,3,0:22.0,,T. Johnson makes 2-pt layup from 3 ft,96,77
324,3,0:02.0,T. Jones misses 3-pt jump shot from 26 ft,,96,77
325,3,0:01.0,,Defensive rebound by M. Bridges,96,77
326,3,0:00.0,,M. Bridges misses 3-pt jump shot from 72 ft,96,77
327,3,0:00.0,,Offensive rebound by Team,96,77
328,4,11:46.0,,K. Oubre makes 3-pt jump shot from 26 ft (assist by R. Rubio),96,80
329,4,11:29.0,J. Morant makes 2-pt layup at rim,,98,80
330,4,11:20.0,,R. Rubio misses 2-pt jump shot from 14 ft,98,80
331,4,11:20.0,Defensive rebound by J. Valančiūnas,,98,80
332,4,11:03.0,Personal foul by K. Oubre (drawn by J. Morant),,98,80
333,4,11:03.0,G. Allen enters the game for K. Anderson,,98,80
334,4,10:50.0,S. Hill misses 3-pt jump shot from 26 ft,,98,80
335,4,10:47.0,,Defensive rebound by D. Ayton,98,80
336,4,10:38.0,,D. Ayton misses 2-pt jump shot from 18 ft,98,80
337,4,10:36.0,Defensive rebound by J. Valančiūnas,,98,80
338,4,10:31.0,Personal foul by M. Bridges (drawn by S. Hill),,98,80
339,4,10:26.0,Turnover by J. Morant (traveling),,98,80
340,4,10:02.0,,T. Johnson misses 3-pt jump shot from 23 ft,98,80
341,4,9:58.0,Defensive rebound by J. Morant,,98,80
342,4,9:44.0,J. Valančiūnas misses 2-pt layup from 2 ft (block by D. Ayton),,98,80
343,4,9:41.0,,Defensive rebound by D. Ayton,98,80
344,4,9:36.0,,T. Johnson misses 2-pt layup from 2 ft (block by J. Valančiūnas),98,80
345,4,9:35.0,,Offensive rebound by M. Bridges,98,80
346,4,9:33.0,,M. Bridges makes 2-pt layup from 1 ft,98,82
347,4,9:33.0,,Shooting foul by J. Valančiūnas (drawn by M. Bridges),98,82
348,4,9:33.0,D. Brooks enters the game for D. Melton,,98,82
349,4,9:33.0,,D. Booker enters the game for T. Johnson,98,82
350,4,9:33.0,,M. Bridges makes free throw 1 of 1,98,83
351,4,9:22.0,S. Hill makes 3-pt jump shot from 23 ft (assist by D. Brooks),,101,83
352,4,9:01.0,,D. Booker makes 2-pt jump shot from 11 ft (assist by D. Ayton),101,85
353,4,9:01.0,,Shooting foul by D. Brooks (drawn by D. Booker),101,85
354,4,9:01.0,,D. Booker makes free throw 1 of 1,101,86
355,4,8:52.0,S. Hill misses 3-pt jump shot from 22 ft,,101,86
356,4,8:50.0,,Defensive rebound by K. Oubre,101,86
357,4,8:41.0,,R. Rubio makes 3-pt jump shot from 23 ft (assist by D. Booker),101,89
358,4,8:40.0,Memphis full timeout,,101,89
359,4,8:20.0,Turnover by J. Valančiūnas (traveling),,101,89
360,4,8:07.0,,K. Oubre misses 3-pt jump shot from 26 ft,101,89
361,4,8:03.0,Defensive rebound by J. Valančiūnas,,101,89
362,4,7:49.0,J. Valančiūnas makes 2-pt jump shot from 6 ft (assist by S. Hill),,103,89
363,4,7:40.0,,D. Ayton makes 2-pt jump shot from 16 ft (assist by R. Rubio),103,91
364,4,7:29.0,J. Morant misses 2-pt layup from 3 ft (block by M. Bridges),,103,91
365,4,7:26.0,,Defensive rebound by D. Ayton,103,91
366,4,7:12.0,,D. Ayton makes 2-pt layup from 2 ft (assist by M. Bridges),103,93
367,4,6:47.0,G. Allen makes 2-pt jump shot from 11 ft,,105,93
368,4,6:36.0,,K. Oubre misses 3-pt jump shot from 26 ft,105,93
369,4,6:33.0,Defensive rebound by G. Allen,,105,93
370,4,6:29.0,G. Allen makes 2-pt dunk from 1 ft (assist by J. Morant),,107,93
371,4,6:12.0,,D. Ayton makes 2-pt jump shot from 18 ft (assist by R. Rubio),107,95
372,4,6:04.0,Offensive foul by S. Hill (drawn by K. Oubre),,107,95
373,4,6:04.0,Turnover by S. Hill (offensive foul),,107,95
374,4,6:04.0,B. Clarke enters the game for G. Allen,,107,95
375,4,6:04.0,J. Crowder enters the game for S. Hill,,107,95
376,4,6:04.0,J. Jackson enters the game for J. Valančiūnas,,107,95
377,4,6:04.0,,A. Baynes enters the game for D. Ayton,107,95
378,4,6:01.0,,R. Rubio misses 2-pt jump shot from 21 ft,107,95
