,QUARTER,TIME_REMAINING,MILWAUKEE_ACTION,PHOENIX_ACTION,MILWAUKEE_SCORE,PHOENIX_SCORE
394,4,5:08.0,D. DiVincenzo makes 2-pt layup from 1 ft,,112,125
395,4,4:50.0,,R. Rubio misses 2-pt layup from 6 ft,112,125
396,4,4:48.0,Defensive rebound by M. Williams,,112,125
397,4,4:42.0,E. Bledsoe misses 3-pt jump shot from 25 ft,,112,125
398,4,4:40.0,,Defensive rebound by R. Rubio,112,125
399,4,4:26.0,,Offensive foul by A. Baynes (drawn by E. Bledsoe),112,125
400,4,4:26.0,,Turnover by A. Baynes (offensive foul),112,125
401,4,4:14.0,K. Korver makes 3-pt jump shot from 24 ft (assist by E. Bledsoe),,115,125
402,4,3:57.0,,Personal foul by E. Bledsoe (drawn by D. Booker),115,125
403,4,3:48.0,,A. Baynes misses 3-pt jump shot from 26 ft,115,125
404,4,3:45.0,,Offensive rebound by M. Bridges,115,125
405,4,3:44.0,,Shooting foul by K. Korver (drawn by A. Baynes),115,125
406,4,3:44.0,,A. Baynes misses free throw 1 of 2,115,125
407,4,3:44.0,,Offensive rebound by Team,115,125
408,4,3:44.0,Milwaukee full timeout,,115,125
409,4,3:44.0,,A. Baynes makes free throw 2 of 2,115,126
410,4,3:35.0,Turnover by K. Middleton (lost ball; steal by J. Carter),,115,126
411,4,3:31.0,,Shooting foul by D. DiVincenzo (drawn by A. Baynes),115,126
412,4,3:31.0,,A. Baynes makes free throw 1 of 2,115,127
413,4,3:31.0,,A. Baynes makes free throw 2 of 2,115,128
414,4,3:21.0,D. DiVincenzo makes 2-pt layup from 2 ft (assist by K. Middleton),,117,128
415,4,3:00.0,,Turnover by D. Booker (out of bounds lost ball),117,128
416,4,2:51.0,E. Bledsoe misses 2-pt layup from 2 ft,,117,128
417,4,2:49.0,,Defensive rebound by A. Baynes,117,128
418,4,2:46.0,Milwaukee full timeout,,117,128
419,4,2:46.0,Instant Replay (Challenge: Ruling Stands),,117,128
420,4,2:41.0,,Personal foul by D. DiVincenzo (drawn by D. Booker),117,128
421,4,2:41.0,,D. Booker makes free throw 1 of 2,117,129
422,4,2:41.0,,D. Booker makes free throw 2 of 2,117,130
423,4,2:34.0,D. DiVincenzo misses 3-pt jump shot from 28 ft,,117,130
424,4,2:31.0,,Defensive rebound by R. Rubio,117,130
425,4,2:18.0,,D. Booker misses 3-pt jump shot from 27 ft,117,130
426,4,2:13.0,Defensive rebound by K. Korver,,117,130
427,4,2:09.0,M. Williams makes 3-pt jump shot from 24 ft (assist by E. Bledsoe),,120,130
428,4,1:46.0,,J. Carter misses 3-pt jump shot from 25 ft,120,130
429,4,1:42.0,Defensive rebound by D. DiVincenzo,,120,130
430,4,1:35.0,K. Middleton misses 3-pt jump shot from 23 ft (block by M. Bridges),,120,130
431,4,1:31.0,,Defensive rebound by D. Booker,120,130
432,4,1:20.0,,A. Baynes misses 3-pt jump shot from 23 ft,120,130
433,4,1:16.0,Defensive rebound by K. Korver,,120,130
434,4,1:08.0,Personal foul by R. Rubio (drawn by K. Middleton),,120,130
435,4,1:08.0,K. Middleton makes free throw 1 of 2,,121,130
436,4,1:08.0,P. Connaughton enters the game for K. Korver,,121,130
437,4,1:08.0,K. Middleton makes free throw 2 of 2,,122,130
438,4,0:59.0,,Personal take foul by D. DiVincenzo (drawn by R. Rubio),122,130
439,4,0:59.0,,R. Rubio makes free throw 1 of 2,122,131
440,4,0:59.0,K. Korver enters the game for P. Connaughton,,122,131
441,4,0:59.0,,R. Rubio makes free throw 2 of 2,122,132
442,4,0:53.0,E. Bledsoe makes 2-pt jump shot from 2 ft,,124,132
443,4,0:52.0,,Personal take foul by K. Korver (drawn by J. Carter),124,132
444,4,0:52.0,,J. Carter makes free throw 1 of 2,124,133
445,4,0:52.0,,J. Carter makes free throw 2 of 2,124,134
446,4,0:52.0,Milwaukee full timeout,,124,134
447,4,0:47.0,Personal foul by R. Rubio (drawn by M. Williams),,124,134
448,4,0:47.0,M. Williams makes free throw 1 of 2,,125,134
449,4,0:47.0,P. Connaughton enters the game for K. Korver,,125,134
450,4,0:47.0,M. Williams makes free throw 2 of 2,,126,134
451,4,0:46.0,,Turnover by M. Bridges (bad pass; steal by P. Connaughton),126,134
452,4,0:44.0,K. Middleton makes 2-pt dunk from 3 ft (assist by D. DiVincenzo),,128,134
453,4,0:44.0,,Phoenix full timeout,128,134
454,4,0:44.0,K. Korver enters the game for M. Williams,,128,134
455,4,0:42.0,,Personal take foul by P. Connaughton (drawn by R. Rubio),128,134
456,4,0:42.0,,R. Rubio makes free throw 1 of 2,128,135
457,4,0:42.0,M. Williams enters the game for P. Connaughton,,128,135
458,4,0:42.0,,R. Rubio makes free throw 2 of 2,128,136
459,4,0:37.0,M. Williams misses 3-pt jump shot from 27 ft,,128,136
460,4,0:32.0,,Defensive rebound by M. Bridges,128,136
461,4,0:29.0,,Personal take foul by K. Middleton (drawn by M. Bridges),128,136
462,4,0:29.0,,M. Bridges makes free throw 1 of 2,128,137
463,4,0:29.0,,M. Bridges makes free throw 2 of 2,128,138
464,4,0:22.0,K. Korver makes 3-pt jump shot from 26 ft (assist by E. Bledsoe),,131,138
465,4,0:20.0,,Personal take foul by K. Korver (drawn by M. Bridges),131,138
466,4,0:20.0,,M. Bridges makes free throw 1 of 2,131,139
467,4,0:20.0,,M. Bridges makes free throw 2 of 2,131,140
468,4,0:13.0,D. DiVincenzo misses 2-pt layup from 2 ft,,131,140
469,4,0:11.0,,Defensive rebound by M. Bridges,131,140
