,QUARTER,TIME_REMAINING,BROOKLYN_ACTION,CHARLOTTE_ACTION,BROOKLYN_SCORE,CHARLOTTE_SCORE
0,1,11:41.0,J. Allen misses 2-pt layup from 5 ft (block by P. Washington),,0,0
1,1,11:38.0,,Defensive rebound by B. Biyombo,0,0
2,1,11:35.0,,Turnover by D. Graham (lost ball; steal by J. Allen),0,0
3,1,11:29.0,J. Harris misses 2-pt jump shot from 21 ft,,0,0
4,1,11:25.0,Offensive rebound by J. Allen,,0,0
5,1,11:24.0,Personal take foul by T. Rozier (drawn by S. Dinwiddie),,0,0
6,1,11:24.0,,N. Batum enters the game for D. Graham,0,0
7,1,11:18.0,J. Harris misses 2-pt layup from 4 ft,,0,0
8,1,11:16.0,,Defensive rebound by P. Washington,0,0
9,1,10:56.0,,N. Batum misses 2-pt jump shot from 17 ft (block by G. Temple),0,0
10,1,10:53.0,Defensive rebound by G. Temple,,0,0
11,1,10:45.0,S. Dinwiddie misses 3-pt jump shot from 26 ft,,0,0
12,1,10:43.0,,Defensive rebound by T. Rozier,0,0
13,1,10:29.0,,P. Washington misses 2-pt layup from 3 ft (block by J. Allen),0,0
14,1,10:29.0,,Offensive rebound by Team,0,0
15,1,10:24.0,,P. Washington misses 2-pt layup from 5 ft (block by J. Allen),0,0
16,1,10:21.0,,Offensive rebound by B. Biyombo,0,0
17,1,10:19.0,,N. Batum makes 3-pt jump shot from 26 ft (assist by B. Biyombo),0,3
18,1,9:55.0,J. Harris makes 3-pt jump shot from 23 ft,,3,3
19,1,9:37.0,,M. Bridges makes 3-pt jump shot from 23 ft (assist by P. Washington),3,6
20,1,9:25.0,Turnover by S. Dinwiddie (bad pass; steal by N. Batum),,3,6
21,1,9:15.0,,T. Rozier makes 2-pt layup from 2 ft,3,8
22,1,8:54.0,G. Temple misses 3-pt jump shot from 28 ft,,3,8
23,1,8:49.0,,Defensive rebound by T. Rozier,3,8
24,1,8:37.0,,P. Washington makes 2-pt layup from 1 ft (assist by T. Rozier),3,10
25,1,8:37.0,Brooklyn full timeout,,3,10
26,1,8:21.0,J. Harris makes 3-pt jump shot from 26 ft (assist by S. Dinwiddie),,6,10
27,1,8:02.0,,N. Batum misses 3-pt jump shot from 23 ft,6,10
28,1,7:59.0,Defensive rebound by J. Harris,,6,10
29,1,7:55.0,S. Dinwiddie makes 3-pt jump shot from 26 ft,,9,10
30,1,7:44.0,,Turnover by T. Rozier (bad pass),9,10
31,1,7:44.0,D. Musa enters the game for G. Temple,,9,10
32,1,7:28.0,D. Musa misses 3-pt jump shot from 25 ft,,9,10
33,1,7:24.0,,Defensive rebound by M. Bridges,9,10
34,1,7:12.0,,P. Washington misses 2-pt hook shot from 11 ft,9,10
35,1,7:10.0,,Offensive rebound by N. Batum,9,10
36,1,7:03.0,,Personal foul by S. Dinwiddie (drawn by T. Rozier),9,10
37,1,6:52.0,,M. Bridges makes 3-pt jump shot from 26 ft (assist by N. Batum),9,13
38,1,6:34.0,T. Prince makes 3-pt jump shot from 26 ft (assist by J. Harris),,12,13
39,1,6:15.0,,Turnover by B. Biyombo (3 sec),12,13
40,1,6:15.0,,C. Zeller enters the game for B. Biyombo,12,13
41,1,5:56.0,J. Harris makes 3-pt jump shot from 23 ft (assist by T. Prince),,15,13
42,1,5:44.0,,M. Bridges misses 2-pt layup from 2 ft,15,13
43,1,5:42.0,,Offensive rebound by C. Zeller,15,13
