,QUARTER,TIME_REMAINING,PHILADELPHIA_ACTION,BROOKLYN_ACTION,PHILADELPHIA_SCORE,BROOKLYN_SCORE
167,2,7:18.0,,J. Allen makes 2-pt dunk from 2 ft (assist by S. Dinwiddie),43,53
168,2,7:02.0,A. Horford makes 2-pt hook shot from 7 ft,,45,53
169,2,6:43.0,,S. Dinwiddie makes 3-pt jump shot from 26 ft,45,56
170,2,6:41.0,Philadelphia full timeout,,45,56
171,2,6:27.0,A. Horford makes 2-pt hook shot from 2 ft,,47,56
172,2,6:14.0,,T. Prince misses 3-pt jump shot from 25 ft,47,56
173,2,6:11.0,Defensive rebound by F. Korkmaz,,47,56
174,2,6:05.0,F. Korkmaz makes 3-pt jump shot from 25 ft (assist by B. Simmons),,50,56
175,2,5:57.0,,Brooklyn full timeout,50,56
176,2,5:50.0,,J. Harris makes 2-pt layup from 1 ft (assist by S. Dinwiddie),50,58
177,2,5:32.0,Shooting foul by T. Prince (drawn by B. Simmons),,50,58
178,2,5:32.0,B. Simmons makes free throw 1 of 2,,51,58
179,2,5:32.0,B. Simmons misses free throw 2 of 2,,51,58
180,2,5:29.0,,Defensive rebound by T. Prince,51,58
181,2,5:09.0,,T. Prince misses 2-pt jump shot from 13 ft,51,58
182,2,5:05.0,Defensive rebound by T. Harris,,51,58
183,2,5:01.0,B. Simmons makes 2-pt layup from 1 ft,,53,58
184,2,4:43.0,,S. Dinwiddie misses 3-pt jump shot from 25 ft,53,58
185,2,4:42.0,,Offensive rebound by Team,53,58
186,2,4:38.0,,Shooting foul by M. Thybulle (drawn by J. Harris),53,58
187,2,4:38.0,,J. Harris makes free throw 1 of 2,53,59
188,2,4:38.0,,J. Harris misses free throw 2 of 2,53,59
189,2,4:35.0,Defensive rebound by T. Harris,,53,59
190,2,4:26.0,T. Harris misses 3-pt jump shot from 25 ft,,53,59
191,2,4:20.0,,Defensive rebound by J. Harris,53,59
192,2,4:19.0,,Turnover by J. Harris (bad pass; steal by M. Thybulle),53,59
193,2,4:12.0,T. Harris makes 2-pt layup from 3 ft (assist by B. Simmons),,55,59
194,2,4:03.0,,S. Dinwiddie makes 2-pt layup from 1 ft,55,61
195,2,4:03.0,,Shooting foul by A. Horford (drawn by S. Dinwiddie),55,61
196,2,4:03.0,J. Bolden enters the game for A. Horford,,55,61
197,2,4:03.0,,C. LeVert enters the game for G. Temple,55,61
198,2,4:03.0,,S. Dinwiddie makes free throw 1 of 1,55,62
199,2,3:49.0,F. Korkmaz misses 2-pt jump shot from 14 ft,,55,62
200,2,3:45.0,,Defensive rebound by C. LeVert,55,62
201,2,3:40.0,,C. LeVert misses 2-pt layup from 4 ft (block by M. Thybulle),55,62
202,2,3:37.0,,Offensive rebound by C. LeVert,55,62
203,2,3:37.0,,Turnover by C. LeVert (bad pass),55,62
204,2,3:37.0,J. Richardson enters the game for T. Harris,,55,62
205,2,3:37.0,M. Scott enters the game for F. Korkmaz,,55,62
206,2,3:14.0,J. Richardson misses 2-pt jump shot from 14 ft,,55,62
207,2,3:10.0,,Defensive rebound by J. Allen,55,62
208,2,3:00.0,,Turnover by J. Harris (lost ball; steal by J. Richardson),55,62
209,2,2:56.0,Turnover by J. Richardson (bad pass; steal by T. Prince),,55,62
210,2,2:48.0,,S. Dinwiddie misses 3-pt jump shot from 26 ft,55,62
211,2,2:46.0,Defensive rebound by M. Scott,,55,62
212,2,2:39.0,J. Bolden misses 3-pt jump shot from 23 ft,,55,62
213,2,2:36.0,Offensive rebound by M. Scott,,55,62
214,2,2:28.0,Turnover by M. Thybulle (bad pass; steal by J. Allen),,55,62
215,2,2:22.0,,Personal foul by J. Bolden (drawn by J. Harris),55,62
216,2,2:22.0,,J. Harris makes free throw 1 of 2,55,63
217,2,2:22.0,,J. Harris misses free throw 2 of 2,55,63
218,2,2:18.0,,Offensive rebound by T. Prince,55,63
219,2,2:05.0,,S. Dinwiddie makes 2-pt layup from 4 ft,55,65
220,2,1:56.0,M. Scott makes 3-pt jump shot from 25 ft (assist by B. Simmons),,58,65
221,2,1:43.0,,C. LeVert misses 2-pt layup from 5 ft,58,65
222,2,1:40.0,Defensive rebound by M. Thybulle,,58,65
223,2,1:34.0,B. Simmons makes 2-pt layup from 6 ft,,60,65
224,2,1:15.0,,J. Harris misses 3-pt jump shot from 24 ft,60,65
225,2,1:12.0,Defensive rebound by J. Richardson,,60,65
226,2,1:03.0,M. Thybulle misses 3-pt jump shot from 25 ft,,60,65
227,2,1:01.0,,Defensive rebound by S. Dinwiddie,60,65
228,2,0:50.0,,T. Prince misses 3-pt jump shot from 24 ft,60,65
229,2,0:47.0,Defensive rebound by J. Bolden,,60,65
230,2,0:41.0,M. Scott makes 3-pt jump shot from 24 ft (assist by M. Thybulle),,63,65
231,2,0:40.0,Technical foul by T. Prince,,63,65
232,2,0:40.0,,Technical foul by M. Thybulle,63,65
233,2,0:35.0,,Personal foul by B. Simmons (drawn by J. Allen),63,65
234,2,0:35.0,,J. Allen misses free throw 1 of 2,63,65
235,2,0:35.0,,Offensive rebound by Team,63,65
236,2,0:35.0,,J. Allen makes free throw 2 of 2,63,66
237,2,0:32.0,Personal take foul by J. Harris (drawn by B. Simmons),,63,66
238,2,0:09.0,Shooting foul by S. Dinwiddie (drawn by M. Thybulle),,63,66
239,2,0:09.0,M. Thybulle misses free throw 1 of 3,,63,66
240,2,0:09.0,Offensive rebound by Team,,63,66
241,2,0:09.0,M. Thybulle misses free throw 2 of 3,,63,66
242,2,0:09.0,Offensive rebound by Team,,63,66
243,2,0:09.0,M. Thybulle makes free throw 3 of 3,,64,66
244,2,0:00.0,,Shooting foul by J. Bolden (drawn by C. LeVert),64,66
245,2,0:00.0,,C. LeVert makes free throw 1 of 2,64,67
246,2,0:00.0,,C. LeVert makes free throw 2 of 2,64,68
247,3,11:53.0,Turnover by A. Horford (bad pass; steal by S. Dinwiddie),,64,68
248,3,11:48.0,,T. Prince makes 2-pt layup from 2 ft (assist by S. Dinwiddie),64,70
249,3,11:24.0,A. Horford misses 2-pt layup from 4 ft (block by J. Allen),,64,70
250,3,11:23.0,Offensive rebound by Team,,64,70
251,3,11:22.0,J. Richardson misses 2-pt layup from 2 ft (block by T. Prince),,64,70
252,3,11:21.0,Offensive rebound by Team,,64,70
253,3,11:21.0,Turnover by Team (shot clock),,64,70
254,3,11:10.0,,S. Dinwiddie misses 2-pt layup from 1 ft,64,70
255,3,11:07.0,Defensive rebound by A. Horford,,64,70
256,3,11:03.0,T. Harris misses 2-pt layup from 1 ft,,64,70
257,3,11:01.0,,Defensive rebound by G. Temple,64,70
258,3,10:40.0,,T. Prince makes 2-pt jump shot from 15 ft (assist by G. Temple),64,72
259,3,10:24.0,J. Richardson makes 2-pt jump shot from 18 ft (assist by A. Horford),,66,72
260,3,9:57.0,,G. Temple misses 3-pt jump shot from 25 ft,66,72
261,3,9:56.0,Defensive rebound by Team,,66,72
262,3,9:41.0,T. Harris misses 2-pt jump shot from 13 ft,,66,72
263,3,9:37.0,,Defensive rebound by J. Allen,66,72
264,3,9:30.0,,T. Prince makes 2-pt jump shot from 15 ft (assist by J. Allen),66,74
265,3,9:29.0,Philadelphia full timeout,,66,74
266,3,9:15.0,A. Horford makes 2-pt jump shot from 16 ft (assist by B. Simmons),,68,74
267,3,8:56.0,,J. Harris makes 2-pt layup from 2 ft (assist by S. Dinwiddie),68,76
268,3,8:45.0,Personal foul by S. Dinwiddie (drawn by J. Richardson),,68,76
269,3,8:35.0,B. Simmons makes 2-pt layup from 1 ft (assist by J. Richardson),,70,76
270,3,8:25.0,,S. Dinwiddie misses 2-pt layup from 2 ft,70,76
271,3,8:22.0,,Offensive rebound by J. Allen,70,76
272,3,8:21.0,,J. Harris makes 3-pt jump shot from 26 ft (assist by T. Prince),70,79
273,3,8:08.0,M. Thybulle misses 2-pt jump shot from 11 ft,,70,79
274,3,8:04.0,,Defensive rebound by J. Harris,70,79
275,3,8:00.0,,Shooting foul by T. Harris (drawn by S. Dinwiddie),70,79
276,3,8:00.0,,S. Dinwiddie misses free throw 1 of 2,70,79
277,3,8:00.0,,Offensive rebound by Team,70,79
278,3,8:00.0,F. Korkmaz enters the game for M. Thybulle,,70,79
279,3,8:00.0,,S. Dinwiddie misses free throw 2 of 2,70,79
280,3,7:57.0,Defensive rebound by B. Simmons,,70,79
281,3,7:53.0,A. Horford misses 3-pt jump shot from 26 ft,,70,79
282,3,7:50.0,,Defensive rebound by S. Dinwiddie,70,79
283,3,7:38.0,,Turnover by S. Dinwiddie (bad pass; steal by B. Simmons),70,79
284,3,7:33.0,T. Harris misses 2-pt layup from 1 ft,,70,79
285,3,7:30.0,,Defensive rebound by T. Prince,70,79
286,3,7:18.0,,S. Dinwiddie misses 2-pt jump shot from 9 ft,70,79
287,3,7:16.0,Defensive rebound by A. Horford,,70,79
288,3,7:11.0,J. Richardson misses 3-pt jump shot from 23 ft,,70,79
289,3,7:07.0,Offensive rebound by B. Simmons,,70,79
290,3,7:04.0,T. Harris makes 3-pt jump shot from 25 ft (assist by B. Simmons),,73,79
291,3,7:04.0,,Brooklyn full timeout,73,79
292,3,7:04.0,,C. LeVert enters the game for G. Temple,73,79
293,3,6:41.0,,Shooting foul by B. Simmons (drawn by S. Dinwiddie),73,79
294,3,6:41.0,,S. Dinwiddie makes free throw 1 of 2,73,80
295,3,6:41.0,,S. Dinwiddie makes free throw 2 of 2,73,81
296,3,6:27.0,A. Horford makes 2-pt layup from 1 ft,,75,81
297,3,6:11.0,,Turnover by J. Harris (bad pass; steal by T. Harris),75,81
298,3,6:05.0,T. Harris misses 3-pt jump shot from 25 ft,,75,81
299,3,6:01.0,,Defensive rebound by J. Allen,75,81
300,3,5:56.0,,Shooting foul by T. Harris (drawn by J. Allen),75,81
301,3,5:56.0,,J. Allen makes free throw 1 of 2,75,82
302,3,5:56.0,R. Neto enters the game for B. Simmons,,75,82
303,3,5:56.0,,J. Allen makes free throw 2 of 2,75,83
304,3,5:35.0,R. Neto misses 2-pt jump shot from 14 ft,,75,83
305,3,5:33.0,,Defensive rebound by T. Prince,75,83
306,3,5:23.0,,J. Harris misses 3-pt jump shot from 24 ft,75,83
307,3,5:17.0,Defensive rebound by A. Horford,,75,83
308,3,5:04.0,F. Korkmaz misses 2-pt jump shot from 6 ft,,75,83
309,3,5:02.0,,Defensive rebound by J. Allen,75,83
310,3,4:53.0,,Turnover by S. Dinwiddie (bad pass),75,83
311,3,4:41.0,F. Korkmaz misses 3-pt jump shot from 25 ft,,75,83
312,3,4:40.0,,Defensive rebound by Team,75,83
313,3,4:40.0,Loose ball foul by J. Richardson (drawn by T. Prince),,75,83
314,3,4:40.0,,N. Claxton enters the game for J. Allen,75,83
315,3,4:40.0,,R. Kurucs enters the game for T. Prince,75,83
316,3,4:40.0,,Violation by Team (delay of game),75,83
317,3,4:23.0,,C. LeVert misses 2-pt layup from 8 ft,75,83
318,3,4:21.0,,Offensive rebound by C. LeVert,75,83
319,3,4:18.0,,C. LeVert misses 2-pt jump shot from 8 ft,75,83
320,3,4:18.0,Defensive rebound by T. Harris,,75,83
321,3,4:08.0,R. Neto misses 2-pt layup from 2 ft,,75,83
322,3,4:05.0,Offensive rebound by A. Horford,,75,83
323,3,4:05.0,A. Horford makes 2-pt layup from 2 ft,,77,83
324,3,4:05.0,B. Simmons enters the game for A. Horford,,77,83
325,3,4:05.0,,T. Luwawu-Cabarrot enters the game for S. Dinwiddie,77,83
326,3,4:05.0,,D. Musa enters the game for J. Harris,77,83
327,3,3:46.0,,T. Luwawu-Cabarrot makes 3-pt jump shot from 23 ft (assist by C. LeVert),77,86
328,3,3:30.0,B. Simmons makes 2-pt layup from 4 ft (assist by R. Neto),,79,86
329,3,3:11.0,,C. LeVert makes 3-pt jump shot from 25 ft (assist by D. Musa),79,89
330,3,2:58.0,Turnover by R. Neto (3 sec),,79,89
331,3,2:58.0,M. Scott enters the game for T. Harris,,79,89
332,3,2:47.0,,Turnover by R. Kurucs (bad pass),79,89
333,3,2:47.0,M. Thybulle enters the game for J. Richardson,,79,89
334,3,2:35.0,Shooting foul by N. Claxton (drawn by B. Simmons),,79,89
335,3,2:35.0,B. Simmons makes free throw 1 of 2,,80,89
336,3,2:35.0,B. Simmons misses free throw 2 of 2,,80,89
337,3,2:33.0,Offensive rebound by M. Thybulle,,80,89
338,3,2:33.0,Turnover by M. Thybulle (out of bounds lost ball),,80,89
339,3,2:18.0,,N. Claxton misses 3-pt jump shot from 22 ft,80,89
340,3,2:13.0,Defensive rebound by B. Simmons,,80,89
341,3,2:09.0,F. Korkmaz misses 3-pt jump shot from 23 ft,,80,89
342,3,2:06.0,Offensive rebound by M. Scott,,80,89
343,3,1:58.0,B. Simmons makes 2-pt dunk from 1 ft (assist by F. Korkmaz),,82,89
344,3,1:45.0,,C. LeVert misses 2-pt jump shot from 14 ft,82,89
345,3,1:41.0,,Offensive rebound by N. Claxton,82,89
346,3,1:41.0,,N. Claxton makes 2-pt dunk at rim,82,91
347,3,1:17.0,F. Korkmaz misses 2-pt jump shot from 10 ft,,82,91
348,3,1:16.0,Offensive rebound by M. Scott,,82,91
349,3,1:16.0,Shooting foul by R. Kurucs (drawn by M. Scott),,82,91
350,3,1:16.0,M. Scott makes free throw 1 of 2,,83,91
351,3,1:16.0,M. Scott makes free throw 2 of 2,,84,91
352,3,1:09.0,,Offensive foul by T. Luwawu-Cabarrot (drawn by R. Neto),84,91
353,3,1:09.0,,Turnover by T. Luwawu-Cabarrot (offensive foul),84,91
354,3,0:59.0,B. Simmons makes 2-pt dunk from 2 ft (assist by F. Korkmaz),,86,91
355,3,0:45.0,,N. Claxton misses 2-pt layup from 8 ft (block by B. Simmons),86,91
356,3,0:41.0,Defensive rebound by R. Neto,,86,91
357,3,0:32.0,B. Simmons makes 2-pt layup from 1 ft (assist by R. Neto),,88,91
358,3,0:16.0,,C. LeVert misses 2-pt layup from 2 ft,88,91
359,3,0:14.0,Defensive rebound by M. Scott,,88,91
360,3,0:02.0,Flagrant foul type 1 by N. Claxton (drawn by B. Simmons),,88,91
361,3,0:02.0,Instant Replay (Request: Ruling Stands),,88,91
362,3,0:02.0,B. Simmons makes flagrant free throw 1 of 2,,89,91
363,3,0:02.0,B. Simmons makes flagrant free throw 2 of 2,,90,91
364,3,0:02.0,,T. Prince enters the game for D. Musa,90,91
365,3,0:00.0,F. Korkmaz misses 3-pt jump shot from 27 ft,,90,91
366,3,0:00.0,Offensive rebound by Team,,90,91
367,4,11:55.0,,Turnover by D. Musa (bad pass; steal by B. Simmons),90,91
368,4,11:42.0,B. Simmons makes 2-pt hook shot from 4 ft (assist by R. Neto),,92,91
369,4,11:22.0,,Turnover by C. LeVert (lost ball; steal by M. Thybulle),92,91
370,4,11:17.0,M. Thybulle makes 2-pt dunk from 2 ft (assist by B. Simmons),,94,91
371,4,11:04.0,,D. Musa misses 3-pt jump shot from 25 ft,94,91
372,4,10:58.0,Defensive rebound by B. Simmons,,94,91
373,4,10:54.0,M. Thybulle misses 3-pt jump shot from 24 ft,,94,91
374,4,10:51.0,,Defensive rebound by T. Luwawu-Cabarrot,94,91
375,4,10:44.0,,Shooting foul by M. Scott (drawn by D. Musa),94,91
376,4,10:44.0,,Instant Replay (Request: Ruling Stands),94,91
377,4,10:44.0,,D. Musa misses free throw 1 of 2,94,91
378,4,10:44.0,,Offensive rebound by Team,94,91
379,4,10:44.0,,D. Musa misses free throw 2 of 2,94,91
