,QUARTER,TIME_REMAINING,DENVER_ACTION,NEW ORLEANS_ACTION,DENVER_SCORE,NEW ORLEANS_SCORE
0,1,11:46.0,,J. Holiday misses 3-pt jump shot from 26 ft,0,0
1,1,11:43.0,Defensive rebound by T. Craig,,0,0
2,1,11:28.0,N. Jokić makes 2-pt layup from 2 ft (assist by J. Grant),,2,0
3,1,11:19.0,,Z. Williamson makes 2-pt dunk at rim (assist by J. Holiday),2,2
4,1,10:59.0,N. Jokić makes 2-pt jump shot from 11 ft,,4,2
5,1,10:48.0,,Turnover by B. Ingram (lost ball; steal by N. Jokić),4,2
6,1,10:41.0,G. Harris misses 3-pt jump shot from 22 ft,,4,2
7,1,10:38.0,,Defensive rebound by J. Holiday,4,2
8,1,10:20.0,,B. Ingram makes 3-pt jump shot from 26 ft (assist by L. Ball),4,5
9,1,9:50.0,W. Barton misses 3-pt jump shot from 25 ft,,4,5
10,1,9:48.0,,Defensive rebound by L. Ball,4,5
11,1,9:40.0,,Shooting foul by T. Craig (drawn by B. Ingram),4,5
12,1,9:40.0,,B. Ingram makes free throw 1 of 2,4,6
13,1,9:40.0,,B. Ingram makes free throw 2 of 2,4,7
14,1,9:28.0,G. Harris misses 2-pt jump shot from 20 ft,,4,7
15,1,9:26.0,Offensive rebound by N. Jokić,,4,7
16,1,9:25.0,N. Jokić makes 2-pt layup from 2 ft,,6,7
17,1,9:18.0,,L. Ball misses 3-pt jump shot from 24 ft,6,7
18,1,9:12.0,Defensive rebound by G. Harris,,6,7
19,1,9:04.0,G. Harris makes 2-pt layup from 2 ft (assist by N. Jokić),,8,7
20,1,8:50.0,,L. Ball misses 2-pt layup from 2 ft,8,7
21,1,8:49.0,,Offensive rebound by Team,8,7
22,1,8:39.0,,Z. Williamson makes 2-pt jump shot from 5 ft (assist by B. Ingram),8,9
23,1,8:24.0,J. Grant misses 2-pt jump shot from 7 ft (block by D. Favors),,8,9
24,1,8:21.0,Offensive rebound by J. Grant,,8,9
25,1,8:20.0,J. Grant misses 2-pt jump shot from 6 ft,,8,9
26,1,8:19.0,Offensive rebound by N. Jokić,,8,9
27,1,8:17.0,J. Grant makes 2-pt layup from 2 ft (assist by N. Jokić),,10,9
28,1,8:03.0,,Shooting foul by G. Harris (drawn by D. Favors),10,9
29,1,8:03.0,,D. Favors misses free throw 1 of 2,10,9
30,1,8:03.0,,Offensive rebound by Team,10,9
31,1,8:03.0,,J. Redick enters the game for Z. Williamson,10,9
32,1,8:03.0,,D. Favors makes free throw 2 of 2,10,10
33,1,7:40.0,Shooting foul by D. Favors (drawn by N. Jokić),,10,10
34,1,7:40.0,N. Jokić makes free throw 1 of 2,,11,10
35,1,7:40.0,N. Jokić makes free throw 2 of 2,,12,10
36,1,7:29.0,,J. Holiday misses 3-pt jump shot from 25 ft,12,10
37,1,7:26.0,Defensive rebound by W. Barton,,12,10
38,1,7:21.0,W. Barton makes 2-pt jump shot from 14 ft,,14,10
39,1,6:56.0,,Turnover by D. Favors (bad pass; steal by N. Jokić),14,10
40,1,6:39.0,Turnover by J. Grant (lost ball; steal by J. Holiday),,14,10
41,1,6:29.0,,Turnover by B. Ingram (bad pass),14,10
42,1,6:29.0,,New Orleans full timeout,14,10
