,QUARTER,TIME_REMAINING,ORLANDO_ACTION,DALLAS_ACTION,ORLANDO_SCORE,DALLAS_SCORE
0,1,11:42.0,,Def 3 sec tech foul by Team,0,0
1,1,11:42.0,,S. Curry makes technical free throw,0,1
2,1,11:36.0,,Turnover by L. Dončić (bad pass; steal by N. Vučević),0,1
3,1,11:28.0,J. Isaac misses 2-pt layup from 1 ft,,0,1
4,1,11:23.0,Offensive rebound by A. Gordon,,0,1
5,1,11:23.0,A. Gordon makes 2-pt layup at rim,,2,1
6,1,11:17.0,,Shooting foul by J. Isaac (drawn by L. Dončić),2,1
7,1,11:17.0,,L. Dončić makes free throw 1 of 2,2,2
8,1,11:17.0,,L. Dončić makes free throw 2 of 2,2,3
9,1,11:02.0,M. Fultz misses 2-pt layup at rim,,2,3
10,1,10:59.0,Offensive rebound by N. Vučević,,2,3
11,1,10:56.0,N. Vučević makes 2-pt layup at rim,,4,3
12,1,10:45.0,,D. Powell misses 2-pt dunk from 2 ft,4,3
13,1,10:43.0,,Offensive rebound by L. Dončić,4,3
14,1,10:40.0,,L. Dončić misses 2-pt layup from 7 ft,4,3
15,1,10:38.0,Defensive rebound by N. Vučević,,4,3
16,1,10:27.0,A. Gordon makes 2-pt jump shot from 9 ft,,6,3
17,1,10:10.0,,K. Porziņģis misses 2-pt jump shot from 6 ft (block by J. Isaac),6,3
18,1,10:10.0,Defensive rebound by J. Isaac,,6,3
19,1,10:01.0,J. Isaac misses 3-pt jump shot from 22 ft,,6,3
20,1,9:58.0,,Defensive rebound by L. Dončić,6,3
21,1,9:51.0,,K. Porziņģis misses 3-pt jump shot from 25 ft,6,3
22,1,9:48.0,Defensive rebound by N. Vučević,,6,3
23,1,9:38.0,A. Gordon misses 3-pt jump shot from 26 ft,,6,3
24,1,9:35.0,,Defensive rebound by D. Finney-Smith,6,3
25,1,9:29.0,,D. Powell makes 2-pt dunk from 1 ft (assist by L. Dončić),6,5
26,1,9:11.0,A. Gordon makes 2-pt dunk from 1 ft (assist by M. Fultz),,8,5
27,1,8:57.0,,Shooting foul by E. Fournier (drawn by S. Curry),8,5
28,1,8:57.0,,S. Curry makes free throw 1 of 2,8,6
29,1,8:57.0,,S. Curry makes free throw 2 of 2,8,7
30,1,8:38.0,Personal foul by D. Finney-Smith (drawn by A. Gordon),,8,7
31,1,8:33.0,Turnover by J. Isaac (bad pass; steal by S. Curry),,8,7
32,1,8:29.0,,S. Curry misses 3-pt jump shot from 25 ft,8,7
33,1,8:27.0,Defensive rebound by J. Isaac,,8,7
34,1,8:22.0,M. Fultz makes 2-pt layup from 1 ft (assist by J. Isaac),,10,7
35,1,8:05.0,,S. Curry makes 2-pt jump shot from 14 ft,10,9
36,1,7:47.0,A. Gordon makes 2-pt layup at rim (assist by N. Vučević),,12,9
37,1,7:36.0,,Turnover by S. Curry (lost ball; steal by A. Gordon),12,9
38,1,7:32.0,Offensive foul by J. Isaac (drawn by D. Powell),,12,9
39,1,7:32.0,Turnover by J. Isaac (offensive foul),,12,9
40,1,7:14.0,,Turnover by D. Finney-Smith (bad pass; steal by M. Fultz),12,9
41,1,7:01.0,E. Fournier misses 2-pt jump shot from 15 ft (block by S. Curry),,12,9
42,1,6:58.0,,Defensive rebound by D. Finney-Smith,12,9
43,1,6:55.0,,K. Porziņģis misses 3-pt jump shot from 26 ft,12,9
44,1,6:52.0,Defensive rebound by A. Gordon,,12,9
45,1,6:39.0,Turnover by N. Vučević (traveling),,12,9
46,1,6:39.0,,Dallas full timeout,12,9
47,1,6:29.0,,L. Dončić misses 3-pt jump shot from 27 ft,12,9
48,1,6:26.0,Defensive rebound by J. Isaac,,12,9
49,1,6:19.0,M. Fultz makes 2-pt hook shot from 6 ft,,14,9
50,1,6:04.0,,Shooting foul by N. Vučević (drawn by D. Finney-Smith),14,9
51,1,6:04.0,,D. Finney-Smith misses free throw 1 of 2,14,9
52,1,6:04.0,,Offensive rebound by Team,14,9
53,1,6:04.0,,M. Kleber enters the game for K. Porziņģis,14,9
54,1,6:04.0,,D. Finney-Smith makes free throw 2 of 2,14,10
55,1,5:47.0,N. Vučević makes 2-pt hook shot from 7 ft (assist by M. Fultz),,16,10
56,1,5:26.0,,Turnover by D. Powell (3 sec),16,10
57,1,5:26.0,A. Aminu enters the game for J. Isaac,,16,10
58,1,5:26.0,,T. Hardaway enters the game for S. Curry,16,10
59,1,5:07.0,M. Fultz misses 3-pt jump shot from 24 ft,,16,10
60,1,5:05.0,,Defensive rebound by D. Finney-Smith,16,10
61,1,5:01.0,,Personal foul by A. Gordon (drawn by L. Dončić),16,10
62,1,5:01.0,D. Augustin enters the game for E. Fournier,,16,10
63,1,5:01.0,M. Carter-Williams enters the game for M. Fultz,,16,10
64,1,5:01.0,,J. Jackson enters the game for D. Finney-Smith,16,10
65,1,5:01.0,,B. Marjanović enters the game for D. Powell,16,10
66,1,4:58.0,,Offensive foul by B. Marjanović (drawn by A. Gordon),16,10
67,1,4:58.0,,Turnover by B. Marjanović (offensive foul),16,10
68,1,4:47.0,A. Gordon makes 2-pt jump shot from 20 ft (assist by D. Augustin),,18,10
69,1,4:34.0,,L. Dončić misses 3-pt jump shot from 26 ft,18,10
70,1,4:32.0,Defensive rebound by A. Aminu,,18,10
71,1,4:31.0,Shooting foul by M. Kleber (drawn by A. Gordon),,18,10
72,1,4:31.0,A. Gordon makes free throw 1 of 2,,19,10
73,1,4:31.0,A. Gordon makes free throw 2 of 2,,20,10
74,1,4:20.0,,Turnover by L. Dončić (bad pass; steal by D. Augustin),20,10
75,1,4:14.0,N. Vučević misses 3-pt jump shot from 25 ft,,20,10
76,1,4:11.0,,Defensive rebound by J. Jackson,20,10
77,1,4:11.0,K. Birch enters the game for N. Vučević,,20,10
78,1,4:04.0,,Turnover by L. Dončić (bad pass; steal by D. Augustin),20,10
79,1,3:58.0,Turnover by A. Gordon (bad pass),,20,10
80,1,3:45.0,,B. Marjanović misses 2-pt jump shot from 6 ft,20,10
81,1,3:45.0,,Offensive rebound by J. Jackson,20,10
82,1,3:45.0,,Personal foul by A. Aminu (drawn by J. Jackson),20,10
83,1,3:45.0,,J. Jackson makes free throw 1 of 2,20,11
84,1,3:45.0,,J. Jackson makes free throw 2 of 2,20,12
85,1,3:33.0,D. Augustin misses 3-pt jump shot from 26 ft,,20,12
86,1,3:29.0,,Defensive rebound by J. Jackson,20,12
87,1,3:26.0,,L. Dončić makes 2-pt layup from 1 ft,20,14
88,1,3:10.0,Shooting foul by J. Jackson (drawn by K. Birch),,20,14
89,1,3:10.0,K. Birch makes free throw 1 of 2,,21,14
90,1,3:10.0,W. Iwundu enters the game for A. Gordon,,21,14
91,1,3:10.0,,J. Brunson enters the game for L. Dončić,21,14
92,1,3:10.0,,D. Wright enters the game for B. Marjanović,21,14
93,1,3:10.0,K. Birch misses free throw 2 of 2,,21,14
94,1,3:07.0,,Defensive rebound by J. Jackson,21,14
95,1,2:55.0,,J. Jackson makes 2-pt hook shot from 6 ft,21,16
96,1,2:36.0,M. Carter-Williams makes 2-pt layup from 2 ft (assist by A. Aminu),,23,16
97,1,2:24.0,,J. Jackson makes 3-pt jump shot from 26 ft (assist by M. Kleber),23,19
98,1,2:08.0,Offensive foul by D. Augustin (drawn by M. Kleber),,23,19
99,1,2:08.0,Turnover by D. Augustin (offensive foul),,23,19
100,1,2:08.0,Orlando full timeout,,23,19
101,1,1:59.0,,Personal foul by W. Iwundu (drawn by T. Hardaway),23,19
102,1,1:59.0,,T. Hardaway makes free throw 1 of 2,23,20
