,QUARTER,TIME_REMAINING,HOUSTON_ACTION,ORLANDO_ACTION,HOUSTON_SCORE,ORLANDO_SCORE
378,4,3:00.0,,Personal take foul by J. Harden (drawn by M. Carter-Williams),125,104
379,4,3:00.0,,M. Carter-Williams misses free throw 1 of 2,125,104
380,4,3:00.0,,Offensive rebound by Team,125,104
381,4,3:00.0,A. Rivers enters the game for J. Harden,,125,104
382,4,3:00.0,,M. Carter-Williams makes free throw 2 of 2,125,105
383,4,2:47.0,Personal foul by M. Frazier (drawn by A. Rivers),,125,105
384,4,2:38.0,C. Clemons misses 3-pt jump shot from 28 ft,,125,105
385,4,2:35.0,,Defensive rebound by W. Iwundu,125,105
386,4,2:21.0,,A. Jefferson misses 2-pt jump shot from 17 ft,125,105
387,4,2:18.0,Defensive rebound by G. Clark,,125,105
388,4,2:02.0,G. Clark makes 2-pt layup from 1 ft (assist by A. Rivers),,127,105
389,4,2:02.0,Shooting foul by A. Jefferson (drawn by G. Clark),,127,105
390,4,2:02.0,G. Clark makes free throw 1 of 1,,128,105
391,4,1:44.0,,W. Iwundu misses 2-pt jump shot from 14 ft,128,105
392,4,1:42.0,,Offensive rebound by A. Jefferson,128,105
393,4,1:42.0,,Shooting foul by A. Rivers (drawn by A. Jefferson),128,105
394,4,1:42.0,,A. Jefferson misses free throw 1 of 2,128,105
395,4,1:42.0,,Offensive rebound by Team,128,105
396,4,1:42.0,,A. Jefferson misses free throw 2 of 2,128,105
397,4,1:36.0,Defensive rebound by G. Clark,,128,105
398,4,1:30.0,A. Rivers misses 2-pt jump shot from 10 ft,,128,105
399,4,1:28.0,Offensive rebound by Team,,128,105
400,4,1:14.0,G. Clark misses 3-pt jump shot from 27 ft,,128,105
401,4,1:10.0,,Defensive rebound by K. Birch,128,105
402,4,1:00.0,,K. Birch misses 2-pt hook shot from 7 ft,128,105
403,4,0:57.0,Defensive rebound by D. House,,128,105
404,4,0:51.0,C. Clemons misses 3-pt jump shot from 27 ft,,128,105
405,4,0:47.0,,Defensive rebound by K. Birch,128,105
406,4,0:41.0,,M. Carter-Williams makes 2-pt layup from 2 ft,128,107
407,4,0:34.0,C. Clemons makes 2-pt layup from 2 ft (assist by I. Hartenstein),,130,107
408,4,0:19.0,,W. Iwundu misses 3-pt jump shot from 26 ft,130,107
409,4,0:17.0,,Offensive rebound by M. Carter-Williams,130,107
410,4,0:12.0,,M. Frazier misses 2-pt jump shot from 14 ft,130,107
411,4,0:09.0,,Offensive rebound by Team,130,107
412,4,0:06.0,,M. Frazier misses 3-pt jump shot from 25 ft,130,107
413,4,0:03.0,,Offensive rebound by M. Carter-Williams,130,107
