,QUARTER,TIME_REMAINING,LA CLIPPERS_ACTION,MILWAUKEE_ACTION,LA CLIPPERS_SCORE,MILWAUKEE_SCORE
56,1,5:28.0,,D. DiVincenzo enters the game for K. Middleton,10,8
57,1,5:23.0,Turnover by K. Leonard (traveling),,10,8
58,1,5:06.0,,P. Connaughton makes 3-pt jump shot from 26 ft (assist by W. Matthews),10,11
59,1,4:47.0,L. Williams makes 2-pt jump shot from 15 ft (assist by K. Leonard),,12,11
60,1,4:38.0,,E. Bledsoe makes 3-pt jump shot from 26 ft,12,14
61,1,4:22.0,Turnover by P. Beverley (bad pass; steal by D. DiVincenzo),,12,14
62,1,4:15.0,,P. Connaughton makes 3-pt jump shot from 27 ft (assist by E. Bledsoe),12,17
63,1,3:59.0,P. George misses 3-pt jump shot from 23 ft,,12,17
64,1,3:57.0,,Defensive rebound by W. Matthews,12,17
65,1,3:53.0,,Personal foul by P. Beverley (drawn by W. Matthews),12,17
66,1,3:53.0,M. Harrell enters the game for K. Leonard,,12,17
67,1,3:53.0,P. Patterson enters the game for I. Zubac,,12,17
68,1,3:53.0,,E. İlyasova enters the game for B. Lopez,12,17
69,1,3:43.0,,E. İlyasova makes 3-pt jump shot from 26 ft (assist by E. Bledsoe),12,20
70,1,3:36.0,L. Williams misses 2-pt jump shot from 13 ft,,12,20
71,1,3:34.0,,Defensive rebound by P. Connaughton,12,20
72,1,3:14.0,,E. Bledsoe misses 2-pt jump shot from 12 ft,12,20
73,1,3:14.0,,Offensive rebound by Team,12,20
74,1,3:14.0,Loose ball foul by M. Harrell (drawn by D. DiVincenzo),,12,20
75,1,3:14.0,,G. Hill enters the game for E. Bledsoe,12,20
76,1,3:13.0,,D. DiVincenzo misses 2-pt layup from 2 ft (block by M. Harrell),12,20
77,1,3:12.0,,Offensive rebound by D. DiVincenzo,12,20
78,1,3:06.0,,Shooting foul by L. Williams (drawn by D. DiVincenzo),12,20
79,1,3:06.0,LA Clippers full timeout,,12,20
80,1,3:06.0,J. Robinson enters the game for P. George,,12,20
81,1,3:06.0,,K. Middleton enters the game for W. Matthews,12,20
82,1,3:06.0,,D. DiVincenzo makes free throw 1 of 2,12,21
83,1,3:06.0,,D. DiVincenzo makes free throw 2 of 2,12,22
84,1,2:56.0,Turnover by L. Williams (bad pass; steal by G. Hill),,12,22
85,1,2:40.0,,K. Middleton makes 3-pt jump shot from 25 ft (assist by E. İlyasova),12,25
86,1,2:27.0,L. Williams misses 2-pt jump shot from 14 ft,,12,25
87,1,2:27.0,,Defensive rebound by Team,12,25
88,1,2:14.0,,E. İlyasova misses 2-pt layup from 6 ft,12,25
89,1,2:11.0,,Offensive rebound by E. İlyasova,12,25
90,1,2:11.0,,E. İlyasova misses 2-pt layup at rim,12,25
91,1,2:11.0,,Offensive rebound by G. Hill,12,25
92,1,2:06.0,,K. Middleton misses 2-pt layup from 1 ft,12,25
93,1,2:04.0,Defensive rebound by M. Harrell,,12,25
94,1,1:53.0,P. Patterson misses 3-pt jump shot from 27 ft,,12,25
95,1,1:51.0,,Defensive rebound by K. Middleton,12,25
96,1,1:40.0,,D. DiVincenzo misses 3-pt jump shot from 27 ft,12,25
97,1,1:37.0,Defensive rebound by P. Patterson,,12,25
98,1,1:31.0,M. Harrell makes 2-pt jump shot from 8 ft (assist by P. Patterson),,14,25
99,1,1:31.0,Shooting foul by E. İlyasova (drawn by M. Harrell),,14,25
100,1,1:31.0,M. Harrell misses free throw 1 of 1,,14,25
101,1,1:30.0,Offensive rebound by Team,,14,25
102,1,1:30.0,,G. Antetokounmpo enters the game for P. Connaughton,14,25
103,1,1:22.0,Shooting foul by E. İlyasova (drawn by M. Harrell),,14,25
104,1,1:22.0,M. Harrell misses free throw 1 of 2,,14,25
105,1,1:22.0,Offensive rebound by Team,,14,25
106,1,1:22.0,M. Harkless enters the game for P. Beverley,,14,25
107,1,1:22.0,,K. Korver enters the game for D. DiVincenzo,14,25
108,1,1:22.0,M. Harrell makes free throw 2 of 2,,15,25
109,1,1:11.0,,K. Middleton makes 3-pt jump shot from 27 ft (assist by G. Antetokounmpo),15,28
110,1,1:00.0,J. Robinson misses 3-pt jump shot from 28 ft,,15,28
111,1,0:57.0,,Defensive rebound by K. Middleton,15,28
112,1,0:53.0,,G. Hill misses 3-pt jump shot from 26 ft,15,28
113,1,0:50.0,Defensive rebound by M. Harrell,,15,28
114,1,0:40.0,L. Williams misses 3-pt jump shot from 27 ft,,15,28
115,1,0:37.0,,Defensive rebound by G. Antetokounmpo,15,28
116,1,0:29.0,,G. Antetokounmpo misses 2-pt layup from 1 ft,15,28
117,1,0:25.0,,Offensive rebound by E. İlyasova,15,28
118,1,0:25.0,,E. İlyasova misses 2-pt layup at rim,15,28
119,1,0:24.0,Defensive rebound by P. Patterson,,15,28
120,1,0:21.0,J. Robinson misses 2-pt layup from 2 ft,,15,28
121,1,0:19.0,,Defensive rebound by E. İlyasova,15,28
122,1,0:05.0,,Personal foul by P. Patterson (drawn by G. Hill),15,28
123,1,0:05.0,P. Beverley enters the game for L. Williams,,15,28
124,1,0:02.0,,G. Antetokounmpo makes 2-pt dunk from 3 ft (assist by G. Hill),15,30
125,1,0:00.0,P. Patterson misses 3-pt jump shot from 52 ft,,15,30
126,1,0:00.0,Offensive rebound by Team,,15,30
127,2,11:48.0,M. Harrell makes 2-pt hook shot from 7 ft,,17,30
128,2,11:31.0,,K. Middleton misses 2-pt jump shot from 14 ft,17,30
129,2,11:28.0,Defensive rebound by M. Harkless,,17,30
130,2,11:22.0,L. Williams makes 2-pt layup from 2 ft,,19,30
131,2,11:07.0,,G. Antetokounmpo misses 2-pt jump shot from 11 ft,19,30
132,2,11:05.0,Defensive rebound by J. Robinson,,19,30
133,2,10:59.0,M. Harkless makes 3-pt jump shot from 24 ft (assist by L. Williams),,22,30
134,2,10:58.0,,Milwaukee full timeout,22,30
135,2,10:48.0,,G. Antetokounmpo makes 2-pt dunk from 2 ft (assist by G. Hill),22,32
136,2,10:33.0,M. Harrell misses 2-pt layup from 3 ft (block by K. Middleton),,22,32
137,2,10:29.0,,Defensive rebound by K. Middleton,22,32
138,2,10:27.0,,G. Hill makes 2-pt dunk from 1 ft (assist by K. Korver),22,34
139,2,10:09.0,J. Robinson misses 2-pt jump shot from 11 ft,,22,34
140,2,10:07.0,,Defensive rebound by K. Korver,22,34
141,2,9:53.0,,G. Antetokounmpo misses 2-pt hook shot from 4 ft,22,34
142,2,9:51.0,,Offensive rebound by R. Lopez,22,34
143,2,9:48.0,,K. Korver misses 3-pt jump shot from 26 ft,22,34
144,2,9:45.0,,Offensive rebound by G. Antetokounmpo,22,34
145,2,9:42.0,,Offensive foul by G. Antetokounmpo (drawn by P. Patterson),22,34
146,2,9:42.0,,Turnover by G. Antetokounmpo (offensive foul),22,34
147,2,9:42.0,P. George enters the game for M. Harkless,,22,34
148,2,9:42.0,K. Leonard enters the game for J. Robinson,,22,34
149,2,9:42.0,,W. Matthews enters the game for K. Korver,22,34
150,2,9:35.0,Shooting foul by G. Hill (drawn by M. Harrell),,22,34
151,2,9:35.0,M. Harrell makes free throw 1 of 2,,23,34
152,2,9:35.0,M. Harrell makes free throw 2 of 2,,24,34
153,2,9:25.0,,Turnover by K. Middleton (traveling),24,34
154,2,9:16.0,P. George makes 3-pt jump shot from 31 ft (assist by L. Williams),,27,34
155,2,9:07.0,,Shooting foul by P. Patterson (drawn by G. Antetokounmpo),27,34
156,2,9:07.0,,G. Antetokounmpo makes free throw 1 of 2,27,35
157,2,9:07.0,,B. Lopez enters the game for R. Lopez,27,35
158,2,9:07.0,,G. Antetokounmpo misses free throw 2 of 2,27,35
159,2,9:04.0,Defensive rebound by M. Harrell,,27,35
160,2,8:53.0,P. Patterson misses 3-pt jump shot from 24 ft,,27,35
161,2,8:50.0,,Defensive rebound by K. Middleton,27,35
162,2,8:34.0,,G. Antetokounmpo misses 2-pt hook shot from 4 ft (block by K. Leonard),27,35
163,2,8:30.0,Defensive rebound by K. Leonard,,27,35
164,2,8:30.0,,Violation by Team (kicked ball),27,35
165,2,8:30.0,P. Beverley enters the game for P. Patterson,,27,35
166,2,8:30.0,,E. Bledsoe enters the game for G. Antetokounmpo,27,35
167,2,8:30.0,,K. Korver enters the game for G. Hill,27,35
168,2,8:14.0,K. Leonard makes 2-pt jump shot from 13 ft,,29,35
169,2,7:53.0,,W. Matthews makes 3-pt jump shot from 27 ft (assist by K. Middleton),29,38
170,2,7:37.0,M. Harrell misses 2-pt layup from 3 ft (block by B. Lopez),,29,38
171,2,7:35.0,,Defensive rebound by B. Lopez,29,38
172,2,7:21.0,,B. Lopez misses 2-pt layup from 1 ft,29,38
173,2,7:19.0,Defensive rebound by P. George,,29,38
174,2,7:17.0,Personal foul by K. Middleton (drawn by P. George),,29,38
175,2,7:17.0,LA Clippers full timeout,,29,38
176,2,7:17.0,,D. DiVincenzo enters the game for K. Korver,29,38
177,2,7:08.0,P. George misses 3-pt jump shot from 27 ft,,29,38
178,2,7:05.0,Offensive rebound by P. Beverley,,29,38
179,2,6:56.0,P. Beverley misses 2-pt layup from 2 ft,,29,38
180,2,6:53.0,,Defensive rebound by E. Bledsoe,29,38
181,2,6:53.0,,P. Connaughton enters the game for K. Middleton,29,38
182,2,6:37.0,,Turnover by W. Matthews (traveling),29,38
183,2,6:23.0,P. George misses 2-pt layup from 2 ft,,29,38
184,2,6:20.0,,Defensive rebound by B. Lopez,29,38
185,2,6:15.0,,W. Matthews makes 3-pt jump shot from 24 ft (assist by E. Bledsoe),29,41
186,2,5:56.0,Turnover by L. Williams (bad pass; steal by E. Bledsoe),,29,41
187,2,5:51.0,,E. Bledsoe misses 2-pt jump shot from 6 ft,29,41
188,2,5:49.0,,Offensive rebound by W. Matthews,29,41
189,2,5:39.0,,Shooting foul by P. Beverley (drawn by B. Lopez),29,41
190,2,5:39.0,,B. Lopez makes free throw 1 of 2,29,42
191,2,5:39.0,,B. Lopez makes free throw 2 of 2,29,43
192,2,5:22.0,Turnover by P. George (bad pass; steal by D. DiVincenzo),,29,43
193,2,5:16.0,,E. Bledsoe misses 2-pt jump shot from 21 ft,29,43
194,2,5:14.0,Defensive rebound by M. Harrell,,29,43
195,2,4:59.0,Turnover by L. Williams (traveling),,29,43
196,2,4:47.0,,B. Lopez misses 3-pt jump shot from 27 ft,29,43
197,2,4:43.0,Defensive rebound by K. Leonard,,29,43
198,2,4:38.0,K. Leonard misses 2-pt jump shot from 12 ft,,29,43
199,2,4:35.0,,Defensive rebound by W. Matthews,29,43
200,2,4:31.0,,Offensive foul by E. Bledsoe (drawn by M. Harrell),29,43
201,2,4:31.0,,Turnover by E. Bledsoe (offensive foul),29,43
202,2,4:31.0,M. Harkless enters the game for L. Williams,,29,43
203,2,4:31.0,,G. Antetokounmpo enters the game for W. Matthews,29,43
204,2,4:19.0,Personal foul by P. Connaughton (drawn by K. Leonard),,29,43
205,2,4:19.0,,G. Hill enters the game for E. Bledsoe,29,43
206,2,4:07.0,P. George makes 3-pt jump shot from 27 ft (assist by K. Leonard),,32,43
207,2,3:49.0,,Turnover by G. Antetokounmpo (lost ball; steal by M. Harkless),32,43
208,2,3:44.0,M. Harkless misses 2-pt layup from 3 ft,,32,43
209,2,3:44.0,Offensive rebound by Team,,32,43
210,2,3:32.0,M. Harrell makes 2-pt dunk from 3 ft (assist by M. Harkless),,34,43
211,2,3:06.0,,B. Lopez makes 2-pt hook shot from 5 ft (assist by G. Antetokounmpo),34,45
212,2,2:50.0,K. Leonard makes 2-pt layup from 1 ft (assist by M. Harrell),,36,45
213,2,2:25.0,,B. Lopez makes 2-pt hook shot from 7 ft (assist by G. Hill),36,47
214,2,2:13.0,Personal foul by D. DiVincenzo (drawn by M. Harrell),,36,47
215,2,2:13.0,,K. Middleton enters the game for P. Connaughton,36,47
216,2,2:10.0,K. Leonard makes 2-pt dunk from 2 ft (assist by P. Beverley),,38,47
217,2,1:52.0,,G. Antetokounmpo makes 2-pt layup from 2 ft,38,49
218,2,1:52.0,,Shooting foul by M. Harkless (drawn by G. Antetokounmpo),38,49
219,2,1:52.0,,G. Antetokounmpo makes free throw 1 of 1,38,50
220,2,1:47.0,Personal foul by K. Middleton (drawn by K. Leonard),,38,50
221,2,1:47.0,K. Leonard makes free throw 1 of 2,,39,50
222,2,1:47.0,K. Leonard makes free throw 2 of 2,,40,50
223,2,1:29.0,,Turnover by D. DiVincenzo (bad pass; steal by K. Leonard),40,50
224,2,1:20.0,Turnover by K. Leonard (bad pass),,40,50
225,2,1:09.0,,G. Antetokounmpo misses 3-pt jump shot from 26 ft,40,50
226,2,1:06.0,Defensive rebound by P. George,,40,50
227,2,0:55.0,P. Beverley makes 3-pt jump shot from 25 ft (assist by M. Harrell),,43,50
228,2,0:46.0,,Shooting foul by M. Harkless (drawn by G. Hill),43,50
229,2,0:46.0,,G. Hill makes free throw 1 of 2,43,51
230,2,0:46.0,L. Williams enters the game for P. Beverley,,43,51
231,2,0:46.0,,E. İlyasova enters the game for G. Antetokounmpo,43,51
232,2,0:46.0,,W. Matthews enters the game for K. Middleton,43,51
233,2,0:46.0,,G. Hill makes free throw 2 of 2,43,52
234,2,0:29.0,M. Harkless misses 3-pt jump shot from 24 ft,,43,52
235,2,0:26.0,Offensive rebound by K. Leonard,,43,52
236,2,0:24.0,Turnover by K. Leonard (step out of bounds),,43,52
237,2,0:24.0,J. Robinson enters the game for L. Williams,,43,52
238,2,0:24.0,,K. Middleton enters the game for E. İlyasova,43,52
239,2,0:01.0,,B. Lopez misses 2-pt jump shot from 9 ft,43,52
240,2,0:01.0,,Offensive rebound by D. DiVincenzo,43,52
241,3,11:38.0,K. Leonard misses 2-pt jump shot from 15 ft,,43,52
242,3,11:34.0,Offensive rebound by I. Zubac,,43,52
243,3,11:34.0,I. Zubac misses 2-pt layup at rim,,43,52
244,3,11:33.0,,Defensive rebound by B. Lopez,43,52
245,3,11:31.0,,B. Lopez misses 3-pt jump shot from 28 ft,43,52
246,3,11:27.0,Defensive rebound by K. Leonard,,43,52
247,3,11:16.0,K. Leonard misses 2-pt jump shot from 15 ft,,43,52
248,3,11:14.0,Offensive rebound by I. Zubac,,43,52
249,3,11:08.0,I. Zubac makes 2-pt layup from 1 ft,,45,52
250,3,10:58.0,,G. Antetokounmpo misses 2-pt jump shot from 16 ft,45,52
251,3,10:55.0,Defensive rebound by I. Zubac,,45,52
252,3,10:43.0,Turnover by P. George (bad pass),,45,52
253,3,10:29.0,,W. Matthews makes 3-pt jump shot from 26 ft (assist by E. Bledsoe),45,55
254,3,10:10.0,P. George makes 2-pt jump shot from 18 ft,,47,55
255,3,10:07.0,,G. Antetokounmpo makes 2-pt layup from 1 ft (assist by K. Middleton),47,57
256,3,10:07.0,,Shooting foul by P. George (drawn by G. Antetokounmpo),47,57
257,3,10:07.0,,G. Antetokounmpo makes free throw 1 of 1,47,58
258,3,9:48.0,P. Beverley misses 3-pt jump shot from 26 ft,,47,58
259,3,9:45.0,,Defensive rebound by G. Antetokounmpo,47,58
260,3,9:40.0,,Personal foul by P. Beverley (drawn by E. Bledsoe),47,58
261,3,9:38.0,,G. Antetokounmpo makes 2-pt layup from 1 ft (assist by K. Middleton),47,60
262,3,9:27.0,P. George makes 3-pt jump shot from 27 ft,,50,60
263,3,9:12.0,,G. Antetokounmpo makes 2-pt dunk from 1 ft (assist by W. Matthews),50,62
264,3,8:57.0,K. Leonard misses 2-pt jump shot from 10 ft,,50,62
265,3,8:55.0,,Defensive rebound by G. Antetokounmpo,50,62
266,3,8:46.0,,E. Bledsoe misses 3-pt jump shot from 27 ft,50,62
267,3,8:44.0,Defensive rebound by P. Beverley,,50,62
268,3,8:39.0,Personal foul by E. Bledsoe (drawn by P. George),,50,62
269,3,8:29.0,M. Harkless misses 2-pt dunk from 3 ft,,50,62
270,3,8:27.0,,Defensive rebound by W. Matthews,50,62
271,3,8:17.0,,B. Lopez misses 2-pt layup from 2 ft,50,62
272,3,8:15.0,Defensive rebound by K. Leonard,,50,62
273,3,8:05.0,Shooting foul by K. Middleton (drawn by K. Leonard),,50,62
274,3,8:05.0,K. Leonard makes free throw 1 of 2,,51,62
275,3,8:05.0,K. Leonard makes free throw 2 of 2,,52,62
276,3,7:54.0,,Personal foul by P. George (drawn by G. Antetokounmpo),52,62
277,3,7:54.0,,D. DiVincenzo enters the game for K. Middleton,52,62
278,3,7:47.0,,G. Antetokounmpo makes 3-pt jump shot from 26 ft,52,65
279,3,7:47.0,LA Clippers full timeout,,52,65
280,3,7:47.0,L. Williams enters the game for M. Harkless,,52,65
281,3,7:37.0,K. Leonard makes 2-pt layup from 2 ft,,54,65
282,3,7:16.0,,D. DiVincenzo misses 2-pt layup from 3 ft (block by P. George),54,65
283,3,7:15.0,,Offensive rebound by W. Matthews,54,65
284,3,7:15.0,,W. Matthews misses 2-pt jump shot from 19 ft (block by K. Leonard),54,65
285,3,7:15.0,Defensive rebound by Team,,54,65
286,3,6:52.0,L. Williams misses 2-pt layup from 4 ft (block by B. Lopez),,54,65
287,3,6:52.0,Offensive rebound by Team,,54,65
288,3,6:48.0,I. Zubac misses 3-pt jump shot from 28 ft,,54,65
289,3,6:47.0,,Defensive rebound by Team,54,65
290,3,6:38.0,,Turnover by E. Bledsoe (lost ball; steal by P. Beverley),54,65
291,3,6:27.0,I. Zubac misses 2-pt layup from 2 ft (block by B. Lopez),,54,65
292,3,6:27.0,Offensive rebound by Team,,54,65
293,3,6:20.0,Shooting foul by B. Lopez (drawn by K. Leonard),,54,65
294,3,6:20.0,Instant Replay (Request: Ruling Stands),,54,65
295,3,6:20.0,K. Leonard makes free throw 1 of 2,,55,65
296,3,6:20.0,,P. Connaughton enters the game for W. Matthews,55,65
297,3,6:20.0,K. Leonard makes free throw 2 of 2,,56,65
298,3,5:57.0,,Shooting foul by P. George (drawn by D. DiVincenzo),56,65
299,3,5:57.0,,D. DiVincenzo makes free throw 1 of 2,56,66
300,3,5:57.0,,D. DiVincenzo makes free throw 2 of 2,56,67
301,3,5:45.0,K. Leonard misses 3-pt jump shot from 27 ft,,56,67
302,3,5:42.0,,Defensive rebound by D. DiVincenzo,56,67
303,3,5:33.0,,G. Antetokounmpo makes 2-pt hook shot from 11 ft,56,69
304,3,5:24.0,I. Zubac makes 2-pt dunk from 2 ft (assist by L. Williams),,58,69
305,3,5:06.0,,Shooting foul by P. Beverley (drawn by G. Antetokounmpo),58,69
306,3,5:06.0,,G. Antetokounmpo misses free throw 1 of 2,58,69
307,3,5:06.0,,Offensive rebound by Team,58,69
308,3,5:06.0,M. Harrell enters the game for P. Beverley,,58,69
309,3,5:06.0,J. Robinson enters the game for I. Zubac,,58,69
310,3,5:06.0,,G. Hill enters the game for E. Bledsoe,58,69
311,3,5:06.0,,G. Antetokounmpo makes free throw 2 of 2,58,70
312,3,4:55.0,K. Leonard misses 2-pt jump shot from 13 ft,,58,70
313,3,4:52.0,,Defensive rebound by P. Connaughton,58,70
314,3,4:41.0,,G. Antetokounmpo misses 3-pt jump shot from 27 ft,58,70
315,3,4:39.0,,Offensive rebound by G. Antetokounmpo,58,70
316,3,4:36.0,,Turnover by G. Antetokounmpo (bad pass; steal by K. Leonard),58,70
317,3,4:36.0,,E. İlyasova enters the game for B. Lopez,58,70
318,3,4:27.0,Turnover by K. Leonard (lost ball; steal by D. DiVincenzo),,58,70
319,3,4:18.0,,G. Antetokounmpo misses 3-pt jump shot from 27 ft,58,70
320,3,4:16.0,Defensive rebound by P. George,,58,70
321,3,4:11.0,Turnover by P. George (bad pass; steal by G. Hill),,58,70
322,3,4:06.0,,E. İlyasova makes 2-pt layup from 2 ft (assist by G. Antetokounmpo),58,72
323,3,3:51.0,Turnover by P. George (bad pass; steal by D. DiVincenzo),,58,72
324,3,3:42.0,,E. İlyasova misses 3-pt jump shot from 27 ft,58,72
325,3,3:39.0,Defensive rebound by P. George,,58,72
326,3,3:30.0,P. George misses 2-pt jump shot from 19 ft,,58,72
327,3,3:27.0,,Defensive rebound by G. Antetokounmpo,58,72
328,3,3:20.0,,E. İlyasova misses 3-pt jump shot from 23 ft,58,72
329,3,3:16.0,Defensive rebound by L. Williams,,58,72
330,3,3:12.0,L. Williams misses 3-pt jump shot from 26 ft,,58,72
331,3,3:09.0,,Defensive rebound by G. Antetokounmpo,58,72
332,3,2:54.0,,G. Hill makes 2-pt layup from 2 ft,58,74
333,3,2:54.0,LA Clippers full timeout,,58,74
334,3,2:54.0,M. Harkless enters the game for K. Leonard,,58,74
335,3,2:54.0,,W. Matthews enters the game for G. Antetokounmpo,58,74
336,3,2:41.0,L. Williams misses 3-pt jump shot from 26 ft,,58,74
337,3,2:39.0,,Defensive rebound by D. DiVincenzo,58,74
338,3,2:21.0,,E. İlyasova misses 2-pt layup from 1 ft,58,74
339,3,2:18.0,Defensive rebound by M. Harrell,,58,74
340,3,2:14.0,Turnover by L. Williams (bad pass; steal by G. Hill),,58,74
341,3,1:57.0,,Shooting foul by M. Harrell (drawn by D. DiVincenzo),58,74
342,3,1:57.0,,D. DiVincenzo makes free throw 1 of 2,58,75
343,3,1:57.0,P. Beverley enters the game for P. George,,58,75
344,3,1:57.0,,K. Korver enters the game for P. Connaughton,58,75
345,3,1:57.0,,D. DiVincenzo makes free throw 2 of 2,58,76
346,3,1:44.0,L. Williams makes 2-pt jump shot from 17 ft,,60,76
347,3,1:35.0,,Shooting foul by M. Harrell (drawn by E. İlyasova),60,76
348,3,1:35.0,,E. İlyasova makes free throw 1 of 2,60,77
349,3,1:35.0,,K. Middleton enters the game for D. DiVincenzo,60,77
350,3,1:35.0,,E. İlyasova makes free throw 2 of 2,60,78
351,3,1:25.0,J. Robinson misses 3-pt jump shot from 24 ft,,60,78
352,3,1:24.0,,Defensive rebound by E. İlyasova,60,78
353,3,1:13.0,,E. İlyasova makes 2-pt layup from 2 ft (assist by W. Matthews),60,80
354,3,0:56.0,L. Williams misses 2-pt jump shot from 15 ft,,60,80
355,3,0:56.0,,Defensive rebound by G. Hill,60,80
356,3,0:48.0,,E. İlyasova makes 2-pt layup from 2 ft (assist by K. Middleton),60,82
357,3,0:42.0,Personal foul by K. Korver (drawn by L. Williams),,60,82
358,3,0:42.0,T. Mann enters the game for J. Robinson,,60,82
359,3,0:42.0,,P. Connaughton enters the game for W. Matthews,60,82
360,3,0:40.0,Offensive foul by L. Williams (drawn by G. Hill),,60,82
361,3,0:40.0,Turnover by L. Williams (offensive foul),,60,82
362,3,0:40.0,,Milwaukee full timeout,60,82
363,3,0:29.0,,K. Middleton makes 3-pt jump shot from 24 ft (assist by G. Hill),60,85
364,3,0:22.0,Personal foul by E. İlyasova (drawn by M. Harrell),,60,85
365,3,0:22.0,M. Harrell makes free throw 1 of 2,,61,85
366,3,0:22.0,D. Walton enters the game for L. Williams,,61,85
367,3,0:22.0,M. Harrell makes free throw 2 of 2,,62,85
368,3,0:04.0,,K. Middleton makes 2-pt layup from 3 ft,62,87
369,3,0:00.0,P. Beverley misses 2-pt layup from 8 ft,,62,87
370,3,0:00.0,Offensive rebound by Team,,62,87
371,4,11:43.0,,E. İlyasova makes 2-pt layup from 2 ft (assist by K. Korver),62,89
372,4,11:31.0,P. Beverley misses 3-pt jump shot from 27 ft,,62,89
373,4,11:30.0,Offensive rebound by Team,,62,89
374,4,11:30.0,,Loose ball foul by E. İlyasova (drawn by M. Harrell),62,89
375,4,11:24.0,L. Williams makes 3-pt jump shot from 29 ft (assist by K. Leonard),,65,89
376,4,11:05.0,,K. Middleton makes 2-pt jump shot from 11 ft,65,91
377,4,10:54.0,Turnover by K. Leonard (traveling),,65,91
