,QUARTER,TIME_REMAINING,GOLDEN STATE_ACTION,DALLAS_ACTION,GOLDEN STATE_SCORE,DALLAS_SCORE
42,1,6:31.0,,Shooting foul by W. Cauley-Stein (drawn by T. Hardaway),7,24
43,1,6:31.0,,T. Hardaway makes free throw 1 of 2,7,25
44,1,6:31.0,J. Poole enters the game for K. Bowman,,7,25
45,1,6:31.0,,T. Hardaway makes free throw 2 of 2,7,26
46,1,6:14.0,A. Burks misses 3-pt jump shot from 25 ft,,7,26
47,1,6:12.0,,Defensive rebound by D. Powell,7,26
48,1,6:04.0,,Turnover by L. Dončić (lost ball; steal by G. Robinson),7,26
49,1,6:00.0,W. Cauley-Stein makes 2-pt dunk from 1 ft (assist by G. Robinson),,9,26
50,1,5:38.0,,L. Dončić misses 3-pt jump shot from 25 ft,9,26
51,1,5:35.0,Defensive rebound by J. Poole,,9,26
52,1,5:31.0,E. Paschall makes 2-pt dunk from 1 ft (assist by J. Poole),,11,26
53,1,5:31.0,,Dallas full timeout,11,26
54,1,5:12.0,,K. Porziņģis misses 3-pt jump shot from 25 ft,11,26
55,1,5:12.0,Defensive rebound by Team,,11,26
56,1,4:56.0,W. Cauley-Stein misses 2-pt jump shot from 16 ft,,11,26
57,1,4:53.0,,Defensive rebound by L. Dončić,11,26
58,1,4:51.0,,D. Finney-Smith misses 2-pt layup from 1 ft (block by W. Cauley-Stein),11,26
59,1,4:48.0,Defensive rebound by G. Robinson,,11,26
60,1,4:46.0,G. Robinson misses 2-pt jump shot from 14 ft,,11,26
61,1,4:43.0,,Defensive rebound by K. Porziņģis,11,26
62,1,4:32.0,,D. Powell makes 2-pt layup at rim (assist by L. Dončić),11,28
63,1,4:23.0,Turnover by E. Paschall (lost ball; steal by L. Dončić),,11,28
64,1,4:20.0,,D. Finney-Smith makes 2-pt dunk from 1 ft (assist by L. Dončić),11,30
65,1,4:20.0,Golden State full timeout,,11,30
66,1,4:20.0,M. Chriss enters the game for W. Cauley-Stein,,11,30
67,1,4:20.0,O. Spellman enters the game for E. Paschall,,11,30
68,1,4:20.0,,M. Kleber enters the game for T. Hardaway,11,30
69,1,4:20.0,,D. Wright enters the game for K. Porziņģis,11,30
70,1,3:57.0,G. Robinson misses 2-pt layup from 1 ft (block by D. Powell),,11,30
71,1,3:56.0,Offensive rebound by Team,,11,30
72,1,3:56.0,Turnover by Team (shot clock),,11,30
73,1,3:43.0,,D. Powell makes 2-pt dunk at rim (assist by L. Dončić),11,32
74,1,3:20.0,M. Chriss misses 3-pt jump shot from 25 ft,,11,32
75,1,3:18.0,,Defensive rebound by L. Dončić,11,32
76,1,3:12.0,,L. Dončić makes 3-pt jump shot from 27 ft,11,35
77,1,2:56.0,O. Spellman misses 2-pt jump shot from 16 ft,,11,35
78,1,2:54.0,,Defensive rebound by Team,11,35
79,1,2:40.0,,D. Finney-Smith misses 3-pt jump shot from 23 ft,11,35
80,1,2:37.0,Defensive rebound by A. Burks,,11,35
81,1,2:34.0,Shooting foul by L. Dončić (drawn by M. Chriss),,11,35
82,1,2:34.0,M. Chriss makes free throw 1 of 2,,12,35
83,1,2:34.0,K. Bowman enters the game for A. Burks,,12,35
84,1,2:34.0,E. Paschall enters the game for G. Robinson,,12,35
85,1,2:34.0,,J. Jackson enters the game for D. Finney-Smith,12,35
86,1,2:34.0,M. Chriss misses free throw 2 of 2,,12,35
87,1,2:32.0,,Defensive rebound by M. Kleber,12,35
88,1,2:24.0,,L. Dončić makes 3-pt jump shot from 25 ft,12,38
89,1,2:05.0,Turnover by J. Poole (lost ball; steal by D. Wright),,12,38
90,1,2:04.0,,Personal foul by J. Poole (drawn by D. Wright),12,38
91,1,1:55.0,,M. Kleber misses 3-pt jump shot from 23 ft,12,38
92,1,1:50.0,,Offensive rebound by D. Powell,12,38
93,1,1:50.0,,D. Powell misses 2-pt dunk from 1 ft,12,38
94,1,1:49.0,,Offensive rebound by M. Kleber,12,38
95,1,1:48.0,,Shooting foul by K. Bowman (drawn by D. Wright),12,38
96,1,1:48.0,,D. Wright misses free throw 1 of 2,12,38
97,1,1:48.0,,Offensive rebound by Team,12,38
98,1,1:48.0,,B. Marjanović enters the game for D. Powell,12,38
99,1,1:48.0,,D. Wright makes free throw 2 of 2,12,39
100,1,1:33.0,K. Bowman makes 2-pt jump shot from 20 ft,,14,39
101,1,1:21.0,,Turnover by L. Dončić (lost ball; steal by K. Bowman),14,39
102,1,1:19.0,K. Bowman makes 2-pt dunk from 2 ft,,16,39
103,1,0:59.0,,L. Dončić makes 3-pt jump shot from 27 ft,16,42
104,1,0:46.0,M. Chriss misses 3-pt jump shot from 25 ft,,16,42
105,1,0:45.0,,Defensive rebound by Team,16,42
106,1,0:28.0,,J. Jackson misses 3-pt jump shot from 25 ft,16,42
107,1,0:25.0,,Offensive rebound by L. Dončić,16,42
108,1,0:23.0,,L. Dončić makes 2-pt layup from 3 ft,16,44
109,1,0:05.0,J. Poole misses 2-pt jump shot from 17 ft,,16,44
110,1,0:01.0,,Defensive rebound by B. Marjanović,16,44
111,2,11:49.0,K. Bowman makes 2-pt jump shot from 14 ft (assist by J. Poole),,18,44
112,2,11:28.0,,M. Kleber makes 3-pt jump shot from 23 ft (assist by D. Wright),18,47
113,2,11:16.0,K. Bowman misses 2-pt jump shot from 13 ft,,18,47
114,2,11:12.0,,Defensive rebound by B. Marjanović,18,47
115,2,10:54.0,,M. Kleber misses 2-pt dunk from 1 ft (block by M. Chriss),18,47
116,2,10:52.0,Defensive rebound by E. Paschall,,18,47
117,2,10:49.0,E. Paschall misses 2-pt jump shot from 17 ft,,18,47
118,2,10:45.0,Offensive rebound by O. Spellman,,18,47
119,2,10:36.0,E. Paschall makes 2-pt layup from 6 ft,,20,47
120,2,10:36.0,Shooting foul by J. Brunson (drawn by E. Paschall),,20,47
121,2,10:36.0,E. Paschall misses free throw 1 of 1,,20,47
122,2,10:33.0,,Defensive rebound by M. Kleber,20,47
123,2,10:20.0,,Personal foul by M. Chriss (drawn by B. Marjanović),20,47
124,2,10:11.0,,D. Wright makes 2-pt layup from 2 ft,20,49
125,2,10:11.0,,Shooting foul by J. Poole (drawn by D. Wright),20,49
126,2,10:11.0,,D. Wright misses free throw 1 of 1,20,49
127,2,10:08.0,Defensive rebound by M. Chriss,,20,49
128,2,9:50.0,E. Paschall misses 2-pt jump shot from 5 ft,,20,49
129,2,9:46.0,Offensive rebound by M. Chriss,,20,49
130,2,9:45.0,M. Chriss misses 2-pt dunk from 2 ft,,20,49
131,2,9:45.0,,Defensive rebound by Team,20,49
132,2,9:34.0,,Personal foul by K. Bowman (drawn by J. Brunson),20,49
133,2,9:30.0,,J. Brunson makes 2-pt jump shot from 17 ft (assist by M. Kleber),20,51
134,2,9:11.0,K. Bowman makes 3-pt jump shot from 25 ft (assist by O. Spellman),,23,51
135,2,8:50.0,,M. Kleber misses 3-pt jump shot from 23 ft,23,51
136,2,8:48.0,,Offensive rebound by M. Kleber,23,51
137,2,8:45.0,,M. Kleber misses 2-pt layup from 2 ft,23,51
138,2,8:45.0,,Offensive rebound by M. Kleber,23,51
139,2,8:42.0,,M. Kleber misses 2-pt layup from 1 ft,23,51
140,2,8:42.0,,Offensive rebound by J. Brunson,23,51
141,2,8:38.0,,D. Wright misses 3-pt jump shot from 24 ft,23,51
142,2,8:34.0,Defensive rebound by E. Paschall,,23,51
143,2,8:33.0,Personal foul by D. Wright (drawn by E. Paschall),,23,51
144,2,8:23.0,O. Spellman misses 3-pt jump shot from 25 ft,,23,51
145,2,8:20.0,,Defensive rebound by J. Jackson,23,51
146,2,8:20.0,W. Cauley-Stein enters the game for M. Chriss,,23,51
147,2,8:20.0,,K. Porziņģis enters the game for B. Marjanović,23,51
148,2,8:06.0,,Shooting foul by K. Bowman (drawn by J. Brunson),23,51
149,2,8:06.0,,J. Brunson makes free throw 1 of 2,23,52
150,2,8:06.0,A. Burks enters the game for K. Bowman,,23,52
151,2,8:06.0,,J. Brunson makes free throw 2 of 2,23,53
152,2,7:53.0,J. Poole misses 3-pt jump shot from 27 ft,,23,53
153,2,7:50.0,,Defensive rebound by K. Porziņģis,23,53
154,2,7:43.0,,J. Jackson misses 3-pt jump shot from 26 ft,23,53
155,2,7:40.0,Defensive rebound by W. Cauley-Stein,,23,53
156,2,7:34.0,Shooting foul by J. Jackson (drawn by E. Paschall),,23,53
157,2,7:34.0,E. Paschall makes free throw 1 of 2,,24,53
158,2,7:34.0,E. Paschall makes free throw 2 of 2,,25,53
159,2,7:15.0,,J. Jackson misses 2-pt hook shot from 3 ft (block by O. Spellman),25,53
160,2,7:14.0,,Offensive rebound by Team,25,53
161,2,7:14.0,G. Robinson enters the game for E. Paschall,,25,53
162,2,7:10.0,,J. Brunson makes 2-pt jump shot from 7 ft (assist by J. Jackson),25,55
163,2,7:00.0,A. Burks misses 2-pt layup from 4 ft,,25,55
164,2,6:57.0,,Defensive rebound by K. Porziņģis,25,55
165,2,6:54.0,,Turnover by J. Brunson (traveling),25,55
166,2,6:54.0,,Dallas full timeout,25,55
167,2,6:41.0,Offensive foul by O. Spellman (drawn by J. Brunson),,25,55
168,2,6:41.0,Turnover by O. Spellman (offensive foul),,25,55
169,2,6:38.0,,Personal foul by J. Poole (drawn by D. Wright),25,55
170,2,6:38.0,,D. Wright misses free throw 1 of 2,25,55
171,2,6:38.0,,Offensive rebound by Team,25,55
172,2,6:38.0,,D. Wright makes free throw 2 of 2,25,56
173,2,6:21.0,A. Burks misses 2-pt jump shot from 11 ft,,25,56
174,2,6:19.0,,Defensive rebound by J. Jackson,25,56
175,2,6:14.0,,M. Kleber misses 3-pt jump shot from 23 ft,25,56
176,2,6:13.0,,Offensive rebound by Team,25,56
177,2,6:13.0,,D. Powell enters the game for M. Kleber,25,56
178,2,6:11.0,,K. Porziņģis misses 2-pt jump shot from 17 ft,25,56
179,2,6:07.0,Defensive rebound by G. Robinson,,25,56
180,2,6:04.0,Personal foul by D. Wright (drawn by G. Robinson),,25,56
181,2,6:04.0,,T. Hardaway enters the game for D. Wright,25,56
182,2,5:55.0,Turnover by O. Spellman (lost ball; steal by D. Powell),,25,56
183,2,5:42.0,,K. Porziņģis misses 2-pt jump shot from 7 ft,25,56
184,2,5:40.0,Defensive rebound by W. Cauley-Stein,,25,56
185,2,5:30.0,O. Spellman misses 2-pt layup from 4 ft,,25,56
186,2,5:28.0,,Defensive rebound by K. Porziņģis,25,56
187,2,5:18.0,,K. Porziņģis misses 2-pt layup from 5 ft,25,56
188,2,5:16.0,Defensive rebound by A. Burks,,25,56
189,2,5:10.0,A. Burks makes 3-pt jump shot from 26 ft (assist by J. Poole),,28,56
190,2,5:09.0,,Dallas full timeout,28,56
191,2,5:09.0,,L. Dončić enters the game for J. Brunson,28,56
192,2,5:09.0,,D. Finney-Smith enters the game for J. Jackson,28,56
193,2,4:53.0,,T. Hardaway makes 3-pt jump shot from 25 ft (assist by K. Porziņģis),28,59
194,2,4:31.0,Turnover by A. Burks (bad pass; steal by L. Dončić),,28,59
195,2,4:25.0,,Personal foul by A. Burks (drawn by L. Dončić),28,59
196,2,4:25.0,,L. Dončić makes free throw 1 of 2,28,60
197,2,4:25.0,M. Chriss enters the game for J. Poole,,28,60
198,2,4:25.0,E. Paschall enters the game for O. Spellman,,28,60
199,2,4:25.0,,L. Dončić makes free throw 2 of 2,28,61
200,2,4:05.0,W. Cauley-Stein misses 2-pt dunk from 1 ft,,28,61
201,2,4:01.0,,Defensive rebound by D. Finney-Smith,28,61
202,2,3:58.0,,L. Dončić makes 2-pt layup from 1 ft (assist by T. Hardaway),28,63
203,2,3:38.0,M. Chriss makes 2-pt jump shot from 8 ft,,30,63
204,2,3:20.0,,L. Dončić makes 3-pt jump shot from 27 ft,30,66
205,2,3:05.0,Shooting foul by D. Finney-Smith (drawn by M. Chriss),,30,66
206,2,3:05.0,M. Chriss misses free throw 1 of 2,,30,66
207,2,3:05.0,Offensive rebound by Team,,30,66
208,2,3:05.0,M. Chriss makes free throw 2 of 2,,31,66
209,2,2:45.0,,T. Hardaway misses 2-pt jump shot from 21 ft,31,66
210,2,2:44.0,,Offensive rebound by Team,31,66
211,2,2:42.0,,Turnover by L. Dončić (bad pass; steal by W. Cauley-Stein),31,66
212,2,2:35.0,M. Chriss misses 2-pt hook shot from 2 ft,,31,66
213,2,2:31.0,,Defensive rebound by K. Porziņģis,31,66
214,2,2:25.0,,Turnover by T. Hardaway (lost ball; steal by E. Paschall),31,66
215,2,2:16.0,M. Chriss misses 2-pt hook shot from 5 ft,,31,66
216,2,2:14.0,,Defensive rebound by K. Porziņģis,31,66
217,2,1:58.0,,Instant Replay (Challenge: Ruling Stands),31,66
218,2,1:58.0,,Offensive foul by D. Powell (drawn by W. Cauley-Stein),31,66
219,2,1:56.0,,Turnover by D. Powell (offensive foul),31,66
220,2,1:45.0,G. Robinson misses 3-pt jump shot from 26 ft,,31,66
221,2,1:45.0,,Defensive rebound by Team,31,66
222,2,1:34.0,,K. Porziņģis makes 2-pt dunk from 1 ft (assist by L. Dončić),31,68
223,2,1:09.0,M. Chriss misses 2-pt jump shot from 8 ft (block by K. Porziņģis),,31,68
224,2,1:06.0,,Defensive rebound by D. Finney-Smith,31,68
225,2,1:06.0,,Shooting foul by G. Robinson (drawn by L. Dončić),31,68
226,2,1:06.0,,L. Dončić makes free throw 1 of 3,31,69
227,2,1:06.0,,L. Dončić makes free throw 2 of 3,31,70
228,2,1:06.0,,L. Dončić misses free throw 3 of 3,31,70
229,2,1:02.0,Defensive rebound by G. Robinson,,31,70
230,2,0:57.0,E. Paschall makes 2-pt dunk at rim,,33,70
231,2,0:34.0,,T. Hardaway makes 2-pt jump shot from 15 ft,33,72
232,2,0:31.0,Personal foul by T. Hardaway (drawn by A. Burks),,33,72
233,2,0:31.0,A. Burks makes free throw 1 of 2,,34,72
234,2,0:31.0,A. Burks makes free throw 2 of 2,,35,72
235,2,0:20.0,,L. Dončić makes 2-pt layup from 1 ft,35,74
236,2,0:04.0,A. Burks misses 2-pt layup from 4 ft,,35,74
237,2,0:03.0,Offensive rebound by Team,,35,74
238,2,0:02.0,Personal foul by D. Finney-Smith (drawn by M. Chriss),,35,74
239,2,0:02.0,M. Chriss makes free throw 1 of 2,,36,74
240,2,0:02.0,M. Chriss misses free throw 2 of 2,,36,74
241,2,0:01.0,Offensive rebound by M. Chriss,,36,74
242,2,0:00.0,M. Chriss makes 2-pt jump shot from 19 ft,,38,74
243,2,0:00.0,Instant Replay (Request: Ruling Stands),,38,74
244,3,11:37.0,Turnover by G. Robinson (bad pass; steal by L. Dončić),,38,74
245,3,11:34.0,,D. Finney-Smith makes 2-pt layup from 2 ft (assist by L. Dončić),38,76
246,3,11:34.0,,Shooting foul by K. Bowman (drawn by D. Finney-Smith),38,76
247,3,11:34.0,,D. Finney-Smith makes free throw 1 of 1,38,77
248,3,11:15.0,A. Burks makes 2-pt jump shot from 13 ft (assist by K. Bowman),,40,77
249,3,10:57.0,,K. Porziņģis makes 3-pt jump shot from 26 ft (assist by T. Hardaway),40,80
250,3,10:45.0,E. Paschall makes 3-pt jump shot from 26 ft (assist by W. Cauley-Stein),,43,80
251,3,10:25.0,,L. Dončić misses 2-pt jump shot from 8 ft,43,80
252,3,10:23.0,,Offensive rebound by Team,43,80
253,3,10:10.0,,L. Dončić misses 2-pt jump shot from 16 ft,43,80
254,3,10:06.0,Defensive rebound by A. Burks,,43,80
255,3,10:01.0,K. Bowman misses 3-pt jump shot from 24 ft,,43,80
256,3,9:59.0,,Defensive rebound by D. Powell,43,80
257,3,9:45.0,,K. Porziņģis misses 3-pt jump shot from 25 ft,43,80
258,3,9:41.0,Defensive rebound by W. Cauley-Stein,,43,80
259,3,9:33.0,A. Burks misses 3-pt jump shot from 26 ft,,43,80
260,3,9:31.0,,Defensive rebound by L. Dončić,43,80
261,3,9:27.0,,D. Powell makes 2-pt layup from 1 ft (assist by L. Dončić),43,82
262,3,9:24.0,Turnover by A. Burks (bad pass),,43,82
263,3,9:09.0,,K. Porziņģis makes 2-pt dunk at rim (assist by L. Dončić),43,84
264,3,8:51.0,K. Bowman makes 2-pt jump shot from 15 ft,,45,84
265,3,8:37.0,,L. Dončić misses 3-pt jump shot from 26 ft,45,84
266,3,8:35.0,Defensive rebound by A. Burks,,45,84
267,3,8:28.0,E. Paschall misses 2-pt layup from 5 ft (block by K. Porziņģis),,45,84
268,3,8:25.0,Offensive rebound by G. Robinson,,45,84
269,3,8:24.0,Personal foul by D. Finney-Smith (drawn by W. Cauley-Stein),,45,84
270,3,8:12.0,Shooting foul by D. Finney-Smith (drawn by A. Burks),,45,84
271,3,8:12.0,A. Burks makes free throw 1 of 2,,46,84
272,3,8:12.0,A. Burks makes free throw 2 of 2,,47,84
273,3,8:01.0,,Shooting foul by A. Burks (drawn by T. Hardaway),47,84
274,3,8:01.0,,Instant Replay (Request: Ruling Stands),47,84
275,3,8:01.0,,T. Hardaway makes free throw 1 of 3,47,85
276,3,8:01.0,,T. Hardaway misses free throw 2 of 3,47,85
277,3,8:01.0,,Offensive rebound by Team,47,85
278,3,8:01.0,,J. Jackson enters the game for D. Finney-Smith,47,85
279,3,8:01.0,,T. Hardaway makes free throw 3 of 3,47,86
280,3,7:45.0,W. Cauley-Stein makes 2-pt hook shot from 4 ft,,49,86
281,3,7:32.0,,L. Dončić misses 2-pt jump shot from 6 ft,49,86
282,3,7:30.0,,Offensive rebound by Team,49,86
283,3,7:21.0,,L. Dončić misses 3-pt jump shot from 26 ft,49,86
284,3,7:18.0,Defensive rebound by E. Paschall,,49,86
285,3,7:04.0,E. Paschall misses 3-pt jump shot from 25 ft,,49,86
286,3,7:01.0,,Defensive rebound by L. Dončić,49,86
287,3,6:44.0,,J. Jackson makes 2-pt jump shot from 20 ft,49,88
288,3,6:36.0,Personal foul by L. Dončić (drawn by K. Bowman),,49,88
289,3,6:36.0,,Dallas full timeout,49,88
290,3,6:26.0,Shooting foul by J. Jackson (drawn by E. Paschall),,49,88
291,3,6:26.0,E. Paschall misses free throw 1 of 2,,49,88
292,3,6:26.0,Offensive rebound by Team,,49,88
293,3,6:26.0,J. Poole enters the game for K. Bowman,,49,88
294,3,6:26.0,E. Paschall makes free throw 2 of 2,,50,88
295,3,6:10.0,,T. Hardaway makes 3-pt jump shot from 23 ft (assist by L. Dončić),50,91
296,3,5:53.0,Turnover by G. Robinson (lost ball; steal by L. Dončić),,50,91
297,3,5:49.0,,L. Dončić makes 2-pt layup at rim,50,93
298,3,5:36.0,W. Cauley-Stein misses 2-pt jump shot from 15 ft,,50,93
299,3,5:32.0,,Defensive rebound by L. Dončić,50,93
300,3,5:12.0,,K. Porziņģis misses 2-pt layup from 2 ft,50,93
301,3,5:11.0,Defensive rebound by W. Cauley-Stein,,50,93
302,3,5:02.0,E. Paschall misses 2-pt jump shot from 11 ft,,50,93
303,3,5:00.0,,Defensive rebound by L. Dončić,50,93
304,3,4:51.0,,L. Dončić misses 3-pt jump shot from 25 ft,50,93
305,3,4:51.0,Defensive rebound by E. Paschall,,50,93
306,3,4:39.0,J. Poole misses 2-pt layup from 2 ft,,50,93
307,3,4:38.0,,Defensive rebound by L. Dončić,50,93
308,3,4:30.0,,J. Jackson makes 2-pt layup from 3 ft (assist by T. Hardaway),50,95
309,3,4:30.0,Golden State full timeout,,50,95
310,3,4:30.0,M. Chriss enters the game for W. Cauley-Stein,,50,95
311,3,4:30.0,O. Spellman enters the game for E. Paschall,,50,95
312,3,4:20.0,A. Burks misses 2-pt jump shot from 7 ft,,50,95
313,3,4:17.0,Offensive rebound by M. Chriss,,50,95
314,3,4:17.0,M. Chriss makes 2-pt layup from 1 ft,,52,95
315,3,4:07.0,,K. Porziņģis makes 2-pt dunk at rim (assist by L. Dončić),52,97
316,3,3:45.0,O. Spellman misses 2-pt jump shot from 21 ft,,52,97
317,3,3:43.0,,Defensive rebound by K. Porziņģis,52,97
318,3,3:39.0,,Offensive foul by L. Dončić (drawn by J. Poole),52,97
319,3,3:39.0,,Turnover by L. Dončić (offensive foul),52,97
320,3,3:39.0,,J. Brunson enters the game for L. Dončić,52,97
321,3,3:39.0,,M. Kleber enters the game for T. Hardaway,52,97
322,3,3:39.0,,B. Marjanović enters the game for K. Porziņģis,52,97
323,3,3:39.0,,D. Wright enters the game for D. Powell,52,97
324,3,3:15.0,G. Robinson makes 3-pt jump shot from 25 ft (assist by A. Burks),,55,97
325,3,3:00.0,,J. Brunson makes 2-pt jump shot from 10 ft,55,99
326,3,2:47.0,Shooting foul by J. Brunson (drawn by J. Poole),,55,99
327,3,2:47.0,Instant Replay (Request: Ruling Stands),,55,99
328,3,2:47.0,J. Poole misses free throw 1 of 2,,55,99
329,3,2:47.0,Offensive rebound by Team,,55,99
330,3,2:47.0,K. Bowman enters the game for A. Burks,,55,99
331,3,2:47.0,E. Paschall enters the game for G. Robinson,,55,99
332,3,2:47.0,J. Poole makes free throw 2 of 2,,56,99
333,3,2:34.0,,M. Kleber misses 3-pt jump shot from 25 ft,56,99
334,3,2:32.0,Defensive rebound by O. Spellman,,56,99
335,3,2:26.0,J. Poole misses 3-pt jump shot from 25 ft,,56,99
336,3,2:22.0,,Defensive rebound by B. Marjanović,56,99
337,3,2:11.0,,B. Marjanović makes 2-pt jump shot from 7 ft,56,101
338,3,1:54.0,O. Spellman makes 2-pt dunk from 1 ft (assist by J. Poole),,58,101
339,3,1:47.0,,Personal foul by M. Chriss (drawn by B. Marjanović),58,101
340,3,1:45.0,,D. Wright misses 2-pt layup from 2 ft,58,101
341,3,1:41.0,Defensive rebound by Team,,58,101
342,3,1:30.0,O. Spellman makes 3-pt jump shot from 23 ft (assist by M. Chriss),,61,101
343,3,1:10.0,,Turnover by J. Brunson (bad pass),61,101
344,3,0:54.0,O. Spellman misses 3-pt jump shot from 25 ft,,61,101
345,3,0:51.0,,Defensive rebound by J. Brunson,61,101
346,3,0:42.0,,D. Wright misses 2-pt layup from 4 ft,61,101
347,3,0:40.0,Defensive rebound by O. Spellman,,61,101
348,3,0:33.0,J. Poole makes 2-pt jump shot from 15 ft,,63,101
349,3,0:17.0,,Turnover by B. Marjanović (bad pass; steal by M. Chriss),63,101
350,3,0:17.0,Personal take foul by B. Marjanović (drawn by E. Paschall),,63,101
351,3,0:17.0,E. Paschall makes free throw 1 of 2,,64,101
352,3,0:17.0,A. Burks enters the game for K. Bowman,,64,101
353,3,0:17.0,G. Robinson enters the game for J. Poole,,64,101
354,3,0:17.0,E. Paschall misses free throw 2 of 2,,64,101
355,3,0:14.0,,Defensive rebound by M. Kleber,64,101
356,3,0:02.0,,J. Brunson makes 3-pt jump shot from 27 ft (assist by D. Wright),64,104
357,3,0:00.0,A. Burks misses 3-pt jump shot from 42 ft,,64,104
358,3,0:00.0,Offensive rebound by Team,,64,104
359,4,11:37.0,,C. Lee makes 3-pt jump shot from 24 ft,64,107
360,4,11:24.0,O. Spellman misses 3-pt jump shot from 25 ft,,64,107
361,4,11:22.0,,Defensive rebound by R. Broekhoff,64,107
362,4,11:05.0,,J. Brunson makes 2-pt jump shot from 4 ft (assist by D. Wright),64,109
363,4,10:44.0,K. Bowman makes 3-pt jump shot from 24 ft (assist by J. Poole),,67,109
364,4,10:30.0,,R. Broekhoff makes 3-pt jump shot from 25 ft,67,112
365,4,10:15.0,E. Paschall misses 2-pt layup from 5 ft (block by C. Lee),,67,112
366,4,10:12.0,,Defensive rebound by R. Broekhoff,67,112
367,4,10:12.0,,D. Wright makes 2-pt dunk from 1 ft (assist by R. Broekhoff),67,114
368,4,10:12.0,Golden State full timeout,,67,114
369,4,10:12.0,,B. Marjanović enters the game for D. Wright,67,114
370,4,9:54.0,K. Bowman misses 2-pt jump shot from 16 ft,,67,114
371,4,9:51.0,,Defensive rebound by J. Brunson,67,114
372,4,9:31.0,,B. Marjanović makes 2-pt jump shot from 11 ft,67,116
373,4,9:07.0,E. Paschall makes 2-pt layup from 1 ft (assist by J. Poole),,69,116
374,4,8:47.0,,R. Broekhoff misses 2-pt jump shot from 14 ft,69,116
375,4,8:45.0,Defensive rebound by E. Paschall,,69,116
376,4,8:37.0,O. Spellman makes 3-pt jump shot from 25 ft (assist by J. Poole),,72,116
377,4,8:19.0,,B. Marjanović makes 2-pt dunk at rim (assist by C. Lee),72,118
378,4,8:00.0,Shooting foul by R. Broekhoff (drawn by E. Paschall),,72,118
379,4,8:00.0,E. Paschall makes free throw 1 of 2,,73,118
