,QUARTER,TIME_REMAINING,HOUSTON_ACTION,PORTLAND_ACTION,HOUSTON_SCORE,PORTLAND_SCORE
386,4,8:22.0,,G. Trent misses 3-pt jump shot from 22 ft,87,106
387,4,8:20.0,Defensive rebound by R. Westbrook,,87,106
388,4,8:16.0,R. Westbrook makes 2-pt layup at rim,,89,106
389,4,7:57.0,,C. McCollum misses 3-pt jump shot from 25 ft,89,106
390,4,7:55.0,,Offensive rebound by C. Anthony,89,106
391,4,7:52.0,,Turnover by C. Anthony (bad pass; steal by R. Westbrook),89,106
392,4,7:50.0,A. Rivers makes 2-pt layup from 1 ft (assist by R. Westbrook),,91,106
393,4,7:50.0,,Portland full timeout,91,106
394,4,7:50.0,Technical foul by C. McCollum,,91,106
395,4,7:50.0,,H. Whiteside enters the game for C. Anthony,91,106
396,4,7:50.0,J. Harden makes technical free throw,,92,106
397,4,7:32.0,,G. Trent misses 3-pt jump shot from 22 ft,92,106
398,4,7:29.0,Defensive rebound by R. Westbrook,,92,106
399,4,7:22.0,J. Harden misses 3-pt jump shot from 29 ft,,92,106
400,4,7:19.0,,Defensive rebound by C. McCollum,92,106
401,4,7:12.0,,H. Whiteside makes 2-pt layup at rim (assist by D. Lillard),92,108
402,4,7:12.0,,Shooting foul by J. Harden (drawn by H. Whiteside),92,108
403,4,7:12.0,,H. Whiteside makes free throw 1 of 1,92,109
404,4,6:55.0,J. Harden misses 3-pt jump shot from 25 ft,,92,109
405,4,6:52.0,,Defensive rebound by D. Lillard,92,109
406,4,6:40.0,,H. Whiteside makes 2-pt hook shot from 8 ft (assist by D. Lillard),92,111
407,4,6:29.0,P. Tucker makes 3-pt jump shot from 23 ft (assist by R. Westbrook),,95,111
408,4,6:11.0,,D. Lillard makes 3-pt jump shot from 33 ft,95,114
409,4,6:01.0,Shooting foul by C. McCollum (drawn by R. Westbrook),,95,114
410,4,6:01.0,R. Westbrook makes free throw 1 of 2,,96,114
411,4,6:01.0,D. House enters the game for A. Rivers,,96,114
412,4,6:01.0,R. Westbrook makes free throw 2 of 2,,97,114
413,4,5:39.0,,H. Whiteside makes 2-pt layup from 1 ft (assist by D. Lillard),97,116
414,4,5:39.0,,Shooting foul by P. Tucker (drawn by H. Whiteside),97,116
415,4,5:39.0,,H. Whiteside makes free throw 1 of 1,97,117
416,4,5:28.0,Turnover by J. Harden (bad pass),,97,117
417,4,5:09.0,,D. Lillard misses 3-pt jump shot from 28 ft,97,117
418,4,5:06.0,Defensive rebound by P. Tucker,,97,117
419,4,5:06.0,Personal take foul by T. Ariza (drawn by R. Westbrook),,97,117
420,4,5:06.0,R. Westbrook makes free throw 1 of 2,,98,117
421,4,5:06.0,B. McLemore enters the game for E. Gordon,,98,117
422,4,5:06.0,R. Westbrook makes free throw 2 of 2,,99,117
423,4,4:49.0,,D. Lillard misses 2-pt jump shot from 20 ft,99,117
424,4,4:48.0,Defensive rebound by Team,,99,117
425,4,4:42.0,P. Tucker misses 3-pt jump shot from 23 ft,,99,117
426,4,4:38.0,,Defensive rebound by D. Lillard,99,117
427,4,4:35.0,,G. Trent misses 2-pt layup from 2 ft (block by J. Harden),99,117
428,4,4:35.0,Defensive rebound by Team,,99,117
429,4,4:24.0,Shooting foul by T. Ariza (drawn by J. Harden),,99,117
430,4,4:24.0,J. Harden makes free throw 1 of 3,,100,117
431,4,4:24.0,J. Harden makes free throw 2 of 3,,101,117
432,4,4:24.0,J. Harden makes free throw 3 of 3,,102,117
433,4,4:08.0,,C. McCollum misses 2-pt jump shot from 16 ft,102,117
434,4,4:04.0,Defensive rebound by J. Harden,,102,117
435,4,3:57.0,Personal foul by G. Trent (drawn by R. Westbrook),,102,117
436,4,3:57.0,R. Westbrook makes free throw 1 of 2,,103,117
437,4,3:57.0,,C. Anthony enters the game for G. Trent,103,117
438,4,3:57.0,R. Westbrook makes free throw 2 of 2,,104,117
439,4,3:39.0,,Offensive foul by D. Lillard (drawn by J. Harden),104,117
440,4,3:39.0,,Turnover by D. Lillard (offensive foul),104,117
441,4,3:27.0,P. Tucker misses 2-pt jump shot from 3 ft,,104,117
442,4,3:26.0,Offensive rebound by R. Westbrook,,104,117
443,4,3:21.0,R. Westbrook misses 3-pt jump shot from 23 ft,,104,117
444,4,3:18.0,,Defensive rebound by T. Ariza,104,117
445,4,3:03.0,,T. Ariza misses 3-pt jump shot from 23 ft,104,117
446,4,3:00.0,Defensive rebound by R. Westbrook,,104,117
447,4,2:55.0,J. Harden misses 3-pt jump shot from 28 ft,,104,117
448,4,2:53.0,,Defensive rebound by H. Whiteside,104,117
449,4,2:48.0,,Shooting foul by B. McLemore (drawn by D. Lillard),104,117
450,4,2:48.0,Houston full timeout,,104,117
451,4,2:48.0,Instant Replay (Challenge: Ruling Stands),,104,117
452,4,2:48.0,A. Rivers enters the game for P. Tucker,,104,117
453,4,2:48.0,,D. Lillard misses free throw 1 of 2,104,117
454,4,2:48.0,,Offensive rebound by Team,104,117
455,4,2:48.0,,G. Trent enters the game for H. Whiteside,104,117
456,4,2:48.0,,D. Lillard makes free throw 2 of 2,104,118
457,4,2:40.0,A. Rivers makes 3-pt jump shot from 22 ft (assist by D. House),,107,118
458,4,2:27.0,,T. Ariza makes 3-pt jump shot from 25 ft (assist by C. Anthony),107,121
459,4,2:11.0,A. Rivers makes 3-pt jump shot from 23 ft (assist by D. House),,110,121
460,4,1:56.0,,G. Trent misses 3-pt jump shot from 24 ft,110,121
461,4,1:53.0,,Offensive rebound by C. Anthony,110,121
462,4,1:43.0,,C. McCollum misses 3-pt jump shot from 25 ft,110,121
463,4,1:40.0,,Offensive rebound by G. Trent,110,121
464,4,1:33.0,,C. McCollum makes 2-pt jump shot from 13 ft (assist by T. Ariza),110,123
465,4,1:26.0,,Violation by Team (kicked ball),110,123
466,4,1:22.0,R. Westbrook makes 2-pt layup from 2 ft,,112,123
467,4,1:01.0,,C. McCollum misses 2-pt jump shot from 9 ft,112,123
468,4,0:57.0,,Offensive rebound by D. Lillard,112,123
469,4,0:57.0,,D. Lillard misses 2-pt layup at rim,112,123
470,4,0:57.0,Defensive rebound by D. House,,112,123
471,4,0:50.0,J. Harden misses 2-pt layup from 2 ft,,112,123
472,4,0:48.0,,Defensive rebound by G. Trent,112,123
473,4,0:41.0,,D. Lillard makes 2-pt layup from 1 ft,112,125
474,4,0:35.0,R. Westbrook misses 2-pt layup from 1 ft (block by C. McCollum),,112,125
475,4,0:32.0,,Defensive rebound by C. Anthony,112,125
476,4,0:21.0,,D. Lillard misses 3-pt jump shot from 34 ft,112,125
477,4,0:18.0,,Offensive rebound by G. Trent,112,125
478,4,0:04.0,,Turnover by Team (shot clock),112,125
479,4,0:01.0,B. McLemore misses 3-pt jump shot from 29 ft,,112,125
480,4,0:01.0,Offensive rebound by Team,,112,125
