,QUARTER,TIME_REMAINING,BOSTON_ACTION,SACRAMENTO_ACTION,BOSTON_SCORE,SACRAMENTO_SCORE
32,1,7:10.0,Defensive rebound by K. Walker,,10,11
33,1,7:03.0,K. Walker makes 2-pt layup from 3 ft,,12,11
34,1,6:44.0,,H. Barnes misses 2-pt jump shot from 7 ft,12,11
35,1,6:42.0,Defensive rebound by D. Theis,,12,11
36,1,6:37.0,Personal foul by C. Joseph (drawn by K. Walker),,12,11
37,1,6:37.0,,Sacramento full timeout,12,11
38,1,6:37.0,J. Green enters the game for J. Tatum,,12,11
39,1,6:37.0,R. Williams enters the game for D. Theis,,12,11
40,1,6:33.0,M. Smart misses 2-pt jump shot from 16 ft,,12,11
41,1,6:29.0,,Defensive rebound by R. Holmes,12,11
42,1,6:11.0,,B. Hield makes 3-pt jump shot from 23 ft (assist by H. Barnes),12,14
43,1,5:54.0,Turnover by R. Williams (back court),,12,14
44,1,5:47.0,,H. Barnes misses 2-pt layup from 8 ft,12,14
45,1,5:46.0,,Offensive rebound by R. Holmes,12,14
46,1,5:46.0,,R. Holmes misses 2-pt layup from 1 ft,12,14
47,1,5:46.0,,Offensive rebound by R. Holmes,12,14
48,1,5:46.0,,Shooting foul by R. Williams (drawn by R. Holmes),12,14
49,1,5:46.0,,R. Holmes makes free throw 1 of 2,12,15
50,1,5:46.0,,B. Bogdanović enters the game for H. Barnes,12,15
51,1,5:46.0,,R. Holmes makes free throw 2 of 2,12,16
52,1,5:25.0,J. Green misses 3-pt jump shot from 24 ft,,12,16
53,1,5:23.0,Offensive rebound by R. Williams,,12,16
54,1,5:20.0,K. Walker misses 3-pt jump shot from 26 ft,,12,16
55,1,5:18.0,,Defensive rebound by N. Bjelica,12,16
56,1,5:04.0,,B. Hield misses 2-pt jump shot from 15 ft,12,16
57,1,5:01.0,Defensive rebound by R. Williams,,12,16
58,1,4:55.0,K. Walker misses 2-pt layup from 2 ft,,12,16
59,1,4:50.0,Offensive rebound by J. Green,,12,16
60,1,4:48.0,J. Brown makes 3-pt jump shot from 25 ft (assist by M. Smart),,15,16
61,1,4:35.0,,B. Hield makes 2-pt jump shot from 16 ft (assist by C. Joseph),15,18
62,1,4:25.0,Personal foul by R. Holmes (drawn by K. Walker),,15,18
63,1,4:25.0,,D. Dedmon enters the game for R. Holmes,15,18
64,1,4:19.0,J. Brown misses 2-pt layup from 4 ft (block by B. Hield),,15,18
65,1,4:16.0,,Defensive rebound by B. Hield,15,18
66,1,4:11.0,,C. Joseph misses 3-pt jump shot from 24 ft,15,18
67,1,4:08.0,,Offensive rebound by N. Bjelica,15,18
68,1,4:06.0,,N. Bjelica misses 2-pt hook shot from 2 ft,15,18
69,1,4:04.0,Defensive rebound by R. Williams,,15,18
70,1,3:50.0,J. Brown misses 2-pt layup from 5 ft (block by D. Dedmon),,15,18
71,1,3:49.0,Offensive rebound by Team,,15,18
72,1,3:42.0,M. Smart makes 2-pt jump shot from 23 ft (assist by K. Walker),,17,18
73,1,3:28.0,,D. Dedmon makes 3-pt jump shot from 26 ft (assist by B. Bogdanović),17,21
74,1,3:06.0,M. Smart misses 3-pt jump shot from 25 ft,,17,21
75,1,3:03.0,,Defensive rebound by B. Bogdanović,17,21
76,1,2:59.0,,N. Bjelica makes 3-pt jump shot from 28 ft (assist by B. Bogdanović),17,24
77,1,2:59.0,Boston full timeout,,17,24
78,1,2:59.0,B. Wanamaker enters the game for K. Walker,,17,24
79,1,2:59.0,,H. Barnes enters the game for N. Bjelica,17,24
80,1,2:59.0,,Y. Ferrell enters the game for C. Joseph,17,24
81,1,2:37.0,J. Green misses 2-pt jump shot from 15 ft,,17,24
82,1,2:35.0,,Defensive rebound by D. Dedmon,17,24
83,1,2:26.0,,B. Hield makes 2-pt jump shot from 21 ft,17,26
84,1,2:04.0,M. Smart misses 3-pt jump shot from 25 ft,,17,26
85,1,2:01.0,,Defensive rebound by D. Dedmon,17,26
86,1,1:47.0,,Personal foul by M. Smart (drawn by B. Bogdanović),17,26
87,1,1:47.0,C. Edwards enters the game for J. Brown,,17,26
88,1,1:47.0,J. Tatum enters the game for M. Smart,,17,26
89,1,1:38.0,,Shooting foul by J. Green (drawn by H. Barnes),17,26
90,1,1:38.0,,H. Barnes makes free throw 1 of 2,17,27
91,1,1:38.0,,H. Barnes makes free throw 2 of 2,17,28
92,1,1:23.0,Personal foul by B. Bogdanović (drawn by R. Williams),,17,28
93,1,1:09.0,Turnover by C. Edwards (bad pass; steal by Y. Ferrell),,17,28
94,1,1:06.0,,B. Bogdanović misses 2-pt layup from 2 ft (block by B. Wanamaker),17,28
95,1,1:06.0,Defensive rebound by Team,,17,28
96,1,0:59.0,Turnover by B. Wanamaker (out of bounds lost ball),,17,28
97,1,0:44.0,,D. Dedmon makes 2-pt dunk from 2 ft (assist by B. Bogdanović),17,30
98,1,0:29.0,Shooting foul by D. Dedmon (drawn by R. Williams),,17,30
99,1,0:29.0,R. Williams makes free throw 1 of 2,,18,30
100,1,0:29.0,S. Ojeleye enters the game for J. Green,,18,30
101,1,0:29.0,R. Williams misses free throw 2 of 2,,18,30
102,1,0:26.0,,Defensive rebound by D. Dedmon,18,30
103,1,0:08.0,,D. Dedmon misses 3-pt jump shot from 26 ft,18,30
104,1,0:05.0,Defensive rebound by S. Ojeleye,,18,30
105,1,0:00.0,C. Edwards misses 3-pt jump shot from 25 ft,,18,30
106,1,0:00.0,Offensive rebound by S. Ojeleye,,18,30
107,2,11:44.0,Personal foul by D. Dedmon (drawn by E. Freedom),,18,30
108,2,11:32.0,Shooting foul by N. Bjelica (drawn by E. Freedom),,18,30
109,2,11:32.0,E. Freedom makes free throw 1 of 2,,19,30
110,2,11:32.0,E. Freedom misses free throw 2 of 2,,19,30
111,2,11:29.0,,Defensive rebound by D. Dedmon,19,30
112,2,11:17.0,,B. Bogdanović misses 2-pt jump shot from 21 ft,19,30
113,2,11:15.0,Defensive rebound by J. Tatum,,19,30
114,2,11:15.0,Personal take foul by Y. Ferrell (drawn by J. Tatum),,19,30
115,2,11:15.0,,H. Giles enters the game for D. Dedmon,19,30
116,2,10:57.0,S. Ojeleye makes 2-pt jump shot from 20 ft (assist by C. Edwards),,21,30
117,2,10:49.0,,Shooting foul by C. Edwards (drawn by Y. Ferrell),21,30
118,2,10:49.0,,Y. Ferrell makes free throw 1 of 2,21,31
119,2,10:49.0,,Y. Ferrell makes free throw 2 of 2,21,32
120,2,10:36.0,J. Tatum makes 2-pt jump shot from 18 ft (assist by B. Wanamaker),,23,32
121,2,10:14.0,,H. Giles misses 2-pt jump shot from 21 ft,23,32
122,2,10:14.0,,Offensive rebound by N. Bjelica,23,32
123,2,10:09.0,,N. Bjelica makes 2-pt layup from 1 ft,23,34
124,2,9:53.0,B. Wanamaker misses 2-pt layup from 4 ft,,23,34
125,2,9:49.0,,Defensive rebound by T. Ariza,23,34
126,2,9:39.0,,H. Giles misses 2-pt hook shot from 7 ft,23,34
127,2,9:37.0,Defensive rebound by E. Freedom,,23,34
128,2,9:35.0,Offensive foul by E. Freedom (drawn by T. Ariza),,23,34
129,2,9:35.0,Turnover by E. Freedom (offensive foul),,23,34
130,2,9:17.0,,Y. Ferrell misses 3-pt jump shot from 25 ft,23,34
131,2,9:17.0,Defensive rebound by Team,,23,34
132,2,9:03.0,B. Wanamaker makes 2-pt jump shot from 21 ft (assist by J. Tatum),,25,34
133,2,8:35.0,,B. Bogdanović misses 2-pt jump shot from 13 ft,25,34
134,2,8:33.0,Defensive rebound by J. Tatum,,25,34
135,2,8:30.0,Turnover by J. Tatum (palming),,25,34
136,2,8:30.0,,Sacramento full timeout,25,34
137,2,8:12.0,,H. Giles makes 2-pt dunk from 2 ft (assist by B. Bogdanović),25,36
138,2,7:58.0,E. Freedom misses 2-pt layup from 3 ft (block by H. Giles),,25,36
139,2,7:56.0,Offensive rebound by E. Freedom,,25,36
140,2,7:55.0,E. Freedom misses 2-pt layup at rim,,25,36
141,2,7:54.0,Offensive rebound by E. Freedom,,25,36
142,2,7:53.0,E. Freedom makes 2-pt layup from 1 ft,,27,36
143,2,7:34.0,,Personal foul by C. Edwards (drawn by Y. Ferrell),27,36
144,2,7:29.0,,Turnover by T. Ariza (bad pass; steal by B. Wanamaker),27,36
145,2,7:27.0,Shooting foul by T. Ariza (drawn by B. Wanamaker),,27,36
146,2,7:27.0,B. Wanamaker makes free throw 1 of 2,,28,36
147,2,7:27.0,B. Wanamaker makes free throw 2 of 2,,29,36
148,2,7:07.0,,T. Ariza misses 2-pt layup from 2 ft,29,36
149,2,6:59.0,Defensive rebound by J. Tatum,,29,36
150,2,6:51.0,J. Tatum misses 2-pt jump shot from 18 ft,,29,36
151,2,6:46.0,,Defensive rebound by B. Bogdanović,29,36
152,2,6:41.0,,B. Bogdanović misses 3-pt jump shot from 27 ft,29,36
153,2,6:36.0,Defensive rebound by J. Tatum,,29,36
154,2,6:30.0,S. Ojeleye makes 3-pt jump shot from 24 ft (assist by B. Wanamaker),,32,36
155,2,6:29.0,,Sacramento full timeout,32,36
156,2,6:29.0,,H. Barnes enters the game for T. Ariza,32,36
157,2,6:29.0,,B. Hield enters the game for B. Bogdanović,32,36
158,2,6:29.0,,R. Holmes enters the game for Y. Ferrell,32,36
159,2,6:29.0,,C. Joseph enters the game for H. Giles,32,36
160,2,6:04.0,,C. Joseph misses 2-pt jump shot from 5 ft,32,36
161,2,6:04.0,Defensive rebound by Team,,32,36
162,2,6:04.0,,Loose ball foul by R. Holmes (drawn by E. Freedom),32,36
163,2,6:04.0,E. Freedom makes free throw 1 of 2,,33,36
164,2,6:04.0,J. Brown enters the game for J. Tatum,,33,36
165,2,6:04.0,E. Freedom makes free throw 2 of 2,,34,36
166,2,5:48.0,,B. Hield makes 2-pt jump shot from 18 ft,34,38
167,2,5:33.0,Turnover by J. Brown (lost ball; steal by B. Hield),,34,38
168,2,5:29.0,,B. Hield makes 2-pt layup from 2 ft (assist by H. Barnes),34,40
169,2,5:09.0,E. Freedom misses 2-pt jump shot from 16 ft,,34,40
170,2,5:06.0,,Defensive rebound by R. Holmes,34,40
171,2,4:56.0,,R. Holmes misses 2-pt layup from 7 ft,34,40
172,2,4:54.0,,Offensive rebound by Team,34,40
173,2,4:54.0,M. Smart enters the game for C. Edwards,,34,40
174,2,4:54.0,K. Walker enters the game for B. Wanamaker,,34,40
175,2,4:54.0,,D. Dedmon enters the game for R. Holmes,34,40
176,2,4:46.0,,H. Barnes misses 2-pt hook shot from 7 ft,34,40
177,2,4:44.0,Defensive rebound by E. Freedom,,34,40
178,2,4:34.0,Boston full timeout,,34,40
179,2,4:24.0,M. Smart misses 3-pt jump shot from 30 ft,,34,40
180,2,4:23.0,Offensive rebound by E. Freedom,,34,40
181,2,4:23.0,Turnover by Team (shot clock),,34,40
182,2,4:14.0,,Turnover by C. Joseph (bad pass; steal by S. Ojeleye),34,40
183,2,4:08.0,K. Walker makes 2-pt layup from 1 ft (assist by M. Smart),,36,40
184,2,4:00.0,,Turnover by D. Dedmon (traveling),36,40
185,2,3:46.0,J. Brown misses 3-pt jump shot from 25 ft,,36,40
186,2,3:43.0,,Defensive rebound by N. Bjelica,36,40
187,2,3:35.0,,B. Hield makes 3-pt jump shot from 26 ft,36,43
188,2,3:19.0,Turnover by E. Freedom (traveling),,36,43
189,2,3:19.0,,B. Bogdanović enters the game for N. Bjelica,36,43
190,2,2:57.0,,H. Barnes makes 3-pt jump shot from 23 ft (assist by B. Hield),36,46
191,2,2:41.0,S. Ojeleye makes 3-pt jump shot from 23 ft (assist by M. Smart),,39,46
192,2,2:17.0,,D. Dedmon misses 2-pt jump shot from 15 ft,39,46
193,2,2:14.0,Defensive rebound by E. Freedom,,39,46
194,2,2:07.0,Turnover by K. Walker (lost ball; steal by B. Bogdanović),,39,46
195,2,2:04.0,,D. Dedmon makes 2-pt dunk from 1 ft (assist by B. Bogdanović),39,48
196,2,1:50.0,Personal foul by D. Dedmon (drawn by K. Walker),,39,48
197,2,1:50.0,K. Walker makes free throw 1 of 2,,40,48
198,2,1:50.0,D. Theis enters the game for E. Freedom,,40,48
199,2,1:50.0,K. Walker makes free throw 2 of 2,,41,48
200,2,1:29.0,,B. Hield misses 3-pt jump shot from 23 ft,41,48
201,2,1:26.0,Defensive rebound by D. Theis,,41,48
202,2,1:19.0,J. Brown makes 2-pt layup from 3 ft (assist by K. Walker),,43,48
203,2,1:04.0,,D. Dedmon misses 3-pt jump shot from 26 ft,43,48
204,2,1:00.0,Defensive rebound by J. Brown,,43,48
205,2,0:53.0,K. Walker misses 3-pt jump shot from 25 ft,,43,48
206,2,0:50.0,,Defensive rebound by B. Bogdanović,43,48
207,2,0:46.0,,B. Bogdanović makes 2-pt layup from 3 ft,43,50
208,2,0:32.0,M. Smart makes 3-pt jump shot from 25 ft (assist by D. Theis),,46,50
209,2,0:11.0,,Personal foul by D. Theis (drawn by B. Bogdanović),46,50
210,2,0:09.0,,Turnover by D. Dedmon (bad pass; steal by S. Ojeleye),46,50
211,2,0:00.0,M. Smart misses 3-pt jump shot from 24 ft,,46,50
212,2,0:00.0,,Defensive rebound by H. Barnes,46,50
213,3,11:46.0,K. Walker makes 2-pt layup from 3 ft,,48,50
214,3,11:27.0,,N. Bjelica misses 3-pt jump shot from 26 ft,48,50
215,3,11:24.0,Defensive rebound by D. Theis,,48,50
216,3,11:12.0,M. Smart misses 2-pt layup from 6 ft,,48,50
217,3,11:09.0,,Defensive rebound by H. Barnes,48,50
218,3,10:59.0,,H. Barnes makes 2-pt jump shot from 7 ft,48,52
219,3,10:44.0,K. Walker misses 2-pt layup from 2 ft,,48,52
220,3,10:41.0,,Defensive rebound by N. Bjelica,48,52
221,3,10:32.0,,B. Hield misses 2-pt jump shot from 18 ft,48,52
222,3,10:29.0,Defensive rebound by M. Smart,,48,52
223,3,10:17.0,J. Brown misses 3-pt jump shot from 23 ft,,48,52
224,3,10:13.0,,Defensive rebound by R. Holmes,48,52
225,3,9:54.0,,H. Barnes misses 3-pt jump shot from 23 ft,48,52
226,3,9:51.0,Defensive rebound by D. Theis,,48,52
227,3,9:44.0,J. Brown makes 3-pt jump shot from 27 ft (assist by M. Smart),,51,52
228,3,9:26.0,,Shooting foul by D. Theis (drawn by R. Holmes),51,52
229,3,9:26.0,,R. Holmes makes free throw 1 of 2,51,53
230,3,9:26.0,,R. Holmes misses free throw 2 of 2,51,53
231,3,9:23.0,Defensive rebound by J. Tatum,,51,53
232,3,9:12.0,J. Brown misses 2-pt layup from 3 ft,,51,53
233,3,9:10.0,,Defensive rebound by N. Bjelica,51,53
234,3,8:54.0,,Turnover by H. Barnes (bad pass; steal by M. Smart),51,53
235,3,8:48.0,J. Tatum misses 3-pt jump shot from 25 ft,,51,53
236,3,8:45.0,,Defensive rebound by N. Bjelica,51,53
237,3,8:43.0,,B. Hield makes 2-pt jump shot from 21 ft (assist by N. Bjelica),51,55
238,3,8:42.0,Boston full timeout,,51,55
239,3,8:28.0,D. Theis makes 2-pt layup from 3 ft (assist by K. Walker),,53,55
240,3,8:28.0,Shooting foul by N. Bjelica (drawn by D. Theis),,53,55
241,3,8:28.0,D. Theis makes free throw 1 of 1,,54,55
242,3,8:13.0,,Turnover by R. Holmes (lost ball; steal by K. Walker),54,55
243,3,8:08.0,J. Brown makes 2-pt layup from 2 ft (assist by J. Tatum),,56,55
244,3,7:57.0,,N. Bjelica misses 3-pt jump shot from 29 ft,56,55
245,3,7:53.0,Defensive rebound by D. Theis,,56,55
246,3,7:48.0,Personal foul by N. Bjelica (drawn by J. Tatum),,56,55
247,3,7:34.0,M. Smart misses 3-pt jump shot from 26 ft,,56,55
248,3,7:30.0,,Defensive rebound by R. Holmes,56,55
249,3,7:25.0,,Personal foul by D. Theis (drawn by C. Joseph),56,55
250,3,7:14.0,,C. Joseph makes 2-pt jump shot from 18 ft,56,57
251,3,6:53.0,J. Brown makes 3-pt jump shot from 23 ft (assist by M. Smart),,59,57
252,3,6:33.0,,B. Hield misses 3-pt jump shot from 25 ft,59,57
253,3,6:31.0,Defensive rebound by J. Brown,,59,57
254,3,6:30.0,Turnover by J. Brown (bad pass; steal by B. Hield),,59,57
255,3,6:18.0,,H. Barnes makes 3-pt jump shot from 25 ft (assist by N. Bjelica),59,60
256,3,5:58.0,J. Tatum misses 2-pt layup from 3 ft,,59,60
257,3,5:55.0,,Defensive rebound by H. Barnes,59,60
258,3,5:52.0,,B. Hield misses 3-pt jump shot from 23 ft,59,60
259,3,5:49.0,Defensive rebound by D. Theis,,59,60
260,3,5:44.0,J. Brown misses 3-pt jump shot from 25 ft,,59,60
261,3,5:41.0,,Defensive rebound by R. Holmes,59,60
262,3,5:21.0,,C. Joseph misses 2-pt jump shot from 19 ft,59,60
263,3,5:18.0,Defensive rebound by Team,,59,60
264,3,5:18.0,,T. Ariza enters the game for N. Bjelica,59,60
265,3,5:05.0,D. Theis makes 2-pt layup from 2 ft (assist by M. Smart),,61,60
266,3,4:46.0,,B. Hield misses 2-pt jump shot from 17 ft,61,60
267,3,4:43.0,Defensive rebound by J. Brown,,61,60
268,3,4:33.0,D. Theis makes 2-pt dunk from 2 ft (assist by K. Walker),,63,60
269,3,4:32.0,,Sacramento full timeout,63,60
270,3,4:32.0,S. Ojeleye enters the game for J. Tatum,,63,60
271,3,4:32.0,,B. Bogdanović enters the game for C. Joseph,63,60
272,3,4:14.0,,B. Bogdanović misses 3-pt jump shot from 25 ft,63,60
273,3,4:10.0,Defensive rebound by M. Smart,,63,60
274,3,3:56.0,M. Smart misses 2-pt hook shot from 4 ft,,63,60
275,3,3:53.0,,Defensive rebound by R. Holmes,63,60
276,3,3:40.0,,R. Holmes misses 2-pt layup from 3 ft,63,60
277,3,3:37.0,Defensive rebound by D. Theis,,63,60
278,3,3:34.0,S. Ojeleye misses 3-pt jump shot from 24 ft,,63,60
279,3,3:32.0,,Defensive rebound by Team,63,60
280,3,3:18.0,,B. Hield makes 3-pt jump shot from 25 ft (assist by B. Bogdanović),63,63
281,3,3:04.0,K. Walker makes 2-pt layup from 2 ft,,65,63
282,3,2:55.0,,B. Hield makes 3-pt jump shot from 26 ft,65,66
283,3,2:43.0,K. Walker misses 2-pt layup from 2 ft (block by R. Holmes),,65,66
284,3,2:40.0,,Defensive rebound by R. Holmes,65,66
285,3,2:36.0,,H. Barnes misses 3-pt jump shot from 23 ft,65,66
286,3,2:33.0,Defensive rebound by D. Theis,,65,66
287,3,2:26.0,Shooting foul by B. Bogdanović (drawn by K. Walker),,65,66
288,3,2:26.0,K. Walker makes free throw 1 of 3,,66,66
289,3,2:26.0,K. Walker makes free throw 2 of 3,,67,66
290,3,2:26.0,E. Freedom enters the game for M. Smart,,67,66
291,3,2:26.0,B. Wanamaker enters the game for D. Theis,,67,66
292,3,2:26.0,,H. Giles enters the game for R. Holmes,67,66
293,3,2:26.0,K. Walker makes free throw 3 of 3,,68,66
294,3,2:12.0,,Offensive foul by H. Giles (drawn by K. Walker),68,66
295,3,2:12.0,,Turnover by H. Giles (offensive foul),68,66
296,3,2:00.0,Personal foul by B. Bogdanović (drawn by K. Walker),,68,66
297,3,1:51.0,Turnover by K. Walker (bad pass; steal by B. Bogdanović),,68,66
298,3,1:47.0,,B. Hield makes 3-pt jump shot from 25 ft (assist by B. Bogdanović),68,69
299,3,1:27.0,S. Ojeleye makes 3-pt jump shot from 25 ft (assist by K. Walker),,71,69
300,3,1:05.0,,T. Ariza misses 3-pt jump shot from 25 ft,71,69
301,3,1:02.0,Defensive rebound by B. Wanamaker,,71,69
302,3,0:56.0,J. Brown makes 2-pt jump shot from 15 ft (assist by K. Walker),,73,69
303,3,0:46.0,,Offensive foul by B. Hield (drawn by K. Walker),73,69
304,3,0:46.0,,Turnover by B. Hield (offensive foul),73,69
305,3,0:46.0,C. Edwards enters the game for J. Brown,,73,69
306,3,0:46.0,J. Tatum enters the game for K. Walker,,73,69
307,3,0:37.0,Personal foul by H. Giles (drawn by E. Freedom),,73,69
308,3,0:37.0,E. Freedom makes free throw 1 of 2,,74,69
309,3,0:37.0,E. Freedom makes free throw 2 of 2,,75,69
310,3,0:25.0,,H. Giles makes 2-pt layup from 2 ft (assist by B. Bogdanović),75,71
311,3,0:03.0,Turnover by S. Ojeleye (lost ball; steal by B. Hield),,75,71
312,3,0:00.0,,B. Hield misses 2-pt jump shot from 21 ft,75,71
313,3,0:00.0,,Offensive rebound by Team,75,71
314,4,11:38.0,,H. Giles misses 2-pt hook shot from 10 ft (block by E. Freedom),75,71
315,4,11:34.0,,Offensive rebound by H. Giles,75,71
316,4,11:33.0,,H. Giles misses 2-pt layup from 1 ft,75,71
317,4,11:28.0,,Offensive rebound by N. Bjelica,75,71
318,4,11:28.0,,N. Bjelica makes 2-pt layup at rim,75,73
319,4,11:16.0,J. Tatum misses 3-pt jump shot from 25 ft,,75,73
320,4,11:13.0,,Defensive rebound by N. Bjelica,75,73
321,4,11:05.0,,H. Giles makes 2-pt layup from 2 ft (assist by B. Bogdanović),75,75
322,4,10:44.0,C. Edwards makes 3-pt jump shot from 27 ft (assist by B. Wanamaker),,78,75
323,4,10:20.0,,N. Bjelica misses 2-pt layup from 4 ft,78,75
324,4,10:17.0,,Offensive rebound by H. Giles,78,75
325,4,10:17.0,,H. Giles makes 2-pt layup at rim,78,77
326,4,9:56.0,J. Tatum makes 2-pt jump shot from 9 ft,,80,77
327,4,9:44.0,,Turnover by Y. Ferrell (step out of bounds),80,77
328,4,9:37.0,Personal foul by T. Ariza (drawn by J. Tatum),,80,77
329,4,9:28.0,J. Tatum misses 2-pt jump shot from 13 ft,,80,77
330,4,9:25.0,,Defensive rebound by Y. Ferrell,80,77
331,4,9:21.0,,B. Bogdanović makes 3-pt jump shot from 24 ft (assist by N. Bjelica),80,80
332,4,8:54.0,B. Wanamaker makes 2-pt layup from 2 ft (assist by S. Ojeleye),,82,80
333,4,8:41.0,,Personal foul by S. Ojeleye (drawn by H. Giles),82,80
334,4,8:31.0,,B. Bogdanović makes 2-pt jump shot from 22 ft,82,82
335,4,8:16.0,C. Edwards misses 3-pt jump shot from 26 ft,,82,82
336,4,8:11.0,,Defensive rebound by N. Bjelica,82,82
337,4,8:03.0,,H. Giles misses 2-pt jump shot from 14 ft,82,82
338,4,8:00.0,Defensive rebound by B. Wanamaker,,82,82
339,4,7:52.0,Shooting foul by N. Bjelica (drawn by E. Freedom),,82,82
340,4,7:52.0,E. Freedom misses free throw 1 of 2,,82,82
341,4,7:52.0,Offensive rebound by Team,,82,82
342,4,7:52.0,J. Brown enters the game for S. Ojeleye,,82,82
343,4,7:52.0,M. Smart enters the game for J. Tatum,,82,82
344,4,7:52.0,,B. Hield enters the game for T. Ariza,82,82
345,4,7:52.0,,R. Holmes enters the game for H. Giles,82,82
346,4,7:52.0,E. Freedom makes free throw 2 of 2,,83,82
347,4,7:41.0,,B. Bogdanović misses 3-pt jump shot from 25 ft,83,82
348,4,7:35.0,Defensive rebound by C. Edwards,,83,82
349,4,7:31.0,,Violation by Team (kicked ball),83,82
350,4,7:20.0,M. Smart misses 2-pt jump shot from 10 ft,,83,82
351,4,7:10.0,Offensive rebound by E. Freedom,,83,82
352,4,7:10.0,E. Freedom makes 2-pt layup from 1 ft,,85,82
353,4,6:52.0,,R. Holmes misses 2-pt layup from 2 ft,85,82
354,4,6:51.0,,Offensive rebound by N. Bjelica,85,82
355,4,6:51.0,,Shooting foul by M. Smart (drawn by N. Bjelica),85,82
356,4,6:51.0,,Sacramento full timeout,85,82
357,4,6:51.0,K. Walker enters the game for C. Edwards,,85,82
358,4,6:51.0,,N. Bjelica makes free throw 1 of 2,85,83
359,4,6:51.0,,N. Bjelica misses free throw 2 of 2,85,83
360,4,6:48.0,Defensive rebound by M. Smart,,85,83
361,4,6:32.0,J. Brown misses 2-pt jump shot from 8 ft,,85,83
362,4,6:29.0,,Defensive rebound by B. Hield,85,83
363,4,6:09.0,,B. Bogdanović misses 2-pt layup from 4 ft,85,83
364,4,6:04.0,,Offensive rebound by R. Holmes,85,83
365,4,6:04.0,,R. Holmes makes 2-pt layup at rim,85,85
366,4,5:53.0,B. Wanamaker misses 2-pt layup from 2 ft,,85,85
367,4,5:53.0,,Defensive rebound by N. Bjelica,85,85
368,4,5:48.0,,B. Bogdanović misses 3-pt jump shot from 26 ft,85,85
369,4,5:42.0,Defensive rebound by M. Smart,,85,85
370,4,5:42.0,Shooting foul by B. Bogdanović (drawn by B. Wanamaker),,85,85
371,4,5:42.0,D. Theis enters the game for E. Freedom,,85,85
372,4,5:42.0,B. Wanamaker makes free throw 1 of 2,,86,85
373,4,5:42.0,,H. Barnes enters the game for N. Bjelica,86,85
374,4,5:42.0,B. Wanamaker makes free throw 2 of 2,,87,85
375,4,5:25.0,,Turnover by R. Holmes (lost ball; steal by J. Brown),87,85
376,4,5:20.0,M. Smart misses 2-pt layup from 3 ft,,87,85
377,4,5:17.0,,Defensive rebound by B. Hield,87,85
378,4,5:14.0,,B. Bogdanović misses 3-pt jump shot from 23 ft,87,85
379,4,5:11.0,,Offensive rebound by B. Hield,87,85
380,4,5:02.0,,B. Hield makes 3-pt jump shot from 24 ft (assist by B. Bogdanović),87,88
