,QUARTER,TIME_REMAINING,HOUSTON_ACTION,MEMPHIS_ACTION,HOUSTON_SCORE,MEMPHIS_SCORE
0,1,11:47.0,Turnover by C. Capela (bad pass),,0,0
1,1,11:24.0,,J. Morant misses 2-pt jump shot from 10 ft (block by J. Harden),0,0
2,1,11:23.0,,Offensive rebound by D. Brooks,0,0
3,1,11:23.0,,D. Brooks misses 2-pt jump shot from 11 ft,0,0
4,1,11:23.0,,Offensive rebound by Team,0,0
5,1,11:23.0,,Turnover by Team (shot clock),0,0
6,1,11:14.0,J. Harden misses 3-pt jump shot from 25 ft,,0,0
7,1,11:14.0,Offensive rebound by Team,,0,0
8,1,11:09.0,D. House misses 3-pt jump shot from 25 ft,,0,0
9,1,11:08.0,,Defensive rebound by Team,0,0
10,1,10:59.0,,Personal foul by E. Gordon (drawn by J. Morant),0,0
11,1,10:53.0,,J. Morant makes 2-pt jump shot from 10 ft,0,2
12,1,10:46.0,Shooting foul by J. Morant (drawn by E. Gordon),,0,2
13,1,10:46.0,E. Gordon makes free throw 1 of 2,,1,2
14,1,10:46.0,E. Gordon misses free throw 2 of 2,,1,2
15,1,10:44.0,,Defensive rebound by J. Crowder,1,2
16,1,10:34.0,,D. Brooks misses 2-pt jump shot from 15 ft,1,2
17,1,10:31.0,Defensive rebound by J. Harden,,1,2
18,1,10:26.0,J. Harden misses 2-pt layup from 1 ft (block by B. Clarke),,1,2
19,1,10:26.0,Offensive rebound by Team,,1,2
20,1,10:18.0,J. Harden misses 2-pt jump shot from 9 ft,,1,2
21,1,10:15.0,,Defensive rebound by J. Valančiūnas,1,2
22,1,10:12.0,,J. Morant makes 2-pt layup from 1 ft,1,4
23,1,9:52.0,J. Harden misses 2-pt layup from 2 ft,,1,4
24,1,9:48.0,Offensive rebound by J. Harden,,1,4
25,1,9:47.0,D. House makes 3-pt jump shot from 25 ft (assist by J. Harden),,4,4
26,1,9:30.0,,J. Valančiūnas makes 2-pt jump shot from 18 ft,4,6
27,1,9:23.0,E. Gordon misses 3-pt jump shot from 27 ft,,4,6
28,1,9:19.0,,Defensive rebound by B. Clarke,4,6
29,1,9:03.0,,J. Valančiūnas misses 2-pt hook shot from 5 ft,4,6
30,1,9:01.0,Defensive rebound by C. Capela,,4,6
31,1,8:53.0,C. Capela makes 2-pt layup from 2 ft (assist by D. House),,6,6
32,1,8:31.0,,J. Crowder makes 3-pt jump shot from 25 ft (assist by J. Morant),6,9
33,1,8:14.0,Shooting foul by D. Brooks (drawn by J. Harden),,6,9
34,1,8:14.0,J. Harden makes free throw 1 of 3,,7,9
35,1,8:14.0,J. Harden makes free throw 2 of 3,,8,9
36,1,8:14.0,J. Harden makes free throw 3 of 3,,9,9
37,1,8:02.0,,J. Valančiūnas misses 3-pt jump shot from 23 ft,9,9
38,1,7:58.0,,Offensive rebound by B. Clarke,9,9
39,1,7:57.0,,B. Clarke misses 2-pt layup from 1 ft,9,9
40,1,7:57.0,,Offensive rebound by J. Morant,9,9
41,1,7:53.0,,J. Morant makes 2-pt dunk at rim,9,11
42,1,7:47.0,D. House misses 3-pt jump shot from 22 ft,,9,11
43,1,7:45.0,Offensive rebound by D. House,,9,11
44,1,7:45.0,D. House misses 2-pt dunk from 1 ft,,9,11
45,1,7:40.0,,Defensive rebound by J. Morant,9,11
46,1,7:35.0,,J. Crowder misses 2-pt jump shot from 21 ft,9,11
47,1,7:34.0,Defensive rebound by P. Tucker,,9,11
48,1,7:31.0,C. Capela makes 2-pt layup from 2 ft (assist by J. Harden),,11,11
49,1,7:31.0,Shooting foul by J. Morant (drawn by C. Capela),,11,11
50,1,7:31.0,C. Capela misses free throw 1 of 1,,11,11
51,1,7:29.0,,Defensive rebound by J. Valančiūnas,11,11
52,1,7:13.0,,J. Morant misses 2-pt jump shot from 12 ft,11,11
53,1,7:11.0,Defensive rebound by E. Gordon,,11,11
54,1,7:05.0,J. Harden misses 3-pt jump shot from 27 ft,,11,11
55,1,7:03.0,Offensive rebound by J. Harden,,11,11
56,1,7:00.0,D. House misses 3-pt jump shot from 26 ft,,11,11
57,1,6:56.0,,Defensive rebound by B. Clarke,11,11
58,1,6:53.0,,Shooting foul by E. Gordon (drawn by D. Brooks),11,11
59,1,6:53.0,,Memphis full timeout,11,11
60,1,6:53.0,B. McLemore enters the game for E. Gordon,,11,11
61,1,6:53.0,A. Rivers enters the game for P. Tucker,,11,11
62,1,6:53.0,,S. Hill enters the game for B. Clarke,11,11
63,1,6:53.0,,T. Jones enters the game for J. Morant,11,11
64,1,6:53.0,,D. Brooks makes free throw 1 of 2,11,12
65,1,6:53.0,,D. Brooks misses free throw 2 of 2,11,12
66,1,6:51.0,Defensive rebound by J. Harden,,11,12
67,1,6:46.0,D. House misses 2-pt layup from 1 ft,,11,12
68,1,6:42.0,,Defensive rebound by T. Jones,11,12
69,1,6:35.0,,J. Crowder misses 3-pt jump shot from 25 ft,11,12
70,1,6:32.0,Defensive rebound by J. Harden,,11,12
71,1,6:27.0,B. McLemore misses 3-pt jump shot from 23 ft,,11,12
72,1,6:23.0,,Defensive rebound by J. Crowder,11,12
73,1,6:12.0,,J. Valančiūnas makes 2-pt jump shot from 8 ft (assist by D. Brooks),11,14
74,1,5:44.0,J. Harden makes 3-pt jump shot from 26 ft,,14,14
75,1,5:24.0,,S. Hill misses 2-pt layup from 1 ft,14,14
76,1,5:24.0,Defensive rebound by J. Harden,,14,14
77,1,5:24.0,Personal foul by D. Brooks (drawn by B. McLemore),,14,14
78,1,5:24.0,T. Chandler enters the game for C. Capela,,14,14
79,1,5:24.0,,K. Anderson enters the game for D. Brooks,14,14
80,1,5:24.0,,M. Guduric enters the game for J. Crowder,14,14
81,1,5:15.0,D. House misses 3-pt jump shot from 23 ft,,14,14
82,1,5:15.0,,Defensive rebound by J. Valančiūnas,14,14
83,1,5:15.0,,Turnover by J. Valančiūnas (lost ball; steal by J. Harden),14,14
84,1,5:09.0,D. House makes 2-pt layup at rim (assist by T. Chandler),,16,14
85,1,4:53.0,,Shooting foul by T. Chandler (drawn by J. Valančiūnas),16,14
86,1,4:53.0,,J. Valančiūnas makes free throw 1 of 2,16,15
87,1,4:53.0,T. Sefolosha enters the game for D. House,,16,15
88,1,4:53.0,,J. Valančiūnas makes free throw 2 of 2,16,16
89,1,4:44.0,J. Harden makes 3-pt jump shot from 25 ft,,19,16
90,1,4:25.0,,M. Guduric misses 3-pt jump shot from 24 ft,19,16
91,1,4:22.0,Defensive rebound by T. Chandler,,19,16
92,1,4:12.0,J. Harden makes 3-pt jump shot from 26 ft (assist by T. Sefolosha),,22,16
93,1,3:51.0,,S. Hill makes 2-pt jump shot from 16 ft (assist by T. Jones),22,18
94,1,3:43.0,Turnover by J. Harden (bad pass; steal by T. Jones),,22,18
95,1,3:43.0,,Turnover by T. Jones (bad pass),22,18
96,1,3:43.0,,B. Caboclo enters the game for J. Valančiūnas,22,18
97,1,3:25.0,T. Sefolosha makes 3-pt jump shot from 24 ft (assist by B. McLemore),,25,18
98,1,3:10.0,,B. Caboclo misses 3-pt jump shot from 23 ft,25,18
99,1,3:07.0,Defensive rebound by T. Sefolosha,,25,18
100,1,2:56.0,J. Harden misses 3-pt jump shot from 23 ft,,25,18
101,1,2:53.0,Offensive rebound by T. Sefolosha,,25,18
102,1,2:47.0,B. McLemore misses 3-pt jump shot from 27 ft,,25,18
103,1,2:45.0,,Defensive rebound by T. Jones,25,18
104,1,2:41.0,,T. Jones makes 2-pt layup from 1 ft,25,20
105,1,2:37.0,Shooting foul by S. Hill (drawn by B. McLemore),,25,20
106,1,2:37.0,Houston full timeout,,25,20
107,1,2:37.0,E. Gordon enters the game for T. Chandler,,25,20
108,1,2:37.0,P. Tucker enters the game for J. Harden,,25,20
109,1,2:37.0,B. McLemore makes free throw 1 of 2,,26,20
110,1,2:37.0,B. McLemore misses free throw 2 of 2,,26,20
111,1,2:34.0,,Defensive rebound by K. Anderson,26,20
112,1,2:23.0,,B. Caboclo makes 3-pt jump shot from 23 ft (assist by T. Jones),26,23
113,1,2:08.0,A. Rivers misses 2-pt jump shot from 9 ft,,26,23
114,1,2:06.0,,Defensive rebound by K. Anderson,26,23
115,1,1:54.0,,T. Jones misses 2-pt jump shot from 7 ft (block by T. Sefolosha),26,23
116,1,1:50.0,Defensive rebound by T. Sefolosha,,26,23
117,1,1:41.0,E. Gordon makes 2-pt layup from 1 ft (assist by T. Sefolosha),,28,23
118,1,1:19.0,,S. Hill misses 3-pt jump shot from 26 ft,28,23
119,1,1:16.0,Defensive rebound by P. Tucker,,28,23
120,1,1:11.0,A. Rivers makes 3-pt jump shot from 23 ft (assist by B. McLemore),,31,23
121,1,0:48.0,,Shooting foul by A. Rivers (drawn by S. Hill),31,23
122,1,0:48.0,,S. Hill makes free throw 1 of 2,31,24
123,1,0:48.0,,J. Morant enters the game for M. Guduric,31,24
124,1,0:48.0,,S. Hill makes free throw 2 of 2,31,25
125,1,0:39.0,,Violation by Team (kicked ball),31,25
126,1,0:35.0,A. Rivers makes 2-pt layup from 1 ft (assist by P. Tucker),,33,25
127,1,0:14.0,,J. Morant makes 3-pt jump shot from 25 ft,33,28
128,2,11:45.0,,B. Caboclo makes 2-pt dunk from 1 ft (assist by J. Morant),33,30
129,2,11:26.0,A. Rivers makes 2-pt layup from 1 ft,,35,30
130,2,11:06.0,,J. Crowder misses 3-pt jump shot from 26 ft,35,30
131,2,11:04.0,Defensive rebound by Team,,35,30
132,2,10:47.0,Turnover by E. Gordon (lost ball; steal by M. Guduric),,35,30
