,QUARTER,TIME_REMAINING,BOSTON_ACTION,LA CLIPPERS_ACTION,BOSTON_SCORE,LA CLIPPERS_SCORE
56,1,5:37.0,Offensive rebound by Team,,7,12
57,1,5:37.0,E. Freedom enters the game for J. Tatum,,7,12
58,1,5:37.0,S. Ojeleye enters the game for D. Theis,,7,12
59,1,5:37.0,,L. Williams enters the game for K. Leonard,7,12
60,1,5:37.0,J. Brown makes free throw 2 of 2,,8,12
61,1,5:26.0,,P. Beverley makes 2-pt jump shot from 17 ft,8,14
62,1,5:04.0,E. Freedom makes 2-pt layup from 3 ft (assist by B. Wanamaker),,10,14
63,1,4:53.0,,L. Williams makes 2-pt jump shot from 2 ft,10,16
64,1,4:35.0,J. Brown misses 3-pt jump shot from 23 ft,,10,16
65,1,4:33.0,Offensive rebound by E. Freedom,,10,16
66,1,4:32.0,E. Freedom makes 2-pt layup from 1 ft,,12,16
67,1,4:22.0,,L. Williams makes 2-pt jump shot from 17 ft,12,18
68,1,4:06.0,Shooting foul by I. Zubac (drawn by K. Walker),,12,18
69,1,4:06.0,K. Walker misses free throw 1 of 2,,12,18
70,1,4:06.0,Offensive rebound by Team,,12,18
71,1,4:06.0,,J. Green enters the game for P. Beverley,12,18
72,1,4:06.0,,M. Harrell enters the game for M. Harkless,12,18
73,1,4:06.0,,R. McGruder enters the game for I. Zubac,12,18
74,1,4:06.0,K. Walker makes free throw 2 of 2,,13,18
75,1,3:47.0,,L. Williams makes 2-pt jump shot from 5 ft (assist by R. McGruder),13,20
76,1,3:30.0,B. Wanamaker makes 2-pt jump shot from 4 ft (assist by K. Walker),,15,20
77,1,3:17.0,,R. McGruder misses 3-pt jump shot from 24 ft,15,20
78,1,3:14.0,Defensive rebound by S. Ojeleye,,15,20
79,1,3:08.0,J. Brown makes 2-pt jump shot from 9 ft,,17,20
80,1,2:53.0,,P. George misses 2-pt jump shot from 18 ft,17,20
81,1,2:48.0,Defensive rebound by S. Ojeleye,,17,20
82,1,2:28.0,E. Freedom makes 2-pt jump shot from 5 ft,,19,20
83,1,2:14.0,,M. Harrell misses 2-pt jump shot from 11 ft,19,20
84,1,2:12.0,Defensive rebound by E. Freedom,,19,20
85,1,1:56.0,E. Freedom misses 2-pt jump shot from 6 ft,,19,20
86,1,1:54.0,,Defensive rebound by J. Green,19,20
87,1,1:48.0,,L. Williams misses 2-pt jump shot from 17 ft,19,20
88,1,1:45.0,Defensive rebound by E. Freedom,,19,20
89,1,1:45.0,Boston full timeout,,19,20
90,1,1:45.0,M. Smart enters the game for J. Brown,,19,20
91,1,1:45.0,J. Tatum enters the game for S. Ojeleye,,19,20
92,1,1:45.0,G. Williams enters the game for K. Walker,,19,20
93,1,1:45.0,,T. Mann enters the game for P. George,19,20
94,1,1:34.0,J. Tatum misses 2-pt jump shot from 4 ft,,19,20
95,1,1:34.0,Offensive rebound by E. Freedom,,19,20
96,1,1:34.0,E. Freedom misses 2-pt layup from 1 ft,,19,20
97,1,1:34.0,Offensive rebound by Team,,19,20
98,1,1:31.0,Turnover by B. Wanamaker (bad pass; steal by M. Harrell),,19,20
99,1,1:23.0,,M. Harrell misses 2-pt jump shot from 10 ft,19,20
100,1,1:21.0,Defensive rebound by E. Freedom,,19,20
101,1,1:15.0,J. Tatum misses 2-pt jump shot from 19 ft,,19,20
102,1,1:13.0,,Defensive rebound by J. Green,19,20
103,1,1:05.0,,Turnover by L. Williams (bad pass; steal by M. Smart),19,20
104,1,1:02.0,J. Tatum makes 2-pt dunk from 1 ft (assist by M. Smart),,21,20
105,1,0:50.0,,Personal foul by J. Tatum (drawn by T. Mann),21,20
106,1,0:50.0,R. Williams enters the game for E. Freedom,,21,20
107,1,0:50.0,,K. Leonard enters the game for T. Mann,21,20
108,1,0:42.0,,M. Harrell misses 2-pt jump shot from 8 ft,21,20
109,1,0:41.0,Defensive rebound by R. Williams,,21,20
110,1,0:32.0,B. Wanamaker misses 2-pt jump shot from 6 ft,,21,20
111,1,0:30.0,,Defensive rebound by K. Leonard,21,20
112,1,0:11.0,,J. Green makes 2-pt dunk from 4 ft (assist by M. Harrell),21,22
113,1,0:03.0,Personal take foul by L. Williams (drawn by J. Tatum),,21,22
114,1,0:03.0,,P. Beverley enters the game for L. Williams,21,22
115,1,0:01.0,M. Smart misses 2-pt jump shot from 14 ft,,21,22
116,1,0:01.0,Offensive rebound by Team,,21,22
117,2,11:48.0,R. Williams makes 2-pt layup from 1 ft (assist by J. Tatum),,23,22
118,2,11:27.0,,J. Green makes 3-pt jump shot from 26 ft (assist by L. Williams),23,25
119,2,11:10.0,M. Smart makes 2-pt jump shot from 7 ft (assist by J. Tatum),,25,25
120,2,10:51.0,,R. McGruder misses 3-pt jump shot from 25 ft,25,25
121,2,10:50.0,,Offensive rebound by J. Green,25,25
122,2,10:48.0,,J. Green misses 2-pt layup from 4 ft (block by J. Tatum),25,25
123,2,10:48.0,,Offensive rebound by R. McGruder,25,25
124,2,10:41.0,,L. Williams misses 2-pt jump shot from 12 ft,25,25
125,2,10:39.0,Defensive rebound by B. Wanamaker,,25,25
126,2,10:37.0,M. Smart misses 3-pt jump shot from 26 ft,,25,25
127,2,10:37.0,Offensive rebound by G. Williams,,25,25
128,2,10:37.0,G. Williams makes 2-pt layup from 3 ft,,27,25
129,2,10:37.0,Shooting foul by R. McGruder (drawn by G. Williams),,27,25
130,2,10:37.0,G. Williams makes free throw 1 of 1,,28,25
131,2,10:11.0,,K. Leonard misses 2-pt jump shot from 15 ft,28,25
132,2,10:09.0,Defensive rebound by J. Tatum,,28,25
133,2,10:03.0,Shooting foul by R. McGruder (drawn by J. Tatum),,28,25
134,2,10:03.0,J. Tatum misses free throw 1 of 2,,28,25
135,2,10:03.0,Offensive rebound by Team,,28,25
136,2,10:03.0,,P. Beverley enters the game for R. McGruder,28,25
137,2,10:03.0,J. Tatum makes free throw 2 of 2,,29,25
138,2,9:51.0,,P. Beverley misses 3-pt jump shot from 26 ft,29,25
139,2,9:48.0,Defensive rebound by Team,,29,25
140,2,9:36.0,B. Wanamaker makes 2-pt hook shot from 1 ft (assist by R. Williams),,31,25
141,2,9:27.0,,Turnover by L. Williams (bad pass),31,25
142,2,9:13.0,J. Tatum misses 3-pt jump shot from 27 ft,,31,25
143,2,9:11.0,,Defensive rebound by K. Leonard,31,25
144,2,8:56.0,,P. Beverley misses 2-pt layup from 2 ft,31,25
145,2,8:49.0,,Offensive rebound by M. Harrell,31,25
146,2,8:49.0,,M. Harrell makes 2-pt layup at rim,31,27
147,2,8:28.0,J. Tatum misses 2-pt jump shot from 18 ft,,31,27
148,2,8:25.0,,Defensive rebound by P. Beverley,31,27
149,2,8:20.0,,K. Leonard makes 3-pt jump shot from 27 ft (assist by P. Beverley),31,30
150,2,7:58.0,J. Tatum misses 3-pt jump shot from 24 ft,,31,30
151,2,7:56.0,,Defensive rebound by J. Green,31,30
152,2,7:56.0,D. Theis enters the game for R. Williams,,31,30
153,2,7:56.0,,P. George enters the game for J. Green,31,30
154,2,7:41.0,,Turnover by M. Harrell (off goaltending),31,30
155,2,7:27.0,M. Smart misses 3-pt jump shot from 26 ft,,31,30
156,2,7:22.0,,Defensive rebound by M. Harrell,31,30
157,2,7:15.0,,P. George misses 3-pt jump shot from 28 ft,31,30
158,2,7:15.0,Defensive rebound by Team,,31,30
159,2,6:59.0,J. Tatum misses 2-pt jump shot from 5 ft,,31,30
160,2,6:58.0,,Defensive rebound by P. Beverley,31,30
161,2,6:52.0,,Offensive foul by K. Leonard (drawn by D. Theis),31,30
162,2,6:52.0,,Turnover by K. Leonard (offensive foul),31,30
163,2,6:52.0,,LA Clippers full timeout,31,30
164,2,6:52.0,J. Brown enters the game for J. Tatum,,31,30
165,2,6:52.0,S. Ojeleye enters the game for B. Wanamaker,,31,30
166,2,6:52.0,K. Walker enters the game for G. Williams,,31,30
167,2,6:52.0,,M. Harkless enters the game for K. Leonard,31,30
168,2,6:39.0,J. Brown misses 3-pt jump shot from 26 ft,,31,30
169,2,6:35.0,Offensive rebound by M. Smart,,31,30
170,2,6:34.0,S. Ojeleye misses 2-pt dunk from 1 ft (block by P. George),,31,30
171,2,6:32.0,Offensive rebound by D. Theis,,31,30
172,2,6:20.0,S. Ojeleye misses 3-pt jump shot from 26 ft,,31,30
173,2,6:17.0,,Defensive rebound by M. Harkless,31,30
174,2,6:13.0,,Personal foul by S. Ojeleye (drawn by P. George),31,30
175,2,6:03.0,,P. George misses 3-pt jump shot from 26 ft,31,30
176,2,6:00.0,Defensive rebound by K. Walker,,31,30
177,2,5:52.0,J. Brown misses 3-pt jump shot from 25 ft,,31,30
178,2,5:49.0,Offensive rebound by D. Theis,,31,30
179,2,5:47.0,D. Theis makes 2-pt layup from 1 ft,,33,30
180,2,5:28.0,,L. Williams misses 3-pt jump shot from 27 ft,33,30
181,2,5:23.0,Defensive rebound by J. Brown,,33,30
182,2,5:19.0,Turnover by K. Walker (out of bounds lost ball),,33,30
183,2,5:19.0,,I. Zubac enters the game for M. Harrell,33,30
184,2,5:08.0,,Personal foul by J. Brown (drawn by L. Williams),33,30
185,2,4:56.0,,Shooting foul by K. Walker (drawn by I. Zubac),33,30
186,2,4:56.0,,I. Zubac makes free throw 1 of 2,33,31
187,2,4:56.0,,I. Zubac makes free throw 2 of 2,33,32
188,2,4:46.0,Turnover by K. Walker (lost ball; steal by M. Harkless),,33,32
189,2,4:42.0,,M. Harkless misses 2-pt layup from 1 ft,33,32
190,2,4:40.0,,Offensive rebound by L. Williams,33,32
191,2,4:39.0,,I. Zubac misses 2-pt layup from 6 ft,33,32
192,2,4:39.0,,Offensive rebound by I. Zubac,33,32
193,2,4:38.0,,I. Zubac misses 2-pt layup at rim,33,32
194,2,4:38.0,,Offensive rebound by I. Zubac,33,32
195,2,4:38.0,,Shooting foul by D. Theis (drawn by I. Zubac),33,32
196,2,4:38.0,,I. Zubac makes free throw 1 of 2,33,33
197,2,4:38.0,E. Freedom enters the game for S. Ojeleye,,33,33
198,2,4:38.0,J. Tatum enters the game for M. Smart,,33,33
199,2,4:38.0,B. Wanamaker enters the game for D. Theis,,33,33
200,2,4:38.0,,R. McGruder enters the game for L. Williams,33,33
201,2,4:38.0,,I. Zubac misses free throw 2 of 2,33,33
202,2,4:33.0,Defensive rebound by B. Wanamaker,,33,33
203,2,4:24.0,K. Walker misses 2-pt layup from 2 ft (block by I. Zubac),,33,33
204,2,4:22.0,,Defensive rebound by P. George,33,33
205,2,4:19.0,,Shooting foul by B. Wanamaker (drawn by P. George),33,33
206,2,4:19.0,,P. George makes free throw 1 of 2,33,34
207,2,4:19.0,,P. George makes free throw 2 of 2,33,35
208,2,4:03.0,K. Walker misses 2-pt layup from 3 ft (block by I. Zubac),,33,35
209,2,4:00.0,,Defensive rebound by P. Beverley,33,35
210,2,3:46.0,,Turnover by P. Beverley (bad pass),33,35
211,2,3:46.0,Boston full timeout,,33,35
212,2,3:27.0,B. Wanamaker makes 3-pt jump shot from 26 ft (assist by J. Tatum),,36,35
213,2,3:10.0,,P. George makes 2-pt jump shot from 18 ft,36,37
214,2,2:44.0,B. Wanamaker misses 2-pt jump shot from 3 ft,,36,37
215,2,2:43.0,,Defensive rebound by I. Zubac,36,37
216,2,2:37.0,,P. George makes 2-pt layup from 3 ft,36,39
217,2,2:07.0,Turnover by Team (shot clock),,36,39
218,2,2:07.0,,K. Leonard enters the game for R. McGruder,36,39
219,2,1:48.0,,P. Beverley misses 3-pt jump shot from 26 ft,36,39
220,2,1:44.0,Defensive rebound by J. Brown,,36,39
221,2,1:38.0,Turnover by J. Brown (lost ball; steal by P. Beverley),,36,39
222,2,1:35.0,,Turnover by M. Harkless (traveling),36,39
223,2,1:35.0,M. Smart enters the game for B. Wanamaker,,36,39
224,2,1:19.0,Turnover by K. Walker (lost ball; steal by M. Harkless),,36,39
225,2,1:17.0,,Turnover by P. George (out of bounds lost ball),36,39
226,2,1:17.0,,Technical foul by K. Walker,36,39
227,2,1:17.0,,P. George makes technical free throw,36,40
228,2,1:17.0,,L. Williams enters the game for P. George,36,40
229,2,0:59.0,M. Smart makes 2-pt jump shot from 14 ft,,38,40
230,2,0:54.0,,Turnover by L. Williams (bad pass),38,40
231,2,0:46.0,E. Freedom makes 2-pt layup from 2 ft (assist by M. Smart),,40,40
232,2,0:34.0,,Turnover by K. Leonard (lost ball; steal by E. Freedom),40,40
233,2,0:32.0,Turnover by E. Freedom (bad pass),,40,40
234,2,0:32.0,D. Theis enters the game for E. Freedom,,40,40
235,2,0:32.0,,M. Harrell enters the game for I. Zubac,40,40
236,2,0:12.0,,K. Leonard misses 2-pt layup from 2 ft,40,40
237,2,0:11.0,Defensive rebound by D. Theis,,40,40
238,2,0:09.0,J. Tatum makes 2-pt layup from 2 ft (assist by D. Theis),,42,40
239,2,0:03.0,,Turnover by L. Williams (bad pass; steal by D. Theis),42,40
240,2,0:00.0,M. Smart misses 3-pt jump shot from 32 ft,,42,40
241,2,0:00.0,Offensive rebound by Team,,42,40
242,3,11:37.0,D. Theis misses 2-pt jump shot from 21 ft,,42,40
243,3,11:35.0,,Defensive rebound by P. Beverley,42,40
244,3,11:21.0,,K. Leonard makes 3-pt jump shot from 23 ft (assist by P. George),42,43
245,3,11:03.0,J. Brown misses 2-pt jump shot from 16 ft,,42,43
246,3,11:01.0,Offensive rebound by D. Theis,,42,43
247,3,10:57.0,Turnover by J. Brown (lost ball; steal by K. Leonard),,42,43
248,3,10:49.0,,K. Leonard makes 2-pt jump shot from 19 ft (assist by M. Harkless),42,45
249,3,10:30.0,M. Smart makes 3-pt jump shot from 29 ft (assist by D. Theis),,45,45
250,3,10:19.0,,Personal foul by J. Brown (drawn by K. Leonard),45,45
251,3,10:12.0,,K. Leonard misses 2-pt hook shot from 3 ft,45,45
252,3,10:09.0,Defensive rebound by D. Theis,,45,45
253,3,10:04.0,K. Walker misses 2-pt layup from 4 ft (block by P. Beverley),,45,45
254,3,10:01.0,,Defensive rebound by K. Leonard,45,45
255,3,9:58.0,Violation by Team (kicked ball),,45,45
256,3,9:54.0,,P. George makes 3-pt jump shot from 26 ft (assist by P. Beverley),45,48
257,3,9:37.0,Personal foul by P. Beverley (drawn by D. Theis),,45,48
258,3,9:30.0,K. Walker misses 2-pt layup from 4 ft (block by K. Leonard),,45,48
259,3,9:27.0,,Defensive rebound by K. Leonard,45,48
260,3,9:15.0,,P. George makes 3-pt jump shot from 27 ft,45,51
261,3,8:58.0,D. Theis makes 2-pt layup from 2 ft (assist by J. Brown),,47,51
262,3,8:38.0,,M. Harkless makes 3-pt jump shot from 23 ft (assist by P. Beverley),47,54
263,3,8:20.0,M. Smart makes 2-pt hook shot from 4 ft (assist by D. Theis),,49,54
264,3,8:07.0,,P. George misses 2-pt jump shot from 20 ft,49,54
265,3,8:04.0,Defensive rebound by D. Theis,,49,54
266,3,7:58.0,J. Tatum makes 3-pt jump shot from 25 ft (assist by M. Smart),,52,54
267,3,7:35.0,,Turnover by K. Leonard (bad pass),52,54
268,3,7:20.0,J. Tatum makes 3-pt jump shot from 27 ft (assist by D. Theis),,55,54
269,3,7:08.0,,K. Leonard misses 2-pt jump shot from 3 ft,55,54
270,3,7:05.0,Defensive rebound by J. Tatum,,55,54
271,3,7:03.0,Turnover by J. Tatum (bad pass),,55,54
272,3,7:03.0,,LA Clippers full timeout,55,54
273,3,6:49.0,,Turnover by P. George (bad pass; steal by J. Brown),55,54
274,3,6:43.0,J. Brown misses 2-pt jump shot from 13 ft,,55,54
275,3,6:39.0,,Defensive rebound by P. Beverley,55,54
276,3,6:29.0,,P. George makes 2-pt layup from 3 ft,55,56
277,3,6:12.0,K. Walker makes 3-pt jump shot from 27 ft (assist by D. Theis),,58,56
278,3,6:01.0,,Personal foul by D. Theis (drawn by I. Zubac),58,56
279,3,6:01.0,,R. McGruder enters the game for P. George,58,56
280,3,6:01.0,,L. Williams enters the game for K. Leonard,58,56
281,3,5:54.0,,L. Williams misses 2-pt jump shot from 11 ft,58,56
282,3,5:54.0,,Offensive rebound by Team,58,56
283,3,5:54.0,B. Wanamaker enters the game for J. Brown,,58,56
284,3,5:54.0,G. Williams enters the game for M. Smart,,58,56
285,3,5:54.0,,J. Green enters the game for M. Harkless,58,56
286,3,5:45.0,,L. Williams makes 2-pt jump shot from 16 ft,58,58
287,3,5:22.0,J. Tatum misses 2-pt jump shot from 18 ft,,58,58
288,3,5:20.0,Offensive rebound by D. Theis,,58,58
289,3,5:15.0,D. Theis misses 2-pt jump shot from 15 ft,,58,58
290,3,5:11.0,,Defensive rebound by I. Zubac,58,58
291,3,5:03.0,,Turnover by L. Williams (bad pass; steal by D. Theis),58,58
292,3,5:00.0,Offensive foul by J. Tatum (drawn by P. Beverley),,58,58
293,3,5:00.0,Turnover by J. Tatum (offensive foul),,58,58
294,3,5:00.0,,M. Harrell enters the game for I. Zubac,58,58
295,3,4:45.0,,L. Williams misses 2-pt jump shot from 17 ft,58,58
296,3,4:40.0,Defensive rebound by K. Walker,,58,58
297,3,4:36.0,K. Walker misses 2-pt layup from 3 ft (block by M. Harrell),,58,58
298,3,4:34.0,Offensive rebound by D. Theis,,58,58
299,3,4:28.0,D. Theis makes 2-pt layup from 2 ft,,60,58
300,3,4:18.0,,J. Green makes 3-pt jump shot from 23 ft (assist by L. Williams),60,61
301,3,4:02.0,J. Tatum makes 3-pt jump shot from 27 ft (assist by D. Theis),,63,61
302,3,4:02.0,M. Smart enters the game for K. Walker,,63,61
303,3,3:46.0,,Turnover by M. Harrell (discontinued dribble),63,61
304,3,3:33.0,D. Theis misses 3-pt jump shot from 27 ft,,63,61
305,3,3:30.0,,Defensive rebound by J. Green,63,61
306,3,3:27.0,,Personal foul by B. Wanamaker (drawn by L. Williams),63,61
307,3,3:27.0,E. Freedom enters the game for D. Theis,,63,61
308,3,3:17.0,,Shooting foul by M. Smart (drawn by L. Williams),63,61
309,3,3:17.0,,L. Williams makes free throw 1 of 2,63,62
310,3,3:17.0,,L. Williams makes free throw 2 of 2,63,63
311,3,3:02.0,Boston full timeout,,63,63
312,3,3:02.0,,J. Robinson enters the game for P. Beverley,63,63
313,3,2:52.0,J. Tatum makes 3-pt jump shot from 26 ft,,66,63
314,3,2:36.0,,M. Harrell misses 2-pt jump shot from 10 ft,66,63
315,3,2:33.0,Defensive rebound by J. Tatum,,66,63
316,3,2:26.0,G. Williams misses 3-pt jump shot from 24 ft,,66,63
317,3,2:23.0,,Defensive rebound by R. McGruder,66,63
318,3,2:09.0,,R. McGruder misses 3-pt jump shot from 26 ft,66,63
319,3,2:08.0,,Offensive rebound by M. Harrell,66,63
320,3,2:06.0,,M. Harrell misses 2-pt layup from 1 ft (block by J. Tatum),66,63
321,3,2:06.0,,Offensive rebound by J. Green,66,63
322,3,2:01.0,,J. Green makes 2-pt layup from 1 ft,66,65
323,3,1:52.0,Personal foul by J. Robinson (drawn by M. Smart),,66,65
324,3,1:52.0,,K. Leonard enters the game for J. Robinson,66,65
325,3,1:38.0,J. Tatum misses 3-pt jump shot from 25 ft,,66,65
326,3,1:36.0,Offensive rebound by G. Williams,,66,65
327,3,1:34.0,G. Williams misses 2-pt jump shot from 17 ft,,66,65
328,3,1:34.0,,Defensive rebound by M. Harrell,66,65
329,3,1:28.0,,R. McGruder misses 3-pt jump shot from 25 ft,66,65
330,3,1:24.0,Defensive rebound by E. Freedom,,66,65
331,3,1:19.0,Shooting foul by J. Green (drawn by B. Wanamaker),,66,65
332,3,1:19.0,B. Wanamaker makes free throw 1 of 2,,67,65
333,3,1:19.0,B. Wanamaker makes free throw 2 of 2,,68,65
334,3,1:09.0,,L. Williams makes 2-pt jump shot from 5 ft,68,67
335,3,0:50.0,J. Tatum makes 2-pt layup from 4 ft,,70,67
336,3,0:40.0,,L. Williams makes 2-pt layup from 1 ft (assist by M. Harrell),70,69
337,3,0:32.0,B. Wanamaker makes 3-pt jump shot from 27 ft,,73,69
338,3,0:28.0,,L. Williams misses 3-pt jump shot from 26 ft,73,69
339,3,0:26.0,Defensive rebound by J. Tatum,,73,69
340,3,0:04.0,Shooting foul by R. McGruder (drawn by B. Wanamaker),,73,69
341,3,0:04.0,B. Wanamaker makes free throw 1 of 2,,74,69
342,3,0:04.0,J. Brown enters the game for E. Freedom,,74,69
343,3,0:04.0,D. Theis enters the game for J. Tatum,,74,69
344,3,0:04.0,B. Wanamaker makes free throw 2 of 2,,75,69
345,3,0:00.0,,L. Williams misses 3-pt jump shot from 41 ft,75,69
346,3,0:00.0,,Offensive rebound by Team,75,69
347,4,11:53.0,,Turnover by K. Leonard (out of bounds lost ball),75,69
348,4,11:41.0,J. Brown misses 3-pt jump shot from 23 ft,,75,69
349,4,11:38.0,Offensive rebound by D. Theis,,75,69
350,4,11:24.0,J. Brown misses 3-pt jump shot from 24 ft,,75,69
351,4,11:23.0,,Defensive rebound by Team,75,69
352,4,11:23.0,Loose ball foul by D. Theis (drawn by M. Harrell),,75,69
353,4,11:09.0,,K. Leonard makes 2-pt jump shot from 4 ft,75,71
354,4,10:52.0,J. Brown misses 2-pt jump shot from 6 ft,,75,71
355,4,10:50.0,Offensive rebound by J. Brown,,75,71
356,4,10:50.0,J. Brown misses 2-pt jump shot from 6 ft (block by M. Harrell),,75,71
357,4,10:46.0,,Defensive rebound by J. Green,75,71
358,4,10:42.0,,P. George misses 3-pt jump shot from 25 ft,75,71
359,4,10:42.0,Defensive rebound by J. Brown,,75,71
360,4,10:31.0,M. Smart misses 3-pt jump shot from 28 ft,,75,71
361,4,10:27.0,Offensive rebound by B. Wanamaker,,75,71
362,4,10:25.0,J. Brown makes 3-pt jump shot from 28 ft (assist by B. Wanamaker),,78,71
363,4,10:10.0,,L. Williams makes 2-pt jump shot from 14 ft,78,73
364,4,9:48.0,Turnover by J. Brown (lost ball; steal by K. Leonard),,78,73
365,4,9:45.0,,Personal foul by D. Theis (drawn by P. George),78,73
366,4,9:45.0,R. Williams enters the game for D. Theis,,78,73
367,4,9:39.0,,L. Williams misses 2-pt jump shot from 22 ft,78,73
368,4,9:37.0,Defensive rebound by M. Smart,,78,73
369,4,9:22.0,B. Wanamaker misses 3-pt jump shot from 27 ft,,78,73
370,4,9:19.0,,Defensive rebound by M. Harrell,78,73
371,4,9:10.0,,P. George misses 2-pt jump shot from 11 ft,78,73
372,4,9:07.0,,Offensive rebound by J. Green,78,73
373,4,9:05.0,,K. Leonard misses 3-pt jump shot from 26 ft,78,73
374,4,9:03.0,Defensive rebound by Team,,78,73
375,4,8:43.0,Turnover by B. Wanamaker (traveling),,78,73
376,4,8:43.0,,P. Beverley enters the game for P. George,78,73
377,4,8:29.0,,Turnover by P. Beverley (step out of bounds),78,73
378,4,8:29.0,K. Walker enters the game for M. Smart,,78,73
379,4,8:29.0,,I. Zubac enters the game for M. Harrell,78,73
380,4,8:14.0,K. Walker makes 3-pt jump shot from 28 ft (assist by B. Wanamaker),,81,73
381,4,8:12.0,,LA Clippers full timeout,81,73
382,4,8:12.0,,M. Harkless enters the game for J. Green,81,73
383,4,8:02.0,,K. Leonard misses 2-pt layup from 1 ft,81,73
384,4,8:02.0,,Offensive rebound by Team,81,73
385,4,7:57.0,,Personal foul by J. Brown (drawn by K. Leonard),81,73
386,4,7:45.0,,M. Harkless misses 3-pt jump shot from 26 ft,81,73
387,4,7:42.0,Defensive rebound by R. Williams,,81,73
388,4,7:30.0,K. Walker misses 3-pt jump shot from 25 ft,,81,73
389,4,7:27.0,,Defensive rebound by P. Beverley,81,73
390,4,7:20.0,,L. Williams makes 3-pt jump shot from 26 ft (assist by P. Beverley),81,76
391,4,7:01.0,Personal foul by P. Beverley (drawn by B. Wanamaker),,81,76
