,QUARTER,TIME_REMAINING,SAN ANTONIO_ACTION,PHILADELPHIA_ACTION,SAN ANTONIO_SCORE,PHILADELPHIA_SCORE
380,4,5:34.0,,B. Simmons makes free throw 1 of 2,95,102
381,4,5:34.0,B. Forbes enters the game for M. Belinelli,,95,102
382,4,5:34.0,R. Gay enters the game for J. Poeltl,,95,102
383,4,5:34.0,,T. Harris enters the game for M. Thybulle,95,102
384,4,5:34.0,,B. Simmons makes free throw 2 of 2,95,103
385,4,5:20.0,D. DeRozan misses 2-pt jump shot from 13 ft,,95,103
386,4,5:17.0,,Defensive rebound by B. Simmons,95,103
387,4,5:09.0,,Turnover by B. Simmons (lost ball; steal by D. Murray),95,103
388,4,5:05.0,D. DeRozan makes 2-pt dunk from 1 ft (assist by D. Murray),,97,103
389,4,4:41.0,,F. Korkmaz makes 3-pt jump shot from 25 ft (assist by T. Harris),97,106
390,4,4:28.0,D. DeRozan misses 2-pt layup from 7 ft (block by B. Simmons),,97,106
391,4,4:25.0,,Defensive rebound by B. Simmons,97,106
392,4,4:23.0,,T. Harris makes 2-pt layup from 2 ft (assist by B. Simmons),97,108
393,4,4:23.0,San Antonio full timeout,,97,108
394,4,4:23.0,P. Mills enters the game for D. Murray,,97,108
395,4,4:13.0,D. DeRozan misses 2-pt layup from 3 ft,,97,108
396,4,4:11.0,,Defensive rebound by J. Embiid,97,108
397,4,3:59.0,,Turnover by B. Simmons (bad pass),97,108
398,4,3:51.0,B. Forbes misses 3-pt jump shot from 27 ft,,97,108
399,4,3:48.0,,Defensive rebound by B. Simmons,97,108
400,4,3:29.0,,J. Embiid misses 3-pt jump shot from 27 ft,97,108
401,4,3:25.0,Defensive rebound by R. Gay,,97,108
402,4,3:21.0,Personal foul by B. Simmons (drawn by R. Gay),,97,108
403,4,3:10.0,D. DeRozan makes 2-pt layup from 2 ft,,99,108
404,4,3:10.0,Shooting foul by J. Embiid (drawn by D. DeRozan),,99,108
405,4,3:10.0,,T. Burke enters the game for B. Simmons,99,108
406,4,3:10.0,D. DeRozan makes free throw 1 of 1,,100,108
407,4,3:00.0,,Turnover by T. Harris (traveling),100,108
408,4,2:52.0,D. DeRozan misses 2-pt jump shot from 23 ft,,100,108
409,4,2:47.0,,Defensive rebound by A. Horford,100,108
410,4,2:28.0,,F. Korkmaz makes 3-pt jump shot from 27 ft (assist by J. Embiid),100,111
411,4,2:19.0,San Antonio full timeout,,100,111
412,4,2:19.0,K. Johnson enters the game for L. Aldridge,,100,111
413,4,2:19.0,T. Lyles enters the game for D. DeRozan,,100,111
414,4,2:19.0,C. Metu enters the game for B. Forbes,,100,111
415,4,2:19.0,D. Murray enters the game for R. Gay,,100,111
416,4,2:19.0,L. Walker enters the game for P. Mills,,100,111
417,4,2:19.0,,B. Simmons enters the game for T. Burke,100,111
418,4,2:06.0,K. Johnson misses 2-pt jump shot from 15 ft,,100,111
419,4,2:01.0,,Defensive rebound by B. Simmons,100,111
420,4,1:46.0,,T. Harris makes 2-pt jump shot from 10 ft (assist by B. Simmons),100,113
421,4,1:37.0,C. Metu makes 2-pt jump shot from 20 ft (assist by D. Murray),,102,113
422,4,1:37.0,,Philadelphia full timeout,102,113
423,4,1:37.0,,T. Burke enters the game for J. Embiid,102,113
424,4,1:37.0,,S. Milton enters the game for T. Harris,102,113
425,4,1:37.0,,K. O'Quinn enters the game for A. Horford,102,113
426,4,1:37.0,,M. Scott enters the game for F. Korkmaz,102,113
427,4,1:37.0,,M. Thybulle enters the game for B. Simmons,102,113
428,4,1:13.0,,Turnover by S. Milton (bad pass; steal by D. Murray),102,113
429,4,1:06.0,Shooting foul by M. Thybulle (drawn by L. Walker),,102,113
430,4,1:06.0,L. Walker misses free throw 1 of 2,,102,113
431,4,1:06.0,Offensive rebound by Team,,102,113
432,4,1:06.0,L. Walker misses free throw 2 of 2,,102,113
433,4,1:04.0,,Defensive rebound by K. O'Quinn,102,113
434,4,0:47.0,,M. Scott misses 3-pt jump shot from 26 ft,102,113
435,4,0:43.0,Defensive rebound by T. Lyles,,102,113
436,4,0:34.0,D. Murray makes 2-pt layup from 2 ft (assist by L. Walker),,104,113
437,4,0:10.0,,K. O'Quinn makes 2-pt dunk from 2 ft (assist by M. Thybulle),104,115
