,QUARTER,TIME_REMAINING,TORONTO_ACTION,DENVER_ACTION,TORONTO_SCORE,DENVER_SCORE
381,4,8:10.0,,M. Morris makes 2-pt layup from 3 ft,101,112
382,4,8:10.0,Toronto full timeout,,101,112
383,4,8:00.0,Turnover by P. McCaw (bad pass; steal by M. Plumlee),,101,112
384,4,7:53.0,,Turnover by M. Morris (bad pass; steal by P. Siakam),101,112
385,4,7:48.0,P. Siakam makes 2-pt dunk from 2 ft (assist by O. Anunoby),,103,112
386,4,7:26.0,,J. Grant misses 2-pt jump shot from 15 ft,103,112
387,4,7:24.0,Defensive rebound by K. Lowry,,103,112
388,4,7:20.0,K. Lowry makes 2-pt layup from 2 ft,,105,112
389,4,7:19.0,,Denver full timeout,105,112
390,4,7:19.0,,G. Harris enters the game for W. Barton,105,112
391,4,7:19.0,,N. Jokić enters the game for M. Plumlee,105,112
392,4,7:19.0,,J. Murray enters the game for M. Porter,105,112
393,4,7:01.0,,Offensive foul by J. Grant (drawn by K. Lowry),105,112
394,4,7:01.0,,Turnover by J. Grant (offensive foul),105,112
395,4,7:01.0,,Instant Replay (Request: Ruling Stands),105,112
396,4,6:39.0,P. McCaw makes 2-pt layup from 2 ft (assist by K. Lowry),,107,112
397,4,6:15.0,,N. Jokić makes 2-pt hook shot from 8 ft,107,114
398,4,6:02.0,K. Lowry misses 3-pt jump shot from 26 ft,,107,114
399,4,5:59.0,,Defensive rebound by N. Jokić,107,114
400,4,5:56.0,,G. Harris makes 2-pt layup from 1 ft (assist by N. Jokić),107,116
401,4,5:42.0,Shooting foul by M. Morris (drawn by N. Powell),,107,116
402,4,5:42.0,N. Powell makes free throw 1 of 2,,108,116
403,4,5:42.0,N. Powell makes free throw 2 of 2,,109,116
404,4,5:29.0,,M. Morris makes 2-pt layup from 1 ft,109,118
405,4,5:11.0,N. Powell makes 2-pt jump shot from 3 ft (assist by K. Lowry),,111,118
406,4,4:56.0,,N. Jokić misses 2-pt jump shot from 4 ft,111,118
407,4,4:54.0,Defensive rebound by P. McCaw,,111,118
408,4,4:48.0,O. Anunoby misses 3-pt jump shot from 25 ft,,111,118
409,4,4:44.0,,Defensive rebound by J. Grant,111,118
410,4,4:37.0,,J. Murray misses 3-pt jump shot from 26 ft,111,118
411,4,4:33.0,Defensive rebound by O. Anunoby,,111,118
412,4,4:28.0,P. Siakam makes 2-pt layup from 2 ft (assist by K. Lowry),,113,118
413,4,4:11.0,,Personal foul by O. Anunoby (drawn by N. Jokić),113,118
414,4,4:11.0,,N. Jokić makes free throw 1 of 2,113,119
415,4,4:11.0,,N. Jokić makes free throw 2 of 2,113,120
416,4,3:59.0,P. Siakam misses 2-pt hook shot from 1 ft,,113,120
417,4,3:57.0,,Defensive rebound by N. Jokić,113,120
418,4,3:42.0,,Shooting foul by O. Anunoby (drawn by J. Grant),113,120
419,4,3:42.0,,J. Grant makes free throw 1 of 2,113,121
420,4,3:42.0,,J. Grant makes free throw 2 of 2,113,122
421,4,3:30.0,P. McCaw makes 2-pt layup from 2 ft,,115,122
422,4,3:14.0,,Personal foul by P. Siakam (drawn by M. Morris),115,122
423,4,3:14.0,,M. Morris makes free throw 1 of 2,115,123
424,4,3:14.0,,M. Morris makes free throw 2 of 2,115,124
425,4,3:00.0,Turnover by K. Lowry (bad pass; steal by N. Jokić),,115,124
426,4,2:51.0,,J. Grant makes 2-pt jump shot from 14 ft,115,126
427,4,2:32.0,P. Siakam misses 2-pt layup from 3 ft,,115,126
428,4,2:28.0,Offensive rebound by P. Siakam,,115,126
429,4,2:28.0,P. Siakam misses 2-pt layup from 1 ft,,115,126
430,4,2:27.0,,Defensive rebound by G. Harris,115,126
431,4,2:12.0,,J. Grant makes 2-pt dunk at rim (assist by N. Jokić),115,128
432,4,2:11.0,Toronto full timeout,,115,128
433,4,2:04.0,N. Powell makes 2-pt layup from 1 ft (assist by P. Siakam),,117,128
434,4,1:44.0,,Turnover by N. Jokić (bad pass; steal by P. Siakam),117,128
435,4,1:38.0,Shooting foul by N. Jokić (drawn by N. Powell),,117,128
436,4,1:38.0,N. Powell misses free throw 1 of 2,,117,128
437,4,1:38.0,Offensive rebound by Team,,117,128
438,4,1:38.0,N. Powell makes free throw 2 of 2,,118,128
439,4,1:29.0,,G. Harris makes 3-pt jump shot from 22 ft (assist by J. Grant),118,131
440,4,1:22.0,K. Lowry misses 3-pt jump shot from 25 ft,,118,131
441,4,1:19.0,,Defensive rebound by N. Jokić,118,131
442,4,1:01.0,,G. Harris makes 2-pt layup from 1 ft (assist by N. Jokić),118,133
443,4,1:01.0,Toronto full timeout,,118,133
444,4,1:01.0,C. Boucher enters the game for O. Anunoby,,118,133
445,4,1:01.0,T. Davis enters the game for K. Lowry,,118,133
446,4,1:01.0,S. Johnson enters the game for P. McCaw,,118,133
447,4,1:01.0,M. Miller enters the game for N. Powell,,118,133
448,4,1:01.0,M. Thomas enters the game for P. Siakam,,118,133
449,4,1:01.0,,V. Čančar enters the game for J. Grant,118,133
450,4,1:01.0,,P. Dozier enters the game for N. Jokić,118,133
451,4,1:01.0,,M. Plumlee enters the game for J. Murray,118,133
452,4,0:40.0,M. Miller misses 3-pt jump shot from 22 ft,,118,133
453,4,0:40.0,Offensive rebound by Team,,118,133
454,4,0:40.0,,M. Porter enters the game for G. Harris,118,133
455,4,0:36.0,S. Johnson misses 2-pt jump shot from 19 ft,,118,133
456,4,0:32.0,,Defensive rebound by M. Porter,118,133
457,4,0:13.0,,P. Dozier misses 3-pt jump shot from 25 ft,118,133
458,4,0:09.0,Defensive rebound by M. Thomas,,118,133
459,4,0:04.0,M. Thomas misses 3-pt jump shot from 25 ft,,118,133
460,4,0:00.0,,Defensive rebound by M. Porter,118,133
