,QUARTER,TIME_REMAINING,WASHINGTON_ACTION,BOSTON_ACTION,WASHINGTON_SCORE,BOSTON_SCORE
0,1,11:48.0,,M. Smart makes 2-pt layup from 2 ft (assist by E. Freedom),0,2
1,1,11:32.0,I. Thomas makes 2-pt jump shot from 17 ft,,2,2
2,1,11:13.0,,J. Tatum makes 2-pt jump shot from 19 ft (assist by K. Walker),2,4
3,1,11:01.0,T. Bryant misses 2-pt jump shot from 19 ft,,2,4
4,1,10:59.0,Offensive rebound by R. Hachimura,,2,4
5,1,10:56.0,R. Hachimura makes 2-pt layup from 2 ft,,4,4
6,1,10:39.0,,J. Tatum misses 3-pt jump shot from 26 ft,4,4
7,1,10:37.0,,Offensive rebound by E. Freedom,4,4
8,1,10:31.0,,K. Walker misses 3-pt jump shot from 26 ft,4,4
9,1,10:30.0,,Offensive rebound by Team,4,4
10,1,10:30.0,Loose ball foul by R. Hachimura (drawn by E. Freedom),,4,4
11,1,10:20.0,,J. Tatum makes 2-pt jump shot from 12 ft (assist by K. Walker),4,6
12,1,10:08.0,Shooting foul by M. Smart (drawn by B. Beal),,4,6
13,1,10:08.0,B. Beal misses free throw 1 of 2,,4,6
14,1,10:08.0,Offensive rebound by Team,,4,6
15,1,10:08.0,B. Beal makes free throw 2 of 2,,5,6
16,1,9:54.0,,E. Freedom makes 2-pt layup from 4 ft (assist by J. Brown),5,8
17,1,9:34.0,R. Hachimura makes 2-pt jump shot from 16 ft,,7,8
18,1,9:14.0,,Shooting foul by R. Hachimura (drawn by E. Freedom),7,8
19,1,9:14.0,,E. Freedom makes free throw 1 of 2,7,9
20,1,9:14.0,D. Bertāns enters the game for R. Hachimura,,7,9
21,1,9:14.0,,E. Freedom misses free throw 2 of 2,7,9
22,1,9:14.0,Defensive rebound by D. Bertāns,,7,9
23,1,9:05.0,B. Beal misses 2-pt layup from 13 ft,,7,9
24,1,9:02.0,,Defensive rebound by E. Freedom,7,9
25,1,8:55.0,,J. Tatum misses 2-pt layup from 4 ft,7,9
26,1,8:53.0,,Offensive rebound by J. Tatum,7,9
27,1,8:52.0,,J. Tatum makes 2-pt layup from 1 ft,7,11
28,1,8:44.0,I. Thomas misses 3-pt jump shot from 25 ft,,7,11
29,1,8:42.0,,Defensive rebound by J. Brown,7,11
30,1,8:30.0,,J. Tatum misses 2-pt layup from 1 ft,7,11
31,1,8:28.0,Defensive rebound by D. Bertāns,,7,11
32,1,8:18.0,Turnover by I. Thomas (lost ball; steal by E. Freedom),,7,11
33,1,8:12.0,,J. Brown misses 2-pt layup at rim,7,11
34,1,8:10.0,,Offensive rebound by E. Freedom,7,11
35,1,8:08.0,,E. Freedom makes 2-pt layup from 1 ft,7,13
36,1,7:56.0,T. Brown makes 3-pt jump shot from 22 ft (assist by D. Bertāns),,10,13
37,1,7:40.0,,J. Brown misses 2-pt layup from 1 ft,10,13
38,1,7:38.0,Defensive rebound by D. Bertāns,,10,13
39,1,7:32.0,D. Bertāns makes 3-pt jump shot from 27 ft (assist by B. Beal),,13,13
40,1,7:31.0,,Boston full timeout,13,13
41,1,7:31.0,,V. Poirier enters the game for E. Freedom,13,13
42,1,7:23.0,,Personal foul by I. Thomas (drawn by J. Brown),13,13
43,1,7:13.0,,M. Smart misses 3-pt jump shot from 24 ft,13,13
44,1,7:12.0,Defensive rebound by Team,,13,13
45,1,6:57.0,B. Beal makes 2-pt jump shot from 8 ft,,15,13
46,1,6:38.0,,J. Tatum misses 3-pt jump shot from 25 ft,15,13
47,1,6:36.0,Defensive rebound by T. Brown,,15,13
48,1,6:28.0,D. Bertāns misses 3-pt jump shot from 23 ft,,15,13
49,1,6:26.0,,Defensive rebound by V. Poirier,15,13
50,1,6:14.0,,V. Poirier makes 2-pt jump shot from 18 ft (assist by J. Brown),15,15
51,1,5:59.0,I. Thomas makes 3-pt jump shot from 26 ft,,18,15
52,1,5:44.0,,K. Walker makes 3-pt jump shot from 25 ft (assist by M. Smart),18,18
53,1,5:32.0,B. Beal misses 2-pt jump shot from 15 ft,,18,18
54,1,5:28.0,,Defensive rebound by V. Poirier,18,18
55,1,5:20.0,,M. Smart makes 3-pt jump shot from 23 ft (assist by J. Brown),18,21
56,1,5:06.0,T. Bryant misses 3-pt jump shot from 24 ft,,18,21
57,1,5:04.0,,Defensive rebound by V. Poirier,18,21
58,1,4:59.0,,K. Walker makes 2-pt layup from 2 ft,18,23
59,1,4:59.0,,Shooting foul by T. Bryant (drawn by K. Walker),18,23
60,1,4:59.0,M. Wagner enters the game for T. Bryant,,18,23
61,1,4:59.0,,C. Edwards enters the game for M. Smart,18,23
62,1,4:59.0,,J. Green enters the game for J. Tatum,18,23
63,1,4:59.0,,K. Walker makes free throw 1 of 1,18,24
64,1,4:52.0,Personal foul by C. Edwards (drawn by M. Wagner),,18,24
65,1,4:52.0,,G. Williams enters the game for V. Poirier,18,24
66,1,4:46.0,M. Wagner makes 2-pt layup from 2 ft (assist by I. Thomas),,20,24
67,1,4:30.0,,J. Brown misses 2-pt layup from 2 ft,20,24
68,1,4:29.0,Defensive rebound by Team,,20,24
69,1,4:29.0,,Loose ball foul by G. Williams (drawn by M. Wagner),20,24
70,1,4:11.0,B. Beal makes 2-pt layup from 2 ft (assist by D. Bertāns),,22,24
71,1,3:59.0,,C. Edwards misses 2-pt jump shot from 17 ft,22,24
72,1,3:55.0,Defensive rebound by M. Wagner,,22,24
73,1,3:49.0,D. Bertāns makes 3-pt jump shot from 26 ft (assist by B. Beal),,25,24
74,1,3:26.0,,K. Walker misses 3-pt jump shot from 25 ft,25,24
75,1,3:24.0,,Offensive rebound by J. Brown,25,24
76,1,3:20.0,,J. Brown misses 2-pt jump shot from 4 ft,25,24
77,1,3:18.0,,Offensive rebound by C. Edwards,25,24
78,1,3:17.0,,C. Edwards misses 2-pt layup from 1 ft,25,24
79,1,3:15.0,Defensive rebound by T. Brown,,25,24
80,1,3:11.0,I. Thomas misses 3-pt jump shot from 26 ft,,25,24
81,1,3:10.0,,Defensive rebound by K. Walker,25,24
82,1,3:06.0,,Offensive foul by J. Brown (drawn by M. Wagner),25,24
83,1,3:06.0,,Turnover by J. Brown (offensive foul),25,24
84,1,3:06.0,Washington full timeout,,25,24
85,1,3:06.0,C. Miles enters the game for T. Brown,,25,24
86,1,3:06.0,I. Smith enters the game for I. Thomas,,25,24
87,1,2:52.0,B. Beal misses 2-pt jump shot from 14 ft,,25,24
88,1,2:50.0,,Defensive rebound by J. Green,25,24
89,1,2:37.0,,J. Brown misses 2-pt layup from 8 ft (block by D. Bertāns),25,24
90,1,2:35.0,Defensive rebound by M. Wagner,,25,24
91,1,2:27.0,B. Beal makes 2-pt layup from 3 ft,,27,24
92,1,2:10.0,,J. Green misses 2-pt layup from 4 ft,27,24
93,1,2:07.0,Defensive rebound by D. Bertāns,,27,24
94,1,2:00.0,C. Miles misses 3-pt jump shot from 24 ft,,27,24
95,1,1:58.0,,Defensive rebound by C. Edwards,27,24
96,1,1:53.0,,J. Green makes 2-pt layup from 2 ft (assist by C. Edwards),27,26
97,1,1:45.0,Shooting foul by G. Williams (drawn by B. Beal),,27,26
98,1,1:45.0,B. Beal makes free throw 1 of 2,,28,26
99,1,1:45.0,,E. Freedom enters the game for J. Brown,28,26
100,1,1:45.0,,J. Tatum enters the game for K. Walker,28,26
101,1,1:45.0,,B. Wanamaker enters the game for G. Williams,28,26
102,1,1:45.0,B. Beal makes free throw 2 of 2,,29,26
103,1,1:35.0,,C. Edwards makes 3-pt jump shot from 23 ft (assist by J. Tatum),29,29
104,1,1:23.0,B. Beal makes 3-pt jump shot from 27 ft (assist by M. Wagner),,32,29
105,1,1:04.0,,Turnover by E. Freedom (3 sec),32,29
106,1,1:04.0,J. McRae enters the game for B. Beal,,32,29
107,1,0:50.0,I. Smith makes 2-pt layup from 2 ft,,34,29
108,1,0:33.0,,J. Tatum makes 2-pt jump shot from 6 ft,34,31
109,1,0:24.0,C. Miles misses 3-pt jump shot from 24 ft,,34,31
110,1,0:22.0,,Defensive rebound by E. Freedom,34,31
111,1,0:01.0,,J. Tatum makes 2-pt jump shot from 9 ft,34,33
112,1,0:01.0,,Shooting foul by J. McRae (drawn by J. Tatum),34,33
113,1,0:01.0,,J. Tatum makes free throw 1 of 1,34,34
114,2,11:46.0,Flagrant foul type 1 by J. Green (drawn by M. Wagner),,34,34
115,2,11:46.0,Instant Replay (Request: Ruling Stands),,34,34
116,2,11:46.0,M. Wagner makes flagrant free throw 1 of 2,,35,34
117,2,11:46.0,M. Wagner makes flagrant free throw 2 of 2,,36,34
118,2,11:40.0,M. Wagner makes 2-pt layup from 2 ft (assist by C. Miles),,38,34
119,2,11:40.0,Shooting foul by E. Freedom (drawn by M. Wagner),,38,34
120,2,11:40.0,M. Wagner makes free throw 1 of 1,,39,34
121,2,11:26.0,,Turnover by C. Edwards (bad pass; steal by M. Wagner),39,34
122,2,11:13.0,D. Bertāns misses 3-pt jump shot from 27 ft,,39,34
123,2,11:10.0,Offensive rebound by I. Smith,,39,34
124,2,11:08.0,I. Smith misses 2-pt jump shot from 21 ft,,39,34
125,2,11:06.0,,Defensive rebound by J. Green,39,34
126,2,10:55.0,,C. Edwards makes 2-pt jump shot from 19 ft,39,36
127,2,10:46.0,I. Smith makes 2-pt layup from 4 ft,,41,36
128,2,10:36.0,,Shooting foul by J. McRae (drawn by B. Wanamaker),41,36
129,2,10:36.0,,B. Wanamaker makes free throw 1 of 2,41,37
130,2,10:36.0,,M. Smart enters the game for J. Green,41,37
131,2,10:36.0,,G. Williams enters the game for E. Freedom,41,37
132,2,10:36.0,,B. Wanamaker makes free throw 2 of 2,41,38
133,2,10:24.0,C. Miles misses 3-pt jump shot from 24 ft,,41,38
134,2,10:23.0,,Defensive rebound by Team,41,38
135,2,10:12.0,,M. Smart misses 3-pt jump shot from 26 ft,41,38
136,2,10:10.0,Defensive rebound by D. Bertāns,,41,38
137,2,10:10.0,Turnover by D. Bertāns (bad pass),,41,38
138,2,9:55.0,,Turnover by J. Tatum (lost ball; steal by C. Miles),41,38
