,QUARTER,TIME_REMAINING,MIAMI_ACTION,DALLAS_ACTION,MIAMI_SCORE,DALLAS_SCORE
431,4,0:30.0,,Loose ball foul by J. Brunson (drawn by J. Butler),110,112
432,4,0:30.0,,Instant Replay (Request: Ruling Stands),110,112
433,4,0:30.0,J. Butler makes free throw 1 of 2,,111,112
434,4,0:30.0,J. Butler makes free throw 2 of 2,,112,112
435,4,0:30.0,,Dallas full timeout,112,112
436,4,0:10.0,,T. Hardaway misses 2-pt jump shot from 7 ft,112,112
437,4,0:08.0,Defensive rebound by Team,,112,112
438,4,0:08.0,Instant Replay (Request: Ruling Stands),,112,112
439,4,0:08.0,Miami full timeout,,112,112
440,4,0:08.0,D. Robinson enters the game for D. Jones,,112,112
441,4,0:00.0,J. Butler misses 3-pt jump shot from 25 ft,,112,112
442,4,0:00.0,Offensive rebound by Team,,112,112
443,1OT,4:57.0,,Personal foul by J. Butler (drawn by J. Brunson),112,112
444,1OT,4:43.0,,Shooting foul by B. Adebayo (drawn by K. Porziņģis),112,112
445,1OT,4:43.0,,K. Porziņģis makes free throw 1 of 2,112,113
446,1OT,4:43.0,,K. Porziņģis misses free throw 2 of 2,112,113
447,1OT,4:40.0,Defensive rebound by T. Herro,,112,113
448,1OT,4:26.0,Personal foul by D. Finney-Smith (drawn by B. Adebayo),,112,113
449,1OT,4:18.0,J. Butler makes 2-pt jump shot from 9 ft (assist by D. Jones),,114,113
450,1OT,4:07.0,,M. Kleber makes 2-pt dunk from 1 ft (assist by J. Brunson),114,115
451,1OT,3:47.0,K. Nunn misses 2-pt jump shot from 16 ft,,114,115
452,1OT,3:45.0,,Defensive rebound by D. Finney-Smith,114,115
453,1OT,3:32.0,,J. Brunson misses 2-pt layup from 1 ft,114,115
454,1OT,3:30.0,Defensive rebound by K. Nunn,,114,115
455,1OT,3:25.0,K. Nunn misses 3-pt jump shot from 26 ft,,114,115
456,1OT,3:22.0,,Defensive rebound by K. Porziņģis,114,115
457,1OT,3:04.0,,J. Brunson makes 3-pt jump shot from 26 ft,114,118
458,1OT,2:41.0,J. Butler misses 3-pt jump shot from 25 ft,,114,118
459,1OT,2:39.0,,Defensive rebound by J. Brunson,114,118
460,1OT,2:19.0,,T. Hardaway misses 3-pt jump shot from 27 ft,114,118
461,1OT,2:18.0,Defensive rebound by Team,,114,118
462,1OT,2:18.0,,Loose ball foul by K. Porziņģis (drawn by D. Jones),114,118
463,1OT,2:09.0,Turnover by J. Butler (bad pass; steal by K. Porziņģis),,114,118
464,1OT,1:59.0,,Turnover by J. Brunson (lost ball; steal by B. Adebayo),114,118
465,1OT,1:55.0,T. Herro makes 3-pt jump shot from 25 ft (assist by B. Adebayo),,117,118
466,1OT,1:55.0,Instant Replay (Request: Ruling Stands),,117,118
467,1OT,1:36.0,,K. Porziņģis misses 2-pt jump shot from 7 ft (block by B. Adebayo),117,118
468,1OT,1:33.0,Defensive rebound by B. Adebayo,,117,118
469,1OT,1:18.0,B. Adebayo misses 2-pt layup from 4 ft,,117,118
470,1OT,1:17.0,Offensive rebound by B. Adebayo,,117,118
471,1OT,1:15.0,B. Adebayo makes 2-pt dunk at rim,,119,118
472,1OT,1:15.0,,Dallas full timeout,119,118
473,1OT,0:59.0,,Personal foul by D. Jones (drawn by M. Kleber),119,118
474,1OT,0:45.0,,K. Porziņģis misses 2-pt jump shot from 22 ft,119,118
475,1OT,0:42.0,Defensive rebound by J. Butler,,119,118
476,1OT,0:23.0,T. Herro misses 3-pt jump shot from 26 ft,,119,118
477,1OT,0:20.0,,Defensive rebound by J. Brunson,119,118
478,1OT,0:10.0,,J. Brunson misses 2-pt layup from 4 ft,119,118
479,1OT,0:10.0,Defensive rebound by J. Butler,,119,118
480,1OT,0:10.0,Personal take foul by D. Finney-Smith (drawn by J. Butler),,119,118
481,1OT,0:10.0,Miami full timeout,,119,118
482,1OT,0:10.0,D. Robinson enters the game for D. Jones,,119,118
483,1OT,0:10.0,Personal take foul by D. Finney-Smith (drawn by J. Butler),,119,118
484,1OT,0:09.0,J. Butler misses free throw 1 of 2,,119,118
485,1OT,0:09.0,Offensive rebound by Team,,119,118
486,1OT,0:09.0,D. Jones enters the game for D. Robinson,,119,118
487,1OT,0:09.0,,D. Powell enters the game for D. Finney-Smith,119,118
488,1OT,0:09.0,J. Butler misses free throw 2 of 2,,119,118
489,1OT,0:06.0,Offensive rebound by Team,,119,118
490,1OT,0:06.0,Instant Replay (Request: Ruling Stands),,119,118
491,1OT,0:06.0,D. Robinson enters the game for D. Jones,,119,118
492,1OT,0:06.0,,S. Curry enters the game for D. Powell,119,118
493,1OT,0:05.0,Personal foul by J. Brunson (drawn by J. Butler),,119,118
494,1OT,0:05.0,J. Butler makes free throw 1 of 2,,120,118
495,1OT,0:05.0,D. Jones enters the game for D. Robinson,,120,118
496,1OT,0:05.0,,D. Powell enters the game for S. Curry,120,118
497,1OT,0:05.0,J. Butler makes free throw 2 of 2,,121,118
498,1OT,0:05.0,,Dallas full timeout,121,118
499,1OT,0:05.0,,S. Curry enters the game for D. Powell,121,118
500,1OT,0:01.0,,J. Brunson misses 3-pt jump shot from 25 ft,121,118
501,1OT,0:01.0,Defensive rebound by D. Jones,,121,118
502,1OT,0:00.0,Personal take foul by M. Kleber (drawn by D. Jones),,121,118
503,1OT,0:00.0,Instant Replay (Request: Ruling Stands),,121,118
504,1OT,0:00.0,D. Jones misses free throw 1 of 2,,121,118
505,1OT,0:00.0,Offensive rebound by Team,,121,118
506,1OT,0:00.0,D. Jones makes free throw 2 of 2,,122,118
