,QUARTER,TIME_REMAINING,TORONTO_ACTION,LA CLIPPERS_ACTION,TORONTO_SCORE,LA CLIPPERS_SCORE
377,4,9:14.0,,M. Harkless makes free throw 1 of 2,79,81
378,4,9:14.0,,M. Harkless makes free throw 2 of 2,79,82
379,4,9:11.0,Toronto full timeout,,79,82
380,4,9:00.0,C. Boucher makes 3-pt jump shot from 25 ft (assist by F. VanVleet),,82,82
381,4,8:43.0,,K. Leonard misses 2-pt jump shot from 18 ft,82,82
382,4,8:42.0,,Offensive rebound by J. Green,82,82
383,4,8:42.0,,Shooting foul by C. Boucher (drawn by J. Green),82,82
384,4,8:42.0,,J. Green makes free throw 1 of 2,82,83
385,4,8:42.0,,J. Green makes free throw 2 of 2,82,84
386,4,8:31.0,Shooting foul by M. Harrell (drawn by P. Siakam),,82,84
387,4,8:31.0,P. Siakam misses free throw 1 of 2,,82,84
388,4,8:31.0,Offensive rebound by Team,,82,84
389,4,8:31.0,P. Siakam misses free throw 2 of 2,,82,84
390,4,8:28.0,,Defensive rebound by M. Harrell,82,84
391,4,8:17.0,,J. Green misses 3-pt jump shot from 24 ft,82,84
392,4,8:15.0,Defensive rebound by Team,,82,84
393,4,8:15.0,,Loose ball foul by M. Harkless (drawn by C. Boucher),82,84
394,4,7:52.0,N. Powell misses 2-pt jump shot from 9 ft,,82,84
395,4,7:48.0,,Defensive rebound by L. Williams,82,84
396,4,7:45.0,,M. Harrell misses 2-pt jump shot from 7 ft,82,84
397,4,7:41.0,Defensive rebound by C. Boucher,,82,84
398,4,7:37.0,R. Hollis-Jefferson misses 2-pt layup from 3 ft,,82,84
399,4,7:34.0,,Defensive rebound by K. Leonard,82,84
400,4,7:30.0,,M. Harrell makes 2-pt dunk from 1 ft (assist by K. Leonard),82,86
401,4,7:13.0,C. Boucher misses 3-pt jump shot from 25 ft,,82,86
402,4,7:08.0,,Defensive rebound by K. Leonard,82,86
403,4,6:56.0,,Shooting foul by R. Hollis-Jefferson (drawn by M. Harkless),82,86
404,4,6:56.0,,M. Harkless misses free throw 1 of 2,82,86
405,4,6:56.0,,Offensive rebound by Team,82,86
406,4,6:56.0,M. Gasol enters the game for C. Boucher,,82,86
407,4,6:56.0,,M. Harkless makes free throw 2 of 2,82,87
408,4,6:38.0,F. VanVleet makes 2-pt layup from 2 ft,,84,87
409,4,6:15.0,,K. Leonard misses 2-pt jump shot from 4 ft,84,87
410,4,6:13.0,,Offensive rebound by K. Leonard,84,87
411,4,6:07.0,,K. Leonard makes 2-pt jump shot from 13 ft (assist by J. Green),84,89
412,4,5:38.0,Turnover by R. Hollis-Jefferson (bad pass; steal by M. Harrell),,84,89
413,4,5:32.0,,Shooting foul by P. Siakam (drawn by K. Leonard),84,89
414,4,5:32.0,,K. Leonard misses free throw 1 of 2,84,89
415,4,5:32.0,,Offensive rebound by Team,84,89
416,4,5:32.0,,LA Clippers full timeout,84,89
417,4,5:32.0,,K. Leonard makes free throw 2 of 2,84,90
418,4,5:10.0,F. VanVleet misses 2-pt jump shot from 18 ft,,84,90
419,4,5:07.0,,Defensive rebound by J. Green,84,90
420,4,4:46.0,,J. Green misses 3-pt jump shot from 24 ft,84,90
421,4,4:45.0,,Offensive rebound by Team,84,90
422,4,4:45.0,,Turnover by Team (shot clock),84,90
423,4,4:45.0,C. Boucher enters the game for R. Hollis-Jefferson,,84,90
424,4,4:25.0,C. Boucher misses 2-pt layup from 5 ft,,84,90
425,4,4:25.0,Offensive rebound by Team,,84,90
426,4,4:20.0,M. Gasol misses 2-pt jump shot from 13 ft,,84,90
427,4,4:20.0,,Defensive rebound by K. Leonard,84,90
428,4,4:14.0,,Turnover by K. Leonard (lost ball; steal by F. VanVleet),84,90
429,4,4:10.0,C. Boucher misses 3-pt jump shot from 23 ft,,84,90
430,4,4:05.0,,Defensive rebound by K. Leonard,84,90
431,4,3:46.0,,J. Green misses 2-pt layup from 5 ft (block by M. Gasol),84,90
432,4,3:43.0,Defensive rebound by M. Gasol,,84,90
433,4,3:41.0,P. Siakam makes 2-pt dunk at rim (assist by N. Powell),,86,90
434,4,3:24.0,,M. Harkless misses 2-pt layup from 2 ft,86,90
435,4,3:19.0,,Offensive rebound by M. Harrell,86,90
436,4,3:19.0,,M. Harrell misses 2-pt layup at rim,86,90
437,4,3:19.0,,Offensive rebound by J. Green,86,90
438,4,3:14.0,,J. Green makes 2-pt layup at rim,86,92
439,4,3:08.0,Toronto full timeout,,86,92
440,4,2:54.0,F. VanVleet misses 2-pt layup from 2 ft (block by M. Harrell),,86,92
441,4,2:51.0,,Defensive rebound by J. Green,86,92
442,4,2:40.0,,M. Harrell misses 2-pt dunk from 3 ft (block by C. Boucher),86,92
443,4,2:32.0,,Offensive rebound by M. Harkless,86,92
444,4,2:30.0,,Turnover by Team (shot clock),86,92
445,4,2:13.0,F. VanVleet misses 2-pt layup from 4 ft,,86,92
446,4,2:09.0,Offensive rebound by P. Siakam,,86,92
447,4,2:08.0,P. Siakam misses 2-pt layup from 5 ft (block by J. Green),,86,92
448,4,2:06.0,,Defensive rebound by K. Leonard,86,92
449,4,2:06.0,,Turnover by K. Leonard (traveling),86,92
450,4,1:44.0,P. Siakam misses 3-pt jump shot from 26 ft,,86,92
451,4,1:42.0,Offensive rebound by C. Boucher,,86,92
452,4,1:42.0,C. Boucher makes 2-pt layup from 1 ft,,88,92
453,4,1:22.0,,J. Green misses 2-pt layup from 3 ft,88,92
454,4,1:21.0,Defensive rebound by N. Powell,,88,92
455,4,1:21.0,Toronto full timeout,,88,92
456,4,1:21.0,,P. Beverley enters the game for L. Williams,88,92
457,4,1:06.0,P. Siakam misses 2-pt hook shot from 4 ft,,88,92
458,4,1:06.0,Offensive rebound by C. Boucher,,88,92
459,4,1:01.0,C. Boucher misses 2-pt layup from 3 ft,,88,92
460,4,1:01.0,,Defensive rebound by K. Leonard,88,92
461,4,0:58.0,,M. Harrell makes 2-pt dunk from 1 ft (assist by K. Leonard),88,94
462,4,0:50.0,M. Gasol misses 3-pt jump shot from 28 ft,,88,94
463,4,0:45.0,,Defensive rebound by P. Beverley,88,94
464,4,0:43.0,,Personal take foul by P. Siakam (drawn by K. Leonard),88,94
465,4,0:43.0,,K. Leonard makes free throw 1 of 2,88,95
466,4,0:43.0,M. Thomas enters the game for C. Boucher,,88,95
467,4,0:43.0,,K. Leonard makes free throw 2 of 2,88,96
468,4,0:38.0,,Violation by Team (kicked ball),88,96
469,4,0:29.0,F. VanVleet misses 3-pt jump shot from 29 ft,,88,96
470,4,0:26.0,,Defensive rebound by M. Harrell,88,96
471,4,0:18.0,,J. Green makes 2-pt layup from 2 ft (assist by M. Harrell),88,98
472,4,0:18.0,,Shooting foul by M. Thomas (drawn by J. Green),88,98
473,4,0:18.0,,T. Mann enters the game for K. Leonard,88,98
474,4,0:18.0,,J. Green misses free throw 1 of 1,88,98
475,4,0:15.0,,Offensive rebound by J. Green,88,98
476,4,0:13.0,,Turnover by J. Green (lost ball; steal by M. Gasol),88,98
477,4,0:12.0,Personal take foul by P. Beverley (drawn by F. VanVleet),,88,98
478,4,0:07.0,Turnover by M. Thomas (traveling),,88,98
