,QUARTER,TIME_REMAINING,GOLDEN STATE_ACTION,WASHINGTON_ACTION,GOLDEN STATE_SCORE,WASHINGTON_SCORE
58,1,4:30.0,A. Burks misses 2-pt layup from 6 ft,,25,21
59,1,4:27.0,,Defensive rebound by R. Hachimura,25,21
60,1,4:19.0,,T. Brown misses 3-pt jump shot from 26 ft,25,21
61,1,4:16.0,Defensive rebound by D. Green,,25,21
62,1,4:12.0,D. Lee misses 2-pt layup from 3 ft,,25,21
63,1,4:11.0,,Defensive rebound by T. Brown,25,21
64,1,4:06.0,,Offensive foul by R. Hachimura (drawn by D. Green),25,21
65,1,4:06.0,,Turnover by R. Hachimura (offensive foul),25,21
66,1,4:06.0,O. Spellman enters the game for M. Chriss,,25,21
67,1,4:06.0,,D. Bertāns enters the game for R. Hachimura,25,21
68,1,3:48.0,A. Burks misses 2-pt jump shot from 19 ft,,25,21
69,1,3:47.0,,Defensive rebound by Team,25,21
70,1,3:47.0,Loose ball foul by O. Spellman (drawn by T. Bryant),,25,21
71,1,3:32.0,,T. Brown makes 2-pt layup from 3 ft (assist by T. Bryant),25,23
72,1,3:32.0,Golden State full timeout,,25,23
73,1,3:32.0,,I. Smith enters the game for I. Thomas,25,23
74,1,3:19.0,O. Spellman misses 3-pt jump shot from 27 ft,,25,23
75,1,3:14.0,,Defensive rebound by T. Brown,25,23
76,1,3:06.0,,D. Bertāns makes 2-pt jump shot from 3 ft (assist by T. Brown),25,25
77,1,2:55.0,A. Burks makes 3-pt jump shot from 26 ft (assist by D. Green),,28,25
78,1,2:39.0,,Shooting foul by J. Poole (drawn by T. Bryant),28,25
79,1,2:39.0,,T. Bryant makes free throw 1 of 2,28,26
80,1,2:39.0,K. Looney enters the game for D. Green,,28,26
81,1,2:39.0,E. Paschall enters the game for D. Lee,,28,26
82,1,2:39.0,,I. Bonga enters the game for B. Beal,28,26
83,1,2:39.0,,T. Bryant makes free throw 2 of 2,28,27
84,1,2:30.0,Turnover by J. Poole (traveling),,28,27
85,1,2:16.0,,D. Bertāns misses 3-pt jump shot from 25 ft,28,27
86,1,2:13.0,Defensive rebound by K. Looney,,28,27
87,1,2:00.0,Shooting foul by I. Bonga (drawn by E. Paschall),,28,27
88,1,2:00.0,E. Paschall misses free throw 1 of 2,,28,27
89,1,2:00.0,Offensive rebound by Team,,28,27
90,1,2:00.0,E. Paschall misses free throw 2 of 2,,28,27
91,1,1:56.0,Offensive rebound by O. Spellman,,28,27
92,1,1:53.0,A. Burks makes 3-pt jump shot from 26 ft (assist by K. Looney),,31,27
93,1,1:36.0,,T. Brown makes 2-pt layup from 5 ft (assist by T. Bryant),31,29
94,1,1:21.0,Shooting foul by T. Brown (drawn by A. Burks),,31,29
95,1,1:21.0,A. Burks makes free throw 1 of 3,,32,29
96,1,1:21.0,A. Burks makes free throw 2 of 3,,33,29
97,1,1:21.0,A. Burks makes free throw 3 of 3,,34,29
98,1,1:13.0,,T. Bryant makes 2-pt dunk from 2 ft (assist by T. Brown),34,31
99,1,0:52.0,O. Spellman makes 2-pt layup from 3 ft (assist by J. Poole),,36,31
100,1,0:43.0,,Turnover by D. Bertāns (bad pass; steal by A. Burks),36,31
101,1,0:41.0,Personal take foul by D. Bertāns (drawn by A. Burks),,36,31
102,1,0:41.0,A. Burks makes free throw 1 of 2,,37,31
103,1,0:41.0,J. Evans enters the game for J. Poole,,37,31
104,1,0:41.0,A. Burks misses free throw 2 of 2,,37,31
105,1,0:38.0,,Defensive rebound by I. Smith,37,31
106,1,0:35.0,,D. Bertāns makes 3-pt jump shot from 27 ft (assist by I. Smith),37,34
107,1,0:17.0,Shooting foul by I. Bonga (drawn by E. Paschall),,37,34
108,1,0:17.0,E. Paschall makes free throw 1 of 2,,38,34
109,1,0:17.0,E. Paschall misses free throw 2 of 2,,38,34
110,1,0:16.0,,Defensive rebound by Team,38,34
111,1,0:16.0,Loose ball foul by K. Looney (drawn by D. Bertāns),,38,34
112,1,0:16.0,,D. Bertāns makes free throw 1 of 2,38,35
113,1,0:16.0,D. Lee enters the game for J. Evans,,38,35
114,1,0:16.0,,D. Bertāns makes free throw 2 of 2,38,36
115,1,0:00.0,E. Paschall makes 2-pt layup from 3 ft,,40,36
116,2,11:46.0,J. Poole makes 2-pt jump shot from 20 ft,,42,36
117,2,11:22.0,,I. Bonga misses 2-pt layup from 2 ft,42,36
118,2,11:20.0,Defensive rebound by K. Looney,,42,36
119,2,11:11.0,O. Spellman misses 2-pt jump shot from 17 ft,,42,36
120,2,11:09.0,,Defensive rebound by T. Brown,42,36
121,2,11:02.0,,T. Brown misses 2-pt layup from 2 ft,42,36
122,2,11:00.0,Defensive rebound by E. Paschall,,42,36
123,2,10:56.0,Shooting foul by T. Bryant (drawn by E. Paschall),,42,36
124,2,10:56.0,E. Paschall makes free throw 1 of 2,,43,36
125,2,10:56.0,,M. Wagner enters the game for T. Bryant,43,36
126,2,10:56.0,E. Paschall misses free throw 2 of 2,,43,36
127,2,10:54.0,,Defensive rebound by M. Wagner,43,36
128,2,10:45.0,,I. Smith misses 2-pt jump shot from 16 ft,43,36
129,2,10:43.0,Defensive rebound by A. Burks,,43,36
130,2,10:38.0,Turnover by E. Paschall (bad pass),,43,36
131,2,10:28.0,,D. Bertāns misses 2-pt jump shot from 11 ft,43,36
132,2,10:27.0,Defensive rebound by E. Paschall,,43,36
133,2,10:24.0,Shooting foul by I. Bonga (drawn by O. Spellman),,43,36
134,2,10:24.0,O. Spellman makes free throw 1 of 2,,44,36
135,2,10:24.0,,G. Payton enters the game for I. Bonga,44,36
136,2,10:24.0,O. Spellman makes free throw 2 of 2,,45,36
137,2,10:14.0,,I. Smith misses 2-pt layup from 3 ft,45,36
138,2,10:13.0,Defensive rebound by K. Looney,,45,36
139,2,9:58.0,K. Looney misses 2-pt jump shot from 16 ft,,45,36
140,2,9:55.0,Offensive rebound by E. Paschall,,45,36
141,2,9:51.0,E. Paschall misses 2-pt layup from 5 ft,,45,36
142,2,9:49.0,Offensive rebound by E. Paschall,,45,36
143,2,9:48.0,E. Paschall misses 2-pt layup from 3 ft (block by D. Bertāns),,45,36
144,2,9:48.0,Offensive rebound by E. Paschall,,45,36
145,2,9:45.0,E. Paschall misses 2-pt layup from 2 ft (block by T. Brown),,45,36
146,2,9:45.0,Offensive rebound by E. Paschall,,45,36
147,2,9:44.0,E. Paschall makes 2-pt layup from 4 ft,,47,36
148,2,9:44.0,,Washington full timeout,47,36
149,2,9:44.0,J. Evans enters the game for K. Looney,,47,36
150,2,9:44.0,D. Lee enters the game for J. Poole,,47,36
151,2,9:44.0,,B. Beal enters the game for T. Brown,47,36
152,2,9:44.0,,R. Hachimura enters the game for G. Payton,47,36
153,2,9:44.0,,I. Thomas enters the game for I. Smith,47,36
154,2,9:26.0,,B. Beal makes 2-pt jump shot from 10 ft,47,38
155,2,9:11.0,E. Paschall misses 2-pt layup from 5 ft,,47,38
156,2,9:10.0,,Defensive rebound by R. Hachimura,47,38
157,2,9:05.0,,B. Beal misses 3-pt jump shot from 28 ft,47,38
158,2,9:00.0,Defensive rebound by A. Burks,,47,38
159,2,8:48.0,A. Burks misses 3-pt jump shot from 26 ft,,47,38
160,2,8:45.0,,Defensive rebound by I. Thomas,47,38
161,2,8:43.0,,I. Thomas misses 3-pt jump shot from 24 ft,47,38
162,2,8:40.0,Defensive rebound by E. Paschall,,47,38
163,2,8:31.0,Turnover by D. Lee (traveling),,47,38
164,2,8:10.0,,B. Beal misses 2-pt layup from 3 ft,47,38
165,2,8:08.0,Defensive rebound by E. Paschall,,47,38
166,2,7:58.0,J. Evans misses 2-pt jump shot from 19 ft,,47,38
167,2,7:55.0,,Defensive rebound by M. Wagner,47,38
168,2,7:52.0,,Shooting foul by J. Evans (drawn by I. Thomas),47,38
169,2,7:52.0,,I. Thomas makes free throw 1 of 2,47,39
170,2,7:52.0,M. Chriss enters the game for A. Burks,,47,39
171,2,7:52.0,G. Robinson enters the game for O. Spellman,,47,39
172,2,7:52.0,,I. Thomas makes free throw 2 of 2,47,40
173,2,7:40.0,G. Robinson misses 3-pt jump shot from 26 ft,,47,40
174,2,7:37.0,Offensive rebound by M. Chriss,,47,40
175,2,7:36.0,M. Chriss makes 2-pt dunk from 2 ft,,49,40
176,2,7:13.0,,Shooting foul by E. Paschall (drawn by B. Beal),49,40
177,2,7:13.0,,B. Beal makes free throw 1 of 2,49,41
178,2,7:13.0,,B. Beal makes free throw 2 of 2,49,42
179,2,6:58.0,J. Evans misses 2-pt layup from 3 ft,,49,42
180,2,6:57.0,,Defensive rebound by Team,49,42
181,2,6:51.0,,B. Beal makes 3-pt jump shot from 26 ft (assist by I. Thomas),49,45
182,2,6:43.0,Golden State full timeout,,49,45
183,2,6:43.0,D. Green enters the game for E. Paschall,,49,45
184,2,6:39.0,J. Evans misses 2-pt jump shot from 19 ft,,49,45
185,2,6:36.0,,Defensive rebound by R. Hachimura,49,45
186,2,6:19.0,,B. Beal misses 2-pt hook shot from 4 ft (block by J. Evans),49,45
187,2,6:17.0,Defensive rebound by D. Green,,49,45
188,2,6:07.0,D. Lee misses 3-pt jump shot from 27 ft,,49,45
189,2,6:03.0,,Defensive rebound by D. Bertāns,49,45
190,2,5:59.0,,I. Thomas misses 2-pt jump shot from 14 ft (block by D. Green),49,45
191,2,5:59.0,,Offensive rebound by Team,49,45
192,2,5:59.0,,T. Bryant enters the game for R. Hachimura,49,45
193,2,5:57.0,,M. Wagner makes 2-pt layup from 1 ft (assist by D. Bertāns),49,47
194,2,5:43.0,G. Robinson makes 2-pt layup from 3 ft (assist by D. Lee),,51,47
195,2,5:27.0,,D. Bertāns makes 3-pt jump shot from 31 ft (assist by T. Bryant),51,50
196,2,5:14.0,D. Green makes 3-pt jump shot from 26 ft (assist by D. Lee),,54,50
197,2,4:57.0,,M. Wagner makes 2-pt layup from 1 ft (assist by I. Thomas),54,52
198,2,4:39.0,D. Lee misses 2-pt jump shot from 11 ft,,54,52
199,2,4:37.0,,Defensive rebound by T. Bryant,54,52
200,2,4:28.0,,Shooting foul by D. Green (drawn by B. Beal),54,52
201,2,4:28.0,,B. Beal makes free throw 1 of 2,54,53
202,2,4:28.0,A. Burks enters the game for D. Lee,,54,53
203,2,4:28.0,,B. Beal makes free throw 2 of 2,54,54
204,2,4:12.0,D. Green misses 3-pt jump shot from 25 ft,,54,54
205,2,4:09.0,Offensive rebound by J. Evans,,54,54
206,2,4:03.0,G. Robinson makes 3-pt jump shot from 26 ft (assist by D. Green),,57,54
207,2,3:51.0,,Shooting foul by A. Burks (drawn by T. Bryant),57,54
208,2,3:51.0,,T. Bryant misses free throw 1 of 2,57,54
209,2,3:51.0,,Offensive rebound by Team,57,54
210,2,3:51.0,,T. Bryant makes free throw 2 of 2,57,55
211,2,3:30.0,A. Burks misses 3-pt jump shot from 28 ft,,57,55
212,2,3:24.0,,Defensive rebound by T. Bryant,57,55
213,2,3:20.0,,Personal foul by M. Chriss (drawn by T. Bryant),57,55
214,2,3:20.0,,T. Bryant makes free throw 1 of 2,57,56
215,2,3:20.0,,T. Bryant makes free throw 2 of 2,57,57
216,2,3:05.0,Turnover by A. Burks (bad pass),,57,57
217,2,3:05.0,,G. Payton enters the game for M. Wagner,57,57
218,2,2:56.0,,Turnover by I. Thomas (bad pass; steal by D. Green),57,57
219,2,2:50.0,G. Robinson makes 2-pt layup from 3 ft (assist by A. Burks),,59,57
220,2,2:35.0,,Shooting foul by M. Chriss (drawn by B. Beal),59,57
221,2,2:35.0,,B. Beal makes free throw 1 of 2,59,58
222,2,2:35.0,D. Lee enters the game for M. Chriss,,59,58
223,2,2:35.0,E. Paschall enters the game for J. Evans,,59,58
224,2,2:35.0,,T. Brown enters the game for D. Bertāns,59,58
225,2,2:35.0,,B. Beal makes free throw 2 of 2,59,59
226,2,2:23.0,D. Green makes 2-pt jump shot from 19 ft (assist by A. Burks),,61,59
227,2,2:01.0,,B. Beal misses 2-pt layup from 9 ft,61,59
228,2,1:59.0,,Offensive rebound by T. Bryant,61,59
229,2,1:59.0,,T. Bryant makes 2-pt layup from 3 ft,61,61
230,2,1:49.0,Personal foul by G. Payton (drawn by A. Burks),,61,61
231,2,1:36.0,D. Lee makes 3-pt jump shot from 25 ft (assist by G. Robinson),,64,61
232,2,1:21.0,,B. Beal makes 2-pt jump shot from 14 ft (assist by I. Thomas),64,63
233,2,1:11.0,A. Burks makes 2-pt layup from 2 ft (assist by D. Green),,66,63
234,2,1:11.0,Shooting foul by G. Payton (drawn by A. Burks),,66,63
235,2,1:11.0,A. Burks makes free throw 1 of 1,,67,63
236,2,0:56.0,,I. Thomas misses 2-pt layup from 9 ft,67,63
237,2,0:54.0,Defensive rebound by A. Burks,,67,63
238,2,0:50.0,Turnover by G. Robinson (lost ball; steal by T. Brown),,67,63
239,2,0:40.0,,B. Beal misses 2-pt layup from 9 ft,67,63
240,2,0:37.0,Defensive rebound by G. Robinson,,67,63
241,2,0:37.0,Personal foul by G. Payton (drawn by G. Robinson),,67,63
242,2,0:37.0,G. Robinson makes free throw 1 of 2,,68,63
243,2,0:37.0,G. Robinson makes free throw 2 of 2,,69,63
244,2,0:30.0,,I. Thomas misses 3-pt jump shot from 27 ft,69,63
245,2,0:26.0,Defensive rebound by E. Paschall,,69,63
246,2,0:11.0,D. Lee makes 3-pt jump shot from 25 ft (assist by D. Green),,72,63
247,2,0:03.0,,Offensive foul by B. Beal (drawn by D. Green),72,63
248,2,0:03.0,,Turnover by B. Beal (offensive foul),72,63
249,3,11:51.0,Turnover by D. Green (bad pass; steal by B. Beal),,72,63
250,3,11:33.0,,I. Thomas misses 2-pt layup from 5 ft (block by J. Evans),72,63
251,3,11:32.0,,Offensive rebound by Team,72,63
252,3,11:26.0,,Turnover by R. Hachimura (lost ball; steal by D. Green),72,63
253,3,11:23.0,D. Green makes 2-pt dunk at rim (assist by G. Robinson),,74,63
254,3,11:01.0,,R. Hachimura misses 2-pt layup from 7 ft,74,63
255,3,10:58.0,Defensive rebound by M. Chriss,,74,63
256,3,10:47.0,G. Robinson makes 3-pt jump shot from 23 ft (assist by J. Evans),,77,63
257,3,10:29.0,,I. Thomas misses 3-pt jump shot from 26 ft,77,63
258,3,10:27.0,Defensive rebound by Team,,77,63
259,3,10:27.0,,Loose ball foul by G. Payton (drawn by D. Green),77,63
260,3,10:27.0,,I. Bonga enters the game for G. Payton,77,63
261,3,10:13.0,G. Robinson misses 2-pt jump shot from 15 ft,,77,63
262,3,10:10.0,,Defensive rebound by I. Mahinmi,77,63
263,3,10:00.0,,I. Bonga misses 2-pt layup from 4 ft (block by M. Chriss),77,63
264,3,9:57.0,Defensive rebound by G. Robinson,,77,63
265,3,9:56.0,D. Lee makes 2-pt layup from 1 ft (assist by G. Robinson),,79,63
266,3,9:56.0,,Washington full timeout,79,63
267,3,9:38.0,,R. Hachimura makes 2-pt layup from 3 ft,79,65
268,3,9:16.0,Shooting foul by I. Bonga (drawn by M. Chriss),,79,65
269,3,9:16.0,M. Chriss makes free throw 1 of 2,,80,65
270,3,9:16.0,M. Chriss misses free throw 2 of 2,,80,65
271,3,9:14.0,,Defensive rebound by R. Hachimura,80,65
272,3,9:01.0,,B. Beal misses 2-pt jump shot from 8 ft,80,65
273,3,8:59.0,,Offensive rebound by I. Mahinmi,80,65
274,3,8:59.0,,Turnover by I. Mahinmi (lost ball; steal by J. Evans),80,65
275,3,8:44.0,M. Chriss makes 2-pt jump shot from 13 ft,,82,65
276,3,8:26.0,,R. Hachimura makes 2-pt jump shot from 21 ft (assist by I. Thomas),82,67
277,3,8:13.0,Turnover by D. Green (traveling),,82,67
278,3,8:13.0,,T. Bryant enters the game for I. Mahinmi,82,67
279,3,8:01.0,,Shooting foul by D. Green (drawn by R. Hachimura),82,67
280,3,8:01.0,,R. Hachimura misses free throw 1 of 2,82,67
281,3,8:01.0,,Offensive rebound by Team,82,67
282,3,8:01.0,,R. Hachimura makes free throw 2 of 2,82,68
283,3,7:50.0,D. Green makes 2-pt layup from 2 ft (assist by J. Evans),,84,68
284,3,7:36.0,,Personal foul by D. Green (drawn by R. Hachimura),84,68
285,3,7:30.0,,Shooting foul by D. Lee (drawn by I. Bonga),84,68
286,3,7:30.0,,I. Bonga misses free throw 1 of 2,84,68
287,3,7:30.0,,Offensive rebound by Team,84,68
288,3,7:30.0,,I. Bonga makes free throw 2 of 2,84,69
289,3,7:21.0,D. Green misses 2-pt jump shot from 7 ft,,84,69
290,3,7:19.0,,Defensive rebound by R. Hachimura,84,69
291,3,7:06.0,,R. Hachimura makes 2-pt jump shot from 17 ft (assist by B. Beal),84,71
292,3,6:52.0,M. Chriss makes 2-pt jump shot from 19 ft (assist by G. Robinson),,86,71
293,3,6:33.0,,B. Beal misses 2-pt jump shot from 3 ft (block by J. Evans),86,71
294,3,6:31.0,Defensive rebound by Team,,86,71
295,3,6:31.0,,D. Bertāns enters the game for R. Hachimura,86,71
296,3,6:19.0,D. Lee makes 2-pt jump shot from 15 ft (assist by D. Green),,88,71
297,3,5:58.0,,I. Bonga misses 3-pt jump shot from 26 ft,88,71
298,3,5:54.0,Defensive rebound by D. Green,,88,71
299,3,5:42.0,G. Robinson makes 2-pt jump shot from 19 ft (assist by D. Lee),,90,71
300,3,5:41.0,,Washington full timeout,90,71
301,3,5:41.0,,T. Brown enters the game for I. Bonga,90,71
302,3,5:41.0,,I. Smith enters the game for I. Thomas,90,71
303,3,5:31.0,,Personal foul by G. Robinson (drawn by B. Beal),90,71
304,3,5:17.0,,B. Beal misses 2-pt layup from 5 ft,90,71
305,3,5:15.0,Defensive rebound by D. Green,,90,71
306,3,5:11.0,D. Lee misses 3-pt jump shot from 26 ft,,90,71
307,3,5:08.0,,Defensive rebound by D. Bertāns,90,71
308,3,5:07.0,,B. Beal makes 2-pt layup from 2 ft (assist by D. Bertāns),90,73
309,3,5:07.0,,Shooting foul by J. Evans (drawn by B. Beal),90,73
310,3,5:07.0,A. Burks enters the game for M. Chriss,,90,73
311,3,5:07.0,O. Spellman enters the game for J. Evans,,90,73
312,3,5:07.0,,B. Beal makes free throw 1 of 1,90,74
313,3,4:46.0,G. Robinson misses 2-pt jump shot from 19 ft,,90,74
314,3,4:43.0,,Defensive rebound by T. Bryant,90,74
315,3,4:33.0,,B. Beal makes 2-pt layup from 2 ft,90,76
316,3,4:32.0,Golden State full timeout,,90,76
317,3,4:32.0,J. Poole enters the game for D. Lee,,90,76
318,3,4:13.0,A. Burks makes 3-pt jump shot from 29 ft,,93,76
319,3,3:55.0,,B. Beal misses 2-pt layup from 8 ft,93,76
320,3,3:52.0,Defensive rebound by G. Robinson,,93,76
321,3,3:34.0,J. Poole misses 2-pt jump shot from 16 ft,,93,76
322,3,3:32.0,,Defensive rebound by T. Bryant,93,76
323,3,3:21.0,,B. Beal misses 3-pt jump shot from 25 ft,93,76
324,3,3:17.0,Defensive rebound by O. Spellman,,93,76
325,3,3:10.0,A. Burks misses 3-pt jump shot from 29 ft,,93,76
326,3,3:09.0,,Defensive rebound by Team,93,76
327,3,3:09.0,E. Paschall enters the game for O. Spellman,,93,76
328,3,2:57.0,,B. Beal misses 2-pt jump shot from 19 ft,93,76
329,3,2:53.0,Defensive rebound by D. Green,,93,76
330,3,2:44.0,A. Burks misses 3-pt jump shot from 25 ft,,93,76
331,3,2:42.0,,Defensive rebound by T. Bryant,93,76
332,3,2:36.0,,Shooting foul by J. Poole (drawn by I. Smith),93,76
333,3,2:36.0,,I. Smith makes free throw 1 of 2,93,77
334,3,2:36.0,K. Looney enters the game for D. Green,,93,77
335,3,2:36.0,O. Spellman enters the game for G. Robinson,,93,77
336,3,2:36.0,,I. Smith makes free throw 2 of 2,93,78
337,3,2:20.0,E. Paschall misses 2-pt jump shot from 19 ft,,93,78
338,3,2:17.0,,Defensive rebound by T. Bryant,93,78
339,3,2:15.0,,Shooting foul by J. Poole (drawn by I. Smith),93,78
340,3,2:15.0,,I. Smith misses free throw 1 of 2,93,78
341,3,2:15.0,,Offensive rebound by Team,93,78
342,3,2:15.0,,I. Smith makes free throw 2 of 2,93,79
343,3,1:56.0,E. Paschall makes 2-pt layup from 1 ft (assist by K. Looney),,95,79
344,3,1:47.0,,T. Brown misses 3-pt jump shot from 25 ft,95,79
345,3,1:45.0,Defensive rebound by Team,,95,79
346,3,1:31.0,O. Spellman misses 2-pt layup from 2 ft (block by T. Bryant),,95,79
347,3,1:27.0,,Defensive rebound by D. Bertāns,95,79
348,3,1:25.0,,T. Bryant makes 2-pt dunk from 3 ft (assist by D. Bertāns),95,81
349,3,1:03.0,E. Paschall makes 2-pt jump shot from 4 ft,,97,81
350,3,0:52.0,,B. Beal makes 2-pt layup from 3 ft,97,83
351,3,0:43.0,A. Burks makes 2-pt layup from 1 ft,,99,83
352,3,0:39.0,,D. Bertāns makes 3-pt jump shot from 30 ft (assist by I. Smith),99,86
353,3,0:38.0,,Shooting foul by O. Spellman (drawn by D. Bertāns),99,86
354,3,0:38.0,,M. Wagner enters the game for T. Bryant,99,86
355,3,0:38.0,,D. Bertāns misses free throw 1 of 1,99,86
356,3,0:37.0,Defensive rebound by O. Spellman,,99,86
357,3,0:23.0,Turnover by O. Spellman (bad pass; steal by B. Beal),,99,86
358,3,0:00.0,,T. Brown misses 3-pt jump shot from 26 ft,99,86
359,3,0:00.0,,Offensive rebound by Team,99,86
360,4,11:44.0,,T. Brown makes 2-pt layup from 4 ft,99,88
361,4,11:26.0,D. Lee misses 3-pt jump shot from 26 ft,,99,88
362,4,11:22.0,Offensive rebound by K. Looney,,99,88
363,4,11:22.0,K. Looney makes 2-pt layup at rim,,101,88
364,4,11:05.0,,Turnover by M. Wagner (lost ball; steal by K. Looney),101,88
365,4,10:54.0,D. Lee makes 3-pt jump shot from 25 ft (assist by E. Paschall),,104,88
366,4,10:36.0,,M. Wagner makes 2-pt layup from 2 ft (assist by I. Smith),104,90
367,4,10:12.0,E. Paschall makes 2-pt layup from 2 ft (assist by K. Looney),,106,90
368,4,10:12.0,Shooting foul by M. Wagner (drawn by E. Paschall),,106,90
369,4,10:12.0,E. Paschall makes free throw 1 of 1,,107,90
370,4,9:59.0,,Personal foul by D. Lee (drawn by R. Hachimura),107,90
371,4,9:59.0,M. Chriss enters the game for K. Looney,,107,90
372,4,9:55.0,,M. Wagner makes 2-pt dunk from 1 ft (assist by D. Bertāns),107,92
373,4,9:35.0,Turnover by D. Lee (bad pass),,107,92
374,4,9:35.0,J. Evans enters the game for J. Poole,,107,92
375,4,9:12.0,,M. Wagner misses 2-pt jump shot from 18 ft,107,92
376,4,9:09.0,Defensive rebound by E. Paschall,,107,92
377,4,8:59.0,Shooting foul by M. Wagner (drawn by J. Evans),,107,92
378,4,8:59.0,J. Evans makes free throw 1 of 2,,108,92
379,4,8:59.0,,B. Beal enters the game for T. Brown,108,92
380,4,8:59.0,,T. Bryant enters the game for M. Wagner,108,92
381,4,8:59.0,J. Evans makes free throw 2 of 2,,109,92
382,4,8:47.0,,D. Bertāns misses 3-pt jump shot from 27 ft,109,92
383,4,8:43.0,Defensive rebound by M. Chriss,,109,92
384,4,8:25.0,J. Evans misses 3-pt jump shot from 23 ft,,109,92
385,4,8:22.0,,Defensive rebound by R. Hachimura,109,92
