,QUARTER,TIME_REMAINING,LA LAKERS_ACTION,GOLDEN STATE_ACTION,LA LAKERS_SCORE,GOLDEN STATE_SCORE
0,1,11:47.0,,M. Chriss makes 2-pt dunk from 3 ft (assist by D. Bender),0,2
1,1,11:25.0,A. Davis makes 2-pt jump shot from 19 ft (assist by R. Rondo),,2,2
2,1,11:05.0,,D. Bender misses 3-pt jump shot from 26 ft,2,2
3,1,11:03.0,Defensive rebound by R. Rondo,,2,2
4,1,10:58.0,A. Bradley misses 2-pt jump shot from 13 ft,,2,2
5,1,10:57.0,,Defensive rebound by M. Chriss,2,2
6,1,10:47.0,,J. Poole makes 3-pt jump shot from 28 ft (assist by M. Chriss),2,5
7,1,10:30.0,A. Davis misses 2-pt jump shot from 13 ft,,2,5
8,1,10:29.0,,Defensive rebound by M. Chriss,2,5
9,1,10:20.0,,J. Poole misses 2-pt jump shot from 11 ft,2,5
10,1,10:19.0,Defensive rebound by J. McGee,,2,5
11,1,10:03.0,Def 3 sec tech foul by Team,,2,5
12,1,10:03.0,A. Davis makes technical free throw,,3,5
13,1,9:59.0,J. McGee makes 2-pt layup from 4 ft (assist by D. Green),,5,5
14,1,9:44.0,,Personal foul by D. Green (drawn by D. Bender),5,5
15,1,9:36.0,,D. Lee misses 3-pt jump shot from 30 ft,5,5
16,1,9:34.0,Defensive rebound by J. McGee,,5,5
17,1,9:23.0,Personal foul by M. Chriss (drawn by A. Davis),,5,5
18,1,9:18.0,J. McGee misses 2-pt layup from 4 ft (block by M. Chriss),,5,5
19,1,9:17.0,Offensive rebound by Team,,5,5
20,1,9:09.0,R. Rondo misses 2-pt jump shot from 19 ft,,5,5
21,1,9:08.0,,Defensive rebound by D. Bender,5,5
22,1,9:02.0,,D. Lee misses 2-pt layup from 2 ft,5,5
23,1,9:01.0,,Offensive rebound by M. Chriss,5,5
24,1,9:01.0,,M. Chriss misses 2-pt dunk from 1 ft,5,5
25,1,9:00.0,Defensive rebound by J. McGee,,5,5
26,1,8:48.0,A. Bradley makes 2-pt jump shot from 9 ft,,7,5
27,1,8:32.0,,D. Bender misses 3-pt jump shot from 24 ft,7,5
28,1,8:30.0,Defensive rebound by R. Rondo,,7,5
29,1,8:19.0,A. Davis misses 2-pt jump shot from 13 ft,,7,5
30,1,8:18.0,,Defensive rebound by D. Bender,7,5
31,1,8:10.0,,D. Bender makes 2-pt hook shot from 6 ft (assist by D. Green),7,7
32,1,8:10.0,Violation by Team (def goaltending),,7,7
33,1,7:49.0,Turnover by A. Davis (traveling),,7,7
34,1,7:31.0,,D. Green makes 2-pt layup from 2 ft (assist by D. Lee),7,9
35,1,7:30.0,Turnover by J. McGee (inbound),,7,9
36,1,7:24.0,,Turnover by D. Green (bad pass; steal by A. Bradley),7,9
37,1,7:23.0,Personal take foul by D. Green (drawn by A. Bradley),,7,9
38,1,7:17.0,R. Rondo misses 3-pt jump shot from 26 ft,,7,9
39,1,7:15.0,,Defensive rebound by D. Lee,7,9
40,1,7:09.0,,Offensive foul by D. Bender (drawn by R. Rondo),7,9
41,1,7:09.0,,Turnover by D. Bender (offensive foul),7,9
42,1,6:54.0,A. Davis makes 2-pt jump shot from 14 ft,,9,9
43,1,6:44.0,,J. Poole makes 3-pt jump shot from 23 ft (assist by D. Green),9,12
44,1,6:29.0,A. Bradley misses 2-pt jump shot from 18 ft,,9,12
45,1,6:28.0,,Defensive rebound by D. Green,9,12
46,1,6:20.0,,D. Lee makes 3-pt jump shot from 28 ft (assist by D. Green),9,15
47,1,6:20.0,LA Lakers full timeout,,9,15
48,1,6:20.0,Violation by Team (delay of game),,9,15
49,1,6:08.0,Turnover by A. Davis (lost ball; steal by D. Bender),,9,15
50,1,6:04.0,,Turnover by D. Green (bad pass; steal by A. Davis),9,15
51,1,5:59.0,A. Davis misses 2-pt layup from 3 ft,,9,15
52,1,5:58.0,,Defensive rebound by D. Lee,9,15
53,1,5:45.0,,Turnover by D. Lee (traveling),9,15
54,1,5:34.0,A. Bradley makes 2-pt jump shot from 19 ft (assist by J. McGee),,11,15
55,1,5:21.0,,Turnover by D. Green (bad pass; steal by J. McGee),11,15
56,1,5:11.0,Shooting foul by D. Green (drawn by J. McGee),,11,15
57,1,5:11.0,J. McGee makes free throw 1 of 2,,12,15
58,1,5:11.0,K. Caldwell-Pope enters the game for D. Green,,12,15
59,1,5:11.0,,K. Bowman enters the game for M. Chriss,12,15
60,1,5:11.0,,K. Looney enters the game for D. Green,12,15
61,1,5:11.0,,J. Toscano-Anderson enters the game for D. Lee,12,15
62,1,5:11.0,J. McGee makes free throw 2 of 2,,13,15
63,1,5:02.0,,Personal foul by K. Caldwell-Pope (drawn by J. Poole),13,15
64,1,5:02.0,K. Kuzma enters the game for J. McGee,,13,15
65,1,4:50.0,,K. Looney makes 2-pt layup from 3 ft,13,17
66,1,4:37.0,K. Kuzma misses 3-pt jump shot from 23 ft,,13,17
67,1,4:35.0,,Defensive rebound by K. Bowman,13,17
68,1,4:24.0,,D. Bender makes 2-pt hook shot from 9 ft,13,19
69,1,4:15.0,A. Bradley makes 3-pt jump shot from 26 ft (assist by K. Kuzma),,16,19
70,1,4:05.0,,J. Poole misses 2-pt layup from 4 ft,16,19
71,1,4:03.0,Defensive rebound by K. Kuzma,,16,19
72,1,3:57.0,K. Caldwell-Pope misses 3-pt jump shot from 23 ft,,16,19
73,1,3:55.0,,Defensive rebound by J. Toscano-Anderson,16,19
74,1,3:41.0,,Golden State full timeout,16,19
75,1,3:41.0,A. Caruso enters the game for A. Bradley,,16,19
76,1,3:41.0,M. Morris enters the game for R. Rondo,,16,19
77,1,3:40.0,,Turnover by J. Toscano-Anderson (bad pass),16,19
78,1,3:23.0,Shooting foul by D. Bender (drawn by A. Davis),,16,19
79,1,3:23.0,A. Davis makes free throw 1 of 2,,17,19
80,1,3:23.0,,D. Lee enters the game for D. Bender,17,19
81,1,3:23.0,,E. Paschall enters the game for J. Poole,17,19
82,1,3:23.0,A. Davis misses free throw 2 of 2,,17,19
83,1,3:22.0,Offensive rebound by M. Morris,,17,19
84,1,3:18.0,Turnover by M. Morris (bad pass),,17,19
85,1,3:03.0,,Turnover by K. Bowman (bad pass),17,19
86,1,2:50.0,A. Caruso misses 2-pt layup from 3 ft,,17,19
87,1,2:49.0,Offensive rebound by A. Davis,,17,19
88,1,2:49.0,A. Davis makes 2-pt layup at rim,,19,19
89,1,2:39.0,,K. Bowman makes 2-pt jump shot from 18 ft,19,21
90,1,2:22.0,Turnover by A. Caruso (bad pass; steal by K. Bowman),,19,21
91,1,2:17.0,,D. Lee misses 3-pt jump shot from 23 ft,19,21
92,1,2:15.0,Defensive rebound by Team,,19,21
93,1,2:15.0,,Loose ball foul by K. Looney (drawn by A. Davis),19,21
94,1,2:15.0,A. Davis makes free throw 1 of 2,,20,21
95,1,2:15.0,A. Davis makes free throw 2 of 2,,21,21
96,1,2:01.0,,E. Paschall misses 2-pt layup from 1 ft (block by A. Caruso),21,21
97,1,1:59.0,Defensive rebound by A. Davis,,21,21
98,1,1:48.0,A. Davis misses 2-pt layup from 2 ft,,21,21
99,1,1:47.0,,Defensive rebound by K. Looney,21,21
100,1,1:29.0,,Personal foul by A. Davis (drawn by E. Paschall),21,21
101,1,1:29.0,D. Howard enters the game for A. Davis,,21,21
102,1,1:21.0,,K. Looney misses 2-pt jump shot from 19 ft,21,21
103,1,1:19.0,Defensive rebound by K. Caldwell-Pope,,21,21
104,1,1:11.0,Shooting foul by J. Toscano-Anderson (drawn by D. Howard),,21,21
105,1,1:11.0,D. Howard misses free throw 1 of 2,,21,21
106,1,1:11.0,Offensive rebound by Team,,21,21
107,1,1:11.0,D. Howard makes free throw 2 of 2,,22,21
108,1,0:55.0,,J. Toscano-Anderson misses 2-pt layup from 4 ft (block by D. Howard),22,21
109,1,0:54.0,Defensive rebound by M. Morris,,22,21
110,1,0:42.0,Turnover by K. Kuzma (bad pass; steal by J. Toscano-Anderson),,22,21
111,1,0:37.0,,D. Lee misses 3-pt jump shot from 28 ft,22,21
112,1,0:35.0,Defensive rebound by A. Caruso,,22,21
113,1,0:30.0,A. Caruso misses 2-pt layup from 2 ft,,22,21
114,1,0:28.0,,Defensive rebound by E. Paschall,22,21
115,1,0:09.0,,K. Bowman misses 2-pt jump shot from 19 ft,22,21
116,1,0:07.0,Defensive rebound by D. Howard,,22,21
117,1,0:04.0,K. Caldwell-Pope makes 2-pt layup from 3 ft (assist by D. Howard),,24,21
118,1,0:00.0,,Shooting foul by M. Morris (drawn by E. Paschall),24,21
119,1,0:00.0,,Instant Replay (Request: Ruling Stands),24,21
120,1,0:00.0,,E. Paschall makes free throw 1 of 3,24,22
121,1,0:00.0,,E. Paschall makes free throw 2 of 3,24,23
122,1,0:00.0,,E. Paschall makes free throw 3 of 3,24,24
123,2,11:43.0,K. Kuzma makes 2-pt layup from 8 ft,,26,24
124,2,11:28.0,,Shooting foul by K. Kuzma (drawn by E. Paschall),26,24
125,2,11:28.0,,E. Paschall misses free throw 1 of 2,26,24
126,2,11:28.0,,Offensive rebound by Team,26,24
127,2,11:28.0,,E. Paschall makes free throw 2 of 2,26,25
128,2,11:16.0,D. Howard makes 2-pt layup from 4 ft,,28,25
