,QUARTER,TIME_REMAINING,UTAH_ACTION,MINNESOTA_ACTION,UTAH_SCORE,MINNESOTA_SCORE
50,1,6:31.0,,Turnover by K. Towns (offensive foul),15,11
51,1,6:31.0,,Minnesota full timeout,15,11
52,1,6:31.0,J. Ingles enters the game for D. Mitchell,,15,11
53,1,6:31.0,,G. Dieng enters the game for K. Towns,15,11
54,1,6:19.0,B. Bogdanović misses 3-pt jump shot from 25 ft,,15,11
55,1,6:16.0,,Defensive rebound by K. Martin,15,11
56,1,6:00.0,,J. Culver misses 2-pt jump shot from 4 ft (block by R. Gobert),15,11
57,1,5:59.0,Defensive rebound by J. Ingles,,15,11
58,1,5:51.0,Shooting foul by J. Culver (drawn by B. Bogdanović),,15,11
59,1,5:51.0,B. Bogdanović makes free throw 1 of 2,,16,11
60,1,5:51.0,J. Green enters the game for R. Gobert,,16,11
61,1,5:51.0,B. Bogdanović makes free throw 2 of 2,,17,11
62,1,5:43.0,,Personal foul by J. Green (drawn by G. Dieng),17,11
63,1,5:34.0,,J. Culver misses 2-pt layup from 2 ft,17,11
64,1,5:30.0,,Offensive rebound by G. Dieng,17,11
65,1,5:27.0,,Turnover by Team (shot clock),17,11
66,1,5:27.0,,J. Teague enters the game for R. Covington,17,11
67,1,5:27.0,Technical foul by R. Saunders,,17,11
68,1,5:27.0,B. Bogdanović makes technical free throw,,18,11
69,1,5:18.0,J. Green makes 2-pt dunk from 1 ft (assist by B. Bogdanović),,20,11
70,1,5:01.0,,J. Culver misses 3-pt jump shot from 27 ft,20,11
71,1,4:59.0,Defensive rebound by J. Green,,20,11
72,1,4:53.0,J. Green makes 2-pt layup from 1 ft,,22,11
73,1,4:35.0,,Shooting foul by J. Green (drawn by J. Teague),22,11
74,1,4:35.0,,J. Teague makes free throw 1 of 2,22,12
75,1,4:35.0,E. Mudiay enters the game for M. Conley,,22,12
76,1,4:35.0,,J. Teague makes free throw 2 of 2,22,13
77,1,4:25.0,R. O'Neale misses 2-pt jump shot from 23 ft,,22,13
78,1,4:22.0,,Defensive rebound by G. Dieng,22,13
79,1,4:09.0,,J. Teague misses 2-pt jump shot from 15 ft,22,13
80,1,4:07.0,Defensive rebound by R. O'Neale,,22,13
81,1,3:46.0,J. Green misses 3-pt jump shot from 25 ft,,22,13
82,1,3:43.0,,Defensive rebound by J. Culver,22,13
83,1,3:35.0,,K. Martin misses 2-pt jump shot from 7 ft,22,13
84,1,3:33.0,Defensive rebound by J. Green,,22,13
85,1,3:21.0,Personal foul by J. Teague (drawn by B. Bogdanović),,22,13
86,1,3:21.0,B. Bogdanović makes free throw 1 of 2,,23,13
87,1,3:21.0,D. Exum enters the game for R. O'Neale,,23,13
88,1,3:21.0,B. Bogdanović misses free throw 2 of 2,,23,13
89,1,3:18.0,,Defensive rebound by K. Martin,23,13
90,1,2:58.0,,Personal foul by E. Mudiay (drawn by J. Teague),23,13
91,1,2:58.0,Utah full timeout,,23,13
92,1,2:58.0,D. Mitchell enters the game for B. Bogdanović,,23,13
93,1,2:58.0,,R. Covington enters the game for J. Okogie,23,13
94,1,2:48.0,,Shooting foul by D. Mitchell (drawn by G. Dieng),23,13
95,1,2:48.0,,G. Dieng misses free throw 1 of 2,23,13
96,1,2:48.0,,Offensive rebound by Team,23,13
97,1,2:48.0,,G. Dieng makes free throw 2 of 2,23,14
98,1,2:35.0,J. Green misses 3-pt jump shot from 26 ft,,23,14
99,1,2:32.0,,Defensive rebound by K. Martin,23,14
100,1,2:24.0,,Turnover by G. Dieng (bad pass; steal by J. Ingles),23,14
101,1,2:16.0,Shooting foul by G. Dieng (drawn by J. Green),,23,14
102,1,2:16.0,J. Green makes free throw 1 of 2,,24,14
103,1,2:16.0,J. Green misses free throw 2 of 2,,24,14
104,1,2:13.0,Offensive rebound by J. Ingles,,24,14
105,1,2:04.0,D. Mitchell misses 2-pt jump shot from 8 ft,,24,14
106,1,2:01.0,,Defensive rebound by G. Dieng,24,14
107,1,1:53.0,,J. Culver makes 2-pt layup from 1 ft,24,16
108,1,1:43.0,E. Mudiay misses 2-pt layup from 1 ft,,24,16
109,1,1:41.0,Offensive rebound by J. Green,,24,16
110,1,1:41.0,J. Green misses 2-pt layup at rim,,24,16
111,1,1:39.0,Offensive rebound by E. Mudiay,,24,16
112,1,1:38.0,D. Exum misses 3-pt jump shot from 26 ft,,24,16
113,1,1:36.0,,Defensive rebound by G. Dieng,24,16
114,1,1:13.0,,K. Martin misses 3-pt jump shot from 24 ft,24,16
115,1,1:09.0,Defensive rebound by J. Ingles,,24,16
116,1,1:04.0,Offensive foul by J. Green (drawn by G. Dieng),,24,16
117,1,1:04.0,Turnover by J. Green (offensive foul),,24,16
118,1,1:04.0,R. Gobert enters the game for J. Green,,24,16
119,1,0:52.0,,Shooting foul by E. Mudiay (drawn by J. Teague),24,16
120,1,0:52.0,,J. Teague makes free throw 1 of 3,24,17
121,1,0:52.0,,J. Teague misses free throw 2 of 3,24,17
122,1,0:52.0,,Offensive rebound by Team,24,17
123,1,0:52.0,,J. Teague makes free throw 3 of 3,24,18
124,1,0:35.0,J. Ingles misses 2-pt jump shot from 6 ft,,24,18
125,1,0:33.0,,Defensive rebound by G. Dieng,24,18
126,1,0:28.0,,Shooting foul by D. Exum (drawn by R. Covington),24,18
127,1,0:28.0,,R. Covington misses free throw 1 of 3,24,18
128,1,0:28.0,,Offensive rebound by Team,24,18
129,1,0:28.0,,R. Covington makes free throw 2 of 3,24,19
130,1,0:28.0,,R. Covington misses free throw 3 of 3,24,19
131,1,0:26.0,Defensive rebound by R. Gobert,,24,19
132,1,0:08.0,D. Mitchell misses 2-pt layup from 2 ft,,24,19
133,1,0:07.0,Offensive rebound by R. Gobert,,24,19
134,1,0:07.0,R. Gobert makes 2-pt layup at rim,,26,19
135,1,0:00.0,,J. Culver misses 3-pt jump shot from 28 ft,26,19
136,1,0:00.0,,Offensive rebound by Team,26,19
137,2,11:47.0,Turnover by D. Mitchell (bad pass),,26,19
138,2,11:33.0,,G. Dieng misses 3-pt jump shot from 26 ft,26,19
139,2,11:30.0,Defensive rebound by R. Gobert,,26,19
140,2,11:17.0,Turnover by R. Gobert (lost ball; steal by R. Covington),,26,19
141,2,11:14.0,,Personal take foul by D. Exum (drawn by R. Covington),26,19
142,2,11:06.0,,A. Wiggins misses 2-pt jump shot from 5 ft (block by R. Gobert),26,19
143,2,11:03.0,,Offensive rebound by A. Wiggins,26,19
144,2,11:00.0,,J. Okogie makes 2-pt jump shot from 7 ft,26,21
145,2,10:46.0,R. Gobert misses 2-pt layup from 4 ft (block by G. Dieng),,26,21
146,2,10:43.0,Offensive rebound by D. Mitchell,,26,21
147,2,10:37.0,Turnover by E. Mudiay (traveling),,26,21
148,2,10:21.0,,A. Wiggins misses 3-pt jump shot from 26 ft,26,21
149,2,10:19.0,Defensive rebound by R. Gobert,,26,21
150,2,10:06.0,Offensive foul by R. Gobert (drawn by K. Martin),,26,21
151,2,10:06.0,Turnover by R. Gobert (offensive foul),,26,21
152,2,9:51.0,,A. Wiggins makes 2-pt layup from 4 ft,26,23
153,2,9:37.0,Turnover by J. Ingles (bad pass; steal by G. Dieng),,26,23
154,2,9:34.0,,A. Wiggins makes 2-pt layup from 2 ft (assist by G. Dieng),26,25
155,2,9:34.0,Utah full timeout,,26,25
156,2,9:34.0,,K. Bates-Diop enters the game for K. Martin,26,25
157,2,9:25.0,J. Ingles misses 3-pt jump shot from 26 ft,,26,25
158,2,9:22.0,,Defensive rebound by Team,26,25
159,2,9:10.0,,G. Dieng misses 2-pt jump shot from 22 ft,26,25
160,2,9:08.0,Defensive rebound by E. Mudiay,,26,25
161,2,9:04.0,J. Ingles misses 3-pt jump shot from 23 ft,,26,25
162,2,9:01.0,,Defensive rebound by R. Covington,26,25
163,2,8:55.0,,R. Covington makes 2-pt jump shot from 5 ft,26,27
164,2,8:42.0,E. Mudiay makes 2-pt jump shot from 18 ft,,28,27
165,2,8:33.0,,J. Okogie makes 2-pt layup from 2 ft,28,29
166,2,8:14.0,E. Mudiay misses 2-pt layup from 3 ft (block by J. Okogie),,28,29
167,2,8:12.0,,Defensive rebound by G. Dieng,28,29
168,2,8:06.0,,R. Covington makes 2-pt layup from 1 ft,28,31
169,2,7:49.0,D. Mitchell misses 2-pt jump shot from 6 ft (block by R. Covington),,28,31
170,2,7:46.0,Offensive rebound by D. Mitchell,,28,31
171,2,7:44.0,E. Mudiay misses 3-pt jump shot from 24 ft,,28,31
172,2,7:42.0,,Defensive rebound by R. Covington,28,31
173,2,7:30.0,,K. Bates-Diop makes 3-pt jump shot from 23 ft (assist by A. Wiggins),28,34
174,2,7:27.0,Utah full timeout,,28,34
175,2,7:27.0,B. Bogdanović enters the game for D. Exum,,28,34
176,2,7:27.0,M. Conley enters the game for R. Gobert,,28,34
177,2,7:27.0,J. Green enters the game for D. Mitchell,,28,34
178,2,7:27.0,R. O'Neale enters the game for E. Mudiay,,28,34
179,2,7:27.0,,K. Towns enters the game for G. Dieng,28,34
180,2,7:15.0,J. Green makes 2-pt jump shot from 6 ft (assist by B. Bogdanović),,30,34
181,2,7:01.0,,Turnover by A. Wiggins (lost ball; steal by J. Ingles),30,34
182,2,6:56.0,B. Bogdanović makes 3-pt jump shot from 23 ft (assist by J. Ingles),,33,34
183,2,6:31.0,,A. Wiggins misses 2-pt jump shot from 11 ft,33,34
184,2,6:30.0,Defensive rebound by B. Bogdanović,,33,34
185,2,6:29.0,,Violation by Team (kicked ball),33,34
186,2,6:29.0,,T. Graham enters the game for R. Covington,33,34
187,2,6:13.0,M. Conley makes 3-pt jump shot from 26 ft,,36,34
188,2,5:55.0,,Turnover by K. Towns (bad pass; steal by M. Conley),36,34
189,2,5:39.0,J. Green misses 2-pt layup from 1 ft,,36,34
190,2,5:37.0,,Defensive rebound by J. Okogie,36,34
191,2,5:32.0,,Turnover by K. Bates-Diop (bad pass; steal by B. Bogdanović),36,34
192,2,5:28.0,J. Ingles makes 2-pt layup from 1 ft (assist by B. Bogdanović),,38,34
193,2,5:28.0,,Minnesota full timeout,38,34
194,2,5:28.0,,J. Culver enters the game for K. Bates-Diop,38,34
195,2,5:28.0,,J. Teague enters the game for A. Wiggins,38,34
196,2,5:12.0,,T. Graham misses 2-pt layup from 2 ft,38,34
197,2,5:10.0,,Offensive rebound by T. Graham,38,34
198,2,4:59.0,,T. Graham makes 3-pt jump shot from 25 ft (assist by J. Teague),38,37
199,2,4:43.0,M. Conley misses 3-pt jump shot from 25 ft,,38,37
200,2,4:43.0,,Defensive rebound by T. Graham,38,37
201,2,4:34.0,,J. Okogie misses 3-pt jump shot from 28 ft,38,37
202,2,4:34.0,Defensive rebound by M. Conley,,38,37
203,2,4:25.0,M. Conley misses 2-pt layup from 2 ft,,38,37
204,2,4:23.0,,Defensive rebound by K. Towns,38,37
205,2,4:13.0,,Personal foul by R. O'Neale (drawn by K. Towns),38,37
206,2,4:13.0,R. Gobert enters the game for J. Green,,38,37
207,2,4:13.0,D. Mitchell enters the game for J. Ingles,,38,37
208,2,4:13.0,,A. Wiggins enters the game for J. Okogie,38,37
209,2,4:03.0,,J. Culver misses 3-pt jump shot from 25 ft,38,37
210,2,4:01.0,Defensive rebound by Team,,38,37
211,2,3:52.0,B. Bogdanović makes 3-pt jump shot from 26 ft (assist by M. Conley),,41,37
212,2,3:38.0,,A. Wiggins misses 3-pt jump shot from 26 ft,41,37
213,2,3:36.0,Defensive rebound by R. Gobert,,41,37
214,2,3:28.0,Turnover by B. Bogdanović (bad pass),,41,37
215,2,3:18.0,,A. Wiggins misses 2-pt jump shot from 20 ft,41,37
216,2,3:15.0,Defensive rebound by R. Gobert,,41,37
217,2,3:06.0,B. Bogdanović misses 3-pt jump shot from 27 ft,,41,37
218,2,3:04.0,,Defensive rebound by A. Wiggins,41,37
219,2,2:54.0,,J. Culver misses 2-pt layup from 2 ft (block by R. Gobert),41,37
220,2,2:53.0,Defensive rebound by M. Conley,,41,37
221,2,2:47.0,R. O'Neale makes 3-pt jump shot from 25 ft (assist by M. Conley),,44,37
222,2,2:32.0,,T. Graham makes 3-pt jump shot from 26 ft,44,40
223,2,2:09.0,Shooting foul by J. Culver (drawn by R. O'Neale),,44,40
224,2,2:09.0,R. O'Neale misses free throw 1 of 2,,44,40
225,2,2:09.0,Offensive rebound by Team,,44,40
226,2,2:09.0,R. O'Neale misses free throw 2 of 2,,44,40
227,2,2:07.0,,Defensive rebound by T. Graham,44,40
228,2,1:56.0,,J. Teague makes 3-pt jump shot from 23 ft (assist by A. Wiggins),44,43
229,2,1:38.0,Turnover by B. Bogdanović (bad pass; steal by J. Culver),,44,43
230,2,1:23.0,,T. Graham misses 3-pt jump shot from 26 ft,44,43
231,2,1:19.0,Defensive rebound by R. O'Neale,,44,43
232,2,1:13.0,D. Mitchell makes 2-pt layup from 1 ft,,46,43
233,2,0:58.0,,Personal foul by R. O'Neale (drawn by K. Towns),46,43
234,2,0:58.0,J. Ingles enters the game for R. O'Neale,,46,43
235,2,0:46.0,,A. Wiggins misses 3-pt jump shot from 23 ft,46,43
236,2,0:44.0,Defensive rebound by M. Conley,,46,43
237,2,0:31.0,Shooting foul by J. Teague (drawn by D. Mitchell),,46,43
238,2,0:31.0,D. Mitchell makes free throw 1 of 2,,47,43
239,2,0:31.0,,R. Covington enters the game for T. Graham,47,43
240,2,0:31.0,D. Mitchell makes free throw 2 of 2,,48,43
241,2,0:08.0,,J. Teague misses 2-pt layup from 4 ft,48,43
242,2,0:07.0,,Offensive rebound by Team,48,43
243,2,0:00.0,,J. Culver makes 3-pt jump shot from 27 ft,48,46
244,2,0:00.0,,Instant Replay (Request: Ruling Stands),48,46
245,3,11:44.0,M. Conley makes 2-pt jump shot from 8 ft,,50,46
246,3,11:25.0,,A. Wiggins makes 2-pt dunk from 1 ft (assist by K. Towns),50,48
247,3,11:07.0,D. Mitchell misses 3-pt jump shot from 26 ft,,50,48
248,3,11:05.0,,Defensive rebound by K. Towns,50,48
249,3,10:56.0,,A. Wiggins makes 3-pt jump shot from 25 ft (assist by J. Teague),50,51
250,3,10:36.0,D. Mitchell makes 2-pt jump shot from 9 ft,,52,51
251,3,10:24.0,,T. Graham misses 3-pt jump shot from 25 ft,52,51
252,3,10:22.0,Defensive rebound by R. Gobert,,52,51
253,3,10:00.0,Turnover by B. Bogdanović (lost ball; steal by R. Covington),,52,51
254,3,9:45.0,,A. Wiggins makes 2-pt dunk from 1 ft,52,53
255,3,9:24.0,D. Mitchell misses 2-pt jump shot from 18 ft,,52,53
256,3,9:20.0,Offensive rebound by R. Gobert,,52,53
257,3,9:20.0,R. Gobert makes 2-pt layup from 1 ft,,54,53
258,3,8:59.0,,T. Graham misses 3-pt jump shot from 22 ft,54,53
259,3,8:57.0,,Offensive rebound by K. Towns,54,53
260,3,8:56.0,,K. Towns makes 2-pt dunk from 2 ft,54,55
261,3,8:35.0,M. Conley makes 2-pt layup from 1 ft,,56,55
262,3,8:23.0,,A. Wiggins misses 3-pt jump shot from 25 ft,56,55
263,3,8:20.0,Defensive rebound by D. Mitchell,,56,55
264,3,8:12.0,B. Bogdanović misses 3-pt jump shot from 24 ft,,56,55
265,3,8:09.0,,Defensive rebound by A. Wiggins,56,55
266,3,8:03.0,,K. Towns misses 3-pt jump shot from 25 ft,56,55
267,3,8:00.0,Defensive rebound by R. O'Neale,,56,55
268,3,7:42.0,M. Conley makes 2-pt layup at rim (assist by R. Gobert),,58,55
269,3,7:35.0,,Offensive foul by K. Towns (drawn by M. Conley),58,55
270,3,7:35.0,,Turnover by K. Towns (offensive foul),58,55
271,3,7:29.0,Offensive foul by R. Gobert (drawn by K. Towns),,58,55
272,3,7:29.0,Turnover by R. Gobert (offensive foul),,58,55
273,3,7:08.0,,A. Wiggins makes 2-pt jump shot from 4 ft,58,57
274,3,6:54.0,D. Mitchell makes 3-pt jump shot from 26 ft (assist by R. O'Neale),,61,57
275,3,6:53.0,,Minnesota full timeout,61,57
276,3,6:53.0,,K. Martin enters the game for T. Graham,61,57
277,3,6:39.0,,Shooting foul by M. Conley (drawn by J. Teague),61,57
278,3,6:39.0,,J. Teague misses free throw 1 of 2,61,57
279,3,6:39.0,,Offensive rebound by Team,61,57
280,3,6:39.0,,J. Teague makes free throw 2 of 2,61,58
281,3,6:24.0,M. Conley misses 2-pt layup from 7 ft,,61,58
282,3,6:22.0,,Defensive rebound by K. Towns,61,58
283,3,6:16.0,,J. Teague misses 2-pt jump shot from 2 ft,61,58
284,3,6:14.0,Defensive rebound by R. Gobert,,61,58
285,3,6:11.0,D. Mitchell misses 3-pt jump shot from 26 ft,,61,58
286,3,6:07.0,Offensive rebound by R. Gobert,,61,58
287,3,5:57.0,Shooting foul by K. Martin (drawn by M. Conley),,61,58
288,3,5:57.0,M. Conley makes free throw 1 of 2,,62,58
289,3,5:57.0,J. Ingles enters the game for D. Mitchell,,62,58
290,3,5:57.0,M. Conley makes free throw 2 of 2,,63,58
291,3,5:43.0,,A. Wiggins misses 2-pt layup from 3 ft (block by R. Gobert),63,58
292,3,5:42.0,Defensive rebound by M. Conley,,63,58
293,3,5:37.0,B. Bogdanović misses 3-pt jump shot from 23 ft,,63,58
294,3,5:37.0,,Defensive rebound by A. Wiggins,63,58
295,3,5:25.0,,Turnover by A. Wiggins (bad pass; steal by R. O'Neale),63,58
296,3,5:17.0,B. Bogdanović makes 2-pt layup from 1 ft (assist by J. Ingles),,65,58
297,3,5:00.0,,A. Wiggins misses 3-pt jump shot from 23 ft,65,58
298,3,4:57.0,,Offensive rebound by K. Martin,65,58
299,3,4:56.0,,K. Martin makes 2-pt layup from 1 ft,65,60
300,3,4:38.0,R. Gobert makes 2-pt dunk from 2 ft (assist by J. Ingles),,67,60
301,3,4:25.0,,Shooting foul by M. Conley (drawn by J. Teague),67,60
302,3,4:25.0,,J. Teague misses free throw 1 of 2,67,60
303,3,4:25.0,,Offensive rebound by Team,67,60
304,3,4:25.0,E. Mudiay enters the game for M. Conley,,67,60
305,3,4:25.0,,J. Culver enters the game for R. Covington,67,60
306,3,4:25.0,,J. Okogie enters the game for A. Wiggins,67,60
307,3,4:25.0,,J. Teague makes free throw 2 of 2,67,61
308,3,4:11.0,E. Mudiay misses 2-pt layup from 2 ft,,67,61
309,3,4:08.0,,Defensive rebound by K. Towns,67,61
310,3,4:03.0,,J. Teague misses 2-pt layup from 2 ft,67,61
311,3,4:00.0,,Offensive rebound by J. Teague,67,61
312,3,4:00.0,,J. Teague misses 2-pt layup at rim,67,61
313,3,3:59.0,,Offensive rebound by J. Culver,67,61
314,3,3:58.0,,J. Culver misses 2-pt layup from 1 ft (block by R. Gobert),67,61
315,3,3:55.0,Defensive rebound by E. Mudiay,,67,61
316,3,3:50.0,Shooting foul by J. Okogie (drawn by J. Ingles),,67,61
317,3,3:50.0,J. Ingles makes free throw 1 of 2,,68,61
318,3,3:50.0,J. Green enters the game for R. O'Neale,,68,61
319,3,3:50.0,J. Ingles misses free throw 2 of 2,,68,61
320,3,3:48.0,Offensive rebound by J. Ingles,,68,61
321,3,3:44.0,B. Bogdanović makes 3-pt jump shot from 23 ft (assist by J. Ingles),,71,61
322,3,3:25.0,,K. Towns misses 2-pt layup from 2 ft,71,61
323,3,3:23.0,Defensive rebound by R. Gobert,,71,61
324,3,3:13.0,Utah full timeout,,71,61
325,3,3:13.0,G. Niang enters the game for R. Gobert,,71,61
326,3,3:13.0,,G. Dieng enters the game for J. Teague,71,61
327,3,3:13.0,,A. Wiggins enters the game for K. Towns,71,61
328,3,3:06.0,B. Bogdanović misses 2-pt jump shot from 11 ft,,71,61
329,3,3:04.0,,Defensive rebound by K. Martin,71,61
330,3,2:50.0,,A. Wiggins misses 3-pt jump shot from 24 ft,71,61
331,3,2:46.0,,Offensive rebound by J. Culver,71,61
332,3,2:40.0,,G. Dieng misses 2-pt layup from 2 ft,71,61
333,3,2:38.0,Defensive rebound by E. Mudiay,,71,61
334,3,2:21.0,Shooting foul by J. Culver (drawn by J. Green),,71,61
335,3,2:21.0,J. Green misses free throw 1 of 2,,71,61
336,3,2:21.0,Offensive rebound by Team,,71,61
337,3,2:21.0,D. Mitchell enters the game for B. Bogdanović,,71,61
338,3,2:21.0,J. Green makes free throw 2 of 2,,72,61
339,3,2:01.0,,J. Okogie misses 3-pt jump shot from 26 ft,72,61
340,3,1:58.0,,Offensive rebound by J. Culver,72,61
341,3,1:49.0,,Turnover by J. Okogie (bad pass; steal by E. Mudiay),72,61
342,3,1:44.0,G. Niang misses 2-pt layup from 1 ft (block by K. Martin),,72,61
343,3,1:40.0,Offensive rebound by E. Mudiay,,72,61
344,3,1:33.0,E. Mudiay misses 2-pt jump shot from 15 ft (block by G. Dieng),,72,61
345,3,1:31.0,,Defensive rebound by G. Dieng,72,61
346,3,1:14.0,Violation by Team (kicked ball),,72,61
347,3,1:11.0,,J. Culver makes 3-pt jump shot from 25 ft (assist by J. Okogie),72,64
348,3,0:49.0,Shooting foul by A. Wiggins (drawn by G. Niang),,72,64
349,3,0:49.0,G. Niang misses free throw 1 of 2,,72,64
350,3,0:49.0,Offensive rebound by Team,,72,64
351,3,0:49.0,G. Niang makes free throw 2 of 2,,73,64
352,3,0:39.0,,A. Wiggins makes 2-pt layup from 1 ft,73,66
353,3,0:39.0,,Shooting foul by G. Niang (drawn by A. Wiggins),73,66
354,3,0:39.0,,A. Wiggins misses free throw 1 of 1,73,66
355,3,0:35.0,,Offensive rebound by A. Wiggins,73,66
356,3,0:33.0,,K. Martin makes 2-pt jump shot from 5 ft,73,68
357,3,0:27.0,D. Mitchell misses 2-pt layup from 1 ft,,73,68
358,3,0:25.0,,Defensive rebound by G. Dieng,73,68
359,3,0:25.0,R. Gobert enters the game for G. Niang,,73,68
360,3,0:25.0,,K. Towns enters the game for G. Dieng,73,68
361,3,0:03.0,,A. Wiggins misses 2-pt layup from 1 ft,73,68
362,3,0:01.0,,Offensive rebound by Team,73,68
363,3,0:00.0,,K. Martin misses 3-pt jump shot from 26 ft,73,68
364,3,0:00.0,,Offensive rebound by Team,73,68
365,4,11:42.0,,J. Culver misses 3-pt jump shot from 25 ft,73,68
366,4,11:40.0,Defensive rebound by G. Niang,,73,68
367,4,11:28.0,D. Mitchell misses 2-pt jump shot from 6 ft,,73,68
368,4,11:26.0,,Defensive rebound by K. Towns,73,68
369,4,11:23.0,,K. Towns misses 3-pt jump shot from 25 ft,73,68
370,4,11:20.0,,Offensive rebound by K. Towns,73,68
371,4,11:16.0,,K. Martin makes 3-pt jump shot from 23 ft (assist by J. Teague),73,71
372,4,10:57.0,J. Green misses 3-pt jump shot from 26 ft,,73,71
373,4,10:55.0,,Defensive rebound by Team,73,71
374,4,10:43.0,,J. Culver makes 2-pt layup from 3 ft,73,73
375,4,10:32.0,E. Mudiay misses 2-pt jump shot from 9 ft,,73,73
376,4,10:29.0,,Defensive rebound by K. Martin,73,73
377,4,10:25.0,,Personal foul by E. Mudiay (drawn by J. Culver),73,73
378,4,10:25.0,R. Gobert enters the game for G. Niang,,73,73
379,4,10:12.0,,J. Culver misses 3-pt jump shot from 25 ft,73,73
380,4,10:10.0,Defensive rebound by D. Mitchell,,73,73
381,4,10:04.0,Turnover by D. Mitchell (lost ball; steal by J. Okogie),,73,73
382,4,9:59.0,,K. Martin makes 3-pt jump shot from 23 ft (assist by J. Okogie),73,76
383,4,9:58.0,Utah full timeout,,73,76
384,4,9:58.0,B. Bogdanović enters the game for E. Mudiay,,73,76
385,4,9:43.0,D. Mitchell misses 2-pt jump shot from 6 ft,,73,76
386,4,9:39.0,,Defensive rebound by J. Teague,73,76
387,4,9:37.0,,Personal take foul by J. Ingles (drawn by J. Teague),73,76
388,4,9:28.0,,Personal foul by J. Ingles (drawn by K. Towns),73,76
389,4,9:28.0,R. O'Neale enters the game for J. Ingles,,73,76
390,4,9:23.0,,K. Towns makes 3-pt jump shot from 25 ft,73,79
391,4,9:08.0,D. Mitchell makes 2-pt jump shot from 12 ft,,75,79
392,4,8:57.0,,J. Teague misses 2-pt jump shot from 2 ft,75,79
