,QUARTER,TIME_REMAINING,BOSTON_ACTION,OKLAHOMA CITY_ACTION,BOSTON_SCORE,OKLAHOMA CITY_SCORE
387,4,6:46.0,,S. Gilgeous-Alexander makes free throw 2 of 2,97,93
388,4,6:25.0,D. Theis makes 2-pt layup from 5 ft (assist by B. Wanamaker),,99,93
389,4,5:59.0,,D. Schröder misses 3-pt jump shot from 26 ft,99,93
390,4,5:59.0,,Offensive rebound by D. Gallinari,99,93
391,4,5:59.0,,D. Gallinari makes 2-pt layup from 2 ft,99,95
392,4,5:59.0,,Shooting foul by D. Theis (drawn by D. Gallinari),99,95
393,4,5:59.0,,D. Gallinari misses free throw 1 of 1,99,95
394,4,5:57.0,Defensive rebound by G. Hayward,,99,95
395,4,5:44.0,K. Walker makes 2-pt jump shot from 18 ft,,101,95
396,4,5:27.0,,D. Schröder misses 2-pt layup from 2 ft,101,95
397,4,5:25.0,Defensive rebound by B. Wanamaker,,101,95
398,4,5:05.0,M. Smart misses 2-pt layup from 8 ft,,101,95
399,4,5:03.0,,Defensive rebound by D. Gallinari,101,95
400,4,4:59.0,,S. Gilgeous-Alexander makes 3-pt jump shot from 27 ft,101,98
401,4,4:37.0,D. Theis misses 2-pt layup from 5 ft (block by N. Noel),,101,98
402,4,4:37.0,Offensive rebound by D. Theis,,101,98
403,4,4:37.0,Personal foul by D. Gallinari (drawn by D. Theis),,101,98
404,4,4:37.0,J. Brown enters the game for M. Smart,,101,98
405,4,4:37.0,J. Tatum enters the game for B. Wanamaker,,101,98
406,4,4:37.0,,S. Adams enters the game for T. Ferguson,101,98
407,4,4:37.0,,C. Paul enters the game for N. Noel,101,98
408,4,4:27.0,G. Hayward misses 2-pt jump shot from 9 ft,,101,98
409,4,4:25.0,,Defensive rebound by D. Schröder,101,98
410,4,4:22.0,,Personal foul by G. Hayward (drawn by S. Gilgeous-Alexander),101,98
411,4,4:22.0,,S. Gilgeous-Alexander makes free throw 1 of 2,101,99
412,4,4:22.0,,S. Gilgeous-Alexander misses free throw 2 of 2,101,99
413,4,4:19.0,Defensive rebound by D. Theis,,101,99
414,4,4:02.0,J. Tatum misses 2-pt layup from 5 ft,,101,99
415,4,4:01.0,Offensive rebound by J. Tatum,,101,99
416,4,4:00.0,J. Tatum misses 2-pt layup from 5 ft,,101,99
417,4,4:00.0,Offensive rebound by J. Tatum,,101,99
418,4,3:58.0,J. Tatum makes 2-pt layup from 3 ft,,103,99
419,4,3:45.0,,S. Gilgeous-Alexander misses 2-pt jump shot from 15 ft,103,99
420,4,3:42.0,,Offensive rebound by S. Adams,103,99
421,4,3:30.0,,S. Adams misses 2-pt hook shot from 6 ft,103,99
422,4,3:28.0,Defensive rebound by G. Hayward,,103,99
423,4,3:07.0,J. Brown misses 3-pt jump shot from 28 ft,,103,99
424,4,3:06.0,,Defensive rebound by C. Paul,103,99
425,4,3:01.0,,D. Gallinari misses 2-pt layup from 6 ft,103,99
426,4,3:00.0,Defensive rebound by G. Hayward,,103,99
427,4,2:40.0,K. Walker makes 3-pt jump shot from 28 ft,,106,99
428,4,2:26.0,,C. Paul makes 2-pt jump shot from 12 ft,106,101
429,4,2:11.0,K. Walker makes 3-pt jump shot from 26 ft,,109,101
430,4,1:58.0,,C. Paul misses 2-pt jump shot from 8 ft,109,101
431,4,1:57.0,Defensive rebound by J. Tatum,,109,101
432,4,1:40.0,Shooting foul by S. Adams (drawn by J. Tatum),,109,101
433,4,1:40.0,J. Tatum misses free throw 1 of 2,,109,101
434,4,1:40.0,Offensive rebound by Team,,109,101
435,4,1:40.0,,Oklahoma City full timeout,109,101
436,4,1:40.0,J. Tatum makes free throw 2 of 2,,110,101
437,4,1:28.0,,C. Paul misses 3-pt jump shot from 26 ft,110,101
438,4,1:24.0,Defensive rebound by J. Tatum,,110,101
439,4,1:10.0,Turnover by J. Tatum (lost ball; steal by D. Schröder),,110,101
440,4,1:09.0,,Personal foul by D. Theis (drawn by C. Paul),110,101
441,4,1:09.0,,C. Paul makes free throw 1 of 2,110,102
442,4,1:09.0,,T. Ferguson enters the game for D. Gallinari,110,102
443,4,1:09.0,,C. Paul makes free throw 2 of 2,110,103
444,4,0:57.0,J. Brown misses 2-pt layup from 4 ft,,110,103
445,4,0:54.0,,Defensive rebound by D. Schröder,110,103
446,4,0:46.0,,D. Schröder makes 3-pt jump shot from 26 ft (assist by S. Gilgeous-Alexander),110,106
447,4,0:45.0,,Instant Replay (Request: Ruling Stands),110,106
448,4,0:38.0,Turnover by J. Tatum (lost ball; steal by C. Paul),,110,106
449,4,0:24.0,,D. Schröder misses 2-pt layup from 5 ft,110,106
450,4,0:22.0,Defensive rebound by K. Walker,,110,106
451,4,0:22.0,Personal take foul by C. Paul (drawn by K. Walker),,110,106
452,4,0:22.0,K. Walker misses free throw 1 of 2,,110,106
453,4,0:22.0,Offensive rebound by Team,,110,106
454,4,0:22.0,M. Smart enters the game for D. Theis,,110,106
455,4,0:22.0,,D. Gallinari enters the game for T. Ferguson,110,106
456,4,0:22.0,K. Walker makes free throw 2 of 2,,111,106
457,4,0:16.0,,C. Paul makes 2-pt layup from 3 ft,111,108
458,4,0:16.0,Boston full timeout,,111,108
459,4,0:16.0,,T. Ferguson enters the game for D. Gallinari,111,108
460,4,0:13.0,G. Hayward misses 2-pt layup from 4 ft (block by D. Schröder),,111,108
461,4,0:11.0,,Defensive rebound by S. Adams,111,108
462,4,0:05.0,,Turnover by S. Gilgeous-Alexander (lost ball; steal by M. Smart),111,108
463,4,0:03.0,Personal take foul by D. Schröder (drawn by K. Walker),,111,108
464,4,0:03.0,K. Walker makes free throw 1 of 2,,112,108
465,4,0:03.0,,D. Gallinari enters the game for T. Ferguson,112,108
466,4,0:03.0,K. Walker misses free throw 2 of 2,,112,108
467,4,0:02.0,,Defensive rebound by S. Adams,112,108
468,4,0:02.0,,Oklahoma City full timeout,112,108
469,4,0:02.0,D. Theis enters the game for K. Walker,,112,108
470,4,0:00.0,,C. Paul makes 3-pt jump shot from 32 ft (assist by S. Gilgeous-Alexander),112,111
471,4,0:00.0,,Instant Replay (Request: Ruling Stands),112,111
